# _root_ 2 . etapu ( 201 km , cíl v Galway ) vyhrál Vanderaerden za 5 : 18 : 37 , 2 .
#goldHeads=3,1,12,7,7,5,3,7,8,9,7,0,12,12,18,18,18,14,18,21,19,0,
#predictedHeads=3,1,7,3,3,5,12,7,8,9,7,0,12,12,16,14,16,20,18,12,20,0,
(12,6),(12,10),-0.217909 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.0630776 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.092674 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.0116834 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0503484 # DEPENDENCYPART_SIBL
(12,6),(12,16),0.00475847 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.0653717 # DEPENDENCYPART_SIBL
(12,6),(12,18),0.00475847 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.017203 # DEPENDENCYPART_SIBL
(12,6),(12,20),-0.0258521 # DEPENDENCYPART_SIBL
(12,6),(12,21),-0.0659832 # DEPENDENCYPART_SIBL
(12,6),(12,22),-0.0422193 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.0200347 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0145956 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.00815691 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.0813989 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0143971 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.0208307 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0495769 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0673241 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0454068 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.0673241 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.0444098 # DEPENDENCYPART_SIBL
(12,7),(12,20),0.164756 # DEPENDENCYPART_SIBL
(12,7),(12,21),-0.119645 # DEPENDENCYPART_SIBL
(12,7),(12,22),-0.0377928 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.00535047 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.216837 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0647375 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0970102 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0126016 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0618917 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.0104993 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.076915 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.0104993 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.0287463 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.0329007 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.0775265 # DEPENDENCYPART_SIBL
(12,8),(12,22),-0.0474891 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.030046 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.148338 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.00928207 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0103411 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0450018 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.00825614 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.00912293 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.00825614 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.0450935 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.0181695 # DEPENDENCYPART_SIBL
(12,9),(12,21),-0.0554121 # DEPENDENCYPART_SIBL
(12,9),(12,22),-0.111293 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0650673 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0775313 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0123238 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0491211 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.00900388 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0641444 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.00900388 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.0159757 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.0213472 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.0647559 # DEPENDENCYPART_SIBL
(12,10),(12,22),-0.0379695 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0596253 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.00101079 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.104401 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.121242 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.111981 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.121242 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.098248 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.149417 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.164502 # DEPENDENCYPART_SIBL
(12,11),(12,22),-0.163639 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0712345 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0121 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.108848 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0170886 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.108848 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.00448621 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.00958111 # DEPENDENCYPART_SIBL
(12,13),(12,21),0.00261303 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.121371 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.038812 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.0347055 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.0513304 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.0347055 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.0489627 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0134815 # DEPENDENCYPART_SIBL
(12,14),(12,21),0.0324766 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.00180646 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0375296 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0744882 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0375296 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.0774096 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.0264542 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.0840563 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.055025 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.014375 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0404822 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.0060759 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.0476117 # DEPENDENCYPART_SIBL
(12,16),(12,21),0.0162048 # DEPENDENCYPART_SIBL
(12,16),(12,22),-0.00199322 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0362181 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.0864407 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.0225031 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.0928288 # DEPENDENCYPART_SIBL
(12,17),(12,22),-0.0769202 # DEPENDENCYPART_SIBL
(12,18),(12,19),0.0060759 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.0476117 # DEPENDENCYPART_SIBL
(12,18),(12,21),0.0162048 # DEPENDENCYPART_SIBL
(12,18),(12,22),-0.00199322 # DEPENDENCYPART_SIBL
(12,19),(12,20),-0.0238407 # DEPENDENCYPART_SIBL
(12,19),(12,21),-0.0908767 # DEPENDENCYPART_SIBL
(12,19),(12,22),-0.0795017 # DEPENDENCYPART_SIBL
(12,20),(12,21),-0.119729 # DEPENDENCYPART_SIBL
(12,20),(12,22),-0.113194 # DEPENDENCYPART_SIBL
(12,21),(12,22),-0.0855569 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0951389 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.00821759 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0342785 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.00814517 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0342785 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.00709362 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0240845 # DEPENDENCYPART_SIBL
(13,10),(13,21),0.0501706 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0988825 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0476719 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0843991 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.0476719 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.0720727 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.0679021 # DEPENDENCYPART_SIBL
(13,14),(13,21),0.0696588 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0909166 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0119351 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0909166 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.0444493 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.119087 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.0560968 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.0168639 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.129818 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.0188406 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.135578 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.0019334 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0597916 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.0449261 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.0848296 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.056061 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.0188406 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.135578 # DEPENDENCYPART_SIBL
(13,18),(13,21),-0.0019334 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.103152 # DEPENDENCYPART_SIBL
(13,19),(13,21),-0.0634925 # DEPENDENCYPART_SIBL
(13,20),(13,21),-0.0286325 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0253057 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0712539 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0228794 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0712539 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0710337 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.0789395 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.171974 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.312083 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.171974 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.136089 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.188074 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.11364 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.136544 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.108686 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.0913405 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.170908 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.132149 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.21026 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.108686 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.0913405 # DEPENDENCYPART_SIBL
(14,20),(14,22),-0.151509 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0962951 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.163241 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0712761 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.163241 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0676846 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.115063 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0995945 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0313217 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0995945 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0223003 # DEPENDENCYPART_SIBL
(15,14),(15,22),-0.0905374 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.164767 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0393576 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.153546 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.0168595 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0747389 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0895999 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.178133 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.153546 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.0168595 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.18337 # DEPENDENCYPART_SIBL
(16,1),(16,2),-0.139114 # DEPENDENCYPART_SIBL
(16,1),(16,3),-0.0963327 # DEPENDENCYPART_SIBL
(16,1),(16,4),-0.282186 # DEPENDENCYPART_SIBL
(16,1),(16,5),-0.172699 # DEPENDENCYPART_SIBL
(16,1),(16,6),-0.103041 # DEPENDENCYPART_SIBL
(16,1),(16,7),-0.0397065 # DEPENDENCYPART_SIBL
(16,1),(16,8),-0.0962509 # DEPENDENCYPART_SIBL
(16,1),(16,9),-0.0376439 # DEPENDENCYPART_SIBL
(16,1),(16,10),-0.0962427 # DEPENDENCYPART_SIBL
(16,1),(16,11),-0.189129 # DEPENDENCYPART_SIBL
(16,1),(16,12),-0.0969374 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.0962427 # DEPENDENCYPART_SIBL
(16,1),(16,14),-0.0421055 # DEPENDENCYPART_SIBL
(16,1),(16,15),-0.155015 # DEPENDENCYPART_SIBL
(16,1),(16,17),0.382416 # DEPENDENCYPART_SIBL
(16,1),(16,18),-0.0661127 # DEPENDENCYPART_SIBL
(16,1),(16,19),0.370125 # DEPENDENCYPART_SIBL
(16,1),(16,20),-0.109199 # DEPENDENCYPART_SIBL
(16,1),(16,21),0.521304 # DEPENDENCYPART_SIBL
(16,1),(16,22),-0.00793914 # DEPENDENCYPART_SIBL
(16,2),(16,3),-0.0877443 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.142232 # DEPENDENCYPART_SIBL
(16,2),(16,5),-0.0813979 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.0984389 # DEPENDENCYPART_SIBL
(16,2),(16,7),-0.0343865 # DEPENDENCYPART_SIBL
(16,2),(16,8),-0.090141 # DEPENDENCYPART_SIBL
(16,2),(16,9),-0.011951 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.0877443 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.0987129 # DEPENDENCYPART_SIBL
(16,2),(16,12),0.0350429 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.0877443 # DEPENDENCYPART_SIBL
(16,2),(16,14),0.000345202 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.0645223 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.00167926 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.0767649 # DEPENDENCYPART_SIBL
(16,2),(16,19),-0.0411268 # DEPENDENCYPART_SIBL
(16,2),(16,20),-0.0439524 # DEPENDENCYPART_SIBL
(16,2),(16,21),-0.0355593 # DEPENDENCYPART_SIBL
(16,2),(16,22),-0.138832 # DEPENDENCYPART_SIBL
(16,3),(16,4),-0.170674 # DEPENDENCYPART_SIBL
(16,3),(16,5),-0.11698 # DEPENDENCYPART_SIBL
(16,3),(16,6),-0.0603884 # DEPENDENCYPART_SIBL
(16,3),(16,7),0.13004 # DEPENDENCYPART_SIBL
(16,3),(16,8),-0.0505949 # DEPENDENCYPART_SIBL
(16,3),(16,9),-0.0749685 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.0502172 # DEPENDENCYPART_SIBL
(16,3),(16,11),-0.00590754 # DEPENDENCYPART_SIBL
(16,3),(16,12),0.000828276 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.0502172 # DEPENDENCYPART_SIBL
(16,3),(16,14),-0.0680251 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.0933574 # DEPENDENCYPART_SIBL
(16,3),(16,17),-0.0088579 # DEPENDENCYPART_SIBL
(16,3),(16,18),0.00326808 # DEPENDENCYPART_SIBL
(16,3),(16,19),-0.0179581 # DEPENDENCYPART_SIBL
(16,3),(16,20),0.0447251 # DEPENDENCYPART_SIBL
(16,3),(16,21),0.0207719 # DEPENDENCYPART_SIBL
(16,3),(16,22),-0.0407456 # DEPENDENCYPART_SIBL
(16,4),(16,5),0.140563 # DEPENDENCYPART_SIBL
(16,4),(16,6),0.125238 # DEPENDENCYPART_SIBL
(16,4),(16,7),0.17119 # DEPENDENCYPART_SIBL
(16,4),(16,8),0.13638 # DEPENDENCYPART_SIBL
(16,4),(16,9),0.088082 # DEPENDENCYPART_SIBL
(16,4),(16,10),0.138776 # DEPENDENCYPART_SIBL
(16,4),(16,11),0.0661745 # DEPENDENCYPART_SIBL
(16,4),(16,12),0.166143 # DEPENDENCYPART_SIBL
(16,4),(16,13),0.138776 # DEPENDENCYPART_SIBL
(16,4),(16,14),0.132683 # DEPENDENCYPART_SIBL
(16,4),(16,15),0.150551 # DEPENDENCYPART_SIBL
(16,4),(16,17),0.08474 # DEPENDENCYPART_SIBL
(16,4),(16,18),0.0648767 # DEPENDENCYPART_SIBL
(16,4),(16,19),0.0457502 # DEPENDENCYPART_SIBL
(16,4),(16,20),0.0143788 # DEPENDENCYPART_SIBL
(16,4),(16,21),0.0861216 # DEPENDENCYPART_SIBL
(16,4),(16,22),0.0622796 # DEPENDENCYPART_SIBL
(16,5),(16,6),-0.0946987 # DEPENDENCYPART_SIBL
(16,5),(16,7),0.020347 # DEPENDENCYPART_SIBL
(16,5),(16,8),-0.087909 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.0279939 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.0879008 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.14166 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.0788459 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.0879008 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.0274033 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.130972 # DEPENDENCYPART_SIBL
(16,5),(16,17),0.380433 # DEPENDENCYPART_SIBL
(16,5),(16,18),0.00659592 # DEPENDENCYPART_SIBL
(16,5),(16,19),0.368276 # DEPENDENCYPART_SIBL
(16,5),(16,20),-0.0375115 # DEPENDENCYPART_SIBL
(16,5),(16,21),0.4763 # DEPENDENCYPART_SIBL
(16,5),(16,22),0.0343792 # DEPENDENCYPART_SIBL
(16,6),(16,7),0.131588 # DEPENDENCYPART_SIBL
(16,6),(16,8),-0.049647 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.0730762 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.0492693 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.00354722 # DEPENDENCYPART_SIBL
(16,6),(16,12),0.00284316 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.0492693 # DEPENDENCYPART_SIBL
(16,6),(16,14),-0.066137 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.0922444 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.0185684 # DEPENDENCYPART_SIBL
(16,6),(16,18),-0.0133294 # DEPENDENCYPART_SIBL
(16,6),(16,19),-0.0276686 # DEPENDENCYPART_SIBL
(16,6),(16,20),0.0279411 # DEPENDENCYPART_SIBL
(16,6),(16,21),0.0110614 # DEPENDENCYPART_SIBL
(16,6),(16,22),-0.0573475 # DEPENDENCYPART_SIBL
(16,7),(16,8),0.0560157 # DEPENDENCYPART_SIBL
(16,7),(16,9),0.00701019 # DEPENDENCYPART_SIBL
(16,7),(16,10),0.0608069 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.0516735 # DEPENDENCYPART_SIBL
(16,7),(16,12),0.0323598 # DEPENDENCYPART_SIBL
(16,7),(16,13),0.0608069 # DEPENDENCYPART_SIBL
(16,7),(16,14),0.0595782 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.0378115 # DEPENDENCYPART_SIBL
(16,7),(16,17),0.0250744 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.0679191 # DEPENDENCYPART_SIBL
(16,7),(16,19),-0.0411436 # DEPENDENCYPART_SIBL
(16,7),(16,20),0.0264898 # DEPENDENCYPART_SIBL
(16,7),(16,21),-0.0481257 # DEPENDENCYPART_SIBL
(16,7),(16,22),-0.0547905 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.0737532 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.0482036 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.00238215 # DEPENDENCYPART_SIBL
(16,8),(16,12),0.00109818 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.0482036 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.066814 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.0925466 # DEPENDENCYPART_SIBL
(16,8),(16,17),0.0242375 # DEPENDENCYPART_SIBL
(16,8),(16,18),0.0386265 # DEPENDENCYPART_SIBL
(16,8),(16,19),0.0151374 # DEPENDENCYPART_SIBL
(16,8),(16,20),0.0717786 # DEPENDENCYPART_SIBL
(16,8),(16,21),0.0538673 # DEPENDENCYPART_SIBL
(16,8),(16,22),-0.0108948 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.0146047 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.121219 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.049464 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.0146047 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.000533856 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.0790814 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.040688 # DEPENDENCYPART_SIBL
(16,9),(16,18),0.0216847 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.0351283 # DEPENDENCYPART_SIBL
(16,9),(16,20),0.0311448 # DEPENDENCYPART_SIBL
(16,9),(16,21),-0.0182873 # DEPENDENCYPART_SIBL
(16,9),(16,22),-0.0779486 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.000841122 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.00515966 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.0453531 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.0651448 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.0910277 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.00413648 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.00600571 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.0132366 # DEPENDENCYPART_SIBL
(16,10),(16,20),0.0475628 # DEPENDENCYPART_SIBL
(16,10),(16,21),0.0254933 # DEPENDENCYPART_SIBL
(16,10),(16,22),-0.038008 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.0231461 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.00236626 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.012521 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.0340766 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0332442 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.13669 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.072713 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.11989 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.0615047 # DEPENDENCYPART_SIBL
(16,11),(16,22),-0.197241 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.107058 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0855599 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.124533 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.12007 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.00328196 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.129448 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0219439 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.104252 # DEPENDENCYPART_SIBL
(16,12),(16,22),-0.0695643 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0651448 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0910277 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.00413648 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.00600571 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.0132366 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.0475628 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.0254933 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.038008 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0206401 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.01506 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.00945382 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0138977 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0349181 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.0175062 # DEPENDENCYPART_SIBL
(16,14),(16,22),-0.10027 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.416796 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.00394912 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.398977 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0249857 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.525914 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.029311 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.0143437 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0923198 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0820701 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.0694619 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.0649094 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0550273 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.112904 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.0196358 # DEPENDENCYPART_SIBL
(16,18),(16,22),0.00350782 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0742761 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.0608262 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.0571303 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.10168 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.066485 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.0530015 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.0975974 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0490116 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0149059 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.174689 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0763593 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.158686 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.0601265 # DEPENDENCYPART_SIBL
(17,13),(17,22),-0.143888 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.0969337 # DEPENDENCYPART_SIBL
