# _root_ Celý film připomíná spíš několik samostatných , volně řazených epizod , v nichž se vždycky jedna z hrdinek octne v nesnázích a zbývající tři ji společně zachraňují .
#goldHeads=2,3,0,3,3,7,10,9,7,5,22,22,12,19,19,19,16,17,22,19,20,10,27,27,27,27,22,0,
#predictedHeads=2,3,0,5,3,7,10,9,7,3,22,19,12,19,16,19,16,17,22,19,20,10,27,27,27,27,22,0,
(3,6),(6,2),-0.0476362 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.19185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.438419 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.419067 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.0963724 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.0646572 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.295298 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),0.0740886 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.215873 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.604806 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-1.45879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.401101 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.313877 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.321747 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.0234076 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.374598 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),0.0264224 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),0.0103374 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.00137689 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),-0.611272 # DEPENDENCYPART_GRANDPAR
(3,7),(7,22),0.289095 # DEPENDENCYPART_GRANDPAR
(3,7),(7,27),-0.550869 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.00430776 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-1.07334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,6),-0.110661 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.475467 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.326058 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),0.0970292 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.000972555 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),0.038693 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.0812503 # DEPENDENCYPART_GRANDPAR
(3,9),(9,4),0.438419 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.082363 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),0.125034 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.106454 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),0.0740886 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),0.054215 # DEPENDENCYPART_GRANDPAR
(3,10),(10,4),0.467515 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),0.215189 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),0.279708 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.133065 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),0.0273819 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),0.161434 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),0.0677238 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.127604 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),0.289809 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),0.131051 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),0.198037 # DEPENDENCYPART_GRANDPAR
(3,10),(10,22),0.471257 # DEPENDENCYPART_GRANDPAR
(3,10),(10,23),-0.213556 # DEPENDENCYPART_GRANDPAR
(3,10),(10,27),0.258439 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.215873 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-1.45879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),0.401101 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.321747 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),0.492719 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),0.071527 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.509501 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),0.0519438 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.00137689 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.224415 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.0513461 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.611272 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.27812 # DEPENDENCYPART_GRANDPAR
(3,11),(11,22),0.289095 # DEPENDENCYPART_GRANDPAR
(3,11),(11,26),-0.328772 # DEPENDENCYPART_GRANDPAR
(3,11),(11,27),-0.550869 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),0.277822 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.538587 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),0.426325 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.278695 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),0.169986 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),0.182543 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.00121111 # DEPENDENCYPART_GRANDPAR
(3,15),(15,23),-0.467042 # DEPENDENCYPART_GRANDPAR
(3,17),(17,11),0.22825 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-0.145222 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.445417 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),0.0816883 # DEPENDENCYPART_GRANDPAR
(3,17),(17,21),-0.443577 # DEPENDENCYPART_GRANDPAR
(3,17),(17,22),0.341405 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),0.0537254 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-0.0837695 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),0.319308 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),0.263814 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),0.198037 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),-0.20902 # DEPENDENCYPART_GRANDPAR
(3,18),(18,21),-0.532889 # DEPENDENCYPART_GRANDPAR
(3,18),(18,23),-0.213556 # DEPENDENCYPART_GRANDPAR
(3,18),(18,24),-0.308377 # DEPENDENCYPART_GRANDPAR
(3,18),(18,27),0.258439 # DEPENDENCYPART_GRANDPAR
(3,19),(19,2),-0.150165 # DEPENDENCYPART_GRANDPAR
(3,19),(19,3),-1.34199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,19),(19,4),0.372089 # DEPENDENCYPART_GRANDPAR
(3,19),(19,7),0.566196 # DEPENDENCYPART_GRANDPAR
(3,19),(19,8),0.0372974 # DEPENDENCYPART_GRANDPAR
(3,19),(19,9),-0.497132 # DEPENDENCYPART_GRANDPAR
(3,19),(19,10),-0.0097106 # DEPENDENCYPART_GRANDPAR
(3,19),(19,11),0.483909 # DEPENDENCYPART_GRANDPAR
(3,19),(19,12),-0.139287 # DEPENDENCYPART_GRANDPAR
(3,19),(19,14),-0.0774545 # DEPENDENCYPART_GRANDPAR
(3,19),(19,15),-0.156852 # DEPENDENCYPART_GRANDPAR
(3,19),(19,16),0.143906 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),-0.017674 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),-0.771201 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),-0.371274 # DEPENDENCYPART_GRANDPAR
(3,19),(19,21),-0.756416 # DEPENDENCYPART_GRANDPAR
(3,19),(19,22),0.428645 # DEPENDENCYPART_GRANDPAR
(3,19),(19,23),-0.449114 # DEPENDENCYPART_GRANDPAR
(3,19),(19,24),-0.540194 # DEPENDENCYPART_GRANDPAR
(3,19),(19,25),-0.43862 # DEPENDENCYPART_GRANDPAR
(3,19),(19,26),-0.190413 # DEPENDENCYPART_GRANDPAR
(3,19),(19,27),-0.108446 # DEPENDENCYPART_GRANDPAR
(3,20),(20,21),-0.276856 # DEPENDENCYPART_GRANDPAR
(3,20),(20,22),0.377593 # DEPENDENCYPART_GRANDPAR
(3,20),(20,23),-0.00733213 # DEPENDENCYPART_GRANDPAR
(3,20),(20,24),-0.189491 # DEPENDENCYPART_GRANDPAR
(3,21),(21,16),0.319308 # DEPENDENCYPART_GRANDPAR
(3,21),(21,17),0.263814 # DEPENDENCYPART_GRANDPAR
(3,21),(21,20),-0.0377569 # DEPENDENCYPART_GRANDPAR
(3,21),(21,23),-0.213556 # DEPENDENCYPART_GRANDPAR
(3,21),(21,24),-0.308377 # DEPENDENCYPART_GRANDPAR
(3,21),(21,25),-0.254611 # DEPENDENCYPART_GRANDPAR
(3,22),(22,2),-0.589421 # DEPENDENCYPART_GRANDPAR
(3,22),(22,3),-1.27448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,22),(22,4),0.493545 # DEPENDENCYPART_GRANDPAR
(3,22),(22,5),0.482966 # DEPENDENCYPART_GRANDPAR
(3,22),(22,6),-0.204105 # DEPENDENCYPART_GRANDPAR
(3,22),(22,7),0.392802 # DEPENDENCYPART_GRANDPAR
(3,22),(22,8),0.152748 # DEPENDENCYPART_GRANDPAR
(3,22),(22,9),-0.391858 # DEPENDENCYPART_GRANDPAR
(3,22),(22,10),0.176461 # DEPENDENCYPART_GRANDPAR
(3,22),(22,11),0.310515 # DEPENDENCYPART_GRANDPAR
(3,22),(22,12),0.182796 # DEPENDENCYPART_GRANDPAR
(3,22),(22,14),-0.169574 # DEPENDENCYPART_GRANDPAR
(3,22),(22,15),-0.0688605 # DEPENDENCYPART_GRANDPAR
(3,22),(22,16),0.165191 # DEPENDENCYPART_GRANDPAR
(3,22),(22,17),0.153637 # DEPENDENCYPART_GRANDPAR
(3,22),(22,18),-0.58503 # DEPENDENCYPART_GRANDPAR
(3,22),(22,19),0.0652567 # DEPENDENCYPART_GRANDPAR
(3,22),(22,20),-0.0939477 # DEPENDENCYPART_GRANDPAR
(3,22),(22,21),-0.58319 # DEPENDENCYPART_GRANDPAR
(3,22),(22,23),-0.231756 # DEPENDENCYPART_GRANDPAR
(3,22),(22,24),-0.411468 # DEPENDENCYPART_GRANDPAR
(3,22),(22,26),-0.052158 # DEPENDENCYPART_GRANDPAR
(3,22),(22,27),-0.111924 # DEPENDENCYPART_GRANDPAR
(3,22),(22,28),-0.793944 # DEPENDENCYPART_GRANDPAR
(3,27),(27,2),-0.150165 # DEPENDENCYPART_GRANDPAR
(3,27),(27,3),-1.34199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,27),(27,7),0.566196 # DEPENDENCYPART_GRANDPAR
(3,27),(27,8),0.0372974 # DEPENDENCYPART_GRANDPAR
(3,27),(27,10),-0.0097106 # DEPENDENCYPART_GRANDPAR
(3,27),(27,11),0.483909 # DEPENDENCYPART_GRANDPAR
(3,27),(27,12),-0.139287 # DEPENDENCYPART_GRANDPAR
(3,27),(27,14),-0.0774545 # DEPENDENCYPART_GRANDPAR
(3,27),(27,15),-0.156852 # DEPENDENCYPART_GRANDPAR
(3,27),(27,16),0.143906 # DEPENDENCYPART_GRANDPAR
(3,27),(27,17),-0.017674 # DEPENDENCYPART_GRANDPAR
(3,27),(27,18),-0.771201 # DEPENDENCYPART_GRANDPAR
(3,27),(27,19),-0.0124351 # DEPENDENCYPART_GRANDPAR
(3,27),(27,20),-0.41603 # DEPENDENCYPART_GRANDPAR
(3,27),(27,21),-0.769362 # DEPENDENCYPART_GRANDPAR
(3,27),(27,22),0.539398 # DEPENDENCYPART_GRANDPAR
(3,27),(27,23),-0.6462 # DEPENDENCYPART_GRANDPAR
(3,27),(27,24),-0.49207 # DEPENDENCYPART_GRANDPAR
(3,27),(27,25),-0.338795 # DEPENDENCYPART_GRANDPAR
(3,27),(27,26),-0.294224 # DEPENDENCYPART_GRANDPAR
(3,27),(27,28),-0.773328 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.484827 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.113847 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.555277 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.74768 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-0.702676 # DEPENDENCYPART_GRANDPAR
(4,2),(2,23),-1.3375 # DEPENDENCYPART_GRANDPAR
(4,2),(2,27),-0.842805 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.568596 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.210728 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.47745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.0898186 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.412431 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.390579 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.556919 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.604837 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.56966 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.281741 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.561544 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.591921 # DEPENDENCYPART_GRANDPAR
(4,3),(3,17),-0.508415 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),-0.473617 # DEPENDENCYPART_GRANDPAR
(4,3),(3,19),-0.660112 # DEPENDENCYPART_GRANDPAR
(4,3),(3,20),-0.475554 # DEPENDENCYPART_GRANDPAR
(4,3),(3,21),-0.99328 # DEPENDENCYPART_GRANDPAR
(4,3),(3,22),-0.68534 # DEPENDENCYPART_GRANDPAR
(4,3),(3,27),-0.800242 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-1.04149 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.74689 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.646125 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.01854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.301623 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.14157 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.223919 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.290369 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.190286 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-1.12589 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-1.21293 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,6),0.104566 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.112899 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.292103 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.0878945 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.01669 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.109945 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.282917 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.427206 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.090925 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.211275 # DEPENDENCYPART_GRANDPAR
(4,10),(10,22),-0.331003 # DEPENDENCYPART_GRANDPAR
(4,10),(10,23),-0.689243 # DEPENDENCYPART_GRANDPAR
(4,10),(10,27),-0.351405 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.296523 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.188902 # DEPENDENCYPART_GRANDPAR
(5,2),(2,6),0.585103 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),0.0791047 # DEPENDENCYPART_GRANDPAR
(5,2),(2,19),-0.438587 # DEPENDENCYPART_GRANDPAR
(5,2),(2,23),-0.61345 # DEPENDENCYPART_GRANDPAR
(5,2),(2,27),-0.545297 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.283657 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.363441 # DEPENDENCYPART_GRANDPAR
(5,4),(4,6),0.54799 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.147893 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.818381 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.722917 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.79979 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.61089 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.757317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.226009 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.318862 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.382048 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),0.365294 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-1.8339 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.140925 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-2.0843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,9),-1.04485 # DEPENDENCYPART_GRANDPAR
(6,2),(2,19),-1.05169 # DEPENDENCYPART_GRANDPAR
(6,2),(2,23),-1.11754 # DEPENDENCYPART_GRANDPAR
(6,2),(2,27),-1.50233 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-1.92295 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-1.15189 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.270127 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.286163 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.85231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.152894 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.275014 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.812864 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.870257 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.547939 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.565431 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.538632 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-0.323981 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-1.18356 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-0.91843 # DEPENDENCYPART_GRANDPAR
(6,3),(3,20),-0.571591 # DEPENDENCYPART_GRANDPAR
(6,3),(3,21),-1.34681 # DEPENDENCYPART_GRANDPAR
(6,3),(3,22),-0.319698 # DEPENDENCYPART_GRANDPAR
(6,3),(3,27),-1.36907 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-1.3001 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.0849958 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.93285 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,10),-0.960683 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-1.26485 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.199096 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.96112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,1),-2.53232 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-2.20914 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.688819 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.197266 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.265184 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.57516 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.0356389 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.563562 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.572633 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.344107 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.256173 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.77215 # DEPENDENCYPART_GRANDPAR
(6,7),(7,22),-0.182613 # DEPENDENCYPART_GRANDPAR
(6,7),(7,27),-1.22279 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-1.86528 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.543796 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.52309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.444717 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.496865 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.395048 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.208447 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.197225 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.224321 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.20043 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.37051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.491624 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.199997 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.326172 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-2.56049 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.195657 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.23749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.412957 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.124461 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.198094 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.18952 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.165808 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.214029 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.59397 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),0.0660836 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.47459 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),-0.0252072 # DEPENDENCYPART_GRANDPAR
(6,10),(10,23),-0.384245 # DEPENDENCYPART_GRANDPAR
(6,10),(10,27),-0.925233 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.184848 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.0403704 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.286402 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.851863 # DEPENDENCYPART_GRANDPAR
(7,2),(2,19),-0.661688 # DEPENDENCYPART_GRANDPAR
(7,2),(2,23),-1.13099 # DEPENDENCYPART_GRANDPAR
(7,2),(2,27),-0.645143 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.14953 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.0325644 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.0607357 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.144987 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.148466 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.98368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),0.000855098 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.71919 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.779584 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.767786 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.940827 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.703369 # DEPENDENCYPART_GRANDPAR
(7,3),(3,17),-0.851123 # DEPENDENCYPART_GRANDPAR
(7,3),(3,18),-1.08761 # DEPENDENCYPART_GRANDPAR
(7,3),(3,19),-0.661934 # DEPENDENCYPART_GRANDPAR
(7,3),(3,20),-1.17366 # DEPENDENCYPART_GRANDPAR
(7,3),(3,21),-1.18203 # DEPENDENCYPART_GRANDPAR
(7,3),(3,22),-0.994857 # DEPENDENCYPART_GRANDPAR
(7,3),(3,27),-0.645389 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.320801 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.297912 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.0487199 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.564902 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.0637351 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.00975249 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.151028 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.447599 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.311197 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.289253 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.123911 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.0914477 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.91711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),0.118126 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.58416 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.601463 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.815256 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.7324 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.480507 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.40886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.103749 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.054288 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.313211 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.185745 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.277985 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.428222 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.485712 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.23758 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.821029 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.0536684 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-1.15479 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.499428 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.753406 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.33151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.616562 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.139873 # DEPENDENCYPART_GRANDPAR
