# _root_ Německá spolková republika dosud v četných případech politických uprchlíků , kteří se stali německými státními příslušníky , dvojí občanství tolerovala a ještě toleruje .
#goldHeads=3,3,21,21,21,7,5,9,7,13,13,13,9,16,16,13,13,19,21,21,0,23,21,0,
#predictedHeads=3,3,21,6,20,7,5,9,7,13,13,13,9,16,16,13,21,19,20,21,0,23,21,0,
(4,5),(5,8),-0.190101 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.0845921 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.267784 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.2707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,1),-1.31971 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-1.29697 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.0352562 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),0.234747 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),0.577899 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-1.5912 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.985762 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.450571 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-1.62947 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-1.61416 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-1.18711 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.78913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),0.213813 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.232311 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-2.13364 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-2.11942 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-2.08729 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.0469173 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),0.965364 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.736208 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.132941 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.0194058 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),0.182197 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.467507 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),0.0277037 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.921309 # DEPENDENCYPART_GRANDPAR
(5,7),(7,20),-0.244559 # DEPENDENCYPART_GRANDPAR
(5,7),(7,21),-0.0675633 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),0.729699 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),1.41289 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.19419 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-2.1352 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-2.12098 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.0537039 # DEPENDENCYPART_GRANDPAR
(5,9),(9,6),0.946488 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),1.9047 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.89644 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.0471091 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.984538 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),0.155543 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.906632 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-1.06329 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.498313 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.0388111 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.952115 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.271212 # DEPENDENCYPART_GRANDPAR
(5,9),(9,21),-0.122321 # DEPENDENCYPART_GRANDPAR
(5,9),(9,22),-0.585054 # DEPENDENCYPART_GRANDPAR
(5,9),(9,23),-0.255858 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-2.58124 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),1.4113 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-1.41481 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.147086 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.368878 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.318286 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.793111 # DEPENDENCYPART_GRANDPAR
(5,10),(10,23),-0.777757 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-1.69997 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-1.72299 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.801743 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.399342 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.86916 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,2),-2.07863 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.553061 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-2.12296 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.54998 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-1.95433 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-2.04062 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.0898488 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.324634 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.19651 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-2.14018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.309837 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.338144 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.642789 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-2.14987 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-2.24104 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-1.38684 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.688447 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.154862 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.28341 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.730899 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.969393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),1.06559 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-2.91638 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-3.0098 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.262115 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.816563 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.670269 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.716507 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.409471 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.131798 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),0.0844992 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.806332 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.94033 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.303449 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.0184646 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.489905 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.3626 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),0.0353531 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.273679 # DEPENDENCYPART_GRANDPAR
(7,9),(9,23),-0.743193 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-2.69155 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.99002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.665093 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.815498 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.113703 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.0793556 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.559482 # DEPENDENCYPART_GRANDPAR
(7,10),(10,23),-0.940076 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-2.85408 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-2.94628 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-2.36956 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.474681 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-1.37814 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-1.02615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),0.340457 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.782215 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.815774 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.510623 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),0.327166 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.750305 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.884889 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),0.292595 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),0.406173 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),0.101282 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-0.367924 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),0.0122149 # DEPENDENCYPART_GRANDPAR
(7,13),(13,22),-0.173035 # DEPENDENCYPART_GRANDPAR
(7,13),(13,23),-0.748518 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),-2.91638 # DEPENDENCYPART_GRANDPAR
(7,16),(16,6),-0.816564 # DEPENDENCYPART_GRANDPAR
(7,16),(16,8),0.709071 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),0.4567 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),0.361333 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.757212 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.889493 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.0223081 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.488897 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.369128 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),0.0208181 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),-0.28079 # DEPENDENCYPART_GRANDPAR
(7,16),(16,23),-0.749722 # DEPENDENCYPART_GRANDPAR
(7,17),(17,1),-2.94474 # DEPENDENCYPART_GRANDPAR
(7,17),(17,2),-3.03816 # DEPENDENCYPART_GRANDPAR
(7,17),(17,3),-2.69155 # DEPENDENCYPART_GRANDPAR
(7,17),(17,5),-1.38783 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-0.99002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,8),0.665093 # DEPENDENCYPART_GRANDPAR
(7,17),(17,9),0.815498 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),0.742022 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),0.332862 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),0.3791 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.770687 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.903645 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.0443794 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.295036 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.559482 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),0.00587586 # DEPENDENCYPART_GRANDPAR
(7,17),(17,22),-0.246241 # DEPENDENCYPART_GRANDPAR
(7,17),(17,23),-0.940076 # DEPENDENCYPART_GRANDPAR
(7,17),(17,24),-0.968212 # DEPENDENCYPART_GRANDPAR
(7,19),(19,11),0.456055 # DEPENDENCYPART_GRANDPAR
(7,19),(19,12),0.360698 # DEPENDENCYPART_GRANDPAR
(7,19),(19,14),-0.752188 # DEPENDENCYPART_GRANDPAR
(7,19),(19,15),-0.884468 # DEPENDENCYPART_GRANDPAR
(7,19),(19,16),0.267284 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),0.315101 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.426785 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.374634 # DEPENDENCYPART_GRANDPAR
(7,19),(19,22),-0.280896 # DEPENDENCYPART_GRANDPAR
(7,20),(20,1),-2.85408 # DEPENDENCYPART_GRANDPAR
(7,20),(20,3),-2.36955 # DEPENDENCYPART_GRANDPAR
(7,20),(20,4),-0.474681 # DEPENDENCYPART_GRANDPAR
(7,20),(20,5),-1.37814 # DEPENDENCYPART_GRANDPAR
(7,20),(20,7),-1.02557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,20),(20,9),0.782799 # DEPENDENCYPART_GRANDPAR
(7,20),(20,10),0.827672 # DEPENDENCYPART_GRANDPAR
(7,20),(20,11),0.507644 # DEPENDENCYPART_GRANDPAR
(7,20),(20,12),0.315252 # DEPENDENCYPART_GRANDPAR
(7,20),(20,13),0.209868 # DEPENDENCYPART_GRANDPAR
(7,20),(20,14),-1.13646 # DEPENDENCYPART_GRANDPAR
(7,20),(20,15),-1.26951 # DEPENDENCYPART_GRANDPAR
(7,20),(20,16),-0.0788947 # DEPENDENCYPART_GRANDPAR
(7,20),(20,17),0.399737 # DEPENDENCYPART_GRANDPAR
(7,20),(20,18),-0.600906 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),-0.255072 # DEPENDENCYPART_GRANDPAR
(7,20),(20,21),0.0157617 # DEPENDENCYPART_GRANDPAR
(7,20),(20,22),-0.172041 # DEPENDENCYPART_GRANDPAR
(7,20),(20,23),-0.744575 # DEPENDENCYPART_GRANDPAR
(7,21),(21,2),-3.18505 # DEPENDENCYPART_GRANDPAR
(7,21),(21,3),-2.62243 # DEPENDENCYPART_GRANDPAR
(7,21),(21,4),-0.505396 # DEPENDENCYPART_GRANDPAR
(7,21),(21,5),-1.42837 # DEPENDENCYPART_GRANDPAR
(7,21),(21,6),-0.991812 # DEPENDENCYPART_GRANDPAR
(7,21),(21,7),-1.19734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,21),(21,8),0.547696 # DEPENDENCYPART_GRANDPAR
(7,21),(21,9),0.607545 # DEPENDENCYPART_GRANDPAR
(7,21),(21,10),0.589936 # DEPENDENCYPART_GRANDPAR
(7,21),(21,11),0.441158 # DEPENDENCYPART_GRANDPAR
(7,21),(21,12),0.156315 # DEPENDENCYPART_GRANDPAR
(7,21),(21,13),0.248002 # DEPENDENCYPART_GRANDPAR
(7,21),(21,14),-0.967106 # DEPENDENCYPART_GRANDPAR
(7,21),(21,15),-1.10014 # DEPENDENCYPART_GRANDPAR
(7,21),(21,16),-0.266258 # DEPENDENCYPART_GRANDPAR
(7,21),(21,17),0.162001 # DEPENDENCYPART_GRANDPAR
(7,21),(21,19),-0.439052 # DEPENDENCYPART_GRANDPAR
(7,21),(21,20),-0.205038 # DEPENDENCYPART_GRANDPAR
(7,21),(21,22),-0.178708 # DEPENDENCYPART_GRANDPAR
(7,21),(21,23),-0.755542 # DEPENDENCYPART_GRANDPAR
(7,21),(21,24),-0.932464 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.207503 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-1.27994 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-1.27157 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.67904 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.293733 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-1.01854 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-2.09598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.627384 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.674759 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.773293 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.988173 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.749009 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-1.20106 # DEPENDENCYPART_GRANDPAR
(8,7),(7,20),-1.32392 # DEPENDENCYPART_GRANDPAR
(8,7),(7,21),-0.736271 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-2.00823 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-2.00222 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.676888 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.74355 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.946441 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.25857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.118399 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.362644 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.196924 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.336923 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.406405 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.19877 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.192649 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.414624 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.747564 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.229917 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-0.469735 # DEPENDENCYPART_GRANDPAR
(8,9),(9,23),-0.672369 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-2.23083 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.404994 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-2.06821 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.401912 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-2.09363 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-2.39688 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-1.17174 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.540457 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-1.00005 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),0.184944 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-1.90242 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-2.20467 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-1.34549 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.113177 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.709842 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.0310393 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-2.00642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.146996 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.257252 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-1.41816 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.982527 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-1.50195 # DEPENDENCYPART_GRANDPAR
(9,7),(7,20),-0.750594 # DEPENDENCYPART_GRANDPAR
(9,7),(7,21),-0.577859 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.874932 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.188185 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.9694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,3),-2.46648 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.83115 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-1.09176 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.853761 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,13),0.27439 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.230153 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.216863 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),-0.481011 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),0.627223 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.398521 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.639452 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.935151 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.432582 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.518369 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),0.143087 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-2.79885 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-3.10313 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-2.14432 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.558843 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-1.23233 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-1.50851 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.999734 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.869264 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),1.06794 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),1.35644 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.0533645 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.441001 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.736699 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.0384913 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),0.213644 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.0549809 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.0500408 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),0.0520648 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),-0.372042 # DEPENDENCYPART_GRANDPAR
(9,13),(13,23),-0.314189 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.242817 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.947269 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.00859841 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.0992719 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),0.175174 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.313625 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.192364 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.242815 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.511795 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-2.86132 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-1.66655 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-1.06346 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),1.29763 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.0842094 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.422229 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.715624 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.188525 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.626868 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.0301271 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),0.0662908 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.463268 # DEPENDENCYPART_GRANDPAR
(9,16),(16,23),-0.294275 # DEPENDENCYPART_GRANDPAR
(9,17),(17,1),-2.88967 # DEPENDENCYPART_GRANDPAR
(9,17),(17,2),-3.19517 # DEPENDENCYPART_GRANDPAR
(9,17),(17,3),-2.46648 # DEPENDENCYPART_GRANDPAR
(9,17),(17,5),-1.24218 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-1.83115 # DEPENDENCYPART_GRANDPAR
(9,17),(17,8),-1.09176 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-0.853761 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,10),0.999218 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),1.17152 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),0.762339 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.440138 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.734211 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.267226 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.432964 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.216863 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),0.0626835 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),-0.422226 # DEPENDENCYPART_GRANDPAR
(9,17),(17,23),-0.481011 # DEPENDENCYPART_GRANDPAR
(9,17),(17,24),-0.95397 # DEPENDENCYPART_GRANDPAR
(9,19),(19,11),1.29698 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),0.0835751 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),-0.417204 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-0.7106 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),0.0533779 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),0.160175 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.253892 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.0356331 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-0.463373 # DEPENDENCYPART_GRANDPAR
(9,20),(20,1),-2.79885 # DEPENDENCYPART_GRANDPAR
(9,20),(20,3),-2.14431 # DEPENDENCYPART_GRANDPAR
(9,20),(20,4),-0.558843 # DEPENDENCYPART_GRANDPAR
(9,20),(20,5),-1.23233 # DEPENDENCYPART_GRANDPAR
(9,20),(20,7),-1.50849 # DEPENDENCYPART_GRANDPAR
(9,20),(20,9),-0.868681 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,20),(20,10),1.07984 # DEPENDENCYPART_GRANDPAR
(9,20),(20,11),1.35346 # DEPENDENCYPART_GRANDPAR
(9,20),(20,12),0.0414506 # DEPENDENCYPART_GRANDPAR
(9,20),(20,13),0.59659 # DEPENDENCYPART_GRANDPAR
(9,20),(20,14),-0.801272 # DEPENDENCYPART_GRANDPAR
(9,20),(20,15),-1.09544 # DEPENDENCYPART_GRANDPAR
(9,20),(20,16),-0.283962 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),0.244309 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),-0.425637 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.362299 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),0.0556116 # DEPENDENCYPART_GRANDPAR
