# _root_ Měl jsem pocit , že je motor obsahem handicapován a nasadil dvojité zapalování , ale se zvýšením výkonu mi nedošly jiné souvislosti .
#goldHeads=15,1,1,5,3,10,6,9,6,5,10,13,11,15,0,20,16,17,20,15,22,20,0,
#predictedHeads=15,1,1,5,3,5,6,9,10,15,10,13,11,15,0,20,16,17,20,15,22,20,0,
(11,6),(11,17),0.0315143 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.0301824 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.0341221 # DEPENDENCYPART_SIBL
(11,6),(11,21),-0.011961 # DEPENDENCYPART_SIBL
(11,6),(11,22),0.0297887 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.190265 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.00792965 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0400511 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0568334 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0725062 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0207125 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0169501 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0944207 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0766265 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.080015 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.0279635 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.0907407 # DEPENDENCYPART_SIBL
(11,7),(11,22),-0.0698944 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.00276499 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0390557 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0421148 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0476968 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.00524676 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0318442 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0688869 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0518171 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0552057 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.0245139 # DEPENDENCYPART_SIBL
(11,8),(11,21),-0.0760221 # DEPENDENCYPART_SIBL
(11,8),(11,22),-0.045085 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0269165 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0167702 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0144176 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0124224 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0103354 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0574114 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0186513 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0199827 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.0133682 # DEPENDENCYPART_SIBL
(11,9),(11,21),-0.0331548 # DEPENDENCYPART_SIBL
(11,9),(11,22),-0.0203126 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0340224 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.00528668 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.00951414 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.046187 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0436072 # DEPENDENCYPART_SIBL
(11,10),(11,17),6.30288e-05 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.00118322 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.0187185 # DEPENDENCYPART_SIBL
(11,10),(11,21),-0.0593131 # DEPENDENCYPART_SIBL
(11,10),(11,22),0.000408886 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.107114 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0493926 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.112672 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0993968 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.117587 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.109511 # DEPENDENCYPART_SIBL
(11,12),(11,20),0.050632 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.361216 # DEPENDENCYPART_SIBL
(11,12),(11,22),-0.113902 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.012687 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.151336 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.00491625 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.12786 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.117263 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.01606 # DEPENDENCYPART_SIBL
(11,13),(11,21),-0.043093 # DEPENDENCYPART_SIBL
(11,13),(11,22),-0.124783 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0836001 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.165951 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.119689 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.109165 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.0995844 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.0910982 # DEPENDENCYPART_SIBL
(11,14),(11,22),-0.113784 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.103111 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.028624 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0196976 # DEPENDENCYPART_SIBL
(11,15),(11,20),0.00570738 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.0747819 # DEPENDENCYPART_SIBL
(11,15),(11,22),-0.0241739 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.104525 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.117713 # DEPENDENCYPART_SIBL
(11,16),(11,20),0.0926218 # DEPENDENCYPART_SIBL
(11,16),(11,21),0.0246592 # DEPENDENCYPART_SIBL
(11,16),(11,22),0.112533 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.116752 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.0193915 # DEPENDENCYPART_SIBL
(11,17),(11,21),-0.0457372 # DEPENDENCYPART_SIBL
(11,17),(11,22),-0.124271 # DEPENDENCYPART_SIBL
(11,18),(11,20),-0.0191286 # DEPENDENCYPART_SIBL
(11,18),(11,21),-0.0448707 # DEPENDENCYPART_SIBL
(11,18),(11,22),-0.126566 # DEPENDENCYPART_SIBL
(11,20),(11,21),-0.116956 # DEPENDENCYPART_SIBL
(11,20),(11,22),0.0250957 # DEPENDENCYPART_SIBL
(11,21),(11,22),-0.113587 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.337932 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0413265 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0438007 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0396788 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0133401 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0128787 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0125095 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.00791335 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.104057 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0738356 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.000386464 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.000696829 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.00993072 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0110792 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0179894 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.00975316 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.00867388 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.0141743 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0486948 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0307045 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0290857 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.0223577 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.0957813 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.0966734 # DEPENDENCYPART_SIBL
(13,16),(13,20),0.036846 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0581593 # DEPENDENCYPART_SIBL
(13,17),(13,20),0.0109173 # DEPENDENCYPART_SIBL
(13,18),(13,20),0.00708534 # DEPENDENCYPART_SIBL
(14,1),(14,4),0.163222 # DEPENDENCYPART_SIBL
(14,1),(14,5),0.00341399 # DEPENDENCYPART_SIBL
(14,1),(14,9),0.00636483 # DEPENDENCYPART_SIBL
(14,1),(14,11),0.00640716 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.0503205 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.02859 # DEPENDENCYPART_SIBL
(14,1),(14,16),0.126423 # DEPENDENCYPART_SIBL
(14,1),(14,17),0.0507012 # DEPENDENCYPART_SIBL
(14,1),(14,18),0.0547782 # DEPENDENCYPART_SIBL
(14,1),(14,20),0.755395 # DEPENDENCYPART_SIBL
(14,1),(14,22),0.0634798 # DEPENDENCYPART_SIBL
(14,4),(14,5),0.237691 # DEPENDENCYPART_SIBL
(14,4),(14,9),0.0498417 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.0499201 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.0310263 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.0729228 # DEPENDENCYPART_SIBL
(14,4),(14,16),0.0138265 # DEPENDENCYPART_SIBL
(14,4),(14,17),0.0379365 # DEPENDENCYPART_SIBL
(14,4),(14,18),0.0417906 # DEPENDENCYPART_SIBL
(14,4),(14,20),0.0784213 # DEPENDENCYPART_SIBL
(14,4),(14,22),0.0520916 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.0874789 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.0874639 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.109622 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.064872 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.0489695 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0126293 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.00832435 # DEPENDENCYPART_SIBL
(14,5),(14,20),-0.0298628 # DEPENDENCYPART_SIBL
(14,5),(14,22),0.00152271 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.0041147 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0734921 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0504481 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.0676288 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0210776 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.0170005 # DEPENDENCYPART_SIBL
(14,9),(14,20),0.65832 # DEPENDENCYPART_SIBL
(14,9),(14,22),-0.00829897 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0734921 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0498117 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0720239 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0166868 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0126098 # DEPENDENCYPART_SIBL
(14,11),(14,20),0.66662 # DEPENDENCYPART_SIBL
(14,11),(14,22),-0.00390825 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0127268 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0406112 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.00572345 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.00159901 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.0115144 # DEPENDENCYPART_SIBL
(14,12),(14,22),0.00886876 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.00201363 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.157897 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.164837 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.014972 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.191987 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0733576 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.0754163 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.090827 # DEPENDENCYPART_SIBL
(14,16),(14,22),0.0754223 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0176508 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.0218673 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.0194597 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.0207125 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.0220308 # DEPENDENCYPART_SIBL
(14,20),(14,22),-0.0227354 # DEPENDENCYPART_SIBL
(15,1),(15,2),-0.108336 # DEPENDENCYPART_SIBL
(15,1),(15,3),-0.0452049 # DEPENDENCYPART_SIBL
(15,1),(15,4),0.155783 # DEPENDENCYPART_SIBL
(15,1),(15,5),-0.11113 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.0566935 # DEPENDENCYPART_SIBL
(15,1),(15,7),-0.039305 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.0396232 # DEPENDENCYPART_SIBL
(15,1),(15,9),-0.0621716 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.0490339 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.0620135 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.0832305 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.039305 # DEPENDENCYPART_SIBL
(15,1),(15,14),0.155783 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.0171678 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.0276806 # DEPENDENCYPART_SIBL
(15,1),(15,18),-0.0295034 # DEPENDENCYPART_SIBL
(15,1),(15,20),0.123816 # DEPENDENCYPART_SIBL
(15,1),(15,21),-0.015944 # DEPENDENCYPART_SIBL
(15,1),(15,22),-0.0265586 # DEPENDENCYPART_SIBL
(15,1),(15,23),-0.0230033 # DEPENDENCYPART_SIBL
(15,2),(15,3),-0.0871179 # DEPENDENCYPART_SIBL
(15,2),(15,4),0.000222958 # DEPENDENCYPART_SIBL
(15,2),(15,5),-0.124193 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.0046639 # DEPENDENCYPART_SIBL
(15,2),(15,7),-0.081218 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.0815362 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.00720026 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.0717165 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.00704214 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.101435 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.081218 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.000222958 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.0607468 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.120902 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.122724 # DEPENDENCYPART_SIBL
(15,2),(15,20),-0.0251633 # DEPENDENCYPART_SIBL
(15,2),(15,21),-0.0924973 # DEPENDENCYPART_SIBL
(15,2),(15,22),-0.11978 # DEPENDENCYPART_SIBL
(15,2),(15,23),-0.0977266 # DEPENDENCYPART_SIBL
(15,3),(15,4),0.195077 # DEPENDENCYPART_SIBL
(15,3),(15,5),-0.0790371 # DEPENDENCYPART_SIBL
(15,3),(15,6),0.0386281 # DEPENDENCYPART_SIBL
(15,3),(15,7),-0.0386475 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.0365634 # DEPENDENCYPART_SIBL
(15,3),(15,9),0.0307655 # DEPENDENCYPART_SIBL
(15,3),(15,10),-0.0685178 # DEPENDENCYPART_SIBL
(15,3),(15,11),0.0310044 # DEPENDENCYPART_SIBL
(15,3),(15,12),-0.180233 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.0361799 # DEPENDENCYPART_SIBL
(15,3),(15,14),0.195077 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.0388521 # DEPENDENCYPART_SIBL
(15,3),(15,17),0.168305 # DEPENDENCYPART_SIBL
(15,3),(15,18),0.162954 # DEPENDENCYPART_SIBL
(15,3),(15,20),-0.0185732 # DEPENDENCYPART_SIBL
(15,3),(15,21),-0.0265311 # DEPENDENCYPART_SIBL
(15,3),(15,22),0.174935 # DEPENDENCYPART_SIBL
(15,3),(15,23),-0.102864 # DEPENDENCYPART_SIBL
(15,4),(15,5),0.145877 # DEPENDENCYPART_SIBL
(15,4),(15,6),0.0307121 # DEPENDENCYPART_SIBL
(15,4),(15,7),-0.000267577 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.000638433 # DEPENDENCYPART_SIBL
(15,4),(15,9),0.0316437 # DEPENDENCYPART_SIBL
(15,4),(15,10),-0.048727 # DEPENDENCYPART_SIBL
(15,4),(15,11),0.03191 # DEPENDENCYPART_SIBL
(15,4),(15,12),-0.0125226 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.000267573 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.00775527 # DEPENDENCYPART_SIBL
(15,4),(15,16),0.0696444 # DEPENDENCYPART_SIBL
(15,4),(15,17),0.0552208 # DEPENDENCYPART_SIBL
(15,4),(15,18),0.0558594 # DEPENDENCYPART_SIBL
(15,4),(15,20),0.0280027 # DEPENDENCYPART_SIBL
(15,4),(15,21),0.140955 # DEPENDENCYPART_SIBL
(15,4),(15,22),0.0619707 # DEPENDENCYPART_SIBL
(15,4),(15,23),-0.072809 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.129672 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.0770109 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.0777837 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.139156 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.131139 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.139016 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.14528 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.0770109 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.125922 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.0387012 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.100804 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.102906 # DEPENDENCYPART_SIBL
(15,5),(15,20),-0.114339 # DEPENDENCYPART_SIBL
(15,5),(15,21),-0.0110419 # DEPENDENCYPART_SIBL
(15,5),(15,22),-0.0985918 # DEPENDENCYPART_SIBL
(15,5),(15,23),-0.161095 # DEPENDENCYPART_SIBL
(15,6),(15,7),-0.0700246 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.0703427 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.0578799 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.0530996 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.0577218 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.0848127 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.0700246 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.0162987 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.0493371 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.0547522 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.0565756 # DEPENDENCYPART_SIBL
(15,6),(15,20),0.0913579 # DEPENDENCYPART_SIBL
(15,6),(15,21),-0.0332429 # DEPENDENCYPART_SIBL
(15,6),(15,22),-0.0537529 # DEPENDENCYPART_SIBL
(15,6),(15,23),-0.0443466 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.006835 # DEPENDENCYPART_SIBL
(15,7),(15,9),0.0944286 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.0259333 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.0946675 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.139175 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.00721854 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.283542 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.0214815 # DEPENDENCYPART_SIBL
(15,7),(15,17),0.17828 # DEPENDENCYPART_SIBL
(15,7),(15,18),0.172929 # DEPENDENCYPART_SIBL
(15,7),(15,20),0.0310843 # DEPENDENCYPART_SIBL
(15,7),(15,21),-0.00175634 # DEPENDENCYPART_SIBL
(15,7),(15,22),0.18491 # DEPENDENCYPART_SIBL
(15,7),(15,23),-0.0715792 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.0357795 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.0653806 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.0360184 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.178612 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.0334252 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.209671 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0426251 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.154372 # DEPENDENCYPART_SIBL
(15,8),(15,18),0.149021 # DEPENDENCYPART_SIBL
(15,8),(15,20),-0.0165986 # DEPENDENCYPART_SIBL
(15,8),(15,21),-0.0283055 # DEPENDENCYPART_SIBL
(15,8),(15,22),0.161001 # DEPENDENCYPART_SIBL
(15,8),(15,23),-0.0976038 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.0891698 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.0614889 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.112586 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.0742026 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.0204327 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.0100366 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.047084 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.0489068 # DEPENDENCYPART_SIBL
(15,9),(15,20),0.120195 # DEPENDENCYPART_SIBL
(15,9),(15,21),-0.0390407 # DEPENDENCYPART_SIBL
(15,9),(15,22),-0.045962 # DEPENDENCYPART_SIBL
(15,9),(15,23),-0.0304607 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.00156913 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.0938542 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0205945 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.0690923 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.0402337 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.0477166 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.0451915 # DEPENDENCYPART_SIBL
(15,10),(15,20),0.0203313 # DEPENDENCYPART_SIBL
(15,10),(15,21),0.0354622 # DEPENDENCYPART_SIBL
(15,10),(15,22),0.0500079 # DEPENDENCYPART_SIBL
(15,10),(15,23),-0.102859 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.111952 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0722973 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0210671 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.00916631 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0462181 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.048041 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.123806 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.0381748 # DEPENDENCYPART_SIBL
(15,11),(15,22),-0.0450961 # DEPENDENCYPART_SIBL
(15,11),(15,23),-0.0281438 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.00977726 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.340622 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0270602 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0232964 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0238318 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.171287 # DEPENDENCYPART_SIBL
(15,12),(15,21),0.754388 # DEPENDENCYPART_SIBL
(15,12),(15,22),-0.0190886 # DEPENDENCYPART_SIBL
(15,12),(15,23),-0.093293 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.217349 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0404768 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.160382 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.155031 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0114804 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.0261578 # DEPENDENCYPART_SIBL
(15,13),(15,22),0.167012 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.0954617 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0696444 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0552208 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0558594 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0280027 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.140955 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.0619707 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.072809 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0134658 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0117673 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.493643 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.114207 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.01186 # DEPENDENCYPART_SIBL
(15,16),(15,23),-0.173159 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0183973 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.402232 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.00536669 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.0207331 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.123389 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.406772 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.0102338 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.0339645 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.127681 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.136317 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.0310009 # DEPENDENCYPART_SIBL
(15,20),(15,23),-0.0285724 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.0845671 # DEPENDENCYPART_SIBL
(15,21),(15,23),-0.0889449 # DEPENDENCYPART_SIBL
(15,22),(15,23),-0.130834 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.079504 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0661936 # DEPENDENCYPART_SIBL
(16,14),(16,22),-0.0717707 # DEPENDENCYPART_SIBL
(16,17),(16,18),-1.31156 # DEPENDENCYPART_SIBL
(16,17),(16,22),-1.31329 # DEPENDENCYPART_SIBL
(16,18),(16,22),-1.3137 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0137425 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.0637032 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.00562927 # DEPENDENCYPART_SIBL
(17,12),(17,20),0.00270639 # DEPENDENCYPART_SIBL
(17,12),(17,21),0.0594834 # DEPENDENCYPART_SIBL
(17,12),(17,22),-0.00501669 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.155347 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0495977 # DEPENDENCYPART_SIBL
