# _root_ Přestože je chemická struktura molekuly známa již od let sedmdesátých , nenašli chemici levný způsob , jak tuto molekulu syntetizovat .
#goldHeads=12,1,4,2,4,2,9,2,8,9,1,0,12,15,12,20,20,19,20,15,0,
#predictedHeads=12,1,4,2,4,2,9,12,8,9,1,0,12,15,12,20,20,19,20,15,0,
(12,6),(12,10),-0.0164519 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.0325512 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.0610718 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.0836198 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0733815 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.040362 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.0755386 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.0992675 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.0591041 # DEPENDENCYPART_SIBL
(12,6),(12,20),-0.0751334 # DEPENDENCYPART_SIBL
(12,6),(12,21),-0.100551 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.057782 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0153752 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0291027 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.155265 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.125984 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0705236 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.162807 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.0573262 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.12008 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.0957865 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.123091 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.0181957 # DEPENDENCYPART_SIBL
(12,7),(12,21),-0.175801 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0145617 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0753299 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.321091 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0144756 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0379181 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0105028 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.0261248 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0188922 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.00966465 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.0164435 # DEPENDENCYPART_SIBL
(12,8),(12,20),0.0243585 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.0415636 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0570075 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.176005 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0483189 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0353617 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.075693 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.00984201 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0260245 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0871683 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.0465546 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.0118413 # DEPENDENCYPART_SIBL
(12,9),(12,21),-0.0280446 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0583012 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.00749578 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0637585 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0244191 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.051389 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0609206 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0906759 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.00552786 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.0604244 # DEPENDENCYPART_SIBL
(12,10),(12,21),0.00799902 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.00598492 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0248561 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0150411 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.181885 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0824658 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0346087 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.01255 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.0112143 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.0239816 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0165539 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.11941 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0138621 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0417662 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.00869912 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.11371 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.00670204 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.130259 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.11859 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0505511 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0994604 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.115363 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.107141 # DEPENDENCYPART_SIBL
(12,14),(12,20),0.0600099 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.15109 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0547532 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0653676 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0264118 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.143392 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.0310364 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.166671 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0348688 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0216925 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.106795 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.0902079 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.112135 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.0372748 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.0322379 # DEPENDENCYPART_SIBL
(12,17),(12,20),0.00442164 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.15139 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.0401334 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.017172 # DEPENDENCYPART_SIBL
(12,18),(12,21),-0.0376924 # DEPENDENCYPART_SIBL
(12,19),(12,20),-0.0101773 # DEPENDENCYPART_SIBL
(12,19),(12,21),-0.132635 # DEPENDENCYPART_SIBL
(12,20),(12,21),-0.00610768 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0093278 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0182603 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.042522 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0194821 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.101386 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0231245 # DEPENDENCYPART_SIBL
(13,10),(13,20),0.000310299 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0255562 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.015484 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.000757469 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0715715 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.028015 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.00789198 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0529114 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.004479 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0295506 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.0674894 # DEPENDENCYPART_SIBL
(13,15),(13,20),0.00821977 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.0873291 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.0554203 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.00756147 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.0141743 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.0137954 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.0187098 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.0206612 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.0165783 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.0102857 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.0111054 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.00708216 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0598969 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.037088 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.00368544 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.000772039 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.045405 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.117051 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.0399596 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.0416007 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0276603 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.119444 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.186208 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.00195971 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.101656 # DEPENDENCYPART_SIBL
(15,7),(15,17),0.00850207 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.0722186 # DEPENDENCYPART_SIBL
(15,7),(15,19),-0.042601 # DEPENDENCYPART_SIBL
(15,7),(15,20),-0.0125463 # DEPENDENCYPART_SIBL
(15,7),(15,21),-0.0926483 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.0333769 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.0492772 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.00209743 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.02704 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.101435 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.00233868 # DEPENDENCYPART_SIBL
(15,10),(15,20),0.00168642 # DEPENDENCYPART_SIBL
(15,10),(15,21),0.0124335 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0208957 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0182532 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0340932 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0374584 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0344686 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.00462508 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.024999 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0373237 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0291795 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0781456 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0254881 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0160123 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.0786497 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.118325 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0930615 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.0371468 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.0598195 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.0469944 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0103285 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0208491 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0156917 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.112752 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0152725 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.000515412 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.0405871 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.0338408 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.16702 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.0124525 # DEPENDENCYPART_SIBL
(16,1),(16,2),0.00901859 # DEPENDENCYPART_SIBL
(16,1),(16,4),0.0175269 # DEPENDENCYPART_SIBL
(16,1),(16,5),-0.00190764 # DEPENDENCYPART_SIBL
(16,1),(16,7),-0.0353884 # DEPENDENCYPART_SIBL
(16,1),(16,11),0.0717716 # DEPENDENCYPART_SIBL
(16,1),(16,12),-0.0173886 # DEPENDENCYPART_SIBL
(16,1),(16,13),0.000402027 # DEPENDENCYPART_SIBL
(16,1),(16,14),-0.037795 # DEPENDENCYPART_SIBL
(16,1),(16,15),-0.00542726 # DEPENDENCYPART_SIBL
(16,1),(16,17),-0.052158 # DEPENDENCYPART_SIBL
(16,1),(16,18),0.056542 # DEPENDENCYPART_SIBL
(16,1),(16,19),0.0352198 # DEPENDENCYPART_SIBL
(16,1),(16,20),0.0472856 # DEPENDENCYPART_SIBL
(16,1),(16,21),-0.0644331 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.0665585 # DEPENDENCYPART_SIBL
(16,2),(16,5),-0.0842709 # DEPENDENCYPART_SIBL
(16,2),(16,7),-0.0610348 # DEPENDENCYPART_SIBL
(16,2),(16,11),0.0181122 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.012756 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.0822152 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.0730625 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.0708971 # DEPENDENCYPART_SIBL
(16,2),(16,17),0.0300345 # DEPENDENCYPART_SIBL
(16,2),(16,18),0.169086 # DEPENDENCYPART_SIBL
(16,2),(16,19),-0.0180585 # DEPENDENCYPART_SIBL
(16,2),(16,20),0.765556 # DEPENDENCYPART_SIBL
(16,2),(16,21),-0.0201644 # DEPENDENCYPART_SIBL
(16,4),(16,5),0.0498721 # DEPENDENCYPART_SIBL
(16,4),(16,7),0.0372898 # DEPENDENCYPART_SIBL
(16,4),(16,11),0.546027 # DEPENDENCYPART_SIBL
(16,4),(16,12),0.16134 # DEPENDENCYPART_SIBL
(16,4),(16,13),0.0492118 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.00531585 # DEPENDENCYPART_SIBL
(16,4),(16,15),0.0475033 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.0625358 # DEPENDENCYPART_SIBL
(16,4),(16,18),0.105275 # DEPENDENCYPART_SIBL
(16,4),(16,19),0.169865 # DEPENDENCYPART_SIBL
(16,4),(16,20),0.016608 # DEPENDENCYPART_SIBL
(16,4),(16,21),-0.0320893 # DEPENDENCYPART_SIBL
(16,5),(16,7),0.0129113 # DEPENDENCYPART_SIBL
(16,5),(16,11),0.482182 # DEPENDENCYPART_SIBL
(16,5),(16,12),0.137077 # DEPENDENCYPART_SIBL
(16,5),(16,13),0.00771501 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.0297797 # DEPENDENCYPART_SIBL
(16,5),(16,15),0.00600655 # DEPENDENCYPART_SIBL
(16,5),(16,17),-0.0607262 # DEPENDENCYPART_SIBL
(16,5),(16,18),0.100796 # DEPENDENCYPART_SIBL
(16,5),(16,19),0.15335 # DEPENDENCYPART_SIBL
(16,5),(16,20),0.0129576 # DEPENDENCYPART_SIBL
(16,5),(16,21),-0.03381 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.159443 # DEPENDENCYPART_SIBL
(16,7),(16,12),0.089576 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.00872081 # DEPENDENCYPART_SIBL
(16,7),(16,14),0.0392146 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.00955964 # DEPENDENCYPART_SIBL
(16,7),(16,17),0.128044 # DEPENDENCYPART_SIBL
(16,7),(16,18),0.00964399 # DEPENDENCYPART_SIBL
(16,7),(16,19),-0.0521487 # DEPENDENCYPART_SIBL
(16,7),(16,20),0.00645658 # DEPENDENCYPART_SIBL
(16,7),(16,21),-0.116068 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.0499201 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.0729228 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.0310342 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0721923 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0545764 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.0443493 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.0468537 # DEPENDENCYPART_SIBL
(16,11),(16,20),0.0784213 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.018469 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.0498117 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0734921 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.0418906 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0853658 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.056853 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0135708 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.667041 # DEPENDENCYPART_SIBL
(16,12),(16,21),0.00930531 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0277203 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.00934827 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0586162 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.102658 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.165528 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.014972 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.0321227 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0147859 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0498959 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0710344 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.00140281 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0112263 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.00461014 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0464311 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.110589 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.194249 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0259219 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0197378 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.103657 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.0448505 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0521267 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.101906 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.00340863 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.0718389 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.000649408 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0204402 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.121923 # DEPENDENCYPART_SIBL
(16,20),(16,21),0.132306 # DEPENDENCYPART_SIBL
(17,2),(17,13),-0.0573879 # DEPENDENCYPART_SIBL
(17,2),(17,14),-0.0144573 # DEPENDENCYPART_SIBL
(17,2),(17,15),-0.044172 # DEPENDENCYPART_SIBL
(17,2),(17,16),0.0619344 # DEPENDENCYPART_SIBL
(17,2),(17,18),0.0195881 # DEPENDENCYPART_SIBL
(17,2),(17,19),-0.0947049 # DEPENDENCYPART_SIBL
(17,2),(17,21),-0.0416928 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.068101 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0270749 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.187085 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0295349 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.079369 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.0315337 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.0415171 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.354099 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0272543 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0162848 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.00274925 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.201642 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0295167 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0906211 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0260528 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.156411 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.111527 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.107631 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0751858 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0823269 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.166549 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.100479 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0457302 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.133743 # DEPENDENCYPART_SIBL
(19,10),(19,14),0.0642872 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.0351806 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.0134869 # DEPENDENCYPART_SIBL
(19,10),(19,20),0.000310054 # DEPENDENCYPART_SIBL
(19,10),(19,21),-0.0184848 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0196305 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.0241713 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.0100195 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.111385 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.142926 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.111483 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.172658 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.00433082 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.117394 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0376932 # DEPENDENCYPART_SIBL
(20,1),(20,2),0.0304925 # DEPENDENCYPART_SIBL
(20,1),(20,4),0.000268672 # DEPENDENCYPART_SIBL
(20,1),(20,5),0.00694134 # DEPENDENCYPART_SIBL
(20,1),(20,8),0.0120676 # DEPENDENCYPART_SIBL
(20,1),(20,9),0.0177931 # DEPENDENCYPART_SIBL
(20,1),(20,11),-0.101242 # DEPENDENCYPART_SIBL
(20,1),(20,12),-0.0294705 # DEPENDENCYPART_SIBL
(20,1),(20,13),0.00907432 # DEPENDENCYPART_SIBL
(20,1),(20,15),0.00121977 # DEPENDENCYPART_SIBL
(20,1),(20,16),-0.101242 # DEPENDENCYPART_SIBL
(20,1),(20,17),-0.0829536 # DEPENDENCYPART_SIBL
(20,1),(20,18),-0.0024217 # DEPENDENCYPART_SIBL
(20,1),(20,19),0.00834945 # DEPENDENCYPART_SIBL
(20,1),(20,21),-0.0730919 # DEPENDENCYPART_SIBL
(20,2),(20,4),-0.00663324 # DEPENDENCYPART_SIBL
(20,2),(20,5),0.00189462 # DEPENDENCYPART_SIBL
(20,2),(20,8),0.056246 # DEPENDENCYPART_SIBL
(20,2),(20,9),0.0106624 # DEPENDENCYPART_SIBL
(20,2),(20,11),-0.108587 # DEPENDENCYPART_SIBL
(20,2),(20,12),-0.26756 # DEPENDENCYPART_SIBL
(20,2),(20,13),0.00378455 # DEPENDENCYPART_SIBL
(20,2),(20,15),0.0199517 # DEPENDENCYPART_SIBL
(20,2),(20,16),-0.108587 # DEPENDENCYPART_SIBL
(20,2),(20,17),-0.0706612 # DEPENDENCYPART_SIBL
(20,2),(20,18),-0.0744365 # DEPENDENCYPART_SIBL
(20,2),(20,19),0.00305968 # DEPENDENCYPART_SIBL
(20,2),(20,21),-0.00917234 # DEPENDENCYPART_SIBL
(20,4),(20,5),-0.183435 # DEPENDENCYPART_SIBL
(20,4),(20,8),-0.0241216 # DEPENDENCYPART_SIBL
(20,4),(20,9),-0.182944 # DEPENDENCYPART_SIBL
(20,4),(20,11),-0.137822 # DEPENDENCYPART_SIBL
(20,4),(20,12),0.000344238 # DEPENDENCYPART_SIBL
(20,4),(20,13),-0.184364 # DEPENDENCYPART_SIBL
(20,4),(20,15),-0.187511 # DEPENDENCYPART_SIBL
(20,4),(20,16),-0.137822 # DEPENDENCYPART_SIBL
(20,4),(20,17),-0.100015 # DEPENDENCYPART_SIBL
(20,4),(20,18),-0.147696 # DEPENDENCYPART_SIBL
(20,4),(20,19),-0.185089 # DEPENDENCYPART_SIBL
(20,4),(20,21),-0.0429418 # DEPENDENCYPART_SIBL
(20,5),(20,8),-0.0258245 # DEPENDENCYPART_SIBL
(20,5),(20,9),-0.190459 # DEPENDENCYPART_SIBL
(20,5),(20,11),-0.158844 # DEPENDENCYPART_SIBL
(20,5),(20,12),-0.00132489 # DEPENDENCYPART_SIBL
(20,5),(20,13),-0.191879 # DEPENDENCYPART_SIBL
(20,5),(20,15),-0.195026 # DEPENDENCYPART_SIBL
(20,5),(20,16),-0.158844 # DEPENDENCYPART_SIBL
(20,5),(20,17),-0.102037 # DEPENDENCYPART_SIBL
(20,5),(20,18),-0.151547 # DEPENDENCYPART_SIBL
(20,5),(20,19),-0.192603 # DEPENDENCYPART_SIBL
(20,5),(20,21),-0.0234885 # DEPENDENCYPART_SIBL
(20,8),(20,9),0.0189975 # DEPENDENCYPART_SIBL
(20,8),(20,11),-0.316647 # DEPENDENCYPART_SIBL
(20,8),(20,12),0.00596249 # DEPENDENCYPART_SIBL
(20,8),(20,13),0.0148565 # DEPENDENCYPART_SIBL
(20,8),(20,15),0.00916643 # DEPENDENCYPART_SIBL
(20,8),(20,16),-0.316647 # DEPENDENCYPART_SIBL
(20,8),(20,17),-0.161684 # DEPENDENCYPART_SIBL
(20,8),(20,18),-0.0514207 # DEPENDENCYPART_SIBL
(20,8),(20,19),0.0141316 # DEPENDENCYPART_SIBL
(20,8),(20,21),-0.0391034 # DEPENDENCYPART_SIBL
(20,9),(20,11),-0.172697 # DEPENDENCYPART_SIBL
(20,9),(20,12),-0.00483796 # DEPENDENCYPART_SIBL
(20,9),(20,13),-0.191437 # DEPENDENCYPART_SIBL
(20,9),(20,15),-0.194585 # DEPENDENCYPART_SIBL
(20,9),(20,16),-0.172697 # DEPENDENCYPART_SIBL
(20,9),(20,17),-0.089014 # DEPENDENCYPART_SIBL
(20,9),(20,18),-0.148173 # DEPENDENCYPART_SIBL
(20,9),(20,19),-0.192162 # DEPENDENCYPART_SIBL
(20,9),(20,21),-0.0235335 # DEPENDENCYPART_SIBL
(20,11),(20,12),0.116783 # DEPENDENCYPART_SIBL
(20,11),(20,13),0.027558 # DEPENDENCYPART_SIBL
(20,11),(20,15),0.0256234 # DEPENDENCYPART_SIBL
(20,11),(20,16),-0.174704 # DEPENDENCYPART_SIBL
(20,11),(20,17),0.505909 # DEPENDENCYPART_SIBL
(20,11),(20,18),0.0018528 # DEPENDENCYPART_SIBL
(20,11),(20,19),0.0267572 # DEPENDENCYPART_SIBL
(20,11),(20,21),-0.0253276 # DEPENDENCYPART_SIBL
(20,12),(20,13),-0.0103638 # DEPENDENCYPART_SIBL
(20,12),(20,15),-0.000990576 # DEPENDENCYPART_SIBL
