# _root_ Jde zhruba o polovinu Afriky , velkou část Asie , Jižní a Střední Ameriku a Irsko .
#goldHeads=0,4,1,15,4,15,8,15,8,15,12,14,12,15,3,15,0,
#predictedHeads=0,1,1,3,4,15,8,15,8,15,12,14,12,15,3,15,0,
(12,1),(12,6),-0.0976314 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.206749 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.146508 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.167864 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.0976314 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.201776 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.0880677 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.17454 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.0183607 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.170719 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.0550331 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.105772 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.0276435 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.0165589 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.026826 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.0233762 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.0237699 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.0366445 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.026826 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.050196 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.00757585 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.0364886 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.0640583 # DEPENDENCYPART_SIBL
(12,2),(12,16),0.0396182 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.205716 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.0751686 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.0603175 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.0198036 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.0214833 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0745333 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.0804646 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.0198036 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.0169621 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0984722 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.221206 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.0539809 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.217646 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.139271 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.007416 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.124528 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.264964 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.0263931 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.0269651 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.124528 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.262142 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.0350633 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.0434821 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.0229922 # DEPENDENCYPART_SIBL
(12,4),(12,16),0.056966 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.0867425 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.204277 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.231003 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.0343569 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.0337849 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.204277 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.22818 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0518004 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.0119775 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.0478932 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.0254615 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.109478 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.0179627 # DEPENDENCYPART_SIBL
(12,6),(12,8),1.02172e-05 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.0048381 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.020552 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.0162163 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.0153033 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0173833 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.0147587 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.0160606 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.0364068 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0518652 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0395497 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.334056 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.022146 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.652506 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.022381 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0429769 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.0186183 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.11755 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.0595627 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0950604 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.274081 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0353574 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0327942 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0342542 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.0462781 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0911238 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.12469 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.261274 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0261889 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0695159 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0219281 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0829999 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0781506 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0162163 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0153033 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0173833 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.0147587 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0160606 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0364068 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.656717 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.020142 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0449308 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0239048 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.133335 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.197741 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0494308 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.197744 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.169353 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0925773 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0350284 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.245601 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0744033 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.0206504 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.249005 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.0155143 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.0165871 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.0115243 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.017584 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0143448 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.00985926 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0397975 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.339702 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.021027 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0337888 # DEPENDENCYPART_SIBL
(15,1),(15,2),-0.173417 # DEPENDENCYPART_SIBL
(15,1),(15,3),-0.10471 # DEPENDENCYPART_SIBL
(15,1),(15,4),-0.158964 # DEPENDENCYPART_SIBL
(15,1),(15,5),-0.147805 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.0976314 # DEPENDENCYPART_SIBL
(15,1),(15,7),-0.206749 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.146508 # DEPENDENCYPART_SIBL
(15,1),(15,9),-0.167864 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.0976314 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.201776 # DEPENDENCYPART_SIBL
(15,1),(15,12),0.00506727 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.21832 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.158885 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.170719 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.0550331 # DEPENDENCYPART_SIBL
(15,2),(15,3),0.105772 # DEPENDENCYPART_SIBL
(15,2),(15,4),-0.0276435 # DEPENDENCYPART_SIBL
(15,2),(15,5),-0.0165589 # DEPENDENCYPART_SIBL
(15,2),(15,6),0.026826 # DEPENDENCYPART_SIBL
(15,2),(15,7),0.0233762 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.0237699 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.0366445 # DEPENDENCYPART_SIBL
(15,2),(15,10),0.026826 # DEPENDENCYPART_SIBL
(15,2),(15,11),0.050196 # DEPENDENCYPART_SIBL
(15,2),(15,12),0.0164652 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.00442912 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.0276661 # DEPENDENCYPART_SIBL
(15,2),(15,16),0.0396182 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.205716 # DEPENDENCYPART_SIBL
(15,3),(15,4),-0.0751686 # DEPENDENCYPART_SIBL
(15,3),(15,5),-0.0603175 # DEPENDENCYPART_SIBL
(15,3),(15,6),0.0198036 # DEPENDENCYPART_SIBL
(15,3),(15,7),-0.0214833 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.0745333 # DEPENDENCYPART_SIBL
(15,3),(15,9),-0.0804646 # DEPENDENCYPART_SIBL
(15,3),(15,10),0.0198036 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.0169621 # DEPENDENCYPART_SIBL
(15,3),(15,12),-0.00602578 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.0335685 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.0714216 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.217646 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.139271 # DEPENDENCYPART_SIBL
(15,4),(15,5),0.007416 # DEPENDENCYPART_SIBL
(15,4),(15,6),0.124528 # DEPENDENCYPART_SIBL
(15,4),(15,7),-0.264964 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.0263931 # DEPENDENCYPART_SIBL
(15,4),(15,9),-0.0269651 # DEPENDENCYPART_SIBL
(15,4),(15,10),0.124528 # DEPENDENCYPART_SIBL
(15,4),(15,11),-0.262142 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.0168748 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.264081 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.0172136 # DEPENDENCYPART_SIBL
(15,4),(15,16),0.056966 # DEPENDENCYPART_SIBL
(15,4),(15,17),-0.0867425 # DEPENDENCYPART_SIBL
(15,5),(15,6),0.204277 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.231003 # DEPENDENCYPART_SIBL
(15,5),(15,8),0.0343569 # DEPENDENCYPART_SIBL
(15,5),(15,9),0.0337849 # DEPENDENCYPART_SIBL
(15,5),(15,10),0.204277 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.22818 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.0502975 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.230119 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.0435364 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.0254615 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.109478 # DEPENDENCYPART_SIBL
(15,6),(15,7),-0.0179627 # DEPENDENCYPART_SIBL
(15,6),(15,8),1.02172e-05 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.0048381 # DEPENDENCYPART_SIBL
(15,6),(15,10),0.020552 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.0162163 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.0531232 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.00212755 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.00397972 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.0160606 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.0364068 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.0518652 # DEPENDENCYPART_SIBL
(15,7),(15,9),0.0395497 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.334056 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.022146 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.00567869 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.00418243 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.0547905 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.0186183 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.11755 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.0595627 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.0950604 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.274081 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.0029119 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.276019 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.0498113 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.0462781 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.0911238 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.12469 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.261274 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.0171566 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.263213 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.0162923 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.0829999 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0781506 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.0162163 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.0531232 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.00212755 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.00397972 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0160606 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0364068 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0189257 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0151697 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0241138 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0239048 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.133335 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.137166 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.0193174 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.00241908 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0915816 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0184574 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0168847 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.120838 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0613864 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0860606 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.249005 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.212188 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.048643 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.455562 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.311943 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.198539 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.62697 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.455199 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.442335 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.283727 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.446545 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),-0.208466 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),-0.746981 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),-0.137186 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-0.57979 # DEPENDENCYPART_GRANDPAR
(0,1),(1,17),-0.120103 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.497837 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.535271 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.924884 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.622017 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.478365 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.313784 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.391148 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.455355 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.476336 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.299664 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.228384 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.574331 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.442895 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.541123 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.581032 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.364561 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.833401 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.715741 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.714185 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.449749 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.644053 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.445534 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-1.00981 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-0.374254 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.861109 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.57461 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.447505 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.540885 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.773079 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.362667 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.831583 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.697442 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.695886 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.640242 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.445338 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.374058 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.795256 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.373565 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.310952 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.709146 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.564927 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.526854 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.468606 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.47985 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.284543 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.349744 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.784983 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.114761 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),-0.626222 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.795256 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),-0.373565 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),-0.310952 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-0.709146 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.564927 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.091365 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.838261 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.66489 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.69316 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.349744 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.186041 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.581908 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.784983 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.114761 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.626222 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.240818 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.590582 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),-0.431087 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),-0.328494 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),-0.682701 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.550093 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.0908725 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.837421 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.607619 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.666386 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.176061 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.647487 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.818813 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-1.02441 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.0815348 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.864973 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.258005 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.590582 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),-0.431087 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),-0.328494 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),-0.682701 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),-0.550093 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.0908725 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.837421 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.607619 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.666386 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.176061 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.647487 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.254123 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.905938 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.97156 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.864973 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.258005 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.2246 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.28292 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.005764 # DEPENDENCYPART_GRANDPAR
(1,3),(3,2),0.0476592 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.284795 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.19236 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.0109347 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),0.0573509 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),0.0416543 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),0.502456 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),0.656298 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.971632 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.0479053 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.404347 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.381525 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.0473154 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.340429 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.125074 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.763385 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),0.00527356 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.381063 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),0.447434 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.952183 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),0.601276 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),-0.952689 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.97741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.0339895 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.398539 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.218134 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.0505083 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.345439 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.11215 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.750461 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.384079 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),0.442232 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),0.596074 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-1.5684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),-0.0121859 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.301606 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.0899009 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.601467 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.593984 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.247664 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.91638 # DEPENDENCYPART_GRANDPAR
