# _root_ Neuspěje - li ani do této doby , je to signál , že cena byla špatně stanovena a je na místě úvaha o jejím snížení .
#goldHeads=3,3,9,7,1,7,5,3,0,9,9,13,11,17,17,17,18,13,18,19,20,19,22,25,23,0,
#predictedHeads=3,3,9,7,1,7,5,3,0,9,9,13,11,15,18,17,18,13,18,19,20,19,22,25,23,0,
(3,1),(1,2),-0.139732 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.51206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),0.819909 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),0.972434 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),1.14201 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),1.16878 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),0.22576 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),0.736832 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),0.910591 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),0.826373 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),0.0860234 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),0.134419 # DEPENDENCYPART_GRANDPAR
(3,1),(1,16),0.648328 # DEPENDENCYPART_GRANDPAR
(3,1),(1,18),0.51714 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.270173 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.30821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),0.00517108 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),0.00970285 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.0511748 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.687185 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-0.381405 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),0.181388 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.443178 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.844455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.270068 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.370202 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.359413 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.107493 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.00431562 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.00177586 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.24723 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),0.135195 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.478534 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.32919 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.452403 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.128596 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),0.130527 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),0.0981302 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.577053 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-1.08633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),0.343305 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),0.0616068 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.0568332 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.0864583 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.282248 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.107775 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.162152 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.453211 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),1.12233 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),0.278192 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.862209 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.503421 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),0.207239 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.172456 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),0.30551 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.0736796 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),0.0837675 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),0.0245514 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.194678 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.28771 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.223787 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.0718705 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),0.0251569 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.0901472 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),0.0974539 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.244345 # DEPENDENCYPART_GRANDPAR
(3,9),(9,20),-0.418386 # DEPENDENCYPART_GRANDPAR
(3,12),(12,1),0.0981302 # DEPENDENCYPART_GRANDPAR
(3,12),(12,2),-0.577053 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),-0.178648 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.271185 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.32522 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.253207 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.424765 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.361885 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.0486035 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.351033 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.0358789 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-0.477578 # DEPENDENCYPART_GRANDPAR
(3,18),(18,1),0.193051 # DEPENDENCYPART_GRANDPAR
(3,18),(18,2),-0.422385 # DEPENDENCYPART_GRANDPAR
(3,18),(18,3),-0.906934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,18),(18,4),0.482334 # DEPENDENCYPART_GRANDPAR
(3,18),(18,5),0.315331 # DEPENDENCYPART_GRANDPAR
(3,18),(18,6),0.176725 # DEPENDENCYPART_GRANDPAR
(3,18),(18,7),0.347495 # DEPENDENCYPART_GRANDPAR
(3,18),(18,8),-0.0473673 # DEPENDENCYPART_GRANDPAR
(3,18),(18,9),-0.00276799 # DEPENDENCYPART_GRANDPAR
(3,18),(18,10),-0.122906 # DEPENDENCYPART_GRANDPAR
(3,18),(18,11),0.0198945 # DEPENDENCYPART_GRANDPAR
(3,18),(18,12),-0.187104 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),-0.138485 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),-0.247781 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-0.0929117 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),0.0271614 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.0661802 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.115153 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),-0.31428 # DEPENDENCYPART_GRANDPAR
(3,18),(18,21),-0.299524 # DEPENDENCYPART_GRANDPAR
(3,18),(18,22),-0.29435 # DEPENDENCYPART_GRANDPAR
(3,18),(18,23),-0.476682 # DEPENDENCYPART_GRANDPAR
(3,18),(18,25),-0.305167 # DEPENDENCYPART_GRANDPAR
(3,18),(18,26),-0.682532 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.270043 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.310214 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.86309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.383047 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.669906 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.573599 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.580134 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.54734 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.922029 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.692068 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-0.487876 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-0.967708 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-0.892728 # DEPENDENCYPART_GRANDPAR
(4,1),(1,18),-0.618503 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.129958 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.149124 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.89851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.363077 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.764988 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.764155 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-0.761265 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.0297749 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.0284781 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.85762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.366427 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.700757 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.567893 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.608499 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),-0.712926 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.579735 # DEPENDENCYPART_GRANDPAR
(4,5),(5,6),-0.394331 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.106731 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.38139 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.192619 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.594895 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.3586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,13),-0.523916 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.623737 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.212845 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.33549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,6),-0.308221 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.576831 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.706747 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.664843 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.24554 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.52819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.0138364 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.615664 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.345732 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.211472 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.64943 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.343848 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.368193 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.545579 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.465443 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.0536606 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.3014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.215782 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.31779 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.0884354 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.39006 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.530278 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.143433 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.288279 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.511247 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.570372 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.3217 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.370542 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.563981 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.228131 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.738328 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.728586 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.345071 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.382308 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.782339 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.480934 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),-0.706747 # DEPENDENCYPART_GRANDPAR
(4,12),(12,2),-0.664843 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.242754 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.316912 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.844673 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.471331 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.786322 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.375243 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.523207 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.619586 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.357697 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.768727 # DEPENDENCYPART_GRANDPAR
(4,18),(18,1),-0.626834 # DEPENDENCYPART_GRANDPAR
(4,18),(18,2),-0.492913 # DEPENDENCYPART_GRANDPAR
(4,18),(18,3),-0.158412 # DEPENDENCYPART_GRANDPAR
(4,18),(18,4),-1.52424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,18),(18,5),0.152518 # DEPENDENCYPART_GRANDPAR
(4,18),(18,6),-0.493771 # DEPENDENCYPART_GRANDPAR
(4,18),(18,7),-0.148805 # DEPENDENCYPART_GRANDPAR
(4,18),(18,8),-0.207926 # DEPENDENCYPART_GRANDPAR
(4,18),(18,9),-0.172803 # DEPENDENCYPART_GRANDPAR
(4,18),(18,10),-0.764923 # DEPENDENCYPART_GRANDPAR
(4,18),(18,11),-0.262088 # DEPENDENCYPART_GRANDPAR
(4,18),(18,12),-0.115668 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),-0.649003 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),-0.664584 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),-0.212274 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.630863 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.548654 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.569165 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),-0.801892 # DEPENDENCYPART_GRANDPAR
(4,18),(18,21),-0.626117 # DEPENDENCYPART_GRANDPAR
(4,18),(18,22),-0.557964 # DEPENDENCYPART_GRANDPAR
(4,18),(18,23),-0.820285 # DEPENDENCYPART_GRANDPAR
(4,18),(18,25),-0.31231 # DEPENDENCYPART_GRANDPAR
(4,18),(18,26),-0.652237 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.157854 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.181272 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.78512 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.71338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,7),-0.759457 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.600792 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-0.979491 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.388975 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),0.797461 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.355794 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.419755 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),0.353858 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),0.992916 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),1.25501 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.371663 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.677667 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.742943 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.0108874 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),0.422436 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.41052 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.943855 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.386565 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.699729 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.608462 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-1.07138 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.0692761 # DEPENDENCYPART_GRANDPAR
(5,11),(11,6),1.24352 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.771093 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.440961 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-1.56964 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.13576 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.153188 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.438186 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.136385 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.0744957 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.0852776 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.0577852 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.19637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.504995 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.816899 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-1.04255 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.96846 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.757817 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-1.24084 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),-0.489434 # DEPENDENCYPART_GRANDPAR
(6,1),(1,16),-1.06368 # DEPENDENCYPART_GRANDPAR
(6,1),(1,18),-0.697597 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.517004 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.306954 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.144336 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.241871 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.3383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.630435 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.92896 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-1.21456 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-1.12072 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-1.3529 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.74792 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-1.27771 # DEPENDENCYPART_GRANDPAR
(6,13),(13,7),-0.166709 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.317894 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.53392 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.408494 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.106043 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.512698 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-1.05789 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.522489 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.688997 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.136974 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-1.09765 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.971801 # DEPENDENCYPART_GRANDPAR
(6,13),(13,23),-0.83198 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-1.4439 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.194724 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.0907223 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.425326 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-2.19791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.318351 # DEPENDENCYPART_GRANDPAR
(7,2),(2,18),-0.459641 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-1.12201 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.332191 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.117088 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.508015 # DEPENDENCYPART_GRANDPAR
(7,3),(3,8),-0.147015 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.865093 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.840941 # DEPENDENCYPART_GRANDPAR
(7,3),(3,18),-0.300364 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-1.27935 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.436673 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.258962 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.524398 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.752732 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-2.12122 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.284682 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-1.07834 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-1.11237 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.978607 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-0.370166 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-1.24651 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.292201 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.432441 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-2.10365 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-1.29925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),1.22183 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.116746 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.651982 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),0.527903 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.652159 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),0.021113 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.333859 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.0164698 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),0.387647 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.0361747 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-0.940672 # DEPENDENCYPART_GRANDPAR
(7,13),(13,23),-0.810737 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.0721802 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.217912 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.103219 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),0.0182984 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.0784435 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),-0.00805585 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.93397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),-0.526726 # DEPENDENCYPART_GRANDPAR
(8,1),(1,10),-0.408108 # DEPENDENCYPART_GRANDPAR
(8,1),(1,11),-0.792332 # DEPENDENCYPART_GRANDPAR
(8,1),(1,12),-0.644052 # DEPENDENCYPART_GRANDPAR
(8,1),(1,13),-0.788274 # DEPENDENCYPART_GRANDPAR
(8,1),(1,16),-0.863926 # DEPENDENCYPART_GRANDPAR
(8,1),(1,18),-0.980518 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.150225 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.367585 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.240602 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.30213 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.0762902 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-2.05402 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,18),-0.898171 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),0.0333684 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.101022 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.175934 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.142281 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.86579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.377618 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.575872 # DEPENDENCYPART_GRANDPAR
(8,3),(3,18),-0.770412 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.129266 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.106605 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.241883 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.171125 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.117392 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.0222088 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.86659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.473822 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.354452 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.576669 # DEPENDENCYPART_GRANDPAR
(8,4),(4,18),-0.763119 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.202079 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.0894712 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.0726781 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.85352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,11),-0.673234 # DEPENDENCYPART_GRANDPAR
