# _root_ Tento počet zahrnuje vedle dětí osvojených i děti , pro něž měli otevřenou náruč , a hlavně srdce pěstouni .
#goldHeads=2,3,0,3,4,5,8,3,12,12,10,8,14,16,16,12,18,16,12,0,
#predictedHeads=2,3,0,3,4,5,8,3,12,12,10,8,14,12,16,12,18,16,18,0,
(12,1),(12,16),-0.084435 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.208274 # DEPENDENCYPART_SIBL
(12,1),(12,18),-0.141545 # DEPENDENCYPART_SIBL
(12,1),(12,19),-0.137255 # DEPENDENCYPART_SIBL
(12,1),(12,20),-0.230792 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.0356109 # DEPENDENCYPART_SIBL
(12,2),(12,4),0.0226854 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.224375 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.168207 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.0384108 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.21135 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.168908 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.0111487 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.0306619 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0941972 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.0463148 # DEPENDENCYPART_SIBL
(12,2),(12,16),0.00888922 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.0772128 # DEPENDENCYPART_SIBL
(12,2),(12,18),-0.106354 # DEPENDENCYPART_SIBL
(12,2),(12,19),-0.0941972 # DEPENDENCYPART_SIBL
(12,2),(12,20),-0.0415076 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.0155584 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.0262047 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.066671 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.00305866 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0109387 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.0897902 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.00337169 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.0121184 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0201201 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.00283982 # DEPENDENCYPART_SIBL
(12,3),(12,16),0.0317033 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.0446469 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.0254533 # DEPENDENCYPART_SIBL
(12,3),(12,19),-0.0201201 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.0148383 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.0725779 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.0958941 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.0183898 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.0648436 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.29067 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.107275 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.0326104 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.0392995 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.0271044 # DEPENDENCYPART_SIBL
(12,4),(12,16),0.0426966 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.135171 # DEPENDENCYPART_SIBL
(12,4),(12,18),0.0285896 # DEPENDENCYPART_SIBL
(12,4),(12,19),0.0392995 # DEPENDENCYPART_SIBL
(12,4),(12,20),-0.0920626 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.15026 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.0443721 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.174928 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.132436 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.0297403 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0503893 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0903776 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.0249934 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.00555525 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.111693 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.102534 # DEPENDENCYPART_SIBL
(12,5),(12,19),-0.0903776 # DEPENDENCYPART_SIBL
(12,5),(12,20),-0.0387425 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.0231694 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.06659 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.0327373 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.0457323 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.099007 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0734071 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0348656 # DEPENDENCYPART_SIBL
(12,6),(12,16),0.0418724 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.119804 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.0782544 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.0734071 # DEPENDENCYPART_SIBL
(12,6),(12,20),-0.0904349 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.0884107 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.171257 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.114417 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0185784 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0342419 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0275327 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0320981 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0765685 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.0398676 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.0342419 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.128691 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.11092 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.00541763 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0565082 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.117253 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.024322 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0311479 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.121657 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.129409 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.117253 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.0386359 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0559221 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0113654 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.00444973 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.184212 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0259512 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0957629 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0117472 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.00444973 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.0168982 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.027591 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.028211 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0259919 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0441859 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.135825 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0389227 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.028211 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.052928 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0945751 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0446304 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0333765 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0960752 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.101206 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0945751 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.15995 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0449807 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.24177 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0850724 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.139557 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.132917 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.174552 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.117661 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0597932 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.118532 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.109965 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.134814 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0579842 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.030164 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0235387 # DEPENDENCYPART_SIBL
(12,16),(12,20),0.0329722 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0495484 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.0331413 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.121461 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.126133 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.176078 # DEPENDENCYPART_SIBL
(12,19),(12,20),-0.174552 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0675362 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0705391 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.109761 # DEPENDENCYPART_SIBL
(14,6),(14,7),0.00659407 # DEPENDENCYPART_SIBL
(14,6),(14,10),0.0578186 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.00130714 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.00835887 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.00267481 # DEPENDENCYPART_SIBL
(14,6),(14,17),0.00388191 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.00254821 # DEPENDENCYPART_SIBL
(14,6),(14,19),-0.000242288 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.0150552 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0312311 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.0949254 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.0456024 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.004492 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.0254314 # DEPENDENCYPART_SIBL
(14,7),(14,19),0.027944 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0279114 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.067296 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0267826 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.122877 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0708269 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0657949 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.00835887 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.00267481 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.00388191 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.00254821 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.000242288 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0766533 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0591212 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.00993503 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.00756143 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.00364387 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.00839352 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.00790309 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.011036 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.00565021 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0554763 # DEPENDENCYPART_SIBL
(15,3),(15,9),0.0610188 # DEPENDENCYPART_SIBL
(15,3),(15,12),-0.012185 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.0746916 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.0510867 # DEPENDENCYPART_SIBL
(15,3),(15,17),0.139107 # DEPENDENCYPART_SIBL
(15,3),(15,18),-0.0309873 # DEPENDENCYPART_SIBL
(15,3),(15,19),-0.0211047 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.0273761 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.0293056 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.0729228 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.00548774 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.0304966 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.0445565 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.054575 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.0304857 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.114873 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.043106 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0332234 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0127103 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0245187 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0111091 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.00140069 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0257858 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.143302 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.165632 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0483912 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.0534924 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0146527 # DEPENDENCYPART_SIBL
(16,1),(16,2),0.00655022 # DEPENDENCYPART_SIBL
(16,1),(16,3),0.0880684 # DEPENDENCYPART_SIBL
(16,1),(16,4),-0.00136988 # DEPENDENCYPART_SIBL
(16,1),(16,5),-0.0305205 # DEPENDENCYPART_SIBL
(16,1),(16,6),0.0113097 # DEPENDENCYPART_SIBL
(16,1),(16,7),-0.0717321 # DEPENDENCYPART_SIBL
(16,1),(16,8),-0.0441851 # DEPENDENCYPART_SIBL
(16,1),(16,9),-0.0149632 # DEPENDENCYPART_SIBL
(16,1),(16,10),-0.00273974 # DEPENDENCYPART_SIBL
(16,1),(16,12),0.0324637 # DEPENDENCYPART_SIBL
(16,1),(16,13),0.0113097 # DEPENDENCYPART_SIBL
(16,1),(16,14),-0.0194388 # DEPENDENCYPART_SIBL
(16,1),(16,15),-0.0149632 # DEPENDENCYPART_SIBL
(16,1),(16,17),-0.0820264 # DEPENDENCYPART_SIBL
(16,1),(16,18),0.045219 # DEPENDENCYPART_SIBL
(16,1),(16,19),0.0450278 # DEPENDENCYPART_SIBL
(16,1),(16,20),-0.102092 # DEPENDENCYPART_SIBL
(16,2),(16,3),0.0204608 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.0465229 # DEPENDENCYPART_SIBL
(16,2),(16,5),-0.0664226 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.283451 # DEPENDENCYPART_SIBL
(16,2),(16,7),-0.148508 # DEPENDENCYPART_SIBL
(16,2),(16,8),-0.0792869 # DEPENDENCYPART_SIBL
(16,2),(16,9),0.0563566 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.0756823 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.00682573 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.283451 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.0503916 # DEPENDENCYPART_SIBL
(16,2),(16,15),0.0563566 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.0723045 # DEPENDENCYPART_SIBL
(16,2),(16,18),0.0362992 # DEPENDENCYPART_SIBL
(16,2),(16,19),0.0427903 # DEPENDENCYPART_SIBL
(16,2),(16,20),-0.096238 # DEPENDENCYPART_SIBL
(16,3),(16,4),-0.0865342 # DEPENDENCYPART_SIBL
(16,3),(16,5),-0.148081 # DEPENDENCYPART_SIBL
(16,3),(16,6),-0.189329 # DEPENDENCYPART_SIBL
(16,3),(16,7),-0.216869 # DEPENDENCYPART_SIBL
(16,3),(16,8),-0.154442 # DEPENDENCYPART_SIBL
(16,3),(16,9),0.0156315 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.0954494 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.0873121 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.189329 # DEPENDENCYPART_SIBL
(16,3),(16,14),-0.132729 # DEPENDENCYPART_SIBL
(16,3),(16,15),0.0156315 # DEPENDENCYPART_SIBL
(16,3),(16,17),-0.0664441 # DEPENDENCYPART_SIBL
(16,3),(16,18),-0.143717 # DEPENDENCYPART_SIBL
(16,3),(16,19),-0.143389 # DEPENDENCYPART_SIBL
(16,3),(16,20),-0.01731 # DEPENDENCYPART_SIBL
(16,4),(16,5),-0.0577153 # DEPENDENCYPART_SIBL
(16,4),(16,6),-0.0535076 # DEPENDENCYPART_SIBL
(16,4),(16,7),-0.0991692 # DEPENDENCYPART_SIBL
(16,4),(16,8),-0.0697699 # DEPENDENCYPART_SIBL
(16,4),(16,9),-0.0230463 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.0639212 # DEPENDENCYPART_SIBL
(16,4),(16,12),0.0217663 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.0535192 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.0475994 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.0230463 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.127102 # DEPENDENCYPART_SIBL
(16,4),(16,18),-0.0840841 # DEPENDENCYPART_SIBL
(16,4),(16,19),-0.0810679 # DEPENDENCYPART_SIBL
(16,4),(16,20),-0.129516 # DEPENDENCYPART_SIBL
(16,5),(16,6),-0.275763 # DEPENDENCYPART_SIBL
(16,5),(16,7),-0.144252 # DEPENDENCYPART_SIBL
(16,5),(16,8),-0.0601066 # DEPENDENCYPART_SIBL
(16,5),(16,9),0.0944974 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.0536819 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.00901142 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.275763 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.0312113 # DEPENDENCYPART_SIBL
(16,5),(16,15),0.0944974 # DEPENDENCYPART_SIBL
(16,5),(16,17),-0.0999277 # DEPENDENCYPART_SIBL
(16,5),(16,18),0.0347797 # DEPENDENCYPART_SIBL
(16,5),(16,19),0.0412708 # DEPENDENCYPART_SIBL
(16,5),(16,20),-0.102021 # DEPENDENCYPART_SIBL
(16,6),(16,7),-0.0901659 # DEPENDENCYPART_SIBL
(16,6),(16,8),0.000897876 # DEPENDENCYPART_SIBL
(16,6),(16,9),0.325193 # DEPENDENCYPART_SIBL
(16,6),(16,10),0.00512537 # DEPENDENCYPART_SIBL
(16,6),(16,12),0.00836796 # DEPENDENCYPART_SIBL
(16,6),(16,13),0.0177647 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.0306356 # DEPENDENCYPART_SIBL
(16,6),(16,15),0.325193 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.129189 # DEPENDENCYPART_SIBL
(16,6),(16,18),0.00196491 # DEPENDENCYPART_SIBL
(16,6),(16,19),0.00211852 # DEPENDENCYPART_SIBL
(16,6),(16,20),-0.121908 # DEPENDENCYPART_SIBL
(16,7),(16,8),0.0531829 # DEPENDENCYPART_SIBL
(16,7),(16,9),0.0423273 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.0149911 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.0540009 # DEPENDENCYPART_SIBL
(16,7),(16,13),0.0322427 # DEPENDENCYPART_SIBL
(16,7),(16,14),0.0795945 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.0423273 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.0834036 # DEPENDENCYPART_SIBL
(16,7),(16,18),0.0237905 # DEPENDENCYPART_SIBL
(16,7),(16,19),0.0242886 # DEPENDENCYPART_SIBL
(16,7),(16,20),-0.132004 # DEPENDENCYPART_SIBL
(16,8),(16,9),0.140574 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.0488925 # DEPENDENCYPART_SIBL
(16,8),(16,12),0.00988563 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.268292 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.00476514 # DEPENDENCYPART_SIBL
(16,8),(16,15),0.140574 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.104702 # DEPENDENCYPART_SIBL
(16,8),(16,18),0.0121972 # DEPENDENCYPART_SIBL
(16,8),(16,19),0.0186883 # DEPENDENCYPART_SIBL
(16,8),(16,20),-0.104433 # DEPENDENCYPART_SIBL
(16,9),(16,10),0.00369057 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.0115807 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.0181746 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.00416525 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.020552 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.0902484 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0179924 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.0180496 # DEPENDENCYPART_SIBL
(16,9),(16,20),-0.0364068 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.0732132 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.042142 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.0341457 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.0420022 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0908766 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.0777029 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.0746858 # DEPENDENCYPART_SIBL
(16,10),(16,20),-0.0881198 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.201568 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.138405 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.00115718 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0814031 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.131704 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.131376 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.00261513 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0306356 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.325193 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.129189 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.00196491 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.00211852 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.121908 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.124969 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0940574 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0423023 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0487934 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0855908 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0902484 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0179924 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0180496 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0364068 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0352477 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0303497 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0984607 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0295888 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.236179 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.243997 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.114826 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.114755 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.0664586 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.102533 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.172789 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.18061 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.0244761 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.0182593 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.00598555 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.000798043 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.114009 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.12331 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0859591 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.0100849 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.185811 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.184667 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.00989159 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.0107351 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0638272 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.139505 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.205443 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.0331931 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.0134192 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.00259588 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.279102 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.138172 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0026983 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.0347484 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.15874 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),-0.272984 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.110158 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.0333932 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.488956 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.608429 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.197318 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),-0.0857578 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.523374 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.360897 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.182355 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.364806 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.115245 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.399925 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.176005 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.0131399 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),0.517895 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),-0.182302 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.212499 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),0.269909 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),-0.607355 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),-0.0966972 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),0.0783098 # DEPENDENCYPART_GRANDPAR
