# _root_ Přesto se zdá , že největší nadějí na zmírnění vlny je bouřlivé počasí , které meteorologové čekají ode dneška .
#goldHeads=3,3,0,5,3,7,11,7,8,9,5,13,11,17,17,17,13,17,18,0,
#predictedHeads=0,3,1,5,3,7,11,7,8,9,5,13,11,17,17,17,13,17,18,0,
(14,3),(14,4),0.0441178 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.044631 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.0540396 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.054012 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.0564317 # DEPENDENCYPART_SIBL
(14,3),(14,11),0.00670608 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.0794065 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.0547631 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.0333855 # DEPENDENCYPART_SIBL
(14,3),(14,17),0.59306 # DEPENDENCYPART_SIBL
(14,3),(14,18),0.0493466 # DEPENDENCYPART_SIBL
(14,3),(14,19),-0.033537 # DEPENDENCYPART_SIBL
(14,3),(14,20),-0.0227688 # DEPENDENCYPART_SIBL
(14,4),(14,5),0.237691 # DEPENDENCYPART_SIBL
(14,4),(14,7),0.0728682 # DEPENDENCYPART_SIBL
(14,4),(14,9),0.0729228 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.070356 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.0934984 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.0310342 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.0672958 # DEPENDENCYPART_SIBL
(14,4),(14,16),0.0445565 # DEPENDENCYPART_SIBL
(14,4),(14,17),0.0906381 # DEPENDENCYPART_SIBL
(14,4),(14,18),0.0234015 # DEPENDENCYPART_SIBL
(14,4),(14,19),0.0378435 # DEPENDENCYPART_SIBL
(14,4),(14,20),-0.018469 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.0651825 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.064872 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.0665466 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.0694979 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.109622 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.0656232 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.00757212 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0261675 # DEPENDENCYPART_SIBL
(14,5),(14,18),0.0190075 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.0077237 # DEPENDENCYPART_SIBL
(14,5),(14,20),-0.0528464 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.0108559 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.00724655 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.135554 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.0277633 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0101048 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.162315 # DEPENDENCYPART_SIBL
(14,7),(14,17),0.0124777 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.00534089 # DEPENDENCYPART_SIBL
(14,7),(14,19),0.161928 # DEPENDENCYPART_SIBL
(14,7),(14,20),-0.0164122 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.00744733 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.135782 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0277203 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0103056 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.165632 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.0149476 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.00558624 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.165245 # DEPENDENCYPART_SIBL
(14,9),(14,20),-0.0315608 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.123109 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0371451 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.00678174 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.154626 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.00446214 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.000665397 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.154239 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.0368868 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0730625 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0829664 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.018057 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.765044 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.059637 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.0182085 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.0201644 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0134692 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.00140069 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0112433 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0119997 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.00448647 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.00461014 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.161835 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0141595 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.00735498 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.161448 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0365573 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0198869 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.0292638 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0204976 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.121919 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0215922 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.0218888 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.132304 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.0781415 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.0144093 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.122091 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.212573 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.206012 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.127391 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.00581377 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.0134524 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.0200722 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.0755952 # DEPENDENCYPART_SIBL
(16,9),(16,17),0.00584627 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0556091 # DEPENDENCYPART_SIBL
(16,9),(16,19),0.0246925 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.184523 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.0244994 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.00678574 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0100197 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.022658 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.0180796 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0200847 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0738337 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.00583241 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0530806 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0223789 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.236344 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.00618001 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.00104857 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.00772734 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.00292593 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0415955 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0949683 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.00443859 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.00144209 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0212191 # DEPENDENCYPART_SIBL
(17,1),(17,2),-0.0583723 # DEPENDENCYPART_SIBL
(17,1),(17,3),0.0827143 # DEPENDENCYPART_SIBL
(17,1),(17,4),-0.115972 # DEPENDENCYPART_SIBL
(17,1),(17,6),-0.00980505 # DEPENDENCYPART_SIBL
(17,1),(17,7),0.00950293 # DEPENDENCYPART_SIBL
(17,1),(17,8),0.066294 # DEPENDENCYPART_SIBL
(17,1),(17,9),0.0095031 # DEPENDENCYPART_SIBL
(17,1),(17,10),0.00949037 # DEPENDENCYPART_SIBL
(17,1),(17,11),0.0990098 # DEPENDENCYPART_SIBL
(17,1),(17,12),-0.00776626 # DEPENDENCYPART_SIBL
(17,1),(17,13),0.00609556 # DEPENDENCYPART_SIBL
(17,1),(17,14),-0.115972 # DEPENDENCYPART_SIBL
(17,1),(17,15),-0.219336 # DEPENDENCYPART_SIBL
(17,1),(17,16),0.00950312 # DEPENDENCYPART_SIBL
(17,1),(17,18),0.0564898 # DEPENDENCYPART_SIBL
(17,1),(17,19),-0.0355919 # DEPENDENCYPART_SIBL
(17,1),(17,20),-0.167168 # DEPENDENCYPART_SIBL
(17,2),(17,3),0.0187852 # DEPENDENCYPART_SIBL
(17,2),(17,4),-0.213189 # DEPENDENCYPART_SIBL
(17,2),(17,6),-0.04161 # DEPENDENCYPART_SIBL
(17,2),(17,7),0.0315821 # DEPENDENCYPART_SIBL
(17,2),(17,8),0.205313 # DEPENDENCYPART_SIBL
(17,2),(17,9),0.0315823 # DEPENDENCYPART_SIBL
(17,2),(17,10),0.0312086 # DEPENDENCYPART_SIBL
(17,2),(17,11),-0.0125365 # DEPENDENCYPART_SIBL
(17,2),(17,12),-0.040751 # DEPENDENCYPART_SIBL
(17,2),(17,13),0.0281872 # DEPENDENCYPART_SIBL
(17,2),(17,14),-0.213189 # DEPENDENCYPART_SIBL
(17,2),(17,15),-0.233635 # DEPENDENCYPART_SIBL
(17,2),(17,16),0.0315823 # DEPENDENCYPART_SIBL
(17,2),(17,18),-0.00309664 # DEPENDENCYPART_SIBL
(17,2),(17,19),-0.058686 # DEPENDENCYPART_SIBL
(17,2),(17,20),-0.169472 # DEPENDENCYPART_SIBL
(17,3),(17,4),-0.0927076 # DEPENDENCYPART_SIBL
(17,3),(17,6),-0.0590172 # DEPENDENCYPART_SIBL
(17,3),(17,7),-0.000509404 # DEPENDENCYPART_SIBL
(17,3),(17,8),0.0217491 # DEPENDENCYPART_SIBL
(17,3),(17,9),-0.000508833 # DEPENDENCYPART_SIBL
(17,3),(17,10),-0.000892641 # DEPENDENCYPART_SIBL
(17,3),(17,11),-0.245022 # DEPENDENCYPART_SIBL
(17,3),(17,12),-0.0615311 # DEPENDENCYPART_SIBL
(17,3),(17,13),-0.00390394 # DEPENDENCYPART_SIBL
(17,3),(17,14),-0.0927076 # DEPENDENCYPART_SIBL
(17,3),(17,15),-0.192716 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.000508828 # DEPENDENCYPART_SIBL
(17,3),(17,18),0.00363498 # DEPENDENCYPART_SIBL
(17,3),(17,19),0.0120277 # DEPENDENCYPART_SIBL
(17,3),(17,20),-0.030998 # DEPENDENCYPART_SIBL
(17,4),(17,6),0.00524567 # DEPENDENCYPART_SIBL
(17,4),(17,7),0.0251495 # DEPENDENCYPART_SIBL
(17,4),(17,8),0.0346031 # DEPENDENCYPART_SIBL
(17,4),(17,9),0.0251605 # DEPENDENCYPART_SIBL
(17,4),(17,10),0.0243048 # DEPENDENCYPART_SIBL
(17,4),(17,11),0.127583 # DEPENDENCYPART_SIBL
(17,4),(17,12),0.00745471 # DEPENDENCYPART_SIBL
(17,4),(17,13),0.0142458 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.176378 # DEPENDENCYPART_SIBL
(17,4),(17,15),0.347631 # DEPENDENCYPART_SIBL
(17,4),(17,16),0.0251605 # DEPENDENCYPART_SIBL
(17,4),(17,18),-0.00848163 # DEPENDENCYPART_SIBL
(17,4),(17,19),-0.00539677 # DEPENDENCYPART_SIBL
(17,4),(17,20),-0.0253276 # DEPENDENCYPART_SIBL
(17,6),(17,7),-0.0413967 # DEPENDENCYPART_SIBL
(17,6),(17,8),0.0466997 # DEPENDENCYPART_SIBL
(17,6),(17,9),-0.0413959 # DEPENDENCYPART_SIBL
(17,6),(17,10),-0.0424428 # DEPENDENCYPART_SIBL
(17,6),(17,11),0.0256025 # DEPENDENCYPART_SIBL
(17,6),(17,12),-0.00259045 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.0447948 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.0423878 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.198818 # DEPENDENCYPART_SIBL
(17,6),(17,16),-0.0413959 # DEPENDENCYPART_SIBL
(17,6),(17,18),-0.0638431 # DEPENDENCYPART_SIBL
(17,6),(17,19),-0.0551402 # DEPENDENCYPART_SIBL
(17,6),(17,20),-0.104899 # DEPENDENCYPART_SIBL
(17,7),(17,8),-0.00987006 # DEPENDENCYPART_SIBL
(17,7),(17,9),-0.190322 # DEPENDENCYPART_SIBL
(17,7),(17,10),-0.191016 # DEPENDENCYPART_SIBL
(17,7),(17,11),0.0365485 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.17576 # DEPENDENCYPART_SIBL
(17,7),(17,13),-0.193717 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.148791 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.382719 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.190322 # DEPENDENCYPART_SIBL
(17,7),(17,18),0.0146637 # DEPENDENCYPART_SIBL
(17,7),(17,19),-0.0466169 # DEPENDENCYPART_SIBL
(17,7),(17,20),0.00851177 # DEPENDENCYPART_SIBL
(17,8),(17,9),-0.0412929 # DEPENDENCYPART_SIBL
(17,8),(17,10),-0.0413072 # DEPENDENCYPART_SIBL
(17,8),(17,11),-0.0440996 # DEPENDENCYPART_SIBL
(17,8),(17,12),-0.0845736 # DEPENDENCYPART_SIBL
(17,8),(17,13),-0.0446881 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.290882 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.26857 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.0412928 # DEPENDENCYPART_SIBL
(17,8),(17,18),-0.0739323 # DEPENDENCYPART_SIBL
(17,8),(17,19),-0.00209153 # DEPENDENCYPART_SIBL
(17,8),(17,20),-0.0840425 # DEPENDENCYPART_SIBL
(17,9),(17,10),-0.189357 # DEPENDENCYPART_SIBL
(17,9),(17,11),0.0384264 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.174243 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.192058 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.146783 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.381201 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.188663 # DEPENDENCYPART_SIBL
(17,9),(17,18),0.0132812 # DEPENDENCYPART_SIBL
(17,9),(17,19),-0.0420329 # DEPENDENCYPART_SIBL
(17,9),(17,20),-0.0235203 # DEPENDENCYPART_SIBL
(17,10),(17,11),0.0289071 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.176724 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.197316 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.154116 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.380403 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.193921 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.00925754 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.0497531 # DEPENDENCYPART_SIBL
(17,10),(17,20),-0.0278851 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.0662674 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.000335159 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.108588 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.183564 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.00305996 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.0516466 # DEPENDENCYPART_SIBL
(17,11),(17,19),0.035567 # DEPENDENCYPART_SIBL
(17,11),(17,20),-0.00917294 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.0590184 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.0324364 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.206755 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.0556194 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0805679 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0547105 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.0993264 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.143602 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.374478 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.185478 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0140911 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0501855 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.0361963 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.347631 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0251605 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.00848163 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.00539677 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0253276 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.035362 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0502091 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0227184 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0748326 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0132812 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0420329 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0235203 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0139449 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0574568 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.12971 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0402874 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.08927 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.373146 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.0553334 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0359981 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.093647 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.134001 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.00259885 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.124892 # DEPENDENCYPART_SIBL
(0,1),(1,3),0.618266 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.252519 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.154991 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.336004 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),-0.0770677 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.065086 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.124796 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.220259 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.304206 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.0345248 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.0402743 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.312894 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.245014 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.0645742 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),0.0553438 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),-0.388695 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),0.0774201 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),-0.11096 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.132068 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.531083 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.107905 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.243996 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.118205 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.533271 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),-0.284001 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.0404195 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.126723 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.687047 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.600127 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.493772 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.887969 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.0855289 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.567728 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),-0.191839 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),-0.174955 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),-0.0465899 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.511567 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.162988 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.238957 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.341878 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.219137 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.347862 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.604822 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.54759 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.00180656 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.0379615 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.434108 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.119348 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),0.0208729 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.0900654 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.570475 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),-0.150243 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),0.531083 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),-0.0632493 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.220926 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.321572 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.68156 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.620837 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),0.190521 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.447675 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.338118 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.182227 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),0.280781 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),0.119512 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.633431 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.210757 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),-0.0332669 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),0.0817988 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),0.545752 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),-0.217153 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),-0.470176 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),-0.18654 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),-0.230641 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),-0.562148 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.504912 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),0.142717 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.333316 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.228337 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.481052 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-1.42055 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.275669 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),0.0613794 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.512797 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.10158 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.01122 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),1.08096 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.0852927 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.492057 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.0519667 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),0.35231 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.0137618 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),0.211635 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),0.294166 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.119499 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),0.371927 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.0595781 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),-0.198531 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.30327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.645147 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.186035 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),0.186972 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.311717 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.0236284 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.372827 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.33857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,3),-0.255351 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.0411741 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.133129 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),0.0921198 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.211903 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),0.0258804 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.0974286 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.317613 # DEPENDENCYPART_GRANDPAR
(1,5),(5,17),-0.0221375 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-1.26717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.779279 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),-0.0147918 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),-0.195171 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),0.267484 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.0451131 # DEPENDENCYPART_GRANDPAR
