# _root_ Mají - li totiž mít nějaký smysl , je ho do nich třeba vnést z vnějšku , to jest z historikovy současnosti .
#goldHeads=3,3,9,1,1,7,5,3,0,14,14,11,9,9,19,15,19,19,14,19,22,20,0,
#predictedHeads=3,3,9,1,1,7,5,3,0,14,14,11,9,9,14,15,19,19,16,19,22,20,0,
(14,5),(14,15),-0.0329624 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.0317528 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0227072 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.0698628 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.0318867 # DEPENDENCYPART_SIBL
(14,5),(14,20),-0.0329624 # DEPENDENCYPART_SIBL
(14,5),(14,22),-0.0320345 # DEPENDENCYPART_SIBL
(14,5),(14,23),-0.0476144 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.0294645 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.252507 # DEPENDENCYPART_SIBL
(14,6),(14,9),0.015553 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.0544344 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.0187575 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.0761548 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.0668408 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.0488226 # DEPENDENCYPART_SIBL
(14,6),(14,17),0.0713 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.125332 # DEPENDENCYPART_SIBL
(14,6),(14,19),-0.0232449 # DEPENDENCYPART_SIBL
(14,6),(14,20),-0.0668408 # DEPENDENCYPART_SIBL
(14,6),(14,22),-0.0491071 # DEPENDENCYPART_SIBL
(14,6),(14,23),-0.164347 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.148519 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.0378905 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.113204 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.0340867 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.204037 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0606491 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.0600488 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0157573 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.118792 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.0107857 # DEPENDENCYPART_SIBL
(14,7),(14,20),-0.0606491 # DEPENDENCYPART_SIBL
(14,7),(14,22),-0.0603972 # DEPENDENCYPART_SIBL
(14,7),(14,23),-0.0372544 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.129259 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0319343 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0167953 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.0400655 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.00105257 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.00118308 # DEPENDENCYPART_SIBL
(14,8),(14,17),0.181764 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0226198 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.0151571 # DEPENDENCYPART_SIBL
(14,8),(14,20),0.00105257 # DEPENDENCYPART_SIBL
(14,8),(14,22),-0.00174274 # DEPENDENCYPART_SIBL
(14,8),(14,23),-0.0253276 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0382935 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.0670482 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.103301 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.021377 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.035584 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.0183177 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.00669022 # DEPENDENCYPART_SIBL
(14,9),(14,19),-0.0365658 # DEPENDENCYPART_SIBL
(14,9),(14,20),0.021377 # DEPENDENCYPART_SIBL
(14,9),(14,22),0.0353023 # DEPENDENCYPART_SIBL
(14,9),(14,23),-0.00917234 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.00521073 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0937468 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0478151 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0498511 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.0812841 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.116373 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0272564 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.0478151 # DEPENDENCYPART_SIBL
(14,10),(14,22),-0.0501355 # DEPENDENCYPART_SIBL
(14,10),(14,23),-0.155306 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.099451 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.123857 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.000785933 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.0355289 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0101494 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.00167477 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.123857 # DEPENDENCYPART_SIBL
(14,11),(14,22),-0.00160626 # DEPENDENCYPART_SIBL
(14,11),(14,23),-0.0661189 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.123355 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0334283 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0531778 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0935671 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0820778 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.123355 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.0294833 # DEPENDENCYPART_SIBL
(14,13),(14,23),-0.113962 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0504609 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0568562 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0297943 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.0839445 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.1394 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.0523026 # DEPENDENCYPART_SIBL
(14,15),(14,23),-0.101395 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0126846 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0660905 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0185325 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.000517498 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.114193 # DEPENDENCYPART_SIBL
(14,16),(14,23),-0.129663 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.039736 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.101746 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.176314 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.107328 # DEPENDENCYPART_SIBL
(14,17),(14,23),-0.111555 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.053966 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.0130083 # DEPENDENCYPART_SIBL
(14,18),(14,22),0.0668836 # DEPENDENCYPART_SIBL
(14,18),(14,23),-0.0054886 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.00314341 # DEPENDENCYPART_SIBL
(14,19),(14,22),0.0308069 # DEPENDENCYPART_SIBL
(14,19),(14,23),-0.0089638 # DEPENDENCYPART_SIBL
(14,20),(14,22),-0.0523026 # DEPENDENCYPART_SIBL
(14,20),(14,23),-0.101395 # DEPENDENCYPART_SIBL
(14,22),(14,23),-0.12974 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.185089 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0143194 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.100737 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0420569 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.098531 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.106753 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.14382 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.154508 # DEPENDENCYPART_SIBL
(16,11),(16,22),-0.0451249 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0905627 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0380535 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0272388 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0838046 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.0777662 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.155438 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.131571 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0477047 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.04502 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0849225 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0273377 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.109729 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.0233862 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.0645934 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0144091 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.000668445 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.0190393 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.00760442 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.000921658 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.121227 # DEPENDENCYPART_SIBL
(16,18),(16,21),0.0705431 # DEPENDENCYPART_SIBL
(16,18),(16,22),0.0709975 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.00974063 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.0138359 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.0022643 # DEPENDENCYPART_SIBL
(16,20),(16,21),0.0436349 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.0310721 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.0280315 # DEPENDENCYPART_SIBL
(17,1),(17,2),-0.0914265 # DEPENDENCYPART_SIBL
(17,1),(17,5),0.00827368 # DEPENDENCYPART_SIBL
(17,1),(17,6),-0.0593966 # DEPENDENCYPART_SIBL
(17,1),(17,8),0.0712534 # DEPENDENCYPART_SIBL
(17,1),(17,9),0.0288748 # DEPENDENCYPART_SIBL
(17,1),(17,11),-0.0433549 # DEPENDENCYPART_SIBL
(17,1),(17,13),-0.0799846 # DEPENDENCYPART_SIBL
(17,1),(17,14),0.0175485 # DEPENDENCYPART_SIBL
(17,1),(17,15),-0.0947581 # DEPENDENCYPART_SIBL
(17,1),(17,16),-0.0642274 # DEPENDENCYPART_SIBL
(17,1),(17,18),0.103721 # DEPENDENCYPART_SIBL
(17,1),(17,19),0.640563 # DEPENDENCYPART_SIBL
(17,1),(17,20),0.0651728 # DEPENDENCYPART_SIBL
(17,1),(17,21),-0.0267992 # DEPENDENCYPART_SIBL
(17,1),(17,22),-0.0568294 # DEPENDENCYPART_SIBL
(17,1),(17,23),-0.00353154 # DEPENDENCYPART_SIBL
(17,2),(17,5),0.117293 # DEPENDENCYPART_SIBL
(17,2),(17,6),-0.036572 # DEPENDENCYPART_SIBL
(17,2),(17,8),0.111153 # DEPENDENCYPART_SIBL
(17,2),(17,9),0.150849 # DEPENDENCYPART_SIBL
(17,2),(17,11),0.0224737 # DEPENDENCYPART_SIBL
(17,2),(17,13),-0.0306578 # DEPENDENCYPART_SIBL
(17,2),(17,14),0.111962 # DEPENDENCYPART_SIBL
(17,2),(17,15),-0.00995308 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.0350025 # DEPENDENCYPART_SIBL
(17,2),(17,18),0.181707 # DEPENDENCYPART_SIBL
(17,2),(17,19),0.076448 # DEPENDENCYPART_SIBL
(17,2),(17,20),-0.0457059 # DEPENDENCYPART_SIBL
(17,2),(17,21),-0.0415962 # DEPENDENCYPART_SIBL
(17,2),(17,22),-0.017317 # DEPENDENCYPART_SIBL
(17,2),(17,23),0.0236218 # DEPENDENCYPART_SIBL
(17,5),(17,6),-0.0657802 # DEPENDENCYPART_SIBL
(17,5),(17,8),0.0265701 # DEPENDENCYPART_SIBL
(17,5),(17,9),-0.00180522 # DEPENDENCYPART_SIBL
(17,5),(17,11),-0.0462346 # DEPENDENCYPART_SIBL
(17,5),(17,13),-0.0848673 # DEPENDENCYPART_SIBL
(17,5),(17,14),-0.0133374 # DEPENDENCYPART_SIBL
(17,5),(17,15),-0.0972591 # DEPENDENCYPART_SIBL
(17,5),(17,16),-0.0579715 # DEPENDENCYPART_SIBL
(17,5),(17,18),0.111246 # DEPENDENCYPART_SIBL
(17,5),(17,19),0.610218 # DEPENDENCYPART_SIBL
(17,5),(17,20),0.0698518 # DEPENDENCYPART_SIBL
(17,5),(17,21),-0.0206315 # DEPENDENCYPART_SIBL
(17,5),(17,22),-0.0465486 # DEPENDENCYPART_SIBL
(17,5),(17,23),-0.0190463 # DEPENDENCYPART_SIBL
(17,6),(17,8),0.23439 # DEPENDENCYPART_SIBL
(17,6),(17,9),0.178028 # DEPENDENCYPART_SIBL
(17,6),(17,11),0.014389 # DEPENDENCYPART_SIBL
(17,6),(17,13),0.0597205 # DEPENDENCYPART_SIBL
(17,6),(17,14),0.196995 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.0555272 # DEPENDENCYPART_SIBL
(17,6),(17,16),0.00842733 # DEPENDENCYPART_SIBL
(17,6),(17,18),0.230084 # DEPENDENCYPART_SIBL
(17,6),(17,19),0.119384 # DEPENDENCYPART_SIBL
(17,6),(17,20),-0.0158361 # DEPENDENCYPART_SIBL
(17,6),(17,21),0.113422 # DEPENDENCYPART_SIBL
(17,6),(17,22),0.136901 # DEPENDENCYPART_SIBL
(17,6),(17,23),-0.0448963 # DEPENDENCYPART_SIBL
(17,8),(17,9),0.0934984 # DEPENDENCYPART_SIBL
(17,8),(17,11),0.07612 # DEPENDENCYPART_SIBL
(17,8),(17,13),0.0209145 # DEPENDENCYPART_SIBL
(17,8),(17,14),0.0499201 # DEPENDENCYPART_SIBL
(17,8),(17,15),0.0308792 # DEPENDENCYPART_SIBL
(17,8),(17,16),0.0729228 # DEPENDENCYPART_SIBL
(17,8),(17,18),0.159152 # DEPENDENCYPART_SIBL
(17,8),(17,19),0.0853509 # DEPENDENCYPART_SIBL
(17,8),(17,20),-0.0184049 # DEPENDENCYPART_SIBL
(17,8),(17,21),0.0299769 # DEPENDENCYPART_SIBL
(17,8),(17,22),0.0417453 # DEPENDENCYPART_SIBL
(17,8),(17,23),-0.018469 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.0217305 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.0806772 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.012756 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.0843626 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.0822152 # DEPENDENCYPART_SIBL
(17,9),(17,18),0.239164 # DEPENDENCYPART_SIBL
(17,9),(17,19),0.748319 # DEPENDENCYPART_SIBL
(17,9),(17,20),0.0722754 # DEPENDENCYPART_SIBL
(17,9),(17,21),0.0498248 # DEPENDENCYPART_SIBL
(17,9),(17,22),-0.0181996 # DEPENDENCYPART_SIBL
(17,9),(17,23),-0.0201644 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.0244826 # DEPENDENCYPART_SIBL
(17,11),(17,14),0.0252777 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.00807177 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.0152906 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.102981 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.0127103 # DEPENDENCYPART_SIBL
(17,11),(17,20),0.0820383 # DEPENDENCYPART_SIBL
(17,11),(17,21),-0.0518616 # DEPENDENCYPART_SIBL
(17,11),(17,22),0.0483723 # DEPENDENCYPART_SIBL
(17,11),(17,23),-0.0576384 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.0739958 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0159065 # DEPENDENCYPART_SIBL
(17,13),(17,16),4.82611e-05 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.175318 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.00467014 # DEPENDENCYPART_SIBL
(17,13),(17,20),0.0208321 # DEPENDENCYPART_SIBL
(17,13),(17,21),0.571927 # DEPENDENCYPART_SIBL
(17,13),(17,22),0.0493096 # DEPENDENCYPART_SIBL
(17,13),(17,23),0.00466984 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.0889608 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.0498117 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.131924 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.649388 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.0936189 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.000368456 # DEPENDENCYPART_SIBL
(17,14),(17,22),-0.0126891 # DEPENDENCYPART_SIBL
(17,14),(17,23),0.00692759 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.118551 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.10429 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0314472 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.208703 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0505755 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.0106084 # DEPENDENCYPART_SIBL
(17,15),(17,23),-0.0785945 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.260818 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0277686 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0283384 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.00812856 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.165303 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.0315608 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0795331 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.151059 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.0227634 # DEPENDENCYPART_SIBL
(17,18),(17,22),0.0738953 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.00495578 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.00523438 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.0252704 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.0239957 # DEPENDENCYPART_SIBL
(17,19),(17,23),0.129696 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.0784361 # DEPENDENCYPART_SIBL
(17,20),(17,22),0.0821899 # DEPENDENCYPART_SIBL
(17,20),(17,23),0.0587103 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.0377541 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.106077 # DEPENDENCYPART_SIBL
(17,22),(17,23),-0.122093 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.0255699 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.0743019 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.000951936 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.066483 # DEPENDENCYPART_SIBL
(18,14),(18,22),0.0774637 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.351479 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.00754874 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.00645328 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.265241 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0913297 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.0832398 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.356805 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0241531 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.00446353 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.00122984 # DEPENDENCYPART_SIBL
(19,1),(19,2),0.0120042 # DEPENDENCYPART_SIBL
(19,1),(19,3),-0.0125542 # DEPENDENCYPART_SIBL
(19,1),(19,4),0.051706 # DEPENDENCYPART_SIBL
(19,1),(19,5),-0.250876 # DEPENDENCYPART_SIBL
(19,1),(19,6),-0.0724604 # DEPENDENCYPART_SIBL
(19,1),(19,7),-0.0389431 # DEPENDENCYPART_SIBL
(19,1),(19,8),-0.0527271 # DEPENDENCYPART_SIBL
(19,1),(19,9),-0.25155 # DEPENDENCYPART_SIBL
(19,1),(19,10),-0.0384131 # DEPENDENCYPART_SIBL
(19,1),(19,11),-0.0270265 # DEPENDENCYPART_SIBL
(19,1),(19,13),-0.107676 # DEPENDENCYPART_SIBL
(19,1),(19,14),-0.232646 # DEPENDENCYPART_SIBL
(19,1),(19,15),-0.0559827 # DEPENDENCYPART_SIBL
(19,1),(19,16),-0.0373362 # DEPENDENCYPART_SIBL
(19,1),(19,17),-0.0527271 # DEPENDENCYPART_SIBL
(19,1),(19,18),0.0872076 # DEPENDENCYPART_SIBL
(19,1),(19,20),-0.0277936 # DEPENDENCYPART_SIBL
(19,1),(19,22),-0.0368578 # DEPENDENCYPART_SIBL
(19,1),(19,23),0.000442171 # DEPENDENCYPART_SIBL
(19,2),(19,3),0.193262 # DEPENDENCYPART_SIBL
(19,2),(19,4),0.0751408 # DEPENDENCYPART_SIBL
(19,2),(19,5),0.0226292 # DEPENDENCYPART_SIBL
(19,2),(19,6),0.011138 # DEPENDENCYPART_SIBL
(19,2),(19,7),-0.0436424 # DEPENDENCYPART_SIBL
(19,2),(19,8),-0.11885 # DEPENDENCYPART_SIBL
(19,2),(19,9),0.0483805 # DEPENDENCYPART_SIBL
(19,2),(19,10),-0.0171467 # DEPENDENCYPART_SIBL
(19,2),(19,11),-0.0454352 # DEPENDENCYPART_SIBL
(19,2),(19,13),-0.0916452 # DEPENDENCYPART_SIBL
(19,2),(19,14),0.0368263 # DEPENDENCYPART_SIBL
(19,2),(19,15),-0.041596 # DEPENDENCYPART_SIBL
(19,2),(19,16),-0.0420115 # DEPENDENCYPART_SIBL
(19,2),(19,17),-0.11885 # DEPENDENCYPART_SIBL
(19,2),(19,18),0.102032 # DEPENDENCYPART_SIBL
(19,2),(19,20),-0.0489499 # DEPENDENCYPART_SIBL
(19,2),(19,22),0.0196642 # DEPENDENCYPART_SIBL
(19,2),(19,23),0.107831 # DEPENDENCYPART_SIBL
(19,3),(19,4),0.0636897 # DEPENDENCYPART_SIBL
(19,3),(19,5),-0.00577337 # DEPENDENCYPART_SIBL
(19,3),(19,6),0.00386893 # DEPENDENCYPART_SIBL
(19,3),(19,7),-0.0136743 # DEPENDENCYPART_SIBL
(19,3),(19,8),-0.0106221 # DEPENDENCYPART_SIBL
(19,3),(19,9),0.000723971 # DEPENDENCYPART_SIBL
(19,3),(19,10),0.0201405 # DEPENDENCYPART_SIBL
(19,3),(19,11),-0.0365905 # DEPENDENCYPART_SIBL
(19,3),(19,13),-0.0222464 # DEPENDENCYPART_SIBL
(19,3),(19,14),0.00540907 # DEPENDENCYPART_SIBL
(19,3),(19,15),-0.0482258 # DEPENDENCYPART_SIBL
(19,3),(19,16),-0.0121256 # DEPENDENCYPART_SIBL
(19,3),(19,17),-0.0106221 # DEPENDENCYPART_SIBL
(19,3),(19,18),0.129888 # DEPENDENCYPART_SIBL
(19,3),(19,20),-0.0647112 # DEPENDENCYPART_SIBL
(19,3),(19,22),-0.0211345 # DEPENDENCYPART_SIBL
(19,3),(19,23),-0.0160232 # DEPENDENCYPART_SIBL
(19,4),(19,5),0.070978 # DEPENDENCYPART_SIBL
(19,4),(19,6),0.0259523 # DEPENDENCYPART_SIBL
(19,4),(19,7),0.0179204 # DEPENDENCYPART_SIBL
(19,4),(19,8),-0.063902 # DEPENDENCYPART_SIBL
(19,4),(19,9),0.159142 # DEPENDENCYPART_SIBL
(19,4),(19,10),0.0484426 # DEPENDENCYPART_SIBL
(19,4),(19,11),0.100051 # DEPENDENCYPART_SIBL
(19,4),(19,13),0.00638337 # DEPENDENCYPART_SIBL
(19,4),(19,14),0.0999667 # DEPENDENCYPART_SIBL
(19,4),(19,15),0.158659 # DEPENDENCYPART_SIBL
(19,4),(19,16),0.0271891 # DEPENDENCYPART_SIBL
(19,4),(19,17),-0.063902 # DEPENDENCYPART_SIBL
(19,4),(19,18),0.156958 # DEPENDENCYPART_SIBL
(19,4),(19,20),-0.022564 # DEPENDENCYPART_SIBL
(19,4),(19,22),0.0355583 # DEPENDENCYPART_SIBL
(19,4),(19,23),-0.121706 # DEPENDENCYPART_SIBL
(19,5),(19,6),-0.0742533 # DEPENDENCYPART_SIBL
(19,5),(19,7),-0.0252654 # DEPENDENCYPART_SIBL
(19,5),(19,8),-0.0881488 # DEPENDENCYPART_SIBL
(19,5),(19,9),-0.270072 # DEPENDENCYPART_SIBL
(19,5),(19,10),-0.040206 # DEPENDENCYPART_SIBL
(19,5),(19,11),-0.0213618 # DEPENDENCYPART_SIBL
(19,5),(19,13),-0.10558 # DEPENDENCYPART_SIBL
(19,5),(19,14),-0.251568 # DEPENDENCYPART_SIBL
(19,5),(19,15),-0.0499397 # DEPENDENCYPART_SIBL
(19,5),(19,16),-0.0236585 # DEPENDENCYPART_SIBL
(19,5),(19,17),-0.0881488 # DEPENDENCYPART_SIBL
(19,5),(19,18),0.085515 # DEPENDENCYPART_SIBL
(19,5),(19,20),-0.0391568 # DEPENDENCYPART_SIBL
(19,5),(19,22),-0.0345715 # DEPENDENCYPART_SIBL
(19,5),(19,23),-0.0202627 # DEPENDENCYPART_SIBL
(19,6),(19,7),-0.0320666 # DEPENDENCYPART_SIBL
(19,6),(19,8),-0.213589 # DEPENDENCYPART_SIBL
(19,6),(19,9),0.015455 # DEPENDENCYPART_SIBL
(19,6),(19,10),-0.0279769 # DEPENDENCYPART_SIBL
(19,6),(19,11),0.0110158 # DEPENDENCYPART_SIBL
(19,6),(19,13),-0.073622 # DEPENDENCYPART_SIBL
(19,6),(19,14),0.000300171 # DEPENDENCYPART_SIBL
(19,6),(19,15),-0.0542805 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.0305111 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.213589 # DEPENDENCYPART_SIBL
(19,6),(19,18),0.0864515 # DEPENDENCYPART_SIBL
(19,6),(19,20),-0.0690076 # DEPENDENCYPART_SIBL
(19,6),(19,22),-0.0474033 # DEPENDENCYPART_SIBL
(19,6),(19,23),-0.117905 # DEPENDENCYPART_SIBL
(19,7),(19,8),-0.0703763 # DEPENDENCYPART_SIBL
(19,7),(19,9),0.0562218 # DEPENDENCYPART_SIBL
(19,7),(19,10),-0.0608183 # DEPENDENCYPART_SIBL
(19,7),(19,11),-0.0261966 # DEPENDENCYPART_SIBL
(19,7),(19,13),-0.180069 # DEPENDENCYPART_SIBL
(19,7),(19,14),0.020771 # DEPENDENCYPART_SIBL
(19,7),(19,15),0.019867 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.173533 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.0703763 # DEPENDENCYPART_SIBL
(19,7),(19,18),0.0956224 # DEPENDENCYPART_SIBL
(19,7),(19,20),-0.064563 # DEPENDENCYPART_SIBL
(19,7),(19,22),-0.0591547 # DEPENDENCYPART_SIBL
(19,7),(19,23),-0.00516883 # DEPENDENCYPART_SIBL
(19,8),(19,9),0.137538 # DEPENDENCYPART_SIBL
(19,8),(19,10),0.0212732 # DEPENDENCYPART_SIBL
