# _root_ Strana demokratické levice po přehodnocení faktu , že vedoucí silou SNP byla komunistická strana , se jednoznačně staví za antifašistický a demokratický odkaz povstání .
#goldHeads=18,3,1,18,4,5,8,6,10,12,10,8,14,12,8,18,18,0,18,21,23,21,19,23,0,
#predictedHeads=0,3,1,3,4,5,8,6,10,12,10,8,14,12,18,18,18,14,18,21,23,21,19,23,0,
(14,9),(14,23),0.0115994 # DEPENDENCYPART_SIBL
(14,9),(14,24),0.0114469 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0112282 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.00585069 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0100811 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0120393 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.0252245 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0948652 # DEPENDENCYPART_SIBL
(14,10),(14,20),0.0129855 # DEPENDENCYPART_SIBL
(14,10),(14,21),0.00649125 # DEPENDENCYPART_SIBL
(14,10),(14,23),0.0123068 # DEPENDENCYPART_SIBL
(14,10),(14,24),0.00263574 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.00568743 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.00875531 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0118006 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0256556 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.0944362 # DEPENDENCYPART_SIBL
(14,11),(14,20),0.0133541 # DEPENDENCYPART_SIBL
(14,11),(14,21),0.00698612 # DEPENDENCYPART_SIBL
(14,11),(14,23),0.0201604 # DEPENDENCYPART_SIBL
(14,11),(14,24),0.0104893 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0323526 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0340099 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0584451 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0365364 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.117499 # DEPENDENCYPART_SIBL
(14,13),(14,21),0.00535015 # DEPENDENCYPART_SIBL
(14,13),(14,23),0.0289141 # DEPENDENCYPART_SIBL
(14,13),(14,24),0.0287616 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0705658 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.00845788 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.0097247 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.0434635 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.067019 # DEPENDENCYPART_SIBL
(14,15),(14,23),-0.00522107 # DEPENDENCYPART_SIBL
(14,15),(14,24),-0.00609548 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.00389176 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.0711168 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.070076 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.0985421 # DEPENDENCYPART_SIBL
(14,17),(14,23),0.0121802 # DEPENDENCYPART_SIBL
(14,17),(14,24),0.0117441 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0100341 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.0059319 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.25045 # DEPENDENCYPART_SIBL
(14,18),(14,23),-0.00284337 # DEPENDENCYPART_SIBL
(14,18),(14,24),-0.00223694 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.0247803 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.111854 # DEPENDENCYPART_SIBL
(14,19),(14,23),0.0128892 # DEPENDENCYPART_SIBL
(14,19),(14,24),0.0125676 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.116471 # DEPENDENCYPART_SIBL
(14,20),(14,23),-0.0335769 # DEPENDENCYPART_SIBL
(14,20),(14,24),-0.0340658 # DEPENDENCYPART_SIBL
(14,21),(14,23),-0.0125911 # DEPENDENCYPART_SIBL
(14,21),(14,24),-0.0128947 # DEPENDENCYPART_SIBL
(14,23),(14,24),-0.0734224 # DEPENDENCYPART_SIBL
(15,1),(15,4),0.0354104 # DEPENDENCYPART_SIBL
(15,1),(15,7),0.472815 # DEPENDENCYPART_SIBL
(15,1),(15,8),0.0240149 # DEPENDENCYPART_SIBL
(15,1),(15,11),0.0015649 # DEPENDENCYPART_SIBL
(15,1),(15,12),0.142802 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.0333167 # DEPENDENCYPART_SIBL
(15,1),(15,14),0.0105415 # DEPENDENCYPART_SIBL
(15,1),(15,17),0.00496667 # DEPENDENCYPART_SIBL
(15,1),(15,18),0.0308226 # DEPENDENCYPART_SIBL
(15,1),(15,19),-0.0239397 # DEPENDENCYPART_SIBL
(15,1),(15,20),-0.00394066 # DEPENDENCYPART_SIBL
(15,1),(15,21),0.0509557 # DEPENDENCYPART_SIBL
(15,1),(15,23),0.218314 # DEPENDENCYPART_SIBL
(15,1),(15,24),0.209541 # DEPENDENCYPART_SIBL
(15,1),(15,25),-0.00327923 # DEPENDENCYPART_SIBL
(15,4),(15,7),0.110997 # DEPENDENCYPART_SIBL
(15,4),(15,8),0.0156977 # DEPENDENCYPART_SIBL
(15,4),(15,11),-0.0712851 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.0423356 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.0501032 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.0627341 # DEPENDENCYPART_SIBL
(15,4),(15,17),0.0453445 # DEPENDENCYPART_SIBL
(15,4),(15,18),0.0284559 # DEPENDENCYPART_SIBL
(15,4),(15,19),0.266503 # DEPENDENCYPART_SIBL
(15,4),(15,20),-0.0159923 # DEPENDENCYPART_SIBL
(15,4),(15,21),-0.0151167 # DEPENDENCYPART_SIBL
(15,4),(15,23),0.0458911 # DEPENDENCYPART_SIBL
(15,4),(15,24),0.0501271 # DEPENDENCYPART_SIBL
(15,4),(15,25),0.064878 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.237691 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.0729228 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.0992401 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.0310342 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.0905763 # DEPENDENCYPART_SIBL
(15,7),(15,17),0.0199649 # DEPENDENCYPART_SIBL
(15,7),(15,18),0.0777844 # DEPENDENCYPART_SIBL
(15,7),(15,19),0.00788038 # DEPENDENCYPART_SIBL
(15,7),(15,20),0.0299769 # DEPENDENCYPART_SIBL
(15,7),(15,21),0.021799 # DEPENDENCYPART_SIBL
(15,7),(15,23),0.0445565 # DEPENDENCYPART_SIBL
(15,7),(15,24),0.0487849 # DEPENDENCYPART_SIBL
(15,7),(15,25),-0.018469 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.065005 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.0936671 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.109622 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.0626204 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.0538063 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.0257638 # DEPENDENCYPART_SIBL
(15,8),(15,19),0.0110446 # DEPENDENCYPART_SIBL
(15,8),(15,20),0.00474277 # DEPENDENCYPART_SIBL
(15,8),(15,21),0.334932 # DEPENDENCYPART_SIBL
(15,8),(15,23),-0.0075791 # DEPENDENCYPART_SIBL
(15,8),(15,24),-0.00724455 # DEPENDENCYPART_SIBL
(15,8),(15,25),-0.0528464 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.151146 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0277203 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0213128 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0141461 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.0164572 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.0315889 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.00812856 # DEPENDENCYPART_SIBL
(15,11),(15,21),0.013581 # DEPENDENCYPART_SIBL
(15,11),(15,23),0.170968 # DEPENDENCYPART_SIBL
(15,11),(15,24),0.162195 # DEPENDENCYPART_SIBL
(15,11),(15,25),-0.0315608 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.0809804 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.0281616 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.194988 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.75357 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0655288 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.0357874 # DEPENDENCYPART_SIBL
(15,12),(15,21),0.0389908 # DEPENDENCYPART_SIBL
(15,12),(15,23),0.0555748 # DEPENDENCYPART_SIBL
(15,12),(15,24),0.0558871 # DEPENDENCYPART_SIBL
(15,12),(15,25),0.060305 # DEPENDENCYPART_SIBL
(15,13),(15,14),-3.73041e-06 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0273077 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.00999725 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0180331 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.564351 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.00534341 # DEPENDENCYPART_SIBL
(15,13),(15,23),0.00441717 # DEPENDENCYPART_SIBL
(15,13),(15,24),0.0047496 # DEPENDENCYPART_SIBL
(15,13),(15,25),0.00401782 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.00496667 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0308226 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0239397 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.00394066 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.0509557 # DEPENDENCYPART_SIBL
(15,14),(15,23),0.218314 # DEPENDENCYPART_SIBL
(15,14),(15,24),0.209541 # DEPENDENCYPART_SIBL
(15,14),(15,25),-0.00327923 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0525353 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.188494 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.0106192 # DEPENDENCYPART_SIBL
(15,17),(15,21),0.108501 # DEPENDENCYPART_SIBL
(15,17),(15,23),0.0674446 # DEPENDENCYPART_SIBL
(15,17),(15,24),0.0672994 # DEPENDENCYPART_SIBL
(15,17),(15,25),-0.0216677 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.00548367 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0234719 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.162564 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.0223034 # DEPENDENCYPART_SIBL
(15,18),(15,24),-0.0214059 # DEPENDENCYPART_SIBL
(15,18),(15,25),0.119503 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.00685875 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.0116654 # DEPENDENCYPART_SIBL
(15,19),(15,23),0.0537333 # DEPENDENCYPART_SIBL
(15,19),(15,24),0.0537025 # DEPENDENCYPART_SIBL
(15,19),(15,25),0.00258851 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.00824667 # DEPENDENCYPART_SIBL
(15,20),(15,23),-0.0373667 # DEPENDENCYPART_SIBL
(15,20),(15,24),-0.0375459 # DEPENDENCYPART_SIBL
(15,20),(15,25),-0.106077 # DEPENDENCYPART_SIBL
(15,21),(15,23),-0.0260042 # DEPENDENCYPART_SIBL
(15,21),(15,24),-0.0260169 # DEPENDENCYPART_SIBL
(15,21),(15,25),0.215385 # DEPENDENCYPART_SIBL
(15,23),(15,24),-0.0195279 # DEPENDENCYPART_SIBL
(15,23),(15,25),-0.12353 # DEPENDENCYPART_SIBL
(15,24),(15,25),-0.114606 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.219319 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0879791 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.0101896 # DEPENDENCYPART_SIBL
(17,14),(17,23),0.13696 # DEPENDENCYPART_SIBL
(17,14),(17,24),0.127454 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0554294 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.24252 # DEPENDENCYPART_SIBL
(17,15),(17,23),0.14611 # DEPENDENCYPART_SIBL
(17,15),(17,24),0.150084 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0274712 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.020014 # DEPENDENCYPART_SIBL
(17,19),(17,24),-0.0200319 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.0627377 # DEPENDENCYPART_SIBL
(17,20),(17,24),-0.0629041 # DEPENDENCYPART_SIBL
(17,23),(17,24),-0.107312 # DEPENDENCYPART_SIBL
(18,1),(18,3),-0.194432 # DEPENDENCYPART_SIBL
(18,1),(18,4),0.0904472 # DEPENDENCYPART_SIBL
(18,1),(18,5),-0.190563 # DEPENDENCYPART_SIBL
(18,1),(18,7),-0.165568 # DEPENDENCYPART_SIBL
(18,1),(18,9),-0.170984 # DEPENDENCYPART_SIBL
(18,1),(18,10),-0.191028 # DEPENDENCYPART_SIBL
(18,1),(18,11),-0.190962 # DEPENDENCYPART_SIBL
(18,1),(18,12),0.218428 # DEPENDENCYPART_SIBL
(18,1),(18,13),-0.169623 # DEPENDENCYPART_SIBL
(18,1),(18,14),-0.166674 # DEPENDENCYPART_SIBL
(18,1),(18,15),-0.165568 # DEPENDENCYPART_SIBL
(18,1),(18,16),0.00850189 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.0379823 # DEPENDENCYPART_SIBL
(18,1),(18,19),0.0829085 # DEPENDENCYPART_SIBL
(18,1),(18,20),-0.006441 # DEPENDENCYPART_SIBL
(18,1),(18,21),0.0790258 # DEPENDENCYPART_SIBL
(18,1),(18,22),-0.0102466 # DEPENDENCYPART_SIBL
(18,1),(18,23),0.0460139 # DEPENDENCYPART_SIBL
(18,1),(18,24),0.0229234 # DEPENDENCYPART_SIBL
(18,1),(18,25),0.0367055 # DEPENDENCYPART_SIBL
(18,3),(18,4),0.0752556 # DEPENDENCYPART_SIBL
(18,3),(18,5),-0.188941 # DEPENDENCYPART_SIBL
(18,3),(18,7),-0.152611 # DEPENDENCYPART_SIBL
(18,3),(18,9),-0.173881 # DEPENDENCYPART_SIBL
(18,3),(18,10),-0.189406 # DEPENDENCYPART_SIBL
(18,3),(18,11),-0.18934 # DEPENDENCYPART_SIBL
(18,3),(18,12),0.219128 # DEPENDENCYPART_SIBL
(18,3),(18,13),-0.17252 # DEPENDENCYPART_SIBL
(18,3),(18,14),-0.163932 # DEPENDENCYPART_SIBL
(18,3),(18,15),-0.152611 # DEPENDENCYPART_SIBL
(18,3),(18,16),0.00404714 # DEPENDENCYPART_SIBL
(18,3),(18,17),-0.0413906 # DEPENDENCYPART_SIBL
(18,3),(18,19),0.0595062 # DEPENDENCYPART_SIBL
(18,3),(18,20),-0.0260078 # DEPENDENCYPART_SIBL
(18,3),(18,21),-0.00838566 # DEPENDENCYPART_SIBL
(18,3),(18,22),-0.0298133 # DEPENDENCYPART_SIBL
(18,3),(18,23),-0.0242007 # DEPENDENCYPART_SIBL
(18,3),(18,24),-0.0472913 # DEPENDENCYPART_SIBL
(18,3),(18,25),0.000708475 # DEPENDENCYPART_SIBL
(18,4),(18,5),-0.0386101 # DEPENDENCYPART_SIBL
(18,4),(18,7),-0.298059 # DEPENDENCYPART_SIBL
(18,4),(18,9),-0.0826002 # DEPENDENCYPART_SIBL
(18,4),(18,10),-0.0386524 # DEPENDENCYPART_SIBL
(18,4),(18,11),-0.0388177 # DEPENDENCYPART_SIBL
(18,4),(18,12),0.195477 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.0786884 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.0114374 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.298059 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.00225426 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.0178046 # DEPENDENCYPART_SIBL
(18,4),(18,19),-0.0311526 # DEPENDENCYPART_SIBL
(18,4),(18,20),-0.0803198 # DEPENDENCYPART_SIBL
(18,4),(18,21),-0.0233633 # DEPENDENCYPART_SIBL
(18,4),(18,22),-0.0820123 # DEPENDENCYPART_SIBL
(18,4),(18,23),0.052485 # DEPENDENCYPART_SIBL
(18,4),(18,24),0.0566843 # DEPENDENCYPART_SIBL
(18,4),(18,25),-0.0386321 # DEPENDENCYPART_SIBL
(18,5),(18,7),-0.152607 # DEPENDENCYPART_SIBL
(18,5),(18,9),-0.173879 # DEPENDENCYPART_SIBL
(18,5),(18,10),-0.188918 # DEPENDENCYPART_SIBL
(18,5),(18,11),-0.188852 # DEPENDENCYPART_SIBL
(18,5),(18,12),0.219128 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.172518 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.163444 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.152607 # DEPENDENCYPART_SIBL
(18,5),(18,16),0.00405415 # DEPENDENCYPART_SIBL
(18,5),(18,17),-0.0413835 # DEPENDENCYPART_SIBL
(18,5),(18,19),0.0619314 # DEPENDENCYPART_SIBL
(18,5),(18,20),-0.0227505 # DEPENDENCYPART_SIBL
(18,5),(18,21),-0.00604531 # DEPENDENCYPART_SIBL
(18,5),(18,22),-0.026556 # DEPENDENCYPART_SIBL
(18,5),(18,23),-0.0197109 # DEPENDENCYPART_SIBL
(18,5),(18,24),-0.0428014 # DEPENDENCYPART_SIBL
(18,5),(18,25),0.00464734 # DEPENDENCYPART_SIBL
(18,7),(18,9),0.0199264 # DEPENDENCYPART_SIBL
(18,7),(18,10),0.0436161 # DEPENDENCYPART_SIBL
(18,7),(18,11),0.0460923 # DEPENDENCYPART_SIBL
(18,7),(18,12),0.327749 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.021675 # DEPENDENCYPART_SIBL
(18,7),(18,14),0.0846134 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.170322 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.00325116 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.0471566 # DEPENDENCYPART_SIBL
(18,7),(18,19),0.0620176 # DEPENDENCYPART_SIBL
(18,7),(18,20),-0.00873824 # DEPENDENCYPART_SIBL
(18,7),(18,21),0.00609231 # DEPENDENCYPART_SIBL
(18,7),(18,22),-0.0114169 # DEPENDENCYPART_SIBL
(18,7),(18,23),0.0155272 # DEPENDENCYPART_SIBL
(18,7),(18,24),0.0210456 # DEPENDENCYPART_SIBL
(18,7),(18,25),0.011957 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.0372033 # DEPENDENCYPART_SIBL
(18,9),(18,11),-0.0373734 # DEPENDENCYPART_SIBL
(18,9),(18,12),0.129435 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.0130618 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.0191999 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.0431049 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.0173048 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.00305818 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.0754739 # DEPENDENCYPART_SIBL
(18,9),(18,20),0.0843453 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.0133203 # DEPENDENCYPART_SIBL
(18,9),(18,22),0.0821085 # DEPENDENCYPART_SIBL
(18,9),(18,23),-0.048823 # DEPENDENCYPART_SIBL
(18,9),(18,24),-0.0524274 # DEPENDENCYPART_SIBL
(18,9),(18,25),-0.0944512 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.190768 # DEPENDENCYPART_SIBL
(18,10),(18,12),0.219074 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.172588 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.165361 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.153914 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.00399696 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.0415734 # DEPENDENCYPART_SIBL
(18,10),(18,19),0.0617858 # DEPENDENCYPART_SIBL
(18,10),(18,20),-0.0228277 # DEPENDENCYPART_SIBL
(18,10),(18,21),-0.00624974 # DEPENDENCYPART_SIBL
(18,10),(18,22),-0.0266333 # DEPENDENCYPART_SIBL
(18,10),(18,23),-0.0267468 # DEPENDENCYPART_SIBL
(18,10),(18,24),-0.0498373 # DEPENDENCYPART_SIBL
(18,10),(18,25),0.00411418 # DEPENDENCYPART_SIBL
(18,11),(18,12),0.219132 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.172516 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.16344 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.1526 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.0040554 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.0413822 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.0618365 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.0228454 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.00614024 # DEPENDENCYPART_SIBL
(18,11),(18,22),-0.026651 # DEPENDENCYPART_SIBL
(18,11),(18,23),-0.0196118 # DEPENDENCYPART_SIBL
(18,11),(18,24),-0.0427023 # DEPENDENCYPART_SIBL
(18,11),(18,25),0.00455878 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.000813344 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.140194 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.037532 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.0196624 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.0733089 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.178271 # DEPENDENCYPART_SIBL
(18,12),(18,20),0.0612041 # DEPENDENCYPART_SIBL
(18,12),(18,21),0.0203731 # DEPENDENCYPART_SIBL
(18,12),(18,22),0.0563186 # DEPENDENCYPART_SIBL
(18,12),(18,23),0.155235 # DEPENDENCYPART_SIBL
(18,12),(18,24),0.151586 # DEPENDENCYPART_SIBL
(18,12),(18,25),0.0643366 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.0365871 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0396909 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0168696 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.00439656 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0778815 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.078843 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.00289706 # DEPENDENCYPART_SIBL
(18,13),(18,22),0.0766062 # DEPENDENCYPART_SIBL
(18,13),(18,23),-0.0597694 # DEPENDENCYPART_SIBL
(18,13),(18,24),-0.0633739 # DEPENDENCYPART_SIBL
(18,13),(18,25),-0.0909471 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.165568 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.00850189 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0379823 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.0829085 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.006441 # DEPENDENCYPART_SIBL
(18,14),(18,21),0.0790258 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.0102466 # DEPENDENCYPART_SIBL
(18,14),(18,23),0.0460139 # DEPENDENCYPART_SIBL
(18,14),(18,24),0.0229234 # DEPENDENCYPART_SIBL
(18,14),(18,25),0.0367055 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.00325116 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0471566 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.0620176 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.00873824 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.00609231 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.0114169 # DEPENDENCYPART_SIBL
(18,15),(18,23),0.0155272 # DEPENDENCYPART_SIBL
(18,15),(18,24),0.0210456 # DEPENDENCYPART_SIBL
(18,15),(18,25),0.011957 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0809009 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0586867 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.296266 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.006152 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.297956 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.0540947 # DEPENDENCYPART_SIBL
(18,16),(18,24),-0.0588217 # DEPENDENCYPART_SIBL
(18,16),(18,25),-0.141082 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.00567198 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0449656 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0232077 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.046655 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.0439014 # DEPENDENCYPART_SIBL
(18,17),(18,24),-0.0458449 # DEPENDENCYPART_SIBL
(18,17),(18,25),-0.187446 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0331556 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0715292 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.0218562 # DEPENDENCYPART_SIBL
(18,19),(18,23),0.00280475 # DEPENDENCYPART_SIBL
(18,19),(18,24),0.00658284 # DEPENDENCYPART_SIBL
(18,19),(18,25),-0.0234116 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0711502 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.334369 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.106102 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.102575 # DEPENDENCYPART_SIBL
(18,20),(18,25),-0.147363 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.046327 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.0224984 # DEPENDENCYPART_SIBL
(18,21),(18,24),-0.0186844 # DEPENDENCYPART_SIBL
(18,21),(18,25),0.0536543 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.106105 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.102578 # DEPENDENCYPART_SIBL
(18,22),(18,25),-0.14737 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.10044 # DEPENDENCYPART_SIBL
(18,23),(18,25),-0.12169 # DEPENDENCYPART_SIBL
(18,24),(18,25),-0.110794 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0170967 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.00956203 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.018086 # DEPENDENCYPART_SIBL
(19,15),(19,23),-0.012738 # DEPENDENCYPART_SIBL
(19,15),(19,24),-0.00876422 # DEPENDENCYPART_SIBL
(19,15),(19,25),0.0480109 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.580286 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.271016 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.716944 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.71711 # DEPENDENCYPART_SIBL
(19,20),(19,25),-0.216421 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.107821 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.607429 # DEPENDENCYPART_SIBL
