# _root_ Jestliže však byla tak váhavá dokonce i země , která ostatní Evropany k unii před lety vyzvala a potom tlačila , neznamená to snad konec snu o integraci ?
#goldHeads=22,0,1,5,3,8,8,3,18,18,12,18,18,13,17,15,18,8,20,18,1,2,22,22,22,25,26,27,0,
#predictedHeads=22,3,1,5,3,8,8,3,18,17,12,17,17,13,14,15,18,1,20,18,1,0,22,22,22,25,26,27,0,
(0,20),(20,29),-0.233054 # DEPENDENCYPART_GRANDPAR
(0,21),(21,3),-0.00710714 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),-0.169962 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),-0.070274 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),0.0145571 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),0.234448 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),0.30319 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),1.80311 # DEPENDENCYPART_GRANDPAR
(0,21),(21,23),0.351085 # DEPENDENCYPART_GRANDPAR
(0,21),(21,24),0.188374 # DEPENDENCYPART_GRANDPAR
(0,21),(21,25),-0.0733263 # DEPENDENCYPART_GRANDPAR
(0,21),(21,26),-0.227703 # DEPENDENCYPART_GRANDPAR
(0,21),(21,27),-0.0256495 # DEPENDENCYPART_GRANDPAR
(0,22),(22,1),0.834708 # DEPENDENCYPART_GRANDPAR
(0,22),(22,2),0.0484165 # DEPENDENCYPART_GRANDPAR
(0,22),(22,3),0.156853 # DEPENDENCYPART_GRANDPAR
(0,22),(22,7),-0.145136 # DEPENDENCYPART_GRANDPAR
(0,22),(22,8),-0.466752 # DEPENDENCYPART_GRANDPAR
(0,22),(22,10),-0.420602 # DEPENDENCYPART_GRANDPAR
(0,22),(22,12),-0.305764 # DEPENDENCYPART_GRANDPAR
(0,22),(22,13),-0.243673 # DEPENDENCYPART_GRANDPAR
(0,22),(22,14),-0.45534 # DEPENDENCYPART_GRANDPAR
(0,22),(22,15),-0.0467163 # DEPENDENCYPART_GRANDPAR
(0,22),(22,17),-0.102359 # DEPENDENCYPART_GRANDPAR
(0,22),(22,18),0.041566 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),0.487716 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),0.270718 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),-0.307545 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),0.366735 # DEPENDENCYPART_GRANDPAR
(0,22),(22,24),0.196919 # DEPENDENCYPART_GRANDPAR
(0,22),(22,25),0.0555861 # DEPENDENCYPART_GRANDPAR
(0,22),(22,26),-0.0951777 # DEPENDENCYPART_GRANDPAR
(0,22),(22,27),-0.131477 # DEPENDENCYPART_GRANDPAR
(0,22),(22,28),-0.334738 # DEPENDENCYPART_GRANDPAR
(0,22),(22,29),-0.225114 # DEPENDENCYPART_GRANDPAR
(0,29),(29,22),1.1213 # DEPENDENCYPART_GRANDPAR
(0,29),(29,23),-0.177284 # DEPENDENCYPART_GRANDPAR
(0,29),(29,28),-0.914717 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.733106 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.505548 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.231737 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),0.0625371 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.204437 # DEPENDENCYPART_GRANDPAR
(1,2),(2,17),0.175847 # DEPENDENCYPART_GRANDPAR
(1,2),(2,18),0.193927 # DEPENDENCYPART_GRANDPAR
(1,2),(2,20),-0.137379 # DEPENDENCYPART_GRANDPAR
(1,2),(2,21),-0.264858 # DEPENDENCYPART_GRANDPAR
(1,2),(2,22),-0.337003 # DEPENDENCYPART_GRANDPAR
(1,2),(2,29),-0.352417 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.460041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),1.19823 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.3435 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.372912 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),0.156494 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),0.179839 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),0.261981 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.0688991 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),0.151046 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),0.319308 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),0.471076 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),0.178236 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),0.119171 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),0.33562 # DEPENDENCYPART_GRANDPAR
(1,3),(3,19),-0.292699 # DEPENDENCYPART_GRANDPAR
(1,3),(3,21),-0.129319 # DEPENDENCYPART_GRANDPAR
(1,3),(3,24),-0.0105142 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.724727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.918759 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.694187 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.0109959 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.108859 # DEPENDENCYPART_GRANDPAR
(1,5),(5,2),1.10442 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.387329 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),0.0623581 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),0.0584786 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),0.0600327 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.141916 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.0922494 # DEPENDENCYPART_GRANDPAR
(1,5),(5,21),-0.202336 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.225381 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.0119795 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.083785 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.112418 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.777609 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.845244 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),-0.0193327 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.00464592 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.0367091 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),0.0157932 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.304093 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.418671 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.220105 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),0.0766436 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),0.443206 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.225238 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.198303 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.0480968 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),0.101543 # DEPENDENCYPART_GRANDPAR
(1,9),(9,20),-0.212685 # DEPENDENCYPART_GRANDPAR
(1,17),(17,1),-0.516032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,17),(17,2),1.14295 # DEPENDENCYPART_GRANDPAR
(1,17),(17,3),0.942471 # DEPENDENCYPART_GRANDPAR
(1,17),(17,4),0.20876 # DEPENDENCYPART_GRANDPAR
(1,17),(17,5),0.188981 # DEPENDENCYPART_GRANDPAR
(1,17),(17,6),0.21086 # DEPENDENCYPART_GRANDPAR
(1,17),(17,7),0.190322 # DEPENDENCYPART_GRANDPAR
(1,17),(17,8),0.230471 # DEPENDENCYPART_GRANDPAR
(1,17),(17,9),-0.156655 # DEPENDENCYPART_GRANDPAR
(1,17),(17,10),-0.183397 # DEPENDENCYPART_GRANDPAR
(1,17),(17,11),-0.00990824 # DEPENDENCYPART_GRANDPAR
(1,17),(17,12),0.268913 # DEPENDENCYPART_GRANDPAR
(1,17),(17,13),0.241328 # DEPENDENCYPART_GRANDPAR
(1,17),(17,14),0.11577 # DEPENDENCYPART_GRANDPAR
(1,17),(17,15),0.00874263 # DEPENDENCYPART_GRANDPAR
(1,17),(17,16),-0.00234839 # DEPENDENCYPART_GRANDPAR
(1,17),(17,18),0.296871 # DEPENDENCYPART_GRANDPAR
(1,17),(17,19),-0.312598 # DEPENDENCYPART_GRANDPAR
(1,17),(17,20),-0.021056 # DEPENDENCYPART_GRANDPAR
(1,17),(17,21),-0.146717 # DEPENDENCYPART_GRANDPAR
(1,17),(17,22),-0.223495 # DEPENDENCYPART_GRANDPAR
(1,17),(17,23),0.113286 # DEPENDENCYPART_GRANDPAR
(1,17),(17,24),-0.031243 # DEPENDENCYPART_GRANDPAR
(1,17),(17,25),-0.155841 # DEPENDENCYPART_GRANDPAR
(1,17),(17,26),-0.119634 # DEPENDENCYPART_GRANDPAR
(1,17),(17,27),-0.131161 # DEPENDENCYPART_GRANDPAR
(1,18),(18,1),-0.758294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,18),(18,2),0.841471 # DEPENDENCYPART_GRANDPAR
(1,18),(18,3),0.769553 # DEPENDENCYPART_GRANDPAR
(1,18),(18,4),0.0704602 # DEPENDENCYPART_GRANDPAR
(1,18),(18,6),0.0234814 # DEPENDENCYPART_GRANDPAR
(1,18),(18,7),0.053155 # DEPENDENCYPART_GRANDPAR
(1,18),(18,8),0.0222865 # DEPENDENCYPART_GRANDPAR
(1,18),(18,9),0.00156589 # DEPENDENCYPART_GRANDPAR
(1,18),(18,10),-0.445183 # DEPENDENCYPART_GRANDPAR
(1,18),(18,11),-0.18953 # DEPENDENCYPART_GRANDPAR
(1,18),(18,12),0.105708 # DEPENDENCYPART_GRANDPAR
(1,18),(18,13),0.240245 # DEPENDENCYPART_GRANDPAR
(1,18),(18,14),-0.0394063 # DEPENDENCYPART_GRANDPAR
(1,18),(18,15),-0.114674 # DEPENDENCYPART_GRANDPAR
(1,18),(18,16),-0.169611 # DEPENDENCYPART_GRANDPAR
(1,18),(18,17),0.327973 # DEPENDENCYPART_GRANDPAR
(1,18),(18,19),-0.343519 # DEPENDENCYPART_GRANDPAR
(1,18),(18,20),0.1445 # DEPENDENCYPART_GRANDPAR
(1,18),(18,21),-0.227738 # DEPENDENCYPART_GRANDPAR
(1,18),(18,22),-0.0572379 # DEPENDENCYPART_GRANDPAR
(1,18),(18,23),-0.0675882 # DEPENDENCYPART_GRANDPAR
(1,18),(18,24),-0.105363 # DEPENDENCYPART_GRANDPAR
(1,18),(18,25),-0.323408 # DEPENDENCYPART_GRANDPAR
(1,18),(18,26),-0.273805 # DEPENDENCYPART_GRANDPAR
(1,18),(18,27),-0.242417 # DEPENDENCYPART_GRANDPAR
(1,18),(18,29),-0.333172 # DEPENDENCYPART_GRANDPAR
(1,20),(20,1),-0.501993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,20),(20,2),1.15699 # DEPENDENCYPART_GRANDPAR
(1,20),(20,3),0.95304 # DEPENDENCYPART_GRANDPAR
(1,20),(20,4),0.219301 # DEPENDENCYPART_GRANDPAR
(1,20),(20,5),0.199553 # DEPENDENCYPART_GRANDPAR
(1,20),(20,6),0.221401 # DEPENDENCYPART_GRANDPAR
(1,20),(20,7),0.204361 # DEPENDENCYPART_GRANDPAR
(1,20),(20,8),0.247557 # DEPENDENCYPART_GRANDPAR
(1,20),(20,9),-0.143492 # DEPENDENCYPART_GRANDPAR
(1,20),(20,10),-0.172828 # DEPENDENCYPART_GRANDPAR
(1,20),(20,11),0.000663531 # DEPENDENCYPART_GRANDPAR
(1,20),(20,12),0.285999 # DEPENDENCYPART_GRANDPAR
(1,20),(20,13),0.254583 # DEPENDENCYPART_GRANDPAR
(1,20),(20,14),0.132856 # DEPENDENCYPART_GRANDPAR
(1,20),(20,15),0.0187723 # DEPENDENCYPART_GRANDPAR
(1,20),(20,16),0.014738 # DEPENDENCYPART_GRANDPAR
(1,20),(20,17),0.328737 # DEPENDENCYPART_GRANDPAR
(1,20),(20,18),0.387879 # DEPENDENCYPART_GRANDPAR
(1,20),(20,19),-0.387586 # DEPENDENCYPART_GRANDPAR
(1,20),(20,21),-0.140408 # DEPENDENCYPART_GRANDPAR
(1,20),(20,22),-0.218213 # DEPENDENCYPART_GRANDPAR
(1,20),(20,23),0.118568 # DEPENDENCYPART_GRANDPAR
(1,20),(20,24),-0.0219421 # DEPENDENCYPART_GRANDPAR
(1,20),(20,25),-0.153616 # DEPENDENCYPART_GRANDPAR
(1,20),(20,26),-0.11741 # DEPENDENCYPART_GRANDPAR
(1,20),(20,27),-0.120426 # DEPENDENCYPART_GRANDPAR
(1,20),(20,28),-0.21599 # DEPENDENCYPART_GRANDPAR
(1,20),(20,29),-0.214172 # DEPENDENCYPART_GRANDPAR
(1,21),(21,3),0.443206 # DEPENDENCYPART_GRANDPAR
(1,21),(21,15),-0.35126 # DEPENDENCYPART_GRANDPAR
(1,21),(21,17),-0.0616489 # DEPENDENCYPART_GRANDPAR
(1,21),(21,18),0.119476 # DEPENDENCYPART_GRANDPAR
(1,21),(21,19),-0.814737 # DEPENDENCYPART_GRANDPAR
(1,21),(21,20),-0.374753 # DEPENDENCYPART_GRANDPAR
(1,21),(21,22),-0.404159 # DEPENDENCYPART_GRANDPAR
(1,21),(21,23),-0.179337 # DEPENDENCYPART_GRANDPAR
(1,21),(21,24),-0.308921 # DEPENDENCYPART_GRANDPAR
(1,21),(21,25),-0.570974 # DEPENDENCYPART_GRANDPAR
(1,21),(21,26),-0.504918 # DEPENDENCYPART_GRANDPAR
(1,21),(21,27),-0.413647 # DEPENDENCYPART_GRANDPAR
(1,22),(22,1),-0.503813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,22),(22,2),1.15424 # DEPENDENCYPART_GRANDPAR
(1,22),(22,3),0.951757 # DEPENDENCYPART_GRANDPAR
(1,22),(22,7),0.202541 # DEPENDENCYPART_GRANDPAR
(1,22),(22,8),0.249767 # DEPENDENCYPART_GRANDPAR
(1,22),(22,10),-0.173523 # DEPENDENCYPART_GRANDPAR
(1,22),(22,12),0.288209 # DEPENDENCYPART_GRANDPAR
(1,22),(22,13),0.254972 # DEPENDENCYPART_GRANDPAR
(1,22),(22,14),0.135066 # DEPENDENCYPART_GRANDPAR
(1,22),(22,15),0.0193708 # DEPENDENCYPART_GRANDPAR
(1,22),(22,17),0.327453 # DEPENDENCYPART_GRANDPAR
(1,22),(22,18),0.385903 # DEPENDENCYPART_GRANDPAR
(1,22),(22,19),-0.386695 # DEPENDENCYPART_GRANDPAR
(1,22),(22,20),0.0142107 # DEPENDENCYPART_GRANDPAR
(1,22),(22,21),-0.212333 # DEPENDENCYPART_GRANDPAR
(1,22),(22,23),0.119771 # DEPENDENCYPART_GRANDPAR
(1,22),(22,24),-0.020822 # DEPENDENCYPART_GRANDPAR
(1,22),(22,25),-0.15322 # DEPENDENCYPART_GRANDPAR
(1,22),(22,26),-0.117014 # DEPENDENCYPART_GRANDPAR
(1,22),(22,27),-0.119844 # DEPENDENCYPART_GRANDPAR
(1,22),(22,28),-0.215594 # DEPENDENCYPART_GRANDPAR
(1,22),(22,29),-0.216225 # DEPENDENCYPART_GRANDPAR
(1,29),(29,22),-0.45665 # DEPENDENCYPART_GRANDPAR
(1,29),(29,23),-0.206231 # DEPENDENCYPART_GRANDPAR
(1,29),(29,28),-0.609941 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.10403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),0.545459 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.0426955 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.473165 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.188949 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.377318 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.353533 # DEPENDENCYPART_GRANDPAR
(2,1),(1,17),0.0932676 # DEPENDENCYPART_GRANDPAR
(2,1),(1,18),0.0451611 # DEPENDENCYPART_GRANDPAR
(2,1),(1,20),-0.0598094 # DEPENDENCYPART_GRANDPAR
(2,1),(1,21),-0.487715 # DEPENDENCYPART_GRANDPAR
(2,1),(1,22),-0.256041 # DEPENDENCYPART_GRANDPAR
(2,1),(1,29),-0.433814 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),0.279424 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.601338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.197182 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.024378 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.0665949 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.0151847 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.0627662 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.103741 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.19641 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.0443208 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),0.0238935 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.169573 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.103467 # DEPENDENCYPART_GRANDPAR
(2,3),(3,18),0.351698 # DEPENDENCYPART_GRANDPAR
(2,3),(3,19),0.0394672 # DEPENDENCYPART_GRANDPAR
(2,3),(3,21),-0.237924 # DEPENDENCYPART_GRANDPAR
(2,3),(3,24),0.0115978 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),0.0497839 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.823699 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),1.02752 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.264716 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.217475 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.659866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,4),0.270868 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.0207634 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.00485778 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.0723002 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.0714297 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.16956 # DEPENDENCYPART_GRANDPAR
(2,5),(5,21),-0.205612 # DEPENDENCYPART_GRANDPAR
(2,9),(9,3),0.735088 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.492396 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.444158 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.306572 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),0.352213 # DEPENDENCYPART_GRANDPAR
(2,9),(9,20),0.19815 # DEPENDENCYPART_GRANDPAR
(2,17),(17,1),0.291204 # DEPENDENCYPART_GRANDPAR
(2,17),(17,2),-0.657194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,17),(17,3),1.23374 # DEPENDENCYPART_GRANDPAR
(2,17),(17,4),0.0623223 # DEPENDENCYPART_GRANDPAR
(2,17),(17,5),0.0115405 # DEPENDENCYPART_GRANDPAR
(2,17),(17,6),-0.0118009 # DEPENDENCYPART_GRANDPAR
(2,17),(17,7),-0.00617479 # DEPENDENCYPART_GRANDPAR
(2,17),(17,8),0.00959641 # DEPENDENCYPART_GRANDPAR
(2,17),(17,9),-0.215277 # DEPENDENCYPART_GRANDPAR
(2,17),(17,10),-0.445603 # DEPENDENCYPART_GRANDPAR
(2,17),(17,11),-0.139882 # DEPENDENCYPART_GRANDPAR
(2,17),(17,12),0.0130685 # DEPENDENCYPART_GRANDPAR
(2,17),(17,13),-0.0888526 # DEPENDENCYPART_GRANDPAR
(2,17),(17,14),-0.124263 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),-0.106051 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),-0.178872 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),0.344289 # DEPENDENCYPART_GRANDPAR
(2,17),(17,19),0.0584766 # DEPENDENCYPART_GRANDPAR
(2,17),(17,20),0.299672 # DEPENDENCYPART_GRANDPAR
(2,17),(17,21),-0.227261 # DEPENDENCYPART_GRANDPAR
(2,17),(17,22),0.103986 # DEPENDENCYPART_GRANDPAR
(2,17),(17,23),-0.113424 # DEPENDENCYPART_GRANDPAR
(2,17),(17,24),0.0297779 # DEPENDENCYPART_GRANDPAR
(2,17),(17,25),-0.0682803 # DEPENDENCYPART_GRANDPAR
(2,17),(17,26),-0.0863252 # DEPENDENCYPART_GRANDPAR
(2,17),(17,27),-0.144386 # DEPENDENCYPART_GRANDPAR
(2,18),(18,1),0.214003 # DEPENDENCYPART_GRANDPAR
(2,18),(18,2),-1.00311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,18),(18,3),1.02927 # DEPENDENCYPART_GRANDPAR
(2,18),(18,4),-0.0466676 # DEPENDENCYPART_GRANDPAR
(2,18),(18,6),-0.163636 # DEPENDENCYPART_GRANDPAR
(2,18),(18,7),-0.201018 # DEPENDENCYPART_GRANDPAR
(2,18),(18,8),-0.251679 # DEPENDENCYPART_GRANDPAR
(2,18),(18,9),-0.0107251 # DEPENDENCYPART_GRANDPAR
(2,18),(18,10),-0.719377 # DEPENDENCYPART_GRANDPAR
(2,18),(18,11),-0.373014 # DEPENDENCYPART_GRANDPAR
(2,18),(18,12),-0.20529 # DEPENDENCYPART_GRANDPAR
(2,18),(18,13),-0.0989482 # DEPENDENCYPART_GRANDPAR
(2,18),(18,14),-0.334592 # DEPENDENCYPART_GRANDPAR
(2,18),(18,15),-0.237341 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),-0.401288 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),0.539857 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),0.176977 # DEPENDENCYPART_GRANDPAR
(2,18),(18,20),0.651681 # DEPENDENCYPART_GRANDPAR
(2,18),(18,21),-0.22429 # DEPENDENCYPART_GRANDPAR
(2,18),(18,22),0.456696 # DEPENDENCYPART_GRANDPAR
(2,18),(18,23),-0.197389 # DEPENDENCYPART_GRANDPAR
(2,18),(18,24),0.0991414 # DEPENDENCYPART_GRANDPAR
(2,18),(18,25),-0.0786273 # DEPENDENCYPART_GRANDPAR
(2,18),(18,26),-0.0835247 # DEPENDENCYPART_GRANDPAR
(2,18),(18,27),-0.109132 # DEPENDENCYPART_GRANDPAR
(2,18),(18,29),-0.13727 # DEPENDENCYPART_GRANDPAR
(2,20),(20,1),0.291204 # DEPENDENCYPART_GRANDPAR
(2,20),(20,2),-0.643156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,20),(20,3),1.24431 # DEPENDENCYPART_GRANDPAR
(2,20),(20,4),0.0728633 # DEPENDENCYPART_GRANDPAR
(2,20),(20,5),0.0221123 # DEPENDENCYPART_GRANDPAR
(2,20),(20,6),-0.00126 # DEPENDENCYPART_GRANDPAR
(2,20),(20,7),0.00786397 # DEPENDENCYPART_GRANDPAR
(2,20),(20,8),0.0266828 # DEPENDENCYPART_GRANDPAR
(2,20),(20,9),-0.202114 # DEPENDENCYPART_GRANDPAR
(2,20),(20,10),-0.435034 # DEPENDENCYPART_GRANDPAR
(2,20),(20,11),-0.12931 # DEPENDENCYPART_GRANDPAR
(2,20),(20,12),0.0301549 # DEPENDENCYPART_GRANDPAR
(2,20),(20,13),-0.0755978 # DEPENDENCYPART_GRANDPAR
(2,20),(20,14),-0.107177 # DEPENDENCYPART_GRANDPAR
(2,20),(20,15),-0.096021 # DEPENDENCYPART_GRANDPAR
(2,20),(20,16),-0.161786 # DEPENDENCYPART_GRANDPAR
(2,20),(20,17),0.570653 # DEPENDENCYPART_GRANDPAR
(2,20),(20,18),0.421855 # DEPENDENCYPART_GRANDPAR
(2,20),(20,19),-0.055345 # DEPENDENCYPART_GRANDPAR
(2,20),(20,21),-0.220953 # DEPENDENCYPART_GRANDPAR
(2,20),(20,22),0.109268 # DEPENDENCYPART_GRANDPAR
(2,20),(20,23),-0.108142 # DEPENDENCYPART_GRANDPAR
(2,20),(20,24),0.0390788 # DEPENDENCYPART_GRANDPAR
(2,20),(20,25),-0.0660556 # DEPENDENCYPART_GRANDPAR
(2,20),(20,26),-0.0841005 # DEPENDENCYPART_GRANDPAR
(2,20),(20,27),-0.133651 # DEPENDENCYPART_GRANDPAR
(2,20),(20,28),-0.173044 # DEPENDENCYPART_GRANDPAR
(2,20),(20,29),-0.0979135 # DEPENDENCYPART_GRANDPAR
(2,21),(21,3),0.735088 # DEPENDENCYPART_GRANDPAR
(2,21),(21,15),-0.483099 # DEPENDENCYPART_GRANDPAR
(2,21),(21,17),0.18357 # DEPENDENCYPART_GRANDPAR
(2,21),(21,18),0.148592 # DEPENDENCYPART_GRANDPAR
(2,21),(21,19),-0.504661 # DEPENDENCYPART_GRANDPAR
(2,21),(21,20),0.0306313 # DEPENDENCYPART_GRANDPAR
(2,21),(21,22),0.0134285 # DEPENDENCYPART_GRANDPAR
(2,21),(21,23),-0.388868 # DEPENDENCYPART_GRANDPAR
(2,21),(21,24),-0.216746 # DEPENDENCYPART_GRANDPAR
(2,21),(21,25),-0.420921 # DEPENDENCYPART_GRANDPAR
(2,21),(21,26),-0.409116 # DEPENDENCYPART_GRANDPAR
(2,21),(21,27),-0.365761 # DEPENDENCYPART_GRANDPAR
(2,22),(22,1),0.289269 # DEPENDENCYPART_GRANDPAR
(2,22),(22,2),-0.64591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,22),(22,3),1.24303 # DEPENDENCYPART_GRANDPAR
(2,22),(22,7),0.00604439 # DEPENDENCYPART_GRANDPAR
(2,22),(22,8),0.0288923 # DEPENDENCYPART_GRANDPAR
(2,22),(22,10),-0.435729 # DEPENDENCYPART_GRANDPAR
(2,22),(22,12),0.0323644 # DEPENDENCYPART_GRANDPAR
(2,22),(22,13),-0.0752088 # DEPENDENCYPART_GRANDPAR
(2,22),(22,14),-0.104968 # DEPENDENCYPART_GRANDPAR
(2,22),(22,15),-0.0954225 # DEPENDENCYPART_GRANDPAR
(2,22),(22,17),0.56937 # DEPENDENCYPART_GRANDPAR
(2,22),(22,18),0.41988 # DEPENDENCYPART_GRANDPAR
(2,22),(22,19),-0.0544534 # DEPENDENCYPART_GRANDPAR
(2,22),(22,20),0.416293 # DEPENDENCYPART_GRANDPAR
(2,22),(22,21),-0.344718 # DEPENDENCYPART_GRANDPAR
(2,22),(22,23),-0.105984 # DEPENDENCYPART_GRANDPAR
(2,22),(22,24),0.041153 # DEPENDENCYPART_GRANDPAR
(2,22),(22,25),-0.0647056 # DEPENDENCYPART_GRANDPAR
(2,22),(22,26),-0.0827505 # DEPENDENCYPART_GRANDPAR
(2,22),(22,27),-0.132114 # DEPENDENCYPART_GRANDPAR
(2,22),(22,28),-0.171694 # DEPENDENCYPART_GRANDPAR
(2,22),(22,29),-0.0990121 # DEPENDENCYPART_GRANDPAR
