# _root_ " Podnikám a nezakrývám , že závodění a firma někdy nejdou dohromady , jedno druhému zabírá čas .
#goldHeads=3,3,0,3,6,4,8,11,8,11,13,11,6,16,16,13,16,0,
#predictedHeads=3,3,0,3,6,4,8,11,8,11,6,11,11,16,16,13,16,0,
(13,3),(13,8),0.0137574 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.00552062 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.0376793 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.0151316 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.0409546 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.0157685 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0117919 # DEPENDENCYPART_SIBL
(13,3),(13,16),0.0561427 # DEPENDENCYPART_SIBL
(13,3),(13,17),0.0822217 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.00896536 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.063602 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.0381268 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.0498117 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0131374 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.0532689 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0557865 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.0041147 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0633775 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0668793 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.00781472 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.66662 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.0210749 # DEPENDENCYPART_SIBL
(13,4),(13,18),0.00692759 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.237691 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.0729228 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.156291 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.0536582 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.0875803 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.0499201 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.0563689 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.022869 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.0436193 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.0784213 # DEPENDENCYPART_SIBL
(13,5),(13,17),0.101906 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.018469 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.064872 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.026354 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.0632503 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.0672521 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.0874639 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.0699258 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.0294643 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.00195577 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0298628 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.0188312 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.0528464 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.0234704 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.00671646 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.0172286 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.140024 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.0151368 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.103109 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.00969153 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.014972 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.23161 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.0315608 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.00552062 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0376793 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0151316 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0409546 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0157685 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0117919 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.0561427 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.0822217 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.00896536 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0141665 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.167421 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0120747 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.122246 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.0112954 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.0424715 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.244462 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.0094974 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.106356 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0676164 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.113104 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.13839 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0863396 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.12843 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0119286 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0633775 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0668793 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.00781472 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.66662 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.0210749 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.00692759 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.041573 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.059839 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.00538544 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0276182 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.125598 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0639364 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0608463 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.00179838 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0649425 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0414852 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0404827 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.106078 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0210824 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.129508 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.110841 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0688455 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0118563 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0252021 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.163421 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0183369 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.00994698 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0795131 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0729163 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.134322 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.103459 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.0120808 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.0431427 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.0360513 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.0453886 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.0633316 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.0785841 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.02668 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.00644618 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.069913 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.0689545 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.210494 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.0670875 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.0868044 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.00813748 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.00431816 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0129219 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.0490104 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.161941 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.0848013 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.00879455 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.046375 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.000859589 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.0245427 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.160291 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.0424847 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0173629 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.00284874 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.12705 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0182251 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.00976856 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.000527194 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0314928 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0169725 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.00308354 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.182181 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.00883691 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.181946 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.32418 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0443072 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0604121 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.00263807 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0505931 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.00638437 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0467051 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.121051 # DEPENDENCYPART_SIBL
(16,1),(16,2),0.0910492 # DEPENDENCYPART_SIBL
(16,1),(16,3),-0.0220843 # DEPENDENCYPART_SIBL
(16,1),(16,4),0.0910492 # DEPENDENCYPART_SIBL
(16,1),(16,5),-0.161957 # DEPENDENCYPART_SIBL
(16,1),(16,6),-0.0210153 # DEPENDENCYPART_SIBL
(16,1),(16,7),0.0318265 # DEPENDENCYPART_SIBL
(16,1),(16,8),-0.0220843 # DEPENDENCYPART_SIBL
(16,1),(16,9),0.0343443 # DEPENDENCYPART_SIBL
(16,1),(16,10),0.000483404 # DEPENDENCYPART_SIBL
(16,1),(16,11),0.0910492 # DEPENDENCYPART_SIBL
(16,1),(16,12),-0.0169416 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.161957 # DEPENDENCYPART_SIBL
(16,1),(16,14),-0.0492518 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.056116 # DEPENDENCYPART_SIBL
(16,1),(16,17),0.0179084 # DEPENDENCYPART_SIBL
(16,1),(16,18),0.106656 # DEPENDENCYPART_SIBL
(16,2),(16,3),-0.0270831 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.232479 # DEPENDENCYPART_SIBL
(16,2),(16,5),-0.091809 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.0862211 # DEPENDENCYPART_SIBL
(16,2),(16,7),-0.011061 # DEPENDENCYPART_SIBL
(16,2),(16,8),-0.0270831 # DEPENDENCYPART_SIBL
(16,2),(16,9),0.0132931 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.032052 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.232479 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.0421946 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.091809 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.067678 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.055749 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.00735485 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.0386911 # DEPENDENCYPART_SIBL
(16,3),(16,4),-0.0932579 # DEPENDENCYPART_SIBL
(16,3),(16,5),-0.104715 # DEPENDENCYPART_SIBL
(16,3),(16,6),-0.150717 # DEPENDENCYPART_SIBL
(16,3),(16,7),-0.0880388 # DEPENDENCYPART_SIBL
(16,3),(16,8),-0.108618 # DEPENDENCYPART_SIBL
(16,3),(16,9),-0.0529558 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.105643 # DEPENDENCYPART_SIBL
(16,3),(16,11),-0.0932579 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.108049 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.104715 # DEPENDENCYPART_SIBL
(16,3),(16,14),-0.105232 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.146713 # DEPENDENCYPART_SIBL
(16,3),(16,17),-0.0030116 # DEPENDENCYPART_SIBL
(16,3),(16,18),-0.0654297 # DEPENDENCYPART_SIBL
(16,4),(16,5),-0.091809 # DEPENDENCYPART_SIBL
(16,4),(16,6),-0.0862211 # DEPENDENCYPART_SIBL
(16,4),(16,7),-0.011061 # DEPENDENCYPART_SIBL
(16,4),(16,8),-0.0270831 # DEPENDENCYPART_SIBL
(16,4),(16,9),0.0132931 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.032052 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.232479 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.0421946 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.091809 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.067678 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.055749 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.00735485 # DEPENDENCYPART_SIBL
(16,4),(16,18),-0.0386911 # DEPENDENCYPART_SIBL
(16,5),(16,6),0.0143325 # DEPENDENCYPART_SIBL
(16,5),(16,7),0.0268348 # DEPENDENCYPART_SIBL
(16,5),(16,8),0.0343651 # DEPENDENCYPART_SIBL
(16,5),(16,9),0.024026 # DEPENDENCYPART_SIBL
(16,5),(16,10),0.0208832 # DEPENDENCYPART_SIBL
(16,5),(16,11),0.116855 # DEPENDENCYPART_SIBL
(16,5),(16,12),0.0125299 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.174704 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.0187873 # DEPENDENCYPART_SIBL
(16,5),(16,15),0.0220063 # DEPENDENCYPART_SIBL
(16,5),(16,17),0.0193981 # DEPENDENCYPART_SIBL
(16,5),(16,18),-0.0253276 # DEPENDENCYPART_SIBL
(16,6),(16,7),-0.115577 # DEPENDENCYPART_SIBL
(16,6),(16,8),-0.118986 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.0819179 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.0976684 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.149688 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.0988716 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.202462 # DEPENDENCYPART_SIBL
(16,6),(16,14),-0.106281 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.156486 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.197252 # DEPENDENCYPART_SIBL
(16,6),(16,18),-0.201299 # DEPENDENCYPART_SIBL
(16,7),(16,8),-0.0390471 # DEPENDENCYPART_SIBL
(16,7),(16,9),-0.16343 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.00128804 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.00253638 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.00625037 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.147224 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.0587804 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.161791 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.0201439 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.0235203 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.0529558 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.105643 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.0932579 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.108049 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.104715 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.105232 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.146713 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.0030116 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.0654297 # DEPENDENCYPART_SIBL
(16,9),(16,10),0.0164066 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.059721 # DEPENDENCYPART_SIBL
(16,9),(16,12),0.0114443 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.105323 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.0423098 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.146065 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.0471676 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0241152 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.0692599 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.00555678 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.124377 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.0125719 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.0268271 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.0217241 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.166606 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.0421946 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.091809 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.067678 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.055749 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.00735485 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0386911 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.162874 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0588068 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.0168559 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0316109 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.20158 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0187873 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0220063 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0193981 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0253276 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.00944975 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.00570166 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.00103549 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0620645 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0993303 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.114947 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.0888318 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0370852 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.185955 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.0788632 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0185288 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0994184 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.445585 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.00280585 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.172299 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.568276 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.131668 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.211367 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.00176854 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.121007 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.113272 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.162595 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.0488472 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.325045 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.466942 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.282949 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.143542 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.433984 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.791595 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.139347 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.0138683 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.262558 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.0713827 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.359534 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),0.466453 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.131668 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.560919 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.227487 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.121007 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.113272 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.43015 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.162595 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.0140181 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.00759101 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.0221597 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.26039 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-0.205549 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.201527 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.610485 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.216802 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.00739884 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.0934464 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.126717 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.294834 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.491167 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.0550551 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-1.03934 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.26796 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.642075 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.318326 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.19516 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.160001 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),0.00873444 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.325045 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.466942 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.133307 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.150941 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),0.00891141 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.50629 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.738492 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.397795 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.0138683 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.262558 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.201127 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.0713827 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.359534 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),0.466453 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.757749 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),0.28841 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.131668 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.560919 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.227487 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.0569648 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.144697 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.469644 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.646485 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.146474 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.179637 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.335272 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.26039 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.0488472 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.548954 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.205549 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),0.181735 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.353496 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),0.414782 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.201527 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.610485 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),0.216802 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.00739884 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),0.0084189 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.471342 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.765028 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.15716 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.340882 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.450737 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.02779 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.547485 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.348749 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.132917 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),0.474725 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.507613 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),0.305596 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.764447 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.492452 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.704789 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-1.03249 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),0.0957675 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.12887 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.55812 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),0.224689 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),-0.0597634 # DEPENDENCYPART_GRANDPAR
