# _root_ Mezi pašeráky byli v Průhonicích u Prahy zadrženi i dva policisté z Bratislavy , kteří - jak se po prvním výslechu ukázalo - nepřísluší ke kriminální , ale k dopravní policii .
#goldHeads=8,1,8,8,4,5,6,0,11,11,8,11,12,24,24,22,22,22,22,21,19,24,22,11,28,25,28,24,28,31,29,0,
#predictedHeads=8,1,8,3,4,5,6,0,11,11,8,11,12,22,22,22,22,22,22,21,19,13,22,0,28,25,28,24,28,31,29,0,
(0,22),(22,18),0.236513 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),0.0994134 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),-0.529354 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),-0.251387 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),-0.00284985 # DEPENDENCYPART_GRANDPAR
(0,22),(22,24),0.595036 # DEPENDENCYPART_GRANDPAR
(0,22),(22,25),0.0660267 # DEPENDENCYPART_GRANDPAR
(0,22),(22,26),-0.544045 # DEPENDENCYPART_GRANDPAR
(0,22),(22,27),-0.157346 # DEPENDENCYPART_GRANDPAR
(0,22),(22,28),0.239106 # DEPENDENCYPART_GRANDPAR
(0,22),(22,29),-0.336508 # DEPENDENCYPART_GRANDPAR
(0,22),(22,31),0.707205 # DEPENDENCYPART_GRANDPAR
(0,23),(23,3),0.4476 # DEPENDENCYPART_GRANDPAR
(0,23),(23,8),-0.0707862 # DEPENDENCYPART_GRANDPAR
(0,23),(23,15),-0.541803 # DEPENDENCYPART_GRANDPAR
(0,23),(23,19),-0.10387 # DEPENDENCYPART_GRANDPAR
(0,23),(23,20),-0.574385 # DEPENDENCYPART_GRANDPAR
(0,23),(23,21),-0.455808 # DEPENDENCYPART_GRANDPAR
(0,23),(23,22),0.29006 # DEPENDENCYPART_GRANDPAR
(0,23),(23,24),0.679139 # DEPENDENCYPART_GRANDPAR
(0,23),(23,25),-0.159563 # DEPENDENCYPART_GRANDPAR
(0,23),(23,26),-0.802109 # DEPENDENCYPART_GRANDPAR
(0,23),(23,29),-0.577889 # DEPENDENCYPART_GRANDPAR
(0,23),(23,31),0.387522 # DEPENDENCYPART_GRANDPAR
(0,24),(24,1),0.383183 # DEPENDENCYPART_GRANDPAR
(0,24),(24,2),0.0459562 # DEPENDENCYPART_GRANDPAR
(0,24),(24,3),0.456553 # DEPENDENCYPART_GRANDPAR
(0,24),(24,4),-0.0419984 # DEPENDENCYPART_GRANDPAR
(0,24),(24,5),-0.281147 # DEPENDENCYPART_GRANDPAR
(0,24),(24,6),-0.0597841 # DEPENDENCYPART_GRANDPAR
(0,24),(24,7),-0.38845 # DEPENDENCYPART_GRANDPAR
(0,24),(24,8),-0.106735 # DEPENDENCYPART_GRANDPAR
(0,24),(24,9),-0.205864 # DEPENDENCYPART_GRANDPAR
(0,24),(24,10),-0.200691 # DEPENDENCYPART_GRANDPAR
(0,24),(24,11),0.504019 # DEPENDENCYPART_GRANDPAR
(0,24),(24,13),-0.491721 # DEPENDENCYPART_GRANDPAR
(0,24),(24,14),-0.416298 # DEPENDENCYPART_GRANDPAR
(0,24),(24,15),-0.439268 # DEPENDENCYPART_GRANDPAR
(0,24),(24,16),-0.20465 # DEPENDENCYPART_GRANDPAR
(0,24),(24,17),-1.31541 # DEPENDENCYPART_GRANDPAR
(0,24),(24,18),0.216364 # DEPENDENCYPART_GRANDPAR
(0,24),(24,19),0.0771033 # DEPENDENCYPART_GRANDPAR
(0,24),(24,21),-0.26552 # DEPENDENCYPART_GRANDPAR
(0,24),(24,22),0.277115 # DEPENDENCYPART_GRANDPAR
(0,24),(24,23),-0.166236 # DEPENDENCYPART_GRANDPAR
(0,24),(24,25),0.0385278 # DEPENDENCYPART_GRANDPAR
(0,24),(24,26),-0.574915 # DEPENDENCYPART_GRANDPAR
(0,24),(24,27),-0.194498 # DEPENDENCYPART_GRANDPAR
(0,24),(24,28),0.165676 # DEPENDENCYPART_GRANDPAR
(0,24),(24,29),-0.360631 # DEPENDENCYPART_GRANDPAR
(0,24),(24,31),0.678301 # DEPENDENCYPART_GRANDPAR
(0,24),(24,32),-0.0609372 # DEPENDENCYPART_GRANDPAR
(0,27),(27,24),0.55857 # DEPENDENCYPART_GRANDPAR
(0,27),(27,25),-0.306597 # DEPENDENCYPART_GRANDPAR
(0,27),(27,26),-0.804269 # DEPENDENCYPART_GRANDPAR
(0,27),(27,29),-0.316553 # DEPENDENCYPART_GRANDPAR
(0,27),(27,30),-0.627229 # DEPENDENCYPART_GRANDPAR
(0,27),(27,31),0.552274 # DEPENDENCYPART_GRANDPAR
(0,28),(28,1),0.043831 # DEPENDENCYPART_GRANDPAR
(0,28),(28,2),-0.12597 # DEPENDENCYPART_GRANDPAR
(0,28),(28,3),0.252156 # DEPENDENCYPART_GRANDPAR
(0,28),(28,4),-0.34189 # DEPENDENCYPART_GRANDPAR
(0,28),(28,5),-0.453073 # DEPENDENCYPART_GRANDPAR
(0,28),(28,6),-0.21074 # DEPENDENCYPART_GRANDPAR
(0,28),(28,8),-0.213308 # DEPENDENCYPART_GRANDPAR
(0,28),(28,9),-0.40377 # DEPENDENCYPART_GRANDPAR
(0,28),(28,11),0.324667 # DEPENDENCYPART_GRANDPAR
(0,28),(28,12),-0.701593 # DEPENDENCYPART_GRANDPAR
(0,28),(28,13),-0.677585 # DEPENDENCYPART_GRANDPAR
(0,28),(28,14),-0.322456 # DEPENDENCYPART_GRANDPAR
(0,28),(28,15),-0.573405 # DEPENDENCYPART_GRANDPAR
(0,28),(28,16),-0.147178 # DEPENDENCYPART_GRANDPAR
(0,28),(28,17),-1.4941 # DEPENDENCYPART_GRANDPAR
(0,28),(28,18),0.0499909 # DEPENDENCYPART_GRANDPAR
(0,28),(28,19),-0.22387 # DEPENDENCYPART_GRANDPAR
(0,28),(28,20),-0.742135 # DEPENDENCYPART_GRANDPAR
(0,28),(28,21),-0.443806 # DEPENDENCYPART_GRANDPAR
(0,28),(28,22),0.139734 # DEPENDENCYPART_GRANDPAR
(0,28),(28,23),-0.108763 # DEPENDENCYPART_GRANDPAR
(0,28),(28,24),0.405017 # DEPENDENCYPART_GRANDPAR
(0,28),(28,25),-0.45605 # DEPENDENCYPART_GRANDPAR
(0,28),(28,26),-0.936812 # DEPENDENCYPART_GRANDPAR
(0,28),(28,27),-0.124346 # DEPENDENCYPART_GRANDPAR
(0,28),(28,29),-0.563603 # DEPENDENCYPART_GRANDPAR
(0,28),(28,30),-0.840924 # DEPENDENCYPART_GRANDPAR
(0,28),(28,31),0.402064 # DEPENDENCYPART_GRANDPAR
(0,28),(28,32),-0.0478775 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.24287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.119221 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.104997 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),0.0932687 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.24286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),2.03993 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.309283 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),0.096243 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-1.52365 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.331732 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.389319 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.137604 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-2.72294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,5),-1.64929 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-1.09988 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.44404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.115551 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.0636856 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),0.0259425 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),0.218375 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.158969 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.153262 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.0409518 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-1.00775 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.339152 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),0.0837579 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-0.402963 # DEPENDENCYPART_GRANDPAR
(2,3),(3,19),-0.146852 # DEPENDENCYPART_GRANDPAR
(2,3),(3,22),-0.979845 # DEPENDENCYPART_GRANDPAR
(2,3),(3,23),-0.531265 # DEPENDENCYPART_GRANDPAR
(2,3),(3,27),-0.699312 # DEPENDENCYPART_GRANDPAR
(2,3),(3,28),-0.258286 # DEPENDENCYPART_GRANDPAR
(2,3),(3,29),-0.786888 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.00403782 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),0.28778 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-1.36782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,4),-0.220103 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.291001 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),0.172356 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.184314 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.125117 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-1.05697 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.274138 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.794317 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.311682 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-2.10578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.152063 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.072079 # DEPENDENCYPART_GRANDPAR
(3,4),(4,5),0.251855 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.846449 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),0.131622 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.219059 # DEPENDENCYPART_GRANDPAR
(3,5),(5,4),0.250041 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.100787 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-1.16086 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.0696208 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.12782 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),0.0816098 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.68328 # DEPENDENCYPART_GRANDPAR
(3,6),(6,4),0.183425 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.145427 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.986595 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.229656 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.389119 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.337813 # DEPENDENCYPART_GRANDPAR
(3,7),(7,4),0.249459 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.0949318 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.0868571 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.508362 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-1.60086 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),-0.134048 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.313982 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.153807 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-1.44589 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.196427 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.774962 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.0764878 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-1.70007 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.585543 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.00403151 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-0.402108 # DEPENDENCYPART_GRANDPAR
(3,8),(8,22),-0.884062 # DEPENDENCYPART_GRANDPAR
(3,8),(8,23),-0.476173 # DEPENDENCYPART_GRANDPAR
(3,8),(8,25),-0.530698 # DEPENDENCYPART_GRANDPAR
(3,8),(8,28),0.0672677 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.324038 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.841803 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-1.44693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.379198 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),0.225006 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.341404 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.903834 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.0372965 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.315371 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.282947 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),0.227756 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-1.22172 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),0.241908 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-1.05321 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),0.198773 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.342722 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),0.200423 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-1.28364 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),0.131071 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),0.168981 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-1.04036 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),0.190366 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.39294 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),0.0754449 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-1.4195 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.336251 # DEPENDENCYPART_GRANDPAR
(3,11),(11,22),-0.503456 # DEPENDENCYPART_GRANDPAR
(3,11),(11,24),-0.426058 # DEPENDENCYPART_GRANDPAR
(3,11),(11,28),0.104534 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-1.35348 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.614634 # DEPENDENCYPART_GRANDPAR
(3,14),(14,3),-1.72872 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,14),(14,8),-0.271056 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-0.66293 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.669204 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-1.60558 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.630685 # DEPENDENCYPART_GRANDPAR
(3,14),(14,20),-1.05345 # DEPENDENCYPART_GRANDPAR
(3,14),(14,22),-1.27093 # DEPENDENCYPART_GRANDPAR
(3,17),(17,12),0.0529437 # DEPENDENCYPART_GRANDPAR
(3,17),(17,13),-1.57874 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-0.585326 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),-0.413725 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),-0.344574 # DEPENDENCYPART_GRANDPAR
(3,17),(17,21),-1.38365 # DEPENDENCYPART_GRANDPAR
(3,19),(19,16),-0.363721 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),-0.879999 # DEPENDENCYPART_GRANDPAR
(3,19),(19,21),-1.11496 # DEPENDENCYPART_GRANDPAR
(3,19),(19,23),-0.477949 # DEPENDENCYPART_GRANDPAR
(3,19),(19,24),-0.509662 # DEPENDENCYPART_GRANDPAR
(3,19),(19,31),-2.10726 # DEPENDENCYPART_GRANDPAR
(3,22),(22,1),-0.0885254 # DEPENDENCYPART_GRANDPAR
(3,22),(22,2),-0.509245 # DEPENDENCYPART_GRANDPAR
(3,22),(22,3),-1.58473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,22),(22,4),-0.109302 # DEPENDENCYPART_GRANDPAR
(3,22),(22,5),-0.285784 # DEPENDENCYPART_GRANDPAR
(3,22),(22,6),-0.129059 # DEPENDENCYPART_GRANDPAR
(3,22),(22,7),-1.41769 # DEPENDENCYPART_GRANDPAR
(3,22),(22,8),-0.143825 # DEPENDENCYPART_GRANDPAR
(3,22),(22,10),-0.594795 # DEPENDENCYPART_GRANDPAR
(3,22),(22,11),-0.71913 # DEPENDENCYPART_GRANDPAR
(3,22),(22,12),-0.113571 # DEPENDENCYPART_GRANDPAR
(3,22),(22,14),-0.175979 # DEPENDENCYPART_GRANDPAR
(3,22),(22,15),-0.629958 # DEPENDENCYPART_GRANDPAR
(3,22),(22,16),-0.105373 # DEPENDENCYPART_GRANDPAR
(3,22),(22,17),-0.12226 # DEPENDENCYPART_GRANDPAR
(3,22),(22,18),-0.365494 # DEPENDENCYPART_GRANDPAR
(3,22),(22,19),-0.345845 # DEPENDENCYPART_GRANDPAR
(3,22),(22,20),-1.03434 # DEPENDENCYPART_GRANDPAR
(3,22),(22,21),-1.5339 # DEPENDENCYPART_GRANDPAR
(3,22),(22,23),-0.447865 # DEPENDENCYPART_GRANDPAR
(3,22),(22,24),-0.789396 # DEPENDENCYPART_GRANDPAR
(3,22),(22,25),-0.510821 # DEPENDENCYPART_GRANDPAR
(3,22),(22,26),-1.43354 # DEPENDENCYPART_GRANDPAR
(3,22),(22,27),-0.646782 # DEPENDENCYPART_GRANDPAR
(3,22),(22,28),0.0989735 # DEPENDENCYPART_GRANDPAR
(3,22),(22,29),-0.188306 # DEPENDENCYPART_GRANDPAR
(3,22),(22,31),-2.50326 # DEPENDENCYPART_GRANDPAR
(3,23),(23,3),-1.55714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,23),(23,8),-0.10824 # DEPENDENCYPART_GRANDPAR
(3,23),(23,15),-0.531543 # DEPENDENCYPART_GRANDPAR
(3,23),(23,19),-0.170957 # DEPENDENCYPART_GRANDPAR
(3,23),(23,20),-0.856286 # DEPENDENCYPART_GRANDPAR
(3,23),(23,21),-1.36754 # DEPENDENCYPART_GRANDPAR
(3,23),(23,22),-0.674015 # DEPENDENCYPART_GRANDPAR
(3,23),(23,24),-0.994553 # DEPENDENCYPART_GRANDPAR
(3,23),(23,25),-0.462595 # DEPENDENCYPART_GRANDPAR
(3,23),(23,26),-1.47016 # DEPENDENCYPART_GRANDPAR
(3,23),(23,29),-0.154077 # DEPENDENCYPART_GRANDPAR
(3,23),(23,31),-2.40431 # DEPENDENCYPART_GRANDPAR
(3,27),(27,24),-0.751565 # DEPENDENCYPART_GRANDPAR
(3,27),(27,25),-0.5751 # DEPENDENCYPART_GRANDPAR
(3,27),(27,26),-1.65434 # DEPENDENCYPART_GRANDPAR
(3,27),(27,29),-0.133589 # DEPENDENCYPART_GRANDPAR
(3,27),(27,30),-1.91651 # DEPENDENCYPART_GRANDPAR
(3,27),(27,31),-2.41595 # DEPENDENCYPART_GRANDPAR
(3,28),(28,1),-0.312135 # DEPENDENCYPART_GRANDPAR
(3,28),(28,2),-0.828668 # DEPENDENCYPART_GRANDPAR
(3,28),(28,3),-1.50366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,28),(28,4),0.282364 # DEPENDENCYPART_GRANDPAR
(3,28),(28,5),-0.0803397 # DEPENDENCYPART_GRANDPAR
(3,28),(28,6),0.287705 # DEPENDENCYPART_GRANDPAR
(3,28),(28,8),-0.015214 # DEPENDENCYPART_GRANDPAR
(3,28),(28,9),0.054849 # DEPENDENCYPART_GRANDPAR
(3,28),(28,11),-0.514251 # DEPENDENCYPART_GRANDPAR
(3,28),(28,12),0.119549 # DEPENDENCYPART_GRANDPAR
(3,28),(28,13),-1.47756 # DEPENDENCYPART_GRANDPAR
(3,28),(28,14),-0.26535 # DEPENDENCYPART_GRANDPAR
(3,28),(28,15),-0.587583 # DEPENDENCYPART_GRANDPAR
(3,28),(28,16),-0.340256 # DEPENDENCYPART_GRANDPAR
(3,28),(28,17),-0.213523 # DEPENDENCYPART_GRANDPAR
(3,28),(28,18),-0.344493 # DEPENDENCYPART_GRANDPAR
(3,28),(28,19),-0.0660529 # DEPENDENCYPART_GRANDPAR
(3,28),(28,20),-0.984023 # DEPENDENCYPART_GRANDPAR
(3,28),(28,21),-1.33481 # DEPENDENCYPART_GRANDPAR
(3,28),(28,22),-0.58351 # DEPENDENCYPART_GRANDPAR
(3,28),(28,23),-0.343979 # DEPENDENCYPART_GRANDPAR
(3,28),(28,24),-0.494198 # DEPENDENCYPART_GRANDPAR
(3,28),(28,25),-0.330928 # DEPENDENCYPART_GRANDPAR
(3,28),(28,26),-1.52151 # DEPENDENCYPART_GRANDPAR
(3,28),(28,27),-0.363638 # DEPENDENCYPART_GRANDPAR
(3,28),(28,29),-0.0217704 # DEPENDENCYPART_GRANDPAR
(3,28),(28,30),-1.66071 # DEPENDENCYPART_GRANDPAR
(3,28),(28,31),-2.18935 # DEPENDENCYPART_GRANDPAR
(3,28),(28,32),-0.816836 # DEPENDENCYPART_GRANDPAR
(3,29),(29,27),-0.623804 # DEPENDENCYPART_GRANDPAR
(3,29),(29,30),-1.51892 # DEPENDENCYPART_GRANDPAR
(3,29),(29,31),-2.11095 # DEPENDENCYPART_GRANDPAR
(3,29),(29,32),-0.794565 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.413134 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.86973 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.18159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.184937 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.382946 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.062169 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.360926 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.389299 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.18204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),2.50399 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.679564 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-2.76106 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,1),-0.594639 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-1.11492 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.148826 # DEPENDENCYPART_GRANDPAR
(5,2),(2,6),-0.262801 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.82294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,7),-1.02809 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-2.04315 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.1739 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.40192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.573153 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.292105 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.6777 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.96077 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-1.11636 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.13576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,1),-1.22837 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-1.79719 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-2.24172 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-1.21485 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.45376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.314748 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.342411 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.278081 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.888858 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.213108 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.263338 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),0.347892 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.324408 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.284157 # DEPENDENCYPART_GRANDPAR
(5,8),(8,22),-0.860596 # DEPENDENCYPART_GRANDPAR
(5,8),(8,23),-0.27374 # DEPENDENCYPART_GRANDPAR
(5,8),(8,25),-0.569574 # DEPENDENCYPART_GRANDPAR
(5,8),(8,28),-0.308928 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-1.26906 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-1.96939 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-2.38943 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-1.19991 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-1.63437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.447384 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.168287 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.357441 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.627793 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-1.20212 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.286439 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.585395 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.357096 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.135229 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.189293 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.410127 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.0065655 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.39218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,5),-1.06678 # DEPENDENCYPART_GRANDPAR
(6,4),(4,7),0.035174 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),0.192267 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-1.32705 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.249617 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.39218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),0.292639 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.346012 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.0957837 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.468074 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.327765 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-2.02583 # DEPENDENCYPART_GRANDPAR
