# _root_ Jedná se o projekty snižující zamoření ovzduší , zlepšující kvalitu vod , hospodaření s odpady .
#goldHeads=0,1,1,3,8,5,6,4,8,12,10,9,12,13,14,0,
#predictedHeads=0,1,1,3,4,5,6,9,4,9,10,9,9,13,14,0,
(13,5),(13,11),0.183636 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.0239546 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.033567 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0121495 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.113965 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.0120799 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.00703075 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.0152132 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.0120281 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.0200722 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.10346 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.0149203 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.00296912 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.00717662 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.0145246 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.0113396 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0241833 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.103483 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.00997773 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.00298035 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.183141 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.18281 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0231288 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0335669 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0121498 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.113965 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0137584 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0153635 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.102439 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.0409072 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0058272 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0248423 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.101781 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0130799 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.00368983 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.00456699 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.00762387 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.186899 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.1866 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0338508 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.204938 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.320753 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.00335965 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.346541 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0843966 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0437371 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.474968 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.181994 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.182327 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.111386 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0110433 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.00331899 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.00309701 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.227626 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.00919795 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.26724 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.252285 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.359919 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.234863 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.173549 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.590916 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.264643 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),-0.181001 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),-0.302685 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),-0.0283846 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),-0.208052 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-0.124481 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.357817 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.442394 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.46664 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.365301 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.372754 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.662436 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.065421 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.576733 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.506616 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.695555 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.571333 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.336792 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.637852 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.903114 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.603972 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.344245 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.636399 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.344731 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-0.54632 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.883651 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.342165 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.582344 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.504149 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.707152 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.586613 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.318118 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.703467 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.401176 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.18096 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.437487 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.11036 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.343127 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.248998 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.883651 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),-0.342165 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),-0.582344 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.707152 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.586613 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.0655181 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.626235 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.866003 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.618188 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.437487 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.11036 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.343127 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.248998 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.0472505 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.187844 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.00396892 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.174719 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.174339 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.27703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.0251193 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.225795 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.222439 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.0129599 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.385185 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.168895 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.588705 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.27041 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.551143 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.168514 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.380698 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.176508 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-0.692078 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.23372 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.206406 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.184253 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.557303 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.314255 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.441922 # DEPENDENCYPART_GRANDPAR
(1,5),(5,16),-0.681238 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-1.26714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.037075 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.242442 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.158784 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.128555 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.403131 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.168463 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.579907 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.288356 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.574174 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.398644 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.169775 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-1.26648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.037736 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),0.242298 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),0.157261 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.126527 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),0.10746 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.166521 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.578454 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.280144 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.560877 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.168371 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-1.90189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,3),0.103785 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),-0.17528 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.641427 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.245663 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.614566 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.847202 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.48289 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.759802 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.305556 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.595321 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.249357 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),-0.900804 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),-0.631722 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-1.28775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,3),0.218454 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),-0.186175 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),-0.272678 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.203263 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.544726 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.576133 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.183445 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.405688 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.184351 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.717068 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.530107 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),0.158536 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),-0.125602 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),0.108733 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),-0.25909 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.484153 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.12662 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.166294 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.395865 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.174852 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-0.707245 # DEPENDENCYPART_GRANDPAR
(1,12),(12,1),-1.90189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,12),(12,3),0.103785 # DEPENDENCYPART_GRANDPAR
(1,12),(12,4),-0.17528 # DEPENDENCYPART_GRANDPAR
(1,12),(12,6),-0.245663 # DEPENDENCYPART_GRANDPAR
(1,12),(12,7),-0.614566 # DEPENDENCYPART_GRANDPAR
(1,12),(12,8),0.0374907 # DEPENDENCYPART_GRANDPAR
(1,12),(12,9),-0.998488 # DEPENDENCYPART_GRANDPAR
(1,12),(12,10),-0.410348 # DEPENDENCYPART_GRANDPAR
(1,12),(12,11),-0.783621 # DEPENDENCYPART_GRANDPAR
(1,12),(12,13),-0.595321 # DEPENDENCYPART_GRANDPAR
(1,12),(12,14),-0.249357 # DEPENDENCYPART_GRANDPAR
(1,12),(12,15),-0.900804 # DEPENDENCYPART_GRANDPAR
(1,12),(12,16),-0.631722 # DEPENDENCYPART_GRANDPAR
(1,13),(13,1),-1.25776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,13),(13,4),0.164638 # DEPENDENCYPART_GRANDPAR
(1,13),(13,5),-0.125935 # DEPENDENCYPART_GRANDPAR
(1,13),(13,6),0.114838 # DEPENDENCYPART_GRANDPAR
(1,13),(13,7),-0.252987 # DEPENDENCYPART_GRANDPAR
(1,13),(13,9),-0.484486 # DEPENDENCYPART_GRANDPAR
(1,13),(13,10),-0.120517 # DEPENDENCYPART_GRANDPAR
(1,13),(13,11),-0.413065 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),-0.17777 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),-0.144647 # DEPENDENCYPART_GRANDPAR
(1,13),(13,15),-0.69514 # DEPENDENCYPART_GRANDPAR
(1,13),(13,16),-0.518362 # DEPENDENCYPART_GRANDPAR
(1,14),(14,12),-0.125448 # DEPENDENCYPART_GRANDPAR
(1,14),(14,13),-0.193241 # DEPENDENCYPART_GRANDPAR
(1,14),(14,15),-0.585438 # DEPENDENCYPART_GRANDPAR
(1,14),(14,16),-0.32053 # DEPENDENCYPART_GRANDPAR
(1,15),(15,9),-0.481029 # DEPENDENCYPART_GRANDPAR
(1,15),(15,11),-0.417076 # DEPENDENCYPART_GRANDPAR
(1,15),(15,13),-0.25869 # DEPENDENCYPART_GRANDPAR
(1,15),(15,16),-0.515321 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.440026 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.653374 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.40487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.37585 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.872942 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.114088 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),0.240549 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.161829 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),0.535352 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.359403 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),0.297782 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),0.809643 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.10023 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.801833 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.43462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),1.48546 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.798724 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.190039 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.0441823 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),0.460918 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.487595 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.440025 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.653373 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.41148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),1.92334 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.0318376 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.131361 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.234761 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.154128 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),0.518078 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.380448 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),0.792369 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.103941 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.677 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-1.61502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),1.47653 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.277932 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.854958 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.139407 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.437935 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),0.556706 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.334931 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),0.128928 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),0.830727 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.50112 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.773892 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.471467 # DEPENDENCYPART_GRANDPAR
(3,12),(12,1),-0.677 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-1.61502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,4),1.47653 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),0.854958 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),-0.139407 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),0.753242 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.79446 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),0.569092 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.378434 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),0.830727 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.50112 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.773892 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.471467 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.371402 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.529853 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-2.28992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),0.179814 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.584939 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.630105 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.475834 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-1.02917 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-1.02933 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-0.534491 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-1.14203 # DEPENDENCYPART_GRANDPAR
(4,1),(1,14),-0.188946 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-1.46484 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-1.02329 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-2.56074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),0.0914272 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.855762 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.569047 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.627704 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-1.04899 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.19732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.753422 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.712156 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.457296 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),0.302053 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.131649 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-1.83413 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.07691 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-1.01566 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.87255 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),1.16567 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.17383 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.296437 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.127954 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.236713 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.237148 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.336539 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),0.275002 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-1.83413 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-1.07691 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-1.01566 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.875073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),1.16602 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.8271 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.29518 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.126217 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.232482 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.229146 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),0.273548 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-1.92663 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-1.1604 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.19628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),1.13225 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.496272 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.447038 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.200863 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.0439517 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.0377688 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),0.190392 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.144398 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),0.269153 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.46886 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.219608 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-1.04899 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.511007 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.464704 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.675948 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),0.288252 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),0.290812 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),0.39021 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),0.187398 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),0.540306 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.136863 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.140079 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-1.83413 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-1.01566 # DEPENDENCYPART_GRANDPAR
(4,10),(10,5),1.14667 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.788563 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.635749 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.201872 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.227163 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),0.232798 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.330325 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),0.271949 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.6591 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.0210186 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.867947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),1.17831 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),0.834224 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.78724 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.23351 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),0.388917 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),0.223195 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.361598 # DEPENDENCYPART_GRANDPAR
