# _root_ Jestliže rada jednou jmenovala komisi a schválila její závěr , nemůže se zříci odpovědnosti , trvá na svém ředitel Sadil .
#goldHeads=11,6,4,6,4,1,6,9,7,1,15,13,11,13,0,15,16,17,20,16,0,
#predictedHeads=16,4,4,6,4,1,6,9,7,1,16,13,11,13,1,0,16,17,20,16,0,
(13,3),(13,5),-0.0110764 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.0193417 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.0411777 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.00353428 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.16021 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.0232404 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.0282352 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.0171553 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.00397016 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.00549969 # DEPENDENCYPART_SIBL
(13,3),(13,17),0.0402536 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.049288 # DEPENDENCYPART_SIBL
(13,3),(13,20),0.0133091 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.0107821 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.0270867 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.234747 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.00594283 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0921958 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.247542 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.039517 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.00632009 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0113842 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0139674 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.0370378 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.0580088 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.00879184 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.0452296 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.00454126 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.178658 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.158703 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0267553 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.00151466 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0333137 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.00611954 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.0197827 # DEPENDENCYPART_SIBL
(13,5),(13,17),0.0144703 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.0625134 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.0379857 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.0948718 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.0780938 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.104715 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.11137 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.00751538 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.013745 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.00949237 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0202741 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.0133861 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.0239354 # DEPENDENCYPART_SIBL
(13,6),(13,20),0.0110819 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.00693761 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0949117 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.249392 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.040515 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.00946757 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0126721 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0148383 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.0467118 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.0611563 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.0119393 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.142898 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0161639 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0402207 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.000780829 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.0141374 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.00359983 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.0272785 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.0284189 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.00389122 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0755526 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.025981 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.00616715 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.181759 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.00876079 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.00377977 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.073813 # DEPENDENCYPART_SIBL
(13,10),(13,20),0.00697327 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0478682 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.00584911 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0284209 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0192824 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0275209 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0575368 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.00831977 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0164911 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0392726 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.00767885 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0422764 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.08844 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.0408926 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.00527415 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0131108 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0123539 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.141662 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.109858 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0977592 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.112539 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.114912 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.10464 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.0300474 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.00884865 # DEPENDENCYPART_SIBL
(13,16),(13,20),0.0346866 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.039746 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.024242 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.133567 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.00934235 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.342959 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.0806322 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0121092 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0772605 # DEPENDENCYPART_SIBL
(14,8),(14,19),-0.0434567 # DEPENDENCYPART_SIBL
(14,8),(14,20),-0.0364779 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.33074 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0582174 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0410411 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0636477 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0762625 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.0692837 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0060177 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0114333 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.145501 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0704245 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0632567 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0150421 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.025537 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.00924247 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.00775818 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.009449 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.00508592 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.00016369 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.0644228 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.0298558 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.0645219 # DEPENDENCYPART_SIBL
(15,1),(15,4),0.0112961 # DEPENDENCYPART_SIBL
(15,1),(15,6),0.0100598 # DEPENDENCYPART_SIBL
(15,1),(15,7),0.0110481 # DEPENDENCYPART_SIBL
(15,1),(15,9),0.0033411 # DEPENDENCYPART_SIBL
(15,1),(15,10),0.0676835 # DEPENDENCYPART_SIBL
(15,1),(15,11),0.018759 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.00884997 # DEPENDENCYPART_SIBL
(15,1),(15,13),0.0114236 # DEPENDENCYPART_SIBL
(15,1),(15,14),0.0121194 # DEPENDENCYPART_SIBL
(15,1),(15,16),0.0434844 # DEPENDENCYPART_SIBL
(15,1),(15,17),0.0586525 # DEPENDENCYPART_SIBL
(15,1),(15,19),0.0743336 # DEPENDENCYPART_SIBL
(15,1),(15,20),0.0373289 # DEPENDENCYPART_SIBL
(15,4),(15,6),-0.0131374 # DEPENDENCYPART_SIBL
(15,4),(15,7),0.00308842 # DEPENDENCYPART_SIBL
(15,4),(15,9),-0.0463249 # DEPENDENCYPART_SIBL
(15,4),(15,10),0.0632188 # DEPENDENCYPART_SIBL
(15,4),(15,11),0.0258345 # DEPENDENCYPART_SIBL
(15,4),(15,12),-0.0619665 # DEPENDENCYPART_SIBL
(15,4),(15,13),0.0027779 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.0351137 # DEPENDENCYPART_SIBL
(15,4),(15,16),0.644263 # DEPENDENCYPART_SIBL
(15,4),(15,17),0.0321044 # DEPENDENCYPART_SIBL
(15,4),(15,19),0.00641997 # DEPENDENCYPART_SIBL
(15,4),(15,20),-0.0133255 # DEPENDENCYPART_SIBL
(15,6),(15,7),0.0147562 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.00189569 # DEPENDENCYPART_SIBL
(15,6),(15,10),0.173551 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.0224599 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.0519036 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.0151316 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.00686759 # DEPENDENCYPART_SIBL
(15,6),(15,16),0.0397017 # DEPENDENCYPART_SIBL
(15,6),(15,17),0.0370195 # DEPENDENCYPART_SIBL
(15,6),(15,19),0.0916653 # DEPENDENCYPART_SIBL
(15,6),(15,20),0.0576414 # DEPENDENCYPART_SIBL
(15,7),(15,9),-0.0496088 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.0589175 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.0221476 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.065252 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.000909017 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.0383975 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.630883 # DEPENDENCYPART_SIBL
(15,7),(15,17),0.00302696 # DEPENDENCYPART_SIBL
(15,7),(15,19),-0.00659449 # DEPENDENCYPART_SIBL
(15,7),(15,20),-0.02634 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.494702 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.158918 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.000275282 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.137971 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.0223585 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.0215832 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0304517 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.312986 # DEPENDENCYPART_SIBL
(15,9),(15,20),0.185322 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.0381191 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.101785 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.0499201 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.10371 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.0543493 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.0176796 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.0182304 # DEPENDENCYPART_SIBL
(15,10),(15,20),0.0445563 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0695056 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0105532 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0424615 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.648976 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.0342606 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.00579499 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.0139505 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.191178 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.00265118 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0910165 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.00508178 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0933878 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.0638026 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0355607 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.645267 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0328816 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.00719796 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0125475 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0170257 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0242359 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.321315 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.193651 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0368558 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0287738 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.02546 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.0892209 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.0803455 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.0385322 # DEPENDENCYPART_SIBL
(16,1),(16,2),-0.0258547 # DEPENDENCYPART_SIBL
(16,1),(16,3),0.100392 # DEPENDENCYPART_SIBL
(16,1),(16,4),-0.0224617 # DEPENDENCYPART_SIBL
(16,1),(16,5),-0.0244778 # DEPENDENCYPART_SIBL
(16,1),(16,6),-0.0615179 # DEPENDENCYPART_SIBL
(16,1),(16,7),-0.0239462 # DEPENDENCYPART_SIBL
(16,1),(16,9),-0.0159395 # DEPENDENCYPART_SIBL
(16,1),(16,10),-0.128983 # DEPENDENCYPART_SIBL
(16,1),(16,11),-0.0404371 # DEPENDENCYPART_SIBL
(16,1),(16,12),-0.0219718 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.0223323 # DEPENDENCYPART_SIBL
(16,1),(16,14),-0.0259764 # DEPENDENCYPART_SIBL
(16,1),(16,15),-0.128983 # DEPENDENCYPART_SIBL
(16,1),(16,17),0.0136806 # DEPENDENCYPART_SIBL
(16,1),(16,18),0.0295809 # DEPENDENCYPART_SIBL
(16,1),(16,19),-0.0504919 # DEPENDENCYPART_SIBL
(16,1),(16,20),-0.0204917 # DEPENDENCYPART_SIBL
(16,1),(16,21),-0.0670367 # DEPENDENCYPART_SIBL
(16,2),(16,3),0.0921649 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.008578 # DEPENDENCYPART_SIBL
(16,2),(16,5),-0.188516 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.0474105 # DEPENDENCYPART_SIBL
(16,2),(16,7),-0.00540595 # DEPENDENCYPART_SIBL
(16,2),(16,9),-0.179248 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.155629 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.02762 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.00484861 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.00839834 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.196675 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.155629 # DEPENDENCYPART_SIBL
(16,2),(16,17),0.0228422 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.0774229 # DEPENDENCYPART_SIBL
(16,2),(16,19),-0.0509676 # DEPENDENCYPART_SIBL
(16,2),(16,20),-0.02644 # DEPENDENCYPART_SIBL
(16,2),(16,21),0.0112086 # DEPENDENCYPART_SIBL
(16,3),(16,4),0.0422132 # DEPENDENCYPART_SIBL
(16,3),(16,5),-0.00999719 # DEPENDENCYPART_SIBL
(16,3),(16,6),-0.0240954 # DEPENDENCYPART_SIBL
(16,3),(16,7),0.0404131 # DEPENDENCYPART_SIBL
(16,3),(16,9),-0.00245506 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.163921 # DEPENDENCYPART_SIBL
(16,3),(16,11),0.0224758 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.0314397 # DEPENDENCYPART_SIBL
(16,3),(16,13),0.042455 # DEPENDENCYPART_SIBL
(16,3),(16,14),-0.0118788 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.163921 # DEPENDENCYPART_SIBL
(16,3),(16,17),0.0529888 # DEPENDENCYPART_SIBL
(16,3),(16,18),-0.0590806 # DEPENDENCYPART_SIBL
(16,3),(16,19),-0.0617884 # DEPENDENCYPART_SIBL
(16,3),(16,20),0.000808611 # DEPENDENCYPART_SIBL
(16,3),(16,21),-0.169624 # DEPENDENCYPART_SIBL
(16,4),(16,5),-0.00972289 # DEPENDENCYPART_SIBL
(16,4),(16,6),-0.0307683 # DEPENDENCYPART_SIBL
(16,4),(16,7),-0.23502 # DEPENDENCYPART_SIBL
(16,4),(16,9),-0.00488364 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.0954234 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.247815 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.0421253 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.234092 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.0100928 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.0954234 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.0325815 # DEPENDENCYPART_SIBL
(16,4),(16,18),-0.0457576 # DEPENDENCYPART_SIBL
(16,4),(16,19),-0.0650281 # DEPENDENCYPART_SIBL
(16,4),(16,20),-0.0158111 # DEPENDENCYPART_SIBL
(16,4),(16,21),-0.0248991 # DEPENDENCYPART_SIBL
(16,5),(16,6),-0.0593792 # DEPENDENCYPART_SIBL
(16,5),(16,7),-0.0124305 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.185837 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.172251 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.0346445 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.0149739 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.0154229 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.203265 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.172251 # DEPENDENCYPART_SIBL
(16,5),(16,17),0.0370777 # DEPENDENCYPART_SIBL
(16,5),(16,18),-0.086992 # DEPENDENCYPART_SIBL
(16,5),(16,19),-0.0551722 # DEPENDENCYPART_SIBL
(16,5),(16,20),-0.0306446 # DEPENDENCYPART_SIBL
(16,5),(16,21),-0.00178359 # DEPENDENCYPART_SIBL
(16,6),(16,7),-0.0998374 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.0824257 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.112596 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.116335 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.00150628 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.0982236 # DEPENDENCYPART_SIBL
(16,6),(16,14),-0.0924702 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.112596 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.0192273 # DEPENDENCYPART_SIBL
(16,6),(16,18),-0.0488081 # DEPENDENCYPART_SIBL
(16,6),(16,19),-0.0363431 # DEPENDENCYPART_SIBL
(16,6),(16,20),-0.00132573 # DEPENDENCYPART_SIBL
(16,6),(16,21),-0.0570843 # DEPENDENCYPART_SIBL
(16,7),(16,9),-0.00587842 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.0981393 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.249665 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.0431233 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.235942 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.0110876 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.0981393 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.0422554 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.0469667 # DEPENDENCYPART_SIBL
(16,7),(16,19),-0.0681756 # DEPENDENCYPART_SIBL
(16,7),(16,20),-0.0189586 # DEPENDENCYPART_SIBL
(16,7),(16,21),-0.0261475 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.156447 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.0240532 # DEPENDENCYPART_SIBL
(16,9),(16,12),0.0267615 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.00483151 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.195546 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.156447 # DEPENDENCYPART_SIBL
(16,9),(16,17),0.0498858 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0666043 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.0210777 # DEPENDENCYPART_SIBL
(16,9),(16,20),0.00344995 # DEPENDENCYPART_SIBL
(16,9),(16,21),0.0186348 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.077605 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.017762 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.118908 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.0380494 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.175843 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.0119842 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.0283349 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.0648573 # DEPENDENCYPART_SIBL
(16,10),(16,20),0.015929 # DEPENDENCYPART_SIBL
(16,10),(16,21),0.0190213 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.0504765 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.244775 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.0180461 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.0994178 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0230646 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0491227 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0645561 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.015339 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.036951 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.0306174 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.0138024 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.233599 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0353385 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.177158 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.115175 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0676277 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.157146 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0105346 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.095039 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0325799 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.045756 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.0650246 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.0158075 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.0248974 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.164674 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0368944 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0828604 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0498465 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0253189 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.00783762 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0119842 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0283349 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0648573 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.015929 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.0190213 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.00149472 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0623598 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0468557 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.0536676 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0946469 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.0556401 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.0417271 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.144961 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.112082 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.118131 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.041511 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.014835 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.00533448 # DEPENDENCYPART_SIBL
(17,18),(17,19),-1.02711 # DEPENDENCYPART_SIBL
(17,18),(17,20),-1.01956 # DEPENDENCYPART_SIBL
(17,19),(17,20),-1.47062 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.0560991 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.00473543 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.020173 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.00138532 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0689438 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0369561 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.121442 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.00987044 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.081557 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.238366 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.0553475 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.00398973 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.017377 # DEPENDENCYPART_SIBL
(20,14),(20,21),0.00214935 # DEPENDENCYPART_SIBL
