# _root_ Ve Francii mi říkali , že kdyby moje auto šlapalo tak jako mistru Evropy Dubourgovi , koukali by se mi všichni na záda s kilometrovým odstupem .
#goldHeads=4,1,4,0,6,4,17,9,10,7,10,11,15,15,12,7,6,17,17,17,17,17,22,17,26,24,0,
#predictedHeads=4,1,4,0,6,4,17,9,10,7,10,13,15,13,10,7,6,17,17,17,17,17,22,23,26,24,0,
(13,12),(13,24),0.0291802 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0653554 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0531832 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.00637798 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.0426283 # DEPENDENCYPART_SIBL
(13,14),(13,22),0.0926578 # DEPENDENCYPART_SIBL
(13,14),(13,24),0.0423468 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0371462 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.0116568 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.038151 # DEPENDENCYPART_SIBL
(13,15),(13,22),0.104764 # DEPENDENCYPART_SIBL
(13,15),(13,24),0.0485354 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0141743 # DEPENDENCYPART_SIBL
(13,16),(13,21),0.0313934 # DEPENDENCYPART_SIBL
(13,16),(13,22),-0.0324408 # DEPENDENCYPART_SIBL
(13,16),(13,24),0.0259706 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.0339173 # DEPENDENCYPART_SIBL
(13,17),(13,22),0.00353497 # DEPENDENCYPART_SIBL
(13,17),(13,24),0.011858 # DEPENDENCYPART_SIBL
(13,21),(13,22),0.142913 # DEPENDENCYPART_SIBL
(13,21),(13,24),0.213604 # DEPENDENCYPART_SIBL
(13,22),(13,24),0.0806603 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.00059092 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.110602 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.140761 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0833621 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0734061 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.13513 # DEPENDENCYPART_SIBL
(14,11),(14,22),-0.134414 # DEPENDENCYPART_SIBL
(14,11),(14,23),-0.13676 # DEPENDENCYPART_SIBL
(14,11),(14,24),-0.0281971 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.107257 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0793265 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.183789 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.030184 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.017283 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.0380266 # DEPENDENCYPART_SIBL
(14,12),(14,23),0.0847693 # DEPENDENCYPART_SIBL
(14,12),(14,24),0.0233665 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0188077 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0246573 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0102155 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.0500325 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.12341 # DEPENDENCYPART_SIBL
(14,13),(14,23),0.017341 # DEPENDENCYPART_SIBL
(14,13),(14,24),-0.107888 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.037158 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0115978 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.0381592 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.104754 # DEPENDENCYPART_SIBL
(14,15),(14,23),-0.0528315 # DEPENDENCYPART_SIBL
(14,15),(14,24),0.0485249 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0142806 # DEPENDENCYPART_SIBL
(14,16),(14,21),0.0313292 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.0325072 # DEPENDENCYPART_SIBL
(14,16),(14,23),0.00792606 # DEPENDENCYPART_SIBL
(14,16),(14,24),0.0259041 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.0339194 # DEPENDENCYPART_SIBL
(14,17),(14,22),0.00353055 # DEPENDENCYPART_SIBL
(14,17),(14,23),0.00780566 # DEPENDENCYPART_SIBL
(14,17),(14,24),0.0118535 # DEPENDENCYPART_SIBL
(14,21),(14,22),0.142903 # DEPENDENCYPART_SIBL
(14,21),(14,23),-0.0122121 # DEPENDENCYPART_SIBL
(14,21),(14,24),0.213594 # DEPENDENCYPART_SIBL
(14,22),(14,23),0.0349449 # DEPENDENCYPART_SIBL
(14,22),(14,24),0.0806571 # DEPENDENCYPART_SIBL
(14,23),(14,24),0.054004 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.0837694 # DEPENDENCYPART_SIBL
(15,6),(15,9),0.0201424 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.0859776 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.0801029 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.0126918 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.0121491 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.0414588 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.126002 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.102228 # DEPENDENCYPART_SIBL
(15,6),(15,21),-0.109619 # DEPENDENCYPART_SIBL
(15,6),(15,24),-0.13654 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.113049 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.0256175 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.0171156 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.113128 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.112202 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.168394 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.0404329 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.000503539 # DEPENDENCYPART_SIBL
(15,8),(15,21),-0.0224324 # DEPENDENCYPART_SIBL
(15,8),(15,24),-0.0915333 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.0313474 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.00601429 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.00304102 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.00182583 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.0141092 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.00194769 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.039545 # DEPENDENCYPART_SIBL
(15,9),(15,21),-0.0498317 # DEPENDENCYPART_SIBL
(15,9),(15,24),-0.103415 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0179868 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.108771 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.108004 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0830309 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0786709 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.110502 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.135126 # DEPENDENCYPART_SIBL
(15,11),(15,24),-0.0252046 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.113515 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.112937 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.185492 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0335232 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.00738911 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.0159364 # DEPENDENCYPART_SIBL
(15,12),(15,24),0.0291802 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.00822234 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0240845 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.00536662 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.036126 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.0498029 # DEPENDENCYPART_SIBL
(15,13),(15,24),-0.104669 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0260596 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.00341188 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0380808 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.0511764 # DEPENDENCYPART_SIBL
(15,14),(15,24),-0.107218 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0141743 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0183301 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.0313934 # DEPENDENCYPART_SIBL
(15,16),(15,24),0.0259706 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.261479 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.0339173 # DEPENDENCYPART_SIBL
(15,17),(15,24),0.011858 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.0254426 # DEPENDENCYPART_SIBL
(15,18),(15,24),0.00116872 # DEPENDENCYPART_SIBL
(15,21),(15,24),0.213604 # DEPENDENCYPART_SIBL
(16,1),(16,4),0.0530723 # DEPENDENCYPART_SIBL
(16,1),(16,5),0.105948 # DEPENDENCYPART_SIBL
(16,1),(16,6),-0.0032988 # DEPENDENCYPART_SIBL
(16,1),(16,7),-0.0191801 # DEPENDENCYPART_SIBL
(16,1),(16,9),-0.0163973 # DEPENDENCYPART_SIBL
(16,1),(16,10),0.0530758 # DEPENDENCYPART_SIBL
(16,1),(16,11),-0.0255813 # DEPENDENCYPART_SIBL
(16,1),(16,12),-0.0654155 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.0208566 # DEPENDENCYPART_SIBL
(16,1),(16,14),-0.0314329 # DEPENDENCYPART_SIBL
(16,1),(16,15),-0.0208566 # DEPENDENCYPART_SIBL
(16,1),(16,17),0.0617657 # DEPENDENCYPART_SIBL
(16,1),(16,21),0.0481921 # DEPENDENCYPART_SIBL
(16,1),(16,22),0.276851 # DEPENDENCYPART_SIBL
(16,1),(16,24),0.208177 # DEPENDENCYPART_SIBL
(16,4),(16,5),0.063587 # DEPENDENCYPART_SIBL
(16,4),(16,6),-0.0381268 # DEPENDENCYPART_SIBL
(16,4),(16,7),-0.037291 # DEPENDENCYPART_SIBL
(16,4),(16,9),-0.0505428 # DEPENDENCYPART_SIBL
(16,4),(16,10),0.0041147 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.0953502 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.0880487 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.0498117 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.0612788 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.0498117 # DEPENDENCYPART_SIBL
(16,4),(16,17),0.665114 # DEPENDENCYPART_SIBL
(16,4),(16,21),0.0728881 # DEPENDENCYPART_SIBL
(16,4),(16,22),0.0328763 # DEPENDENCYPART_SIBL
(16,4),(16,24),0.0130127 # DEPENDENCYPART_SIBL
(16,5),(16,6),0.237691 # DEPENDENCYPART_SIBL
(16,5),(16,7),0.127034 # DEPENDENCYPART_SIBL
(16,5),(16,9),0.0781686 # DEPENDENCYPART_SIBL
(16,5),(16,10),0.0499201 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.0755131 # DEPENDENCYPART_SIBL
(16,5),(16,12),0.0174901 # DEPENDENCYPART_SIBL
(16,5),(16,13),0.0724717 # DEPENDENCYPART_SIBL
(16,5),(16,14),0.0545923 # DEPENDENCYPART_SIBL
(16,5),(16,15),0.0729228 # DEPENDENCYPART_SIBL
(16,5),(16,17),0.077103 # DEPENDENCYPART_SIBL
(16,5),(16,21),0.121016 # DEPENDENCYPART_SIBL
(16,5),(16,22),0.0176796 # DEPENDENCYPART_SIBL
(16,5),(16,24),0.00589762 # DEPENDENCYPART_SIBL
(16,6),(16,7),-0.0369121 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.057662 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.0874639 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.0206117 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.078238 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.0650229 # DEPENDENCYPART_SIBL
(16,6),(16,14),-0.0750528 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.064872 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.0299898 # DEPENDENCYPART_SIBL
(16,6),(16,21),0.110233 # DEPENDENCYPART_SIBL
(16,6),(16,22),0.00668052 # DEPENDENCYPART_SIBL
(16,6),(16,24),-0.0507308 # DEPENDENCYPART_SIBL
(16,7),(16,9),-0.0120365 # DEPENDENCYPART_SIBL
(16,7),(16,10),0.00835831 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.0432865 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.0574453 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.0193977 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.0294276 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.0192468 # DEPENDENCYPART_SIBL
(16,7),(16,17),0.0524413 # DEPENDENCYPART_SIBL
(16,7),(16,21),0.113096 # DEPENDENCYPART_SIBL
(16,7),(16,22),0.0318698 # DEPENDENCYPART_SIBL
(16,7),(16,24),-0.025968 # DEPENDENCYPART_SIBL
(16,9),(16,10),0.13842 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.0107707 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.0482536 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.000507991 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.0173077 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.000507991 # DEPENDENCYPART_SIBL
(16,9),(16,17),0.0121917 # DEPENDENCYPART_SIBL
(16,9),(16,21),0.129687 # DEPENDENCYPART_SIBL
(16,9),(16,22),-0.0437833 # DEPENDENCYPART_SIBL
(16,9),(16,24),-0.10298 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.0953502 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.0880487 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.0498117 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.0612788 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.0498117 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.665128 # DEPENDENCYPART_SIBL
(16,10),(16,21),0.0728973 # DEPENDENCYPART_SIBL
(16,10),(16,22),0.0328822 # DEPENDENCYPART_SIBL
(16,10),(16,24),0.0130186 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.105656 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0400963 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.0503677 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.0400963 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0168532 # DEPENDENCYPART_SIBL
(16,11),(16,21),0.0194101 # DEPENDENCYPART_SIBL
(16,11),(16,22),0.0149841 # DEPENDENCYPART_SIBL
(16,11),(16,24),0.0327201 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0246948 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.0146471 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0248456 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.030273 # DEPENDENCYPART_SIBL
(16,12),(16,21),0.0798355 # DEPENDENCYPART_SIBL
(16,12),(16,22),0.0334411 # DEPENDENCYPART_SIBL
(16,12),(16,24),-0.0226334 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.00710534 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0107103 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0143824 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.128495 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.0456261 # DEPENDENCYPART_SIBL
(16,13),(16,24),-0.105439 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.020985 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0110244 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.125802 # DEPENDENCYPART_SIBL
(16,14),(16,22),-0.0455626 # DEPENDENCYPART_SIBL
(16,14),(16,24),-0.107972 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0145699 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.128495 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.0412933 # DEPENDENCYPART_SIBL
(16,15),(16,24),-0.103765 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.0170778 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.0341927 # DEPENDENCYPART_SIBL
(16,17),(16,24),-0.0609142 # DEPENDENCYPART_SIBL
(16,21),(16,22),0.150607 # DEPENDENCYPART_SIBL
(16,21),(16,24),0.158582 # DEPENDENCYPART_SIBL
(16,22),(16,24),-0.0331332 # DEPENDENCYPART_SIBL
(17,1),(17,2),0.00488572 # DEPENDENCYPART_SIBL
(17,1),(17,4),0.0209995 # DEPENDENCYPART_SIBL
(17,1),(17,6),-0.0474668 # DEPENDENCYPART_SIBL
(17,1),(17,7),0.00801166 # DEPENDENCYPART_SIBL
(17,1),(17,9),0.0363033 # DEPENDENCYPART_SIBL
(17,1),(17,10),0.0209995 # DEPENDENCYPART_SIBL
(17,1),(17,11),-0.05892 # DEPENDENCYPART_SIBL
(17,1),(17,12),0.00719415 # DEPENDENCYPART_SIBL
(17,1),(17,13),0.006203 # DEPENDENCYPART_SIBL
(17,1),(17,14),0.00617011 # DEPENDENCYPART_SIBL
(17,1),(17,15),0.00678783 # DEPENDENCYPART_SIBL
(17,1),(17,16),-0.230323 # DEPENDENCYPART_SIBL
(17,1),(17,18),0.0938414 # DEPENDENCYPART_SIBL
(17,1),(17,19),-0.109387 # DEPENDENCYPART_SIBL
(17,1),(17,20),-0.0584214 # DEPENDENCYPART_SIBL
(17,1),(17,21),0.0160367 # DEPENDENCYPART_SIBL
(17,1),(17,22),-0.0130175 # DEPENDENCYPART_SIBL
(17,1),(17,23),0.0181027 # DEPENDENCYPART_SIBL
(17,1),(17,24),-0.00653894 # DEPENDENCYPART_SIBL
(17,1),(17,25),-0.0464984 # DEPENDENCYPART_SIBL
(17,1),(17,26),0.0113207 # DEPENDENCYPART_SIBL
(17,1),(17,27),-0.0661645 # DEPENDENCYPART_SIBL
(17,2),(17,4),0.00174958 # DEPENDENCYPART_SIBL
(17,2),(17,6),-0.0540825 # DEPENDENCYPART_SIBL
(17,2),(17,7),0.000271952 # DEPENDENCYPART_SIBL
(17,2),(17,9),-0.157795 # DEPENDENCYPART_SIBL
(17,2),(17,10),0.00174959 # DEPENDENCYPART_SIBL
(17,2),(17,11),0.0205386 # DEPENDENCYPART_SIBL
(17,2),(17,12),0.0508659 # DEPENDENCYPART_SIBL
(17,2),(17,13),-0.188504 # DEPENDENCYPART_SIBL
(17,2),(17,14),-0.192046 # DEPENDENCYPART_SIBL
(17,2),(17,15),-0.187919 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.140312 # DEPENDENCYPART_SIBL
(17,2),(17,18),-0.0285536 # DEPENDENCYPART_SIBL
(17,2),(17,19),-0.185678 # DEPENDENCYPART_SIBL
(17,2),(17,20),-0.0980621 # DEPENDENCYPART_SIBL
(17,2),(17,21),-0.0519582 # DEPENDENCYPART_SIBL
(17,2),(17,22),0.0137203 # DEPENDENCYPART_SIBL
(17,2),(17,23),-0.042537 # DEPENDENCYPART_SIBL
(17,2),(17,24),-0.00365055 # DEPENDENCYPART_SIBL
(17,2),(17,25),-0.0389298 # DEPENDENCYPART_SIBL
(17,2),(17,26),-0.0390564 # DEPENDENCYPART_SIBL
(17,2),(17,27),-0.015956 # DEPENDENCYPART_SIBL
(17,4),(17,6),-0.0862211 # DEPENDENCYPART_SIBL
(17,4),(17,7),-0.0267732 # DEPENDENCYPART_SIBL
(17,4),(17,9),0.00808826 # DEPENDENCYPART_SIBL
(17,4),(17,10),-0.232479 # DEPENDENCYPART_SIBL
(17,4),(17,11),-0.00784004 # DEPENDENCYPART_SIBL
(17,4),(17,12),-0.0365309 # DEPENDENCYPART_SIBL
(17,4),(17,13),-0.0116458 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.0131869 # DEPENDENCYPART_SIBL
(17,4),(17,15),-0.011061 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.0918241 # DEPENDENCYPART_SIBL
(17,4),(17,18),-0.0108024 # DEPENDENCYPART_SIBL
(17,4),(17,19),-0.105281 # DEPENDENCYPART_SIBL
(17,4),(17,20),-0.0611742 # DEPENDENCYPART_SIBL
(17,4),(17,21),-0.00817021 # DEPENDENCYPART_SIBL
(17,4),(17,22),-0.0372931 # DEPENDENCYPART_SIBL
(17,4),(17,23),-0.0132948 # DEPENDENCYPART_SIBL
(17,4),(17,24),-0.013225 # DEPENDENCYPART_SIBL
(17,4),(17,25),-0.0169301 # DEPENDENCYPART_SIBL
(17,4),(17,26),-0.01618 # DEPENDENCYPART_SIBL
(17,4),(17,27),-0.0386912 # DEPENDENCYPART_SIBL
(17,6),(17,7),-0.0919164 # DEPENDENCYPART_SIBL
(17,6),(17,9),-0.0803538 # DEPENDENCYPART_SIBL
(17,6),(17,10),-0.149688 # DEPENDENCYPART_SIBL
(17,6),(17,11),0.0859921 # DEPENDENCYPART_SIBL
(17,6),(17,12),-0.10007 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.116447 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.116107 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.115577 # DEPENDENCYPART_SIBL
(17,6),(17,16),-0.202462 # DEPENDENCYPART_SIBL
(17,6),(17,18),-0.0399586 # DEPENDENCYPART_SIBL
(17,6),(17,19),-0.112067 # DEPENDENCYPART_SIBL
(17,6),(17,20),-0.131341 # DEPENDENCYPART_SIBL
(17,6),(17,21),-0.0766811 # DEPENDENCYPART_SIBL
(17,6),(17,22),-0.191318 # DEPENDENCYPART_SIBL
(17,6),(17,23),-0.191003 # DEPENDENCYPART_SIBL
(17,6),(17,24),-0.146982 # DEPENDENCYPART_SIBL
(17,6),(17,25),-0.13909 # DEPENDENCYPART_SIBL
(17,6),(17,26),-0.193916 # DEPENDENCYPART_SIBL
(17,6),(17,27),-0.201299 # DEPENDENCYPART_SIBL
(17,7),(17,9),0.0133817 # DEPENDENCYPART_SIBL
(17,7),(17,10),0.0338922 # DEPENDENCYPART_SIBL
(17,7),(17,11),0.240769 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.0240301 # DEPENDENCYPART_SIBL
(17,7),(17,13),-0.0227114 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.0223716 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.0218419 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.100337 # DEPENDENCYPART_SIBL
(17,7),(17,18),0.316269 # DEPENDENCYPART_SIBL
(17,7),(17,19),0.100063 # DEPENDENCYPART_SIBL
(17,7),(17,20),0.0740614 # DEPENDENCYPART_SIBL
(17,7),(17,21),0.128752 # DEPENDENCYPART_SIBL
(17,7),(17,22),0.018473 # DEPENDENCYPART_SIBL
(17,7),(17,23),0.0381005 # DEPENDENCYPART_SIBL
(17,7),(17,24),0.0631033 # DEPENDENCYPART_SIBL
(17,7),(17,25),0.0360437 # DEPENDENCYPART_SIBL
(17,7),(17,26),0.0351878 # DEPENDENCYPART_SIBL
(17,7),(17,27),-0.0152345 # DEPENDENCYPART_SIBL
(17,9),(17,10),-0.0113571 # DEPENDENCYPART_SIBL
(17,9),(17,11),0.0219733 # DEPENDENCYPART_SIBL
(17,9),(17,12),0.0398306 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.221376 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.224919 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.220792 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.158733 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.0291868 # DEPENDENCYPART_SIBL
(17,9),(17,19),-0.185626 # DEPENDENCYPART_SIBL
(17,9),(17,20),-0.0980318 # DEPENDENCYPART_SIBL
(17,9),(17,21),-0.0519279 # DEPENDENCYPART_SIBL
(17,9),(17,22),0.0164248 # DEPENDENCYPART_SIBL
(17,9),(17,23),-0.0485118 # DEPENDENCYPART_SIBL
(17,9),(17,24),0.0024575 # DEPENDENCYPART_SIBL
(17,9),(17,25),-0.0354774 # DEPENDENCYPART_SIBL
(17,9),(17,26),-0.0450312 # DEPENDENCYPART_SIBL
(17,9),(17,27),-0.00711576 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.00784004 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.0365309 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.0116458 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.0131869 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.011061 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.091809 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.0107983 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.105279 # DEPENDENCYPART_SIBL
(17,10),(17,20),-0.0611726 # DEPENDENCYPART_SIBL
(17,10),(17,21),-0.00816857 # DEPENDENCYPART_SIBL
(17,10),(17,22),-0.0372931 # DEPENDENCYPART_SIBL
(17,10),(17,23),-0.0132948 # DEPENDENCYPART_SIBL
(17,10),(17,24),-0.013225 # DEPENDENCYPART_SIBL
(17,10),(17,25),-0.0169301 # DEPENDENCYPART_SIBL
(17,10),(17,26),-0.01618 # DEPENDENCYPART_SIBL
(17,10),(17,27),-0.0386911 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.017395 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.00425537 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.00427386 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.00367054 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.113467 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.0292121 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.0937167 # DEPENDENCYPART_SIBL
(17,11),(17,20),-0.061501 # DEPENDENCYPART_SIBL
(17,11),(17,21),-0.0112046 # DEPENDENCYPART_SIBL
(17,11),(17,22),0.0742512 # DEPENDENCYPART_SIBL
(17,11),(17,23),-0.0441588 # DEPENDENCYPART_SIBL
(17,11),(17,24),0.102012 # DEPENDENCYPART_SIBL
(17,11),(17,25),-0.00801042 # DEPENDENCYPART_SIBL
(17,11),(17,26),-0.0441963 # DEPENDENCYPART_SIBL
(17,11),(17,27),-0.169827 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.157164 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.156842 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.156295 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.203483 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.0777292 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.00523148 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.0282567 # DEPENDENCYPART_SIBL
(17,12),(17,21),0.0264399 # DEPENDENCYPART_SIBL
(17,12),(17,22),-0.0454084 # DEPENDENCYPART_SIBL
(17,12),(17,23),0.00399317 # DEPENDENCYPART_SIBL
(17,12),(17,24),-0.000777684 # DEPENDENCYPART_SIBL
(17,12),(17,25),-0.0448636 # DEPENDENCYPART_SIBL
(17,12),(17,26),0.00108041 # DEPENDENCYPART_SIBL
