# _root_ Podstatné je , že tyto peníze nejdou z podstaty , ale z lepších než očekávaných výsledků hospodaření .
#goldHeads=2,0,4,2,6,7,4,11,8,11,7,11,16,13,14,12,16,0,
#predictedHeads=2,0,4,2,6,7,4,11,8,11,7,11,14,16,14,12,16,0,
(11,13),(11,17),-0.115196 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0920121 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0449365 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.015633 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.010608 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0683967 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.109849 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.115196 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0920119 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0277667 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.129427 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.129045 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0450422 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0758156 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0394612 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0758156 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0950478 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.102135 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0598758 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0189957 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0543838 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.0189957 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0160897 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0275317 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.135405 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.356718 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.250306 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.72145 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.721583 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.159307 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0646768 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.541228 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.541039 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0742661 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.72145 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.721583 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.159307 # DEPENDENCYPART_SIBL
(12,16),(12,17),-1.36816 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.37008 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.367403 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.134092 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.0408385 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.00895233 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0528088 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.029542 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0234754 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.168566 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.052636 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.195907 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.315412 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.322574 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.00895233 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0528088 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.029542 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0234754 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.065856 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0218565 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0215748 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0534396 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0534799 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.108009 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.0479489 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.0547721 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.0059984 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.0312406 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.0345071 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.0752625 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.15813 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.193037 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.196695 # DEPENDENCYPART_SIBL
(14,2),(14,18),-0.0576427 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.0759584 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.00850209 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.0511511 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.0873824 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.110395 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.174166 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.190989 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.194645 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.0564967 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.119844 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0228821 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0335267 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.171686 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.150203 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0682901 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0851724 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.128426 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.00184794 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0634845 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0492229 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0200636 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0303361 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0279354 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.00602969 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0855478 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0536126 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.059641 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0822379 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0844081 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.108405 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.049796 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0748788 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.136706 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.134976 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0649844 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.435106 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.194739 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.192728 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.160257 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.210256 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.215602 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.170967 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.182047 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.272669 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.272287 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.108009 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.057488 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.112738 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.0740705 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.0591674 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.0740659 # DEPENDENCYPART_SIBL
(16,8),(16,17),0.0316912 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.10309 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.196048 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.229128 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.132616 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.229126 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0446121 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0831961 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.0740705 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0591674 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.0740659 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0316912 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.10309 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.011238 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.00587114 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.00538476 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0978608 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.267393 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.14063 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.1173 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0100922 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.101012 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.199585 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.0148348 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.00117631 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.18372 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.115499 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.270635 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0177431 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.125237 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.180954 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.11865 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.00358797 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.364498 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.456375 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.32425 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.802047 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.487794 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.472806 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.172247 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.141507 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.558591 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.104201 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.13717 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.244895 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.37521 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.0177699 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.107918 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),-0.493136 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.206771 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.777077 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.109921 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.390387 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.0467536 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.397089 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),-0.0504437 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.290407 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.128761 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.666488 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.547025 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.0689017 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.393842 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.50883 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.199656 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.677198 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.780081 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.160039 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.523989 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.500679 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.429064 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.55067 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.357224 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.419463 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.936317 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.289957 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.702819 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.333352 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.728402 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.218403 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.221244 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.70573 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.173831 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.0676039 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.368658 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.397676 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.0238544 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.35096 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.32443 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.501145 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.116059 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.433995 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),0.166627 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.206771 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.777077 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),-0.0652869 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-0.222942 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.788652 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.342621 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),0.0984687 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.38834 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.703535 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.216749 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.245669 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.55446 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.257589 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.554222 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.0697963 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.506356 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),-0.124561 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.318291 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.858194 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.406988 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.0550847 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.525978 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.756964 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.327525 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.515854 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.462062 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.484782 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.751855 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.429969 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.729971 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),0.179687 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.69217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.0669947 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.343784 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.874091 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.373277 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.691504 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.482871 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.294368 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.414212 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-1.17485 # DEPENDENCYPART_GRANDPAR
(1,2),(2,17),-1.24646 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.90884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.229314 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.35736 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.980399 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.647859 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.937644 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-2.01513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.256219 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.202893 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.725028 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.404818 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.435095 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.415747 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.327937 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.287379 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.407659 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.327614 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.8246 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),-0.123178 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.151752 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.0586191 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.450518 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.550772 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.37168 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.95476 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.263628 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.363592 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-1.55514 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),-0.0136041 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.0217284 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.121816 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.679341 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.646923 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.414767 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.916095 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.354079 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.406679 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.86764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),0.351148 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),0.199438 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.348771 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.468904 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.349418 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.39582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.341251 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.541509 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.0992327 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.465283 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.354162 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.48155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),1.2795 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.427175 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.40934 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),0.285084 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.434681 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),0.184598 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),0.261582 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.577195 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.0304617 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),0.0493554 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.959079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.824586 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.715523 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.250219 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),0.206003 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.204515 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-1.0775 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),0.265958 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.347029 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.18067 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.863218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.927898 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.640275 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.279565 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),0.307586 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.209107 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.781115 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),0.387863 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.351621 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.0615158 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-1.41163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),1.0947 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),0.62957 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.435383 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.307221 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.364925 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-1.17229 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),0.130943 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),0.29542 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.507439 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-1.41403 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.0685878 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-1.06832 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-1.40675 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),-0.579142 # DEPENDENCYPART_GRANDPAR
(2,8),(8,3),0.894314 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.0913036 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.836073 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),0.0911248 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),0.226157 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-1.10243 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.0650974 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.729761 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-0.349418 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-1.39582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),1.13377 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),0.649667 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),-0.403856 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.160984 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),0.0704562 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.398568 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.966522 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.597679 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-1.39296 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.0822659 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.844849 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-1.16533 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.345636 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-1.35021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),1.03946 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),0.70713 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),-0.456279 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.339829 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),0.14953 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.232141 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-1.14614 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),0.317966 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.445283 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-1.18677 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.000230113 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-1.72624 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.782628 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-1.10355 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.522205 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),-0.0976746 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),-0.00693623 # DEPENDENCYPART_GRANDPAR
