# _root_ Nepřispěje - li sponzor , nezbude škole než využít možností , které jí dává zákonodárce .
#goldHeads=3,3,6,1,3,0,6,6,8,9,14,14,14,10,14,0,
#predictedHeads=3,3,6,1,3,0,6,6,8,9,14,14,14,10,14,0,
(0,1),(1,6),0.649225 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.446284 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.0861204 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.890367 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.473606 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.404774 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.757246 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.351167 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.0517594 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.018515 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.764164 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.727003 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.225588 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.74928 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),0.455731 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.407988 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.0425213 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.237709 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.0843167 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.489079 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-1.066 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.408099 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),0.0412329 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.546819 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.0625467 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.402371 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.222951 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.0674285 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.77664 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.487954 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.367698 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.770863 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.0329802 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.551848 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.0945185 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.942215 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.562238 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.138681 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.607581 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.584545 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.383338 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.721297 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.0131834 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.823647 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.0320194 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.104682 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.44799 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.0884893 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.891259 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.475312 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.405666 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.369226 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),0.34454 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.188689 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),0.158246 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.400899 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),-0.0103311 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.348012 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),0.0932427 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.274451 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-1.0387 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-1.17846 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.82385 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.551429 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),0.11219 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.543392 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.036449 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.702858 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),-0.0284603 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.815291 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.0248282 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.575588 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.678727 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.14504 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.499171 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.417634 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.304889 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.211624 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),0.140792 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.770863 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.0329802 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.551848 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),0.0484343 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.643591 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.783184 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.896317 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.78273 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.284219 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),0.631123 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.302475 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),0.0499519 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.745808 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.0142273 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),0.857269 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.113853 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.0810518 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),0.618539 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.589702 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.0931509 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.902345 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.56642 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.404834 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-1.17674 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.516908 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.137198 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),0.173526 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.59528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.403953 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.0688341 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.125908 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.902911 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.800162 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.121786 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-1.19076 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.95619 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.22998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.339164 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.0733703 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.250961 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.198412 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),0.36829 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.372692 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.20063 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.09075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.121961 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.209656 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.164771 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.289254 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.598269 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.187208 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.33797 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.73776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.0926152 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.323212 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.0739712 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-1.09452 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.799591 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.272923 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.523266 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-1.19022 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.441848 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-1.65291 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.351007 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.309151 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.0120398 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.117392 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.850378 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.190003 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.0923943 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-1.24398 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.281739 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.573876 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.718154 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-1.09848 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.265428 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),-0.218574 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),0.425231 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.154299 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.198507 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),0.255875 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.997119 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.351747 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.848191 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-1.56851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,2),0.000734026 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),-0.136921 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),0.12289 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.426105 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.997611 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),0.0864355 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-1.09892 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.38188 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.507858 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),-0.956936 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),-0.297038 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-1.66398 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),0.337698 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),-0.313813 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),-0.0137192 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.522404 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.879063 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.121545 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-1.21118 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.227789 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.697896 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-1.06458 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.225964 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),-0.432639 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.175855 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),0.615974 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.294537 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-1.24195 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.362611 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.350261 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.842847 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.252833 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-1.73776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,2),0.0926152 # DEPENDENCYPART_GRANDPAR
(1,11),(11,3),-0.323212 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),0.0736526 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),-0.596186 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),-0.784834 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.0317135 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-1.18973 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.638308 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-1.15032 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-1.04799 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.376018 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-2.09551 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.748719 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.942506 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.872242 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.795361 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-1.28657 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.968865 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.992065 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-1.41995 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-1.08904 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.592863 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.38147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.408826 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.373765 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.0819409 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.289085 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.590561 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.560652 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.746971 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.42511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.236224 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.341642 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.167684 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.681179 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.312887 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.354125 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.723806 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.38373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.187611 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.180242 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.0290103 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.483311 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.248671 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.23085 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.625134 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.510273 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.751529 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-1.56899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.141329 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.0892787 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.209613 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.451535 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.266291 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.267483 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.596449 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.520048 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.805647 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.25562 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.588139 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.559658 # DEPENDENCYPART_GRANDPAR
(2,7),(7,3),-0.226675 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.0487582 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.256347 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.31297 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.383368 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.818721 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.358773 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.810952 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.691591 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-1.42789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,4),-0.205784 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),0.22219 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.0267383 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.541376 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.368745 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.636573 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.569923 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.322178 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.630192 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.563014 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.401648 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.272213 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.215109 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.55853 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.827915 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.904163 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.358299 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.809019 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.595983 # DEPENDENCYPART_GRANDPAR
(2,14),(14,1),-0.751956 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-1.56799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,3),-0.134746 # DEPENDENCYPART_GRANDPAR
(2,14),(14,4),-0.0427138 # DEPENDENCYPART_GRANDPAR
(2,14),(14,5),-0.212234 # DEPENDENCYPART_GRANDPAR
(2,14),(14,6),-0.0481134 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),-0.38291 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),-0.228649 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),-0.248181 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),-0.515589 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.42903 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.565188 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.688097 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.598207 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.583396 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.222716 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.591265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),1.65608 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),0.252688 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),0.598575 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),1.01081 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),0.302961 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),0.513124 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),0.824135 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),0.100339 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.200647 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.38742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),0.435605 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.660257 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.356373 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.20967 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.51419 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.396362 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-0.526201 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),0.174996 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.558078 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.934806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.137673 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.0342862 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.0824938 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.108126 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.205172 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),0.0286044 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.660037 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.16554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.571401 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.300114 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.0277408 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.156685 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.375654 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.163795 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.438895 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),1.03592 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),0.17713 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.960176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.842029 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.0733949 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.231694 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.0774279 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.139138 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),0.0369392 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.175396 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.270431 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.243854 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.23436 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.502187 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),1.0359 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),0.17711 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.960231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.843177 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.166471 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),0.191142 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.0633152 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),0.0407497 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.163798 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.249017 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.229626 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.496075 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),0.0286044 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.660037 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-1.16554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,5),-0.15172 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.314056 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.0740703 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.396067 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.260675 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.350186 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.478273 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.437721 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.681402 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.467318 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.136107 # DEPENDENCYPART_GRANDPAR
