# _root_ Havlova tvrdá a otevřená slova o Mnichově , okupaci , odsunu Němců a zločinech komunismu jsou jednoznačná .
#goldHeads=5,3,5,3,16,5,13,13,13,13,13,11,6,13,14,0,16,0,
#predictedHeads=5,3,5,3,16,5,13,13,13,13,13,11,6,13,14,0,16,0,
(13,2),(13,7),0.0306337 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.325193 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.0290781 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.325193 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.0306321 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.0282195 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.00211349 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.00332138 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.240279 # DEPENDENCYPART_SIBL
(13,2),(13,17),0.649221 # DEPENDENCYPART_SIBL
(13,2),(13,18),-0.121908 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.124967 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.0204924 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.0369383 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.0192955 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.0582157 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.0208505 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.0582157 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.0192971 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.0220756 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.00147933 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.00218072 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.017526 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.0198106 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.0915816 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.0295242 # DEPENDENCYPART_SIBL
(13,4),(13,6),0.0295656 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.0306337 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.324719 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.0290781 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.324719 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.0306321 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.0282195 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.00384042 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.00504831 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.240286 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.649115 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.122142 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.0849353 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.0388864 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.0969103 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.0427791 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.0969103 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0388894 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.0461162 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.0529798 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.0560531 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.0238835 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0227964 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.072144 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.0713899 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.0198036 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.0729449 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.0198036 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.0713914 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.0738041 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.221206 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.222241 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.212039 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.0975004 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.139271 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.124951 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.0199985 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.124951 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0161088 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0233356 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.0487765 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.0518498 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0330942 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.0329078 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.0855991 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.00260833 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.020552 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.00415548 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.000768985 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0180496 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0138311 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.0061582 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0141173 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0364068 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.122038 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0234243 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0306511 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0364387 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.039512 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.038021 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0378366 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0905269 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.00415548 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.000768985 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0180496 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0138311 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0061582 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0141173 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0364068 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0233262 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0487927 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.051866 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0330855 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0329011 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0855914 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0272748 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0303482 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0399117 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0396344 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0925172 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0352501 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.424615 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.00539084 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.243997 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.425167 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.00539078 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.238482 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0544076 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0566675 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.163388 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0334959 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0432427 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.190764 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0230081 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0185982 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.153701 # DEPENDENCYPART_SIBL
(15,5),(15,7),0.00820203 # DEPENDENCYPART_SIBL
(15,5),(15,9),0.00741599 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.00820161 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.00565794 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.0062108 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.00820207 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.0174863 # DEPENDENCYPART_SIBL
(15,5),(15,17),0.00253331 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.00148144 # DEPENDENCYPART_SIBL
(15,7),(15,9),0.0126481 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.0134337 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.01089 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.00830714 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.0134342 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.014717 # DEPENDENCYPART_SIBL
(15,7),(15,17),0.0036692 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.00265148 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.0119693 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.00942566 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.00830726 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.0119698 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.014716 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.00366928 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.00265048 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.0108905 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.00830725 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0134349 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.014716 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.00366928 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.00265048 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.00830686 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0134219 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0147631 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.00366872 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.00284355 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0190479 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0506907 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.00208587 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0120048 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.014716 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.00366928 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.00265048 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0230081 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0186165 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.15372 # DEPENDENCYPART_SIBL
(16,2),(16,3),-0.0257761 # DEPENDENCYPART_SIBL
(16,2),(16,5),-0.112916 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.01213 # DEPENDENCYPART_SIBL
(16,2),(16,8),0.0517814 # DEPENDENCYPART_SIBL
(16,2),(16,9),-0.118378 # DEPENDENCYPART_SIBL
(16,2),(16,10),0.0517814 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.118378 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.120022 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.0257761 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.118378 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.118398 # DEPENDENCYPART_SIBL
(16,2),(16,17),0.130182 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.0779522 # DEPENDENCYPART_SIBL
(16,3),(16,5),-0.170301 # DEPENDENCYPART_SIBL
(16,3),(16,6),-0.146624 # DEPENDENCYPART_SIBL
(16,3),(16,8),-0.0647585 # DEPENDENCYPART_SIBL
(16,3),(16,9),-0.180841 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.0647585 # DEPENDENCYPART_SIBL
(16,3),(16,11),-0.180841 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.182667 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.119622 # DEPENDENCYPART_SIBL
(16,3),(16,14),-0.180841 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.180859 # DEPENDENCYPART_SIBL
(16,3),(16,17),0.00602543 # DEPENDENCYPART_SIBL
(16,3),(16,18),-0.0680898 # DEPENDENCYPART_SIBL
(16,5),(16,6),-0.107124 # DEPENDENCYPART_SIBL
(16,5),(16,8),-0.0120264 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.255939 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.0120264 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.255159 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.259622 # DEPENDENCYPART_SIBL
(16,5),(16,13),0.00341506 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.255158 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.255253 # DEPENDENCYPART_SIBL
(16,5),(16,17),0.032843 # DEPENDENCYPART_SIBL
(16,5),(16,18),-0.0147072 # DEPENDENCYPART_SIBL
(16,6),(16,8),-0.221657 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.160737 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.221657 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.160737 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.162381 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.00823504 # DEPENDENCYPART_SIBL
(16,6),(16,14),-0.160737 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.160755 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.057815 # DEPENDENCYPART_SIBL
(16,6),(16,18),-0.108128 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.008718 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.040702 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.00872048 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.0122639 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.149366 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.00871795 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.00933775 # DEPENDENCYPART_SIBL
(16,8),(16,17),2.25386e-05 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.0288553 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.00912723 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.260082 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.264545 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.00178289 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.260082 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.260177 # DEPENDENCYPART_SIBL
(16,9),(16,17),0.0298262 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0268734 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.00872048 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.0122639 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.149366 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.00871795 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.00933775 # DEPENDENCYPART_SIBL
(16,10),(16,17),2.25386e-05 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.0288553 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.263049 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.00175167 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.258585 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.258681 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0298468 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0268528 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.00310102 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.259959 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.260054 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0263641 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0307198 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.180841 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.180859 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.00602543 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0680898 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.25868 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0298468 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0268528 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0287888 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0274405 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.150777 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.145116 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.119764 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.119686 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0536127 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.00835627 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.00835627 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0699118 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.119699 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0534197 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.053436 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.297361 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.243937 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.195321 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.368728 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.0334732 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.299284 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.390541 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.14124 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.168972 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.295538 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),1.08508 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),-0.19638 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.31922 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.120042 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.0940264 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.37647 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.0249616 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.355549 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.268974 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.317212 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.296706 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.3018 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.115924 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.289063 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.0786061 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.316795 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.143011 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.25677 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),-0.182492 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.168329 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.437825 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),0.0698658 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.023368 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.364045 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.106929 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.125001 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.0561135 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.598676 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.0293882 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.298746 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.112485 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),1.3092 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),0.0422448 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),-0.053603 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.25677 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),-0.182492 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.168329 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),0.0698658 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.023368 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.364045 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.0107207 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.324374 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.0561135 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.598676 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.0293882 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.298746 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.112485 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),1.3092 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),0.0422448 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),-0.053603 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.0778353 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.427337 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.456571 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.388019 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.484303 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.792478 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.28838 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.505254 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.321174 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),0.19394 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.263742 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.0185444 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.0970199 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.431383 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.392065 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.33631 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.505264 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.321183 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),-0.195321 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),0.0848331 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.451746 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),0.116996 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.0409095 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.337515 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),0.0112132 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.301175 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.0165191 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.242447 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.793327 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.538171 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.349563 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),1.08508 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.19638 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.0707895 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.321181 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),0.19394 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.263742 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.0185444 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.00700717 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),0.188918 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),0.0805348 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),0.0697175 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),-0.131721 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.33391 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.159453 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.278445 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.824421 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),0.00661496 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.521074 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.332604 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),0.0216473 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),0.156836 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.0858792 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.577278 # DEPENDENCYPART_GRANDPAR
(3,4),(4,5),0.293241 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.17448 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.873797 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.792912 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.820154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.0307026 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.126183 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.0798578 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.141164 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.148319 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.0544002 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.278743 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.112655 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.148576 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.1822 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.061812 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.313093 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.873793 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.792908 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.841648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,5),0.493492 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.00592516 # DEPENDENCYPART_GRANDPAR
