# _root_ V něm si několik prostitutek najalo vysloužilé zabijáky , aby se pomstily dvěma zákazníkům , kteří v opilosti jednu z nich zohavili .
#goldHeads=6,1,6,6,4,0,8,6,10,6,12,10,14,12,22,22,22,17,22,19,20,14,0,
#predictedHeads=6,1,6,6,4,0,8,6,10,6,12,10,14,12,22,22,22,17,16,19,20,14,0,
(14,6),(14,10),0.111822 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.13629 # DEPENDENCYPART_SIBL
(14,6),(14,12),0.260755 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.101927 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.00593669 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.108026 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.09359 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.0666404 # DEPENDENCYPART_SIBL
(14,6),(14,19),-0.104725 # DEPENDENCYPART_SIBL
(14,6),(14,20),-0.0617254 # DEPENDENCYPART_SIBL
(14,6),(14,22),0.0164087 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.0244994 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.00855679 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.0166454 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.224398 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.074289 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.00851618 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.0902322 # DEPENDENCYPART_SIBL
(14,7),(14,17),0.057771 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.000526861 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.0323325 # DEPENDENCYPART_SIBL
(14,7),(14,20),-0.041509 # DEPENDENCYPART_SIBL
(14,7),(14,22),0.00955158 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.0769441 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.0019903 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.295295 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0431777 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0601217 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0505781 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.0302469 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.0081761 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.133916 # DEPENDENCYPART_SIBL
(14,9),(14,20),0.0206492 # DEPENDENCYPART_SIBL
(14,9),(14,22),-0.00628604 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0670731 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0991356 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0499073 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0106607 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0671744 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.10498 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0908263 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0810166 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.0606572 # DEPENDENCYPART_SIBL
(14,10),(14,22),-0.0330412 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.330749 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.119275 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0569905 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0762761 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0344964 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0739749 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.124426 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.0162621 # DEPENDENCYPART_SIBL
(14,11),(14,22),0.0438292 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.101927 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.00593669 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.108026 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.09359 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0666404 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.104725 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.0617254 # DEPENDENCYPART_SIBL
(14,12),(14,22),0.0164087 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0333273 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0985471 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0639276 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0030325 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.00173564 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.0259392 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.0201725 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0816533 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0207531 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.00772705 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.00884726 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.000653052 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.0146088 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.128657 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0137486 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.0486009 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.105987 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.0117343 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0137419 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.134688 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.0574222 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.00442928 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.0153967 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.0186424 # DEPENDENCYPART_SIBL
(14,18),(14,22),0.0109704 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.0430957 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.00646473 # DEPENDENCYPART_SIBL
(14,20),(14,22),0.0415695 # DEPENDENCYPART_SIBL
(15,6),(15,9),0.063602 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.0447941 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.0619665 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.0041147 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.0260051 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.0498879 # DEPENDENCYPART_SIBL
(15,6),(15,17),0.0696696 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.0125466 # DEPENDENCYPART_SIBL
(15,6),(15,19),0.0581515 # DEPENDENCYPART_SIBL
(15,6),(15,20),0.0936189 # DEPENDENCYPART_SIBL
(15,6),(15,22),0.66662 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.140036 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.101785 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.0499201 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.0281887 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.0726958 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.00665487 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.0445565 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.0371673 # DEPENDENCYPART_SIBL
(15,9),(15,20),-0.0184049 # DEPENDENCYPART_SIBL
(15,9),(15,22),0.0784213 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.0355429 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.0333535 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0306996 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0215488 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0203306 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.0143444 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.00594889 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.00259086 # DEPENDENCYPART_SIBL
(15,10),(15,22),0.0315189 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.191179 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0256646 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0294626 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0441699 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.0638028 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.0563581 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.0369219 # DEPENDENCYPART_SIBL
(15,11),(15,22),0.107102 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.0260051 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.0498879 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0696696 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0125466 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0581515 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.0936189 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.66662 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.00504715 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0118758 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0425322 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.142734 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.0122529 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.0170667 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0322041 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.168953 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0636696 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.0292374 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.00793864 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0832517 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.289419 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.0741098 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.0724014 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.130115 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.0287601 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.0198869 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.0886066 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.0617984 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.0506966 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0599471 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.190135 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.196792 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0016351 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.0935824 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0373559 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0256034 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.124245 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.595104 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.0365694 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0245301 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.0630414 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.00173564 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.0259706 # DEPENDENCYPART_SIBL
(18,13),(18,22),0.0203998 # DEPENDENCYPART_SIBL
(18,13),(18,23),-0.00892633 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0194718 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.0447762 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.000677438 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.0541783 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.000599935 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.00376042 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0396841 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0974815 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0367008 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.068996 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.0604548 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.127169 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.166583 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.0803268 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.116672 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0430957 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.0060489 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.198145 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.0426697 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.147053 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.0350156 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0302993 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0237915 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.083616 # DEPENDENCYPART_SIBL
(19,16),(19,22),0.0485723 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.0579297 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.12496 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0854505 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.0830917 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.114293 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.153455 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.0879945 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.113494 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0358604 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0815008 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.0240622 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.0436189 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.155635 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.0701012 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.291843 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.0816995 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0700998 # DEPENDENCYPART_SIBL
(22,1),(22,3),-0.0308784 # DEPENDENCYPART_SIBL
(22,1),(22,5),-0.00541516 # DEPENDENCYPART_SIBL
(22,1),(22,6),0.0173587 # DEPENDENCYPART_SIBL
(22,1),(22,7),-0.11782 # DEPENDENCYPART_SIBL
(22,1),(22,8),-0.00541516 # DEPENDENCYPART_SIBL
(22,1),(22,9),-0.30923 # DEPENDENCYPART_SIBL
(22,1),(22,10),-0.0223694 # DEPENDENCYPART_SIBL
(22,1),(22,11),-0.00508352 # DEPENDENCYPART_SIBL
(22,1),(22,12),0.0173587 # DEPENDENCYPART_SIBL
(22,1),(22,13),-0.0902581 # DEPENDENCYPART_SIBL
(22,1),(22,14),-0.0171525 # DEPENDENCYPART_SIBL
(22,1),(22,15),-0.30923 # DEPENDENCYPART_SIBL
(22,1),(22,16),-0.1558 # DEPENDENCYPART_SIBL
(22,1),(22,17),-0.0298916 # DEPENDENCYPART_SIBL
(22,1),(22,18),-0.00541516 # DEPENDENCYPART_SIBL
(22,1),(22,19),-0.0935375 # DEPENDENCYPART_SIBL
(22,1),(22,20),-0.0588576 # DEPENDENCYPART_SIBL
(22,1),(22,23),-0.104338 # DEPENDENCYPART_SIBL
(22,3),(22,5),0.0594923 # DEPENDENCYPART_SIBL
(22,3),(22,6),-0.0930653 # DEPENDENCYPART_SIBL
(22,3),(22,7),-0.0311447 # DEPENDENCYPART_SIBL
(22,3),(22,8),0.0594923 # DEPENDENCYPART_SIBL
(22,3),(22,9),-0.247459 # DEPENDENCYPART_SIBL
(22,3),(22,10),0.0240925 # DEPENDENCYPART_SIBL
(22,3),(22,11),-0.00718567 # DEPENDENCYPART_SIBL
(22,3),(22,12),-0.0930653 # DEPENDENCYPART_SIBL
(22,3),(22,13),-0.0275657 # DEPENDENCYPART_SIBL
(22,3),(22,14),0.0353796 # DEPENDENCYPART_SIBL
(22,3),(22,15),-0.247459 # DEPENDENCYPART_SIBL
(22,3),(22,16),-0.0838944 # DEPENDENCYPART_SIBL
(22,3),(22,17),0.232437 # DEPENDENCYPART_SIBL
(22,3),(22,18),0.0594923 # DEPENDENCYPART_SIBL
(22,3),(22,19),-0.0287137 # DEPENDENCYPART_SIBL
(22,3),(22,20),0.0474921 # DEPENDENCYPART_SIBL
(22,3),(22,23),-0.193663 # DEPENDENCYPART_SIBL
(22,5),(22,6),0.00253638 # DEPENDENCYPART_SIBL
(22,5),(22,7),-0.174683 # DEPENDENCYPART_SIBL
(22,5),(22,8),-0.189104 # DEPENDENCYPART_SIBL
(22,5),(22,9),-0.147224 # DEPENDENCYPART_SIBL
(22,5),(22,10),-0.0242274 # DEPENDENCYPART_SIBL
(22,5),(22,11),0.00778024 # DEPENDENCYPART_SIBL
(22,5),(22,12),0.00253638 # DEPENDENCYPART_SIBL
(22,5),(22,13),-0.0538705 # DEPENDENCYPART_SIBL
(22,5),(22,14),-0.200137 # DEPENDENCYPART_SIBL
(22,5),(22,15),-0.147224 # DEPENDENCYPART_SIBL
(22,5),(22,16),-0.202594 # DEPENDENCYPART_SIBL
(22,5),(22,17),0.00730331 # DEPENDENCYPART_SIBL
(22,5),(22,18),-0.189104 # DEPENDENCYPART_SIBL
(22,5),(22,19),-0.055441 # DEPENDENCYPART_SIBL
(22,5),(22,20),0.0125905 # DEPENDENCYPART_SIBL
(22,5),(22,23),-0.0235203 # DEPENDENCYPART_SIBL
(22,6),(22,7),-0.0686416 # DEPENDENCYPART_SIBL
(22,6),(22,8),-0.011061 # DEPENDENCYPART_SIBL
(22,6),(22,9),-0.091809 # DEPENDENCYPART_SIBL
(22,6),(22,10),-0.0679221 # DEPENDENCYPART_SIBL
(22,6),(22,11),-0.0395134 # DEPENDENCYPART_SIBL
(22,6),(22,12),-0.232479 # DEPENDENCYPART_SIBL
(22,6),(22,13),-0.060976 # DEPENDENCYPART_SIBL
(22,6),(22,14),-0.0227983 # DEPENDENCYPART_SIBL
(22,6),(22,15),-0.091809 # DEPENDENCYPART_SIBL
(22,6),(22,16),-0.110467 # DEPENDENCYPART_SIBL
(22,6),(22,17),0.0348634 # DEPENDENCYPART_SIBL
(22,6),(22,18),-0.011061 # DEPENDENCYPART_SIBL
(22,6),(22,19),-0.0649134 # DEPENDENCYPART_SIBL
(22,6),(22,20),-0.0304075 # DEPENDENCYPART_SIBL
(22,6),(22,23),-0.0386911 # DEPENDENCYPART_SIBL
(22,7),(22,8),-0.0556194 # DEPENDENCYPART_SIBL
(22,7),(22,9),-0.0324364 # DEPENDENCYPART_SIBL
(22,7),(22,10),-0.0234585 # DEPENDENCYPART_SIBL
(22,7),(22,11),-0.0134985 # DEPENDENCYPART_SIBL
(22,7),(22,12),0.00766168 # DEPENDENCYPART_SIBL
(22,7),(22,13),-0.0176148 # DEPENDENCYPART_SIBL
(22,7),(22,14),-0.0673704 # DEPENDENCYPART_SIBL
(22,7),(22,15),-0.0324364 # DEPENDENCYPART_SIBL
(22,7),(22,16),-0.11868 # DEPENDENCYPART_SIBL
(22,7),(22,17),0.0431296 # DEPENDENCYPART_SIBL
(22,7),(22,18),-0.0556194 # DEPENDENCYPART_SIBL
(22,7),(22,19),-0.0173946 # DEPENDENCYPART_SIBL
(22,7),(22,20),0.00594846 # DEPENDENCYPART_SIBL
(22,7),(22,23),-0.0993264 # DEPENDENCYPART_SIBL
(22,8),(22,9),-0.147224 # DEPENDENCYPART_SIBL
(22,8),(22,10),-0.0242274 # DEPENDENCYPART_SIBL
(22,8),(22,11),0.00778024 # DEPENDENCYPART_SIBL
(22,8),(22,12),0.00253638 # DEPENDENCYPART_SIBL
(22,8),(22,13),-0.0538705 # DEPENDENCYPART_SIBL
(22,8),(22,14),-0.200137 # DEPENDENCYPART_SIBL
(22,8),(22,15),-0.147224 # DEPENDENCYPART_SIBL
(22,8),(22,16),-0.202594 # DEPENDENCYPART_SIBL
(22,8),(22,17),0.00730331 # DEPENDENCYPART_SIBL
(22,8),(22,18),-0.189104 # DEPENDENCYPART_SIBL
(22,8),(22,19),-0.055441 # DEPENDENCYPART_SIBL
(22,8),(22,20),0.0125905 # DEPENDENCYPART_SIBL
(22,8),(22,23),-0.0235203 # DEPENDENCYPART_SIBL
(22,9),(22,10),0.0500902 # DEPENDENCYPART_SIBL
(22,9),(22,11),-0.025981 # DEPENDENCYPART_SIBL
(22,9),(22,12),0.116855 # DEPENDENCYPART_SIBL
(22,9),(22,13),-0.00343171 # DEPENDENCYPART_SIBL
(22,9),(22,14),0.0149419 # DEPENDENCYPART_SIBL
(22,9),(22,15),-0.174704 # DEPENDENCYPART_SIBL
(22,9),(22,16),0.270274 # DEPENDENCYPART_SIBL
(22,9),(22,17),0.0387731 # DEPENDENCYPART_SIBL
(22,9),(22,18),0.0268348 # DEPENDENCYPART_SIBL
(22,9),(22,19),-0.00917805 # DEPENDENCYPART_SIBL
(22,9),(22,20),0.0176307 # DEPENDENCYPART_SIBL
(22,9),(22,23),-0.0253276 # DEPENDENCYPART_SIBL
(22,10),(22,11),-0.0666771 # DEPENDENCYPART_SIBL
(22,10),(22,12),-0.0727922 # DEPENDENCYPART_SIBL
(22,10),(22,13),-0.0748118 # DEPENDENCYPART_SIBL
(22,10),(22,14),-0.0736121 # DEPENDENCYPART_SIBL
(22,10),(22,15),-0.150166 # DEPENDENCYPART_SIBL
(22,10),(22,16),-0.131724 # DEPENDENCYPART_SIBL
(22,10),(22,17),-0.0860512 # DEPENDENCYPART_SIBL
(22,10),(22,18),-0.0617073 # DEPENDENCYPART_SIBL
(22,10),(22,19),-0.0704612 # DEPENDENCYPART_SIBL
(22,10),(22,20),-0.117427 # DEPENDENCYPART_SIBL
(22,10),(22,23),-0.121693 # DEPENDENCYPART_SIBL
(22,11),(22,12),-0.0131566 # DEPENDENCYPART_SIBL
(22,11),(22,13),-0.0127278 # DEPENDENCYPART_SIBL
(22,11),(22,14),-0.00418879 # DEPENDENCYPART_SIBL
(22,11),(22,15),-0.213189 # DEPENDENCYPART_SIBL
(22,11),(22,16),-0.146272 # DEPENDENCYPART_SIBL
(22,11),(22,17),0.158125 # DEPENDENCYPART_SIBL
(22,11),(22,18),0.0315823 # DEPENDENCYPART_SIBL
(22,11),(22,19),-0.0138741 # DEPENDENCYPART_SIBL
(22,11),(22,20),0.0910939 # DEPENDENCYPART_SIBL
(22,11),(22,23),-0.169472 # DEPENDENCYPART_SIBL
(22,12),(22,13),-0.060976 # DEPENDENCYPART_SIBL
(22,12),(22,14),-0.0227983 # DEPENDENCYPART_SIBL
(22,12),(22,15),-0.091809 # DEPENDENCYPART_SIBL
(22,12),(22,16),-0.110467 # DEPENDENCYPART_SIBL
(22,12),(22,17),0.0348634 # DEPENDENCYPART_SIBL
(22,12),(22,18),-0.011061 # DEPENDENCYPART_SIBL
(22,12),(22,19),-0.0649134 # DEPENDENCYPART_SIBL
(22,12),(22,20),-0.0304075 # DEPENDENCYPART_SIBL
(22,12),(22,23),-0.0386911 # DEPENDENCYPART_SIBL
(22,13),(22,14),-0.0709917 # DEPENDENCYPART_SIBL
(22,13),(22,15),-0.0580196 # DEPENDENCYPART_SIBL
(22,13),(22,16),-0.115523 # DEPENDENCYPART_SIBL
(22,13),(22,17),0.00799627 # DEPENDENCYPART_SIBL
(22,13),(22,18),-0.0592544 # DEPENDENCYPART_SIBL
(22,13),(22,19),-0.0515916 # DEPENDENCYPART_SIBL
(22,13),(22,20),-0.0514968 # DEPENDENCYPART_SIBL
(22,13),(22,23),0.00846731 # DEPENDENCYPART_SIBL
(22,14),(22,15),-0.140239 # DEPENDENCYPART_SIBL
(22,14),(22,16),-0.196567 # DEPENDENCYPART_SIBL
(22,14),(22,17),0.0266522 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.172021 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.0469937 # DEPENDENCYPART_SIBL
(22,14),(22,20),0.0319394 # DEPENDENCYPART_SIBL
(22,14),(22,23),-0.0275341 # DEPENDENCYPART_SIBL
(22,15),(22,16),0.270274 # DEPENDENCYPART_SIBL
(22,15),(22,17),0.0387731 # DEPENDENCYPART_SIBL
(22,15),(22,18),0.0268348 # DEPENDENCYPART_SIBL
(22,15),(22,19),-0.00917805 # DEPENDENCYPART_SIBL
(22,15),(22,20),0.0176307 # DEPENDENCYPART_SIBL
(22,15),(22,23),-0.0253276 # DEPENDENCYPART_SIBL
(22,16),(22,17),0.0614667 # DEPENDENCYPART_SIBL
(22,16),(22,18),-0.00225522 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.0303631 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.0203026 # DEPENDENCYPART_SIBL
(22,16),(22,23),-0.113094 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.00541516 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.0935375 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.0588576 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.104338 # DEPENDENCYPART_SIBL
(22,18),(22,19),-0.055441 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.0125905 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.0235203 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.0342484 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.00608613 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.0864738 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.190507 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.0671923 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.103113 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.604514 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.100415 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.774819 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),-0.133814 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.447258 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.163684 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.0571361 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.383753 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.457226 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.260055 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.246181 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.500059 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.390571 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.241597 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.181139 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.0938953 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.174719 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.156527 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.12869 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.118239 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.172767 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),0.216236 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.32374 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),0.170529 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.389162 # DEPENDENCYPART_GRANDPAR
