# _root_ Do oblasti Plitvických jezer , kde působí náš prapor jako součást ochranných sil OSN , se začnou přesunovat autobusy 10 . října .
#goldHeads=17,1,4,2,7,7,2,9,7,11,9,13,11,13,7,18,0,17,17,22,20,17,0,
#predictedHeads=0,1,4,2,7,7,4,9,7,11,9,13,11,13,17,18,0,17,18,22,20,19,0,
(11,9),(11,12),0.000608717 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0179642 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0224275 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0257122 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.00293067 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.0050982 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.00907522 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0416409 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.145405 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.137978 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.20499 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0133612 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0145418 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.0295186 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0352181 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0218885 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.01745 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0060696 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.00688057 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.0330847 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.09138 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0625586 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.00385154 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.00255013 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.0143326 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0531201 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.0233067 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.0246081 # DEPENDENCYPART_SIBL
(11,14),(11,20),0.00435911 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0165128 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0156594 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.0300779 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.260074 # DEPENDENCYPART_SIBL
(11,17),(11,20),0.00886702 # DEPENDENCYPART_SIBL
(11,18),(11,20),0.00886752 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.031019 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.0286638 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.031624 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0103843 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.017028 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.128494 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.0115159 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.135335 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0477231 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.0418888 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.0127548 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.012776 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0509427 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.0756572 # DEPENDENCYPART_SIBL
(13,8),(13,21),-0.120238 # DEPENDENCYPART_SIBL
(13,8),(13,22),-0.0473017 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0178427 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0980644 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.180157 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0328232 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0340039 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.0957545 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0495355 # DEPENDENCYPART_SIBL
(13,10),(13,21),0.0112776 # DEPENDENCYPART_SIBL
(13,10),(13,22),0.103213 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0951755 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.00899253 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0153512 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.0227972 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.0710855 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.0387942 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.112011 # DEPENDENCYPART_SIBL
(13,12),(13,22),0.0337532 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0617852 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0232094 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.0245108 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.0571224 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.00361306 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.228902 # DEPENDENCYPART_SIBL
(13,14),(13,22),-0.0593049 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0192959 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0184425 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.017932 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.0329903 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.123072 # DEPENDENCYPART_SIBL
(13,15),(13,22),-0.0240828 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.259834 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.000563177 # DEPENDENCYPART_SIBL
(13,17),(13,20),0.00886923 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.013247 # DEPENDENCYPART_SIBL
(13,17),(13,22),0.0020984 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.000677994 # DEPENDENCYPART_SIBL
(13,18),(13,20),0.00886974 # DEPENDENCYPART_SIBL
(13,18),(13,21),-0.0402575 # DEPENDENCYPART_SIBL
(13,18),(13,22),0.00221322 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.00667583 # DEPENDENCYPART_SIBL
(13,19),(13,21),-0.21713 # DEPENDENCYPART_SIBL
(13,19),(13,22),-0.0678685 # DEPENDENCYPART_SIBL
(13,20),(13,21),-0.218935 # DEPENDENCYPART_SIBL
(13,20),(13,22),-0.0141372 # DEPENDENCYPART_SIBL
(13,21),(13,22),0.0244718 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.102055 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.10194 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.138378 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.101989 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.0449056 # DEPENDENCYPART_SIBL
(14,8),(14,17),0.0109389 # DEPENDENCYPART_SIBL
(14,8),(14,18),0.0109602 # DEPENDENCYPART_SIBL
(14,8),(14,19),-0.0602693 # DEPENDENCYPART_SIBL
(14,8),(14,20),-0.0776703 # DEPENDENCYPART_SIBL
(14,8),(14,21),-0.117179 # DEPENDENCYPART_SIBL
(14,8),(14,22),-0.0566282 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.0122445 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.00581449 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0114374 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0260773 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.00326429 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.00543182 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.0252091 # DEPENDENCYPART_SIBL
(14,9),(14,20),0.00884791 # DEPENDENCYPART_SIBL
(14,9),(14,21),-0.00450764 # DEPENDENCYPART_SIBL
(14,9),(14,22),0.020661 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.00586085 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0103745 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0248041 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.00146439 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.000703137 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.0212796 # DEPENDENCYPART_SIBL
(14,11),(14,20),0.00980661 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.00323135 # DEPENDENCYPART_SIBL
(14,11),(14,22),0.0167315 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.189323 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.00658134 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.00694628 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0143923 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.0417595 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.0298545 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.109558 # DEPENDENCYPART_SIBL
(14,12),(14,22),0.00442727 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0224064 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.000757575 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.00292511 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.0276005 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.0097456 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.000164802 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.0230524 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.019182 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0183286 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.0166859 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.0345295 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.121897 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.0228368 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.259566 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.0012225 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.00759209 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.012073 # DEPENDENCYPART_SIBL
(14,17),(14,22),0.00275773 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.00133732 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.00759259 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.0390835 # DEPENDENCYPART_SIBL
(14,18),(14,22),0.00287255 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.00744037 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.212263 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.0654392 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.217745 # DEPENDENCYPART_SIBL
(14,20),(14,22),-0.0134606 # DEPENDENCYPART_SIBL
(14,21),(14,22),0.0257353 # DEPENDENCYPART_SIBL
(15,2),(15,5),0.494272 # DEPENDENCYPART_SIBL
(15,2),(15,7),0.153825 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.00216857 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.0328473 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.0118806 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.00109213 # DEPENDENCYPART_SIBL
(15,2),(15,17),0.024225 # DEPENDENCYPART_SIBL
(15,2),(15,18),0.0245627 # DEPENDENCYPART_SIBL
(15,2),(15,19),0.190164 # DEPENDENCYPART_SIBL
(15,2),(15,20),0.0488733 # DEPENDENCYPART_SIBL
(15,2),(15,21),-0.00870396 # DEPENDENCYPART_SIBL
(15,2),(15,22),0.19792 # DEPENDENCYPART_SIBL
(15,2),(15,23),-0.00870396 # DEPENDENCYPART_SIBL
(15,5),(15,7),0.0557233 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.0728302 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.0310342 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.0556677 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.0750677 # DEPENDENCYPART_SIBL
(15,5),(15,17),0.0700958 # DEPENDENCYPART_SIBL
(15,5),(15,18),0.0784213 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.0437047 # DEPENDENCYPART_SIBL
(15,5),(15,20),0.012704 # DEPENDENCYPART_SIBL
(15,5),(15,21),-0.018469 # DEPENDENCYPART_SIBL
(15,5),(15,22),0.0574843 # DEPENDENCYPART_SIBL
(15,5),(15,23),-0.018469 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.0598336 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.0828902 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.0700687 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.0602536 # DEPENDENCYPART_SIBL
(15,7),(15,17),0.646768 # DEPENDENCYPART_SIBL
(15,7),(15,18),0.659914 # DEPENDENCYPART_SIBL
(15,7),(15,19),-0.017701 # DEPENDENCYPART_SIBL
(15,7),(15,20),0.0216098 # DEPENDENCYPART_SIBL
(15,7),(15,21),0.011632 # DEPENDENCYPART_SIBL
(15,7),(15,22),-0.015703 # DEPENDENCYPART_SIBL
(15,7),(15,23),0.011632 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0278383 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.000705753 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0100827 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.00816374 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.0085014 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.160184 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.0450156 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.0326539 # DEPENDENCYPART_SIBL
(15,11),(15,22),0.16794 # DEPENDENCYPART_SIBL
(15,11),(15,23),-0.0326539 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.0127775 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.00736337 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.014513 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0112266 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0169477 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.0236482 # DEPENDENCYPART_SIBL
(15,12),(15,21),0.00333677 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.0070962 # DEPENDENCYPART_SIBL
(15,12),(15,23),0.00333677 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.00831998 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.017464 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0178017 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.175036 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.0513618 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.019074 # DEPENDENCYPART_SIBL
(15,13),(15,22),0.182792 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.019074 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0047662 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.00510386 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.150812 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.039861 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.0384008 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.158568 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.0384008 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.362606 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0220605 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.0215028 # DEPENDENCYPART_SIBL
(15,17),(15,21),0.159057 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.0185274 # DEPENDENCYPART_SIBL
(15,17),(15,23),0.159057 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.021805 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.0216359 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.132306 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.0182719 # DEPENDENCYPART_SIBL
(15,18),(15,23),0.132306 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.0958437 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.122293 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.0199821 # DEPENDENCYPART_SIBL
(15,19),(15,23),-0.122293 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.090049 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.00261486 # DEPENDENCYPART_SIBL
(15,20),(15,23),-0.090049 # DEPENDENCYPART_SIBL
(15,21),(15,22),0.056708 # DEPENDENCYPART_SIBL
(15,21),(15,23),0.239873 # DEPENDENCYPART_SIBL
(15,22),(15,23),-0.118054 # DEPENDENCYPART_SIBL
(17,1),(17,2),-0.00919035 # DEPENDENCYPART_SIBL
(17,1),(17,5),-0.247464 # DEPENDENCYPART_SIBL
(17,1),(17,6),-0.0653006 # DEPENDENCYPART_SIBL
(17,1),(17,7),0.0144746 # DEPENDENCYPART_SIBL
(17,1),(17,9),-0.00869236 # DEPENDENCYPART_SIBL
(17,1),(17,11),-0.00880069 # DEPENDENCYPART_SIBL
(17,1),(17,12),-0.0627479 # DEPENDENCYPART_SIBL
(17,1),(17,13),-0.00923826 # DEPENDENCYPART_SIBL
(17,1),(17,14),-0.00918591 # DEPENDENCYPART_SIBL
(17,1),(17,15),-0.247464 # DEPENDENCYPART_SIBL
(17,1),(17,16),0.0848101 # DEPENDENCYPART_SIBL
(17,1),(17,18),0.017309 # DEPENDENCYPART_SIBL
(17,1),(17,19),0.00512654 # DEPENDENCYPART_SIBL
(17,1),(17,20),0.0462664 # DEPENDENCYPART_SIBL
(17,1),(17,21),-0.0578698 # DEPENDENCYPART_SIBL
(17,1),(17,22),0.00192254 # DEPENDENCYPART_SIBL
(17,1),(17,23),-0.0578698 # DEPENDENCYPART_SIBL
(17,2),(17,5),-0.151626 # DEPENDENCYPART_SIBL
(17,2),(17,6),-0.0878432 # DEPENDENCYPART_SIBL
(17,2),(17,7),-0.00711468 # DEPENDENCYPART_SIBL
(17,2),(17,9),-0.197981 # DEPENDENCYPART_SIBL
(17,2),(17,11),-0.198735 # DEPENDENCYPART_SIBL
(17,2),(17,12),-0.185296 # DEPENDENCYPART_SIBL
(17,2),(17,13),-0.200271 # DEPENDENCYPART_SIBL
(17,2),(17,14),-0.195775 # DEPENDENCYPART_SIBL
(17,2),(17,15),-0.151626 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.012298 # DEPENDENCYPART_SIBL
(17,2),(17,18),0.0214238 # DEPENDENCYPART_SIBL
(17,2),(17,19),-0.0327741 # DEPENDENCYPART_SIBL
(17,2),(17,20),-0.013031 # DEPENDENCYPART_SIBL
(17,2),(17,21),0.0157608 # DEPENDENCYPART_SIBL
(17,2),(17,22),-0.0133779 # DEPENDENCYPART_SIBL
(17,2),(17,23),0.0157608 # DEPENDENCYPART_SIBL
(17,5),(17,6),0.738444 # DEPENDENCYPART_SIBL
(17,5),(17,7),0.115436 # DEPENDENCYPART_SIBL
(17,5),(17,9),0.0329255 # DEPENDENCYPART_SIBL
(17,5),(17,11),0.0328673 # DEPENDENCYPART_SIBL
(17,5),(17,12),0.0103679 # DEPENDENCYPART_SIBL
(17,5),(17,13),0.0233022 # DEPENDENCYPART_SIBL
(17,5),(17,14),0.0408547 # DEPENDENCYPART_SIBL
(17,5),(17,15),-0.173466 # DEPENDENCYPART_SIBL
(17,5),(17,16),-0.0250105 # DEPENDENCYPART_SIBL
(17,5),(17,18),0.0124628 # DEPENDENCYPART_SIBL
(17,5),(17,19),-0.00770461 # DEPENDENCYPART_SIBL
(17,5),(17,20),-0.0126565 # DEPENDENCYPART_SIBL
(17,5),(17,21),-0.023705 # DEPENDENCYPART_SIBL
(17,5),(17,22),0.0196577 # DEPENDENCYPART_SIBL
(17,5),(17,23),-0.023705 # DEPENDENCYPART_SIBL
(17,6),(17,7),0.108926 # DEPENDENCYPART_SIBL
(17,6),(17,9),0.145735 # DEPENDENCYPART_SIBL
(17,6),(17,11),0.145694 # DEPENDENCYPART_SIBL
(17,6),(17,12),0.052889 # DEPENDENCYPART_SIBL
(17,6),(17,13),0.141114 # DEPENDENCYPART_SIBL
(17,6),(17,14),0.147074 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.122082 # DEPENDENCYPART_SIBL
(17,6),(17,16),0.0748306 # DEPENDENCYPART_SIBL
(17,6),(17,18),0.142701 # DEPENDENCYPART_SIBL
(17,6),(17,19),0.115069 # DEPENDENCYPART_SIBL
(17,6),(17,20),0.133446 # DEPENDENCYPART_SIBL
(17,6),(17,21),-0.0868061 # DEPENDENCYPART_SIBL
(17,6),(17,22),0.138624 # DEPENDENCYPART_SIBL
(17,6),(17,23),-0.0868061 # DEPENDENCYPART_SIBL
(17,7),(17,9),-0.00773322 # DEPENDENCYPART_SIBL
(17,7),(17,11),-0.00778462 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.0707226 # DEPENDENCYPART_SIBL
(17,7),(17,13),-0.0125664 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.00623278 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.0790515 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.040983 # DEPENDENCYPART_SIBL
(17,7),(17,18),0.00377956 # DEPENDENCYPART_SIBL
(17,7),(17,19),-0.02523 # DEPENDENCYPART_SIBL
(17,7),(17,20),-0.0755074 # DEPENDENCYPART_SIBL
(17,7),(17,21),-0.0321029 # DEPENDENCYPART_SIBL
(17,7),(17,22),-0.0184561 # DEPENDENCYPART_SIBL
(17,7),(17,23),-0.0321029 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.189133 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.180201 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.190668 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.186172 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.152743 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.000740601 # DEPENDENCYPART_SIBL
(17,9),(17,18),0.000312123 # DEPENDENCYPART_SIBL
(17,9),(17,19),-0.0515069 # DEPENDENCYPART_SIBL
(17,9),(17,20),-0.0229762 # DEPENDENCYPART_SIBL
(17,9),(17,21),-0.0223832 # DEPENDENCYPART_SIBL
(17,9),(17,22),-0.0321108 # DEPENDENCYPART_SIBL
(17,9),(17,23),-0.0223832 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.186041 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.198524 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.194028 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.158597 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.00509032 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.0114766 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.0597684 # DEPENDENCYPART_SIBL
(17,11),(17,20),-0.0244459 # DEPENDENCYPART_SIBL
(17,11),(17,21),-0.0231951 # DEPENDENCYPART_SIBL
(17,11),(17,22),-0.0403723 # DEPENDENCYPART_SIBL
(17,11),(17,23),-0.0231951 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.0439661 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.0420254 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.0324404 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.0137788 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0654375 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0428262 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.0388799 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.0914828 # DEPENDENCYPART_SIBL
(17,12),(17,22),-0.0451598 # DEPENDENCYPART_SIBL
(17,12),(17,23),-0.0914828 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.187213 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.153259 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.000577076 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.00285611 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0497135 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.0217769 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.0175762 # DEPENDENCYPART_SIBL
(17,13),(17,22),-0.0303173 # DEPENDENCYPART_SIBL
(17,13),(17,23),-0.0175762 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.149585 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.00613647 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.00265565 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0442185 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0141746 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.0111293 # DEPENDENCYPART_SIBL
(17,14),(17,22),-0.0248224 # DEPENDENCYPART_SIBL
(17,14),(17,23),-0.0111293 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0250105 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0124628 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.00770461 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0126565 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.023705 # DEPENDENCYPART_SIBL
(17,15),(17,22),0.0196577 # DEPENDENCYPART_SIBL
(17,15),(17,23),-0.023705 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.00949275 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0765282 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0984822 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.175306 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.0222612 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.175306 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0312627 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.00904959 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.00620722 # DEPENDENCYPART_SIBL
(17,18),(17,22),0.0525349 # DEPENDENCYPART_SIBL
(17,18),(17,23),0.00620722 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0174844 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.104556 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.0921855 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.104556 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.0839233 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.061589 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.0839233 # DEPENDENCYPART_SIBL
(17,21),(17,22),0.0660396 # DEPENDENCYPART_SIBL
(17,21),(17,23),0.0910997 # DEPENDENCYPART_SIBL
(17,22),(17,23),-0.103977 # DEPENDENCYPART_SIBL
(18,1),(18,2),-0.0271622 # DEPENDENCYPART_SIBL
(18,1),(18,4),-0.0266642 # DEPENDENCYPART_SIBL
(18,1),(18,5),-0.259215 # DEPENDENCYPART_SIBL
(18,1),(18,7),0.0034254 # DEPENDENCYPART_SIBL
(18,1),(18,9),-0.0266642 # DEPENDENCYPART_SIBL
(18,1),(18,11),-0.0267725 # DEPENDENCYPART_SIBL
(18,1),(18,13),-0.0272101 # DEPENDENCYPART_SIBL
(18,1),(18,14),-0.0271577 # DEPENDENCYPART_SIBL
(18,1),(18,15),-0.259215 # DEPENDENCYPART_SIBL
