# _root_ V prvním poločase , kdy se domácí celek ujal ve 28 . minutě vedení brankou z kopačky Kellyho , rozpoutali podnapilí výtržníci z Anglie na horní části tribuny nepokoje .
#goldHeads=20,3,1,9,9,9,8,9,3,9,13,11,10,9,9,15,16,17,9,0,22,20,22,23,20,27,25,27,20,0,
#predictedHeads=20,3,1,9,9,9,8,9,3,9,13,11,10,13,14,15,16,17,9,0,22,20,22,23,20,27,25,27,20,0,
(4,20),(20,19),-0.442582 # DEPENDENCYPART_GRANDPAR
(4,20),(20,21),-0.352856 # DEPENDENCYPART_GRANDPAR
(4,20),(20,22),-0.409602 # DEPENDENCYPART_GRANDPAR
(4,20),(20,23),-0.256915 # DEPENDENCYPART_GRANDPAR
(4,20),(20,24),-0.52717 # DEPENDENCYPART_GRANDPAR
(4,20),(20,25),-0.281178 # DEPENDENCYPART_GRANDPAR
(4,20),(20,26),-0.490695 # DEPENDENCYPART_GRANDPAR
(4,20),(20,27),-0.529288 # DEPENDENCYPART_GRANDPAR
(4,20),(20,28),-0.629128 # DEPENDENCYPART_GRANDPAR
(4,20),(20,29),-0.550182 # DEPENDENCYPART_GRANDPAR
(4,20),(20,30),-1.17655 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.00779628 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.107439 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.228652 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.70676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,8),-0.749389 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.124291 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.137564 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.337334 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.60701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,7),-0.607436 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.624964 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.585236 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.882488 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.721852 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.328442 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.343268 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.361991 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.73503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,7),-0.661731 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.920281 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.724448 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.950997 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.888192 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.793929 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-0.990206 # DEPENDENCYPART_GRANDPAR
(5,4),(4,20),-0.969287 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.52058 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.666525 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.18229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.211499 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.123696 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.412046 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.558859 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.621183 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.6294 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.725475 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.39056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.0256428 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.0275706 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.101242 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.442575 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.401207 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.288854 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.564259 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.50988 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.501046 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.600817 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.989544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.206416 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.0590992 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.0589448 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.406564 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.382677 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.301743 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.336785 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.397932 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.407085 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.519885 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.496272 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.433358 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.404724 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.442586 # DEPENDENCYPART_GRANDPAR
(5,9),(9,22),-0.455184 # DEPENDENCYPART_GRANDPAR
(5,9),(9,23),-0.538153 # DEPENDENCYPART_GRANDPAR
(5,9),(9,24),-0.598173 # DEPENDENCYPART_GRANDPAR
(5,9),(9,25),-0.282206 # DEPENDENCYPART_GRANDPAR
(5,9),(9,27),-0.531446 # DEPENDENCYPART_GRANDPAR
(5,9),(9,28),-0.493507 # DEPENDENCYPART_GRANDPAR
(5,9),(9,29),-0.525646 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-0.773926 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.235494 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.624681 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.683992 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.335023 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),0.178017 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.21563 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.137342 # DEPENDENCYPART_GRANDPAR
(7,1),(1,8),-1.22087 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.428563 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.617047 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.327001 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.199315 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-2.51598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-1.36622 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-1.21379 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.820242 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.872503 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-1.0124 # DEPENDENCYPART_GRANDPAR
(7,4),(4,19),-1.28168 # DEPENDENCYPART_GRANDPAR
(7,4),(4,20),-1.45953 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.372239 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.156435 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.371954 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-2.39539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-1.02302 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-1.06938 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.91044 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.738686 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.830369 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.617101 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.689396 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.46669 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.203111 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.9287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.347863 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.332547 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.40008 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.447736 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.740438 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.651578 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.495313 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.491606 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-1.01819 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.968225 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.557876 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.884358 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-1.31832 # DEPENDENCYPART_GRANDPAR
(7,9),(9,23),-0.571679 # DEPENDENCYPART_GRANDPAR
(7,9),(9,24),-1.53721 # DEPENDENCYPART_GRANDPAR
(7,9),(9,25),-0.613133 # DEPENDENCYPART_GRANDPAR
(7,9),(9,27),-1.69829 # DEPENDENCYPART_GRANDPAR
(7,9),(9,28),-1.70191 # DEPENDENCYPART_GRANDPAR
(7,9),(9,29),-1.65718 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.393158 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.452283 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.683591 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.59005 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.43216 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.689217 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.235295 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.716117 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.685317 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.441511 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-2.46211 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,1),-0.583498 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.853434 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.374769 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.0764761 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.347915 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.235355 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),0.229064 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-2.22691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.900535 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.920447 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-1.43726 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.380631 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.135263 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.871307 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.217441 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.215019 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-2.48241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.992993 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-1.00297 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.886011 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-1.49826 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-1.07571 # DEPENDENCYPART_GRANDPAR
(8,4),(4,20),-1.54765 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.376579 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.89632 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.676334 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.143544 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-2.12671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.847052 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-1.36379 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.103868 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.550055 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.344704 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.00283174 # DEPENDENCYPART_GRANDPAR
(8,7),(7,9),-0.88828 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.906013 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.983577 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.669649 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.87027 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-1.4652 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.842224 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.653222 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.744829 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.0879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.264839 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.177043 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.486775 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.269682 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.1914 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.476274 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.302776 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.480383 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.0888931 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),0.178025 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.756435 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-0.713433 # DEPENDENCYPART_GRANDPAR
(8,9),(9,23),-0.594745 # DEPENDENCYPART_GRANDPAR
(8,9),(9,24),-0.708867 # DEPENDENCYPART_GRANDPAR
(8,9),(9,25),-0.309109 # DEPENDENCYPART_GRANDPAR
(8,9),(9,27),-0.820854 # DEPENDENCYPART_GRANDPAR
(8,9),(9,28),-1.05052 # DEPENDENCYPART_GRANDPAR
(8,9),(9,29),-1.36346 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.251024 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.571728 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.27444 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.218747 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.498588 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.185341 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.716676 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.1338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,10),-0.19682 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.674399 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.820705 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.739903 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-1.02773 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.58841 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.968247 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-2.02785 # DEPENDENCYPART_GRANDPAR
(8,12),(12,9),-0.0817509 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.821049 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.743484 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.0872051 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.129967 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),0.180122 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),0.00684357 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),0.815045 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),0.0311669 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.360188 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),0.036228 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.365708 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.0866925 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.0896065 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),0.554314 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),0.666001 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-2.19695 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,11),-0.695956 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),-0.760891 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.0435114 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.521799 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.661701 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.139386 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.0378072 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.271676 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-2.55242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.344788 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.889006 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.976645 # DEPENDENCYPART_GRANDPAR
(9,4),(4,19),-1.06292 # DEPENDENCYPART_GRANDPAR
(9,4),(4,20),-1.257 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.0244255 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.618241 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.140733 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.19076 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.340383 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-2.20462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,12),-0.729488 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.172011 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.0851607 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.210876 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.0475485 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-2.20119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.0384808 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),0.0350954 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.360405 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.431977 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),0.080804 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.183529 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.0958683 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.463988 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.19284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),0.0454989 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.691845 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.756776 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),-0.234353 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.244599 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.278047 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),0.0467927 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),0.317648 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.304651 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.0861854 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),0.220412 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),0.488483 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.39863 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.228487 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.00193463 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),0.256494 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),0.177813 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.226592 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-1.25102 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.74443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,13),-0.191726 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.426425 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.759387 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.471711 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.336974 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),0.0123114 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.15799 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),0.124904 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-1.1118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.447763 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.223255 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.259173 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.133358 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.126465 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.0128398 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.539314 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.263581 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.166612 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.729784 # DEPENDENCYPART_GRANDPAR
(9,13),(13,23),-0.211242 # DEPENDENCYPART_GRANDPAR
(9,13),(13,25),-0.201814 # DEPENDENCYPART_GRANDPAR
(9,14),(14,10),0.455174 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.222459 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.264738 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.169219 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),0.0284329 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.495647 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.219914 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.288044 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.138798 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.70749 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.195649 # DEPENDENCYPART_GRANDPAR
(9,14),(14,25),-0.188618 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),0.124963 # DEPENDENCYPART_GRANDPAR
(9,15),(15,10),0.449837 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.23196 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.238407 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.0130778 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),0.0248843 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.529296 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.253563 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.161554 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.729639 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),-0.199197 # DEPENDENCYPART_GRANDPAR
(9,15),(15,25),-0.189809 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.173064 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.443135 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.176155 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.325719 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),0.144535 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.260324 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.163719 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.72849 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),-0.0720928 # DEPENDENCYPART_GRANDPAR
(9,17),(17,23),-0.199019 # DEPENDENCYPART_GRANDPAR
(9,17),(17,25),-0.189457 # DEPENDENCYPART_GRANDPAR
(9,17),(17,28),-0.861889 # DEPENDENCYPART_GRANDPAR
(9,17),(17,29),-0.343764 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),0.240343 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.0111438 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),0.264905 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),0.145975 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.384355 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.290109 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.163295 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.727818 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.0719234 # DEPENDENCYPART_GRANDPAR
(9,19),(19,1),-0.651088 # DEPENDENCYPART_GRANDPAR
(9,19),(19,3),-1.51919 # DEPENDENCYPART_GRANDPAR
(9,19),(19,4),-0.693794 # DEPENDENCYPART_GRANDPAR
(9,19),(19,5),-0.628034 # DEPENDENCYPART_GRANDPAR
(9,19),(19,8),-0.577776 # DEPENDENCYPART_GRANDPAR
(9,19),(19,9),-1.77185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,19),(19,10),0.169219 # DEPENDENCYPART_GRANDPAR
(9,19),(19,11),-0.53121 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),-0.123308 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),-0.371406 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-0.0958179 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.162981 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.748825 # DEPENDENCYPART_GRANDPAR
