# _root_ Jakmile bude toto perspektivně levné vozidlo předvedeno potencionálním zájemcům in natura , bude jim jasné , že na něco podobného vlastně čekali .
#goldHeads=13,7,6,5,6,7,1,9,7,11,7,1,0,13,13,17,13,22,18,19,22,17,0,
#predictedHeads=13,7,6,5,6,7,1,9,7,9,10,1,0,15,13,17,13,22,18,19,22,17,0,
(13,1),(13,21),0.175775 # DEPENDENCYPART_SIBL
(13,1),(13,22),0.162982 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.0412092 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.219401 # DEPENDENCYPART_SIBL
(13,2),(13,6),0.26895 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.141999 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.0210547 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.269141 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.159608 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.25932 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.00865401 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.0175174 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.135997 # DEPENDENCYPART_SIBL
(13,2),(13,16),0.115102 # DEPENDENCYPART_SIBL
(13,2),(13,17),0.0326873 # DEPENDENCYPART_SIBL
(13,2),(13,18),-0.0166246 # DEPENDENCYPART_SIBL
(13,2),(13,19),0.0285407 # DEPENDENCYPART_SIBL
(13,2),(13,20),0.135515 # DEPENDENCYPART_SIBL
(13,2),(13,21),0.113606 # DEPENDENCYPART_SIBL
(13,2),(13,22),0.0267489 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.0290828 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.0580492 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.00161541 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.0542863 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.0612016 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.0444742 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.0677437 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.263892 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.133986 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0662261 # DEPENDENCYPART_SIBL
(13,3),(13,16),0.0261827 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.0820133 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.0644197 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.0828409 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.0553457 # DEPENDENCYPART_SIBL
(13,3),(13,21),-0.00528259 # DEPENDENCYPART_SIBL
(13,3),(13,22),-0.117686 # DEPENDENCYPART_SIBL
(13,4),(13,6),0.0497633 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.0776975 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.0189557 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.046501 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.0647045 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.0352229 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.113128 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.00607484 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.183046 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.0625379 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.102148 # DEPENDENCYPART_SIBL
(13,4),(13,18),0.102622 # DEPENDENCYPART_SIBL
(13,4),(13,19),0.0277664 # DEPENDENCYPART_SIBL
(13,4),(13,20),0.170173 # DEPENDENCYPART_SIBL
(13,4),(13,21),0.0557216 # DEPENDENCYPART_SIBL
(13,4),(13,22),0.0569376 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.0133729 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.173406 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.177433 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.0232795 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.183975 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.140216 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.033218 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.1959 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.0959394 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.106894 # DEPENDENCYPART_SIBL
(13,6),(13,18),0.156658 # DEPENDENCYPART_SIBL
(13,6),(13,19),0.00765671 # DEPENDENCYPART_SIBL
(13,6),(13,20),0.198192 # DEPENDENCYPART_SIBL
(13,6),(13,21),0.154312 # DEPENDENCYPART_SIBL
(13,6),(13,22),0.024668 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0733925 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.00262241 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.00386947 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0124435 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0967613 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0505336 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.11915 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.00894187 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.0149154 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.0168879 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.0102258 # DEPENDENCYPART_SIBL
(13,7),(13,20),0.118629 # DEPENDENCYPART_SIBL
(13,7),(13,21),0.0701374 # DEPENDENCYPART_SIBL
(13,7),(13,22),-0.0328445 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0357253 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.0722743 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0422673 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0232751 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0940964 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.192454 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0185909 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0275166 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0309502 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0654725 # DEPENDENCYPART_SIBL
(13,8),(13,20),0.213878 # DEPENDENCYPART_SIBL
(13,8),(13,21),-0.0068676 # DEPENDENCYPART_SIBL
(13,8),(13,22),-0.0880796 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0232558 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.184 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.146174 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.034111 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.195006 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.114577 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.106865 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.130986 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.00676369 # DEPENDENCYPART_SIBL
(13,9),(13,20),0.197299 # DEPENDENCYPART_SIBL
(13,9),(13,21),0.156855 # DEPENDENCYPART_SIBL
(13,9),(13,22),0.00970312 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0320642 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.264337 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0154505 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.104397 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0422591 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.057324 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.0150382 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.0636955 # DEPENDENCYPART_SIBL
(13,10),(13,20),0.102731 # DEPENDENCYPART_SIBL
(13,10),(13,21),0.108425 # DEPENDENCYPART_SIBL
(13,10),(13,22),0.00821688 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.146148 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0411232 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.187996 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0942229 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.0998532 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.12444 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.000248434 # DEPENDENCYPART_SIBL
(13,11),(13,20),0.190288 # DEPENDENCYPART_SIBL
(13,11),(13,21),0.149843 # DEPENDENCYPART_SIBL
(13,11),(13,22),0.0167717 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.00659418 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.188884 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.208062 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0736427 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.0666242 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.0245881 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.163308 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.187367 # DEPENDENCYPART_SIBL
(13,12),(13,22),-0.000522704 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.00692346 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0794246 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.131339 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.0909831 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.0695684 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.00234008 # DEPENDENCYPART_SIBL
(13,14),(13,21),0.0782959 # DEPENDENCYPART_SIBL
(13,14),(13,22),0.0479278 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0794669 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.163632 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.11961 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.00546505 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.180943 # DEPENDENCYPART_SIBL
(13,15),(13,21),0.113323 # DEPENDENCYPART_SIBL
(13,15),(13,22),0.372632 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0382244 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0957261 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.00300468 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.0445434 # DEPENDENCYPART_SIBL
(13,16),(13,21),0.00287861 # DEPENDENCYPART_SIBL
(13,16),(13,22),-0.0527797 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.166138 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.122791 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.116531 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.0558698 # DEPENDENCYPART_SIBL
(13,17),(13,22),-0.0981107 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.0860824 # DEPENDENCYPART_SIBL
(13,18),(13,20),0.085354 # DEPENDENCYPART_SIBL
(13,18),(13,21),0.206727 # DEPENDENCYPART_SIBL
(13,18),(13,22),0.0429759 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.0404721 # DEPENDENCYPART_SIBL
(13,19),(13,21),0.0421633 # DEPENDENCYPART_SIBL
(13,19),(13,22),0.00528815 # DEPENDENCYPART_SIBL
(13,20),(13,21),0.0474677 # DEPENDENCYPART_SIBL
(13,20),(13,22),0.276913 # DEPENDENCYPART_SIBL
(13,21),(13,22),0.138546 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.248595 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.117005 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.00887797 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.00130503 # DEPENDENCYPART_SIBL
(14,11),(14,22),-0.0292013 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.218996 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.150588 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.283993 # DEPENDENCYPART_SIBL
(14,12),(14,22),0.0845726 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0754546 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0296122 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.0159836 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.020296 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.0820467 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.0050835 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.163682 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.148707 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.0902844 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.0589331 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.00536647 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.0514488 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.0271656 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.0316177 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.126976 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.011499 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.00855545 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0550805 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.000648498 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.069786 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.100229 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0247593 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.074435 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.098427 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0605265 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.392579 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.25494 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.250812 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.00118825 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.00483878 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0775361 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0308717 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0717749 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.118961 # DEPENDENCYPART_SIBL
(16,1),(16,2),-0.100447 # DEPENDENCYPART_SIBL
(16,1),(16,7),-0.0111895 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.100447 # DEPENDENCYPART_SIBL
(16,1),(16,14),-0.0114093 # DEPENDENCYPART_SIBL
(16,1),(16,15),-0.0395955 # DEPENDENCYPART_SIBL
(16,1),(16,18),0.0435382 # DEPENDENCYPART_SIBL
(16,1),(16,19),0.0683737 # DEPENDENCYPART_SIBL
(16,1),(16,20),0.00528757 # DEPENDENCYPART_SIBL
(16,1),(16,21),-0.00640842 # DEPENDENCYPART_SIBL
(16,1),(16,22),0.0464137 # DEPENDENCYPART_SIBL
(16,2),(16,7),-0.00135832 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.083055 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.0579588 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.0774201 # DEPENDENCYPART_SIBL
(16,2),(16,18),0.089953 # DEPENDENCYPART_SIBL
(16,2),(16,19),0.146268 # DEPENDENCYPART_SIBL
(16,2),(16,20),0.0219965 # DEPENDENCYPART_SIBL
(16,2),(16,21),0.232981 # DEPENDENCYPART_SIBL
(16,2),(16,22),0.647313 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.0706205 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.0516078 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.073758 # DEPENDENCYPART_SIBL
(16,7),(16,18),0.0328822 # DEPENDENCYPART_SIBL
(16,7),(16,19),0.0869903 # DEPENDENCYPART_SIBL
(16,7),(16,20),-0.000372002 # DEPENDENCYPART_SIBL
(16,7),(16,21),0.114417 # DEPENDENCYPART_SIBL
(16,7),(16,22),0.667481 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0579588 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0774201 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.089953 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.146268 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.0219965 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.232981 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.647313 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0394474 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.00373586 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.155298 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.116547 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.00282928 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.0982223 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0215197 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0829168 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.570908 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0445487 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.0142242 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.130085 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.00102913 # DEPENDENCYPART_SIBL
(16,18),(16,21),0.159975 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.118881 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.0189768 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.0451219 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.0821209 # DEPENDENCYPART_SIBL
(16,20),(16,21),0.0193165 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.0464868 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.0543359 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.140732 # DEPENDENCYPART_SIBL
(17,11),(17,13),0.0166582 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.196117 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.140732 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.124735 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.00631292 # DEPENDENCYPART_SIBL
(17,11),(17,20),-0.093115 # DEPENDENCYPART_SIBL
(17,11),(17,21),-0.0635842 # DEPENDENCYPART_SIBL
(17,11),(17,22),-0.117475 # DEPENDENCYPART_SIBL
(17,11),(17,23),-0.0481303 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.0121014 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.0825587 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.419122 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.210756 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.167172 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.144114 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.065049 # DEPENDENCYPART_SIBL
(17,12),(17,22),0.00937136 # DEPENDENCYPART_SIBL
(17,12),(17,23),0.0053857 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.160498 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.295955 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.207523 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.136653 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.230968 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.110211 # DEPENDENCYPART_SIBL
(17,13),(17,22),-0.130697 # DEPENDENCYPART_SIBL
(17,13),(17,23),-0.0952199 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0317523 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0644755 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.027301 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.599486 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0544749 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.239783 # DEPENDENCYPART_SIBL
(17,15),(17,23),-0.0418087 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.210756 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.167172 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.144114 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.065049 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.00937136 # DEPENDENCYPART_SIBL
(17,16),(17,23),0.0053857 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0253872 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.116059 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.0254191 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.592544 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.126489 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0267306 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.0119964 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.460598 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.0490671 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.0363919 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.507066 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.120898 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.382063 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.0895444 # DEPENDENCYPART_SIBL
(17,22),(17,23),-0.104519 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0576171 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.00913505 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.0146146 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.25064 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.351156 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.193488 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0428144 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0209069 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.0778987 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0297586 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.0155704 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.04748 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.150369 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.137384 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.0178211 # DEPENDENCYPART_SIBL
(20,14),(20,22),-0.0119712 # DEPENDENCYPART_SIBL
(20,14),(20,23),-0.16009 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0351644 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0265272 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0629876 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.0714191 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0293269 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.00307075 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.164239 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.0210931 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0218366 # DEPENDENCYPART_SIBL
(20,22),(20,23),0.0616892 # DEPENDENCYPART_SIBL
(21,14),(21,18),0.00106917 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.083481 # DEPENDENCYPART_SIBL
(21,14),(21,20),0.0746482 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.00253922 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.027199 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0876935 # DEPENDENCYPART_SIBL
(22,1),(22,2),0.141485 # DEPENDENCYPART_SIBL
(22,1),(22,3),-0.0629738 # DEPENDENCYPART_SIBL
(22,1),(22,4),0.0237925 # DEPENDENCYPART_SIBL
(22,1),(22,5),-0.0579985 # DEPENDENCYPART_SIBL
(22,1),(22,6),-0.00302802 # DEPENDENCYPART_SIBL
(22,1),(22,7),-0.0220548 # DEPENDENCYPART_SIBL
(22,1),(22,8),-0.0573008 # DEPENDENCYPART_SIBL
(22,1),(22,9),-0.00628877 # DEPENDENCYPART_SIBL
(22,1),(22,10),-0.00731223 # DEPENDENCYPART_SIBL
(22,1),(22,11),-0.0128308 # DEPENDENCYPART_SIBL
(22,1),(22,12),-0.108415 # DEPENDENCYPART_SIBL
(22,1),(22,13),0.141485 # DEPENDENCYPART_SIBL
(22,1),(22,14),0.00725135 # DEPENDENCYPART_SIBL
(22,1),(22,15),-0.0593311 # DEPENDENCYPART_SIBL
(22,1),(22,16),-0.108415 # DEPENDENCYPART_SIBL
(22,1),(22,17),-0.0852015 # DEPENDENCYPART_SIBL
(22,1),(22,18),0.0289593 # DEPENDENCYPART_SIBL
(22,1),(22,19),0.0123792 # DEPENDENCYPART_SIBL
(22,1),(22,20),-0.0584184 # DEPENDENCYPART_SIBL
(22,1),(22,21),0.0426263 # DEPENDENCYPART_SIBL
(22,1),(22,23),-0.063895 # DEPENDENCYPART_SIBL
(22,2),(22,3),-0.0372742 # DEPENDENCYPART_SIBL
(22,2),(22,4),0.171467 # DEPENDENCYPART_SIBL
(22,2),(22,5),0.0250152 # DEPENDENCYPART_SIBL
(22,2),(22,6),0.271971 # DEPENDENCYPART_SIBL
(22,2),(22,7),-0.142899 # DEPENDENCYPART_SIBL
(22,2),(22,8),0.0257129 # DEPENDENCYPART_SIBL
(22,2),(22,9),0.272162 # DEPENDENCYPART_SIBL
(22,2),(22,10),0.16193 # DEPENDENCYPART_SIBL
(22,2),(22,11),0.262341 # DEPENDENCYPART_SIBL
(22,2),(22,12),-0.00379437 # DEPENDENCYPART_SIBL
(22,2),(22,13),0.0286369 # DEPENDENCYPART_SIBL
(22,2),(22,14),0.0462928 # DEPENDENCYPART_SIBL
(22,2),(22,15),0.0256705 # DEPENDENCYPART_SIBL
(22,2),(22,16),-0.00379437 # DEPENDENCYPART_SIBL
(22,2),(22,17),0.0336297 # DEPENDENCYPART_SIBL
(22,2),(22,18),0.165176 # DEPENDENCYPART_SIBL
(22,2),(22,19),0.0327303 # DEPENDENCYPART_SIBL
(22,2),(22,20),0.0246482 # DEPENDENCYPART_SIBL
(22,2),(22,21),0.211336 # DEPENDENCYPART_SIBL
(22,2),(22,23),0.0108853 # DEPENDENCYPART_SIBL
(22,3),(22,4),-0.0401524 # DEPENDENCYPART_SIBL
(22,3),(22,5),-0.0645202 # DEPENDENCYPART_SIBL
(22,3),(22,6),-0.0666321 # DEPENDENCYPART_SIBL
(22,3),(22,7),-0.014654 # DEPENDENCYPART_SIBL
(22,3),(22,8),-0.0638224 # DEPENDENCYPART_SIBL
(22,3),(22,9),-0.0697845 # DEPENDENCYPART_SIBL
(22,3),(22,10),0.0357636 # DEPENDENCYPART_SIBL
(22,3),(22,11),-0.0763265 # DEPENDENCYPART_SIBL
(22,3),(22,12),-0.271244 # DEPENDENCYPART_SIBL
(22,3),(22,13),0.240338 # DEPENDENCYPART_SIBL
(22,3),(22,14),-0.0507542 # DEPENDENCYPART_SIBL
(22,3),(22,15),-0.066948 # DEPENDENCYPART_SIBL
(22,3),(22,16),-0.271244 # DEPENDENCYPART_SIBL
(22,3),(22,17),-0.0678865 # DEPENDENCYPART_SIBL
(22,3),(22,18),0.0171067 # DEPENDENCYPART_SIBL
(22,3),(22,19),-0.0623289 # DEPENDENCYPART_SIBL
(22,3),(22,20),-0.0675839 # DEPENDENCYPART_SIBL
