# _root_ Poslanec FS Aleš Mucha ( LSU ) nevidí důvod , proč by stahoval svůj návrh kandidatury Jiřího Kotase na funkci prezidenta ČSFR , přestože se v minulých dnech LSU od kandidatury J . Kotase distancovala .
#goldHeads=4,1,4,8,4,4,4,0,8,13,13,13,9,15,13,15,18,16,16,19,20,21,24,8,35,35,28,26,35,35,30,34,32,31,24,0,
#predictedHeads=4,1,4,8,4,4,4,0,8,13,13,13,9,15,13,15,18,16,15,19,20,21,24,13,35,35,28,26,28,35,30,34,32,31,24,0,
(3,4),(4,3),-1.83163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.378831 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.212381 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.194583 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-1.42176 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-1.12934 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.527532 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.254942 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-1.56512 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-1.54406 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-2.25396 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-2.17751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.396821 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.111226 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.155656 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-1.66273 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-1.02482 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.604192 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.329317 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-1.80866 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-1.43933 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-2.14602 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.82924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.0532295 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.084271 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.196358 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-1.42282 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-1.13037 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-1.70036 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-1.37868 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-2.08784 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-2.16811 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),-0.384308 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.208609 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.0440975 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.474023 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.554696 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.11867 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.155715 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-1.57915 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-1.20548 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-1.14291 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-1.3061 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-1.32422 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-0.91918 # DEPENDENCYPART_GRANDPAR
(3,8),(8,22),-1.13479 # DEPENDENCYPART_GRANDPAR
(3,8),(8,23),-0.873209 # DEPENDENCYPART_GRANDPAR
(3,8),(8,24),-0.65209 # DEPENDENCYPART_GRANDPAR
(3,8),(8,30),-0.80523 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-1.70042 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-2.41034 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-2.16898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,4),-0.385033 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),-0.0458667 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),0.0393507 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.420507 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-1.1243 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.842034 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.190867 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-1.75244 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-1.59394 # DEPENDENCYPART_GRANDPAR
(3,10),(10,23),-1.32238 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.0741228 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.0468245 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-2.75751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.633067 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.90395 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.62213 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-1.6082 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.373208 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.0101482 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.0546235 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-2.7572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.633034 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.903638 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.622097 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.0098764 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.507641 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-2.75786 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.633918 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.904305 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.622981 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-1.60847 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-1.19937 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.957679 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.50508 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-1.63701 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.62583 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.0680179 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.240802 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-1.13102 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.760035 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.484913 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.29421 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.756028 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.85295 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.39714 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-1.52825 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.28279 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.34171 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.202763 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.890459 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.865504 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-1.16785 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.792301 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-1.33896 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-1.47082 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.61775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.214893 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.224941 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.0744874 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.290759 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),0.00122165 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.120518 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.526432 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.967696 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.752255 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.910133 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.878198 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.781678 # DEPENDENCYPART_GRANDPAR
(4,8),(8,22),-0.687084 # DEPENDENCYPART_GRANDPAR
(4,8),(8,23),-0.46795 # DEPENDENCYPART_GRANDPAR
(4,8),(8,24),-0.385631 # DEPENDENCYPART_GRANDPAR
(4,8),(8,30),-0.635816 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.400299 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.213718 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.0386684 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.472851 # DEPENDENCYPART_GRANDPAR
(4,9),(9,35),-0.818748 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-1.11404 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-1.66145 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-1.79336 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-1.60676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.384196 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.231907 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.0130467 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.585937 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.56394 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.153449 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.6975 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-1.35206 # DEPENDENCYPART_GRANDPAR
(4,10),(10,23),-0.914083 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-1.30523 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-1.43709 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-1.77487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,6),0.0745626 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.754604 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.750945 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.371481 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.582432 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-1.35839 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.792188 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-1.33884 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-1.47071 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-1.61852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),0.220109 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),0.224165 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),-0.069271 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.750359 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.598102 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),0.028596 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),0.0478886 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),0.353563 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.629005 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.968367 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.752926 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.910804 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.878869 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.768346 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-1.46159 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),-1.17925 # DEPENDENCYPART_GRANDPAR
(4,13),(13,22),-0.687755 # DEPENDENCYPART_GRANDPAR
(4,13),(13,23),-0.46519 # DEPENDENCYPART_GRANDPAR
(4,13),(13,24),-0.38758 # DEPENDENCYPART_GRANDPAR
(4,13),(13,26),-0.836012 # DEPENDENCYPART_GRANDPAR
(4,13),(13,28),-1.74711 # DEPENDENCYPART_GRANDPAR
(4,13),(13,29),-1.13398 # DEPENDENCYPART_GRANDPAR
(4,13),(13,30),-0.62382 # DEPENDENCYPART_GRANDPAR
(4,13),(13,31),-1.38674 # DEPENDENCYPART_GRANDPAR
(4,13),(13,32),-2.06957 # DEPENDENCYPART_GRANDPAR
(4,13),(13,34),-1.37632 # DEPENDENCYPART_GRANDPAR
(4,13),(13,35),-0.870495 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.0108046 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.0364111 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.330777 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.68508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.594348 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.731003 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.707119 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.628833 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.40186 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.0225875 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.344601 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.68507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.594199 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.730998 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.402891 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.313785 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.344443 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.68535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.594367 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.731276 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.707103 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.635016 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.401964 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.312858 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.359162 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.68507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.594198 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.730998 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.707103 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.810012 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.634461 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.628833 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.71704 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.0969 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.02497 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.04378 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.669817 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.969488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.254197 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.109388 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.113984 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.198942 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-1.04058 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.971522 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.990686 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.616722 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.937312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.132208 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.253506 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.0931678 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.107344 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.1637 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.0976786 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.0703685 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.184153 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.131736 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.143012 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.157628 # DEPENDENCYPART_GRANDPAR
(5,8),(8,22),-0.147464 # DEPENDENCYPART_GRANDPAR
(5,8),(8,23),-0.188911 # DEPENDENCYPART_GRANDPAR
(5,8),(8,24),0.232623 # DEPENDENCYPART_GRANDPAR
(5,8),(8,30),-0.386506 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.141203 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.193137 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.230896 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.0778738 # DEPENDENCYPART_GRANDPAR
(5,9),(9,35),-0.535938 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-1.20696 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-1.13866 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-1.15787 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.783906 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.702845 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.221369 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.0795201 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.144394 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.0338029 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.174779 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.134965 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.205054 # DEPENDENCYPART_GRANDPAR
(5,10),(10,23),-0.356036 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.821024 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.840207 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.466243 # DEPENDENCYPART_GRANDPAR
(5,11),(11,6),0.127803 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.00664131 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.0873138 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.19555 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.146818 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.305161 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-1.04047 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-0.971409 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.990573 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.616609 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.928407 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),0.140933 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),-0.244601 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.0439474 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.0669352 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),0.326276 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.155372 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.0481966 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.0904963 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.0823528 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.196137 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.14372 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.154996 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.149123 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.322835 # DEPENDENCYPART_GRANDPAR
(5,13),(13,21),-0.213206 # DEPENDENCYPART_GRANDPAR
(5,13),(13,22),-0.159448 # DEPENDENCYPART_GRANDPAR
(5,13),(13,23),-0.191268 # DEPENDENCYPART_GRANDPAR
(5,13),(13,24),0.225925 # DEPENDENCYPART_GRANDPAR
(5,13),(13,26),-0.285835 # DEPENDENCYPART_GRANDPAR
(5,13),(13,28),-0.222998 # DEPENDENCYPART_GRANDPAR
(5,13),(13,29),-0.38957 # DEPENDENCYPART_GRANDPAR
(5,13),(13,30),-0.379247 # DEPENDENCYPART_GRANDPAR
(5,13),(13,31),-0.455484 # DEPENDENCYPART_GRANDPAR
(5,13),(13,32),-0.462583 # DEPENDENCYPART_GRANDPAR
(5,13),(13,34),-0.464557 # DEPENDENCYPART_GRANDPAR
(5,13),(13,35),-0.558942 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.954517 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-1.57232 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-1.99735 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.0136337 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-3.52388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.869683 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-2.53934 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.624373 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-1.60797 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-1.58012 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-2.00515 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.0111296 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-3.52357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.869651 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-1.6077 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-1.51776 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-2.00882 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.014881 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-3.52423 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.870535 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-2.53961 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-1.30492 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-1.60677 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-1.51682 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-2.18003 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.0150449 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-3.52343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.869518 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-2.53915 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-2.61478 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-1.30334 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.624215 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-2.31793 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-1.4965 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-1.45448 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-2.08784 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-2.50854 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-3.6226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.889839 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-2.54349 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-2.71741 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-1.31928 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.802122 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-2.32228 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),-2.09818 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-2.40876 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-2.36771 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-2.99643 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-3.41634 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.981826 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-2.39535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.320598 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-1.18167 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.105343 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.373579 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-1.61583 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-1.80652 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-1.49761 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-1.76107 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-1.66196 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-1.14598 # DEPENDENCYPART_GRANDPAR
(6,8),(8,22),-1.78913 # DEPENDENCYPART_GRANDPAR
(6,8),(8,23),-0.623534 # DEPENDENCYPART_GRANDPAR
(6,8),(8,24),-0.738789 # DEPENDENCYPART_GRANDPAR
(6,8),(8,30),-1.08051 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.485507 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.445494 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.372005 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-1.54096 # DEPENDENCYPART_GRANDPAR
(6,9),(9,35),-1.60951 # DEPENDENCYPART_GRANDPAR
