# _root_ Manažer si musí najít čas , kdy je zcela sám , kdy ho nikdo neruší při přemýšlení či analyzování situace podniku .
#goldHeads=3,4,0,3,4,11,8,11,10,8,5,15,15,15,11,15,18,16,18,19,20,0,
#predictedHeads=3,4,0,3,4,8,8,5,10,8,15,15,15,15,10,15,18,16,18,19,20,0,
(11,10),(11,16),0.0349614 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0926221 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.081314 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0816935 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0792452 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.0889431 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0647891 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.0776776 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.0450216 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0328778 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0806219 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.0103518 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.0502283 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.076144 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.0234809 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.089067 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.0026115 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.0535341 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.0254339 # DEPENDENCYPART_SIBL
(12,3),(12,19),-0.0514425 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.0536774 # DEPENDENCYPART_SIBL
(12,3),(12,21),-0.0541192 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0947006 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.0905246 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0390553 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.0117694 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0188481 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.016564 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.0188481 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.0143741 # DEPENDENCYPART_SIBL
(12,7),(12,21),-0.0197275 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.00246897 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0943562 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0132573 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0755564 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0216478 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.0734648 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.0757012 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.0761579 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0527292 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.00440458 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0288562 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0334896 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.0288562 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.0243822 # DEPENDENCYPART_SIBL
(12,9),(12,21),-0.029339 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.124794 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0859543 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.0870376 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.0818528 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.080964 # DEPENDENCYPART_SIBL
(12,11),(12,21),0.0769742 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0168757 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0772614 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0168757 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.0148902 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.0180922 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.131375 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.107966 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.107996 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.108858 # DEPENDENCYPART_SIBL
(12,18),(12,19),0.0482375 # DEPENDENCYPART_SIBL
(12,18),(12,20),0.0544917 # DEPENDENCYPART_SIBL
(12,18),(12,21),0.0482243 # DEPENDENCYPART_SIBL
(12,19),(12,20),-0.107987 # DEPENDENCYPART_SIBL
(12,19),(12,21),-0.10885 # DEPENDENCYPART_SIBL
(12,20),(12,21),-0.109115 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.124294 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.124323 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.124314 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0805334 # DEPENDENCYPART_SIBL
(15,1),(15,2),-0.00517619 # DEPENDENCYPART_SIBL
(15,1),(15,3),-0.0309377 # DEPENDENCYPART_SIBL
(15,1),(15,4),-0.000946632 # DEPENDENCYPART_SIBL
(15,1),(15,5),-0.202592 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.152192 # DEPENDENCYPART_SIBL
(15,1),(15,7),-0.101562 # DEPENDENCYPART_SIBL
(15,1),(15,8),0.0349857 # DEPENDENCYPART_SIBL
(15,1),(15,9),-0.040679 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.202471 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.152192 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.101562 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.116834 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.10081 # DEPENDENCYPART_SIBL
(15,1),(15,16),0.0611207 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.0501075 # DEPENDENCYPART_SIBL
(15,1),(15,18),-0.0148943 # DEPENDENCYPART_SIBL
(15,1),(15,19),-0.0471224 # DEPENDENCYPART_SIBL
(15,1),(15,20),-0.0581645 # DEPENDENCYPART_SIBL
(15,1),(15,21),-0.039906 # DEPENDENCYPART_SIBL
(15,2),(15,3),-0.129463 # DEPENDENCYPART_SIBL
(15,2),(15,4),-0.0821508 # DEPENDENCYPART_SIBL
(15,2),(15,5),0.0577914 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.247459 # DEPENDENCYPART_SIBL
(15,2),(15,7),-0.0534785 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.0709797 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.0337229 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.106343 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.247459 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.0534785 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.00641766 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.00165644 # DEPENDENCYPART_SIBL
(15,2),(15,16),0.0478426 # DEPENDENCYPART_SIBL
(15,2),(15,17),0.0293617 # DEPENDENCYPART_SIBL
(15,2),(15,18),0.00233331 # DEPENDENCYPART_SIBL
(15,2),(15,19),0.0293621 # DEPENDENCYPART_SIBL
(15,2),(15,20),0.0189424 # DEPENDENCYPART_SIBL
(15,2),(15,21),0.0287116 # DEPENDENCYPART_SIBL
(15,3),(15,4),-0.248889 # DEPENDENCYPART_SIBL
(15,3),(15,5),-0.0365471 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.133536 # DEPENDENCYPART_SIBL
(15,3),(15,7),-0.119139 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.271322 # DEPENDENCYPART_SIBL
(15,3),(15,9),-0.0667738 # DEPENDENCYPART_SIBL
(15,3),(15,10),-0.130742 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.133536 # DEPENDENCYPART_SIBL
(15,3),(15,12),-0.119139 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.0690205 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.0614999 # DEPENDENCYPART_SIBL
(15,3),(15,16),0.0422603 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.0321986 # DEPENDENCYPART_SIBL
(15,3),(15,18),-0.0367776 # DEPENDENCYPART_SIBL
(15,3),(15,19),-0.0301069 # DEPENDENCYPART_SIBL
(15,3),(15,20),-0.0417217 # DEPENDENCYPART_SIBL
(15,3),(15,21),-0.0306113 # DEPENDENCYPART_SIBL
(15,4),(15,5),-0.0277181 # DEPENDENCYPART_SIBL
(15,4),(15,6),-0.0964961 # DEPENDENCYPART_SIBL
(15,4),(15,7),-0.104676 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.252839 # DEPENDENCYPART_SIBL
(15,4),(15,9),-0.052311 # DEPENDENCYPART_SIBL
(15,4),(15,10),-0.121025 # DEPENDENCYPART_SIBL
(15,4),(15,11),-0.0964961 # DEPENDENCYPART_SIBL
(15,4),(15,12),-0.104676 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.0577426 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.0521648 # DEPENDENCYPART_SIBL
(15,4),(15,16),0.0596779 # DEPENDENCYPART_SIBL
(15,4),(15,17),-0.0203624 # DEPENDENCYPART_SIBL
(15,4),(15,18),-0.0138095 # DEPENDENCYPART_SIBL
(15,4),(15,19),-0.0182707 # DEPENDENCYPART_SIBL
(15,4),(15,20),-0.0298855 # DEPENDENCYPART_SIBL
(15,4),(15,21),-0.0187752 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.0755309 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.0432649 # DEPENDENCYPART_SIBL
(15,5),(15,8),0.0526018 # DEPENDENCYPART_SIBL
(15,5),(15,9),0.0192328 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.173146 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.0755309 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.0432649 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.0875089 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.0724914 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.104214 # DEPENDENCYPART_SIBL
(15,5),(15,17),0.00647058 # DEPENDENCYPART_SIBL
(15,5),(15,18),0.00570266 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.00945563 # DEPENDENCYPART_SIBL
(15,5),(15,20),-0.00158651 # DEPENDENCYPART_SIBL
(15,5),(15,21),0.016672 # DEPENDENCYPART_SIBL
(15,6),(15,7),0.608976 # DEPENDENCYPART_SIBL
(15,6),(15,8),0.129259 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.0664905 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.050953 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.174704 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.608976 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.0319343 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.0245038 # DEPENDENCYPART_SIBL
(15,6),(15,16),0.117679 # DEPENDENCYPART_SIBL
(15,6),(15,17),0.00528449 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.0171326 # DEPENDENCYPART_SIBL
(15,6),(15,19),0.00118308 # DEPENDENCYPART_SIBL
(15,6),(15,20),-0.00754872 # DEPENDENCYPART_SIBL
(15,6),(15,21),-0.00136701 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.209078 # DEPENDENCYPART_SIBL
(15,7),(15,9),0.00184812 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.0382612 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.0819435 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.0394976 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.0558832 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.0783298 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.083094 # DEPENDENCYPART_SIBL
(15,7),(15,17),0.0752179 # DEPENDENCYPART_SIBL
(15,7),(15,18),0.0447196 # DEPENDENCYPART_SIBL
(15,7),(15,19),0.0752181 # DEPENDENCYPART_SIBL
(15,7),(15,20),0.0753128 # DEPENDENCYPART_SIBL
(15,7),(15,21),0.0758325 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.00156351 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.102512 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.108587 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.0562414 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.0382935 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.0242866 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.13392 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.0334923 # DEPENDENCYPART_SIBL
(15,8),(15,18),0.0384115 # DEPENDENCYPART_SIBL
(15,8),(15,19),0.035584 # DEPENDENCYPART_SIBL
(15,8),(15,20),0.0239661 # DEPENDENCYPART_SIBL
(15,8),(15,21),0.0350557 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.148934 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.169848 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.185015 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.051516 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.0326062 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.0371178 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0739315 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.0962344 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.0739314 # DEPENDENCYPART_SIBL
(15,9),(15,20),-0.0738367 # DEPENDENCYPART_SIBL
(15,9),(15,21),-0.0725285 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.278963 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.0744717 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0530577 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0357784 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.00887789 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0509075 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.0696691 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.0509071 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.0596447 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.0515184 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.608976 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0319343 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0245038 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.117679 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.00528449 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0171326 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.00118308 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.00754872 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.00136701 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0558832 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0783298 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.083094 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0752179 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0447196 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0752181 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.0753128 # DEPENDENCYPART_SIBL
(15,12),(15,21),0.0758325 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0666071 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0371604 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0498514 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0750978 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0498511 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0585886 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.0504623 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0792376 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.042878 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0499467 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0428777 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.0516152 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.0434889 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.0605461 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0677329 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.0605461 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.071236 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.0568336 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.170466 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.113638 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.106979 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.11719 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0186207 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.000594106 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.0203504 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.10697 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.117181 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.0999773 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.998328 # DEPENDENCYPART_SIBL
(16,17),(16,19),-1.33197 # DEPENDENCYPART_SIBL
(16,17),(16,20),-1.33263 # DEPENDENCYPART_SIBL
(16,17),(16,21),-1.33301 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.559432 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.553812 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.559598 # DEPENDENCYPART_SIBL
(16,19),(16,20),-1.33262 # DEPENDENCYPART_SIBL
(16,19),(16,21),-1.33301 # DEPENDENCYPART_SIBL
(16,20),(16,21),-1.3334 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.0460319 # DEPENDENCYPART_SIBL
(17,10),(17,14),0.0387522 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.0643669 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.0156665 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.0463541 # DEPENDENCYPART_SIBL
(17,10),(17,20),-0.0430729 # DEPENDENCYPART_SIBL
(17,10),(17,21),-0.0587631 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.00894824 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0585382 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.03414 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0573723 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.0540911 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.0697813 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0520594 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0270455 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0559743 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.052693 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.0683832 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0508326 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0548795 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0467865 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0642897 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0338094 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0276614 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.036755 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0601637 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.0654853 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.0793412 # DEPENDENCYPART_SIBL
(18,1),(18,3),0.0159647 # DEPENDENCYPART_SIBL
(18,1),(18,4),0.0596303 # DEPENDENCYPART_SIBL
(18,1),(18,5),-0.0308737 # DEPENDENCYPART_SIBL
(18,1),(18,6),0.216913 # DEPENDENCYPART_SIBL
(18,1),(18,7),-0.120153 # DEPENDENCYPART_SIBL
(18,1),(18,8),0.0496651 # DEPENDENCYPART_SIBL
(18,1),(18,9),-0.0774503 # DEPENDENCYPART_SIBL
(18,1),(18,11),0.216913 # DEPENDENCYPART_SIBL
(18,1),(18,12),-0.120153 # DEPENDENCYPART_SIBL
(18,1),(18,13),-0.0777491 # DEPENDENCYPART_SIBL
(18,1),(18,14),-0.0600385 # DEPENDENCYPART_SIBL
(18,1),(18,15),0.0416197 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.0194089 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.0325828 # DEPENDENCYPART_SIBL
(18,1),(18,19),0.156646 # DEPENDENCYPART_SIBL
(18,1),(18,20),0.159018 # DEPENDENCYPART_SIBL
(18,1),(18,21),0.164466 # DEPENDENCYPART_SIBL
(18,1),(18,22),-0.0860124 # DEPENDENCYPART_SIBL
(18,3),(18,4),-0.0258711 # DEPENDENCYPART_SIBL
(18,3),(18,5),-0.0989287 # DEPENDENCYPART_SIBL
(18,3),(18,6),0.0581263 # DEPENDENCYPART_SIBL
(18,3),(18,7),-0.133448 # DEPENDENCYPART_SIBL
(18,3),(18,8),-0.0392286 # DEPENDENCYPART_SIBL
(18,3),(18,9),-0.0982242 # DEPENDENCYPART_SIBL
(18,3),(18,11),0.0581263 # DEPENDENCYPART_SIBL
(18,3),(18,12),-0.133448 # DEPENDENCYPART_SIBL
(18,3),(18,13),-0.0808847 # DEPENDENCYPART_SIBL
(18,3),(18,14),-0.0750679 # DEPENDENCYPART_SIBL
(18,3),(18,15),-0.0497351 # DEPENDENCYPART_SIBL
(18,3),(18,16),-0.0675611 # DEPENDENCYPART_SIBL
(18,3),(18,17),-0.100492 # DEPENDENCYPART_SIBL
(18,3),(18,19),-0.0331824 # DEPENDENCYPART_SIBL
(18,3),(18,20),-0.0340845 # DEPENDENCYPART_SIBL
(18,3),(18,21),-0.0352012 # DEPENDENCYPART_SIBL
(18,3),(18,22),-0.00336875 # DEPENDENCYPART_SIBL
(18,4),(18,5),-0.0724165 # DEPENDENCYPART_SIBL
(18,4),(18,6),0.141265 # DEPENDENCYPART_SIBL
(18,4),(18,7),-0.102047 # DEPENDENCYPART_SIBL
(18,4),(18,8),0.00281171 # DEPENDENCYPART_SIBL
(18,4),(18,9),-0.0668229 # DEPENDENCYPART_SIBL
(18,4),(18,11),0.141265 # DEPENDENCYPART_SIBL
(18,4),(18,12),-0.102047 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.0540239 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.0491785 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.0105214 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.0429421 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.0739802 # DEPENDENCYPART_SIBL
(18,4),(18,19),-0.0255146 # DEPENDENCYPART_SIBL
(18,4),(18,20),-0.0264166 # DEPENDENCYPART_SIBL
(18,4),(18,21),-0.0275333 # DEPENDENCYPART_SIBL
(18,4),(18,22),0.0151716 # DEPENDENCYPART_SIBL
(18,5),(18,6),0.207447 # DEPENDENCYPART_SIBL
(18,5),(18,7),-0.117822 # DEPENDENCYPART_SIBL
(18,5),(18,8),0.0281091 # DEPENDENCYPART_SIBL
(18,5),(18,9),-0.0743121 # DEPENDENCYPART_SIBL
(18,5),(18,11),0.207447 # DEPENDENCYPART_SIBL
(18,5),(18,12),-0.117822 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.089887 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.0726797 # DEPENDENCYPART_SIBL
(18,5),(18,15),0.0238857 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.0293727 # DEPENDENCYPART_SIBL
(18,5),(18,17),-0.0452932 # DEPENDENCYPART_SIBL
(18,5),(18,19),0.153383 # DEPENDENCYPART_SIBL
(18,5),(18,20),0.155754 # DEPENDENCYPART_SIBL
(18,5),(18,21),0.161203 # DEPENDENCYPART_SIBL
(18,5),(18,22),-0.090342 # DEPENDENCYPART_SIBL
(18,6),(18,7),0.214971 # DEPENDENCYPART_SIBL
(18,6),(18,8),0.0197032 # DEPENDENCYPART_SIBL
(18,6),(18,9),-0.117686 # DEPENDENCYPART_SIBL
(18,6),(18,11),0.0180554 # DEPENDENCYPART_SIBL
(18,6),(18,12),0.214971 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.123744 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.117682 # DEPENDENCYPART_SIBL
(18,6),(18,15),0.0100485 # DEPENDENCYPART_SIBL
(18,6),(18,16),0.0540678 # DEPENDENCYPART_SIBL
(18,6),(18,17),-0.0179835 # DEPENDENCYPART_SIBL
(18,6),(18,19),-0.0364805 # DEPENDENCYPART_SIBL
(18,6),(18,20),-0.0360549 # DEPENDENCYPART_SIBL
(18,6),(18,21),-0.0398578 # DEPENDENCYPART_SIBL
(18,6),(18,22),-0.0922988 # DEPENDENCYPART_SIBL
(18,7),(18,8),0.081812 # DEPENDENCYPART_SIBL
(18,7),(18,9),-0.0274794 # DEPENDENCYPART_SIBL
(18,7),(18,11),0.0782956 # DEPENDENCYPART_SIBL
(18,7),(18,12),-0.0567339 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.0294574 # DEPENDENCYPART_SIBL
(18,7),(18,14),0.0419256 # DEPENDENCYPART_SIBL
(18,7),(18,15),0.0954212 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.0233836 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.000106606 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.00777552 # DEPENDENCYPART_SIBL
(18,7),(18,20),-0.00197157 # DEPENDENCYPART_SIBL
(18,7),(18,21),-0.00879215 # DEPENDENCYPART_SIBL
(18,7),(18,22),-0.104882 # DEPENDENCYPART_SIBL
(18,8),(18,9),0.00706891 # DEPENDENCYPART_SIBL
(18,8),(18,11),0.155132 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.0288918 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.0233106 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.0142498 # DEPENDENCYPART_SIBL
(18,8),(18,15),0.019206 # DEPENDENCYPART_SIBL
(18,8),(18,16),0.008643 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.033158 # DEPENDENCYPART_SIBL
(18,8),(18,19),-0.0239647 # DEPENDENCYPART_SIBL
(18,8),(18,20),-0.0248683 # DEPENDENCYPART_SIBL
(18,8),(18,21),-0.0259999 # DEPENDENCYPART_SIBL
(18,8),(18,22),0.0152576 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.107473 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.0730999 # DEPENDENCYPART_SIBL
(18,9),(18,13),0.0082649 # DEPENDENCYPART_SIBL
(18,9),(18,14),0.0179427 # DEPENDENCYPART_SIBL
(18,9),(18,15),0.0681157 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.0233535 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.0217084 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.0266001 # DEPENDENCYPART_SIBL
(18,9),(18,20),-0.0207962 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.0272202 # DEPENDENCYPART_SIBL
