# _root_ Se Zlínem jsem loni uhrál v Ostravě bezbrankovou remízu , proto si myslím , že ani s Brnem nejsem bez šancí .
#goldHeads=5,1,5,5,11,5,6,9,5,11,0,13,11,15,13,18,19,17,15,19,20,0,
#predictedHeads=5,1,5,5,11,5,6,9,5,11,0,13,11,15,13,18,19,17,15,19,20,0,
(13,3),(13,17),0.0462245 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.0199515 # DEPENDENCYPART_SIBL
(13,3),(13,20),0.0487766 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.0547613 # DEPENDENCYPART_SIBL
(13,4),(13,6),0.0945518 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.0098863 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0041551 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.00951984 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.120095 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.0042395 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.049356 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0283162 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.0645314 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0183389 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.108659 # DEPENDENCYPART_SIBL
(13,4),(13,19),0.00897355 # DEPENDENCYPART_SIBL
(13,4),(13,20),0.0320303 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.0262576 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.0115954 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.068985 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.012591 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.0785112 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0241764 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.0263558 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0252576 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.00227164 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.0168056 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0164188 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.0181903 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.0203844 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.0141039 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.121942 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.0099516 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.300027 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.0104555 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.0275866 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0251244 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.0741164 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.0473344 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.0413055 # DEPENDENCYPART_SIBL
(13,6),(13,19),0.0457458 # DEPENDENCYPART_SIBL
(13,6),(13,20),0.0817635 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.175508 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.192505 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.140249 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0385841 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.00834049 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0128102 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.0390132 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0123377 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.00393185 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.0218369 # DEPENDENCYPART_SIBL
(13,7),(13,20),0.0178257 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0558596 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0187952 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0124526 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0061865 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0478753 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0181965 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0217933 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.0178328 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0887617 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.067302 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.135031 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.039243 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.00713193 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0124673 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.0404336 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0115999 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.00324073 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.0213333 # DEPENDENCYPART_SIBL
(13,9),(13,20),0.0185061 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0411207 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.00203904 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.220452 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.110993 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0141761 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0390221 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.0311196 # DEPENDENCYPART_SIBL
(13,10),(13,20),0.0370747 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.052882 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.00518414 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0954501 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0612997 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.00172867 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0336386 # DEPENDENCYPART_SIBL
(13,11),(13,20),0.00225054 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0245332 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.15425 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0589991 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.061619 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.03933 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.0152403 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0134046 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.124587 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0690075 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.0959825 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.12238 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.295082 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.240635 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.171066 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.237924 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0723643 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.0438122 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.0714793 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.125372 # DEPENDENCYPART_SIBL
(13,17),(13,20),0.00276162 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.0627564 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.0124847 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.0261671 # DEPENDENCYPART_SIBL
(14,3),(14,10),0.00970854 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.034911 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.044479 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.0187043 # DEPENDENCYPART_SIBL
(14,3),(14,19),0.604958 # DEPENDENCYPART_SIBL
(14,3),(14,20),0.0564246 # DEPENDENCYPART_SIBL
(14,5),(14,7),0.0106108 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.063602 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.0543063 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.00316086 # DEPENDENCYPART_SIBL
(14,5),(14,17),0.0130186 # DEPENDENCYPART_SIBL
(14,5),(14,19),0.66649 # DEPENDENCYPART_SIBL
(14,5),(14,20),0.0848774 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.488758 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.0340118 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.0439568 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0909223 # DEPENDENCYPART_SIBL
(14,7),(14,19),0.0255755 # DEPENDENCYPART_SIBL
(14,7),(14,20),0.045142 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.122322 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0489646 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.00589762 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.0840457 # DEPENDENCYPART_SIBL
(14,10),(14,20),0.0643517 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0830119 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0378339 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.0701177 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.0167186 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0293094 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0513513 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.0288181 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.109217 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.0801523 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.0325245 # DEPENDENCYPART_SIBL
(15,3),(15,5),-0.0574098 # DEPENDENCYPART_SIBL
(15,3),(15,9),-0.128726 # DEPENDENCYPART_SIBL
(15,3),(15,10),-0.317841 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.0387956 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.0558931 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.317841 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.268003 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.217792 # DEPENDENCYPART_SIBL
(15,3),(15,19),-0.241082 # DEPENDENCYPART_SIBL
(15,3),(15,20),-0.222221 # DEPENDENCYPART_SIBL
(15,3),(15,22),-0.126753 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.114857 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.289906 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.0655264 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.100766 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.289906 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.224483 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.187704 # DEPENDENCYPART_SIBL
(15,5),(15,19),-0.127184 # DEPENDENCYPART_SIBL
(15,5),(15,20),-0.195395 # DEPENDENCYPART_SIBL
(15,5),(15,22),-0.0791899 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.140732 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.023001 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.0136786 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.140732 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.130762 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.206778 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.128289 # DEPENDENCYPART_SIBL
(15,9),(15,20),-0.108609 # DEPENDENCYPART_SIBL
(15,9),(15,22),-0.0512018 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.0642695 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.03557 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.419122 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.136576 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.192279 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.0218598 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.171518 # DEPENDENCYPART_SIBL
(15,10),(15,22),0.0053857 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0187513 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.252567 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.00163387 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.00652936 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.00949549 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.0202667 # DEPENDENCYPART_SIBL
(15,11),(15,22),0.0150532 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.276865 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.231806 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.189911 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.136718 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.197602 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.0990431 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.136576 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.192279 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0218598 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.171518 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.0053857 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0277198 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.382536 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.0649351 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.119344 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.5963 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.000970038 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.0990135 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.136579 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.12447 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.105397 # DEPENDENCYPART_SIBL
(16,1),(16,5),-0.0188153 # DEPENDENCYPART_SIBL
(16,1),(16,6),-0.0261162 # DEPENDENCYPART_SIBL
(16,1),(16,10),0.277783 # DEPENDENCYPART_SIBL
(16,1),(16,12),-0.144464 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.00746149 # DEPENDENCYPART_SIBL
(16,1),(16,14),0.277783 # DEPENDENCYPART_SIBL
(16,1),(16,15),-0.0873374 # DEPENDENCYPART_SIBL
(16,1),(16,17),0.531148 # DEPENDENCYPART_SIBL
(16,1),(16,18),-0.0309269 # DEPENDENCYPART_SIBL
(16,1),(16,19),-0.00630479 # DEPENDENCYPART_SIBL
(16,1),(16,20),0.395114 # DEPENDENCYPART_SIBL
(16,1),(16,21),-0.0193815 # DEPENDENCYPART_SIBL
(16,1),(16,22),-0.0657255 # DEPENDENCYPART_SIBL
(16,5),(16,6),-0.0333199 # DEPENDENCYPART_SIBL
(16,5),(16,10),0.371788 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.0712945 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.0029705 # DEPENDENCYPART_SIBL
(16,5),(16,14),0.371788 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.0789211 # DEPENDENCYPART_SIBL
(16,5),(16,17),0.0445366 # DEPENDENCYPART_SIBL
(16,5),(16,18),0.0153866 # DEPENDENCYPART_SIBL
(16,5),(16,19),0.268553 # DEPENDENCYPART_SIBL
(16,5),(16,20),0.0250983 # DEPENDENCYPART_SIBL
(16,5),(16,21),0.0269906 # DEPENDENCYPART_SIBL
(16,5),(16,22),0.0284837 # DEPENDENCYPART_SIBL
(16,6),(16,10),0.280834 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.112866 # DEPENDENCYPART_SIBL
(16,6),(16,13),0.0158021 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.280834 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.0599044 # DEPENDENCYPART_SIBL
(16,6),(16,17),0.348129 # DEPENDENCYPART_SIBL
(16,6),(16,18),0.0219294 # DEPENDENCYPART_SIBL
(16,6),(16,19),-0.0213871 # DEPENDENCYPART_SIBL
(16,6),(16,20),0.382279 # DEPENDENCYPART_SIBL
(16,6),(16,21),0.0334561 # DEPENDENCYPART_SIBL
(16,6),(16,22),-0.0543338 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.176652 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.0390133 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.181467 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.176162 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.222568 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.219183 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.263522 # DEPENDENCYPART_SIBL
(16,10),(16,20),0.223744 # DEPENDENCYPART_SIBL
(16,10),(16,21),0.252884 # DEPENDENCYPART_SIBL
(16,10),(16,22),0.101772 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0305905 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.247509 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.0570328 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0494103 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.0803399 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0123153 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.061315 # DEPENDENCYPART_SIBL
(16,12),(16,21),0.0918612 # DEPENDENCYPART_SIBL
(16,12),(16,22),-0.178785 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.384832 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0783217 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0430491 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.0158003 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.260457 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.0236103 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.0274043 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.00934966 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.176162 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.222568 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.219183 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.263522 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.223744 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.252884 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.101772 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.045006 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.033105 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.00246839 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0533635 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.0446628 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.0216752 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.00623267 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.444974 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.00034345 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.00621534 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.109407 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.315576 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.0227926 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.0405702 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.165851 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0554771 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.0225654 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.0748224 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.0326347 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.117871 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.166383 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0884112 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.00682046 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.00220835 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0362502 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0369693 # DEPENDENCYPART_SIBL
(17,18),(17,21),-1.42657 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.0502572 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.0731886 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0139138 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.079322 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.0285271 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0256935 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0271315 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.0500322 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.0263684 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.123228 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0100601 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0284638 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.0119351 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.0023134 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.0124955 # DEPENDENCYPART_SIBL
(19,1),(19,3),0.171675 # DEPENDENCYPART_SIBL
(19,1),(19,4),0.0352336 # DEPENDENCYPART_SIBL
(19,1),(19,5),-0.0332864 # DEPENDENCYPART_SIBL
(19,1),(19,6),0.0559183 # DEPENDENCYPART_SIBL
(19,1),(19,7),0.000787331 # DEPENDENCYPART_SIBL
(19,1),(19,8),-0.0745528 # DEPENDENCYPART_SIBL
(19,1),(19,9),0.00287157 # DEPENDENCYPART_SIBL
(19,1),(19,11),0.0423455 # DEPENDENCYPART_SIBL
(19,1),(19,12),-0.0371426 # DEPENDENCYPART_SIBL
(19,1),(19,13),0.00458802 # DEPENDENCYPART_SIBL
(19,1),(19,14),-0.234386 # DEPENDENCYPART_SIBL
(19,1),(19,15),-0.0267566 # DEPENDENCYPART_SIBL
(19,1),(19,16),0.0761125 # DEPENDENCYPART_SIBL
(19,1),(19,17),0.121576 # DEPENDENCYPART_SIBL
(19,1),(19,18),0.00302616 # DEPENDENCYPART_SIBL
(19,1),(19,20),0.0610068 # DEPENDENCYPART_SIBL
(19,1),(19,21),-0.00670818 # DEPENDENCYPART_SIBL
(19,1),(19,22),-0.0855889 # DEPENDENCYPART_SIBL
(19,3),(19,4),0.0548915 # DEPENDENCYPART_SIBL
(19,3),(19,5),-0.137482 # DEPENDENCYPART_SIBL
(19,3),(19,6),0.189864 # DEPENDENCYPART_SIBL
(19,3),(19,7),0.0343979 # DEPENDENCYPART_SIBL
(19,3),(19,8),-0.00183531 # DEPENDENCYPART_SIBL
(19,3),(19,9),0.0334023 # DEPENDENCYPART_SIBL
(19,3),(19,11),0.0932908 # DEPENDENCYPART_SIBL
(19,3),(19,12),0.170551 # DEPENDENCYPART_SIBL
(19,3),(19,13),-0.119467 # DEPENDENCYPART_SIBL
(19,3),(19,14),-0.0547393 # DEPENDENCYPART_SIBL
(19,3),(19,15),0.00712118 # DEPENDENCYPART_SIBL
(19,3),(19,16),0.124084 # DEPENDENCYPART_SIBL
(19,3),(19,17),0.0876194 # DEPENDENCYPART_SIBL
(19,3),(19,18),0.0344322 # DEPENDENCYPART_SIBL
(19,3),(19,20),0.0567162 # DEPENDENCYPART_SIBL
(19,3),(19,21),-0.0132179 # DEPENDENCYPART_SIBL
(19,3),(19,22),-0.0351332 # DEPENDENCYPART_SIBL
(19,4),(19,5),0.0558309 # DEPENDENCYPART_SIBL
(19,4),(19,6),0.10244 # DEPENDENCYPART_SIBL
(19,4),(19,7),0.0113193 # DEPENDENCYPART_SIBL
(19,4),(19,8),-0.00287566 # DEPENDENCYPART_SIBL
(19,4),(19,9),0.0109529 # DEPENDENCYPART_SIBL
(19,4),(19,11),-0.00290281 # DEPENDENCYPART_SIBL
(19,4),(19,12),0.0381879 # DEPENDENCYPART_SIBL
(19,4),(19,13),0.0738545 # DEPENDENCYPART_SIBL
(19,4),(19,14),-0.132457 # DEPENDENCYPART_SIBL
(19,4),(19,15),0.0129941 # DEPENDENCYPART_SIBL
(19,4),(19,16),0.070224 # DEPENDENCYPART_SIBL
(19,4),(19,17),0.0827941 # DEPENDENCYPART_SIBL
(19,4),(19,18),0.0113531 # DEPENDENCYPART_SIBL
(19,4),(19,20),0.0368096 # DEPENDENCYPART_SIBL
(19,4),(19,21),0.00179696 # DEPENDENCYPART_SIBL
(19,4),(19,22),-0.171451 # DEPENDENCYPART_SIBL
(19,5),(19,6),0.0336565 # DEPENDENCYPART_SIBL
(19,5),(19,7),-0.0113476 # DEPENDENCYPART_SIBL
(19,5),(19,8),-0.0688878 # DEPENDENCYPART_SIBL
(19,5),(19,9),-0.0123432 # DEPENDENCYPART_SIBL
(19,5),(19,11),-0.0238721 # DEPENDENCYPART_SIBL
(19,5),(19,12),0.016597 # DEPENDENCYPART_SIBL
(19,5),(19,13),-0.215344 # DEPENDENCYPART_SIBL
(19,5),(19,14),-0.0920552 # DEPENDENCYPART_SIBL
(19,5),(19,15),-0.0869521 # DEPENDENCYPART_SIBL
(19,5),(19,16),0.0195513 # DEPENDENCYPART_SIBL
(19,5),(19,17),-0.0571434 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.0113132 # DEPENDENCYPART_SIBL
(19,5),(19,20),-0.0124448 # DEPENDENCYPART_SIBL
(19,5),(19,21),-0.012734 # DEPENDENCYPART_SIBL
(19,5),(19,22),-0.0466172 # DEPENDENCYPART_SIBL
(19,6),(19,7),-0.010942 # DEPENDENCYPART_SIBL
(19,6),(19,8),-0.118933 # DEPENDENCYPART_SIBL
(19,6),(19,9),-0.00678964 # DEPENDENCYPART_SIBL
(19,6),(19,11),0.0137279 # DEPENDENCYPART_SIBL
(19,6),(19,12),-0.0308726 # DEPENDENCYPART_SIBL
(19,6),(19,13),0.0531555 # DEPENDENCYPART_SIBL
(19,6),(19,14),-0.310344 # DEPENDENCYPART_SIBL
(19,6),(19,15),-0.0482808 # DEPENDENCYPART_SIBL
(19,6),(19,16),0.0500505 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.0633395 # DEPENDENCYPART_SIBL
(19,6),(19,18),-0.00653222 # DEPENDENCYPART_SIBL
(19,6),(19,20),0.0908844 # DEPENDENCYPART_SIBL
(19,6),(19,21),0.0183084 # DEPENDENCYPART_SIBL
(19,6),(19,22),-0.111378 # DEPENDENCYPART_SIBL
(19,7),(19,8),-0.174738 # DEPENDENCYPART_SIBL
(19,7),(19,9),-0.191582 # DEPENDENCYPART_SIBL
(19,7),(19,11),-0.0375288 # DEPENDENCYPART_SIBL
(19,7),(19,12),-0.000454791 # DEPENDENCYPART_SIBL
(19,7),(19,13),0.0192121 # DEPENDENCYPART_SIBL
(19,7),(19,14),-0.15312 # DEPENDENCYPART_SIBL
(19,7),(19,15),-0.0545013 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.0322683 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.0131199 # DEPENDENCYPART_SIBL
(19,7),(19,18),-0.191514 # DEPENDENCYPART_SIBL
(19,7),(19,20),0.0230625 # DEPENDENCYPART_SIBL
(19,7),(19,21),-0.0304311 # DEPENDENCYPART_SIBL
(19,7),(19,22),-0.0309884 # DEPENDENCYPART_SIBL
(19,8),(19,9),-0.055706 # DEPENDENCYPART_SIBL
