# _root_ Šest členů prezídia proto tlačí na odvolání Tomáše Ježka a prosazuje , aby se na jeho místo dostal úředník , který na FNM udělá pořádek .
#goldHeads=10,1,2,10,10,5,6,9,7,0,10,13,11,18,18,17,15,13,18,24,24,24,22,19,24,0,
#predictedHeads=4,1,2,0,10,5,6,9,7,4,10,13,11,18,18,17,15,13,18,24,24,24,22,19,24,0,
(11,3),(11,18),-0.0175127 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.0385282 # DEPENDENCYPART_SIBL
(11,3),(11,22),0.0116544 # DEPENDENCYPART_SIBL
(11,3),(11,24),-0.0195019 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.0097943 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.0237374 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.013859 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0170021 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.0167293 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.00429314 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0256963 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.0143761 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.013281 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.043855 # DEPENDENCYPART_SIBL
(11,4),(11,17),0.000585527 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.0255538 # DEPENDENCYPART_SIBL
(11,4),(11,19),0.012886 # DEPENDENCYPART_SIBL
(11,4),(11,22),-0.043855 # DEPENDENCYPART_SIBL
(11,4),(11,24),-0.0330602 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.000328076 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.0145819 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0133952 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.014646 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.028273 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0114652 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0346987 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.106578 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0377592 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.0128673 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.00605958 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.00824436 # DEPENDENCYPART_SIBL
(11,5),(11,22),-0.0377592 # DEPENDENCYPART_SIBL
(11,5),(11,24),-0.00561498 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.0430369 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0418575 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0432838 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0370819 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.00755013 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0253571 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.117585 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0218933 # DEPENDENCYPART_SIBL
(11,6),(11,17),0.0308972 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0508273 # DEPENDENCYPART_SIBL
(11,6),(11,19),0.00621995 # DEPENDENCYPART_SIBL
(11,6),(11,22),0.0218933 # DEPENDENCYPART_SIBL
(11,6),(11,24),-0.0589369 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.158432 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.158475 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0257909 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.014647 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0158399 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.189094 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0123977 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0478513 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.00878413 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0376403 # DEPENDENCYPART_SIBL
(11,7),(11,22),0.0123977 # DEPENDENCYPART_SIBL
(11,7),(11,24),-0.0107733 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.189238 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0395659 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0125122 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0131933 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.192223 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.00648236 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0422974 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0184824 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.0320864 # DEPENDENCYPART_SIBL
(11,8),(11,22),0.00648236 # DEPENDENCYPART_SIBL
(11,8),(11,24),-0.0204716 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0395744 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0106771 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0174903 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.19203 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0118462 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0488719 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0173599 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0386609 # DEPENDENCYPART_SIBL
(11,9),(11,22),0.0118462 # DEPENDENCYPART_SIBL
(11,9),(11,24),-0.0193491 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.00647299 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0132352 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0102296 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0128167 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.00419806 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0174099 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.0135734 # DEPENDENCYPART_SIBL
(11,10),(11,22),-0.0128167 # DEPENDENCYPART_SIBL
(11,10),(11,24),-0.0244072 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0522696 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0664029 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.114181 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0850897 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0892066 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.109532 # DEPENDENCYPART_SIBL
(11,12),(11,22),-0.114181 # DEPENDENCYPART_SIBL
(11,12),(11,24),-0.0998025 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0649765 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0367821 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.000256614 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0241545 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0199417 # DEPENDENCYPART_SIBL
(11,13),(11,22),-0.0367821 # DEPENDENCYPART_SIBL
(11,13),(11,24),-0.0276436 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.135261 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.0934554 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.104518 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.0755358 # DEPENDENCYPART_SIBL
(11,14),(11,22),0.135261 # DEPENDENCYPART_SIBL
(11,14),(11,24),0.102504 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0158246 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0954857 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0263956 # DEPENDENCYPART_SIBL
(11,15),(11,22),-0.0794747 # DEPENDENCYPART_SIBL
(11,15),(11,24),-0.098034 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.0219223 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.0838874 # DEPENDENCYPART_SIBL
(11,17),(11,22),0.00685843 # DEPENDENCYPART_SIBL
(11,17),(11,24),-0.0246469 # DEPENDENCYPART_SIBL
(11,18),(11,19),0.0383611 # DEPENDENCYPART_SIBL
(11,18),(11,22),0.0288398 # DEPENDENCYPART_SIBL
(11,18),(11,24),-0.234173 # DEPENDENCYPART_SIBL
(11,19),(11,22),0.0276235 # DEPENDENCYPART_SIBL
(11,19),(11,24),-0.0103338 # DEPENDENCYPART_SIBL
(11,22),(11,24),-0.098034 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.109717 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.0457589 # DEPENDENCYPART_SIBL
(12,1),(12,18),-0.0025087 # DEPENDENCYPART_SIBL
(12,1),(12,24),-0.0202857 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0224615 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.699575 # DEPENDENCYPART_SIBL
(12,11),(12,24),0.66249 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0440395 # DEPENDENCYPART_SIBL
(12,13),(12,24),-0.0486822 # DEPENDENCYPART_SIBL
(12,18),(12,24),-0.3532 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.0897535 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.0962762 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.00350476 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0886715 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.147178 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.129166 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.217703 # DEPENDENCYPART_SIBL
(13,5),(13,18),0.00982352 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.209594 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.0607295 # DEPENDENCYPART_SIBL
(13,5),(13,22),-0.129166 # DEPENDENCYPART_SIBL
(13,5),(13,24),-0.0299208 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.0353988 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.00520584 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.0222303 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0102503 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0878925 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.0190892 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.0582751 # DEPENDENCYPART_SIBL
(13,7),(13,19),0.022184 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.0361848 # DEPENDENCYPART_SIBL
(13,7),(13,22),-0.0878925 # DEPENDENCYPART_SIBL
(13,7),(13,24),-0.0811067 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.00166801 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0195017 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0260424 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0896342 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0237931 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0634276 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.0174801 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.0410366 # DEPENDENCYPART_SIBL
(13,9),(13,22),-0.0896342 # DEPENDENCYPART_SIBL
(13,9),(13,24),-0.0862592 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0143484 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0983391 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0195166 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0444416 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.00700452 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0160092 # DEPENDENCYPART_SIBL
(13,10),(13,20),0.00356804 # DEPENDENCYPART_SIBL
(13,10),(13,22),-0.0195166 # DEPENDENCYPART_SIBL
(13,10),(13,24),-0.0268851 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.162639 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.132549 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.221046 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.00730628 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.212937 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.0727583 # DEPENDENCYPART_SIBL
(13,11),(13,22),-0.132549 # DEPENDENCYPART_SIBL
(13,11),(13,24),-0.0470506 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.119847 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.261734 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.121703 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.200102 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.0227934 # DEPENDENCYPART_SIBL
(13,12),(13,22),-0.119847 # DEPENDENCYPART_SIBL
(13,12),(13,24),0.0331618 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0114287 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.47192 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.0253934 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.0873732 # DEPENDENCYPART_SIBL
(13,15),(13,22),-0.0685478 # DEPENDENCYPART_SIBL
(13,15),(13,24),-0.470986 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.390605 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.0405918 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.0827671 # DEPENDENCYPART_SIBL
(13,17),(13,22),0.0232805 # DEPENDENCYPART_SIBL
(13,17),(13,24),-0.389782 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.0308118 # DEPENDENCYPART_SIBL
(13,18),(13,20),0.00259705 # DEPENDENCYPART_SIBL
(13,18),(13,22),-0.0596742 # DEPENDENCYPART_SIBL
(13,18),(13,24),-0.866869 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.0670872 # DEPENDENCYPART_SIBL
(13,19),(13,22),0.0390683 # DEPENDENCYPART_SIBL
(13,19),(13,24),-0.379377 # DEPENDENCYPART_SIBL
(13,20),(13,22),-0.0841182 # DEPENDENCYPART_SIBL
(13,20),(13,24),-0.366235 # DEPENDENCYPART_SIBL
(13,22),(13,24),-0.470986 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0178781 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0332181 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.00767993 # DEPENDENCYPART_SIBL
(15,16),(15,17),-1.02846 # DEPENDENCYPART_SIBL
(15,16),(15,19),-1.02426 # DEPENDENCYPART_SIBL
(15,17),(15,19),-1.43571 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.0413613 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.00782419 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0811161 # DEPENDENCYPART_SIBL
(17,14),(17,22),-0.061922 # DEPENDENCYPART_SIBL
(17,14),(17,24),0.0365314 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.105837 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0440328 # DEPENDENCYPART_SIBL
(17,15),(17,22),0.0286142 # DEPENDENCYPART_SIBL
(17,15),(17,24),-0.110316 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0385752 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.0490652 # DEPENDENCYPART_SIBL
(17,16),(17,24),0.033126 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.0884239 # DEPENDENCYPART_SIBL
(17,19),(17,24),-0.00926388 # DEPENDENCYPART_SIBL
(17,22),(17,24),0.0167639 # DEPENDENCYPART_SIBL
(18,1),(18,2),-0.0589403 # DEPENDENCYPART_SIBL
(18,1),(18,3),-0.0584339 # DEPENDENCYPART_SIBL
(18,1),(18,4),-0.0138177 # DEPENDENCYPART_SIBL
(18,1),(18,5),-0.00358781 # DEPENDENCYPART_SIBL
(18,1),(18,6),0.00631672 # DEPENDENCYPART_SIBL
(18,1),(18,8),-0.0584339 # DEPENDENCYPART_SIBL
(18,1),(18,9),-0.0584136 # DEPENDENCYPART_SIBL
(18,1),(18,10),-0.0547217 # DEPENDENCYPART_SIBL
(18,1),(18,11),-0.00455857 # DEPENDENCYPART_SIBL
(18,1),(18,12),-0.0689006 # DEPENDENCYPART_SIBL
(18,1),(18,13),-0.0253651 # DEPENDENCYPART_SIBL
(18,1),(18,14),-0.0410921 # DEPENDENCYPART_SIBL
(18,1),(18,15),0.00631672 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.107472 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.0335168 # DEPENDENCYPART_SIBL
(18,1),(18,19),-0.0218814 # DEPENDENCYPART_SIBL
(18,1),(18,20),-0.0727411 # DEPENDENCYPART_SIBL
(18,1),(18,22),-0.0257595 # DEPENDENCYPART_SIBL
(18,1),(18,23),-0.0167031 # DEPENDENCYPART_SIBL
(18,1),(18,24),-0.0749841 # DEPENDENCYPART_SIBL
(18,1),(18,25),-0.0216104 # DEPENDENCYPART_SIBL
(18,2),(18,3),-0.174668 # DEPENDENCYPART_SIBL
(18,2),(18,4),-0.0389726 # DEPENDENCYPART_SIBL
(18,2),(18,5),0.00546398 # DEPENDENCYPART_SIBL
(18,2),(18,6),-0.0106912 # DEPENDENCYPART_SIBL
(18,2),(18,8),-0.174161 # DEPENDENCYPART_SIBL
(18,2),(18,9),-0.17421 # DEPENDENCYPART_SIBL
(18,2),(18,10),-0.0443187 # DEPENDENCYPART_SIBL
(18,2),(18,11),0.00398034 # DEPENDENCYPART_SIBL
(18,2),(18,12),-0.149716 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.0261522 # DEPENDENCYPART_SIBL
(18,2),(18,14),0.0164362 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.0106912 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.147114 # DEPENDENCYPART_SIBL
(18,2),(18,17),-0.141126 # DEPENDENCYPART_SIBL
(18,2),(18,19),-0.0586629 # DEPENDENCYPART_SIBL
(18,2),(18,20),0.00366093 # DEPENDENCYPART_SIBL
(18,2),(18,22),0.0271889 # DEPENDENCYPART_SIBL
(18,2),(18,23),-0.0505049 # DEPENDENCYPART_SIBL
(18,2),(18,24),-0.00745369 # DEPENDENCYPART_SIBL
(18,2),(18,25),-0.0545902 # DEPENDENCYPART_SIBL
(18,3),(18,4),-0.0389642 # DEPENDENCYPART_SIBL
(18,3),(18,5),0.00579046 # DEPENDENCYPART_SIBL
(18,3),(18,6),-0.0106849 # DEPENDENCYPART_SIBL
(18,3),(18,8),-0.17298 # DEPENDENCYPART_SIBL
(18,3),(18,9),-0.173028 # DEPENDENCYPART_SIBL
(18,3),(18,10),-0.0443074 # DEPENDENCYPART_SIBL
(18,3),(18,11),0.00430681 # DEPENDENCYPART_SIBL
(18,3),(18,12),-0.149667 # DEPENDENCYPART_SIBL
(18,3),(18,13),-0.0261439 # DEPENDENCYPART_SIBL
(18,3),(18,14),0.0164661 # DEPENDENCYPART_SIBL
(18,3),(18,15),-0.0106849 # DEPENDENCYPART_SIBL
(18,3),(18,16),-0.147094 # DEPENDENCYPART_SIBL
(18,3),(18,17),-0.139945 # DEPENDENCYPART_SIBL
(18,3),(18,19),-0.0586604 # DEPENDENCYPART_SIBL
(18,3),(18,20),0.00448995 # DEPENDENCYPART_SIBL
(18,3),(18,22),0.0287786 # DEPENDENCYPART_SIBL
(18,3),(18,23),-0.0505024 # DEPENDENCYPART_SIBL
(18,3),(18,24),-0.00687078 # DEPENDENCYPART_SIBL
(18,3),(18,25),-0.0545877 # DEPENDENCYPART_SIBL
(18,4),(18,5),0.00353258 # DEPENDENCYPART_SIBL
(18,4),(18,6),0.00796305 # DEPENDENCYPART_SIBL
(18,4),(18,8),-0.0218591 # DEPENDENCYPART_SIBL
(18,4),(18,9),-0.0215863 # DEPENDENCYPART_SIBL
(18,4),(18,10),-0.0105144 # DEPENDENCYPART_SIBL
(18,4),(18,11),0.00252073 # DEPENDENCYPART_SIBL
(18,4),(18,12),-0.0607633 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.0116566 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.0288411 # DEPENDENCYPART_SIBL
(18,4),(18,15),0.00796305 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.0999691 # DEPENDENCYPART_SIBL
(18,4),(18,17),0.00683865 # DEPENDENCYPART_SIBL
(18,4),(18,19),-0.0501345 # DEPENDENCYPART_SIBL
(18,4),(18,20),-0.0335495 # DEPENDENCYPART_SIBL
(18,4),(18,22),-0.0824185 # DEPENDENCYPART_SIBL
(18,4),(18,23),-0.0455375 # DEPENDENCYPART_SIBL
(18,4),(18,24),-0.0606812 # DEPENDENCYPART_SIBL
(18,4),(18,25),-0.0498628 # DEPENDENCYPART_SIBL
(18,5),(18,6),-0.03098 # DEPENDENCYPART_SIBL
(18,5),(18,8),-0.0248193 # DEPENDENCYPART_SIBL
(18,5),(18,9),-0.0260702 # DEPENDENCYPART_SIBL
(18,5),(18,10),-0.051144 # DEPENDENCYPART_SIBL
(18,5),(18,11),-0.249407 # DEPENDENCYPART_SIBL
(18,5),(18,12),-0.11403 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.0886703 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.0559494 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.03098 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.109112 # DEPENDENCYPART_SIBL
(18,5),(18,17),0.00217226 # DEPENDENCYPART_SIBL
(18,5),(18,19),-0.0497661 # DEPENDENCYPART_SIBL
(18,5),(18,20),-0.0251426 # DEPENDENCYPART_SIBL
(18,5),(18,22),-0.0659189 # DEPENDENCYPART_SIBL
(18,5),(18,23),-0.0444505 # DEPENDENCYPART_SIBL
(18,5),(18,24),-0.0150887 # DEPENDENCYPART_SIBL
(18,5),(18,25),-0.0506906 # DEPENDENCYPART_SIBL
(18,6),(18,8),-0.0523978 # DEPENDENCYPART_SIBL
(18,6),(18,9),-0.0538242 # DEPENDENCYPART_SIBL
(18,6),(18,10),-0.0563907 # DEPENDENCYPART_SIBL
(18,6),(18,11),-0.110661 # DEPENDENCYPART_SIBL
(18,6),(18,12),-0.304672 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.0316971 # DEPENDENCYPART_SIBL
(18,6),(18,14),0.165931 # DEPENDENCYPART_SIBL
(18,6),(18,15),-0.076521 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.105252 # DEPENDENCYPART_SIBL
(18,6),(18,17),-0.0115888 # DEPENDENCYPART_SIBL
(18,6),(18,19),0.0224754 # DEPENDENCYPART_SIBL
(18,6),(18,20),-0.0126955 # DEPENDENCYPART_SIBL
(18,6),(18,22),0.045313 # DEPENDENCYPART_SIBL
(18,6),(18,23),0.0296626 # DEPENDENCYPART_SIBL
(18,6),(18,24),-0.0389748 # DEPENDENCYPART_SIBL
(18,6),(18,25),0.0227379 # DEPENDENCYPART_SIBL
(18,8),(18,9),-0.172542 # DEPENDENCYPART_SIBL
(18,8),(18,10),-0.0443086 # DEPENDENCYPART_SIBL
(18,8),(18,11),0.00430861 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.149669 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.0261451 # DEPENDENCYPART_SIBL
(18,8),(18,14),0.0164649 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.0106956 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.147095 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.139447 # DEPENDENCYPART_SIBL
(18,8),(18,19),-0.0522186 # DEPENDENCYPART_SIBL
(18,8),(18,20),0.00628904 # DEPENDENCYPART_SIBL
(18,8),(18,22),0.0236066 # DEPENDENCYPART_SIBL
(18,8),(18,23),-0.0440606 # DEPENDENCYPART_SIBL
(18,8),(18,24),-0.00784048 # DEPENDENCYPART_SIBL
(18,8),(18,25),-0.0481459 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.0443171 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.00398234 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.153055 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.0261491 # DEPENDENCYPART_SIBL
(18,9),(18,14),0.0164654 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.0106856 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.147095 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.141979 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.0587931 # DEPENDENCYPART_SIBL
(18,9),(18,20),0.00445395 # DEPENDENCYPART_SIBL
(18,9),(18,22),0.0289705 # DEPENDENCYPART_SIBL
(18,9),(18,23),-0.0506351 # DEPENDENCYPART_SIBL
(18,9),(18,24),-0.00671798 # DEPENDENCYPART_SIBL
(18,9),(18,25),-0.0547204 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.10327 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.120037 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.134361 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.00856573 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.0600505 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.148252 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.0714286 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.0672448 # DEPENDENCYPART_SIBL
(18,10),(18,20),-0.0661066 # DEPENDENCYPART_SIBL
(18,10),(18,22),-0.0694677 # DEPENDENCYPART_SIBL
(18,10),(18,23),-0.0633602 # DEPENDENCYPART_SIBL
(18,10),(18,24),-0.065741 # DEPENDENCYPART_SIBL
(18,10),(18,25),-0.0669731 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.120159 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.0886703 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.0559373 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.0309799 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.1091 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.0020292 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0497542 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.033606 # DEPENDENCYPART_SIBL
(18,11),(18,22),-0.0659269 # DEPENDENCYPART_SIBL
(18,11),(18,23),-0.0444386 # DEPENDENCYPART_SIBL
(18,11),(18,24),-0.0261818 # DEPENDENCYPART_SIBL
(18,11),(18,25),-0.0506787 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.045087 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.0288966 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.0313851 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.009848 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.0490099 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0324319 # DEPENDENCYPART_SIBL
(18,12),(18,20),0.127145 # DEPENDENCYPART_SIBL
(18,12),(18,22),-0.0396109 # DEPENDENCYPART_SIBL
(18,12),(18,23),-0.0107272 # DEPENDENCYPART_SIBL
(18,12),(18,24),-0.032133 # DEPENDENCYPART_SIBL
(18,12),(18,25),-0.0324108 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.079359 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0655195 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.152819 # DEPENDENCYPART_SIBL
