# _root_ ( Herečky navíc údajně strávily tři týdny speciálním výcvikem na ranči , kde se učily jezdit na koních , zacházet se zbraněmi a dokonce i žvýkat tabák . )
#goldHeads=5,5,5,5,0,7,5,9,5,5,10,15,15,15,11,23,16,17,23,23,20,21,15,26,26,23,26,0,5,
#predictedHeads=5,5,5,5,0,7,5,9,5,9,10,15,15,16,11,15,16,17,15,23,20,21,19,26,26,23,26,0,5,
(0,19),(19,23),0.189006 # DEPENDENCYPART_GRANDPAR
(0,19),(19,24),-0.830254 # DEPENDENCYPART_GRANDPAR
(0,19),(19,25),-0.345093 # DEPENDENCYPART_GRANDPAR
(0,19),(19,26),-0.197426 # DEPENDENCYPART_GRANDPAR
(0,19),(19,28),-0.59118 # DEPENDENCYPART_GRANDPAR
(0,19),(19,29),0.242733 # DEPENDENCYPART_GRANDPAR
(0,20),(20,2),0.324774 # DEPENDENCYPART_GRANDPAR
(0,20),(20,5),0.482554 # DEPENDENCYPART_GRANDPAR
(0,20),(20,7),-0.110131 # DEPENDENCYPART_GRANDPAR
(0,20),(20,9),-0.0643664 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),-0.114981 # DEPENDENCYPART_GRANDPAR
(0,20),(20,13),-0.748824 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),-0.176954 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),0.320281 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),-0.156925 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.238369 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.42217 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.210494 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),-0.19382 # DEPENDENCYPART_GRANDPAR
(0,20),(20,22),-0.392701 # DEPENDENCYPART_GRANDPAR
(0,20),(20,23),0.205674 # DEPENDENCYPART_GRANDPAR
(0,20),(20,24),-0.922369 # DEPENDENCYPART_GRANDPAR
(0,20),(20,25),-0.433992 # DEPENDENCYPART_GRANDPAR
(0,20),(20,26),-0.492939 # DEPENDENCYPART_GRANDPAR
(0,20),(20,27),-0.444597 # DEPENDENCYPART_GRANDPAR
(0,20),(20,28),-0.481996 # DEPENDENCYPART_GRANDPAR
(0,20),(20,29),0.244369 # DEPENDENCYPART_GRANDPAR
(0,23),(23,1),0.469233 # DEPENDENCYPART_GRANDPAR
(0,23),(23,3),-0.131137 # DEPENDENCYPART_GRANDPAR
(0,23),(23,4),0.0166362 # DEPENDENCYPART_GRANDPAR
(0,23),(23,5),0.38994 # DEPENDENCYPART_GRANDPAR
(0,23),(23,7),-0.215266 # DEPENDENCYPART_GRANDPAR
(0,23),(23,9),-0.153992 # DEPENDENCYPART_GRANDPAR
(0,23),(23,10),-0.256022 # DEPENDENCYPART_GRANDPAR
(0,23),(23,11),-0.402347 # DEPENDENCYPART_GRANDPAR
(0,23),(23,12),0.041454 # DEPENDENCYPART_GRANDPAR
(0,23),(23,13),-1.03907 # DEPENDENCYPART_GRANDPAR
(0,23),(23,14),-0.287358 # DEPENDENCYPART_GRANDPAR
(0,23),(23,15),0.227667 # DEPENDENCYPART_GRANDPAR
(0,23),(23,16),-0.253379 # DEPENDENCYPART_GRANDPAR
(0,23),(23,17),-0.428837 # DEPENDENCYPART_GRANDPAR
(0,23),(23,18),-0.515219 # DEPENDENCYPART_GRANDPAR
(0,23),(23,19),-0.0540598 # DEPENDENCYPART_GRANDPAR
(0,23),(23,20),0.0615249 # DEPENDENCYPART_GRANDPAR
(0,23),(23,21),-0.331195 # DEPENDENCYPART_GRANDPAR
(0,23),(23,22),-0.710782 # DEPENDENCYPART_GRANDPAR
(0,23),(23,24),-0.837656 # DEPENDENCYPART_GRANDPAR
(0,23),(23,25),-0.473778 # DEPENDENCYPART_GRANDPAR
(0,23),(23,26),-0.205698 # DEPENDENCYPART_GRANDPAR
(0,23),(23,27),-0.805059 # DEPENDENCYPART_GRANDPAR
(0,23),(23,28),-0.608366 # DEPENDENCYPART_GRANDPAR
(0,23),(23,29),0.0964874 # DEPENDENCYPART_GRANDPAR
(0,26),(26,2),0.327155 # DEPENDENCYPART_GRANDPAR
(0,26),(26,14),-0.17579 # DEPENDENCYPART_GRANDPAR
(0,26),(26,16),-0.155562 # DEPENDENCYPART_GRANDPAR
(0,26),(26,17),-0.23812 # DEPENDENCYPART_GRANDPAR
(0,26),(26,18),-0.419789 # DEPENDENCYPART_GRANDPAR
(0,26),(26,20),0.161618 # DEPENDENCYPART_GRANDPAR
(0,26),(26,21),-0.156663 # DEPENDENCYPART_GRANDPAR
(0,26),(26,22),-0.608641 # DEPENDENCYPART_GRANDPAR
(0,26),(26,24),-0.928921 # DEPENDENCYPART_GRANDPAR
(0,26),(26,25),-0.434279 # DEPENDENCYPART_GRANDPAR
(0,26),(26,27),-0.444322 # DEPENDENCYPART_GRANDPAR
(0,26),(26,28),-0.481994 # DEPENDENCYPART_GRANDPAR
(0,26),(26,29),0.24437 # DEPENDENCYPART_GRANDPAR
(0,28),(28,26),-0.963019 # DEPENDENCYPART_GRANDPAR
(0,28),(28,27),-1.08628 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.27191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.339405 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.389927 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.396554 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.468049 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.629511 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.526707 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.653555 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.36086 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.119359 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.427918 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.612896 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.23717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),-0.0995481 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.329553 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.374861 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.521921 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.433593 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.706261 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.432949 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.566067 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.515506 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.579023 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.720142 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.475876 # DEPENDENCYPART_GRANDPAR
(1,5),(5,17),-0.464564 # DEPENDENCYPART_GRANDPAR
(1,5),(5,19),-0.787665 # DEPENDENCYPART_GRANDPAR
(1,5),(5,21),-0.442414 # DEPENDENCYPART_GRANDPAR
(1,5),(5,23),-0.749366 # DEPENDENCYPART_GRANDPAR
(1,5),(5,24),-0.794533 # DEPENDENCYPART_GRANDPAR
(1,5),(5,29),-1.68678 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),-0.188348 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),-0.230705 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.462616 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.640763 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.649179 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.72332 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-2.64504 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.222144 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.987423 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-1.74063 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.91163 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.5679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.261506 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.294475 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.911628 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.56749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.119595 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.294355 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.962073 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.40797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.273721 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.0260922 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.149549 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.283595 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.769873 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),0.0148492 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.0300808 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.56251 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),0.214242 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.119816 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.288442 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.36626 # DEPENDENCYPART_GRANDPAR
(2,5),(5,19),-0.192064 # DEPENDENCYPART_GRANDPAR
(2,5),(5,21),-0.384165 # DEPENDENCYPART_GRANDPAR
(2,5),(5,23),-0.381341 # DEPENDENCYPART_GRANDPAR
(2,5),(5,24),-0.880734 # DEPENDENCYPART_GRANDPAR
(2,5),(5,29),-0.789244 # DEPENDENCYPART_GRANDPAR
(2,6),(6,3),0.124862 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.18489 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.819055 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-1.19217 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.52079 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-1.07695 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),0.137591 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.154537 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.11366 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.190597 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.825521 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.559189 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.282655 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-1.13655 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.246862 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.278127 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.256091 # DEPENDENCYPART_GRANDPAR
(2,8),(8,3),0.335156 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),0.0170919 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.563771 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.013346 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),0.0923816 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.590705 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.516316 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.265763 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.357917 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.97028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,5),-0.799912 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-1.02488 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.411042 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.85627 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.430589 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.734881 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.907799 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.852135 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-1.01852 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.786106 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.751353 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.756903 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.43975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,6),-0.399539 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.47331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.0508005 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.32682 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.494 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.533308 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.343467 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.0790336 # DEPENDENCYPART_GRANDPAR
(4,1),(1,5),-0.246638 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.957745 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.169051 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.0186552 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.84124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.180946 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.773454 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.865571 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.950717 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.545839 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.101093 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.287835 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.92876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,6),-0.694141 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.236333 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.45762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,7),-0.340276 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.425331 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.300572 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.538497 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.0522305 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-2.36761 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,8),-0.83639 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.0377961 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.0268283 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.0412762 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-2.16687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),0.20582 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),0.334481 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.686962 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.00580949 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.0764257 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.505964 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.263872 # DEPENDENCYPART_GRANDPAR
(5,3),(3,6),0.249527 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.0792274 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.50321 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.0252014 # DEPENDENCYPART_GRANDPAR
(5,4),(4,6),0.249528 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.111227 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.151998 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),0.794273 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.0746907 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.405886 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),0.30213 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.142917 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.179964 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.07367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.679318 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.0553881 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.309241 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.0732425 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.0761764 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.225751 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.182665 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),0.356927 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.121603 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.159607 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.465146 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.139397 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.0399126 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.0936678 # DEPENDENCYPART_GRANDPAR
(5,9),(9,6),0.662602 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.835838 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.0400774 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.0767539 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.0766202 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.184234 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),0.355359 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),0.143711 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.0610089 # DEPENDENCYPART_GRANDPAR
(5,11),(11,6),0.662602 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.0400774 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.192334 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),0.0182271 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.227031 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.184234 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),0.355359 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),0.393998 # DEPENDENCYPART_GRANDPAR
(5,11),(11,23),0.0328496 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-0.687719 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-1.72855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),0.40901 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),0.485754 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.48172 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),0.0987919 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),0.0331349 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.134273 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.31574 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.98695 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.445821 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.513478 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.408565 # DEPENDENCYPART_GRANDPAR
(5,12),(12,23),-0.151715 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.314397 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),0.179124 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),0.12782 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.0539408 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),0.14769 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.872308 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-0.482606 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),0.0521154 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-0.217981 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-0.287681 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-1.64371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),0.444378 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),0.409169 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),-0.488474 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),0.0102272 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.0722131 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.222838 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),0.304526 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.056258 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.144343 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.0161897 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.250792 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.950153 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.353369 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),0.0122509 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.130517 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-1.3655 # DEPENDENCYPART_GRANDPAR
(5,15),(15,23),-0.0237332 # DEPENDENCYPART_GRANDPAR
(5,15),(15,24),-0.506784 # DEPENDENCYPART_GRANDPAR
(5,15),(15,25),-0.411315 # DEPENDENCYPART_GRANDPAR
(5,15),(15,26),-0.175302 # DEPENDENCYPART_GRANDPAR
(5,15),(15,27),-1.52187 # DEPENDENCYPART_GRANDPAR
(5,15),(15,28),-0.422062 # DEPENDENCYPART_GRANDPAR
(5,15),(15,29),0.128737 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.629764 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.43999 # DEPENDENCYPART_GRANDPAR
(5,17),(17,22),-1.04753 # DEPENDENCYPART_GRANDPAR
(5,19),(19,1),-0.687719 # DEPENDENCYPART_GRANDPAR
(5,19),(19,5),-1.72855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,19),(19,12),0.260786 # DEPENDENCYPART_GRANDPAR
(5,19),(19,15),-0.48951 # DEPENDENCYPART_GRANDPAR
(5,19),(19,16),0.0481737 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.216378 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.910166 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.408565 # DEPENDENCYPART_GRANDPAR
(5,19),(19,21),-0.141116 # DEPENDENCYPART_GRANDPAR
(5,19),(19,22),-1.3229 # DEPENDENCYPART_GRANDPAR
(5,19),(19,23),-0.151715 # DEPENDENCYPART_GRANDPAR
(5,19),(19,24),-0.5912 # DEPENDENCYPART_GRANDPAR
(5,19),(19,25),-0.454666 # DEPENDENCYPART_GRANDPAR
(5,19),(19,26),-0.60124 # DEPENDENCYPART_GRANDPAR
(5,19),(19,28),-0.532652 # DEPENDENCYPART_GRANDPAR
(5,19),(19,29),-0.0802731 # DEPENDENCYPART_GRANDPAR
(5,21),(21,19),-0.251021 # DEPENDENCYPART_GRANDPAR
(5,21),(21,22),-1.0209 # DEPENDENCYPART_GRANDPAR
(5,21),(21,23),-0.0314668 # DEPENDENCYPART_GRANDPAR
(5,21),(21,24),-0.335391 # DEPENDENCYPART_GRANDPAR
(5,21),(21,25),-0.448055 # DEPENDENCYPART_GRANDPAR
(5,21),(21,27),-1.18088 # DEPENDENCYPART_GRANDPAR
(5,23),(23,1),-0.844935 # DEPENDENCYPART_GRANDPAR
(5,23),(23,3),-0.456566 # DEPENDENCYPART_GRANDPAR
(5,23),(23,4),-0.497629 # DEPENDENCYPART_GRANDPAR
(5,23),(23,5),-1.60728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,23),(23,7),0.504992 # DEPENDENCYPART_GRANDPAR
(5,23),(23,9),0.127418 # DEPENDENCYPART_GRANDPAR
(5,23),(23,10),0.0786708 # DEPENDENCYPART_GRANDPAR
(5,23),(23,11),-0.105647 # DEPENDENCYPART_GRANDPAR
(5,23),(23,12),0.0955142 # DEPENDENCYPART_GRANDPAR
(5,23),(23,13),-0.101993 # DEPENDENCYPART_GRANDPAR
(5,23),(23,14),-0.271421 # DEPENDENCYPART_GRANDPAR
(5,23),(23,15),-0.368236 # DEPENDENCYPART_GRANDPAR
(5,23),(23,16),0.175246 # DEPENDENCYPART_GRANDPAR
(5,23),(23,17),-0.170843 # DEPENDENCYPART_GRANDPAR
(5,23),(23,18),-0.885061 # DEPENDENCYPART_GRANDPAR
(5,23),(23,19),-0.283467 # DEPENDENCYPART_GRANDPAR
(5,23),(23,20),0.203234 # DEPENDENCYPART_GRANDPAR
(5,23),(23,21),-0.184836 # DEPENDENCYPART_GRANDPAR
(5,23),(23,22),-1.3121 # DEPENDENCYPART_GRANDPAR
(5,23),(23,24),-0.31879 # DEPENDENCYPART_GRANDPAR
(5,23),(23,25),-0.404225 # DEPENDENCYPART_GRANDPAR
(5,23),(23,26),-0.144235 # DEPENDENCYPART_GRANDPAR
(5,23),(23,27),-1.26042 # DEPENDENCYPART_GRANDPAR
(5,23),(23,28),-0.411153 # DEPENDENCYPART_GRANDPAR
(5,23),(23,29),-0.0515441 # DEPENDENCYPART_GRANDPAR
(5,24),(24,25),-0.391807 # DEPENDENCYPART_GRANDPAR
(5,24),(24,26),-0.0475835 # DEPENDENCYPART_GRANDPAR
(5,24),(24,27),-1.4398 # DEPENDENCYPART_GRANDPAR
(5,24),(24,28),-0.35936 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.224109 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.334184 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.0663438 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.98221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,1),-0.225123 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.333811 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.46129 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.98221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,2),-0.646306 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.662373 # DEPENDENCYPART_GRANDPAR
