# _root_ Pro pedagogický dozor může být potěšující , že jejich účast při soutěžích bude odměňována podle zákona o cestovních náhradách , a v tomto směru jsou postaveni na roveň ostatním pracovníkům vyslaným na služební cestu .
#goldHeads=4,3,1,21,4,5,8,4,10,14,10,11,14,8,14,15,16,19,17,8,0,25,24,22,21,25,26,27,30,28,30,31,34,32,0,
#predictedHeads=4,3,1,0,4,5,8,4,10,14,10,11,14,8,14,15,16,19,17,21,8,25,24,22,21,25,26,27,30,26,30,31,34,32,0,
(6,14),(14,5),-0.36365 # DEPENDENCYPART_GRANDPAR
(6,14),(14,7),0.836756 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),0.331705 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.256525 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),0.0253646 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.26173 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.571091 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.301081 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.686288 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.268066 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.784497 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.247602 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),-0.147245 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),-0.260135 # DEPENDENCYPART_GRANDPAR
(6,14),(14,24),-1.21158 # DEPENDENCYPART_GRANDPAR
(6,14),(14,25),-0.592718 # DEPENDENCYPART_GRANDPAR
(6,14),(14,27),-0.620277 # DEPENDENCYPART_GRANDPAR
(6,14),(14,30),-1.02438 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.701272 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.276062 # DEPENDENCYPART_GRANDPAR
(7,1),(1,8),-0.432894 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),0.0657275 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.414653 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.141956 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.00398375 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.113786 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-2.01491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.651578 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-1.05894 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-1.13094 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.810306 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.964433 # DEPENDENCYPART_GRANDPAR
(7,4),(4,20),-0.89104 # DEPENDENCYPART_GRANDPAR
(7,4),(4,21),-1.25464 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.092546 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.332846 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.320522 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.13449 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.176044 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-2.0449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.65749 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-1.14808 # DEPENDENCYPART_GRANDPAR
(7,5),(5,21),-1.2506 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.209781 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.563709 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.97583 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.396519 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.893191 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.900819 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.81381 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.15961 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.782855 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.26082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,10),-0.317441 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.361826 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),0.0533676 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.0310409 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.381434 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.470758 # DEPENDENCYPART_GRANDPAR
(7,8),(8,25),0.266361 # DEPENDENCYPART_GRANDPAR
(7,8),(8,26),-0.122517 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-0.916321 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-1.28936 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-0.831624 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-1.02174 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-1.39794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),0.207405 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.0823568 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.123441 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.287922 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),0.14831 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.204785 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.638112 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.166753 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.469897 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),-0.383833 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-0.336971 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),-0.521999 # DEPENDENCYPART_GRANDPAR
(7,14),(14,24),-0.589343 # DEPENDENCYPART_GRANDPAR
(7,14),(14,25),0.113425 # DEPENDENCYPART_GRANDPAR
(7,14),(14,27),-0.108818 # DEPENDENCYPART_GRANDPAR
(7,14),(14,30),-0.90576 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.620028 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.37738 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.119409 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.369591 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.51085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,1),-0.173149 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.405724 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.264812 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.111334 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.460019 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.395306 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.25142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,10),0.121551 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.320968 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),0.166718 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.249387 # DEPENDENCYPART_GRANDPAR
(8,4),(4,20),-0.224493 # DEPENDENCYPART_GRANDPAR
(8,4),(4,21),0.0628787 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.479791 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.497362 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.175589 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.435091 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.53161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,14),-0.463846 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-1.10174 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.797495 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.918022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.122109 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.0424141 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.51089 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.265966 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.484066 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.454813 # DEPENDENCYPART_GRANDPAR
(8,10),(10,26),-0.480518 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.719374 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.564914 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.432827 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.638558 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.931295 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.978669 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.678729 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.767882 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.451719 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.696791 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.259858 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.0466703 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),0.438859 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),0.0616544 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.130865 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.0498492 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),0.117365 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.0819809 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),0.435156 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-0.918302 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-0.883406 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.955764 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.655824 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.436715 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.775679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,10),0.608335 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.257586 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.0418779 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),1.04001 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),0.00619414 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.16897 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.0996911 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),0.0792607 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.166256 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),0.317218 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),0.136608 # DEPENDENCYPART_GRANDPAR
(8,14),(14,24),-0.0550274 # DEPENDENCYPART_GRANDPAR
(8,14),(14,25),0.228934 # DEPENDENCYPART_GRANDPAR
(8,14),(14,27),-0.405532 # DEPENDENCYPART_GRANDPAR
(8,14),(14,30),0.356918 # DEPENDENCYPART_GRANDPAR
(8,20),(20,4),-1.12535 # DEPENDENCYPART_GRANDPAR
(8,20),(20,5),-0.877126 # DEPENDENCYPART_GRANDPAR
(8,20),(20,13),0.506011 # DEPENDENCYPART_GRANDPAR
(8,20),(20,14),0.130235 # DEPENDENCYPART_GRANDPAR
(8,20),(20,15),-0.584247 # DEPENDENCYPART_GRANDPAR
(8,20),(20,16),-0.747236 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),-0.704846 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),-0.876111 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.517827 # DEPENDENCYPART_GRANDPAR
(8,20),(20,25),0.109092 # DEPENDENCYPART_GRANDPAR
(8,20),(20,26),-0.206521 # DEPENDENCYPART_GRANDPAR
(8,21),(21,1),-1.00668 # DEPENDENCYPART_GRANDPAR
(8,21),(21,4),-1.07565 # DEPENDENCYPART_GRANDPAR
(8,21),(21,5),-0.786773 # DEPENDENCYPART_GRANDPAR
(8,21),(21,7),-0.66725 # DEPENDENCYPART_GRANDPAR
(8,21),(21,8),-0.978107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,21),(21,10),0.278605 # DEPENDENCYPART_GRANDPAR
(8,21),(21,11),0.113627 # DEPENDENCYPART_GRANDPAR
(8,21),(21,12),-0.369025 # DEPENDENCYPART_GRANDPAR
(8,21),(21,13),0.802457 # DEPENDENCYPART_GRANDPAR
(8,21),(21,14),0.345858 # DEPENDENCYPART_GRANDPAR
(8,21),(21,15),-0.421427 # DEPENDENCYPART_GRANDPAR
(8,21),(21,16),-0.576164 # DEPENDENCYPART_GRANDPAR
(8,21),(21,17),-0.553573 # DEPENDENCYPART_GRANDPAR
(8,21),(21,18),-0.702405 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),-0.330708 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.032341 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),-0.0513689 # DEPENDENCYPART_GRANDPAR
(8,21),(21,23),-0.284684 # DEPENDENCYPART_GRANDPAR
(8,21),(21,24),-0.253354 # DEPENDENCYPART_GRANDPAR
(8,21),(21,25),0.407296 # DEPENDENCYPART_GRANDPAR
(8,21),(21,26),0.173322 # DEPENDENCYPART_GRANDPAR
(8,21),(21,27),-0.576838 # DEPENDENCYPART_GRANDPAR
(8,21),(21,28),-0.464373 # DEPENDENCYPART_GRANDPAR
(8,21),(21,29),-0.374125 # DEPENDENCYPART_GRANDPAR
(8,21),(21,30),0.120668 # DEPENDENCYPART_GRANDPAR
(8,21),(21,31),-0.286344 # DEPENDENCYPART_GRANDPAR
(8,21),(21,32),-0.954044 # DEPENDENCYPART_GRANDPAR
(8,25),(25,1),-0.910639 # DEPENDENCYPART_GRANDPAR
(8,25),(25,5),-0.646428 # DEPENDENCYPART_GRANDPAR
(8,25),(25,10),0.53857 # DEPENDENCYPART_GRANDPAR
(8,25),(25,11),0.160464 # DEPENDENCYPART_GRANDPAR
(8,25),(25,13),1.02363 # DEPENDENCYPART_GRANDPAR
(8,25),(25,14),0.310424 # DEPENDENCYPART_GRANDPAR
(8,25),(25,15),-0.332276 # DEPENDENCYPART_GRANDPAR
(8,25),(25,16),-0.312514 # DEPENDENCYPART_GRANDPAR
(8,25),(25,17),-0.549827 # DEPENDENCYPART_GRANDPAR
(8,25),(25,19),-0.0733134 # DEPENDENCYPART_GRANDPAR
(8,25),(25,20),-0.120889 # DEPENDENCYPART_GRANDPAR
(8,25),(25,22),-0.245337 # DEPENDENCYPART_GRANDPAR
(8,25),(25,23),-0.47248 # DEPENDENCYPART_GRANDPAR
(8,25),(25,24),-0.210282 # DEPENDENCYPART_GRANDPAR
(8,25),(25,26),0.0082107 # DEPENDENCYPART_GRANDPAR
(8,25),(25,27),-0.358469 # DEPENDENCYPART_GRANDPAR
(8,25),(25,28),-0.264592 # DEPENDENCYPART_GRANDPAR
(8,25),(25,29),-0.20917 # DEPENDENCYPART_GRANDPAR
(8,25),(25,30),0.360332 # DEPENDENCYPART_GRANDPAR
(8,25),(25,31),-0.121394 # DEPENDENCYPART_GRANDPAR
(8,25),(25,32),-0.735674 # DEPENDENCYPART_GRANDPAR
(8,25),(25,34),-0.0773293 # DEPENDENCYPART_GRANDPAR
(8,26),(26,1),-0.918302 # DEPENDENCYPART_GRANDPAR
(8,26),(26,3),-0.883406 # DEPENDENCYPART_GRANDPAR
(8,26),(26,4),-0.955764 # DEPENDENCYPART_GRANDPAR
(8,26),(26,10),0.607615 # DEPENDENCYPART_GRANDPAR
(8,26),(26,11),0.256866 # DEPENDENCYPART_GRANDPAR
(8,26),(26,12),-0.0425981 # DEPENDENCYPART_GRANDPAR
(8,26),(26,13),1.03434 # DEPENDENCYPART_GRANDPAR
(8,26),(26,15),-0.220822 # DEPENDENCYPART_GRANDPAR
(8,26),(26,16),-0.243474 # DEPENDENCYPART_GRANDPAR
(8,26),(26,17),-0.438388 # DEPENDENCYPART_GRANDPAR
(8,26),(26,18),-0.478477 # DEPENDENCYPART_GRANDPAR
(8,26),(26,19),-0.00427335 # DEPENDENCYPART_GRANDPAR
(8,26),(26,20),-0.213449 # DEPENDENCYPART_GRANDPAR
(8,26),(26,21),0.603235 # DEPENDENCYPART_GRANDPAR
(8,26),(26,22),-0.113399 # DEPENDENCYPART_GRANDPAR
(8,26),(26,23),-0.428262 # DEPENDENCYPART_GRANDPAR
(8,26),(26,24),-0.141123 # DEPENDENCYPART_GRANDPAR
(8,26),(26,25),0.350673 # DEPENDENCYPART_GRANDPAR
(8,26),(26,27),-0.418955 # DEPENDENCYPART_GRANDPAR
(8,26),(26,28),-0.268186 # DEPENDENCYPART_GRANDPAR
(8,26),(26,29),-0.314674 # DEPENDENCYPART_GRANDPAR
(8,26),(26,30),0.356738 # DEPENDENCYPART_GRANDPAR
(8,26),(26,32),-0.796161 # DEPENDENCYPART_GRANDPAR
(8,26),(26,34),-0.0809228 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.543271 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.819479 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.409279 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.164008 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-2.29772 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.260843 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-1.05364 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.762946 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-1.28154 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.899123 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.184711 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.129397 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-1.15968 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-1.1917 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.859012 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.411017 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-2.41699 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.349247 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-1.86163 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-1.25973 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-1.25084 # DEPENDENCYPART_GRANDPAR
(10,8),(8,21),-0.835676 # DEPENDENCYPART_GRANDPAR
(10,8),(8,25),-1.75383 # DEPENDENCYPART_GRANDPAR
(10,8),(8,26),-1.48702 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-1.62305 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.10791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.0903208 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.314266 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-1.21751 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.650035 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.89935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,13),-0.980931 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.53714 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-1.36582 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-1.87492 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-1.44335 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-1.15196 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-1.54376 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.1921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.333227 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.170062 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.362776 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.147655 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.274388 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.426366 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.759164 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.00189749 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.173478 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.43971 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-1.52671 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.939137 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.444505 # DEPENDENCYPART_GRANDPAR
(10,15),(15,24),-0.647322 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.41228 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.457055 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-1.4689 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.623019 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.388734 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.18131 # DEPENDENCYPART_GRANDPAR
(10,17),(17,24),-0.331204 # DEPENDENCYPART_GRANDPAR
(10,26),(26,1),-1.36269 # DEPENDENCYPART_GRANDPAR
(10,26),(26,3),-2.172 # DEPENDENCYPART_GRANDPAR
(10,26),(26,4),-1.86792 # DEPENDENCYPART_GRANDPAR
(10,26),(26,10),-1.22605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,26),(26,11),0.374202 # DEPENDENCYPART_GRANDPAR
(10,26),(26,12),-0.2041 # DEPENDENCYPART_GRANDPAR
(10,26),(26,13),-0.627535 # DEPENDENCYPART_GRANDPAR
(10,26),(26,15),-0.157862 # DEPENDENCYPART_GRANDPAR
(10,26),(26,16),-0.652026 # DEPENDENCYPART_GRANDPAR
(10,26),(26,17),-0.592751 # DEPENDENCYPART_GRANDPAR
(10,26),(26,18),-1.84652 # DEPENDENCYPART_GRANDPAR
(10,26),(26,19),-1.10486 # DEPENDENCYPART_GRANDPAR
(10,26),(26,20),-0.00467155 # DEPENDENCYPART_GRANDPAR
(10,26),(26,21),-0.286217 # DEPENDENCYPART_GRANDPAR
(10,26),(26,22),-0.342365 # DEPENDENCYPART_GRANDPAR
(10,26),(26,23),-1.26906 # DEPENDENCYPART_GRANDPAR
(10,26),(26,24),-0.854313 # DEPENDENCYPART_GRANDPAR
(10,26),(26,25),-0.714387 # DEPENDENCYPART_GRANDPAR
(10,26),(26,27),-0.677762 # DEPENDENCYPART_GRANDPAR
(10,26),(26,28),-1.56387 # DEPENDENCYPART_GRANDPAR
(10,26),(26,29),-1.449 # DEPENDENCYPART_GRANDPAR
(10,26),(26,30),-1.50333 # DEPENDENCYPART_GRANDPAR
(10,26),(26,32),-0.895224 # DEPENDENCYPART_GRANDPAR
(10,26),(26,34),-1.46017 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.379704 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.333092 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.548512 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-1.02196 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.481992 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.659451 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.776586 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.629716 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.358677 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.880983 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.02724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),0.963559 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.363417 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.402995 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.0894104 # DEPENDENCYPART_GRANDPAR
(11,10),(10,26),-0.669058 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-1.6085 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-1.30081 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-1.85888 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),0.238598 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),0.383962 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.236818 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),0.441434 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.207419 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),0.287187 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.159424 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.118789 # DEPENDENCYPART_GRANDPAR
(11,16),(16,24),-0.211252 # DEPENDENCYPART_GRANDPAR
(11,16),(16,25),0.0662384 # DEPENDENCYPART_GRANDPAR
(11,16),(16,26),-0.0479162 # DEPENDENCYPART_GRANDPAR
(11,16),(16,31),-1.21809 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.439884 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.60916 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.40492 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),0.233198 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),-0.670728 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),-0.319179 # DEPENDENCYPART_GRANDPAR
(12,6),(6,14),-0.824207 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-1.7028 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.805069 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.170774 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.685873 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.205664 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-2.58251 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.955152 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.709482 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.760349 # DEPENDENCYPART_GRANDPAR
(12,10),(10,26),-1.00848 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-1.27548 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-1.54575 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-1.34748 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-2.58204 # DEPENDENCYPART_GRANDPAR
