# _root_ Pravděpodobnost , že pracovník úřadu bude kontrolovat právě " svého " taxikáře , je však malá .
#goldHeads=14,3,1,7,4,7,3,12,10,12,10,7,3,15,0,14,0,
#predictedHeads=14,3,1,7,4,7,3,12,10,12,10,7,15,15,0,14,0,
(14,9),(14,12),0.0618206 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.116396 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.00669608 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0118497 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.0859323 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0618206 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.116396 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.00669608 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0118497 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.0859323 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.147293 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0132203 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0630071 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0302858 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0380683 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.00937312 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.120724 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.110162 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.278466 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.189508 # DEPENDENCYPART_SIBL
(15,1),(15,2),0.532066 # DEPENDENCYPART_SIBL
(15,1),(15,3),0.0213887 # DEPENDENCYPART_SIBL
(15,1),(15,4),0.0148368 # DEPENDENCYPART_SIBL
(15,1),(15,5),0.0206622 # DEPENDENCYPART_SIBL
(15,1),(15,6),0.172943 # DEPENDENCYPART_SIBL
(15,1),(15,7),0.173815 # DEPENDENCYPART_SIBL
(15,1),(15,8),0.0251741 # DEPENDENCYPART_SIBL
(15,1),(15,9),0.0783902 # DEPENDENCYPART_SIBL
(15,1),(15,11),0.0783902 # DEPENDENCYPART_SIBL
(15,1),(15,12),0.0148432 # DEPENDENCYPART_SIBL
(15,1),(15,13),0.532066 # DEPENDENCYPART_SIBL
(15,1),(15,14),0.177029 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.0805209 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.0857459 # DEPENDENCYPART_SIBL
(15,2),(15,3),0.14807 # DEPENDENCYPART_SIBL
(15,2),(15,4),-0.0765177 # DEPENDENCYPART_SIBL
(15,2),(15,5),-0.0646598 # DEPENDENCYPART_SIBL
(15,2),(15,6),0.0694125 # DEPENDENCYPART_SIBL
(15,2),(15,7),0.00600438 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.0674373 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.178137 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.178137 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.0808399 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.0138231 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.0537275 # DEPENDENCYPART_SIBL
(15,2),(15,16),0.0559832 # DEPENDENCYPART_SIBL
(15,2),(15,17),0.0771277 # DEPENDENCYPART_SIBL
(15,3),(15,4),-0.12151 # DEPENDENCYPART_SIBL
(15,3),(15,5),-0.11596 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.176566 # DEPENDENCYPART_SIBL
(15,3),(15,7),-0.141829 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.124067 # DEPENDENCYPART_SIBL
(15,3),(15,9),-0.146536 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.146536 # DEPENDENCYPART_SIBL
(15,3),(15,12),-0.121292 # DEPENDENCYPART_SIBL
(15,3),(15,13),0.0804614 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.112737 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.0167727 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.0699884 # DEPENDENCYPART_SIBL
(15,4),(15,5),0.0204714 # DEPENDENCYPART_SIBL
(15,4),(15,6),0.173176 # DEPENDENCYPART_SIBL
(15,4),(15,7),0.17559 # DEPENDENCYPART_SIBL
(15,4),(15,8),0.0235805 # DEPENDENCYPART_SIBL
(15,4),(15,9),0.07806 # DEPENDENCYPART_SIBL
(15,4),(15,11),0.07806 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.0146525 # DEPENDENCYPART_SIBL
(15,4),(15,13),0.531406 # DEPENDENCYPART_SIBL
(15,4),(15,14),0.178471 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.0774505 # DEPENDENCYPART_SIBL
(15,4),(15,17),-0.0754284 # DEPENDENCYPART_SIBL
(15,5),(15,6),0.175761 # DEPENDENCYPART_SIBL
(15,5),(15,7),0.176873 # DEPENDENCYPART_SIBL
(15,5),(15,8),0.0285773 # DEPENDENCYPART_SIBL
(15,5),(15,9),0.0875677 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.0875677 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.0207146 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.546715 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.179953 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.0805425 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.0850312 # DEPENDENCYPART_SIBL
(15,6),(15,7),-0.00307594 # DEPENDENCYPART_SIBL
(15,6),(15,8),0.0312574 # DEPENDENCYPART_SIBL
(15,6),(15,9),0.0683405 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.0683405 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.0262728 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.505999 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.0242547 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.12782 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.0081902 # DEPENDENCYPART_SIBL
(15,7),(15,8),-0.0145208 # DEPENDENCYPART_SIBL
(15,7),(15,9),0.0774424 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.0774424 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.028716 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.505886 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.0107843 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.107465 # DEPENDENCYPART_SIBL
(15,7),(15,17),0.013186 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.095907 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.095907 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.0345663 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.354866 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.051696 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.0171705 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.148996 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.0393849 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.00962373 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.200694 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.343813 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.0809002 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.272284 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.00962373 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.200694 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.343813 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.0809002 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.272284 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.532189 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.177054 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0804979 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0840679 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0537275 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0559832 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0771277 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.069993 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0593819 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.125963 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0712607 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.118829 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0534399 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.135249 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0440281 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0915581 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.215558 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.109992 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.421036 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.362286 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.510927 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.24775 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.0185602 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.72148 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.670418 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.0686011 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.406576 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.566847 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.495734 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.324775 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),0.154998 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.198509 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.434316 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.162236 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.32883 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.483275 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.631648 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.450068 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.705307 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.691465 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.0806532 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.132509 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.313203 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.215 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.146122 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.385291 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.181802 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.0999821 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.140357 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.0399326 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.150573 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),0.221699 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.124805 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),-0.246694 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.654442 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),-0.0964691 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.00991407 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.35604 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.251956 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.635536 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.446315 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.292892 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.251446 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.0694314 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.220231 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),0.1139 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),0.0196209 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.52223 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.691098 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.576793 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.45627 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.668336 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.62331 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.327779 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.581865 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.355437 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.553639 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.348747 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.732788 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),0.278034 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.0449138 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),-0.00443874 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),0.304984 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.232284 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.613594 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.45932 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.417875 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.394383 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.60274 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.0125101 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.423757 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),0.242975 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.578819 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),-0.0224704 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),-0.426942 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.322862 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),0.55609 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.325995 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.747573 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.525326 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.48388 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.317641 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.183934 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.015848 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.30565 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),0.303489 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.349698 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.204864 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),-0.0797246 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),-0.623545 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),-0.560634 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),0.261842 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.29324 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.589688 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.290093 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.248648 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.553819 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),0.0757547 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),0.231494 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.587171 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),0.491373 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.998407 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.35239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,1),-1.74501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),1.06492 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.210863 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.050188 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.482702 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),0.150378 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.421482 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),0.0773578 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),0.319613 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.483141 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.0642084 # DEPENDENCYPART_GRANDPAR
(1,4),(4,2),0.831609 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.544981 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.102589 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.633705 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.496221 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.491028 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),-0.414504 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.02647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,3),0.549147 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.24004 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.625433 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-2.35986 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.874839 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-1.19523 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-1.43758 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.160516 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.58043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.216302 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.650892 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.251835 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.640661 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.992833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.212764 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.359637 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.417348 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.210455 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.496377 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.783448 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.99452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.640855 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.357936 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.475682 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.294885 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.686747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.736737 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.314124 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.577287 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.196319 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),0.110656 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),0.0432438 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),0.152917 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),0.161869 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.0234712 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),0.137604 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),0.113076 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.0505784 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.422286 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.279881 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.838968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.666018 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.246219 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),1.14189 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.268428 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),0.00100035 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),0.0432618 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),0.11649 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.111134 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),0.0243912 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),0.00617224 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.271842 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.621508 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.534081 # DEPENDENCYPART_GRANDPAR
(3,8),(8,4),0.403468 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.0296354 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.451904 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.171627 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.129366 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.376077 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.152663 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.311399 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.601952 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-1.05964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,5),-0.220222 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.682273 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),0.321651 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.576084 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.133879 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.37052 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.25337 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.136765 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.207173 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.594948 # DEPENDENCYPART_GRANDPAR
(3,13),(13,2),-0.668095 # DEPENDENCYPART_GRANDPAR
(3,13),(13,3),-1.13075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,13),(13,6),0.594266 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),0.261063 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),-0.698794 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),-0.187245 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.144983 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.473324 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.132137 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.215141 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.483537 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.587914 # DEPENDENCYPART_GRANDPAR
(3,14),(14,1),-0.360596 # DEPENDENCYPART_GRANDPAR
(3,14),(14,3),-0.742562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,14),(14,4),0.607546 # DEPENDENCYPART_GRANDPAR
(3,14),(14,5),0.187726 # DEPENDENCYPART_GRANDPAR
(3,14),(14,6),1.11975 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),0.454155 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),-0.513444 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),0.0210858 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),0.0633473 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),0.00307095 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.127916 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),0.0225753 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.151939 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.502392 # DEPENDENCYPART_GRANDPAR
(3,15),(15,1),-0.621694 # DEPENDENCYPART_GRANDPAR
(3,15),(15,2),-0.504273 # DEPENDENCYPART_GRANDPAR
(3,15),(15,3),-0.993224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,15),(15,4),0.306965 # DEPENDENCYPART_GRANDPAR
(3,15),(15,5),-0.125219 # DEPENDENCYPART_GRANDPAR
(3,15),(15,6),1.00553 # DEPENDENCYPART_GRANDPAR
(3,15),(15,7),0.593311 # DEPENDENCYPART_GRANDPAR
(3,15),(15,8),-0.394531 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),0.0982708 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),0.140532 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-0.305198 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),0.375496 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),0.24274 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.489018 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.455323 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-1.30144 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-1.36452 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.855354 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-2.53502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.72401 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-1.62536 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-1.22649 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.672309 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-1.12445 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-1.33156 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-1.82699 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.768654 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-2.37526 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-1.06112 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.97609 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.715554 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-2.33624 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.98597 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-1.11153 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.2951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
