# _root_ Stát má v podnicích obvykle 30 procentní majetkovou účast , která by mohla být převedena českým věřitelům , uvedl E . Obminskij .
#goldHeads=2,19,2,3,2,7,9,9,2,13,13,13,9,15,13,17,15,2,0,22,20,19,0,
#predictedHeads=2,0,2,3,6,7,9,9,2,13,13,13,9,15,13,17,15,13,0,22,20,19,0,
(13,18),(13,23),-0.118416 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.0417146 # DEPENDENCYPART_SIBL
(13,19),(13,21),0.0186272 # DEPENDENCYPART_SIBL
(13,19),(13,22),0.0419327 # DEPENDENCYPART_SIBL
(13,19),(13,23),0.0186272 # DEPENDENCYPART_SIBL
(13,20),(13,21),-0.129599 # DEPENDENCYPART_SIBL
(13,20),(13,22),-0.0923356 # DEPENDENCYPART_SIBL
(13,20),(13,23),-0.129599 # DEPENDENCYPART_SIBL
(13,21),(13,22),0.0720208 # DEPENDENCYPART_SIBL
(13,21),(13,23),0.0756211 # DEPENDENCYPART_SIBL
(13,22),(13,23),-0.126567 # DEPENDENCYPART_SIBL
(14,1),(14,2),0.00699476 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.153928 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.0801518 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.27277 # DEPENDENCYPART_SIBL
(14,1),(14,12),0.165167 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.0664509 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.101239 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.155492 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.16105 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.0504463 # DEPENDENCYPART_SIBL
(14,1),(14,19),-0.104791 # DEPENDENCYPART_SIBL
(14,1),(14,20),-0.1659 # DEPENDENCYPART_SIBL
(14,1),(14,22),-0.160964 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.0596622 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.126868 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.200758 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.146701 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.307814 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.0907539 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.0754127 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.0559238 # DEPENDENCYPART_SIBL
(14,2),(14,18),-0.0515305 # DEPENDENCYPART_SIBL
(14,2),(14,19),-0.1176 # DEPENDENCYPART_SIBL
(14,2),(14,20),-0.0576527 # DEPENDENCYPART_SIBL
(14,2),(14,22),-0.0558763 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.137304 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.293674 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.0816848 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.0102259 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0733548 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.139867 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.131444 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.0750043 # DEPENDENCYPART_SIBL
(14,4),(14,19),-0.0765186 # DEPENDENCYPART_SIBL
(14,4),(14,20),-0.136294 # DEPENDENCYPART_SIBL
(14,4),(14,22),-0.131358 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.286829 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.306104 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0567831 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0106812 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0581188 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0224161 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.157529 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.026504 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.02498 # DEPENDENCYPART_SIBL
(14,10),(14,22),-0.0223794 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.302816 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.136847 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0264702 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.170465 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0579786 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.177129 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.024341 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.0603788 # DEPENDENCYPART_SIBL
(14,11),(14,22),-0.0579421 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0627271 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.174712 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0167467 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0402258 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0252555 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.147762 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.0419546 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.0401782 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0170544 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0645206 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0681231 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0511241 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0438721 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0698519 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.0680756 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.062361 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0567143 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.0172916 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.23828 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.0571996 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.0574177 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.129086 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0711112 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.00701813 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.128488 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.128383 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.00915167 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.0485237 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.112106 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.111994 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.123654 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.106034 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.105846 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.0576399 # DEPENDENCYPART_SIBL
(14,19),(14,22),0.057858 # DEPENDENCYPART_SIBL
(14,20),(14,22),-0.1065 # DEPENDENCYPART_SIBL
(15,1),(15,2),0.0133174 # DEPENDENCYPART_SIBL
(15,1),(15,3),0.0467189 # DEPENDENCYPART_SIBL
(15,1),(15,4),-0.165041 # DEPENDENCYPART_SIBL
(15,1),(15,5),0.0592945 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.0335966 # DEPENDENCYPART_SIBL
(15,1),(15,7),-0.14952 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.149461 # DEPENDENCYPART_SIBL
(15,1),(15,9),-0.14865 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.0934331 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.289441 # DEPENDENCYPART_SIBL
(15,1),(15,12),0.179604 # DEPENDENCYPART_SIBL
(15,1),(15,13),0.0725586 # DEPENDENCYPART_SIBL
(15,1),(15,14),0.00948905 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.056187 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.0756895 # DEPENDENCYPART_SIBL
(15,1),(15,18),0.0149816 # DEPENDENCYPART_SIBL
(15,1),(15,19),-0.051977 # DEPENDENCYPART_SIBL
(15,1),(15,20),-0.0805398 # DEPENDENCYPART_SIBL
(15,1),(15,21),-0.0270811 # DEPENDENCYPART_SIBL
(15,1),(15,22),-0.0756034 # DEPENDENCYPART_SIBL
(15,2),(15,3),-0.0116451 # DEPENDENCYPART_SIBL
(15,2),(15,4),-0.0571523 # DEPENDENCYPART_SIBL
(15,2),(15,5),-0.0481982 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.0971645 # DEPENDENCYPART_SIBL
(15,2),(15,7),-0.0996201 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.098842 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.0524498 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.126506 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.190947 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.124853 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.292299 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.418007 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.0410434 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.0189466 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.0313185 # DEPENDENCYPART_SIBL
(15,2),(15,19),-0.117635 # DEPENDENCYPART_SIBL
(15,2),(15,20),-0.0206754 # DEPENDENCYPART_SIBL
(15,2),(15,21),-0.0678851 # DEPENDENCYPART_SIBL
(15,2),(15,22),-0.0188991 # DEPENDENCYPART_SIBL
(15,3),(15,4),-0.00661606 # DEPENDENCYPART_SIBL
(15,3),(15,5),0.0182135 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.094151 # DEPENDENCYPART_SIBL
(15,3),(15,7),-0.11804 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.117823 # DEPENDENCYPART_SIBL
(15,3),(15,9),0.000833615 # DEPENDENCYPART_SIBL
(15,3),(15,10),-0.309234 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.222339 # DEPENDENCYPART_SIBL
(15,3),(15,12),0.000662569 # DEPENDENCYPART_SIBL
(15,3),(15,13),0.00852428 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.0530288 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.0724681 # DEPENDENCYPART_SIBL
(15,3),(15,17),0.0122993 # DEPENDENCYPART_SIBL
(15,3),(15,18),-0.0123377 # DEPENDENCYPART_SIBL
(15,3),(15,19),0.0473259 # DEPENDENCYPART_SIBL
(15,3),(15,20),0.00907756 # DEPENDENCYPART_SIBL
(15,3),(15,21),-0.10668 # DEPENDENCYPART_SIBL
(15,3),(15,22),0.0123358 # DEPENDENCYPART_SIBL
(15,4),(15,5),0.0292531 # DEPENDENCYPART_SIBL
(15,4),(15,6),-0.0612337 # DEPENDENCYPART_SIBL
(15,4),(15,7),-0.176804 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.176745 # DEPENDENCYPART_SIBL
(15,4),(15,9),-0.177854 # DEPENDENCYPART_SIBL
(15,4),(15,10),-0.150585 # DEPENDENCYPART_SIBL
(15,4),(15,11),-0.310345 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.0961213 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.0041186 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.0671881 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.0405617 # DEPENDENCYPART_SIBL
(15,4),(15,17),-0.046084 # DEPENDENCYPART_SIBL
(15,4),(15,18),-0.00957647 # DEPENDENCYPART_SIBL
(15,4),(15,19),-0.0237045 # DEPENDENCYPART_SIBL
(15,4),(15,20),-0.0509344 # DEPENDENCYPART_SIBL
(15,4),(15,21),-0.028274 # DEPENDENCYPART_SIBL
(15,4),(15,22),-0.045998 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.0317415 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.0076136 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.00947889 # DEPENDENCYPART_SIBL
(15,5),(15,9),0.00293355 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.140476 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.136832 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.161496 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.0329355 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.0403139 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.0369876 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.00831004 # DEPENDENCYPART_SIBL
(15,5),(15,18),0.014185 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.018896 # DEPENDENCYPART_SIBL
(15,5),(15,20),-0.009614 # DEPENDENCYPART_SIBL
(15,5),(15,21),-0.183427 # DEPENDENCYPART_SIBL
(15,5),(15,22),-0.00827353 # DEPENDENCYPART_SIBL
(15,6),(15,7),-0.0179161 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.00579956 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.0452405 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.0698779 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.158809 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.0872527 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.0232189 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.0808656 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.0666639 # DEPENDENCYPART_SIBL
(15,6),(15,17),0.0236574 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.0310113 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.0599888 # DEPENDENCYPART_SIBL
(15,6),(15,20),0.0292486 # DEPENDENCYPART_SIBL
(15,6),(15,21),0.0393338 # DEPENDENCYPART_SIBL
(15,6),(15,22),0.0236939 # DEPENDENCYPART_SIBL
(15,7),(15,8),-0.0111829 # DEPENDENCYPART_SIBL
(15,7),(15,9),-0.0487153 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.0324364 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.166067 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.119605 # DEPENDENCYPART_SIBL
(15,7),(15,13),-8.79092e-05 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.0638702 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.080892 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.0606733 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.0437983 # DEPENDENCYPART_SIBL
(15,7),(15,19),-0.0875351 # DEPENDENCYPART_SIBL
(15,7),(15,20),-0.0661697 # DEPENDENCYPART_SIBL
(15,7),(15,21),-0.102484 # DEPENDENCYPART_SIBL
(15,7),(15,22),-0.0606338 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.0487148 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.0324364 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.166067 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.119605 # DEPENDENCYPART_SIBL
(15,8),(15,13),-8.72758e-05 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.0638696 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.0831352 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.0646604 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.0427028 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.0911282 # DEPENDENCYPART_SIBL
(15,8),(15,20),-0.0701568 # DEPENDENCYPART_SIBL
(15,8),(15,21),-0.101727 # DEPENDENCYPART_SIBL
(15,8),(15,22),-0.064621 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.155126 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.321519 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.0749049 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.0252697 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.0883392 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.04247 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0479557 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.00124241 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.0313441 # DEPENDENCYPART_SIBL
(15,9),(15,20),-0.052806 # DEPENDENCYPART_SIBL
(15,9),(15,21),-0.0257606 # DEPENDENCYPART_SIBL
(15,9),(15,22),-0.0478696 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.34222 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.366835 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.110375 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0192264 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0291076 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.000786058 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.176504 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.0261636 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.00177784 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.0281665 # DEPENDENCYPART_SIBL
(15,10),(15,22),0.000822758 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.343324 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.170025 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0918002 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.117476 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.0012992 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.228641 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.03878 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.001101 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.0860275 # DEPENDENCYPART_SIBL
(15,11),(15,22),0.00133572 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.0470091 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.152865 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0535318 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.000953001 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.00538914 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.146556 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.000775845 # DEPENDENCYPART_SIBL
(15,12),(15,21),0.0093376 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.00100052 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.420933 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0299607 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0310037 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.030769 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0436669 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0327325 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.0543107 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.0309562 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0174465 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0426232 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0110312 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0739855 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.044352 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.0382518 # DEPENDENCYPART_SIBL
(15,14),(15,22),-0.0425757 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.107819 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0493974 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.0495632 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.107221 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.150514 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.107116 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0127456 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0256427 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.113759 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.129702 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.113648 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.108271 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.106955 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.111557 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.106767 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.0337968 # DEPENDENCYPART_SIBL
(15,19),(15,21),0.0409641 # DEPENDENCYPART_SIBL
(15,19),(15,22),0.0340149 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.132707 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.108154 # DEPENDENCYPART_SIBL
(15,21),(15,22),0.0642388 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0116589 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.10976 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.00434155 # DEPENDENCYPART_SIBL
(17,11),(17,14),0.381884 # DEPENDENCYPART_SIBL
(17,11),(17,15),0.399227 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.0863017 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.132235 # DEPENDENCYPART_SIBL
(17,11),(17,19),0.0375972 # DEPENDENCYPART_SIBL
(17,11),(17,20),-0.0706546 # DEPENDENCYPART_SIBL
(17,11),(17,21),-0.0770182 # DEPENDENCYPART_SIBL
(17,11),(17,22),-0.0724626 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.254509 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0620396 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.021731 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0607297 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0899363 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.0575863 # DEPENDENCYPART_SIBL
(17,14),(17,22),-0.0918383 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0770935 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.00590654 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0071766 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.064272 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0413049 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.066174 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.00629465 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.00171687 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.00107399 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.109307 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.00723298 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0249512 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.00760655 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.11183 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.00756143 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.00124826 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.0120915 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.00131169 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.201236 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.0420203 # DEPENDENCYPART_SIBL
(17,21),(17,22),0.046044 # DEPENDENCYPART_SIBL
(18,2),(18,10),0.00487234 # DEPENDENCYPART_SIBL
(18,2),(18,11),-0.110178 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.0445565 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.101413 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.0442262 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.106821 # DEPENDENCYPART_SIBL
(18,2),(18,17),-0.0949043 # DEPENDENCYPART_SIBL
(18,2),(18,19),0.507852 # DEPENDENCYPART_SIBL
(18,2),(18,20),-0.0148538 # DEPENDENCYPART_SIBL
(18,2),(18,21),0.00507774 # DEPENDENCYPART_SIBL
(18,2),(18,22),-0.00608631 # DEPENDENCYPART_SIBL
(18,10),(18,11),0.113704 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.0564775 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.0169927 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.0492699 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.0309088 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.0729228 # DEPENDENCYPART_SIBL
(18,10),(18,19),0.0110625 # DEPENDENCYPART_SIBL
(18,10),(18,20),0.0347195 # DEPENDENCYPART_SIBL
(18,10),(18,21),-0.018469 # DEPENDENCYPART_SIBL
(18,10),(18,22),0.0445565 # DEPENDENCYPART_SIBL
(18,11),(18,13),0.279987 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.245467 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.276686 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.0388046 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.017288 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.117424 # DEPENDENCYPART_SIBL
(18,11),(18,20),0.113178 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.0131051 # DEPENDENCYPART_SIBL
(18,11),(18,22),0.12109 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.0753355 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.00992426 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0745342 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.0516452 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.601496 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.013181 # DEPENDENCYPART_SIBL
(18,13),(18,21),0.0141302 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.00441343 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.00349295 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0837604 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.069299 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.50134 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0521424 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0151162 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.0433748 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0734958 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.0498185 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.586893 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0139001 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.0143472 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.0051326 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0163942 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0613734 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0111214 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.00412152 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.000325489 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0298376 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.151251 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0315609 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.165632 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0239024 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.178265 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.0238306 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.130837 # DEPENDENCYPART_SIBL
