# _root_ Předpisem , který upravuje organizování a hlavně financování soutěží a přehlídek žáků , je vyhláška č . 431 / 1992 Sb .
#goldHeads=14,4,4,1,6,4,8,6,10,6,10,11,4,0,14,15,16,16,20,18,16,21,
#predictedHeads=14,4,4,1,4,4,8,6,10,8,10,11,4,0,14,15,16,16,20,18,16,0,
(10,9),(10,18),-0.0450592 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.0144853 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.0363106 # DEPENDENCYPART_SIBL
(10,9),(10,21),0.034042 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.048792 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0521956 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.550764 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0344924 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.031411 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.243997 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.00583459 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0742035 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.00523679 # DEPENDENCYPART_SIBL
(10,11),(10,21),-0.0240625 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0533099 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.551219 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0348042 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0317228 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.244704 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.00604624 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0749108 # DEPENDENCYPART_SIBL
(10,12),(10,20),0.00502514 # DEPENDENCYPART_SIBL
(10,12),(10,21),-0.0243742 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.32637 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0353391 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0420002 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0987846 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.00644857 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.103678 # DEPENDENCYPART_SIBL
(10,13),(10,20),0.023546 # DEPENDENCYPART_SIBL
(10,13),(10,21),-0.0372327 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.00630377 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.00593811 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0526407 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0526209 # DEPENDENCYPART_SIBL
(10,14),(10,19),0.050964 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.0514531 # DEPENDENCYPART_SIBL
(10,14),(10,21),0.00628837 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.031411 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.243296 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.00583459 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0725187 # DEPENDENCYPART_SIBL
(10,15),(10,20),0.00523679 # DEPENDENCYPART_SIBL
(10,15),(10,21),-0.0240625 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.249362 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.0193835 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.0769445 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.00932121 # DEPENDENCYPART_SIBL
(10,16),(10,21),-0.00963924 # DEPENDENCYPART_SIBL
(10,17),(10,18),0.0869712 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.078584 # DEPENDENCYPART_SIBL
(10,17),(10,20),0.13002 # DEPENDENCYPART_SIBL
(10,17),(10,21),-0.000371433 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.103946 # DEPENDENCYPART_SIBL
(10,18),(10,20),-0.0752255 # DEPENDENCYPART_SIBL
(10,18),(10,21),-0.0268813 # DEPENDENCYPART_SIBL
(10,19),(10,20),0.0279724 # DEPENDENCYPART_SIBL
(10,19),(10,21),-0.0546903 # DEPENDENCYPART_SIBL
(10,20),(10,21),-0.0267981 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.00532563 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0624933 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0368639 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.0261544 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.00225247 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.0129833 # DEPENDENCYPART_SIBL
(11,14),(11,21),0.0131273 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0343981 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.0236886 # DEPENDENCYPART_SIBL
(11,16),(11,21),0.022929 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.0329993 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.0108765 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.0186876 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.00811822 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.0129629 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0210001 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.026373 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.0252563 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.016459 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.00155143 # DEPENDENCYPART_SIBL
(12,5),(12,19),0.056108 # DEPENDENCYPART_SIBL
(12,5),(12,20),0.00997485 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.278853 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.27909 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.258196 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.279092 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0244228 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.00725947 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.0614725 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.0400776 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.138791 # DEPENDENCYPART_SIBL
(12,7),(12,19),0.0301415 # DEPENDENCYPART_SIBL
(12,7),(12,20),0.119454 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0173258 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.00809752 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0116011 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.020145 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0265302 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0219198 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.0131225 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.00195993 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.0596226 # DEPENDENCYPART_SIBL
(12,8),(12,20),0.00993307 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.00811917 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0129808 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0262908 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0212036 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0159563 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.00715902 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.00379941 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.05386 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.00997472 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0190487 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0400867 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0041394 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0126237 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0180839 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0114427 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.0258558 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.0686516 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0253594 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0272777 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0187421 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.00994484 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.00323391 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.0544255 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.0099747 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.038951 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.010935 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.00399636 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.115122 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0595792 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.0908344 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.00227775 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.012958 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0208476 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.105008 # DEPENDENCYPART_SIBL
(12,14),(12,20),0.064159 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0344526 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.203936 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.0375496 # DEPENDENCYPART_SIBL
(12,15),(12,20),0.0906567 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.20632 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.038175 # DEPENDENCYPART_SIBL
(12,16),(12,20),0.0832676 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.225913 # DEPENDENCYPART_SIBL
(12,17),(12,20),0.253907 # DEPENDENCYPART_SIBL
(12,19),(12,20),0.049234 # DEPENDENCYPART_SIBL
(13,1),(13,2),0.4948 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.140024 # DEPENDENCYPART_SIBL
(13,1),(13,5),0.0144963 # DEPENDENCYPART_SIBL
(13,1),(13,6),0.0234704 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.0054479 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.00169069 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.016235 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.0234704 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.0110554 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.0112123 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.0164515 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.165601 # DEPENDENCYPART_SIBL
(13,1),(13,16),0.230115 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.0315608 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.0499201 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.0756664 # DEPENDENCYPART_SIBL
(13,2),(13,6),0.156291 # DEPENDENCYPART_SIBL
(13,2),(13,7),0.0806549 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.0618516 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.081168 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.156291 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.0729224 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.0834901 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.104256 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.0472868 # DEPENDENCYPART_SIBL
(13,2),(13,16),0.127565 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.018469 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.0498117 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.0131374 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.0684318 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.051283 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.0504252 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0131374 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.0498298 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0501154 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.707957 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0125566 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.0217613 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.00692759 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.0234399 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.00541733 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.00202737 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.0158983 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.0234399 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.0107187 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.0108757 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0218569 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.16811 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.232625 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0363701 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.0482599 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.0145389 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.00814577 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.0137574 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.00779461 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.00810346 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.0785866 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.0572653 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.100581 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.00896536 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.0317911 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.0381532 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.0440626 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.0385108 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.0382075 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.0162455 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.0332523 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.0667771 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.125469 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.0115218 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.0216769 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.00634223 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.00649918 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0242868 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.161063 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.225577 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0327651 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0193514 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.00613922 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.00629617 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0357333 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.146614 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.211128 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.043177 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.00779461 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.00810346 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0785866 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.0572653 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.100581 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.00896536 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0112113 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.016454 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.165597 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.230111 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0315802 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0204053 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.161022 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.225536 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0353091 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.00761183 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0037278 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.18415 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0099074 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.121219 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.065147 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.147293 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.48393 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.100516 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.374699 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.0757707 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.0967888 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.369318 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.372522 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.0757707 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.378157 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.377679 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.147293 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.00288502 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.00286018 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.0302858 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.0343087 # DEPENDENCYPART_SIBL
(14,1),(14,19),-0.0141987 # DEPENDENCYPART_SIBL
(14,1),(14,20),-0.0431422 # DEPENDENCYPART_SIBL
(14,1),(14,21),-0.00951751 # DEPENDENCYPART_SIBL
(14,1),(14,22),-0.0302858 # DEPENDENCYPART_SIBL
(14,2),(14,3),0.370312 # DEPENDENCYPART_SIBL
(14,2),(14,4),0.0482692 # DEPENDENCYPART_SIBL
(14,2),(14,5),0.0124701 # DEPENDENCYPART_SIBL
(14,2),(14,6),0.0359396 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.0189449 # DEPENDENCYPART_SIBL
(14,2),(14,8),0.017885 # DEPENDENCYPART_SIBL
(14,2),(14,9),0.0181041 # DEPENDENCYPART_SIBL
(14,2),(14,10),0.0359396 # DEPENDENCYPART_SIBL
(14,2),(14,11),0.0097088 # DEPENDENCYPART_SIBL
(14,2),(14,12),0.0206026 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.185882 # DEPENDENCYPART_SIBL
(14,2),(14,15),0.0329909 # DEPENDENCYPART_SIBL
(14,2),(14,16),0.0284129 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.120724 # DEPENDENCYPART_SIBL
(14,2),(14,18),-0.0488709 # DEPENDENCYPART_SIBL
(14,2),(14,19),-0.130384 # DEPENDENCYPART_SIBL
(14,2),(14,20),-0.083776 # DEPENDENCYPART_SIBL
(14,2),(14,21),0.0320598 # DEPENDENCYPART_SIBL
(14,2),(14,22),-0.120724 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.0118265 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.0169441 # DEPENDENCYPART_SIBL
(14,3),(14,6),0.0461118 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.0734921 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.00607909 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.0183859 # DEPENDENCYPART_SIBL
(14,3),(14,10),0.0461118 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.0169617 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.0170445 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.273818 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.0264966 # DEPENDENCYPART_SIBL
(14,3),(14,16),0.0115716 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.0707134 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.00287475 # DEPENDENCYPART_SIBL
(14,3),(14,19),0.0369033 # DEPENDENCYPART_SIBL
(14,3),(14,20),-0.0148031 # DEPENDENCYPART_SIBL
(14,3),(14,21),0.0169374 # DEPENDENCYPART_SIBL
(14,3),(14,22),-0.0707134 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.0693722 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.0325782 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.0786007 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.047189 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.0696022 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.0325782 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.0694249 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.0693722 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.0748523 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.00407611 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.00717471 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0664497 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.0848315 # DEPENDENCYPART_SIBL
(14,4),(14,19),-0.0459093 # DEPENDENCYPART_SIBL
(14,4),(14,20),-0.0942407 # DEPENDENCYPART_SIBL
(14,4),(14,21),-0.000585225 # DEPENDENCYPART_SIBL
(14,4),(14,22),-0.0664497 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.0757707 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.0967888 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.369602 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.372806 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.0757707 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.378441 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.377964 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.147304 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.0146745 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.0146993 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0171499 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.0270904 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.00106284 # DEPENDENCYPART_SIBL
(14,5),(14,20),-0.0359238 # DEPENDENCYPART_SIBL
(14,5),(14,21),0.00804202 # DEPENDENCYPART_SIBL
(14,5),(14,22),-0.0171499 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.108673 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.0684402 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.0789214 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.0848623 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.0788352 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.0788232 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.0648377 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.0268622 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.0320218 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.0937921 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.019298 # DEPENDENCYPART_SIBL
(14,6),(14,19),-0.0508792 # DEPENDENCYPART_SIBL
(14,6),(14,20),-0.0217071 # DEPENDENCYPART_SIBL
(14,6),(14,21),-0.0313069 # DEPENDENCYPART_SIBL
(14,6),(14,22),-0.0937921 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.0306269 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.0414121 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.0119207 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.0413131 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.0412955 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.11263 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.0181845 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.00220493 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.215329 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.0437672 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.0201671 # DEPENDENCYPART_SIBL
(14,7),(14,20),0.0556604 # DEPENDENCYPART_SIBL
(14,7),(14,21),0.0135246 # DEPENDENCYPART_SIBL
(14,7),(14,22),-0.215329 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.374196 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0758199 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.379831 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.379354 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.147321 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.00389135 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.00391619 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0150205 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0300368 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.00107034 # DEPENDENCYPART_SIBL
(14,8),(14,20),-0.0388703 # DEPENDENCYPART_SIBL
(14,8),(14,21),-0.00274114 # DEPENDENCYPART_SIBL
(14,8),(14,22),-0.0150205 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0757767 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.378431 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.377953 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.158298 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.00592368 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.00589884 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0310513 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.0344794 # DEPENDENCYPART_SIBL
(14,9),(14,19),-0.0149643 # DEPENDENCYPART_SIBL
(14,9),(14,20),-0.0433128 # DEPENDENCYPART_SIBL
(14,9),(14,21),-0.0125562 # DEPENDENCYPART_SIBL
(14,9),(14,22),-0.0310513 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0788352 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0788232 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0648377 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0268622 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0320218 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0937921 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.019298 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0508792 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.0217071 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.0313069 # DEPENDENCYPART_SIBL
(14,10),(14,22),-0.0937921 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.37768 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.147293 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.00292115 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.00289631 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0303562 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0343445 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.0142691 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.0431779 # DEPENDENCYPART_SIBL
