# _root_ Nakonec zůstala 1 pracovnice , která pracuje více jak 8.5 hodiny denně , ale je také lépe placena .
#goldHeads=2,0,4,2,14,14,14,7,8,9,10,11,14,4,18,18,18,14,0,
#predictedHeads=2,14,4,2,7,7,4,7,10,7,10,7,14,0,14,15,18,15,0,
(14,3),(14,5),0.0784528 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.073909 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.0486764 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.0885848 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.112644 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.0582503 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.0981157 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.0819781 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.0784528 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.154376 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.0935931 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.0288268 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.187128 # DEPENDENCYPART_SIBL
(14,3),(14,19),-0.109663 # DEPENDENCYPART_SIBL
(14,4),(14,5),0.208919 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.106168 # DEPENDENCYPART_SIBL
(14,4),(14,7),0.033136 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.0978837 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.145401 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.0957025 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.0447213 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.0679611 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.208919 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.00730673 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.103822 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0448683 # DEPENDENCYPART_SIBL
(14,4),(14,18),0.00320988 # DEPENDENCYPART_SIBL
(14,4),(14,19),-0.0873703 # DEPENDENCYPART_SIBL
(14,5),(14,6),0.203299 # DEPENDENCYPART_SIBL
(14,5),(14,7),0.0260861 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.112331 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.0223323 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.049454 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.0423366 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.055409 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.00775527 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.0770378 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.0869999 # DEPENDENCYPART_SIBL
(14,5),(14,17),0.0562543 # DEPENDENCYPART_SIBL
(14,5),(14,18),0.0433936 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.072809 # DEPENDENCYPART_SIBL
(14,6),(14,7),0.176331 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.0496545 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.130103 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.03396 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.0562261 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.0263113 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.113133 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.112879 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.126345 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.0458305 # DEPENDENCYPART_SIBL
(14,6),(14,18),0.0528917 # DEPENDENCYPART_SIBL
(14,6),(14,19),-0.190754 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.0941731 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.142509 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.097939 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.0904242 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.0781374 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0242364 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.137858 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.067571 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0142019 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.102577 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.0392936 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.150487 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.10571 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.107714 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0663353 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.104133 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0137808 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.00672635 # DEPENDENCYPART_SIBL
(14,8),(14,17),0.0872243 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0456832 # DEPENDENCYPART_SIBL
(14,8),(14,19),-0.237072 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0784932 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0406112 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0573718 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.279048 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0565183 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0668093 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.0349714 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.0804014 # DEPENDENCYPART_SIBL
(14,9),(14,19),-0.205898 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.103383 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0734614 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.101065 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.113007 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0641976 # DEPENDENCYPART_SIBL
(14,10),(14,17),4.85331e-05 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.146005 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0694131 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0842875 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.177946 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0286126 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.122546 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0635928 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0269865 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.125446 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.114218 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.00911285 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0210627 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0761897 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0244206 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.21915 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0770378 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0869999 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0562543 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0433936 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.072809 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.130141 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.124524 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.920345 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.0265777 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0125287 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.271416 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0468959 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.253988 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.0412485 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0328158 # DEPENDENCYPART_SIBL
(15,1),(15,2),0.0605636 # DEPENDENCYPART_SIBL
(15,1),(15,3),0.0431786 # DEPENDENCYPART_SIBL
(15,1),(15,4),0.0453996 # DEPENDENCYPART_SIBL
(15,1),(15,5),-0.0611831 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.117397 # DEPENDENCYPART_SIBL
(15,1),(15,8),0.0206478 # DEPENDENCYPART_SIBL
(15,1),(15,9),-0.096082 # DEPENDENCYPART_SIBL
(15,1),(15,10),0.0168961 # DEPENDENCYPART_SIBL
(15,1),(15,11),0.0379189 # DEPENDENCYPART_SIBL
(15,1),(15,12),0.033547 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.0611831 # DEPENDENCYPART_SIBL
(15,1),(15,14),0.0903753 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.0332314 # DEPENDENCYPART_SIBL
(15,1),(15,17),0.032245 # DEPENDENCYPART_SIBL
(15,1),(15,18),0.0112074 # DEPENDENCYPART_SIBL
(15,1),(15,19),-0.184621 # DEPENDENCYPART_SIBL
(15,2),(15,3),-0.0889444 # DEPENDENCYPART_SIBL
(15,2),(15,4),-0.0694076 # DEPENDENCYPART_SIBL
(15,2),(15,5),-0.0751632 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.215184 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.0658833 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.18276 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.079061 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.0730681 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.0496581 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.0751632 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.0122591 # DEPENDENCYPART_SIBL
(15,2),(15,16),0.0275364 # DEPENDENCYPART_SIBL
(15,2),(15,17),0.00308263 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.000550181 # DEPENDENCYPART_SIBL
(15,2),(15,19),-0.0674029 # DEPENDENCYPART_SIBL
(15,3),(15,4),-0.0555852 # DEPENDENCYPART_SIBL
(15,3),(15,5),0.0389624 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.149179 # DEPENDENCYPART_SIBL
(15,3),(15,8),0.0052493 # DEPENDENCYPART_SIBL
(15,3),(15,9),-0.0570951 # DEPENDENCYPART_SIBL
(15,3),(15,10),-0.00187794 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.0622527 # DEPENDENCYPART_SIBL
(15,3),(15,12),0.00415356 # DEPENDENCYPART_SIBL
(15,3),(15,13),0.0389624 # DEPENDENCYPART_SIBL
(15,3),(15,14),0.0687132 # DEPENDENCYPART_SIBL
(15,3),(15,16),0.00959877 # DEPENDENCYPART_SIBL
(15,3),(15,17),0.0141371 # DEPENDENCYPART_SIBL
(15,3),(15,18),-0.00806057 # DEPENDENCYPART_SIBL
(15,3),(15,19),0.0184519 # DEPENDENCYPART_SIBL
(15,4),(15,5),-0.153676 # DEPENDENCYPART_SIBL
(15,4),(15,6),-0.459421 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.126948 # DEPENDENCYPART_SIBL
(15,4),(15,9),-0.214116 # DEPENDENCYPART_SIBL
(15,4),(15,10),-0.134012 # DEPENDENCYPART_SIBL
(15,4),(15,11),-0.382301 # DEPENDENCYPART_SIBL
(15,4),(15,12),-0.0748958 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.153676 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.0366045 # DEPENDENCYPART_SIBL
(15,4),(15,16),0.0147537 # DEPENDENCYPART_SIBL
(15,4),(15,17),-0.0222593 # DEPENDENCYPART_SIBL
(15,4),(15,18),-0.00675182 # DEPENDENCYPART_SIBL
(15,4),(15,19),-0.0330281 # DEPENDENCYPART_SIBL
(15,5),(15,6),0.255387 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.0588219 # DEPENDENCYPART_SIBL
(15,5),(15,9),0.40374 # DEPENDENCYPART_SIBL
(15,5),(15,10),0.00833713 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.0139807 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.0145034 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.185882 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.0723454 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.0260924 # DEPENDENCYPART_SIBL
(15,5),(15,17),0.0283368 # DEPENDENCYPART_SIBL
(15,5),(15,18),0.0360403 # DEPENDENCYPART_SIBL
(15,5),(15,19),-0.120724 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.0165627 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.211197 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.0424826 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.0869885 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.00935029 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.196667 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.109423 # DEPENDENCYPART_SIBL
(15,6),(15,16),0.00830182 # DEPENDENCYPART_SIBL
(15,6),(15,17),0.0361311 # DEPENDENCYPART_SIBL
(15,6),(15,18),0.0812632 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.101856 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.207311 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.0884216 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.105605 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.0640201 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.148258 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.0103513 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.0276729 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.0857327 # DEPENDENCYPART_SIBL
(15,8),(15,18),0.0345775 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.180538 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.0316478 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.0236425 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.0363269 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.0100093 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.119425 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.0703893 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.00368673 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.111365 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.108031 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.13104 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.0594304 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0514358 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.0114846 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0223745 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0188707 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.0306445 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.00717222 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0803172 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.164959 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0387622 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.0300817 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.00693129 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.00139399 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.0388558 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.123802 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0305161 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0370572 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0284192 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0127266 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.201505 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0723454 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0260924 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0283368 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0360403 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.120724 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0676431 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0497809 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0109395 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.124696 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.0876588 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.215706 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.0109895 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0860379 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0518061 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0618766 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.000224808 # DEPENDENCYPART_SIBL
(18,1),(18,2),0.10466 # DEPENDENCYPART_SIBL
(18,1),(18,4),0.101205 # DEPENDENCYPART_SIBL
(18,1),(18,5),-0.0905782 # DEPENDENCYPART_SIBL
(18,1),(18,6),-0.0632823 # DEPENDENCYPART_SIBL
(18,1),(18,7),0.102609 # DEPENDENCYPART_SIBL
(18,1),(18,8),0.0614648 # DEPENDENCYPART_SIBL
(18,1),(18,9),-0.0184278 # DEPENDENCYPART_SIBL
(18,1),(18,10),0.0334292 # DEPENDENCYPART_SIBL
(18,1),(18,11),0.0937239 # DEPENDENCYPART_SIBL
(18,1),(18,12),0.0767999 # DEPENDENCYPART_SIBL
(18,1),(18,13),-0.0905782 # DEPENDENCYPART_SIBL
(18,1),(18,14),0.0771751 # DEPENDENCYPART_SIBL
(18,1),(18,15),0.164561 # DEPENDENCYPART_SIBL
(18,1),(18,16),0.171178 # DEPENDENCYPART_SIBL
(18,1),(18,17),0.0552717 # DEPENDENCYPART_SIBL
(18,1),(18,19),-0.159111 # DEPENDENCYPART_SIBL
(18,2),(18,4),-0.00806595 # DEPENDENCYPART_SIBL
(18,2),(18,5),-0.0890895 # DEPENDENCYPART_SIBL
(18,2),(18,6),-0.153267 # DEPENDENCYPART_SIBL
(18,2),(18,7),-0.218625 # DEPENDENCYPART_SIBL
(18,2),(18,8),-0.0358843 # DEPENDENCYPART_SIBL
(18,2),(18,9),-0.112154 # DEPENDENCYPART_SIBL
(18,2),(18,10),-0.0578272 # DEPENDENCYPART_SIBL
(18,2),(18,11),-0.0117265 # DEPENDENCYPART_SIBL
(18,2),(18,12),-0.0165417 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.0890895 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.0274747 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.242324 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.00625114 # DEPENDENCYPART_SIBL
(18,2),(18,17),-0.0522131 # DEPENDENCYPART_SIBL
(18,2),(18,19),-0.0392647 # DEPENDENCYPART_SIBL
(18,4),(18,5),-0.153607 # DEPENDENCYPART_SIBL
(18,4),(18,6),-0.304534 # DEPENDENCYPART_SIBL
(18,4),(18,7),0.00131584 # DEPENDENCYPART_SIBL
(18,4),(18,8),-0.0493479 # DEPENDENCYPART_SIBL
(18,4),(18,9),-0.0974718 # DEPENDENCYPART_SIBL
(18,4),(18,10),-0.0564738 # DEPENDENCYPART_SIBL
(18,4),(18,11),-0.193266 # DEPENDENCYPART_SIBL
(18,4),(18,12),0.00515602 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.153607 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.0297592 # DEPENDENCYPART_SIBL
(18,4),(18,15),0.0428475 # DEPENDENCYPART_SIBL
(18,4),(18,16),0.10667 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.00932326 # DEPENDENCYPART_SIBL
(18,4),(18,19),-0.0197904 # DEPENDENCYPART_SIBL
(18,5),(18,6),0.342528 # DEPENDENCYPART_SIBL
(18,5),(18,7),0.133108 # DEPENDENCYPART_SIBL
(18,5),(18,8),-0.0217405 # DEPENDENCYPART_SIBL
(18,5),(18,9),0.505791 # DEPENDENCYPART_SIBL
(18,5),(18,10),-0.0066329 # DEPENDENCYPART_SIBL
(18,5),(18,11),0.00300992 # DEPENDENCYPART_SIBL
(18,5),(18,12),0.0316094 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.174821 # DEPENDENCYPART_SIBL
(18,5),(18,14),0.0317259 # DEPENDENCYPART_SIBL
(18,5),(18,15),0.13191 # DEPENDENCYPART_SIBL
(18,5),(18,16),0.0110299 # DEPENDENCYPART_SIBL
(18,5),(18,17),-0.0121437 # DEPENDENCYPART_SIBL
(18,5),(18,19),-0.0253596 # DEPENDENCYPART_SIBL
(18,6),(18,7),0.179294 # DEPENDENCYPART_SIBL
(18,6),(18,8),0.0164647 # DEPENDENCYPART_SIBL
(18,6),(18,9),-0.139768 # DEPENDENCYPART_SIBL
(18,6),(18,10),-0.00618888 # DEPENDENCYPART_SIBL
(18,6),(18,11),0.00319035 # DEPENDENCYPART_SIBL
(18,6),(18,12),0.0448131 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.188438 # DEPENDENCYPART_SIBL
(18,6),(18,14),0.104125 # DEPENDENCYPART_SIBL
(18,6),(18,15),0.216232 # DEPENDENCYPART_SIBL
(18,6),(18,16),0.107058 # DEPENDENCYPART_SIBL
(18,6),(18,17),0.0392466 # DEPENDENCYPART_SIBL
(18,6),(18,19),-0.0836971 # DEPENDENCYPART_SIBL
(18,7),(18,8),-0.0360594 # DEPENDENCYPART_SIBL
(18,7),(18,9),-0.112329 # DEPENDENCYPART_SIBL
(18,7),(18,10),-0.0577513 # DEPENDENCYPART_SIBL
(18,7),(18,11),-0.0117879 # DEPENDENCYPART_SIBL
(18,7),(18,12),-0.0167168 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.0735677 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.0273446 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.229942 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.00642621 # DEPENDENCYPART_SIBL
(18,7),(18,17),-0.0523882 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.0403851 # DEPENDENCYPART_SIBL
(18,8),(18,9),-0.123769 # DEPENDENCYPART_SIBL
(18,8),(18,10),-0.0672418 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.044971 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.0148794 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.172827 # DEPENDENCYPART_SIBL
(18,8),(18,14),0.0017979 # DEPENDENCYPART_SIBL
(18,8),(18,15),0.0741829 # DEPENDENCYPART_SIBL
(18,8),(18,16),0.0688574 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.0460688 # DEPENDENCYPART_SIBL
(18,8),(18,19),-0.164982 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.000508349 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.0505205 # DEPENDENCYPART_SIBL
(18,9),(18,12),0.0258291 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.0231577 # DEPENDENCYPART_SIBL
(18,9),(18,14),0.121269 # DEPENDENCYPART_SIBL
(18,9),(18,15),0.130909 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.120124 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.00430094 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.0478864 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.0652925 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.0248561 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.0614931 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.0087221 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.0234419 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.0134814 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.0344827 # DEPENDENCYPART_SIBL
(18,10),(18,19),0.0143843 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.000265366 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.164891 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.0319169 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.0310771 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.101249 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.0147434 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0320955 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.153333 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.0171814 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.0858337 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.0790456 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.0368503 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.177456 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.0317259 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.13191 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.0110299 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.0121437 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0253596 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0290798 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0449184 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.092762 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.093183 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.022206 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.00300397 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.00883544 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0146993 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.235133 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.22191 # DEPENDENCYPART_SIBL
(0,1),(1,3),-0.415045 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.331404 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.126522 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.403993 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.18231 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.141877 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.0455986 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.0822562 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.27317 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),0.321573 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),0.177753 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),0.00122371 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),0.271076 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),0.057954 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),-0.493491 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),-0.0665772 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.373482 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.262603 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.439131 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.0818874 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.499015 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.405036 # DEPENDENCYPART_GRANDPAR
