# _root_ Náš brankář Hnilička inteligentní není a přesně to , co navrhoval agent Winter Hrbkovi , udělal .
#goldHeads=2,3,6,5,6,0,8,16,11,11,8,13,11,11,11,6,0,
#predictedHeads=2,3,5,3,6,0,8,16,11,11,8,14,14,11,11,6,0,
(15,8),(15,16),0.0444107 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.0776331 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.0499201 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.0723749 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.076565 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.0729228 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.11327 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.018469 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0509449 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0498117 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0498117 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.616731 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.00692759 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.010639 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.010639 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0053943 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.031588 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0110106 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.00469713 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.031636 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.00540475 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0315608 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.116082 # DEPENDENCYPART_SIBL
(16,2),(16,3),-0.197467 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.175699 # DEPENDENCYPART_SIBL
(16,2),(16,5),0.0244497 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.0406761 # DEPENDENCYPART_SIBL
(16,2),(16,7),0.0514082 # DEPENDENCYPART_SIBL
(16,2),(16,8),-0.0101271 # DEPENDENCYPART_SIBL
(16,2),(16,9),-0.125871 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.223026 # DEPENDENCYPART_SIBL
(16,2),(16,11),0.011971 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.198436 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.193825 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.197467 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.125871 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.000193366 # DEPENDENCYPART_SIBL
(16,3),(16,4),-0.170292 # DEPENDENCYPART_SIBL
(16,3),(16,5),0.027184 # DEPENDENCYPART_SIBL
(16,3),(16,6),-0.0378145 # DEPENDENCYPART_SIBL
(16,3),(16,7),0.0544108 # DEPENDENCYPART_SIBL
(16,3),(16,8),-0.00741324 # DEPENDENCYPART_SIBL
(16,3),(16,9),-0.123129 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.220312 # DEPENDENCYPART_SIBL
(16,3),(16,11),0.0147049 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.194419 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.189807 # DEPENDENCYPART_SIBL
(16,3),(16,14),-0.19345 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.123129 # DEPENDENCYPART_SIBL
(16,3),(16,17),0.00619801 # DEPENDENCYPART_SIBL
(16,4),(16,5),-0.0027034 # DEPENDENCYPART_SIBL
(16,4),(16,6),-0.0488914 # DEPENDENCYPART_SIBL
(16,4),(16,7),0.0383089 # DEPENDENCYPART_SIBL
(16,4),(16,8),-0.0453777 # DEPENDENCYPART_SIBL
(16,4),(16,9),-0.0194296 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.180434 # DEPENDENCYPART_SIBL
(16,4),(16,11),0.0145332 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.0659481 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.061336 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.0649784 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.0194296 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.0838489 # DEPENDENCYPART_SIBL
(16,5),(16,6),-0.0344094 # DEPENDENCYPART_SIBL
(16,5),(16,7),0.000742528 # DEPENDENCYPART_SIBL
(16,5),(16,8),0.017508 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.0178765 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.178881 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.234979 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.0231901 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.0166979 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.0203403 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.0178765 # DEPENDENCYPART_SIBL
(16,5),(16,17),-0.0120218 # DEPENDENCYPART_SIBL
(16,6),(16,7),-0.0720417 # DEPENDENCYPART_SIBL
(16,6),(16,8),-0.0588121 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.0940026 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.151274 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.0886928 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.099608 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.0965139 # DEPENDENCYPART_SIBL
(16,6),(16,14),-0.100156 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.0940026 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.0423798 # DEPENDENCYPART_SIBL
(16,7),(16,8),0.00972734 # DEPENDENCYPART_SIBL
(16,7),(16,9),-0.13589 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.113366 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.0261193 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.0414332 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.0368133 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.0404557 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.13589 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.204748 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.249797 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.271611 # DEPENDENCYPART_SIBL
(16,8),(16,11),0.0215028 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.0281663 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.0235636 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.027206 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.249797 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.161832 # DEPENDENCYPART_SIBL
(16,9),(16,10),0.106587 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.148597 # DEPENDENCYPART_SIBL
(16,9),(16,12),0.0352085 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.0472541 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.0363272 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.138006 # DEPENDENCYPART_SIBL
(16,9),(16,17),0.00730101 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.036367 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.0198027 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.0244054 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.020763 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.215633 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.165073 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.0270947 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0206024 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.0242448 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.0813554 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0285616 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.19114 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.194783 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.123785 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.00203932 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.191518 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.12302 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0123248 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.123129 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.00619801 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.00730101 # DEPENDENCYPART_SIBL
(0,2),(2,1),-0.160898 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.203006 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.142305 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.0952862 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.416257 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),-0.160896 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.117239 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.14326 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.0954081 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.0936625 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.723662 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.160257 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.524988 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.416135 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),-0.0961833 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.0055239 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.0216853 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.405478 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.0974725 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.721539 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.147321 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.166276 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.202546 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.0374952 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.175783 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.401975 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.151461 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.461482 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.215464 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.138666 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),0.140225 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),0.0639094 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.332261 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),-0.0695597 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.198239 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.225507 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.154166 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.657846 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.28143 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.236418 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.405707 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.583545 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.448322 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.170564 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.244241 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.276486 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),0.743922 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.0650954 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.0267179 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.242875 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.690708 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.428323 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),0.0803121 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),-0.048585 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.0213787 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.211249 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),0.528299 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.115687 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.728966 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.5408 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.266842 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.166814 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.688692 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.408315 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.411579 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),0.0149949 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.246058 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.171708 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.198971 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.143301 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),0.731238 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.180732 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.582198 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.0905805 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.192667 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.591649 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.209162 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.0714817 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.0048166 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.232515 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),0.792584 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.743497 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.226328 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.737498 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.457125 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.533424 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.272686 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.308956 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.0350571 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),0.745742 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.186137 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.388635 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),0.127116 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.412257 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.364788 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.0900739 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),0.188817 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),0.112501 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.257085 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),0.480173 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),0.0581427 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.171708 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),-0.143301 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),0.731238 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),0.180732 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.0905805 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.253746 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),0.293265 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.436525 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.141688 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.217674 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),0.792584 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.047909 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.266156 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),0.302426 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),-0.0623198 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),0.702261 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),0.162461 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),-0.416322 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),0.0955921 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.44105 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.407438 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),0.192649 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.353126 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.0398985 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.11422 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.311829 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),0.0666076 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-1.31165 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.19492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.0667114 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.756956 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),0.040148 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.449932 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.488928 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.368434 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.489615 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-1.26724 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.51968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.20907 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.687046 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.138731 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.299929 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.218581 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.5599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.24234 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.173797 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),0.0540259 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.35058 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.110338 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),0.0680883 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.503917 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.725524 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.981351 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-1.1821 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.0618641 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-1.5475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),-0.229942 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),-0.243335 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),-0.66113 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.0228732 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.29159 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.241962 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),0.0575268 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.699137 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.764821 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-1.02065 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-1.2214 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.0936667 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.964778 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-1.18341 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.937578 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-2.84799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.6231 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-1.80207 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-1.14559 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-1.4166 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.868118 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.68859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.978983 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.161659 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.344768 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.0936941 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.834698 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.71951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.100999 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.0791086 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.393325 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.0166395 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),0.165325 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.430384 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.530583 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.771062 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-1.38503 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),0.0350925 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-1.55094 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-1.0913 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.8923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.205701 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.902365 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.399433 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.20391 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.124093 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.43774 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.77474 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-1.01804 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-1.62732 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.254326 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.939498 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-1.13844 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.0334886 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.34126 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.217215 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-1.81871 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.984568 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.692217 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-1.77397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),0.0376899 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.83612 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.106961 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.484749 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.0123295 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.630791 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.38886 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.962612 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-1.20329 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.142562 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.886707 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-1.00381 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-1.16037 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-1.69408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.38854 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.764083 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.256426 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.484221 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.127488 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.561049 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.608916 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.949794 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-1.1902 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-1.80211 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.446718 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-1.09747 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.837829 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-1.70711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),0.0314619 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),-0.950148 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),0.00309817 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.333398 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.112091 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),0.163148 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.526852 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.56988 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.810359 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-1.42433 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),0.00328991 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.928655 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.984102 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.626908 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.363864 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-2.33919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.701309 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-1.09135 # DEPENDENCYPART_GRANDPAR
