# _root_ To má za následek , že k fixaci neutrálních mutací dochází vždy konstantní rychlostí , závislou na rychlosti vzniku nových mutací a nezávislou na velikosti populace .
#goldHeads=2,0,2,3,6,2,11,7,10,8,6,11,14,11,22,22,16,17,18,21,19,14,22,23,24,25,0,
#predictedHeads=2,0,2,3,6,2,11,7,10,8,6,11,14,11,16,14,16,17,18,21,19,16,22,23,24,25,0,
(2,22),(22,8),-0.492221 # DEPENDENCYPART_GRANDPAR
(2,22),(22,9),-0.937324 # DEPENDENCYPART_GRANDPAR
(2,22),(22,10),-1.07427 # DEPENDENCYPART_GRANDPAR
(2,22),(22,11),-0.0735193 # DEPENDENCYPART_GRANDPAR
(2,22),(22,12),-0.249027 # DEPENDENCYPART_GRANDPAR
(2,22),(22,13),-0.690692 # DEPENDENCYPART_GRANDPAR
(2,22),(22,14),-0.678037 # DEPENDENCYPART_GRANDPAR
(2,22),(22,15),-0.0551473 # DEPENDENCYPART_GRANDPAR
(2,22),(22,16),-0.657914 # DEPENDENCYPART_GRANDPAR
(2,22),(22,17),-0.282974 # DEPENDENCYPART_GRANDPAR
(2,22),(22,18),-1.10738 # DEPENDENCYPART_GRANDPAR
(2,22),(22,19),-0.829787 # DEPENDENCYPART_GRANDPAR
(2,22),(22,20),-0.961485 # DEPENDENCYPART_GRANDPAR
(2,22),(22,21),-1.26912 # DEPENDENCYPART_GRANDPAR
(2,22),(22,23),-0.516924 # DEPENDENCYPART_GRANDPAR
(2,22),(22,24),-0.575714 # DEPENDENCYPART_GRANDPAR
(2,22),(22,25),-1.1679 # DEPENDENCYPART_GRANDPAR
(2,22),(22,26),-0.830453 # DEPENDENCYPART_GRANDPAR
(2,22),(22,27),-0.198535 # DEPENDENCYPART_GRANDPAR
(2,26),(26,18),-0.781985 # DEPENDENCYPART_GRANDPAR
(2,26),(26,19),-0.553424 # DEPENDENCYPART_GRANDPAR
(2,26),(26,21),-0.928753 # DEPENDENCYPART_GRANDPAR
(2,26),(26,23),-0.341598 # DEPENDENCYPART_GRANDPAR
(2,26),(26,24),-0.384971 # DEPENDENCYPART_GRANDPAR
(2,26),(26,25),-1.0124 # DEPENDENCYPART_GRANDPAR
(2,26),(26,27),-0.150411 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.153646 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.85912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),0.870909 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.492855 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.0121534 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.283672 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.56654 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.100359 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.163157 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.810839 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.797875 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-1.04533 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.473145 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-1.02052 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.903943 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.311214 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.590217 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.74175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),1.44454 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.2242 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.309547 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.794591 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.527299 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.74305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),1.21948 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.211592 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.30462 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.362034 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.874669 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.50717 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.426846 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.363398 # DEPENDENCYPART_GRANDPAR
(3,6),(6,22),0.00352904 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-1.56192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,6),0.0165504 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.321507 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.745513 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.958394 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.439905 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.453206 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.96816 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-1.74833 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.328493 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.851581 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.349892 # DEPENDENCYPART_GRANDPAR
(3,8),(8,20),-1.07845 # DEPENDENCYPART_GRANDPAR
(3,8),(8,21),-2.17332 # DEPENDENCYPART_GRANDPAR
(3,8),(8,22),0.0344487 # DEPENDENCYPART_GRANDPAR
(3,8),(8,23),-1.60971 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-1.16891 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.398147 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-2.60154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,6),-0.55614 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.304913 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.388876 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-2.74402 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.507045 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.655754 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.845219 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-1.86326 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-1.45891 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-1.07902 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-1.03182 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.974831 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-1.91517 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-1.43936 # DEPENDENCYPART_GRANDPAR
(4,2),(2,22),-1.07743 # DEPENDENCYPART_GRANDPAR
(4,2),(2,26),-2.25183 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.462559 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-3.00395 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.587472 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.697982 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-2.12287 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-1.1856 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-2.20365 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-1.06765 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.66217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.200469 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.279819 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.482258 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-2.29436 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-1.04766 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-2.07103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.795091 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.269544 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.93088 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.354846 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.0937976 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.458996 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.305007 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),-0.391811 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.945114 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.30686 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.0227488 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.560583 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.268245 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.285378 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.626684 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.830225 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-1.1254 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.684238 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.594517 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.798842 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-1.15444 # DEPENDENCYPART_GRANDPAR
(4,8),(8,21),-1.29737 # DEPENDENCYPART_GRANDPAR
(4,8),(8,22),-0.480329 # DEPENDENCYPART_GRANDPAR
(4,8),(8,23),-1.29471 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-2.09593 # DEPENDENCYPART_GRANDPAR
(4,9),(9,5),0.650168 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.0910653 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.77441 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),0.242367 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.444915 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.583935 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.451163 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.481687 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.273024 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.810252 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-1.1266 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.574544 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-1.09909 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-2.12936 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-1.04019 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-1.66905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),0.710171 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),-0.0366068 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.210567 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.788593 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.848627 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.00598326 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.416484 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.75579 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.535033 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.245767 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.526181 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.537517 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.97957 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.547622 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-1.072 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),-0.744249 # DEPENDENCYPART_GRANDPAR
(4,11),(11,22),-0.484118 # DEPENDENCYPART_GRANDPAR
(4,11),(11,23),-1.22849 # DEPENDENCYPART_GRANDPAR
(4,11),(11,24),-0.516591 # DEPENDENCYPART_GRANDPAR
(4,11),(11,25),-1.12152 # DEPENDENCYPART_GRANDPAR
(4,11),(11,26),-0.875734 # DEPENDENCYPART_GRANDPAR
(4,11),(11,27),-0.961163 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),-0.0929812 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.0377187 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.390203 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.583959 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.423887 # DEPENDENCYPART_GRANDPAR
(4,16),(16,7),-0.0917464 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.388449 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.848388 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.827349 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.282851 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.429211 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-1.01746 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.58501 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-0.786759 # DEPENDENCYPART_GRANDPAR
(4,16),(16,22),-0.371314 # DEPENDENCYPART_GRANDPAR
(4,16),(16,24),-0.408285 # DEPENDENCYPART_GRANDPAR
(4,16),(16,25),-1.16481 # DEPENDENCYPART_GRANDPAR
(4,16),(16,27),-1.08323 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.0527138 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.352044 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.337409 # DEPENDENCYPART_GRANDPAR
(5,1),(1,6),-0.556083 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.0311522 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.263904 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.275541 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-2.10857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.765111 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-1.02355 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-1.2076 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-1.06974 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-1.15092 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-1.05388 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-1.0601 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-1.2217 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-0.893967 # DEPENDENCYPART_GRANDPAR
(5,2),(2,22),-1.26486 # DEPENDENCYPART_GRANDPAR
(5,2),(2,26),-1.79651 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.277886 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.302982 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-2.02149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.545501 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-1.08989 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.27048 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.145405 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.315521 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.23061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.745059 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-1.25733 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-1.18883 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-1.2014 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-1.04673 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-1.47405 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-1.38979 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.830525 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.954589 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.11155 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.31889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.342841 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.441917 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.229299 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.105847 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.451998 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.348765 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),-0.503177 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.55159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,8),-0.244196 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.198354 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.183393 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.81303 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.890181 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-1.164 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-1.24343 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-1.36508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.15712 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.059461 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.190224 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.211885 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.130694 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.343469 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.442294 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.179408 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.333626 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.365197 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.284723 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.563103 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.61357 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.562176 # DEPENDENCYPART_GRANDPAR
(5,11),(11,21),-0.389269 # DEPENDENCYPART_GRANDPAR
(5,11),(11,22),-0.37886 # DEPENDENCYPART_GRANDPAR
(5,11),(11,23),-0.57481 # DEPENDENCYPART_GRANDPAR
(5,11),(11,24),-0.297 # DEPENDENCYPART_GRANDPAR
(5,11),(11,25),-0.740244 # DEPENDENCYPART_GRANDPAR
(5,11),(11,26),-0.773532 # DEPENDENCYPART_GRANDPAR
(5,11),(11,27),-0.829184 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.340676 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.316286 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.197027 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.528936 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.30456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),0.0703047 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.0312128 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.476225 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.433978 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),0.0116146 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.308481 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-0.295342 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-0.343355 # DEPENDENCYPART_GRANDPAR
(6,2),(2,22),-0.0483581 # DEPENDENCYPART_GRANDPAR
(6,2),(2,26),-0.271335 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.566213 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.282912 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.34097 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.54109 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,8),-0.434678 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.734039 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.688277 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.453814 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.478673 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.59726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,8),-0.42786 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.822582 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.83137 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.14004 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.850385 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-1.01447 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.522935 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.467545 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.307987 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.55254 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.61801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.237992 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.194504 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.878894 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),0.0924004 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.150278 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.313144 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.92127 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.00988 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.520897 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.180681 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.392335 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.199746 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.236394 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.197205 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.272106 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.548512 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.3702 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.432188 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.513734 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.638228 # DEPENDENCYPART_GRANDPAR
(6,8),(8,22),-0.133394 # DEPENDENCYPART_GRANDPAR
(6,8),(8,23),-0.459712 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.95944 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.809349 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),0.553523 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.306827 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.232277 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.0457535 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.0846616 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.658223 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.886853 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.821329 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.709538 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.594457 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.86894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.465674 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.422374 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.105953 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.0251489 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.19563 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),0.0661729 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),0.267772 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.290873 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.124093 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),0.0176295 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.0310523 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),0.13689 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.248315 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-0.136863 # DEPENDENCYPART_GRANDPAR
(6,11),(11,22),0.133761 # DEPENDENCYPART_GRANDPAR
(6,11),(11,23),-0.217758 # DEPENDENCYPART_GRANDPAR
(6,11),(11,24),-0.200991 # DEPENDENCYPART_GRANDPAR
(6,11),(11,25),-0.106142 # DEPENDENCYPART_GRANDPAR
(6,11),(11,26),0.278854 # DEPENDENCYPART_GRANDPAR
(6,11),(11,27),-0.313992 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-0.913732 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-0.945639 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.216233 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.264909 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.218079 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.467816 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.43915 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-1.08961 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-1.01957 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-1.23569 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.98192 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-1.14758 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,7),0.205792 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),-0.0762884 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),-0.499544 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),-0.479015 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),0.396882 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.346345 # DEPENDENCYPART_GRANDPAR
