# _root_ Tuto sumu obdržely dvakrát : jednorázově po volbách a pak , na základě roční zprávy o hospodaření , rozdělenou do čtyřletých částek .
#goldHeads=2,3,0,5,3,8,9,7,5,9,13,13,19,15,13,15,16,13,10,19,22,20,0,
#predictedHeads=2,3,9,5,3,9,3,7,0,9,13,13,9,15,13,15,16,19,15,19,22,20,0,
(9,17),(9,20),0.0633166 # DEPENDENCYPART_SIBL
(9,17),(9,22),-0.0342217 # DEPENDENCYPART_SIBL
(9,17),(9,23),-0.245036 # DEPENDENCYPART_SIBL
(9,18),(9,19),0.0480531 # DEPENDENCYPART_SIBL
(9,18),(9,20),-0.0115377 # DEPENDENCYPART_SIBL
(9,18),(9,22),-0.0353391 # DEPENDENCYPART_SIBL
(9,18),(9,23),-0.0987846 # DEPENDENCYPART_SIBL
(9,19),(9,20),-0.0582798 # DEPENDENCYPART_SIBL
(9,19),(9,22),-0.193315 # DEPENDENCYPART_SIBL
(9,19),(9,23),-0.163388 # DEPENDENCYPART_SIBL
(9,20),(9,22),-0.00025352 # DEPENDENCYPART_SIBL
(9,20),(9,23),-0.135824 # DEPENDENCYPART_SIBL
(9,22),(9,23),-0.244047 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.0423296 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.0570501 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0224402 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.0216211 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.116948 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0435905 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0587692 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.123745 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0270509 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.00873456 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0391048 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.215932 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.000950814 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0201159 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0307823 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0075807 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0174551 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.089756 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0234369 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0167051 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.00901288 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0700013 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0443807 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0358892 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.265698 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.023788 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.11689 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0441416 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0590657 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.123365 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.00290334 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.027171 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0553123 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0976164 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0420424 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0321146 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.00841776 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.196234 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0280686 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.0360153 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.0675546 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.00749874 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0649294 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.132972 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.00202992 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.135874 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.128414 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.089524 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.0330479 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.12105 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.0944165 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.121669 # DEPENDENCYPART_SIBL
(11,1),(11,20),0.00423581 # DEPENDENCYPART_SIBL
(11,1),(11,22),0.120065 # DEPENDENCYPART_SIBL
(11,1),(11,23),-0.0455791 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.140016 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.0809426 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.0156952 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0317785 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.00966538 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0234672 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.133082 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.0412971 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.185397 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.00432772 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.108098 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0144524 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.16418 # DEPENDENCYPART_SIBL
(11,2),(11,18),0.00930137 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.00813229 # DEPENDENCYPART_SIBL
(11,2),(11,20),-0.0672573 # DEPENDENCYPART_SIBL
(11,2),(11,22),0.166798 # DEPENDENCYPART_SIBL
(11,2),(11,23),-0.031572 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.209684 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.0623628 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.0128102 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0507012 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0131374 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.0342834 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.0328822 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.000556691 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.024078 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.042102 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.0304708 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0125835 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.0384604 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.000368456 # DEPENDENCYPART_SIBL
(11,3),(11,20),0.0652463 # DEPENDENCYPART_SIBL
(11,3),(11,22),-0.0126969 # DEPENDENCYPART_SIBL
(11,3),(11,23),0.00692759 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0135022 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.131463 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.000353393 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0252247 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0842979 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0294664 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.0135983 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0142857 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0489958 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.00135501 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.00517107 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.0113683 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.0252578 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.0112442 # DEPENDENCYPART_SIBL
(11,5),(11,22),0.00265752 # DEPENDENCYPART_SIBL
(11,5),(11,23),-0.0159187 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0853078 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.00797177 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0108786 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.131436 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0293279 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0240817 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.0616 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.030627 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.0736075 # DEPENDENCYPART_SIBL
(11,6),(11,17),0.00529245 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.0274147 # DEPENDENCYPART_SIBL
(11,6),(11,19),0.0550945 # DEPENDENCYPART_SIBL
(11,6),(11,20),0.0574055 # DEPENDENCYPART_SIBL
(11,6),(11,22),0.00685669 # DEPENDENCYPART_SIBL
(11,6),(11,23),-0.124622 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0729471 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0334052 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.156292 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.352871 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0682265 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.00926776 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0276792 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.483513 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.0520611 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.092446 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0159923 # DEPENDENCYPART_SIBL
(11,7),(11,20),0.312907 # DEPENDENCYPART_SIBL
(11,7),(11,22),0.0469335 # DEPENDENCYPART_SIBL
(11,7),(11,23),0.064878 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0217588 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.131572 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0422142 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.184036 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.00507041 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.106737 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0153695 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.162819 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.008032 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.00887497 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.0681744 # DEPENDENCYPART_SIBL
(11,8),(11,22),0.165437 # DEPENDENCYPART_SIBL
(11,8),(11,23),-0.0328269 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0734482 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0370195 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0729482 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.00146574 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0237639 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.010948 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.058143 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0159761 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.00817153 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.0277969 # DEPENDENCYPART_SIBL
(11,9),(11,22),0.0576416 # DEPENDENCYPART_SIBL
(11,9),(11,23),-0.00896536 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.115116 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0512758 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.101571 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.00303163 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.147042 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0316323 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0152339 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.0950659 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.124659 # DEPENDENCYPART_SIBL
(11,10),(11,22),0.0331965 # DEPENDENCYPART_SIBL
(11,10),(11,23),-0.114515 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0547215 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.000235889 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0641293 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.00408324 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.080063 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.00120992 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.00103487 # DEPENDENCYPART_SIBL
(11,12),(11,20),0.0217704 # DEPENDENCYPART_SIBL
(11,12),(11,22),0.0803168 # DEPENDENCYPART_SIBL
(11,12),(11,23),0.00528057 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0274712 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0211432 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0120521 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0148531 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.0236062 # DEPENDENCYPART_SIBL
(11,13),(11,19),0.0283116 # DEPENDENCYPART_SIBL
(11,13),(11,20),0.100482 # DEPENDENCYPART_SIBL
(11,13),(11,22),-0.0144973 # DEPENDENCYPART_SIBL
(11,13),(11,23),-0.136834 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0351434 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.0838701 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0292935 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.00784264 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.108805 # DEPENDENCYPART_SIBL
(11,14),(11,20),0.0980962 # DEPENDENCYPART_SIBL
(11,14),(11,22),-0.0291871 # DEPENDENCYPART_SIBL
(11,14),(11,23),-0.0991559 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0173268 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.00891722 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.0287978 # DEPENDENCYPART_SIBL
(11,15),(11,19),0.0266193 # DEPENDENCYPART_SIBL
(11,15),(11,20),0.1299 # DEPENDENCYPART_SIBL
(11,15),(11,22),-0.00856142 # DEPENDENCYPART_SIBL
(11,15),(11,23),-0.130354 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.00106442 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.00108979 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.0218597 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.043877 # DEPENDENCYPART_SIBL
(11,16),(11,22),0.00131388 # DEPENDENCYPART_SIBL
(11,16),(11,23),-0.0150255 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.0351696 # DEPENDENCYPART_SIBL
(11,17),(11,19),0.0298235 # DEPENDENCYPART_SIBL
(11,17),(11,20),0.0990813 # DEPENDENCYPART_SIBL
(11,17),(11,22),-0.0178297 # DEPENDENCYPART_SIBL
(11,17),(11,23),-0.122032 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.00274544 # DEPENDENCYPART_SIBL
(11,18),(11,20),-0.040707 # DEPENDENCYPART_SIBL
(11,18),(11,22),-0.0590634 # DEPENDENCYPART_SIBL
(11,18),(11,23),0.00696691 # DEPENDENCYPART_SIBL
(11,19),(11,20),0.0899547 # DEPENDENCYPART_SIBL
(11,19),(11,22),-0.037399 # DEPENDENCYPART_SIBL
(11,19),(11,23),-0.106077 # DEPENDENCYPART_SIBL
(11,20),(11,22),0.066238 # DEPENDENCYPART_SIBL
(11,20),(11,23),-0.00555265 # DEPENDENCYPART_SIBL
(11,22),(11,23),-0.12197 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0313919 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0469019 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.00799049 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0388594 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0218867 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0111849 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.121381 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0713548 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.140765 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.00912768 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.000310114 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0155285 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.485962 # DEPENDENCYPART_SIBL
(12,13),(12,15),-1.45763 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.755384 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.0616901 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.16894 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.13885 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.0150572 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.0600927 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.192367 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0870404 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.0577633 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0626258 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.0362047 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.0165191 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.0866305 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.103881 # DEPENDENCYPART_SIBL
(13,6),(13,21),-0.0866307 # DEPENDENCYPART_SIBL
(13,6),(13,22),-0.034919 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0418254 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.020995 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.00569346 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.14557 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.183876 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0854311 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.15537 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0341858 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.172774 # DEPENDENCYPART_SIBL
(13,7),(13,18),0.0877591 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.0852385 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.0465425 # DEPENDENCYPART_SIBL
(13,7),(13,21),-0.0852386 # DEPENDENCYPART_SIBL
(13,7),(13,22),0.162196 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.00676372 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.0296153 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0243154 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.0148223 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.00716446 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.0311078 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.105533 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.0566833 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.00566745 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.00409662 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.14571 # DEPENDENCYPART_SIBL
(13,8),(13,21),-0.00409669 # DEPENDENCYPART_SIBL
(13,8),(13,22),0.0590088 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.163527 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.113492 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.264742 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.00617506 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.00835216 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0532656 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.0276939 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.0710814 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.00596379 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.0629751 # DEPENDENCYPART_SIBL
(13,9),(13,21),-0.00596387 # DEPENDENCYPART_SIBL
(13,9),(13,22),0.026361 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0818554 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.235058 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.106858 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0911278 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0639383 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0708247 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0828407 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.106449 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.111373 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.106449 # DEPENDENCYPART_SIBL
(13,10),(13,22),-0.069539 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0885384 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0436317 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0568265 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0228441 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.0899798 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.133537 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.034564 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.0179081 # DEPENDENCYPART_SIBL
(13,11),(13,21),0.0345639 # DEPENDENCYPART_SIBL
(13,11),(13,22),0.0837515 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.00134901 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.351372 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.00226488 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.3688 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.240521 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.00154156 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.000630983 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.00154148 # DEPENDENCYPART_SIBL
(13,12),(13,22),0.358468 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0443931 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0843711 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0445784 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.00918716 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.109256 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.027281 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.109384 # DEPENDENCYPART_SIBL
(13,14),(13,22),-0.044205 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0456594 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0845436 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0343806 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.0231054 # DEPENDENCYPART_SIBL
(13,15),(13,20),0.215216 # DEPENDENCYPART_SIBL
(13,15),(13,21),0.0229773 # DEPENDENCYPART_SIBL
(13,15),(13,22),-0.0840219 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.00596842 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.026414 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.00724458 # DEPENDENCYPART_SIBL
(13,16),(13,20),0.0662175 # DEPENDENCYPART_SIBL
(13,16),(13,21),0.00711641 # DEPENDENCYPART_SIBL
(13,16),(13,22),-0.00554924 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0457812 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.00861381 # DEPENDENCYPART_SIBL
(13,17),(13,20),0.150481 # DEPENDENCYPART_SIBL
(13,17),(13,21),0.00848564 # DEPENDENCYPART_SIBL
(13,17),(13,22),-0.110427 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.00997488 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.045285 # DEPENDENCYPART_SIBL
(13,18),(13,21),0.00959037 # DEPENDENCYPART_SIBL
(13,18),(13,22),-0.037848 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.0271984 # DEPENDENCYPART_SIBL
(13,19),(13,21),-0.109377 # DEPENDENCYPART_SIBL
(13,19),(13,22),-0.044188 # DEPENDENCYPART_SIBL
(13,20),(13,21),0.0358879 # DEPENDENCYPART_SIBL
(13,20),(13,22),-0.0231235 # DEPENDENCYPART_SIBL
(13,21),(13,22),-0.0443763 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.150476 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0017746 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.00661017 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.00100267 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.00929618 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.00459621 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0166564 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.00679222 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.0196983 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0133587 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0961655 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.148341 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0446666 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.068382 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.114143 # DEPENDENCYPART_SIBL
(15,6),(15,10),0.00354295 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.115631 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.187292 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.0174 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.0126932 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.0338993 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.0477991 # DEPENDENCYPART_SIBL
(15,6),(15,20),-0.0568794 # DEPENDENCYPART_SIBL
(15,6),(15,22),-0.0326136 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.158322 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.174299 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0188683 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0140057 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0685193 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.0676171 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.064372 # DEPENDENCYPART_SIBL
(15,10),(15,22),-0.0672336 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.0481202 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.0363254 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.140757 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.037772 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.17408 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.145455 # DEPENDENCYPART_SIBL
(15,12),(15,22),-0.0481048 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.00751763 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0952756 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0387861 # DEPENDENCYPART_SIBL
