# _root_ " Turnaj je zařazen do nejnižší kategorie , a proto jsme museli sehnat bydlení do 80 dolarů za noc , což znamenalo v Praze velký problém .
#goldHeads=9,4,4,9,4,7,5,9,0,9,12,20,12,13,14,17,15,17,18,9,22,20,22,23,26,22,0,
#predictedHeads=20,3,9,3,4,7,5,9,0,9,12,9,12,13,13,17,15,17,18,0,22,20,22,23,26,22,0,
(4,1),(1,2),-0.837408 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.569229 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-2.54125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,1),-0.216174 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.0527753 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.160518 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.755543 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-2.60858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.353375 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-1.76404 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-1.0581 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.72164 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.650799 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.914529 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-1.80506 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-1.48042 # DEPENDENCYPART_GRANDPAR
(4,5),(5,6),-0.959988 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.0403433 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.0280211 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.22735 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),0.42394 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-1.0174 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.0117848 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.086389 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.405283 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.360715 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.798848 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.486465 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.964606 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-1.30759 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.91286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.202756 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-1.49507 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.413616 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-1.17578 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-1.16759 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-1.53875 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-1.49029 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.79158 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.324709 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-1.43509 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.387422 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.0652277 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.379896 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.792196 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-1.13848 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.826776 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-1.17837 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.307527 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-1.0785 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.462297 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.543427 # DEPENDENCYPART_GRANDPAR
(4,9),(9,22),-1.15102 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-1.06079 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-1.40697 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-1.36411 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-1.73229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.212651 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-1.5201 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.551938 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.226368 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.0640936 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.652498 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-1.03064 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.711061 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-1.39912 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.410984 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-1.10667 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),-0.571777 # DEPENDENCYPART_GRANDPAR
(4,10),(10,22),-1.03969 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-1.12443 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-1.87071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,7),-0.543959 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),0.311141 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.296098 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-1.38529 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-1.06287 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-1.67694 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.639756 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-1.7959 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.865241 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-1.84654 # DEPENDENCYPART_GRANDPAR
(4,11),(11,26),-2.28802 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),-0.815196 # DEPENDENCYPART_GRANDPAR
(4,12),(12,2),-1.10126 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-0.97538 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-1.83968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,5),0.110776 # DEPENDENCYPART_GRANDPAR
(4,12),(12,6),-1.50887 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),-0.513089 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),0.271729 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.0722745 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.270683 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.517731 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.839846 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-1.44784 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.401351 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-1.22893 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-1.56681 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.628062 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-1.61745 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.543065 # DEPENDENCYPART_GRANDPAR
(4,12),(12,22),-1.16806 # DEPENDENCYPART_GRANDPAR
(4,12),(12,23),-0.765956 # DEPENDENCYPART_GRANDPAR
(4,12),(12,24),-2.39139 # DEPENDENCYPART_GRANDPAR
(4,12),(12,26),-2.05892 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-1.10115 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.977281 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-1.82677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),0.104229 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),-0.496941 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.068554 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.268901 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.49778 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-1.03259 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-1.43091 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.404223 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-1.2231 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-1.54988 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.63031 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-1.60052 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.545539 # DEPENDENCYPART_GRANDPAR
(4,13),(13,22),-1.17874 # DEPENDENCYPART_GRANDPAR
(4,13),(13,23),-0.77188 # DEPENDENCYPART_GRANDPAR
(4,13),(13,24),-2.37447 # DEPENDENCYPART_GRANDPAR
(4,13),(13,26),-2.04199 # DEPENDENCYPART_GRANDPAR
(4,20),(20,1),-0.964606 # DEPENDENCYPART_GRANDPAR
(4,20),(20,3),-1.30759 # DEPENDENCYPART_GRANDPAR
(4,20),(20,4),-1.91286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,20),(20,5),0.202756 # DEPENDENCYPART_GRANDPAR
(4,20),(20,8),0.230498 # DEPENDENCYPART_GRANDPAR
(4,20),(20,9),0.0200087 # DEPENDENCYPART_GRANDPAR
(4,20),(20,10),-0.303845 # DEPENDENCYPART_GRANDPAR
(4,20),(20,11),-0.720222 # DEPENDENCYPART_GRANDPAR
(4,20),(20,12),-1.1256 # DEPENDENCYPART_GRANDPAR
(4,20),(20,13),-0.785459 # DEPENDENCYPART_GRANDPAR
(4,20),(20,14),-1.39239 # DEPENDENCYPART_GRANDPAR
(4,20),(20,15),-0.373345 # DEPENDENCYPART_GRANDPAR
(4,20),(20,16),-1.28386 # DEPENDENCYPART_GRANDPAR
(4,20),(20,17),-1.56048 # DEPENDENCYPART_GRANDPAR
(4,20),(20,18),-0.631811 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),-1.56861 # DEPENDENCYPART_GRANDPAR
(4,20),(20,22),-1.6191 # DEPENDENCYPART_GRANDPAR
(4,20),(20,23),-0.663616 # DEPENDENCYPART_GRANDPAR
(4,20),(20,24),-2.3406 # DEPENDENCYPART_GRANDPAR
(4,20),(20,25),-2.03365 # DEPENDENCYPART_GRANDPAR
(4,20),(20,26),-2.01772 # DEPENDENCYPART_GRANDPAR
(4,20),(20,27),-0.724114 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.20193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.891407 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.28647 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.149783 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.185094 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.180326 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),0.163277 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.102144 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-1.20875 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.927305 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.914925 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.4174 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.588054 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),1.02046 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.509929 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-1.11709 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-1.93819 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.879104 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.880881 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-1.52711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.455984 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.83184 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.355728 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.142197 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.565599 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.182917 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.441124 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-1.20244 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.568204 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.0794909 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.391283 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.322241 # DEPENDENCYPART_GRANDPAR
(5,9),(9,22),-0.453714 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.341031 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-2.22191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.57567 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.645483 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-1.11373 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.69411 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-2.24097 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-1.03213 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.242425 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.873951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,11),-0.021233 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-1.2184 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-2.36507 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-1.86312 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-2.42358 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-1.08283 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.389492 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.09553 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.467675 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.00224967 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.0868973 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.304982 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.388926 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.851923 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.676824 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.435879 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.52714 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.0146487 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.558014 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-1.10722 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-2.24435 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-1.74409 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-2.30248 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-1.00047 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.242012 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.28059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.494616 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.020464 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.0575558 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.359114 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.438327 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-1.03651 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.71394 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.458417 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),0.0489802 # DEPENDENCYPART_GRANDPAR
(7,10),(10,22),-0.611458 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-2.11614 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-2.17564 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.897292 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.767711 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.0485307 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.322067 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.409275 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.685019 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.601526 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.656081 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.485704 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-1.24064 # DEPENDENCYPART_GRANDPAR
(7,11),(11,26),-1.3537 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-1.06544 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-2.11383 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-1.58663 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-2.16747 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.986244 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.152129 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.885761 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.745732 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.0229119 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.0585262 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.421146 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.355479 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.648382 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.520774 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.440511 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.619444 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.406025 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-1.204 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),0.256417 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-0.539697 # DEPENDENCYPART_GRANDPAR
(7,12),(12,23),-0.514197 # DEPENDENCYPART_GRANDPAR
(7,12),(12,24),-1.40373 # DEPENDENCYPART_GRANDPAR
(7,12),(12,26),-1.31706 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-2.11178 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-1.58683 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-2.16767 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.987761 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.879688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,9),0.017462 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.0515209 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.432472 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.135764 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.649495 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.541189 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.447128 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.620556 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.425754 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-1.20511 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),0.244211 # DEPENDENCYPART_GRANDPAR
(7,13),(13,22),-0.565881 # DEPENDENCYPART_GRANDPAR
(7,13),(13,23),-0.537666 # DEPENDENCYPART_GRANDPAR
(7,13),(13,24),-1.40484 # DEPENDENCYPART_GRANDPAR
(7,13),(13,26),-1.31817 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.465065 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.0815427 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.0876177 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.118101 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.0639208 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.166779 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.0687987 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.0324027 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),0.0740497 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-2.23368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.718556 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.895851 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.959003 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.967053 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.108046 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.0762566 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.0380769 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.0976675 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.13982 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.014556 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-2.21091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.684325 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.868952 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.966293 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.927267 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.935317 # DEPENDENCYPART_GRANDPAR
(8,4),(4,20),-1.11365 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.264706 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.0334206 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-2.13046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.503869 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.104365 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.030539 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-2.34106 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.710142 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.803427 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.97731 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.922383 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.930446 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-1.11097 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.734467 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.952927 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.48283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,10),0.0896422 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.136085 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.133381 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.594046 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.25807 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.527788 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.472342 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.72036 # DEPENDENCYPART_GRANDPAR
(8,11),(11,26),-0.630743 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.125241 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),0.329974 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),0.352337 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),0.0164775 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),0.515833 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.124235 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),0.0898062 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.483663 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),0.263026 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),0.243918 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),0.258075 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),0.0605097 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.65213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-0.303552 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),-0.772137 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-0.862087 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.0404992 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),0.0679508 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),0.477733 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.319129 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.188221 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.279377 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.086462 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.70486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.364956 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.881397 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.812987 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.902936 # DEPENDENCYPART_GRANDPAR
(9,4),(4,20),-0.884571 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.0265257 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.22771 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.282889 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.58737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,5),0.038866 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.240256 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.269528 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.65882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.187409 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.673814 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.573762 # DEPENDENCYPART_GRANDPAR
