# _root_ Ženy , které byly donuceny poskytovat sexuální služby japonským vojákům za války , budou odškodněny formou zřízení center pro vzdělávání žen v jednotlivých zemích .
#goldHeads=15,5,5,5,1,5,8,6,10,6,6,11,5,15,0,15,16,17,18,19,20,18,24,22,0,
#predictedHeads=15,5,5,5,1,5,8,6,10,6,10,11,5,15,0,15,16,17,18,19,20,20,24,22,0,
(4,7),(7,1),-1.00842 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.523796 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.393533 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.552402 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-1.30612 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.860394 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.18264 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.396753 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.871955 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.539037 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.397852 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.472853 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.143611 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.987917 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.335434 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.633 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.606503 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.244575 # DEPENDENCYPART_GRANDPAR
(4,8),(8,22),-0.397638 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-1.00843 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.768647 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.461374 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.634475 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.194736 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-1.13263 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.77838 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.860388 # DEPENDENCYPART_GRANDPAR
(4,10),(10,5),0.398176 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.55973 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.124988 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.30953 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.141528 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-1.00288 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.334998 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.635409 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.608912 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.24333 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.392453 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.897776 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.386654 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.689344 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.981673 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-1.5658 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-1.51434 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-1.78913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),-0.200856 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),0.273392 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),-0.986021 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.449391 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.753735 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.666002 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.175811 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-1.16169 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-1.4236 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-1.38348 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-1.25327 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-1.54095 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-1.4549 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),-1.12169 # DEPENDENCYPART_GRANDPAR
(4,15),(15,2),-1.29171 # DEPENDENCYPART_GRANDPAR
(4,15),(15,3),-0.698119 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-1.66872 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,6),0.307028 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),-1.05489 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),-0.577951 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),-0.822591 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.806252 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.330632 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-1.29717 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.065843 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.775616 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-1.33031 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-1.62159 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-1.5362 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.424375 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-1.46549 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),-1.97974 # DEPENDENCYPART_GRANDPAR
(4,15),(15,22),-0.609266 # DEPENDENCYPART_GRANDPAR
(4,15),(15,24),-1.90285 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.462582 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.260523 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.227048 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-2.04327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.0137317 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.996758 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.575017 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-1.13621 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.590911 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.880939 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-2.40011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.370566 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.993229 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-1.49305 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.442004 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.405418 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-2.00542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,7),-0.905299 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.697189 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.522263 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.647706 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.16472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.135174 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.99416 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.888581 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.572426 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.738554 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.397784 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.79049 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-1.25766 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.01239 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.02939 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.238782 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.36578 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.52362 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.588519 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.436883 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.166801 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.290239 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.0344564 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-1.13202 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.204051 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-1.05106 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.576055 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-1.46633 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-1.36021 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.404209 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-1.45913 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-1.69048 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),-0.361952 # DEPENDENCYPART_GRANDPAR
(5,6),(6,24),-1.87125 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.902513 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),0.671226 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.378618 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.160707 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-1.03246 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.380146 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-1.27598 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.96498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),1.06104 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.281592 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.0238309 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.0502519 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.0184197 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.910715 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.22369 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.701627 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.394872 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.270929 # DEPENDENCYPART_GRANDPAR
(5,8),(8,22),-0.19672 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.38014 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.963558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,7),-0.302285 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.0902483 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.145833 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),0.0205021 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.925678 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.223254 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.704036 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.397282 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.269684 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.0585172 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.852542 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.318596 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.790849 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.309688 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.0946449 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),0.153153 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),0.0723699 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),0.168698 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.694985 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.38823 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.357486 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-1.24473 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-1.4596 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-1.25594 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-1.63296 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-1.60495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),0.420117 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),-0.802662 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.438739 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.372458 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.268587 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.063307 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-1.10967 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-1.5157 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-1.19533 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.564521 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-1.4512 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-1.34442 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-1.03324 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-1.03833 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-0.248086 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-1.37545 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-1.5932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,6),0.430303 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),-0.581642 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),-0.446911 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.423179 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.257931 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-1.2595 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.00324756 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.87565 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.727794 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-1.61806 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-1.51195 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.529558 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-1.61087 # DEPENDENCYPART_GRANDPAR
(5,14),(14,21),-1.84222 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),-0.49491 # DEPENDENCYPART_GRANDPAR
(5,14),(14,24),-2.02298 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.0513575 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-1.21604 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-1.10949 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.260019 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-1.20232 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-1.44741 # DEPENDENCYPART_GRANDPAR
(5,16),(16,22),-0.18981 # DEPENDENCYPART_GRANDPAR
(5,16),(16,23),-2.11459 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.231048 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-1.11929 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.274624 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-1.21212 # DEPENDENCYPART_GRANDPAR
(5,17),(17,21),-1.45721 # DEPENDENCYPART_GRANDPAR
(5,17),(17,22),-0.204559 # DEPENDENCYPART_GRANDPAR
(5,17),(17,23),-2.13309 # DEPENDENCYPART_GRANDPAR
(5,18),(18,12),-0.73208 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),-0.226043 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-1.10626 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.272103 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),-1.22974 # DEPENDENCYPART_GRANDPAR
(5,18),(18,21),-1.47483 # DEPENDENCYPART_GRANDPAR
(5,18),(18,22),-0.203802 # DEPENDENCYPART_GRANDPAR
(5,18),(18,23),-2.13693 # DEPENDENCYPART_GRANDPAR
(5,18),(18,24),-1.64629 # DEPENDENCYPART_GRANDPAR
(5,22),(22,20),-0.918398 # DEPENDENCYPART_GRANDPAR
(5,22),(22,21),-1.14181 # DEPENDENCYPART_GRANDPAR
(5,22),(22,23),-1.90464 # DEPENDENCYPART_GRANDPAR
(5,22),(22,24),-1.40165 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.483399 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.189226 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.132121 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.109944 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.61521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),0.184467 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.452551 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),-0.23738 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.402866 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.772636 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.521677 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.97204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,13),-0.595701 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-0.594219 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.418155 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.297052 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.0684153 # DEPENDENCYPART_GRANDPAR
(6,3),(3,7),0.275927 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.509138 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.498481 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.564009 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.454457 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.73953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),0.18418 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),0.465036 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.452845 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.0682449 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.506282 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.395848 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.361716 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.446099 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.453224 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.525505 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.802512 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.71012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),0.208963 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),0.525833 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.00744792 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.459926 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.725005 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.366355 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.707712 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.888808 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-1.2608 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-1.08972 # DEPENDENCYPART_GRANDPAR
(6,5),(5,22),-0.680736 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.726385 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.930267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.992782 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.0421304 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-1.03693 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.295421 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-1.1676 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.959943 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.553887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.87719 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.148744 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.659324 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.108485 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.083955 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),0.240748 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),0.123341 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),0.521526 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.195708 # DEPENDENCYPART_GRANDPAR
(6,8),(8,22),-0.0920841 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.726394 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),0.606038 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.899546 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.455295 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.171663 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.271077 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.0676845 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.295415 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.959919 # DEPENDENCYPART_GRANDPAR
(6,10),(10,7),0.856496 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),1.2445 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.245855 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.11061 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.107333 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),0.236977 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),0.116723 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),0.514909 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.198671 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.714605 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.0374118 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),0.111895 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),0.0249151 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.184725 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),1.2401 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.253175 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.723811 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.0495749 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),0.125774 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),0.52396 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.229309 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.615271 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-1.28348 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-1.26041 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-1.52458 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-1.31676 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-1.18144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),0.373993 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.913158 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.254562 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.400002 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.169056 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.323902 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.704722 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.292917 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.449505 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.834893 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.661 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-0.862887 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-1.04569 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-0.166246 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-1.26996 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-1.0702 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-1.17174 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,8),0.769571 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),-0.329503 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),0.244725 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.364167 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.474411 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),0.390226 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),0.0267984 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.612773 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-1.00176 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.82853 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.451862 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.63819 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),-1.11217 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),-0.387686 # DEPENDENCYPART_GRANDPAR
(6,14),(14,24),-1.17116 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),0.834018 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.58658 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.41291 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.189006 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.216486 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.704195 # DEPENDENCYPART_GRANDPAR
