# _root_ Stačí jen , aby se jedné z nich pokusil násilím zmocnit oplzlý klient , a autoritativní šéfka kurtizán jej bez mrknutí oka odstřelí .
#goldHeads=15,1,4,1,9,11,6,7,4,11,9,13,9,15,0,17,23,17,23,23,20,21,15,0,
#predictedHeads=0,1,4,1,9,9,6,7,4,9,9,13,15,15,11,17,23,17,23,23,20,21,15,0,
(13,10),(13,11),0.260771 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.00581402 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0240914 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.0122584 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.00367757 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0187608 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.0187608 # DEPENDENCYPART_SIBL
(13,10),(13,23),0.00584405 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0777254 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.00590654 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0455553 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.117907 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0664898 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0664898 # DEPENDENCYPART_SIBL
(13,11),(13,23),0.0166948 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.00835888 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.00267483 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0945888 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.00024429 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.00024429 # DEPENDENCYPART_SIBL
(13,12),(13,23),0.0100185 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0766533 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0190373 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.00892057 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.00892057 # DEPENDENCYPART_SIBL
(13,14),(13,23),-0.0142027 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.00118865 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.00926221 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.00926221 # DEPENDENCYPART_SIBL
(13,15),(13,23),0.0126022 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0293741 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0293741 # DEPENDENCYPART_SIBL
(13,16),(13,23),0.00786362 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0613942 # DEPENDENCYPART_SIBL
(13,17),(13,23),0.0116139 # DEPENDENCYPART_SIBL
(13,18),(13,23),0.0116139 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.0507192 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.0327153 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.00534343 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.0548647 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.00521745 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.0780591 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.0572403 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.0285005 # DEPENDENCYPART_SIBL
(14,1),(14,19),0.0242353 # DEPENDENCYPART_SIBL
(14,1),(14,23),0.600991 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.0290614 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.0334795 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.0213845 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.0333535 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.0582669 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.0253722 # DEPENDENCYPART_SIBL
(14,4),(14,16),0.00657814 # DEPENDENCYPART_SIBL
(14,4),(14,19),0.0534658 # DEPENDENCYPART_SIBL
(14,4),(14,23),0.0315189 # DEPENDENCYPART_SIBL
(14,6),(14,9),0.106701 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.00180216 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.106827 # DEPENDENCYPART_SIBL
(14,6),(14,12),0.0654156 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.00341819 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.00570689 # DEPENDENCYPART_SIBL
(14,6),(14,19),0.00944054 # DEPENDENCYPART_SIBL
(14,6),(14,23),-0.0242969 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0493811 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.00410714 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0734939 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0517567 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.00768735 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.0605907 # DEPENDENCYPART_SIBL
(14,9),(14,23),0.687365 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.140002 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0277203 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0102024 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.00813769 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.0977929 # DEPENDENCYPART_SIBL
(14,10),(14,23),0.0149567 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0734921 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0515651 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.000368456 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.0525346 # DEPENDENCYPART_SIBL
(14,11),(14,23),0.66662 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0143409 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.568664 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.0684613 # DEPENDENCYPART_SIBL
(14,12),(14,23),-0.0112263 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.00911434 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.0975369 # DEPENDENCYPART_SIBL
(14,13),(14,23),0.0205223 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0112802 # DEPENDENCYPART_SIBL
(14,16),(14,23),-0.0414409 # DEPENDENCYPART_SIBL
(14,19),(14,23),-0.0774377 # DEPENDENCYPART_SIBL
(15,1),(15,2),-0.166242 # DEPENDENCYPART_SIBL
(15,1),(15,3),-0.00611525 # DEPENDENCYPART_SIBL
(15,1),(15,4),-0.138841 # DEPENDENCYPART_SIBL
(15,1),(15,5),-0.112062 # DEPENDENCYPART_SIBL
(15,1),(15,7),-0.116811 # DEPENDENCYPART_SIBL
(15,1),(15,9),-0.0555083 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.145564 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.0555083 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.200463 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.14835 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.00611525 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.0447004 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.120958 # DEPENDENCYPART_SIBL
(15,1),(15,18),-0.120958 # DEPENDENCYPART_SIBL
(15,1),(15,20),0.00165522 # DEPENDENCYPART_SIBL
(15,1),(15,21),-0.120958 # DEPENDENCYPART_SIBL
(15,1),(15,22),-0.120982 # DEPENDENCYPART_SIBL
(15,1),(15,23),0.484302 # DEPENDENCYPART_SIBL
(15,1),(15,24),0.0177977 # DEPENDENCYPART_SIBL
(15,2),(15,3),-0.0160057 # DEPENDENCYPART_SIBL
(15,2),(15,4),-0.0171729 # DEPENDENCYPART_SIBL
(15,2),(15,5),-0.0258568 # DEPENDENCYPART_SIBL
(15,2),(15,7),-0.0604925 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.0151588 # DEPENDENCYPART_SIBL
(15,2),(15,10),0.0242236 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.0151588 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.0501508 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.0221825 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.0160057 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.018805 # DEPENDENCYPART_SIBL
(15,2),(15,17),0.0492955 # DEPENDENCYPART_SIBL
(15,2),(15,18),0.0492955 # DEPENDENCYPART_SIBL
(15,2),(15,20),0.0269107 # DEPENDENCYPART_SIBL
(15,2),(15,21),0.0492955 # DEPENDENCYPART_SIBL
(15,2),(15,22),0.0492955 # DEPENDENCYPART_SIBL
(15,2),(15,23),-0.0234623 # DEPENDENCYPART_SIBL
(15,2),(15,24),-0.15345 # DEPENDENCYPART_SIBL
(15,3),(15,4),0.139304 # DEPENDENCYPART_SIBL
(15,3),(15,5),-0.0951443 # DEPENDENCYPART_SIBL
(15,3),(15,7),-0.0362495 # DEPENDENCYPART_SIBL
(15,3),(15,9),0.0301503 # DEPENDENCYPART_SIBL
(15,3),(15,10),0.00415515 # DEPENDENCYPART_SIBL
(15,3),(15,11),0.0302626 # DEPENDENCYPART_SIBL
(15,3),(15,12),-0.016446 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.00351217 # DEPENDENCYPART_SIBL
(15,3),(15,14),0.020552 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.0141173 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.0180496 # DEPENDENCYPART_SIBL
(15,3),(15,18),-0.0180496 # DEPENDENCYPART_SIBL
(15,3),(15,20),0.0364964 # DEPENDENCYPART_SIBL
(15,3),(15,21),-0.0180496 # DEPENDENCYPART_SIBL
(15,3),(15,22),-0.0180496 # DEPENDENCYPART_SIBL
(15,3),(15,23),0.0233031 # DEPENDENCYPART_SIBL
(15,3),(15,24),-0.0364068 # DEPENDENCYPART_SIBL
(15,4),(15,5),-0.0903504 # DEPENDENCYPART_SIBL
(15,4),(15,7),-0.0825987 # DEPENDENCYPART_SIBL
(15,4),(15,9),-0.0394752 # DEPENDENCYPART_SIBL
(15,4),(15,10),-0.0229719 # DEPENDENCYPART_SIBL
(15,4),(15,11),-0.0394752 # DEPENDENCYPART_SIBL
(15,4),(15,12),-0.0961861 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.0273743 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.0287446 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.00839234 # DEPENDENCYPART_SIBL
(15,4),(15,17),-0.0496892 # DEPENDENCYPART_SIBL
(15,4),(15,18),-0.0496892 # DEPENDENCYPART_SIBL
(15,4),(15,20),-0.000224937 # DEPENDENCYPART_SIBL
(15,4),(15,21),-0.0496892 # DEPENDENCYPART_SIBL
(15,4),(15,22),-0.0496892 # DEPENDENCYPART_SIBL
(15,4),(15,23),-0.0335601 # DEPENDENCYPART_SIBL
(15,4),(15,24),-0.0961224 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.0751751 # DEPENDENCYPART_SIBL
(15,5),(15,9),0.0303959 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.114191 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.0304174 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.0913939 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.121198 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.0363527 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.0510625 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.0417094 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.0417094 # DEPENDENCYPART_SIBL
(15,5),(15,20),-0.0139587 # DEPENDENCYPART_SIBL
(15,5),(15,21),-0.0417094 # DEPENDENCYPART_SIBL
(15,5),(15,22),-0.0417094 # DEPENDENCYPART_SIBL
(15,5),(15,23),0.0340742 # DEPENDENCYPART_SIBL
(15,5),(15,24),-0.160004 # DEPENDENCYPART_SIBL
(15,7),(15,9),0.00680881 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.0393824 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.00691821 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.0538449 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.0382155 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.0556865 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.0336382 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.0924853 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.0924853 # DEPENDENCYPART_SIBL
(15,7),(15,20),0.316416 # DEPENDENCYPART_SIBL
(15,7),(15,21),-0.0924853 # DEPENDENCYPART_SIBL
(15,7),(15,22),-0.0925094 # DEPENDENCYPART_SIBL
(15,7),(15,23),-0.0899215 # DEPENDENCYPART_SIBL
(15,7),(15,24),-0.100956 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.138099 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.0478038 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.19523 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.140885 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.00605505 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.0633337 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.150229 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.150229 # DEPENDENCYPART_SIBL
(15,9),(15,20),-0.0118885 # DEPENDENCYPART_SIBL
(15,9),(15,21),-0.150229 # DEPENDENCYPART_SIBL
(15,9),(15,22),-0.150253 # DEPENDENCYPART_SIBL
(15,9),(15,23),0.486104 # DEPENDENCYPART_SIBL
(15,9),(15,24),-0.0232975 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.0474372 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.263814 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0185769 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.124776 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0329551 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.0486574 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.0486574 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.0109029 # DEPENDENCYPART_SIBL
(15,10),(15,21),0.0486574 # DEPENDENCYPART_SIBL
(15,10),(15,22),0.0486334 # DEPENDENCYPART_SIBL
(15,10),(15,23),-0.0234836 # DEPENDENCYPART_SIBL
(15,10),(15,24),-0.0856519 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.19523 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.140696 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.00605505 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0633333 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.150222 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.150222 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.0118854 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.150222 # DEPENDENCYPART_SIBL
(15,11),(15,22),-0.150246 # DEPENDENCYPART_SIBL
(15,11),(15,23),0.481874 # DEPENDENCYPART_SIBL
(15,11),(15,24),-0.0232331 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0285934 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.325193 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.649221 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.00211852 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.00211852 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.0202078 # DEPENDENCYPART_SIBL
(15,12),(15,21),0.00211852 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.00242471 # DEPENDENCYPART_SIBL
(15,12),(15,23),-0.215333 # DEPENDENCYPART_SIBL
(15,12),(15,24),-0.121908 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.108804 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0296595 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0478868 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0478868 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.00176859 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.0478868 # DEPENDENCYPART_SIBL
(15,13),(15,22),0.0478628 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.0107197 # DEPENDENCYPART_SIBL
(15,13),(15,24),-0.0759495 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0141173 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0180496 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0180496 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0364964 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.0180496 # DEPENDENCYPART_SIBL
(15,14),(15,22),-0.0180496 # DEPENDENCYPART_SIBL
(15,14),(15,23),0.0233031 # DEPENDENCYPART_SIBL
(15,14),(15,24),-0.0364068 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.193283 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.193283 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.064811 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.193283 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.193283 # DEPENDENCYPART_SIBL
(15,16),(15,23),-0.477184 # DEPENDENCYPART_SIBL
(15,16),(15,24),-0.163388 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0344924 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0667044 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.0344924 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.0345828 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.480211 # DEPENDENCYPART_SIBL
(15,17),(15,24),-0.243997 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0667044 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.0344924 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.0345828 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.480211 # DEPENDENCYPART_SIBL
(15,18),(15,24),-0.243997 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.0311355 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.0311355 # DEPENDENCYPART_SIBL
(15,20),(15,23),-0.48782 # DEPENDENCYPART_SIBL
(15,20),(15,24),-0.139525 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.0345828 # DEPENDENCYPART_SIBL
(15,21),(15,23),-0.480211 # DEPENDENCYPART_SIBL
(15,21),(15,24),-0.243997 # DEPENDENCYPART_SIBL
(15,22),(15,23),-0.480211 # DEPENDENCYPART_SIBL
(15,22),(15,24),-0.243997 # DEPENDENCYPART_SIBL
(15,23),(15,24),-0.0576205 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.109747 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.0240061 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.0240061 # DEPENDENCYPART_SIBL
(17,6),(17,12),0.134246 # DEPENDENCYPART_SIBL
(17,6),(17,13),0.036577 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.0167489 # DEPENDENCYPART_SIBL
(17,6),(17,15),0.0168871 # DEPENDENCYPART_SIBL
(17,6),(17,16),0.134246 # DEPENDENCYPART_SIBL
(17,6),(17,18),-0.0105161 # DEPENDENCYPART_SIBL
(17,6),(17,19),-0.0872662 # DEPENDENCYPART_SIBL
(17,6),(17,20),0.0195186 # DEPENDENCYPART_SIBL
(17,6),(17,21),-0.0105161 # DEPENDENCYPART_SIBL
(17,6),(17,22),-0.0102099 # DEPENDENCYPART_SIBL
(17,6),(17,23),0.0131553 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.184472 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.0244994 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0182595 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.000585218 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.000242288 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0816473 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.0179726 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.000242288 # DEPENDENCYPART_SIBL
(17,12),(17,22),0.000676278 # DEPENDENCYPART_SIBL
(17,12),(17,23),0.0100197 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.0233876 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0069151 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.00582419 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.00829224 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0398082 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.0472747 # DEPENDENCYPART_SIBL
(17,13),(17,21),0.00829224 # DEPENDENCYPART_SIBL
(17,13),(17,22),0.00857437 # DEPENDENCYPART_SIBL
(17,13),(17,23),0.00588716 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.123462 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.0567186 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.00829871 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0481807 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.0267796 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.00829871 # DEPENDENCYPART_SIBL
(17,14),(17,22),0.0086049 # DEPENDENCYPART_SIBL
(17,14),(17,23),-0.00605881 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.337924 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0122274 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0390726 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0128698 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0122274 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.0119212 # DEPENDENCYPART_SIBL
(17,15),(17,23),-0.0125095 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.000244573 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0816496 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0179749 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.000244573 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.000673993 # DEPENDENCYPART_SIBL
(17,16),(17,23),0.0100174 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0287373 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.0283225 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0600275 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.0601179 # DEPENDENCYPART_SIBL
(17,18),(17,23),0.0116568 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.126935 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.00837588 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.00837588 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.0158845 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.0125068 # DEPENDENCYPART_SIBL
(17,20),(17,22),0.0125068 # DEPENDENCYPART_SIBL
(17,20),(17,23),0.0183859 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.0601179 # DEPENDENCYPART_SIBL
(17,21),(17,23),0.0116568 # DEPENDENCYPART_SIBL
(17,22),(17,23),0.0116568 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.184472 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.0182595 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.000585218 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.184527 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0816473 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.0179726 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.000242288 # DEPENDENCYPART_SIBL
(18,12),(18,22),0.000676278 # DEPENDENCYPART_SIBL
(18,12),(18,23),0.0100197 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.0069151 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.00582419 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0196471 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0398082 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0472747 # DEPENDENCYPART_SIBL
(18,13),(18,21),0.00829224 # DEPENDENCYPART_SIBL
(18,13),(18,22),0.00857437 # DEPENDENCYPART_SIBL
(18,13),(18,23),0.00588716 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.337924 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0190672 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0390726 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0128698 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0122274 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.0119212 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.0125095 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.184527 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0816496 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0179749 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.000244573 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.000673993 # DEPENDENCYPART_SIBL
(18,16),(18,23),0.0100174 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0367959 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0537187 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0187904 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0190725 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.00584874 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.126935 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.00837588 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.00837588 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.0158845 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.0125068 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.0125068 # DEPENDENCYPART_SIBL
(18,20),(18,23),0.0183859 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0601179 # DEPENDENCYPART_SIBL
(18,21),(18,23),0.0116568 # DEPENDENCYPART_SIBL
(18,22),(18,23),0.0116568 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.046754 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0270896 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.136221 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.136197 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0270896 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.136221 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.136197 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.00513274 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.00513274 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.124468 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.306296 # DEPENDENCYPART_SIBL
(20,14),(20,21),0.0496629 # DEPENDENCYPART_SIBL
(20,14),(20,22),0.0496629 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0749496 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0749736 # DEPENDENCYPART_SIBL
(20,21),(20,22),-1.30364 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0869278 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0535411 # DEPENDENCYPART_SIBL
