# _root_ Erica Cantonu , francouzského fotbalového reprezentanta a hráče Manchesteru United , čeká v tomto týdnu velmi nepříjemný program .
#goldHeads=2,3,12,6,6,7,3,7,8,9,3,0,12,15,13,17,18,12,0,
#predictedHeads=2,7,7,6,6,7,11,7,8,9,12,0,12,15,13,17,18,12,0,
(11,2),(11,13),-0.0313051 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.165249 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0354376 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.00815197 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.031014 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0727794 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.156291 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0759961 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.072815 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.0297085 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.0702943 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.00665487 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.044555 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.00635179 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.0299656 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.00819652 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.00129021 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0130246 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0130574 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.100165 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0223257 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.0214156 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.00196093 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0189086 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.568068 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0234699 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0109346 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0079178 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.031076 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0309155 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0229074 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.186796 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0270184 # DEPENDENCYPART_SIBL
(11,6),(11,17),0.000271758 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.00793588 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.00784566 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0682941 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0456694 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.029271 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0576413 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.00705147 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.00823226 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.01063 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0310992 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0184681 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0313194 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.160139 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0354534 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0076018 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0310824 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0186937 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0313413 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.165182 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0354729 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.00818718 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0223819 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.00971393 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.00384057 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0188596 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.568317 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0125161 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0225679 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0223403 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0246721 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0832238 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.127788 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.0614147 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0510851 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0299866 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0163669 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.183362 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.153262 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.169634 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.183489 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.0404963 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.180992 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.183671 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.17297 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.153262 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.0227978 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.0769536 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.00436973 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.122244 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.0210801 # DEPENDENCYPART_SIBL
(12,1),(12,18),-0.013733 # DEPENDENCYPART_SIBL
(12,1),(12,19),0.0160225 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.153262 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.169634 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.183489 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.0404963 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.180992 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.183671 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.17297 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.153262 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.0227978 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0769536 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.00436973 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.122244 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.0210801 # DEPENDENCYPART_SIBL
(12,2),(12,18),-0.013733 # DEPENDENCYPART_SIBL
(12,2),(12,19),0.0160225 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.00376167 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.00603618 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.015171 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.00901737 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.00609818 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.00508731 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.194817 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0570546 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0809066 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.03602 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.192241 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.067593 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.0559823 # DEPENDENCYPART_SIBL
(12,3),(12,19),-0.0567282 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.0525132 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.050456 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.0575938 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.0573876 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.0106559 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.0384391 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.0835133 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.100706 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.049863 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.150121 # DEPENDENCYPART_SIBL
(12,4),(12,17),0.0904054 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.0636608 # DEPENDENCYPART_SIBL
(12,4),(12,19),-0.0732046 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.0414461 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.184684 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.187363 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.173921 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.154422 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.0226149 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0770644 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.000127927 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.122476 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.0212096 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.00949119 # DEPENDENCYPART_SIBL
(12,6),(12,19),0.0147497 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.0968243 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.0964329 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.162794 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.115149 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.026536 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.050091 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.00906979 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.121534 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0417833 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.0034485 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.0587036 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.183742 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.173036 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.15467 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0167475 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0830036 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0199697 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.128297 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.025999 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0293329 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.00581866 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.17297 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.153275 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0227969 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0769537 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.00438372 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.122244 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0210801 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.013747 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.0160189 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.038449 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0819172 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.100828 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.043729 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.150243 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.085359 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0575268 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.0824783 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0570546 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0809066 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.03602 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.192241 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.067593 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0559823 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0567282 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.107654 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0760273 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.00199578 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0543459 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.0810821 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0495336 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0366792 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0625257 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0824981 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.032427 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0455331 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0718861 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0291374 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.120745 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.142393 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0691841 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0805098 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.1797 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.089303 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.154533 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.170643 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0576527 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0256022 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0335125 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.000521663 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.0212045 # DEPENDENCYPART_SIBL
(13,14),(13,15),-1.00057 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.341583 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.26008 # DEPENDENCYPART_SIBL
(13,14),(13,18),-1.00066 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.531919 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.439571 # DEPENDENCYPART_SIBL
(13,15),(13,18),-1.40512 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0351633 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.588988 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.719168 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0871012 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.00786851 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.299572 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.0852934 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0486608 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.00257961 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.127433 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0362908 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0363383 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0186943 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0296792 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0228085 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.00953258 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.0935026 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.00854994 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.112137 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.189116 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0739522 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.140176 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.113244 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.116672 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0879853 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0843646 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0946142 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.103173 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.049049 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0122465 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0555783 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0248609 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.153702 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.220565 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0583778 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0279037 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.00784587 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0122105 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.0563767 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0098701 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.031133 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0196733 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0601103 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0139122 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.104306 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0272288 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0593629 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.152514 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.196003 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.0255743 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0744461 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0124944 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0098188 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.116594 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.138649 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0513489 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0197662 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.145697 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0342171 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.00167963 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0536334 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0367235 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.242366 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.148052 # DEPENDENCYPART_SIBL
(18,10),(18,11),0.0222219 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.0304435 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.0248495 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.176548 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.014709 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.000129629 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.107774 # DEPENDENCYPART_SIBL
(18,11),(18,13),0.10199 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.0263403 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.265146 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.00298195 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.0576969 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.17705 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.192082 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0430778 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0737879 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.130818 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.122279 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.147499 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.0798219 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.181831 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.112176 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.021061 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.00490602 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.00730102 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0460609 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.210455 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0974667 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.00338693 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.117888 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.41732 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.422259 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.726551 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.145057 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.563909 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.489735 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.0975034 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),0.355475 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.0267599 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.117888 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.41732 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.422259 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.726551 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.145057 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.0975034 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),0.355475 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.0900514 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.00295518 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.113707 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.121733 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.523504 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.113923 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.356941 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.284856 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.18045 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),1.34521 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),-0.206853 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),-0.265806 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),-0.08728 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.180287 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.134927 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.656285 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.90738 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.148869 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.739524 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.669257 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.462896 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),0.693908 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.315339 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),-0.461227 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.116588 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.0235809 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.153847 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.434664 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.442852 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.708937 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.592335 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.524276 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.033089 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.224421 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),1.34353 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.028364 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.290343 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.432649 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.247446 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.292334 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),-0.512223 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.349332 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.0398793 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.489003 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.0980064 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.343794 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),0.360801 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.36011 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.0265947 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),-0.0664119 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.338363 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.349763 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.801103 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.038844 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.645929 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.0818975 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.343705 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.355475 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.140728 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.793434 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.399647 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.676947 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.348308 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),-0.473432 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.0900514 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),-0.00295518 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.153354 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.429907 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.728709 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),0.129337 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.580443 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.497759 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.101457 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),1.34521 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),0.168143 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.193122 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.206853 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.0567451 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.178366 # DEPENDENCYPART_GRANDPAR
