# _root_ Havel se vyslovil pro to , co si myslí většina na obou stranách : Měli bychom hledět do budoucnosti , aniž by se zapomnělo poučení minulosti .
#goldHeads=3,3,0,3,14,9,9,9,5,9,10,13,11,4,14,15,15,17,18,21,17,24,24,21,24,25,0,
#predictedHeads=3,3,0,3,4,9,9,9,5,9,10,13,11,0,14,15,15,17,18,21,17,24,24,21,24,25,0,
(3,12),(12,13),-0.413892 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.528206 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.579421 # DEPENDENCYPART_GRANDPAR
(3,13),(13,4),0.276811 # DEPENDENCYPART_GRANDPAR
(3,13),(13,5),-0.272827 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),-0.452731 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.128156 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.150944 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.667204 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.269318 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.449614 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.750784 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.00405704 # DEPENDENCYPART_GRANDPAR
(3,14),(14,1),-0.23162 # DEPENDENCYPART_GRANDPAR
(3,14),(14,3),-1.86015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,14),(14,4),0.0389608 # DEPENDENCYPART_GRANDPAR
(3,14),(14,5),-0.0862465 # DEPENDENCYPART_GRANDPAR
(3,14),(14,6),-0.593287 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),-0.599239 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-0.49834 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.352563 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.77999 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.747043 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-1.023 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.585696 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.705127 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-2.15697 # DEPENDENCYPART_GRANDPAR
(3,14),(14,20),-0.66583 # DEPENDENCYPART_GRANDPAR
(3,14),(14,21),-0.371856 # DEPENDENCYPART_GRANDPAR
(3,14),(14,24),-1.38055 # DEPENDENCYPART_GRANDPAR
(3,17),(17,1),-0.0848557 # DEPENDENCYPART_GRANDPAR
(3,17),(17,2),0.311306 # DEPENDENCYPART_GRANDPAR
(3,17),(17,3),-1.75044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,17),(17,4),-0.0463571 # DEPENDENCYPART_GRANDPAR
(3,17),(17,5),-0.136153 # DEPENDENCYPART_GRANDPAR
(3,17),(17,6),-0.246134 # DEPENDENCYPART_GRANDPAR
(3,17),(17,7),0.0373472 # DEPENDENCYPART_GRANDPAR
(3,17),(17,8),-0.597849 # DEPENDENCYPART_GRANDPAR
(3,17),(17,9),-0.485668 # DEPENDENCYPART_GRANDPAR
(3,17),(17,10),-0.552462 # DEPENDENCYPART_GRANDPAR
(3,17),(17,11),-0.415805 # DEPENDENCYPART_GRANDPAR
(3,17),(17,12),-0.931896 # DEPENDENCYPART_GRANDPAR
(3,17),(17,13),-0.808808 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),0.151372 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-0.70415 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),-0.904877 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.68692 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),-2.06976 # DEPENDENCYPART_GRANDPAR
(3,17),(17,20),-0.618313 # DEPENDENCYPART_GRANDPAR
(3,17),(17,21),-0.34828 # DEPENDENCYPART_GRANDPAR
(3,17),(17,24),-1.20787 # DEPENDENCYPART_GRANDPAR
(3,17),(17,25),-2.22692 # DEPENDENCYPART_GRANDPAR
(3,17),(17,26),-2.73516 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-1.55913 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),-0.61501 # DEPENDENCYPART_GRANDPAR
(3,18),(18,21),-0.357156 # DEPENDENCYPART_GRANDPAR
(3,18),(18,24),-0.891198 # DEPENDENCYPART_GRANDPAR
(3,20),(20,3),-1.83218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,20),(20,9),-0.566185 # DEPENDENCYPART_GRANDPAR
(3,20),(20,12),-0.97998 # DEPENDENCYPART_GRANDPAR
(3,20),(20,14),-0.0590834 # DEPENDENCYPART_GRANDPAR
(3,20),(20,17),-0.329023 # DEPENDENCYPART_GRANDPAR
(3,20),(20,18),-0.635032 # DEPENDENCYPART_GRANDPAR
(3,20),(20,19),-2.0163 # DEPENDENCYPART_GRANDPAR
(3,20),(20,21),-0.484232 # DEPENDENCYPART_GRANDPAR
(3,20),(20,24),-1.62006 # DEPENDENCYPART_GRANDPAR
(3,20),(20,25),-2.17989 # DEPENDENCYPART_GRANDPAR
(3,20),(20,26),-2.6798 # DEPENDENCYPART_GRANDPAR
(3,21),(21,9),-0.269214 # DEPENDENCYPART_GRANDPAR
(3,21),(21,15),-0.492329 # DEPENDENCYPART_GRANDPAR
(3,21),(21,18),-0.513659 # DEPENDENCYPART_GRANDPAR
(3,21),(21,19),-2.03666 # DEPENDENCYPART_GRANDPAR
(3,21),(21,20),-0.146917 # DEPENDENCYPART_GRANDPAR
(3,21),(21,22),-1.08813 # DEPENDENCYPART_GRANDPAR
(3,21),(21,24),-0.867034 # DEPENDENCYPART_GRANDPAR
(3,21),(21,25),-2.04326 # DEPENDENCYPART_GRANDPAR
(3,21),(21,26),-2.53966 # DEPENDENCYPART_GRANDPAR
(3,21),(21,27),-0.561977 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.343524 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.000637159 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.52145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),0.885467 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.491601 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-1.56823 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.51536 # DEPENDENCYPART_GRANDPAR
(4,5),(5,6),0.147637 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.0217197 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.123676 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.907881 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.107788 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.351716 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),0.170137 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-2.21296 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.912821 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.825231 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.45121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.796738 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.101003 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.333077 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.258045 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.174323 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.811561 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.84543 # DEPENDENCYPART_GRANDPAR
(4,6),(6,24),-1.25784 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.221496 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-1.02276 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.0581561 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.62265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,9),-0.138415 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.552792 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.164721 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.0845489 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.61602 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),0.572349 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.309839 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.204124 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.559987 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.2765 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.821214 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-1.05779 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.649727 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-0.430589 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.931143 # DEPENDENCYPART_GRANDPAR
(5,3),(3,20),-1.18636 # DEPENDENCYPART_GRANDPAR
(5,3),(3,21),-0.106331 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.52038 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.763483 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.81729 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.765507 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.12582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.0475243 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.400235 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),0.175452 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),0.139503 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.0959704 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),0.180776 # DEPENDENCYPART_GRANDPAR
(5,6),(6,24),-0.781014 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),1.36371 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.116016 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.159992 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.615871 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-1.28763 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.660273 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-1.80983 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.747403 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.963798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),2.01099 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.373536 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.101175 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.170763 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.247805 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.299451 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.340423 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),0.252051 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),0.0481488 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),0.328688 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.363334 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.00379895 # DEPENDENCYPART_GRANDPAR
(5,9),(9,21),0.450344 # DEPENDENCYPART_GRANDPAR
(5,9),(9,24),-0.626545 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.0857127 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),0.220065 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.337476 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.530599 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),0.065995 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),0.0493964 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),0.32643 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),0.439911 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.206984 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.285678 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.507929 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.0100756 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-1.29046 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-0.66563 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-1.80607 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-0.748605 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.973136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),2.08586 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),0.369003 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),0.0837475 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),0.558618 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),0.200218 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),0.396932 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.146187 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.306951 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),0.447704 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.0666248 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),0.369035 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.345406 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.465774 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),0.0412052 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),0.452508 # DEPENDENCYPART_GRANDPAR
(5,15),(15,24),-0.586199 # DEPENDENCYPART_GRANDPAR
(5,15),(15,25),-0.330031 # DEPENDENCYPART_GRANDPAR
(5,15),(15,26),-0.738531 # DEPENDENCYPART_GRANDPAR
(5,20),(20,3),-1.81729 # DEPENDENCYPART_GRANDPAR
(5,20),(20,9),0.591607 # DEPENDENCYPART_GRANDPAR
(5,20),(20,12),-0.198971 # DEPENDENCYPART_GRANDPAR
(5,20),(20,14),0.359247 # DEPENDENCYPART_GRANDPAR
(5,20),(20,17),0.3588 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),-0.296388 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),-0.531858 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),0.553225 # DEPENDENCYPART_GRANDPAR
(5,20),(20,24),-0.781014 # DEPENDENCYPART_GRANDPAR
(5,20),(20,25),-0.565955 # DEPENDENCYPART_GRANDPAR
(5,20),(20,26),-0.972403 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.00370412 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.105765 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),0.219839 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.119322 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.634352 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),0.102417 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.170329 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.147611 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.324617 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-2.10967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.364673 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.635807 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.929885 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-1.00295 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.905749 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.955014 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.670179 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-0.86611 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-1.20447 # DEPENDENCYPART_GRANDPAR
(6,3),(3,20),-0.82987 # DEPENDENCYPART_GRANDPAR
(6,3),(3,21),-0.747851 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.02726 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.293515 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-2.03215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,1),-0.10969 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.0466054 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-2.01891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.33584 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.440944 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.644762 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.799473 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.602376 # DEPENDENCYPART_GRANDPAR
(6,5),(5,20),-0.739113 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.52788 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,10),-0.165921 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.207126 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.179971 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.907628 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.535212 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.749949 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.824658 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.424753 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.50967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.111415 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.0639293 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.0383954 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.130121 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.1388 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),0.0215795 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.182982 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.103144 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.16216 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.309373 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.360024 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),0.153851 # DEPENDENCYPART_GRANDPAR
(6,9),(9,24),-0.338473 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.0614673 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.0834303 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.0956488 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.220734 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-0.886204 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-0.646531 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.690546 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.407916 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-1.51844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,9),0.0289643 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.293823 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.313302 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),0.0151772 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.307661 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.0046661 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.0671952 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.435247 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.634206 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.296171 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),0.0532929 # DEPENDENCYPART_GRANDPAR
(6,14),(14,24),-0.2497 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-0.911954 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-0.542073 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-0.7477 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-0.828328 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.433664 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-1.46531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,7),0.0758987 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),-0.10538 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),0.279048 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),0.015448 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.116105 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.0732611 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),0.00135479 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),0.0183846 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.164608 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.149486 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.32855 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.536411 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.349442 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),0.125108 # DEPENDENCYPART_GRANDPAR
(6,15),(15,24),-0.325798 # DEPENDENCYPART_GRANDPAR
(6,15),(15,25),-0.935711 # DEPENDENCYPART_GRANDPAR
(6,15),(15,26),-0.886733 # DEPENDENCYPART_GRANDPAR
(6,17),(17,1),-0.906449 # DEPENDENCYPART_GRANDPAR
(6,17),(17,2),-0.53743 # DEPENDENCYPART_GRANDPAR
(6,17),(17,3),-0.749061 # DEPENDENCYPART_GRANDPAR
(6,17),(17,4),-0.824657 # DEPENDENCYPART_GRANDPAR
(6,17),(17,5),-0.429951 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-1.46527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,7),0.116621 # DEPENDENCYPART_GRANDPAR
(6,17),(17,8),-0.0651155 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),0.230547 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),0.0234046 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),-0.0860127 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),-0.069413 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),0.00931135 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),0.0192504 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),0.0521426 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),0.0210978 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.267318 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.446351 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),-0.295032 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),0.188734 # DEPENDENCYPART_GRANDPAR
(6,17),(17,24),-0.293616 # DEPENDENCYPART_GRANDPAR
(6,17),(17,25),-0.845651 # DEPENDENCYPART_GRANDPAR
(6,17),(17,26),-0.796673 # DEPENDENCYPART_GRANDPAR
(6,24),(24,1),-0.906449 # DEPENDENCYPART_GRANDPAR
(6,24),(24,2),-0.536808 # DEPENDENCYPART_GRANDPAR
(6,24),(24,3),-0.749182 # DEPENDENCYPART_GRANDPAR
(6,24),(24,4),-0.824711 # DEPENDENCYPART_GRANDPAR
(6,24),(24,6),-1.46608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,24),(24,8),-0.0606288 # DEPENDENCYPART_GRANDPAR
(6,24),(24,10),0.0227602 # DEPENDENCYPART_GRANDPAR
(6,24),(24,12),-0.0696753 # DEPENDENCYPART_GRANDPAR
(6,24),(24,13),0.00866692 # DEPENDENCYPART_GRANDPAR
(6,24),(24,16),0.019947 # DEPENDENCYPART_GRANDPAR
(6,24),(24,17),-0.00789589 # DEPENDENCYPART_GRANDPAR
(6,24),(24,18),-0.192808 # DEPENDENCYPART_GRANDPAR
(6,24),(24,19),-0.510074 # DEPENDENCYPART_GRANDPAR
(6,24),(24,20),-0.186283 # DEPENDENCYPART_GRANDPAR
(6,24),(24,21),0.169724 # DEPENDENCYPART_GRANDPAR
(6,24),(24,22),-0.387152 # DEPENDENCYPART_GRANDPAR
(6,24),(24,23),-0.801763 # DEPENDENCYPART_GRANDPAR
(6,24),(24,25),-0.847417 # DEPENDENCYPART_GRANDPAR
(6,24),(24,26),-0.798438 # DEPENDENCYPART_GRANDPAR
(6,24),(24,27),-0.468661 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.0822971 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.00295561 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.190554 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.0157664 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.106399 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.87895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,9),-1.02433 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.637175 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-1.31509 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-1.44485 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-1.43838 # DEPENDENCYPART_GRANDPAR
(7,6),(6,24),-2.12451 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),-0.1165 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.117242 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.381419 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.372558 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.662318 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.776849 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.764971 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),0.0449193 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.0797816 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.285949 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.266297 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.700436 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.306454 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.390664 # DEPENDENCYPART_GRANDPAR
(7,13),(13,8),-0.114348 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.0626953 # DEPENDENCYPART_GRANDPAR
