# _root_ Záplava objevů v infračerveném světle je prostě neuvěřitelná : poznali jsme , jak velká složka hmoty ve vesmíru je chladná , vlastně přímo mrazivá .
#goldHeads=6,1,2,5,3,9,6,6,0,9,10,21,14,15,19,15,16,17,21,19,10,21,24,21,0,
#predictedHeads=6,1,2,5,3,9,8,6,0,9,10,21,14,15,19,15,15,17,21,19,9,24,24,21,0,
(6,9),(9,12),-0.0594705 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.294562 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.926329 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.220474 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.268263 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.630998 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.679617 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.492924 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.72788 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.111197 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.410111 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.223101 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.347299 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.0655389 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),0.188903 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.251199 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.585094 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-1.04433 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.418862 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-1.14809 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.685215 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.635709 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),-0.226542 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),-0.673313 # DEPENDENCYPART_GRANDPAR
(6,10),(10,23),-0.871272 # DEPENDENCYPART_GRANDPAR
(6,10),(10,24),-0.158979 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.294248 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.656983 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.697782 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.518909 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-1.77097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.133985 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.402037 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.247345 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.176385 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.264025 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.0282364 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.419051 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.816265 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-1.2755 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.654011 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.896363 # DEPENDENCYPART_GRANDPAR
(6,11),(11,24),-0.326831 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-0.69519 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.738796 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-1.71191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.0168964 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.526777 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.0715679 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.127265 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.286047 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.237016 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.231078 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.343775 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-1.13334 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.294194 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.78564 # DEPENDENCYPART_GRANDPAR
(6,12),(12,23),-0.883944 # DEPENDENCYPART_GRANDPAR
(6,13),(13,7),0.159588 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.0708064 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.0539758 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.0121435 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.222269 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.324732 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.784834 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.611722 # DEPENDENCYPART_GRANDPAR
(6,14),(14,7),0.142988 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.196857 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),0.0524724 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.360819 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.821363 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.428021 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-1.47415 # DEPENDENCYPART_GRANDPAR
(6,15),(15,7),0.0213306 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),0.0354446 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.17498 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),0.150822 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.611769 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.275746 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.73354 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.296238 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.304035 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),-0.764571 # DEPENDENCYPART_GRANDPAR
(6,15),(15,23),-0.834524 # DEPENDENCYPART_GRANDPAR
(6,15),(15,24),0.173927 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),0.148698 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.12022 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.28855 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.735529 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.300279 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.317271 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),-0.769887 # DEPENDENCYPART_GRANDPAR
(6,16),(16,23),-0.839839 # DEPENDENCYPART_GRANDPAR
(6,16),(16,24),0.160691 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.608694 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.670054 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),-0.244149 # DEPENDENCYPART_GRANDPAR
(6,20),(20,17),-0.205453 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-1.09427 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.325698 # DEPENDENCYPART_GRANDPAR
(6,20),(20,22),-0.768038 # DEPENDENCYPART_GRANDPAR
(6,20),(20,23),-0.875623 # DEPENDENCYPART_GRANDPAR
(6,21),(21,6),-1.71191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,21),(21,9),0.0715679 # DEPENDENCYPART_GRANDPAR
(6,21),(21,10),-0.127265 # DEPENDENCYPART_GRANDPAR
(6,21),(21,11),-0.286047 # DEPENDENCYPART_GRANDPAR
(6,21),(21,12),0.215946 # DEPENDENCYPART_GRANDPAR
(6,21),(21,13),-0.162122 # DEPENDENCYPART_GRANDPAR
(6,21),(21,14),-0.339001 # DEPENDENCYPART_GRANDPAR
(6,21),(21,15),-0.374118 # DEPENDENCYPART_GRANDPAR
(6,21),(21,16),-0.84695 # DEPENDENCYPART_GRANDPAR
(6,21),(21,17),-0.314444 # DEPENDENCYPART_GRANDPAR
(6,21),(21,18),-0.955783 # DEPENDENCYPART_GRANDPAR
(6,21),(21,19),-0.550064 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.716468 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),-0.78564 # DEPENDENCYPART_GRANDPAR
(6,21),(21,23),-0.883944 # DEPENDENCYPART_GRANDPAR
(6,21),(21,24),-0.137883 # DEPENDENCYPART_GRANDPAR
(6,21),(21,25),-0.876252 # DEPENDENCYPART_GRANDPAR
(6,22),(22,13),0.312477 # DEPENDENCYPART_GRANDPAR
(6,22),(22,20),-0.544729 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),0.0264032 # DEPENDENCYPART_GRANDPAR
(6,22),(22,23),-0.806731 # DEPENDENCYPART_GRANDPAR
(6,22),(22,24),-0.0888957 # DEPENDENCYPART_GRANDPAR
(6,22),(22,25),-0.703331 # DEPENDENCYPART_GRANDPAR
(6,23),(23,13),0.306063 # DEPENDENCYPART_GRANDPAR
(6,23),(23,21),0.0350285 # DEPENDENCYPART_GRANDPAR
(6,23),(23,22),-0.47089 # DEPENDENCYPART_GRANDPAR
(6,23),(23,24),-0.106771 # DEPENDENCYPART_GRANDPAR
(6,23),(23,25),-0.705046 # DEPENDENCYPART_GRANDPAR
(6,24),(24,17),-0.205453 # DEPENDENCYPART_GRANDPAR
(6,24),(24,20),-0.511458 # DEPENDENCYPART_GRANDPAR
(6,24),(24,21),-0.364274 # DEPENDENCYPART_GRANDPAR
(6,24),(24,22),-0.64774 # DEPENDENCYPART_GRANDPAR
(6,24),(24,23),-0.64213 # DEPENDENCYPART_GRANDPAR
(6,24),(24,25),-0.957021 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.715846 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.8013 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.464771 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.320115 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.697119 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.38253 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.205583 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.0401606 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.141452 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.881556 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.96701 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.58435 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.400258 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.86283 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.809486 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.49851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.522713 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.230687 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.336879 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.392208 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.883116 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.458993 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.442864 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.611888 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.697342 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.507415 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.588899 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.698076 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.33878 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.4452 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.0550381 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.203125 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.198991 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.160737 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.655107 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.110547 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.230394 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.282129 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.516942 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.308582 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.790957 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.249648 # DEPENDENCYPART_GRANDPAR
(7,10),(10,22),-0.387934 # DEPENDENCYPART_GRANDPAR
(7,10),(10,23),-0.594687 # DEPENDENCYPART_GRANDPAR
(7,10),(10,24),-0.839519 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.616632 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.702086 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.508248 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.593644 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.706363 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-1.30094 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),-0.414882 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.00727474 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.0105846 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.226421 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.174915 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.654876 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.139505 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.259352 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.335818 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.33068 # DEPENDENCYPART_GRANDPAR
(7,11),(11,24),-0.839289 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.171513 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.0496685 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.545566 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),0.31278 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.489504 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-2.31399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,1),-1.07058 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.0496685 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.545566 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),0.31278 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.489504 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-2.31399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.216437 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.205892 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.743266 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.285987 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-1.07296 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.442081 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.665723 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.489532 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-2.31399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,8),-2.16522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.11571 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.39394 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.992495 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-1.90158 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.27071 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.863 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-1.3118 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.786393 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.19727 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),0.015233 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.73629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.101602 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.70203 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.161073 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-1.23338 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.909004 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.367387 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-1.62754 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.996669 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.782817 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.508092 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-1.07638 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),0.0780744 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.69754 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.639254 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.54249 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.044371 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.21022 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-1.03494 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.463441 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.462039 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.355313 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.55933 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.734381 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-1.4113 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.161942 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),-0.146834 # DEPENDENCYPART_GRANDPAR
(8,10),(10,23),-0.155299 # DEPENDENCYPART_GRANDPAR
(8,10),(10,24),-1.35685 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-1.63261 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-1.00173 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.783969 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.513155 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-1.08488 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),0.0771837 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.68585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.669131 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.115204 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.0147338 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.196284 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-1.03695 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.494464 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.493062 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.405753 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.758697 # DEPENDENCYPART_GRANDPAR
(8,11),(11,24),-1.35886 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),0.0664942 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),0.115772 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),0.248674 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.00520948 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),0.659342 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),0.462003 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.0526392 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),0.115772 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),0.248674 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.00520948 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),0.659342 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),0.462003 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.7887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,2),-0.0465942 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.0177065 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.0168026 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.0550168 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.157876 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.103875 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.659314 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.462 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),0.168364 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),0.0655049 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.0668657 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),0.197966 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.00652102 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.227135 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.424702 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.84925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.356515 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.628706 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.721009 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.563243 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-1.05788 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.96446 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-1.11958 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-1.14095 # DEPENDENCYPART_GRANDPAR
(9,6),(6,20),-1.25503 # DEPENDENCYPART_GRANDPAR
(9,6),(6,21),-0.960999 # DEPENDENCYPART_GRANDPAR
(9,6),(6,22),-0.782884 # DEPENDENCYPART_GRANDPAR
(9,6),(6,23),-0.693903 # DEPENDENCYPART_GRANDPAR
(9,6),(6,24),-1.18152 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.203537 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.69156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.13475 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.422336 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.103845 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.206704 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.25248 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.12717 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.2784 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.0114567 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.68266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.15464 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.441755 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.761696 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.864555 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-1.02476 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.931833 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.430135 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.501675 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.467024 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.12973 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.133593 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.0918486 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.181575 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.282555 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),0.0434482 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.104764 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.231082 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.215318 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),0.0549476 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.477397 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.331839 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-0.0239843 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),0.0218412 # DEPENDENCYPART_GRANDPAR
(9,10),(10,24),-0.403895 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.766222 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.869081 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-1.02539 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.93636 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.438004 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.502029 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.46727 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.05249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.594731 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.0879269 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.209653 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.247014 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),0.0533554 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.0948566 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.227054 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),0.0698592 # DEPENDENCYPART_GRANDPAR
(9,11),(11,24),-0.368354 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.85903 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-0.880662 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.403834 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.393317 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.437326 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.85753 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
