# _root_ Mezi pašeráky byli v Průhonicích u Prahy zadrženi i dva policisté z Bratislavy , kteří - jak se po prvním výslechu ukázalo - nepřísluší ke kriminální , ale k dopravní policii .
#goldHeads=8,1,8,8,4,5,6,0,11,11,8,11,12,24,24,22,22,22,22,21,19,24,22,11,28,25,28,24,28,31,29,0,
#predictedHeads=3,1,8,3,4,8,6,0,11,11,8,11,12,22,24,22,22,22,22,21,19,13,22,28,28,25,28,22,28,31,29,0,
(32,22),-4.16322 # DEPENDENCYPART_ARC
(32,23),-3.06541 # DEPENDENCYPART_ARC
(32,24),-3.2889 # DEPENDENCYPART_ARC
(32,25),-3.28238 # DEPENDENCYPART_ARC
(32,26),-3.0483 # DEPENDENCYPART_ARC
(32,27),-2.90638 # DEPENDENCYPART_ARC
(32,28),-3.2854 # DEPENDENCYPART_ARC
(32,29),-2.89497 # DEPENDENCYPART_ARC
(32,30),-2.51749 # DEPENDENCYPART_ARC
(32,31),-3.17114 # DEPENDENCYPART_ARC
