# _root_ Pro pedagogický dozor může být potěšující , že jejich účast při soutěžích bude odměňována podle zákona o cestovních náhradách , a v tomto směru jsou postaveni na roveň ostatním pracovníkům vyslaným na služební cestu .
#goldHeads=4,3,1,21,4,5,8,4,10,14,10,11,14,8,14,15,16,19,17,8,0,25,24,22,21,25,26,27,30,28,30,31,34,32,0,
#predictedHeads=4,3,1,0,4,5,8,4,10,14,10,11,14,8,14,15,16,19,17,21,14,26,24,22,21,25,26,27,30,26,30,31,34,32,0,
(29,26),-2.06075 # DEPENDENCYPART_ARC
(29,27),0.600004 # DEPENDENCYPART_ARC
(29,28),-0.924384 # DEPENDENCYPART_ARC
(29,30),1.53778 # DEPENDENCYPART_ARC
(29,31),0.411057 # DEPENDENCYPART_ARC
(29,32),0.0454591 # DEPENDENCYPART_ARC
(29,33),-3.45729 # DEPENDENCYPART_ARC
(29,34),-2.22524 # DEPENDENCYPART_ARC
(29,35),-1.07337 # DEPENDENCYPART_ARC
(30,1),-3.37605 # DEPENDENCYPART_ARC
(30,2),-10.7756 # DEPENDENCYPART_ARC
(30,3),-11.7978 # DEPENDENCYPART_ARC
(30,4),-4.12803 # DEPENDENCYPART_ARC
(30,5),-2.72425 # DEPENDENCYPART_ARC
(30,6),-10.7531 # DEPENDENCYPART_ARC
(30,7),-3.27662 # DEPENDENCYPART_ARC
(30,8),-7.86442 # DEPENDENCYPART_ARC
(30,9),-3.80594 # DEPENDENCYPART_ARC
(30,10),-10.8729 # DEPENDENCYPART_ARC
(30,11),-2.55696 # DEPENDENCYPART_ARC
(30,12),-9.73992 # DEPENDENCYPART_ARC
(30,13),-3.97321 # DEPENDENCYPART_ARC
(30,14),-3.42623 # DEPENDENCYPART_ARC
(30,15),-2.25072 # DEPENDENCYPART_ARC
(30,16),-7.01783 # DEPENDENCYPART_ARC
(30,17),-1.58238 # DEPENDENCYPART_ARC
(30,18),-4.93531 # DEPENDENCYPART_ARC
(30,19),-8.95426 # DEPENDENCYPART_ARC
(30,20),-1.76082 # DEPENDENCYPART_ARC
(30,21),-2.22801 # DEPENDENCYPART_ARC
(30,22),-1.78202 # DEPENDENCYPART_ARC
(30,23),-1.52291 # DEPENDENCYPART_ARC
(30,24),-5.17022 # DEPENDENCYPART_ARC
(30,25),-1.94557 # DEPENDENCYPART_ARC
(30,26),-1.46818 # DEPENDENCYPART_ARC
(30,27),-0.137166 # DEPENDENCYPART_ARC
(30,28),-3.20874 # DEPENDENCYPART_ARC
(30,29),5.40478 # DEPENDENCYPART_ARC
(30,31),3.10468 # DEPENDENCYPART_ARC
(30,32),0.322094 # DEPENDENCYPART_ARC
(30,33),-3.20102 # DEPENDENCYPART_ARC
(30,34),-1.34239 # DEPENDENCYPART_ARC
(30,35),-0.680634 # DEPENDENCYPART_ARC
(31,1),-2.93411 # DEPENDENCYPART_ARC
(31,2),-5.96558 # DEPENDENCYPART_ARC
(31,3),-6.21382 # DEPENDENCYPART_ARC
(31,4),-3.11704 # DEPENDENCYPART_ARC
(31,5),-2.17306 # DEPENDENCYPART_ARC
(31,6),-5.73289 # DEPENDENCYPART_ARC
(31,7),-3.46988 # DEPENDENCYPART_ARC
(31,8),-2.95173 # DEPENDENCYPART_ARC
(31,9),-2.45263 # DEPENDENCYPART_ARC
(31,10),-5.58014 # DEPENDENCYPART_ARC
(31,11),-2.31069 # DEPENDENCYPART_ARC
(31,12),-6.09252 # DEPENDENCYPART_ARC
(31,13),-1.92973 # DEPENDENCYPART_ARC
(31,14),-3.16801 # DEPENDENCYPART_ARC
(31,15),-1.69235 # DEPENDENCYPART_ARC
(31,16),-4.85892 # DEPENDENCYPART_ARC
(31,17),-1.60678 # DEPENDENCYPART_ARC
(31,18),-4.99301 # DEPENDENCYPART_ARC
(31,19),-5.38218 # DEPENDENCYPART_ARC
(31,20),-1.15666 # DEPENDENCYPART_ARC
(31,21),-1.27759 # DEPENDENCYPART_ARC
(31,22),-0.702766 # DEPENDENCYPART_ARC
(31,23),-1.82443 # DEPENDENCYPART_ARC
(31,24),-3.92772 # DEPENDENCYPART_ARC
(31,25),-2.43205 # DEPENDENCYPART_ARC
(31,26),-1.84688 # DEPENDENCYPART_ARC
(31,27),0.552044 # DEPENDENCYPART_ARC
(31,28),-1.71866 # DEPENDENCYPART_ARC
(31,29),1.05338 # DEPENDENCYPART_ARC
(31,30),0.89068 # DEPENDENCYPART_ARC
(31,32),2.55105 # DEPENDENCYPART_ARC
(31,33),-1.75597 # DEPENDENCYPART_ARC
(31,34),-0.831373 # DEPENDENCYPART_ARC
(31,35),0.328209 # DEPENDENCYPART_ARC
(32,1),-6.11156 # DEPENDENCYPART_ARC
(32,2),-4.14674 # DEPENDENCYPART_ARC
(32,3),-4.52168 # DEPENDENCYPART_ARC
(32,4),-4.47539 # DEPENDENCYPART_ARC
(32,5),-3.48707 # DEPENDENCYPART_ARC
(32,6),-4.25873 # DEPENDENCYPART_ARC
(32,7),-4.26326 # DEPENDENCYPART_ARC
(32,8),-2.90789 # DEPENDENCYPART_ARC
(32,9),-2.99175 # DEPENDENCYPART_ARC
(32,10),-4.6754 # DEPENDENCYPART_ARC
(32,11),-4.64664 # DEPENDENCYPART_ARC
(32,12),-3.79968 # DEPENDENCYPART_ARC
(32,13),-3.79295 # DEPENDENCYPART_ARC
(32,14),-3.61283 # DEPENDENCYPART_ARC
(32,15),-3.07368 # DEPENDENCYPART_ARC
(32,16),-2.00896 # DEPENDENCYPART_ARC
(32,17),-4.21154 # DEPENDENCYPART_ARC
(32,18),-3.44373 # DEPENDENCYPART_ARC
(32,19),-3.9402 # DEPENDENCYPART_ARC
(32,20),-2.07967 # DEPENDENCYPART_ARC
(32,21),-1.8431 # DEPENDENCYPART_ARC
(32,22),-2.78026 # DEPENDENCYPART_ARC
(32,23),-1.96586 # DEPENDENCYPART_ARC
(32,24),-1.82218 # DEPENDENCYPART_ARC
(32,25),-3.08367 # DEPENDENCYPART_ARC
(32,26),-3.17114 # DEPENDENCYPART_ARC
(32,27),-1.32849 # DEPENDENCYPART_ARC
(32,28),-1.83303 # DEPENDENCYPART_ARC
(32,29),-2.38598 # DEPENDENCYPART_ARC
(32,30),-2.25265 # DEPENDENCYPART_ARC
(32,31),-1.24277 # DEPENDENCYPART_ARC
(32,33),1.73359 # DEPENDENCYPART_ARC
(32,34),4.20312 # DEPENDENCYPART_ARC
(32,35),0.0976704 # DEPENDENCYPART_ARC
(33,1),-5.13953 # DEPENDENCYPART_ARC
(33,2),-6.07643 # DEPENDENCYPART_ARC
(33,3),-6.31782 # DEPENDENCYPART_ARC
(33,4),-5.78691 # DEPENDENCYPART_ARC
(33,5),-3.3693 # DEPENDENCYPART_ARC
(33,6),-8.74071 # DEPENDENCYPART_ARC
(33,7),-4.86439 # DEPENDENCYPART_ARC
(33,8),-4.26886 # DEPENDENCYPART_ARC
(33,9),-3.51735 # DEPENDENCYPART_ARC
(33,10),-7.15409 # DEPENDENCYPART_ARC
(33,11),-3.76293 # DEPENDENCYPART_ARC
(33,12),-7.29682 # DEPENDENCYPART_ARC
(33,13),-3.92828 # DEPENDENCYPART_ARC
(33,14),-5.06333 # DEPENDENCYPART_ARC
(33,15),-2.86426 # DEPENDENCYPART_ARC
(33,16),-5.6353 # DEPENDENCYPART_ARC
(33,17),-3.50449 # DEPENDENCYPART_ARC
(33,18),-6.59059 # DEPENDENCYPART_ARC
(33,19),-6.53712 # DEPENDENCYPART_ARC
(33,20),-2.86913 # DEPENDENCYPART_ARC
(33,21),-2.47051 # DEPENDENCYPART_ARC
(33,22),-2.14825 # DEPENDENCYPART_ARC
(33,23),-3.56184 # DEPENDENCYPART_ARC
(33,24),-5.13065 # DEPENDENCYPART_ARC
(33,25),-5.74895 # DEPENDENCYPART_ARC
(33,26),-4.95362 # DEPENDENCYPART_ARC
(33,27),-1.86604 # DEPENDENCYPART_ARC
(33,28),-2.19601 # DEPENDENCYPART_ARC
(33,29),-4.0316 # DEPENDENCYPART_ARC
(33,30),-2.58022 # DEPENDENCYPART_ARC
(33,31),-3.18971 # DEPENDENCYPART_ARC
(33,32),-0.0550561 # DEPENDENCYPART_ARC
(33,34),-0.788908 # DEPENDENCYPART_ARC
(33,35),-0.357164 # DEPENDENCYPART_ARC
(34,1),-3.16842 # DEPENDENCYPART_ARC
(34,2),-8.20515 # DEPENDENCYPART_ARC
(34,3),-9.30314 # DEPENDENCYPART_ARC
(34,4),-3.56298 # DEPENDENCYPART_ARC
(34,5),-2.31409 # DEPENDENCYPART_ARC
(34,6),-12.5137 # DEPENDENCYPART_ARC
(34,7),-4.20477 # DEPENDENCYPART_ARC
(34,8),-8.96309 # DEPENDENCYPART_ARC
(34,9),-3.84837 # DEPENDENCYPART_ARC
(34,10),-9.08803 # DEPENDENCYPART_ARC
(34,11),-2.9781 # DEPENDENCYPART_ARC
(34,12),-9.4839 # DEPENDENCYPART_ARC
(34,13),-2.88028 # DEPENDENCYPART_ARC
(34,14),-1.52466 # DEPENDENCYPART_ARC
(34,15),-1.86569 # DEPENDENCYPART_ARC
(34,16),-6.66292 # DEPENDENCYPART_ARC
(34,17),-1.31263 # DEPENDENCYPART_ARC
(34,18),-5.30848 # DEPENDENCYPART_ARC
(34,19),-8.83959 # DEPENDENCYPART_ARC
(34,20),-2.57307 # DEPENDENCYPART_ARC
(34,21),-2.75507 # DEPENDENCYPART_ARC
(34,22),-2.4878 # DEPENDENCYPART_ARC
(34,23),-2.43394 # DEPENDENCYPART_ARC
(34,24),-5.00367 # DEPENDENCYPART_ARC
(34,25),-2.36438 # DEPENDENCYPART_ARC
(34,26),-1.93701 # DEPENDENCYPART_ARC
(34,27),-0.278143 # DEPENDENCYPART_ARC
(34,28),-0.451554 # DEPENDENCYPART_ARC
(34,29),-2.71595 # DEPENDENCYPART_ARC
(34,30),-3.27299 # DEPENDENCYPART_ARC
(34,31),-3.6689 # DEPENDENCYPART_ARC
(34,32),-0.0825747 # DEPENDENCYPART_ARC
(34,33),5.52871 # DEPENDENCYPART_ARC
(34,35),0.680438 # DEPENDENCYPART_ARC
(35,1),-7.12602 # DEPENDENCYPART_ARC
(35,2),-6.95944 # DEPENDENCYPART_ARC
(35,3),-10.0341 # DEPENDENCYPART_ARC
(35,4),-6.98832 # DEPENDENCYPART_ARC
(35,5),-6.2977 # DEPENDENCYPART_ARC
(35,6),-6.40842 # DEPENDENCYPART_ARC
(35,7),-8.30329 # DEPENDENCYPART_ARC
(35,8),-5.70892 # DEPENDENCYPART_ARC
(35,9),-5.31892 # DEPENDENCYPART_ARC
(35,10),-7.74204 # DEPENDENCYPART_ARC
(35,11),-5.76153 # DEPENDENCYPART_ARC
(35,12),-7.14026 # DEPENDENCYPART_ARC
(35,13),-5.17967 # DEPENDENCYPART_ARC
(35,14),-5.40251 # DEPENDENCYPART_ARC
(35,15),-4.31671 # DEPENDENCYPART_ARC
(35,16),-5.7745 # DEPENDENCYPART_ARC
(35,17),-4.98943 # DEPENDENCYPART_ARC
(35,18),-4.48962 # DEPENDENCYPART_ARC
(35,19),-5.60569 # DEPENDENCYPART_ARC
(35,20),-5.05852 # DEPENDENCYPART_ARC
(35,21),-4.38826 # DEPENDENCYPART_ARC
(35,22),-4.24972 # DEPENDENCYPART_ARC
(35,23),-3.57293 # DEPENDENCYPART_ARC
(35,24),-5.3877 # DEPENDENCYPART_ARC
(35,25),-4.60817 # DEPENDENCYPART_ARC
(35,26),-4.23915 # DEPENDENCYPART_ARC
(35,27),-3.57679 # DEPENDENCYPART_ARC
(35,28),-3.20885 # DEPENDENCYPART_ARC
(35,29),-3.44013 # DEPENDENCYPART_ARC
(35,30),-3.61949 # DEPENDENCYPART_ARC
(35,31),-3.2745 # DEPENDENCYPART_ARC
(35,32),-2.95132 # DEPENDENCYPART_ARC
(35,33),-2.55759 # DEPENDENCYPART_ARC
(35,34),-3.22695 # DEPENDENCYPART_ARC
