# _root_ Ale taky čarodějem - uvážíme - li , že za pouhých 20 let dokázal vybudovat čtvrté největší hospodářské impérium v Itálii , že dokázal za kratičké tři měsíce " vydupat ze země " vlastní stranu Forza Italia .
#goldHeads=0,3,1,7,7,7,1,22,22,15,12,10,12,9,14,19,19,19,15,15,20,5,22,23,30,28,28,25,30,24,30,31,30,35,30,35,36,0,
#predictedHeads=0,5,1,1,7,7,3,9,5,14,13,14,12,9,14,19,19,19,15,19,20,23,15,23,24,28,28,25,14,24,30,31,35,35,30,37,35,0,
(27,32),-1.2192 # DEPENDENCYPART_ARC
(27,33),-1.95891 # DEPENDENCYPART_ARC
(27,34),-2.2125 # DEPENDENCYPART_ARC
(27,35),-3.60967 # DEPENDENCYPART_ARC
(27,36),-2.25041 # DEPENDENCYPART_ARC
(27,37),-3.53633 # DEPENDENCYPART_ARC
(27,38),-3.36125 # DEPENDENCYPART_ARC
(28,1),-5.12581 # DEPENDENCYPART_ARC
(28,2),-3.53336 # DEPENDENCYPART_ARC
(28,3),-7.51984 # DEPENDENCYPART_ARC
(28,4),-2.70487 # DEPENDENCYPART_ARC
(28,5),-1.89627 # DEPENDENCYPART_ARC
(28,6),-1.82288 # DEPENDENCYPART_ARC
(28,7),-2.54135 # DEPENDENCYPART_ARC
(28,8),-2.12891 # DEPENDENCYPART_ARC
(28,9),-5.30528 # DEPENDENCYPART_ARC
(28,10),-1.12764 # DEPENDENCYPART_ARC
(28,11),-3.53441 # DEPENDENCYPART_ARC
(28,12),-3.23158 # DEPENDENCYPART_ARC
(28,13),-4.32435 # DEPENDENCYPART_ARC
(28,14),-3.51887 # DEPENDENCYPART_ARC
(28,15),-0.754256 # DEPENDENCYPART_ARC
(28,16),-1.77373 # DEPENDENCYPART_ARC
(28,17),-2.20606 # DEPENDENCYPART_ARC
(28,18),-1.91872 # DEPENDENCYPART_ARC
(28,19),-2.83999 # DEPENDENCYPART_ARC
(28,20),-1.42141 # DEPENDENCYPART_ARC
(28,21),-4.02985 # DEPENDENCYPART_ARC
(28,22),-0.0898469 # DEPENDENCYPART_ARC
(28,23),-0.972628 # DEPENDENCYPART_ARC
(28,24),-2.08344 # DEPENDENCYPART_ARC
(28,25),1.29235 # DEPENDENCYPART_ARC
(28,26),4.67092 # DEPENDENCYPART_ARC
(28,27),4.6647 # DEPENDENCYPART_ARC
(28,29),0.81115 # DEPENDENCYPART_ARC
(28,30),0.34489 # DEPENDENCYPART_ARC
(28,31),-0.685118 # DEPENDENCYPART_ARC
(28,32),-0.67002 # DEPENDENCYPART_ARC
(28,33),-0.827923 # DEPENDENCYPART_ARC
(28,34),-3.25105 # DEPENDENCYPART_ARC
(28,35),-2.81548 # DEPENDENCYPART_ARC
(28,36),-1.04876 # DEPENDENCYPART_ARC
(28,37),-2.53708 # DEPENDENCYPART_ARC
(28,38),-4.17265 # DEPENDENCYPART_ARC
(29,1),-3.15999 # DEPENDENCYPART_ARC
(29,2),-3.7538 # DEPENDENCYPART_ARC
(29,3),-7.30083 # DEPENDENCYPART_ARC
(29,4),-4.07904 # DEPENDENCYPART_ARC
(29,5),-3.04861 # DEPENDENCYPART_ARC
(29,6),-3.97656 # DEPENDENCYPART_ARC
(29,7),-2.857 # DEPENDENCYPART_ARC
(29,8),-4.71314 # DEPENDENCYPART_ARC
(29,9),-3.16059 # DEPENDENCYPART_ARC
(29,10),-4.06238 # DEPENDENCYPART_ARC
(29,11),-3.48586 # DEPENDENCYPART_ARC
(29,12),-4.31684 # DEPENDENCYPART_ARC
(29,13),-5.6225 # DEPENDENCYPART_ARC
(29,14),-2.47089 # DEPENDENCYPART_ARC
(29,15),-2.45773 # DEPENDENCYPART_ARC
(29,16),-3.5674 # DEPENDENCYPART_ARC
(29,17),-3.19805 # DEPENDENCYPART_ARC
(29,18),-3.20544 # DEPENDENCYPART_ARC
(29,19),-3.54616 # DEPENDENCYPART_ARC
(29,20),-3.12431 # DEPENDENCYPART_ARC
(29,21),-2.8249 # DEPENDENCYPART_ARC
(29,22),-2.5319 # DEPENDENCYPART_ARC
(29,23),-1.63213 # DEPENDENCYPART_ARC
(29,24),-1.49541 # DEPENDENCYPART_ARC
(29,25),-1.67972 # DEPENDENCYPART_ARC
(29,26),-1.30005 # DEPENDENCYPART_ARC
(29,27),-1.34379 # DEPENDENCYPART_ARC
(29,28),-1.72618 # DEPENDENCYPART_ARC
(29,30),-1.50131 # DEPENDENCYPART_ARC
(29,31),-1.90916 # DEPENDENCYPART_ARC
(29,32),-2.11015 # DEPENDENCYPART_ARC
(29,33),-1.49043 # DEPENDENCYPART_ARC
(29,34),-2.88016 # DEPENDENCYPART_ARC
(29,35),-2.99582 # DEPENDENCYPART_ARC
(29,36),-3.1614 # DEPENDENCYPART_ARC
(29,37),-3.08202 # DEPENDENCYPART_ARC
(29,38),-2.04856 # DEPENDENCYPART_ARC
(30,1),0.40619 # DEPENDENCYPART_ARC
(30,2),-1.97909 # DEPENDENCYPART_ARC
(30,3),-1.62282 # DEPENDENCYPART_ARC
(30,4),-1.80532 # DEPENDENCYPART_ARC
(30,5),-3.54734 # DEPENDENCYPART_ARC
(30,6),-1.03912 # DEPENDENCYPART_ARC
(30,7),1.31803 # DEPENDENCYPART_ARC
(30,8),-1.36664 # DEPENDENCYPART_ARC
(30,9),-2.7198 # DEPENDENCYPART_ARC
(30,10),0.780134 # DEPENDENCYPART_ARC
(30,11),-3.61491 # DEPENDENCYPART_ARC
(30,12),-1.28471 # DEPENDENCYPART_ARC
(30,13),-1.46119 # DEPENDENCYPART_ARC
(30,14),-3.43644 # DEPENDENCYPART_ARC
(30,15),-2.10489 # DEPENDENCYPART_ARC
(30,16),0.0717674 # DEPENDENCYPART_ARC
(30,17),-2.30929 # DEPENDENCYPART_ARC
(30,18),-2.40698 # DEPENDENCYPART_ARC
(30,19),0.646064 # DEPENDENCYPART_ARC
(30,20),-1.4543 # DEPENDENCYPART_ARC
(30,21),-1.80073 # DEPENDENCYPART_ARC
(30,22),-0.544805 # DEPENDENCYPART_ARC
(30,23),-0.215841 # DEPENDENCYPART_ARC
(30,24),-1.17418 # DEPENDENCYPART_ARC
(30,25),1.29784 # DEPENDENCYPART_ARC
(30,26),-0.0430844 # DEPENDENCYPART_ARC
(30,27),1.78451 # DEPENDENCYPART_ARC
(30,28),1.97108 # DEPENDENCYPART_ARC
(30,29),0.101947 # DEPENDENCYPART_ARC
(30,31),2.69959 # DEPENDENCYPART_ARC
(30,32),0.446257 # DEPENDENCYPART_ARC
(30,33),0.953038 # DEPENDENCYPART_ARC
(30,34),-1.24188 # DEPENDENCYPART_ARC
(30,35),1.90855 # DEPENDENCYPART_ARC
(30,36),-1.08455 # DEPENDENCYPART_ARC
(30,37),0.122768 # DEPENDENCYPART_ARC
(30,38),-0.175269 # DEPENDENCYPART_ARC
(31,1),-3.52802 # DEPENDENCYPART_ARC
(31,2),-3.77901 # DEPENDENCYPART_ARC
(31,3),-5.05444 # DEPENDENCYPART_ARC
(31,4),-4.60954 # DEPENDENCYPART_ARC
(31,6),-4.16422 # DEPENDENCYPART_ARC
(31,8),-4.37777 # DEPENDENCYPART_ARC
(31,10),-4.74238 # DEPENDENCYPART_ARC
(31,11),-4.52282 # DEPENDENCYPART_ARC
(31,12),-3.61613 # DEPENDENCYPART_ARC
(31,13),-5.04443 # DEPENDENCYPART_ARC
(31,16),-3.49507 # DEPENDENCYPART_ARC
(31,17),-3.6241 # DEPENDENCYPART_ARC
(31,18),-3.66467 # DEPENDENCYPART_ARC
(31,19),-3.68499 # DEPENDENCYPART_ARC
(31,20),-3.71688 # DEPENDENCYPART_ARC
(31,21),-3.11232 # DEPENDENCYPART_ARC
(31,22),-2.07474 # DEPENDENCYPART_ARC
(31,25),-2.15039 # DEPENDENCYPART_ARC
(31,26),-2.54822 # DEPENDENCYPART_ARC
(31,27),-2.20267 # DEPENDENCYPART_ARC
(31,28),-1.79022 # DEPENDENCYPART_ARC
(31,29),-0.243989 # DEPENDENCYPART_ARC
(31,32),3.87815 # DEPENDENCYPART_ARC
(31,33),0.504729 # DEPENDENCYPART_ARC
(31,34),-1.83147 # DEPENDENCYPART_ARC
(31,35),-2.07026 # DEPENDENCYPART_ARC
(31,36),-0.267982 # DEPENDENCYPART_ARC
(31,37),-1.01714 # DEPENDENCYPART_ARC
(31,38),-0.995547 # DEPENDENCYPART_ARC
(32,1),-7.58123 # DEPENDENCYPART_ARC
(32,2),-5.09862 # DEPENDENCYPART_ARC
(32,3),-9.3017 # DEPENDENCYPART_ARC
(32,4),-4.43678 # DEPENDENCYPART_ARC
(32,5),-3.35169 # DEPENDENCYPART_ARC
(32,6),-3.62005 # DEPENDENCYPART_ARC
(32,7),-4.29945 # DEPENDENCYPART_ARC
(32,8),-4.11445 # DEPENDENCYPART_ARC
(32,9),-7.77015 # DEPENDENCYPART_ARC
(32,10),-2.6651 # DEPENDENCYPART_ARC
(32,11),-7.23498 # DEPENDENCYPART_ARC
(32,12),-5.61127 # DEPENDENCYPART_ARC
(32,13),-7.93559 # DEPENDENCYPART_ARC
(32,14),-4.40219 # DEPENDENCYPART_ARC
(32,15),-1.78884 # DEPENDENCYPART_ARC
(32,16),-5.17038 # DEPENDENCYPART_ARC
(32,17),-6.32741 # DEPENDENCYPART_ARC
(32,18),-5.978 # DEPENDENCYPART_ARC
(32,19),-7.43686 # DEPENDENCYPART_ARC
(32,20),-2.96259 # DEPENDENCYPART_ARC
(32,21),-6.26993 # DEPENDENCYPART_ARC
(32,22),-1.93802 # DEPENDENCYPART_ARC
(32,23),-3.59891 # DEPENDENCYPART_ARC
(32,24),-3.29791 # DEPENDENCYPART_ARC
(32,25),-0.565566 # DEPENDENCYPART_ARC
(32,26),-5.71599 # DEPENDENCYPART_ARC
(32,27),-3.93309 # DEPENDENCYPART_ARC
(32,28),-5.43466 # DEPENDENCYPART_ARC
(32,29),-0.0977427 # DEPENDENCYPART_ARC
(32,30),0.505967 # DEPENDENCYPART_ARC
(32,31),1.30133 # DEPENDENCYPART_ARC
(32,33),0.265095 # DEPENDENCYPART_ARC
(32,34),-0.858859 # DEPENDENCYPART_ARC
(32,35),-3.38872 # DEPENDENCYPART_ARC
(32,36),-0.127873 # DEPENDENCYPART_ARC
(32,37),1.05823 # DEPENDENCYPART_ARC
(32,38),-2.60824 # DEPENDENCYPART_ARC
(33,1),-3.66663 # DEPENDENCYPART_ARC
(33,2),-3.89268 # DEPENDENCYPART_ARC
(33,3),-7.22924 # DEPENDENCYPART_ARC
(33,4),-4.61331 # DEPENDENCYPART_ARC
(33,5),-3.37797 # DEPENDENCYPART_ARC
(33,6),-4.2196 # DEPENDENCYPART_ARC
(33,7),-2.43274 # DEPENDENCYPART_ARC
(33,8),-4.79566 # DEPENDENCYPART_ARC
(33,9),-3.58126 # DEPENDENCYPART_ARC
(33,10),-4.30667 # DEPENDENCYPART_ARC
(33,11),-3.14335 # DEPENDENCYPART_ARC
(33,12),-4.74078 # DEPENDENCYPART_ARC
(33,13),-6.54856 # DEPENDENCYPART_ARC
(33,14),-3.12438 # DEPENDENCYPART_ARC
(33,15),-2.82909 # DEPENDENCYPART_ARC
(33,16),-3.73527 # DEPENDENCYPART_ARC
(33,17),-2.74716 # DEPENDENCYPART_ARC
(33,18),-2.81611 # DEPENDENCYPART_ARC
(33,19),-4.02196 # DEPENDENCYPART_ARC
(33,20),-3.12981 # DEPENDENCYPART_ARC
(33,21),-2.75453 # DEPENDENCYPART_ARC
(33,22),-2.6709 # DEPENDENCYPART_ARC
(33,23),-1.90033 # DEPENDENCYPART_ARC
(33,24),-1.7234 # DEPENDENCYPART_ARC
(33,25),-1.86293 # DEPENDENCYPART_ARC
(33,26),-1.35954 # DEPENDENCYPART_ARC
(33,27),-1.77982 # DEPENDENCYPART_ARC
(33,28),-1.50531 # DEPENDENCYPART_ARC
(33,29),-1.35877 # DEPENDENCYPART_ARC
(33,30),-0.64336 # DEPENDENCYPART_ARC
(33,31),-1.22581 # DEPENDENCYPART_ARC
(33,32),0.542016 # DEPENDENCYPART_ARC
(33,34),-1.44744 # DEPENDENCYPART_ARC
(33,35),-1.02169 # DEPENDENCYPART_ARC
(33,36),-1.76978 # DEPENDENCYPART_ARC
(33,37),-1.20271 # DEPENDENCYPART_ARC
(33,38),-1.77998 # DEPENDENCYPART_ARC
(34,1),-4.49837 # DEPENDENCYPART_ARC
(34,2),-5.77531 # DEPENDENCYPART_ARC
(34,3),-5.22383 # DEPENDENCYPART_ARC
(34,4),-4.37483 # DEPENDENCYPART_ARC
(34,5),-6.33105 # DEPENDENCYPART_ARC
(34,6),-4.02834 # DEPENDENCYPART_ARC
(34,7),-2.51358 # DEPENDENCYPART_ARC
(34,8),-4.75437 # DEPENDENCYPART_ARC
(34,9),-4.39005 # DEPENDENCYPART_ARC
(34,10),-4.07956 # DEPENDENCYPART_ARC
(34,11),-8.20134 # DEPENDENCYPART_ARC
(34,12),-3.3763 # DEPENDENCYPART_ARC
(34,13),-7.53111 # DEPENDENCYPART_ARC
(34,14),-5.38823 # DEPENDENCYPART_ARC
(34,15),-2.88541 # DEPENDENCYPART_ARC
(34,16),-4.98828 # DEPENDENCYPART_ARC
(34,17),-4.5158 # DEPENDENCYPART_ARC
(34,18),-5.02325 # DEPENDENCYPART_ARC
(34,19),-4.89924 # DEPENDENCYPART_ARC
(34,20),-3.65334 # DEPENDENCYPART_ARC
(34,21),-5.91515 # DEPENDENCYPART_ARC
(34,22),-2.96456 # DEPENDENCYPART_ARC
(34,23),-2.51738 # DEPENDENCYPART_ARC
(34,24),-4.50138 # DEPENDENCYPART_ARC
(34,25),-2.24478 # DEPENDENCYPART_ARC
(34,26),-5.21803 # DEPENDENCYPART_ARC
(34,27),-3.73497 # DEPENDENCYPART_ARC
(34,28),-3.02107 # DEPENDENCYPART_ARC
(34,29),-1.46026 # DEPENDENCYPART_ARC
(34,30),-1.22157 # DEPENDENCYPART_ARC
(34,31),-0.467741 # DEPENDENCYPART_ARC
(34,32),-2.58364 # DEPENDENCYPART_ARC
(34,33),0.452541 # DEPENDENCYPART_ARC
(34,35),-0.475905 # DEPENDENCYPART_ARC
(34,36),-1.7324 # DEPENDENCYPART_ARC
(34,37),-0.917543 # DEPENDENCYPART_ARC
(34,38),-0.430655 # DEPENDENCYPART_ARC
(35,1),-7.7552 # DEPENDENCYPART_ARC
(35,2),-6.39084 # DEPENDENCYPART_ARC
(35,3),-9.10925 # DEPENDENCYPART_ARC
(35,4),-5.08254 # DEPENDENCYPART_ARC
(35,5),-3.49973 # DEPENDENCYPART_ARC
(35,6),-4.15451 # DEPENDENCYPART_ARC
(35,7),-4.94575 # DEPENDENCYPART_ARC
(35,8),-4.20228 # DEPENDENCYPART_ARC
(35,9),-8.55684 # DEPENDENCYPART_ARC
(35,10),-3.27811 # DEPENDENCYPART_ARC
(35,11),-8.63603 # DEPENDENCYPART_ARC
(35,12),-5.81668 # DEPENDENCYPART_ARC
(35,13),-8.9592 # DEPENDENCYPART_ARC
(35,14),-4.58165 # DEPENDENCYPART_ARC
(35,15),-2.01337 # DEPENDENCYPART_ARC
(35,16),-3.50234 # DEPENDENCYPART_ARC
(35,17),-3.90913 # DEPENDENCYPART_ARC
(35,18),-3.55884 # DEPENDENCYPART_ARC
(35,19),-5.52431 # DEPENDENCYPART_ARC
(35,20),-3.83055 # DEPENDENCYPART_ARC
(35,21),-6.25868 # DEPENDENCYPART_ARC
(35,22),-2.35139 # DEPENDENCYPART_ARC
(35,23),-4.47743 # DEPENDENCYPART_ARC
(35,24),-3.54178 # DEPENDENCYPART_ARC
(35,25),-1.62924 # DEPENDENCYPART_ARC
(35,26),-3.04234 # DEPENDENCYPART_ARC
(35,27),-2.60924 # DEPENDENCYPART_ARC
(35,28),-4.3185 # DEPENDENCYPART_ARC
(35,29),-1.26815 # DEPENDENCYPART_ARC
(35,30),-0.410049 # DEPENDENCYPART_ARC
(35,31),0.296444 # DEPENDENCYPART_ARC
(35,32),-2.20556 # DEPENDENCYPART_ARC
(35,33),1.18775 # DEPENDENCYPART_ARC
(35,34),4.63119 # DEPENDENCYPART_ARC
(35,36),2.22618 # DEPENDENCYPART_ARC
(35,37),2.82838 # DEPENDENCYPART_ARC
(35,38),0.00407037 # DEPENDENCYPART_ARC
(36,1),-4.50443 # DEPENDENCYPART_ARC
(36,2),-5.81033 # DEPENDENCYPART_ARC
(36,3),-4.18096 # DEPENDENCYPART_ARC
(36,4),-4.76879 # DEPENDENCYPART_ARC
(36,5),-3.88242 # DEPENDENCYPART_ARC
(36,6),-3.98789 # DEPENDENCYPART_ARC
(36,7),-2.43646 # DEPENDENCYPART_ARC
(36,8),-4.96035 # DEPENDENCYPART_ARC
(36,9),-4.50576 # DEPENDENCYPART_ARC
(36,10),-3.14424 # DEPENDENCYPART_ARC
(36,11),-4.88741 # DEPENDENCYPART_ARC
(36,12),-3.11022 # DEPENDENCYPART_ARC
(36,13),-5.72791 # DEPENDENCYPART_ARC
(36,14),-4.17353 # DEPENDENCYPART_ARC
(36,15),-2.38381 # DEPENDENCYPART_ARC
(36,16),-3.50117 # DEPENDENCYPART_ARC
(36,17),-2.08752 # DEPENDENCYPART_ARC
(36,18),-2.1677 # DEPENDENCYPART_ARC
(36,19),-3.26913 # DEPENDENCYPART_ARC
(36,20),-3.49599 # DEPENDENCYPART_ARC
(36,21),-3.97652 # DEPENDENCYPART_ARC
(36,22),-3.14449 # DEPENDENCYPART_ARC
(36,23),-2.5523 # DEPENDENCYPART_ARC
(36,24),-3.46653 # DEPENDENCYPART_ARC
(36,25),-1.7095 # DEPENDENCYPART_ARC
(36,26),-3.1609 # DEPENDENCYPART_ARC
(36,27),-2.37363 # DEPENDENCYPART_ARC
(36,28),-2.2766 # DEPENDENCYPART_ARC
(36,29),-1.90263 # DEPENDENCYPART_ARC
(36,30),-1.15908 # DEPENDENCYPART_ARC
(36,31),-1.24919 # DEPENDENCYPART_ARC
(36,32),-2.13476 # DEPENDENCYPART_ARC
(36,33),-0.461261 # DEPENDENCYPART_ARC
(36,34),0.739737 # DEPENDENCYPART_ARC
(36,35),0.446323 # DEPENDENCYPART_ARC
(36,37),3.24009 # DEPENDENCYPART_ARC
(36,38),-0.556942 # DEPENDENCYPART_ARC
(37,1),-8.09711 # DEPENDENCYPART_ARC
(37,2),-6.62676 # DEPENDENCYPART_ARC
(37,3),-9.71267 # DEPENDENCYPART_ARC
(37,4),-5.57087 # DEPENDENCYPART_ARC
(37,5),-3.64739 # DEPENDENCYPART_ARC
(37,6),-4.65514 # DEPENDENCYPART_ARC
(37,7),-5.36395 # DEPENDENCYPART_ARC
(37,8),-4.58232 # DEPENDENCYPART_ARC
(37,9),-8.91582 # DEPENDENCYPART_ARC
(37,10),-4.38324 # DEPENDENCYPART_ARC
(37,11),-6.30964 # DEPENDENCYPART_ARC
(37,12),-6.23843 # DEPENDENCYPART_ARC
(37,13),-9.01941 # DEPENDENCYPART_ARC
(37,14),-6.25998 # DEPENDENCYPART_ARC
(37,15),-2.24169 # DEPENDENCYPART_ARC
(37,16),-5.09607 # DEPENDENCYPART_ARC
(37,17),-5.53712 # DEPENDENCYPART_ARC
(37,18),-4.91681 # DEPENDENCYPART_ARC
(37,19),-6.79755 # DEPENDENCYPART_ARC
(37,20),-5.58293 # DEPENDENCYPART_ARC
(37,21),-4.96451 # DEPENDENCYPART_ARC
(37,22),-2.73854 # DEPENDENCYPART_ARC
(37,23),-4.88515 # DEPENDENCYPART_ARC
(37,24),-5.26267 # DEPENDENCYPART_ARC
(37,25),-2.46351 # DEPENDENCYPART_ARC
(37,26),-3.59942 # DEPENDENCYPART_ARC
(37,27),-3.42195 # DEPENDENCYPART_ARC
(37,28),-5.20219 # DEPENDENCYPART_ARC
(37,29),-1.89393 # DEPENDENCYPART_ARC
(37,30),-0.900951 # DEPENDENCYPART_ARC
(37,31),-0.965286 # DEPENDENCYPART_ARC
(37,32),-2.35616 # DEPENDENCYPART_ARC
(37,33),0.422183 # DEPENDENCYPART_ARC
(37,34),1.57999 # DEPENDENCYPART_ARC
(37,35),0.0859299 # DEPENDENCYPART_ARC
(37,36),5.32186 # DEPENDENCYPART_ARC
(37,38),0.34966 # DEPENDENCYPART_ARC
(38,1),-6.68994 # DEPENDENCYPART_ARC
(38,2),-5.2026 # DEPENDENCYPART_ARC
(38,3),-8.72702 # DEPENDENCYPART_ARC
(38,4),-7.19865 # DEPENDENCYPART_ARC
(38,5),-6.66556 # DEPENDENCYPART_ARC
(38,6),-7.22804 # DEPENDENCYPART_ARC
(38,7),-5.02527 # DEPENDENCYPART_ARC
(38,8),-8.55887 # DEPENDENCYPART_ARC
(38,9),-6.34918 # DEPENDENCYPART_ARC
(38,10),-7.10484 # DEPENDENCYPART_ARC
(38,11),-5.69357 # DEPENDENCYPART_ARC
(38,12),-7.70562 # DEPENDENCYPART_ARC
(38,13),-9.21494 # DEPENDENCYPART_ARC
(38,14),-6.22553 # DEPENDENCYPART_ARC
(38,15),-5.92578 # DEPENDENCYPART_ARC
(38,16),-6.72449 # DEPENDENCYPART_ARC
(38,17),-5.31114 # DEPENDENCYPART_ARC
(38,18),-5.21185 # DEPENDENCYPART_ARC
(38,19),-6.24647 # DEPENDENCYPART_ARC
(38,20),-5.70336 # DEPENDENCYPART_ARC
(38,21),-5.16058 # DEPENDENCYPART_ARC
(38,22),-4.96598 # DEPENDENCYPART_ARC
(38,23),-4.52077 # DEPENDENCYPART_ARC
(38,24),-4.62535 # DEPENDENCYPART_ARC
(38,25),-4.51254 # DEPENDENCYPART_ARC
(38,26),-3.95234 # DEPENDENCYPART_ARC
(38,27),-4.9288 # DEPENDENCYPART_ARC
(38,28),-3.87495 # DEPENDENCYPART_ARC
(38,29),-2.81705 # DEPENDENCYPART_ARC
(38,30),-3.64351 # DEPENDENCYPART_ARC
(38,31),-3.77267 # DEPENDENCYPART_ARC
(38,32),-2.51218 # DEPENDENCYPART_ARC
(38,33),-2.2577 # DEPENDENCYPART_ARC
(38,34),-2.99654 # DEPENDENCYPART_ARC
(38,35),-3.29483 # DEPENDENCYPART_ARC
(38,36),-3.08697 # DEPENDENCYPART_ARC
(38,37),-3.4924 # DEPENDENCYPART_ARC
