# _root_ Je to ale otázka úhlu pohledu : nejde o žádné zničení - jde o směr , směřování , které se - je - li upřímné a zásadní - brzy ztratí z dohledu .
#goldHeads=7,1,0,1,4,5,3,12,8,11,9,7,12,13,16,14,16,30,30,30,24,24,24,30,26,22,26,24,30,17,30,31,0,
#predictedHeads=7,1,0,1,4,5,3,16,8,11,9,8,16,13,14,24,16,24,22,22,24,24,24,1,26,17,26,24,30,28,30,31,0,
(33,20),-4.0432 # DEPENDENCYPART_ARC
(33,21),-3.472 # DEPENDENCYPART_ARC
(33,22),-4.07952 # DEPENDENCYPART_ARC
(33,23),-3.16238 # DEPENDENCYPART_ARC
(33,24),-3.35925 # DEPENDENCYPART_ARC
(33,25),-3.78175 # DEPENDENCYPART_ARC
(33,26),-4.23532 # DEPENDENCYPART_ARC
(33,27),-3.81379 # DEPENDENCYPART_ARC
(33,28),-3.09389 # DEPENDENCYPART_ARC
(33,29),-3.27541 # DEPENDENCYPART_ARC
(33,30),-3.42767 # DEPENDENCYPART_ARC
(33,31),-3.26106 # DEPENDENCYPART_ARC
(33,32),-2.47563 # DEPENDENCYPART_ARC
