# _root_ Poslanec FS Aleš Mucha ( LSU ) nevidí důvod , proč by stahoval svůj návrh kandidatury Jiřího Kotase na funkci prezidenta ČSFR , přestože se v minulých dnech LSU od kandidatury J . Kotase distancovala .
#goldHeads=4,1,4,8,4,4,4,0,8,13,13,13,9,15,13,15,18,16,16,19,20,21,24,8,35,35,28,26,35,35,30,34,32,31,24,0,
#predictedHeads=4,1,4,5,8,4,5,0,8,13,13,13,9,15,13,15,18,16,15,19,20,21,24,13,35,35,28,26,28,35,30,34,32,31,24,0,
(28,31),-0.392806 # DEPENDENCYPART_ARC
(28,32),-0.725107 # DEPENDENCYPART_ARC
(28,33),-1.0758 # DEPENDENCYPART_ARC
(28,34),-0.172825 # DEPENDENCYPART_ARC
(28,35),-1.93946 # DEPENDENCYPART_ARC
(28,36),-3.83264 # DEPENDENCYPART_ARC
(29,1),-7.58492 # DEPENDENCYPART_ARC
(29,2),-9.09839 # DEPENDENCYPART_ARC
(29,3),-7.31202 # DEPENDENCYPART_ARC
(29,4),-9.43519 # DEPENDENCYPART_ARC
(29,5),-4.43384 # DEPENDENCYPART_ARC
(29,6),-9.94648 # DEPENDENCYPART_ARC
(29,7),-4.93942 # DEPENDENCYPART_ARC
(29,8),-4.9204 # DEPENDENCYPART_ARC
(29,9),-6.60486 # DEPENDENCYPART_ARC
(29,10),-2.93352 # DEPENDENCYPART_ARC
(29,11),-5.21327 # DEPENDENCYPART_ARC
(29,12),-2.29564 # DEPENDENCYPART_ARC
(29,13),-6.81011 # DEPENDENCYPART_ARC
(29,14),-5.16318 # DEPENDENCYPART_ARC
(29,15),-4.81701 # DEPENDENCYPART_ARC
(29,16),-6.14629 # DEPENDENCYPART_ARC
(29,17),-4.59817 # DEPENDENCYPART_ARC
(29,18),-6.57079 # DEPENDENCYPART_ARC
(29,19),-3.49079 # DEPENDENCYPART_ARC
(29,20),-4.14949 # DEPENDENCYPART_ARC
(29,21),-4.70601 # DEPENDENCYPART_ARC
(29,22),-5.94178 # DEPENDENCYPART_ARC
(29,23),-0.929375 # DEPENDENCYPART_ARC
(29,24),-1.22401 # DEPENDENCYPART_ARC
(29,25),-3.20557 # DEPENDENCYPART_ARC
(29,26),-1.45777 # DEPENDENCYPART_ARC
(29,27),-1.21995 # DEPENDENCYPART_ARC
(29,28),-2.96382 # DEPENDENCYPART_ARC
(29,30),0.459902 # DEPENDENCYPART_ARC
(29,31),-0.160937 # DEPENDENCYPART_ARC
(29,32),-1.8986 # DEPENDENCYPART_ARC
(29,33),-0.225034 # DEPENDENCYPART_ARC
(29,34),-2.68997 # DEPENDENCYPART_ARC
(29,35),-2.96443 # DEPENDENCYPART_ARC
(29,36),-2.56225 # DEPENDENCYPART_ARC
(30,1),-6.19467 # DEPENDENCYPART_ARC
(30,2),-5.23865 # DEPENDENCYPART_ARC
(30,3),-5.70639 # DEPENDENCYPART_ARC
(30,4),-5.57336 # DEPENDENCYPART_ARC
(30,5),-5.46564 # DEPENDENCYPART_ARC
(30,6),-5.15665 # DEPENDENCYPART_ARC
(30,7),-5.14446 # DEPENDENCYPART_ARC
(30,8),-3.74585 # DEPENDENCYPART_ARC
(30,9),-3.32182 # DEPENDENCYPART_ARC
(30,10),-3.41839 # DEPENDENCYPART_ARC
(30,11),-3.13564 # DEPENDENCYPART_ARC
(30,12),-2.80793 # DEPENDENCYPART_ARC
(30,13),-3.64691 # DEPENDENCYPART_ARC
(30,14),-2.39488 # DEPENDENCYPART_ARC
(30,15),-2.88122 # DEPENDENCYPART_ARC
(30,16),-3.82407 # DEPENDENCYPART_ARC
(30,17),-3.95235 # DEPENDENCYPART_ARC
(30,18),-3.76295 # DEPENDENCYPART_ARC
(30,19),-1.6304 # DEPENDENCYPART_ARC
(30,20),-1.85626 # DEPENDENCYPART_ARC
(30,21),-3.3176 # DEPENDENCYPART_ARC
(30,22),-3.3098 # DEPENDENCYPART_ARC
(30,23),-0.805006 # DEPENDENCYPART_ARC
(30,24),-1.45807 # DEPENDENCYPART_ARC
(30,25),-1.58366 # DEPENDENCYPART_ARC
(30,26),-1.45389 # DEPENDENCYPART_ARC
(30,27),-1.47484 # DEPENDENCYPART_ARC
(30,28),-1.07979 # DEPENDENCYPART_ARC
(30,29),-0.897003 # DEPENDENCYPART_ARC
(30,31),3.8152 # DEPENDENCYPART_ARC
(30,32),1.03705 # DEPENDENCYPART_ARC
(30,33),0.273403 # DEPENDENCYPART_ARC
(30,34),1.8768 # DEPENDENCYPART_ARC
(30,35),-1.83985 # DEPENDENCYPART_ARC
(30,36),-1.48611 # DEPENDENCYPART_ARC
(31,1),-9.29359 # DEPENDENCYPART_ARC
(31,2),-10.8745 # DEPENDENCYPART_ARC
(31,3),-8.36247 # DEPENDENCYPART_ARC
(31,4),-10.4106 # DEPENDENCYPART_ARC
(31,5),-5.01734 # DEPENDENCYPART_ARC
(31,6),-9.70285 # DEPENDENCYPART_ARC
(31,7),-5.80546 # DEPENDENCYPART_ARC
(31,8),-4.98031 # DEPENDENCYPART_ARC
(31,9),-8.91001 # DEPENDENCYPART_ARC
(31,10),-3.77619 # DEPENDENCYPART_ARC
(31,11),-6.1083 # DEPENDENCYPART_ARC
(31,12),-2.89765 # DEPENDENCYPART_ARC
(31,13),-5.71089 # DEPENDENCYPART_ARC
(31,14),-6.46058 # DEPENDENCYPART_ARC
(31,15),-7.84821 # DEPENDENCYPART_ARC
(31,16),-6.22998 # DEPENDENCYPART_ARC
(31,17),-3.64206 # DEPENDENCYPART_ARC
(31,18),-5.63613 # DEPENDENCYPART_ARC
(31,19),-2.37183 # DEPENDENCYPART_ARC
(31,20),-6.20172 # DEPENDENCYPART_ARC
(31,21),-4.38173 # DEPENDENCYPART_ARC
(31,22),-5.43504 # DEPENDENCYPART_ARC
(31,23),-1.72236 # DEPENDENCYPART_ARC
(31,24),-2.89851 # DEPENDENCYPART_ARC
(31,25),-3.9633 # DEPENDENCYPART_ARC
(31,26),-1.83867 # DEPENDENCYPART_ARC
(31,27),-5.85506 # DEPENDENCYPART_ARC
(31,28),-6.00956 # DEPENDENCYPART_ARC
(31,29),-2.65425 # DEPENDENCYPART_ARC
(31,30),1.15375 # DEPENDENCYPART_ARC
(31,32),3.08783 # DEPENDENCYPART_ARC
(31,33),1.76814 # DEPENDENCYPART_ARC
(31,34),2.39416 # DEPENDENCYPART_ARC
(31,35),0.791342 # DEPENDENCYPART_ARC
(31,36),-0.945037 # DEPENDENCYPART_ARC
(32,1),-7.24439 # DEPENDENCYPART_ARC
(32,2),-10.4889 # DEPENDENCYPART_ARC
(32,3),-7.22931 # DEPENDENCYPART_ARC
(32,4),-10.2971 # DEPENDENCYPART_ARC
(32,5),-5.30846 # DEPENDENCYPART_ARC
(32,6),-13.1514 # DEPENDENCYPART_ARC
(32,7),-6.23235 # DEPENDENCYPART_ARC
(32,8),-5.71127 # DEPENDENCYPART_ARC
(32,9),-8.67405 # DEPENDENCYPART_ARC
(32,10),-3.69767 # DEPENDENCYPART_ARC
(32,11),-6.5394 # DEPENDENCYPART_ARC
(32,12),-2.59312 # DEPENDENCYPART_ARC
(32,13),-7.08576 # DEPENDENCYPART_ARC
(32,14),-6.31877 # DEPENDENCYPART_ARC
(32,15),-7.00964 # DEPENDENCYPART_ARC
(32,16),-9.35422 # DEPENDENCYPART_ARC
(32,17),-4.25442 # DEPENDENCYPART_ARC
(32,18),-6.83129 # DEPENDENCYPART_ARC
(32,19),-4.11724 # DEPENDENCYPART_ARC
(32,20),-7.93278 # DEPENDENCYPART_ARC
(32,21),-3.99429 # DEPENDENCYPART_ARC
(32,22),-9.42058 # DEPENDENCYPART_ARC
(32,23),-1.72592 # DEPENDENCYPART_ARC
(32,24),-2.46493 # DEPENDENCYPART_ARC
(32,25),-4.6779 # DEPENDENCYPART_ARC
(32,26),-2.95329 # DEPENDENCYPART_ARC
(32,27),-5.69529 # DEPENDENCYPART_ARC
(32,28),-6.543 # DEPENDENCYPART_ARC
(32,29),-6.26492 # DEPENDENCYPART_ARC
(32,30),-1.51166 # DEPENDENCYPART_ARC
(32,31),-3.19349 # DEPENDENCYPART_ARC
(32,33),3.69439 # DEPENDENCYPART_ARC
(32,34),-1.31048 # DEPENDENCYPART_ARC
(32,35),-3.16116 # DEPENDENCYPART_ARC
(32,36),0.153737 # DEPENDENCYPART_ARC
(33,1),-6.20009 # DEPENDENCYPART_ARC
(33,2),-5.1446 # DEPENDENCYPART_ARC
(33,3),-4.76388 # DEPENDENCYPART_ARC
(33,4),-3.53704 # DEPENDENCYPART_ARC
(33,5),-5.11036 # DEPENDENCYPART_ARC
(33,6),-4.24531 # DEPENDENCYPART_ARC
(33,7),-4.417 # DEPENDENCYPART_ARC
(33,8),-3.38449 # DEPENDENCYPART_ARC
(33,9),-3.08419 # DEPENDENCYPART_ARC
(33,10),-5.83493 # DEPENDENCYPART_ARC
(33,11),-3.00628 # DEPENDENCYPART_ARC
(33,12),-3.41826 # DEPENDENCYPART_ARC
(33,13),-3.12867 # DEPENDENCYPART_ARC
(33,14),-3.11592 # DEPENDENCYPART_ARC
(33,15),-3.207 # DEPENDENCYPART_ARC
(33,16),-2.82948 # DEPENDENCYPART_ARC
(33,17),-2.61541 # DEPENDENCYPART_ARC
(33,18),-2.40458 # DEPENDENCYPART_ARC
(33,19),-3.78452 # DEPENDENCYPART_ARC
(33,20),-1.98773 # DEPENDENCYPART_ARC
(33,21),-1.94263 # DEPENDENCYPART_ARC
(33,22),-1.45116 # DEPENDENCYPART_ARC
(33,23),-2.76035 # DEPENDENCYPART_ARC
(33,24),-1.79808 # DEPENDENCYPART_ARC
(33,25),-1.70086 # DEPENDENCYPART_ARC
(33,26),-2.12765 # DEPENDENCYPART_ARC
(33,27),-1.41928 # DEPENDENCYPART_ARC
(33,28),-1.06573 # DEPENDENCYPART_ARC
(33,29),-0.447531 # DEPENDENCYPART_ARC
(33,30),-1.89962 # DEPENDENCYPART_ARC
(33,31),-0.0811711 # DEPENDENCYPART_ARC
(33,32),0.581674 # DEPENDENCYPART_ARC
(33,34),-1.15276 # DEPENDENCYPART_ARC
(33,35),-0.983482 # DEPENDENCYPART_ARC
(33,36),-0.857083 # DEPENDENCYPART_ARC
(34,1),-4.36573 # DEPENDENCYPART_ARC
(34,2),-8.21781 # DEPENDENCYPART_ARC
(34,3),-3.88599 # DEPENDENCYPART_ARC
(34,4),-7.87108 # DEPENDENCYPART_ARC
(34,5),-4.42828 # DEPENDENCYPART_ARC
(34,6),-8.40761 # DEPENDENCYPART_ARC
(34,7),-5.27928 # DEPENDENCYPART_ARC
(34,8),-5.22567 # DEPENDENCYPART_ARC
(34,9),-7.45978 # DEPENDENCYPART_ARC
(34,10),-3.15644 # DEPENDENCYPART_ARC
(34,11),-5.78033 # DEPENDENCYPART_ARC
(34,12),-1.63034 # DEPENDENCYPART_ARC
(34,13),-5.27478 # DEPENDENCYPART_ARC
(34,14),-5.34624 # DEPENDENCYPART_ARC
(34,15),-5.70739 # DEPENDENCYPART_ARC
(34,16),-3.63248 # DEPENDENCYPART_ARC
(34,17),1.69459 # DEPENDENCYPART_ARC
(34,18),-2.23332 # DEPENDENCYPART_ARC
(34,19),-2.34931 # DEPENDENCYPART_ARC
(34,20),-4.01399 # DEPENDENCYPART_ARC
(34,21),1.5139 # DEPENDENCYPART_ARC
(34,22),-3.72407 # DEPENDENCYPART_ARC
(34,23),-1.15346 # DEPENDENCYPART_ARC
(34,24),-1.56973 # DEPENDENCYPART_ARC
(34,25),-4.02307 # DEPENDENCYPART_ARC
(34,26),-2.12757 # DEPENDENCYPART_ARC
(34,27),-6.55402 # DEPENDENCYPART_ARC
(34,28),-6.24196 # DEPENDENCYPART_ARC
(34,29),-1.66024 # DEPENDENCYPART_ARC
(34,30),-0.499819 # DEPENDENCYPART_ARC
(34,31),1.60226 # DEPENDENCYPART_ARC
(34,32),8.78823 # DEPENDENCYPART_ARC
(34,33),0.0732288 # DEPENDENCYPART_ARC
(34,35),-1.30787 # DEPENDENCYPART_ARC
(34,36),-0.245466 # DEPENDENCYPART_ARC
(35,1),-2.2209 # DEPENDENCYPART_ARC
(35,2),-2.71384 # DEPENDENCYPART_ARC
(35,3),-2.13862 # DEPENDENCYPART_ARC
(35,4),-3.30123 # DEPENDENCYPART_ARC
(35,5),-2.75791 # DEPENDENCYPART_ARC
(35,6),-2.47872 # DEPENDENCYPART_ARC
(35,7),-1.23417 # DEPENDENCYPART_ARC
(35,8),-3.37431 # DEPENDENCYPART_ARC
(35,9),-1.34924 # DEPENDENCYPART_ARC
(35,10),-0.238218 # DEPENDENCYPART_ARC
(35,11),1.26658 # DEPENDENCYPART_ARC
(35,12),1.33342 # DEPENDENCYPART_ARC
(35,13),-3.77765 # DEPENDENCYPART_ARC
(35,14),-1.74784 # DEPENDENCYPART_ARC
(35,15),1.32007 # DEPENDENCYPART_ARC
(35,16),-2.16011 # DEPENDENCYPART_ARC
(35,17),-3.47794 # DEPENDENCYPART_ARC
(35,18),-3.36259 # DEPENDENCYPART_ARC
(35,19),-0.620218 # DEPENDENCYPART_ARC
(35,20),-0.0366973 # DEPENDENCYPART_ARC
(35,21),-3.14312 # DEPENDENCYPART_ARC
(35,22),-2.03724 # DEPENDENCYPART_ARC
(35,23),0.0460501 # DEPENDENCYPART_ARC
(35,24),2.19999 # DEPENDENCYPART_ARC
(35,25),3.69441 # DEPENDENCYPART_ARC
(35,26),1.92223 # DEPENDENCYPART_ARC
(35,27),-4.73718 # DEPENDENCYPART_ARC
(35,28),-0.144283 # DEPENDENCYPART_ARC
(35,29),1.38889 # DEPENDENCYPART_ARC
(35,30),1.69117 # DEPENDENCYPART_ARC
(35,31),-0.642343 # DEPENDENCYPART_ARC
(35,32),-0.759569 # DEPENDENCYPART_ARC
(35,33),0.874857 # DEPENDENCYPART_ARC
(35,34),-0.752924 # DEPENDENCYPART_ARC
(35,36),0.1113 # DEPENDENCYPART_ARC
(36,1),-8.45032 # DEPENDENCYPART_ARC
(36,2),-7.90936 # DEPENDENCYPART_ARC
(36,3),-7.77087 # DEPENDENCYPART_ARC
(36,4),-6.71245 # DEPENDENCYPART_ARC
(36,5),-7.74849 # DEPENDENCYPART_ARC
(36,6),-7.24845 # DEPENDENCYPART_ARC
(36,7),-5.78012 # DEPENDENCYPART_ARC
(36,8),-5.53406 # DEPENDENCYPART_ARC
(36,9),-6.31275 # DEPENDENCYPART_ARC
(36,10),-7.68795 # DEPENDENCYPART_ARC
(36,11),-5.14438 # DEPENDENCYPART_ARC
(36,12),-5.76427 # DEPENDENCYPART_ARC
(36,13),-5.48726 # DEPENDENCYPART_ARC
(36,14),-5.44947 # DEPENDENCYPART_ARC
(36,15),-5.99774 # DEPENDENCYPART_ARC
(36,16),-5.56614 # DEPENDENCYPART_ARC
(36,17),-5.4179 # DEPENDENCYPART_ARC
(36,18),-5.35838 # DEPENDENCYPART_ARC
(36,19),-5.73851 # DEPENDENCYPART_ARC
(36,20),-4.73695 # DEPENDENCYPART_ARC
(36,21),-4.70933 # DEPENDENCYPART_ARC
(36,22),-4.45448 # DEPENDENCYPART_ARC
(36,23),-4.59162 # DEPENDENCYPART_ARC
(36,24),-3.91405 # DEPENDENCYPART_ARC
(36,25),-4.05595 # DEPENDENCYPART_ARC
(36,26),-3.97845 # DEPENDENCYPART_ARC
(36,27),-3.82613 # DEPENDENCYPART_ARC
(36,28),-3.63206 # DEPENDENCYPART_ARC
(36,29),-3.43368 # DEPENDENCYPART_ARC
(36,30),-3.84692 # DEPENDENCYPART_ARC
(36,31),-2.69296 # DEPENDENCYPART_ARC
(36,32),-2.80214 # DEPENDENCYPART_ARC
(36,33),-1.84498 # DEPENDENCYPART_ARC
(36,34),-2.77373 # DEPENDENCYPART_ARC
(36,35),-3.64728 # DEPENDENCYPART_ARC
