# _root_ Poválečný vývoj navíc v Německu ovlivnily značné migrační abnormality , které vyplývaly z odsunu Němců z východní Evropy , z exodu východních Němců na západ a nově nyní z přílivu etnických Němců z Východu a uprchlíků .
#goldHeads=2,6,6,6,4,0,9,9,6,26,12,26,19,13,14,14,18,16,12,19,20,23,21,21,24,9,26,26,26,29,32,35,32,33,30,35,0,
#predictedHeads=2,6,6,6,4,0,9,9,6,12,12,9,12,13,14,12,18,16,12,19,20,23,21,21,24,24,28,26,26,29,32,30,30,35,33,35,0,
(28,3),-2.14535 # DEPENDENCYPART_ARC
(28,4),-2.83006 # DEPENDENCYPART_ARC
(28,5),-2.42766 # DEPENDENCYPART_ARC
(28,6),-2.03329 # DEPENDENCYPART_ARC
(28,7),-2.34898 # DEPENDENCYPART_ARC
(28,8),-2.08956 # DEPENDENCYPART_ARC
(28,9),-2.10984 # DEPENDENCYPART_ARC
(28,10),-1.75206 # DEPENDENCYPART_ARC
(28,11),-1.17264 # DEPENDENCYPART_ARC
(28,12),-1.51393 # DEPENDENCYPART_ARC
(28,13),-1.2894 # DEPENDENCYPART_ARC
(28,14),-1.43226 # DEPENDENCYPART_ARC
(28,15),-1.53331 # DEPENDENCYPART_ARC
(28,16),-0.794803 # DEPENDENCYPART_ARC
(28,17),-1.28281 # DEPENDENCYPART_ARC
(28,18),-1.23806 # DEPENDENCYPART_ARC
(28,19),-0.578552 # DEPENDENCYPART_ARC
(28,20),-0.618069 # DEPENDENCYPART_ARC
(28,21),-0.808863 # DEPENDENCYPART_ARC
(28,22),-0.890202 # DEPENDENCYPART_ARC
(28,23),-0.980782 # DEPENDENCYPART_ARC
(28,24),0.0260444 # DEPENDENCYPART_ARC
(28,25),-0.29654 # DEPENDENCYPART_ARC
(28,26),0.17678 # DEPENDENCYPART_ARC
(28,27),1.60178 # DEPENDENCYPART_ARC
(28,29),0.122256 # DEPENDENCYPART_ARC
(28,30),-0.472672 # DEPENDENCYPART_ARC
(28,31),-0.67211 # DEPENDENCYPART_ARC
(28,32),-1.19754 # DEPENDENCYPART_ARC
(28,33),-1.38151 # DEPENDENCYPART_ARC
(28,34),-1.99867 # DEPENDENCYPART_ARC
(28,35),-0.463023 # DEPENDENCYPART_ARC
(28,36),-2.60617 # DEPENDENCYPART_ARC
(28,37),-1.15482 # DEPENDENCYPART_ARC
(29,1),-3.70475 # DEPENDENCYPART_ARC
(29,2),-4.30267 # DEPENDENCYPART_ARC
(29,3),-3.52977 # DEPENDENCYPART_ARC
(29,4),-6.63642 # DEPENDENCYPART_ARC
(29,5),-4.00399 # DEPENDENCYPART_ARC
(29,6),-4.15033 # DEPENDENCYPART_ARC
(29,7),-4.39059 # DEPENDENCYPART_ARC
(29,8),-4.40537 # DEPENDENCYPART_ARC
(29,9),-5.72706 # DEPENDENCYPART_ARC
(29,10),-2.55917 # DEPENDENCYPART_ARC
(29,11),-3.83884 # DEPENDENCYPART_ARC
(29,12),-4.06828 # DEPENDENCYPART_ARC
(29,13),-5.06077 # DEPENDENCYPART_ARC
(29,14),-3.049 # DEPENDENCYPART_ARC
(29,15),-4.65929 # DEPENDENCYPART_ARC
(29,16),-4.63923 # DEPENDENCYPART_ARC
(29,17),-3.48828 # DEPENDENCYPART_ARC
(29,18),-4.37823 # DEPENDENCYPART_ARC
(29,19),-0.97145 # DEPENDENCYPART_ARC
(29,20),-3.60736 # DEPENDENCYPART_ARC
(29,21),-2.29509 # DEPENDENCYPART_ARC
(29,22),-3.55719 # DEPENDENCYPART_ARC
(29,23),-4.11417 # DEPENDENCYPART_ARC
(29,24),-1.57412 # DEPENDENCYPART_ARC
(29,25),-1.00682 # DEPENDENCYPART_ARC
(29,26),-1.55303 # DEPENDENCYPART_ARC
(29,27),-1.24429 # DEPENDENCYPART_ARC
(29,28),-0.518854 # DEPENDENCYPART_ARC
(29,30),3.67361 # DEPENDENCYPART_ARC
(29,31),0.196121 # DEPENDENCYPART_ARC
(29,32),0.539565 # DEPENDENCYPART_ARC
(29,33),-1.0043 # DEPENDENCYPART_ARC
(29,34),-0.942799 # DEPENDENCYPART_ARC
(29,35),0.769355 # DEPENDENCYPART_ARC
(29,36),-3.73154 # DEPENDENCYPART_ARC
(29,37),-0.86024 # DEPENDENCYPART_ARC
(30,1),-8.98008 # DEPENDENCYPART_ARC
(30,2),-10.1733 # DEPENDENCYPART_ARC
(30,3),-5.61115 # DEPENDENCYPART_ARC
(30,4),-6.84793 # DEPENDENCYPART_ARC
(30,5),-9.37704 # DEPENDENCYPART_ARC
(30,6),-5.3113 # DEPENDENCYPART_ARC
(30,7),-11.026 # DEPENDENCYPART_ARC
(30,8),-11.1706 # DEPENDENCYPART_ARC
(30,9),-10.5765 # DEPENDENCYPART_ARC
(30,10),-3.1396 # DEPENDENCYPART_ARC
(30,11),-8.19673 # DEPENDENCYPART_ARC
(30,12),-4.69047 # DEPENDENCYPART_ARC
(30,13),-2.03999 # DEPENDENCYPART_ARC
(30,14),-5.27733 # DEPENDENCYPART_ARC
(30,15),-5.17433 # DEPENDENCYPART_ARC
(30,16),-2.26998 # DEPENDENCYPART_ARC
(30,17),-2.93245 # DEPENDENCYPART_ARC
(30,18),-5.33 # DEPENDENCYPART_ARC
(30,19),-1.61712 # DEPENDENCYPART_ARC
(30,20),-1.41556 # DEPENDENCYPART_ARC
(30,21),-3.61449 # DEPENDENCYPART_ARC
(30,22),-4.41972 # DEPENDENCYPART_ARC
(30,23),-3.43027 # DEPENDENCYPART_ARC
(30,24),-0.707239 # DEPENDENCYPART_ARC
(30,25),-4.51099 # DEPENDENCYPART_ARC
(30,26),-1.00876 # DEPENDENCYPART_ARC
(30,27),-0.215443 # DEPENDENCYPART_ARC
(30,28),0.446812 # DEPENDENCYPART_ARC
(30,29),1.17367 # DEPENDENCYPART_ARC
(30,31),0.799652 # DEPENDENCYPART_ARC
(30,32),3.1377 # DEPENDENCYPART_ARC
(30,33),1.56959 # DEPENDENCYPART_ARC
(30,34),1.29173 # DEPENDENCYPART_ARC
(30,35),0.994986 # DEPENDENCYPART_ARC
(30,36),-0.671563 # DEPENDENCYPART_ARC
(30,37),-2.0393 # DEPENDENCYPART_ARC
(31,1),-6.01151 # DEPENDENCYPART_ARC
(31,2),-5.64956 # DEPENDENCYPART_ARC
(31,3),-5.50089 # DEPENDENCYPART_ARC
(31,4),-3.13761 # DEPENDENCYPART_ARC
(31,5),-6.18463 # DEPENDENCYPART_ARC
(31,6),-3.832 # DEPENDENCYPART_ARC
(31,7),-6.31771 # DEPENDENCYPART_ARC
(31,8),-6.27246 # DEPENDENCYPART_ARC
(31,9),-6.35896 # DEPENDENCYPART_ARC
(31,10),-2.83715 # DEPENDENCYPART_ARC
(31,11),-4.11378 # DEPENDENCYPART_ARC
(31,12),-3.45134 # DEPENDENCYPART_ARC
(31,13),-2.50901 # DEPENDENCYPART_ARC
(31,14),-4.03029 # DEPENDENCYPART_ARC
(31,15),-3.75715 # DEPENDENCYPART_ARC
(31,16),-1.95518 # DEPENDENCYPART_ARC
(31,17),-4.365 # DEPENDENCYPART_ARC
(31,18),-4.59206 # DEPENDENCYPART_ARC
(31,19),-1.33814 # DEPENDENCYPART_ARC
(31,20),-1.45902 # DEPENDENCYPART_ARC
(31,21),-3.34287 # DEPENDENCYPART_ARC
(31,22),-2.52311 # DEPENDENCYPART_ARC
(31,23),-3.30515 # DEPENDENCYPART_ARC
(31,24),-0.579004 # DEPENDENCYPART_ARC
(31,25),-2.93168 # DEPENDENCYPART_ARC
(31,26),-0.600974 # DEPENDENCYPART_ARC
(31,27),0.258945 # DEPENDENCYPART_ARC
(31,28),-1.04062 # DEPENDENCYPART_ARC
(31,29),0.107888 # DEPENDENCYPART_ARC
(31,30),-0.883597 # DEPENDENCYPART_ARC
(31,32),1.11453 # DEPENDENCYPART_ARC
(31,33),0.748265 # DEPENDENCYPART_ARC
(31,34),-1.71464 # DEPENDENCYPART_ARC
(31,35),0.367121 # DEPENDENCYPART_ARC
(31,36),-3.00419 # DEPENDENCYPART_ARC
(31,37),-1.10142 # DEPENDENCYPART_ARC
(32,1),-11.0989 # DEPENDENCYPART_ARC
(32,2),-11.0535 # DEPENDENCYPART_ARC
(32,3),-5.5054 # DEPENDENCYPART_ARC
(32,4),-8.52544 # DEPENDENCYPART_ARC
(32,5),-10.5563 # DEPENDENCYPART_ARC
(32,6),-3.90088 # DEPENDENCYPART_ARC
(32,7),-8.57741 # DEPENDENCYPART_ARC
(32,8),-8.88406 # DEPENDENCYPART_ARC
(32,9),-12.6159 # DEPENDENCYPART_ARC
(32,10),-3.08341 # DEPENDENCYPART_ARC
(32,11),-7.11833 # DEPENDENCYPART_ARC
(32,12),-3.28814 # DEPENDENCYPART_ARC
(32,13),-2.88677 # DEPENDENCYPART_ARC
(32,14),-5.34126 # DEPENDENCYPART_ARC
(32,15),-3.75888 # DEPENDENCYPART_ARC
(32,16),-3.18253 # DEPENDENCYPART_ARC
(32,17),-4.25973 # DEPENDENCYPART_ARC
(32,18),-7.33995 # DEPENDENCYPART_ARC
(32,19),-1.56901 # DEPENDENCYPART_ARC
(32,20),-2.11054 # DEPENDENCYPART_ARC
(32,21),-3.74775 # DEPENDENCYPART_ARC
(32,22),0.0575788 # DEPENDENCYPART_ARC
(32,23),-2.06617 # DEPENDENCYPART_ARC
(32,24),-2.58109 # DEPENDENCYPART_ARC
(32,25),-5.73968 # DEPENDENCYPART_ARC
(32,26),-0.312759 # DEPENDENCYPART_ARC
(32,27),-0.379831 # DEPENDENCYPART_ARC
(32,28),0.276998 # DEPENDENCYPART_ARC
(32,29),-0.550937 # DEPENDENCYPART_ARC
(32,30),-0.331979 # DEPENDENCYPART_ARC
(32,31),5.23294 # DEPENDENCYPART_ARC
(32,33),1.37231 # DEPENDENCYPART_ARC
(32,34),0.79655 # DEPENDENCYPART_ARC
(32,35),0.0842132 # DEPENDENCYPART_ARC
(32,36),-1.19163 # DEPENDENCYPART_ARC
(32,37),-1.2901 # DEPENDENCYPART_ARC
(33,1),-4.12625 # DEPENDENCYPART_ARC
(33,2),-4.90615 # DEPENDENCYPART_ARC
(33,3),-4.08092 # DEPENDENCYPART_ARC
(33,4),-7.53664 # DEPENDENCYPART_ARC
(33,5),-4.01839 # DEPENDENCYPART_ARC
(33,6),-4.53718 # DEPENDENCYPART_ARC
(33,7),-4.70874 # DEPENDENCYPART_ARC
(33,8),-4.73675 # DEPENDENCYPART_ARC
(33,9),-6.44504 # DEPENDENCYPART_ARC
(33,10),-3.47068 # DEPENDENCYPART_ARC
(33,11),-4.11164 # DEPENDENCYPART_ARC
(33,12),-4.31686 # DEPENDENCYPART_ARC
(33,13),-5.90178 # DEPENDENCYPART_ARC
(33,14),-3.19768 # DEPENDENCYPART_ARC
(33,15),-5.14945 # DEPENDENCYPART_ARC
(33,16),-5.81708 # DEPENDENCYPART_ARC
(33,17),-3.79426 # DEPENDENCYPART_ARC
(33,18),-5.02416 # DEPENDENCYPART_ARC
(33,19),-1.84591 # DEPENDENCYPART_ARC
(33,20),-4.63362 # DEPENDENCYPART_ARC
(33,21),-2.51044 # DEPENDENCYPART_ARC
(33,22),-3.89421 # DEPENDENCYPART_ARC
(33,23),-4.8483 # DEPENDENCYPART_ARC
(33,24),-2.73762 # DEPENDENCYPART_ARC
(33,25),-1.44941 # DEPENDENCYPART_ARC
(33,26),-2.3522 # DEPENDENCYPART_ARC
(33,27),-2.65373 # DEPENDENCYPART_ARC
(33,28),-2.19447 # DEPENDENCYPART_ARC
(33,29),-2.50291 # DEPENDENCYPART_ARC
(33,30),-1.11157 # DEPENDENCYPART_ARC
(33,31),-2.13008 # DEPENDENCYPART_ARC
(33,32),-2.84987 # DEPENDENCYPART_ARC
(33,34),4.09756 # DEPENDENCYPART_ARC
(33,35),1.72413 # DEPENDENCYPART_ARC
(33,36),-0.402097 # DEPENDENCYPART_ARC
(33,37),-0.667672 # DEPENDENCYPART_ARC
(34,1),-11.6191 # DEPENDENCYPART_ARC
(34,2),-11.8981 # DEPENDENCYPART_ARC
(34,3),-7.90628 # DEPENDENCYPART_ARC
(34,4),-9.56362 # DEPENDENCYPART_ARC
(34,5),-10.8841 # DEPENDENCYPART_ARC
(34,6),-6.74624 # DEPENDENCYPART_ARC
(34,7),-13.5163 # DEPENDENCYPART_ARC
(34,8),-13.6448 # DEPENDENCYPART_ARC
(34,9),-12.2198 # DEPENDENCYPART_ARC
(34,10),-5.12887 # DEPENDENCYPART_ARC
(34,11),-10.2604 # DEPENDENCYPART_ARC
(34,12),-6.16945 # DEPENDENCYPART_ARC
(34,13),-4.01783 # DEPENDENCYPART_ARC
(34,14),-6.54359 # DEPENDENCYPART_ARC
(34,15),-6.65956 # DEPENDENCYPART_ARC
(34,16),-4.11256 # DEPENDENCYPART_ARC
(34,17),-5.45201 # DEPENDENCYPART_ARC
(34,18),-6.9479 # DEPENDENCYPART_ARC
(34,19),-3.45015 # DEPENDENCYPART_ARC
(34,20),-3.16922 # DEPENDENCYPART_ARC
(34,21),-5.1948 # DEPENDENCYPART_ARC
(34,22),-6.74254 # DEPENDENCYPART_ARC
(34,23),-5.07923 # DEPENDENCYPART_ARC
(34,24),-2.69146 # DEPENDENCYPART_ARC
(34,25),-6.48336 # DEPENDENCYPART_ARC
(34,26),-3.25745 # DEPENDENCYPART_ARC
(34,27),-2.92662 # DEPENDENCYPART_ARC
(34,28),-2.45107 # DEPENDENCYPART_ARC
(34,29),-1.88073 # DEPENDENCYPART_ARC
(34,30),-2.38423 # DEPENDENCYPART_ARC
(34,31),-3.34821 # DEPENDENCYPART_ARC
(34,32),-1.66816 # DEPENDENCYPART_ARC
(34,33),-0.451158 # DEPENDENCYPART_ARC
(34,35),-0.346471 # DEPENDENCYPART_ARC
(34,36),-0.207822 # DEPENDENCYPART_ARC
(34,37),-1.26522 # DEPENDENCYPART_ARC
(35,1),-2.56759 # DEPENDENCYPART_ARC
(35,2),-3.13046 # DEPENDENCYPART_ARC
(35,3),-2.03809 # DEPENDENCYPART_ARC
(35,4),-3.14482 # DEPENDENCYPART_ARC
(35,5),-0.788279 # DEPENDENCYPART_ARC
(35,6),-1.07602 # DEPENDENCYPART_ARC
(35,7),-2.19165 # DEPENDENCYPART_ARC
(35,8),-1.8873 # DEPENDENCYPART_ARC
(35,9),-0.236636 # DEPENDENCYPART_ARC
(35,10),-0.998257 # DEPENDENCYPART_ARC
(35,11),-1.34099 # DEPENDENCYPART_ARC
(35,12),-0.185355 # DEPENDENCYPART_ARC
(35,13),-1.5346 # DEPENDENCYPART_ARC
(35,14),0.458595 # DEPENDENCYPART_ARC
(35,15),-0.0964672 # DEPENDENCYPART_ARC
(35,16),-1.32285 # DEPENDENCYPART_ARC
(35,17),-0.2156 # DEPENDENCYPART_ARC
(35,18),0.502728 # DEPENDENCYPART_ARC
(35,19),-0.217412 # DEPENDENCYPART_ARC
(35,20),-1.01458 # DEPENDENCYPART_ARC
(35,21),1.01314 # DEPENDENCYPART_ARC
(35,22),-0.319497 # DEPENDENCYPART_ARC
(35,23),0.102124 # DEPENDENCYPART_ARC
(35,24),-0.718491 # DEPENDENCYPART_ARC
(35,25),2.07051 # DEPENDENCYPART_ARC
(35,26),0.0647649 # DEPENDENCYPART_ARC
(35,27),0.333623 # DEPENDENCYPART_ARC
(35,28),0.190598 # DEPENDENCYPART_ARC
(35,29),-0.496074 # DEPENDENCYPART_ARC
(35,30),2.00341 # DEPENDENCYPART_ARC
(35,31),1.37421 # DEPENDENCYPART_ARC
(35,32),1.39242 # DEPENDENCYPART_ARC
(35,33),0.139523 # DEPENDENCYPART_ARC
(35,34),5.30071 # DEPENDENCYPART_ARC
(35,36),3.70904 # DEPENDENCYPART_ARC
(35,37),0.335179 # DEPENDENCYPART_ARC
(36,1),-14.7541 # DEPENDENCYPART_ARC
(36,2),-13.7938 # DEPENDENCYPART_ARC
(36,3),-8.67982 # DEPENDENCYPART_ARC
(36,4),-11.3107 # DEPENDENCYPART_ARC
(36,5),-13.4045 # DEPENDENCYPART_ARC
(36,6),-6.07031 # DEPENDENCYPART_ARC
(36,7),-12.447 # DEPENDENCYPART_ARC
(36,8),-12.6474 # DEPENDENCYPART_ARC
(36,9),-15.2986 # DEPENDENCYPART_ARC
(36,10),-5.12041 # DEPENDENCYPART_ARC
(36,11),-9.93676 # DEPENDENCYPART_ARC
(36,12),-5.54669 # DEPENDENCYPART_ARC
(36,13),-4.89166 # DEPENDENCYPART_ARC
(36,14),-8.59895 # DEPENDENCYPART_ARC
(36,15),-6.73566 # DEPENDENCYPART_ARC
(36,16),-4.95623 # DEPENDENCYPART_ARC
(36,17),-8.31331 # DEPENDENCYPART_ARC
(36,18),-10.3389 # DEPENDENCYPART_ARC
(36,19),-3.63982 # DEPENDENCYPART_ARC
(36,20),-4.16055 # DEPENDENCYPART_ARC
(36,21),-6.93979 # DEPENDENCYPART_ARC
(36,22),-4.13123 # DEPENDENCYPART_ARC
(36,23),-5.08609 # DEPENDENCYPART_ARC
(36,24),-4.60078 # DEPENDENCYPART_ARC
(36,25),-8.86092 # DEPENDENCYPART_ARC
(36,26),-3.42385 # DEPENDENCYPART_ARC
(36,27),-3.54499 # DEPENDENCYPART_ARC
(36,28),-3.09673 # DEPENDENCYPART_ARC
(36,29),-3.02328 # DEPENDENCYPART_ARC
(36,30),-4.58967 # DEPENDENCYPART_ARC
(36,31),-1.03692 # DEPENDENCYPART_ARC
(36,32),-2.27552 # DEPENDENCYPART_ARC
(36,33),-2.30337 # DEPENDENCYPART_ARC
(36,34),-3.75026 # DEPENDENCYPART_ARC
(36,35),-0.781892 # DEPENDENCYPART_ARC
(36,37),0.137335 # DEPENDENCYPART_ARC
(37,1),-6.70229 # DEPENDENCYPART_ARC
(37,2),-9.24565 # DEPENDENCYPART_ARC
(37,3),-4.86162 # DEPENDENCYPART_ARC
(37,4),-6.35806 # DEPENDENCYPART_ARC
(37,5),-7.67667 # DEPENDENCYPART_ARC
(37,6),-5.97905 # DEPENDENCYPART_ARC
(37,7),-5.78901 # DEPENDENCYPART_ARC
(37,8),-5.93137 # DEPENDENCYPART_ARC
(37,9),-6.96215 # DEPENDENCYPART_ARC
(37,10),-7.77573 # DEPENDENCYPART_ARC
(37,11),-5.05645 # DEPENDENCYPART_ARC
(37,12),-5.23601 # DEPENDENCYPART_ARC
(37,13),-5.24029 # DEPENDENCYPART_ARC
(37,14),-5.47748 # DEPENDENCYPART_ARC
(37,15),-5.82513 # DEPENDENCYPART_ARC
(37,16),-5.21165 # DEPENDENCYPART_ARC
(37,17),-4.62416 # DEPENDENCYPART_ARC
(37,18),-5.41878 # DEPENDENCYPART_ARC
(37,19),-5.90333 # DEPENDENCYPART_ARC
(37,20),-4.45514 # DEPENDENCYPART_ARC
(37,21),-4.61372 # DEPENDENCYPART_ARC
(37,22),-4.59557 # DEPENDENCYPART_ARC
(37,23),-4.80064 # DEPENDENCYPART_ARC
(37,24),-4.3891 # DEPENDENCYPART_ARC
(37,25),-4.07911 # DEPENDENCYPART_ARC
(37,26),-3.94072 # DEPENDENCYPART_ARC
(37,27),-3.4927 # DEPENDENCYPART_ARC
(37,28),-3.08684 # DEPENDENCYPART_ARC
(37,29),-3.74901 # DEPENDENCYPART_ARC
(37,30),-3.02692 # DEPENDENCYPART_ARC
(37,31),-3.51843 # DEPENDENCYPART_ARC
(37,32),-3.24929 # DEPENDENCYPART_ARC
(37,33),-3.57276 # DEPENDENCYPART_ARC
(37,34),-1.96445 # DEPENDENCYPART_ARC
(37,35),-3.41565 # DEPENDENCYPART_ARC
(37,36),-2.67355 # DEPENDENCYPART_ARC
