# _root_ V kvalifikaci stíhacího závodu družstev na 4 km zajelo čs . kvarteto Kadlec , Krejčí , Hudínek a Kábale čs . dorostenecký rekord časem 4 : 30.32 ( dosud 4 : 35.66 ) .
#goldHeads=9,1,4,2,4,4,8,6,0,12,10,9,18,18,18,18,18,12,18,23,20,23,9,9,26,24,26,24,24,31,24,31,24,0,
#predictedHeads=9,1,4,2,4,4,8,6,0,12,10,9,12,18,18,18,18,12,18,23,20,23,18,23,26,24,26,31,31,31,24,31,31,0,
(30,24),-1.28541 # DEPENDENCYPART_ARC
(30,25),-0.719566 # DEPENDENCYPART_ARC
(30,26),-0.698738 # DEPENDENCYPART_ARC
(30,27),-0.745436 # DEPENDENCYPART_ARC
(30,28),-0.0108698 # DEPENDENCYPART_ARC
(30,29),0.637518 # DEPENDENCYPART_ARC
(30,31),0.260535 # DEPENDENCYPART_ARC
(30,32),-0.0574655 # DEPENDENCYPART_ARC
(30,33),-0.0986208 # DEPENDENCYPART_ARC
(30,34),-1.07171 # DEPENDENCYPART_ARC
(31,1),-2.99555 # DEPENDENCYPART_ARC
(31,2),-1.68133 # DEPENDENCYPART_ARC
(31,3),-0.978753 # DEPENDENCYPART_ARC
(31,4),-2.01238 # DEPENDENCYPART_ARC
(31,5),-2.16089 # DEPENDENCYPART_ARC
(31,6),-2.21036 # DEPENDENCYPART_ARC
(31,7),-6.43056 # DEPENDENCYPART_ARC
(31,8),-1.53967 # DEPENDENCYPART_ARC
(31,9),-0.858981 # DEPENDENCYPART_ARC
(31,10),-0.0251342 # DEPENDENCYPART_ARC
(31,11),-1.18455 # DEPENDENCYPART_ARC
(31,12),-0.635252 # DEPENDENCYPART_ARC
(31,13),-0.825684 # DEPENDENCYPART_ARC
(31,14),-2.35176 # DEPENDENCYPART_ARC
(31,15),-0.161339 # DEPENDENCYPART_ARC
(31,16),-2.08035 # DEPENDENCYPART_ARC
(31,17),-0.269979 # DEPENDENCYPART_ARC
(31,18),-0.808149 # DEPENDENCYPART_ARC
(31,19),-0.616888 # DEPENDENCYPART_ARC
(31,20),0.380836 # DEPENDENCYPART_ARC
(31,21),-0.801282 # DEPENDENCYPART_ARC
(31,22),0.687001 # DEPENDENCYPART_ARC
(31,23),-0.29966 # DEPENDENCYPART_ARC
(31,24),0.0424216 # DEPENDENCYPART_ARC
(31,25),0.490451 # DEPENDENCYPART_ARC
(31,26),0.188467 # DEPENDENCYPART_ARC
(31,27),1.36048 # DEPENDENCYPART_ARC
(31,28),1.45551 # DEPENDENCYPART_ARC
(31,29),1.4523 # DEPENDENCYPART_ARC
(31,30),3.65266 # DEPENDENCYPART_ARC
(31,32),2.66424 # DEPENDENCYPART_ARC
(31,33),1.85731 # DEPENDENCYPART_ARC
(31,34),-0.180517 # DEPENDENCYPART_ARC
(32,1),-2.90749 # DEPENDENCYPART_ARC
(32,2),-1.53046 # DEPENDENCYPART_ARC
(32,3),-1.90167 # DEPENDENCYPART_ARC
(32,4),-1.75832 # DEPENDENCYPART_ARC
(32,5),-1.29609 # DEPENDENCYPART_ARC
(32,6),-2.33977 # DEPENDENCYPART_ARC
(32,7),-3.36348 # DEPENDENCYPART_ARC
(32,8),-1.33162 # DEPENDENCYPART_ARC
(32,9),-2.40929 # DEPENDENCYPART_ARC
(32,10),-1.42051 # DEPENDENCYPART_ARC
(32,11),-5.45117 # DEPENDENCYPART_ARC
(32,12),-1.16647 # DEPENDENCYPART_ARC
(32,13),-1.03149 # DEPENDENCYPART_ARC
(32,14),-4.32876 # DEPENDENCYPART_ARC
(32,15),-1.17523 # DEPENDENCYPART_ARC
(32,16),-3.716 # DEPENDENCYPART_ARC
(32,17),-1.10749 # DEPENDENCYPART_ARC
(32,18),-1.41803 # DEPENDENCYPART_ARC
(32,19),-1.04592 # DEPENDENCYPART_ARC
(32,20),-0.981031 # DEPENDENCYPART_ARC
(32,21),-2.90301 # DEPENDENCYPART_ARC
(32,22),-0.839566 # DEPENDENCYPART_ARC
(32,23),-1.07093 # DEPENDENCYPART_ARC
(32,24),-0.765531 # DEPENDENCYPART_ARC
(32,25),-0.399565 # DEPENDENCYPART_ARC
(32,26),-0.925428 # DEPENDENCYPART_ARC
(32,27),-0.869764 # DEPENDENCYPART_ARC
(32,28),-0.787208 # DEPENDENCYPART_ARC
(32,29),0.251932 # DEPENDENCYPART_ARC
(32,30),0.941541 # DEPENDENCYPART_ARC
(32,31),0.8674 # DEPENDENCYPART_ARC
(32,33),0.517693 # DEPENDENCYPART_ARC
(32,34),-0.534324 # DEPENDENCYPART_ARC
(33,1),-5.82624 # DEPENDENCYPART_ARC
(33,2),-7.07186 # DEPENDENCYPART_ARC
(33,3),-3.40444 # DEPENDENCYPART_ARC
(33,4),-7.05085 # DEPENDENCYPART_ARC
(33,5),-6.95468 # DEPENDENCYPART_ARC
(33,6),-4.97474 # DEPENDENCYPART_ARC
(33,7),-6.94228 # DEPENDENCYPART_ARC
(33,8),-6.32441 # DEPENDENCYPART_ARC
(33,9),-4.39494 # DEPENDENCYPART_ARC
(33,10),-2.34559 # DEPENDENCYPART_ARC
(33,11),-4.53226 # DEPENDENCYPART_ARC
(33,12),-5.49257 # DEPENDENCYPART_ARC
(33,13),-5.36183 # DEPENDENCYPART_ARC
(33,14),-4.14382 # DEPENDENCYPART_ARC
(33,15),-4.63794 # DEPENDENCYPART_ARC
(33,16),-4.05809 # DEPENDENCYPART_ARC
(33,17),-4.49555 # DEPENDENCYPART_ARC
(33,18),-3.70984 # DEPENDENCYPART_ARC
(33,19),-4.5276 # DEPENDENCYPART_ARC
(33,20),-2.10646 # DEPENDENCYPART_ARC
(33,21),-3.61522 # DEPENDENCYPART_ARC
(33,22),-1.86046 # DEPENDENCYPART_ARC
(33,23),-4.23083 # DEPENDENCYPART_ARC
(33,24),-3.53137 # DEPENDENCYPART_ARC
(33,25),-3.65641 # DEPENDENCYPART_ARC
(33,26),-2.17903 # DEPENDENCYPART_ARC
(33,27),-3.26479 # DEPENDENCYPART_ARC
(33,28),-2.03619 # DEPENDENCYPART_ARC
(33,29),-1.85949 # DEPENDENCYPART_ARC
(33,30),-2.32741 # DEPENDENCYPART_ARC
(33,31),-1.59772 # DEPENDENCYPART_ARC
(33,32),-1.61562 # DEPENDENCYPART_ARC
(33,34),-1.59149 # DEPENDENCYPART_ARC
(34,1),-7.16121 # DEPENDENCYPART_ARC
(34,2),-6.54539 # DEPENDENCYPART_ARC
(34,3),-4.60083 # DEPENDENCYPART_ARC
(34,4),-6.32212 # DEPENDENCYPART_ARC
(34,5),-6.09245 # DEPENDENCYPART_ARC
(34,6),-6.55153 # DEPENDENCYPART_ARC
(34,7),-8.7759 # DEPENDENCYPART_ARC
(34,8),-5.18756 # DEPENDENCYPART_ARC
(34,9),-5.03731 # DEPENDENCYPART_ARC
(34,10),-3.60171 # DEPENDENCYPART_ARC
(34,11),-4.26709 # DEPENDENCYPART_ARC
(34,12),-4.60073 # DEPENDENCYPART_ARC
(34,13),-4.50499 # DEPENDENCYPART_ARC
(34,14),-4.13566 # DEPENDENCYPART_ARC
(34,15),-3.67244 # DEPENDENCYPART_ARC
(34,16),-4.25099 # DEPENDENCYPART_ARC
(34,17),-4.38465 # DEPENDENCYPART_ARC
(34,18),-5.16843 # DEPENDENCYPART_ARC
(34,19),-4.46784 # DEPENDENCYPART_ARC
(34,20),-3.25209 # DEPENDENCYPART_ARC
(34,21),-3.55384 # DEPENDENCYPART_ARC
(34,22),-3.06624 # DEPENDENCYPART_ARC
(34,23),-4.78478 # DEPENDENCYPART_ARC
(34,24),-3.85163 # DEPENDENCYPART_ARC
(34,25),-5.22814 # DEPENDENCYPART_ARC
(34,26),-3.32563 # DEPENDENCYPART_ARC
(34,27),-4.64623 # DEPENDENCYPART_ARC
(34,28),-2.7879 # DEPENDENCYPART_ARC
(34,29),-3.19266 # DEPENDENCYPART_ARC
(34,30),-3.91874 # DEPENDENCYPART_ARC
(34,31),-2.49867 # DEPENDENCYPART_ARC
(34,32),-3.09615 # DEPENDENCYPART_ARC
(34,33),-2.06694 # DEPENDENCYPART_ARC
