# _root_ Τα κράτη δεν μπορούν να διαθέτουν δύο ποινικούς κώδικες , έναν που θα εφαρμόζεται στη διακίνηση ναρκωτικών αποκλειστικά μέσα στα σύνορά τους , και έναν άλλο που θα εφαρμόζεται στη διακίνηση ναρκωτικών όταν αυτή έχει διασυνοριακή διάσταση .
#goldHeads=2,4,4,0,6,4,9,9,10,6,24,14,14,11,14,15,16,19,16,19,20,21,10,10,24,25,29,29,25,29,30,31,29,35,33,37,35,0,
#predictedHeads=2,4,4,0,6,4,9,9,6,14,12,14,14,9,14,15,16,19,14,19,20,21,24,14,26,24,29,29,24,29,30,31,29,37,33,37,35,0,
(27,5),-1.49013 # DEPENDENCYPART_ARC
(27,6),-3.20023 # DEPENDENCYPART_ARC
(27,7),-1.78125 # DEPENDENCYPART_ARC
(27,8),-2.82208 # DEPENDENCYPART_ARC
(27,9),-2.36083 # DEPENDENCYPART_ARC
(27,10),-1.10943 # DEPENDENCYPART_ARC
(27,11),-1.15432 # DEPENDENCYPART_ARC
(27,12),-1.62846 # DEPENDENCYPART_ARC
(27,13),-1.24427 # DEPENDENCYPART_ARC
(27,14),-2.77785 # DEPENDENCYPART_ARC
(27,15),-1.71536 # DEPENDENCYPART_ARC
(27,16),-2.82913 # DEPENDENCYPART_ARC
(27,17),-1.70644 # DEPENDENCYPART_ARC
(27,18),-0.62332 # DEPENDENCYPART_ARC
(27,19),-0.67004 # DEPENDENCYPART_ARC
(27,20),-1.09122 # DEPENDENCYPART_ARC
(27,21),-2.64488 # DEPENDENCYPART_ARC
(27,22),-1.14792 # DEPENDENCYPART_ARC
(27,23),-0.495968 # DEPENDENCYPART_ARC
(27,24),-0.213926 # DEPENDENCYPART_ARC
(27,25),0.750282 # DEPENDENCYPART_ARC
(27,26),0.101711 # DEPENDENCYPART_ARC
(27,28),-0.0551285 # DEPENDENCYPART_ARC
(27,29),-0.84852 # DEPENDENCYPART_ARC
(27,30),-1.98027 # DEPENDENCYPART_ARC
(27,31),-1.868 # DEPENDENCYPART_ARC
(27,32),-0.652117 # DEPENDENCYPART_ARC
(27,33),-0.885721 # DEPENDENCYPART_ARC
(27,34),-1.98956 # DEPENDENCYPART_ARC
(27,35),-2.03091 # DEPENDENCYPART_ARC
(27,36),-2.42754 # DEPENDENCYPART_ARC
(27,37),-2.51161 # DEPENDENCYPART_ARC
(27,38),-1.32745 # DEPENDENCYPART_ARC
(28,1),-2.50216 # DEPENDENCYPART_ARC
(28,2),-2.98766 # DEPENDENCYPART_ARC
(28,3),-2.50412 # DEPENDENCYPART_ARC
(28,4),-2.82945 # DEPENDENCYPART_ARC
(28,5),-2.45148 # DEPENDENCYPART_ARC
(28,6),-2.6578 # DEPENDENCYPART_ARC
(28,7),-2.34468 # DEPENDENCYPART_ARC
(28,8),-2.67282 # DEPENDENCYPART_ARC
(28,9),-2.6319 # DEPENDENCYPART_ARC
(28,10),-2.23722 # DEPENDENCYPART_ARC
(28,11),-2.14871 # DEPENDENCYPART_ARC
(28,12),-2.49739 # DEPENDENCYPART_ARC
(28,13),-2.16821 # DEPENDENCYPART_ARC
(28,14),-2.33701 # DEPENDENCYPART_ARC
(28,15),-1.92012 # DEPENDENCYPART_ARC
(28,16),-2.41447 # DEPENDENCYPART_ARC
(28,17),-2.39742 # DEPENDENCYPART_ARC
(28,18),-2.0239 # DEPENDENCYPART_ARC
(28,19),-1.90135 # DEPENDENCYPART_ARC
(28,20),-1.74922 # DEPENDENCYPART_ARC
(28,21),-2.25136 # DEPENDENCYPART_ARC
(28,22),-2.10438 # DEPENDENCYPART_ARC
(28,23),-1.69719 # DEPENDENCYPART_ARC
(28,24),-1.6108 # DEPENDENCYPART_ARC
(28,25),-1.17531 # DEPENDENCYPART_ARC
(28,26),-1.25755 # DEPENDENCYPART_ARC
(28,27),-0.753133 # DEPENDENCYPART_ARC
(28,29),0.294076 # DEPENDENCYPART_ARC
(28,30),-0.6126 # DEPENDENCYPART_ARC
(28,31),-0.773956 # DEPENDENCYPART_ARC
(28,32),-0.970312 # DEPENDENCYPART_ARC
(28,33),-0.859985 # DEPENDENCYPART_ARC
(28,34),-1.66466 # DEPENDENCYPART_ARC
(28,35),-1.36027 # DEPENDENCYPART_ARC
(28,36),-1.51606 # DEPENDENCYPART_ARC
(28,37),-1.65551 # DEPENDENCYPART_ARC
(28,38),-0.583771 # DEPENDENCYPART_ARC
(29,1),-1.94202 # DEPENDENCYPART_ARC
(29,2),-0.670031 # DEPENDENCYPART_ARC
(29,3),-0.140774 # DEPENDENCYPART_ARC
(29,4),-3.35651 # DEPENDENCYPART_ARC
(29,5),-0.606931 # DEPENDENCYPART_ARC
(29,6),-2.96541 # DEPENDENCYPART_ARC
(29,7),-0.957164 # DEPENDENCYPART_ARC
(29,8),-1.28552 # DEPENDENCYPART_ARC
(29,9),-2.33668 # DEPENDENCYPART_ARC
(29,10),0.180119 # DEPENDENCYPART_ARC
(29,11),-2.08008 # DEPENDENCYPART_ARC
(29,12),0.469035 # DEPENDENCYPART_ARC
(29,13),0.330063 # DEPENDENCYPART_ARC
(29,14),-3.67428 # DEPENDENCYPART_ARC
(29,15),-0.229147 # DEPENDENCYPART_ARC
(29,16),-1.32014 # DEPENDENCYPART_ARC
(29,17),-3.41046 # DEPENDENCYPART_ARC
(29,18),0.282823 # DEPENDENCYPART_ARC
(29,19),0.265085 # DEPENDENCYPART_ARC
(29,20),0.0673268 # DEPENDENCYPART_ARC
(29,21),-1.15265 # DEPENDENCYPART_ARC
(29,22),-3.65943 # DEPENDENCYPART_ARC
(29,23),0.360262 # DEPENDENCYPART_ARC
(29,24),0.56379 # DEPENDENCYPART_ARC
(29,25),-1.08035 # DEPENDENCYPART_ARC
(29,26),0.501887 # DEPENDENCYPART_ARC
(29,27),3.65796 # DEPENDENCYPART_ARC
(29,28),2.94776 # DEPENDENCYPART_ARC
(29,30),2.34206 # DEPENDENCYPART_ARC
(29,31),0.786076 # DEPENDENCYPART_ARC
(29,32),-0.717071 # DEPENDENCYPART_ARC
(29,33),1.3617 # DEPENDENCYPART_ARC
(29,34),-2.10134 # DEPENDENCYPART_ARC
(29,35),-2.31996 # DEPENDENCYPART_ARC
(29,36),-2.0508 # DEPENDENCYPART_ARC
(29,37),-1.40421 # DEPENDENCYPART_ARC
(29,38),0.296522 # DEPENDENCYPART_ARC
(30,1),-1.97631 # DEPENDENCYPART_ARC
(30,2),-2.75849 # DEPENDENCYPART_ARC
(30,3),-1.37246 # DEPENDENCYPART_ARC
(30,4),-2.69087 # DEPENDENCYPART_ARC
(30,5),-1.38994 # DEPENDENCYPART_ARC
(30,6),-2.66979 # DEPENDENCYPART_ARC
(30,7),-1.56555 # DEPENDENCYPART_ARC
(30,8),-2.19939 # DEPENDENCYPART_ARC
(30,9),-2.70459 # DEPENDENCYPART_ARC
(30,10),-0.732035 # DEPENDENCYPART_ARC
(30,11),-1.37983 # DEPENDENCYPART_ARC
(30,12),-1.68901 # DEPENDENCYPART_ARC
(30,13),-1.16456 # DEPENDENCYPART_ARC
(30,14),-2.19306 # DEPENDENCYPART_ARC
(30,15),-1.38778 # DEPENDENCYPART_ARC
(30,16),-2.24143 # DEPENDENCYPART_ARC
(30,17),-2.58414 # DEPENDENCYPART_ARC
(30,18),-0.824153 # DEPENDENCYPART_ARC
(30,19),-0.88919 # DEPENDENCYPART_ARC
(30,20),-1.46659 # DEPENDENCYPART_ARC
(30,21),-2.03659 # DEPENDENCYPART_ARC
(30,22),-1.93888 # DEPENDENCYPART_ARC
(30,23),-0.417477 # DEPENDENCYPART_ARC
(30,24),-0.339704 # DEPENDENCYPART_ARC
(30,25),-0.798045 # DEPENDENCYPART_ARC
(30,26),-1.01671 # DEPENDENCYPART_ARC
(30,27),-1.13704 # DEPENDENCYPART_ARC
(30,28),-0.0968206 # DEPENDENCYPART_ARC
(30,29),-0.756412 # DEPENDENCYPART_ARC
(30,31),3.70321 # DEPENDENCYPART_ARC
(30,32),0.0244009 # DEPENDENCYPART_ARC
(30,33),0.0499452 # DEPENDENCYPART_ARC
(30,34),-0.220196 # DEPENDENCYPART_ARC
(30,35),-2.50078 # DEPENDENCYPART_ARC
(30,36),-1.70744 # DEPENDENCYPART_ARC
(30,37),-1.59001 # DEPENDENCYPART_ARC
(30,38),-0.822986 # DEPENDENCYPART_ARC
(31,1),-6.00426 # DEPENDENCYPART_ARC
(31,2),-5.46984 # DEPENDENCYPART_ARC
(31,3),-2.34697 # DEPENDENCYPART_ARC
(31,4),-5.22768 # DEPENDENCYPART_ARC
(31,5),-2.36926 # DEPENDENCYPART_ARC
(31,6),-5.13337 # DEPENDENCYPART_ARC
(31,7),-2.50298 # DEPENDENCYPART_ARC
(31,8),-5.00324 # DEPENDENCYPART_ARC
(31,9),-5.00118 # DEPENDENCYPART_ARC
(31,10),-2.58042 # DEPENDENCYPART_ARC
(31,11),-3.84522 # DEPENDENCYPART_ARC
(31,12),-3.52762 # DEPENDENCYPART_ARC
(31,13),-2.13485 # DEPENDENCYPART_ARC
(31,14),-3.59722 # DEPENDENCYPART_ARC
(31,15),-1.72663 # DEPENDENCYPART_ARC
(31,16),-2.80385 # DEPENDENCYPART_ARC
(31,17),-4.28083 # DEPENDENCYPART_ARC
(31,18),-2.01651 # DEPENDENCYPART_ARC
(31,19),-1.96684 # DEPENDENCYPART_ARC
(31,20),-2.94729 # DEPENDENCYPART_ARC
(31,21),-2.48641 # DEPENDENCYPART_ARC
(31,22),-3.21694 # DEPENDENCYPART_ARC
(31,23),-1.92836 # DEPENDENCYPART_ARC
(31,24),-1.58743 # DEPENDENCYPART_ARC
(31,25),-1.92523 # DEPENDENCYPART_ARC
(31,26),-1.27568 # DEPENDENCYPART_ARC
(31,27),-1.93697 # DEPENDENCYPART_ARC
(31,28),-1.0513 # DEPENDENCYPART_ARC
(31,29),-1.5308 # DEPENDENCYPART_ARC
(31,30),0.331122 # DEPENDENCYPART_ARC
(31,32),2.50814 # DEPENDENCYPART_ARC
(31,33),0.6766 # DEPENDENCYPART_ARC
(31,34),-0.46878 # DEPENDENCYPART_ARC
(31,35),0.508107 # DEPENDENCYPART_ARC
(31,36),-1.19275 # DEPENDENCYPART_ARC
(31,37),-1.83005 # DEPENDENCYPART_ARC
(31,38),-0.477794 # DEPENDENCYPART_ARC
(32,1),-3.50058 # DEPENDENCYPART_ARC
(32,2),-3.30454 # DEPENDENCYPART_ARC
(32,3),-1.04991 # DEPENDENCYPART_ARC
(32,4),-2.80448 # DEPENDENCYPART_ARC
(32,5),-1.1394 # DEPENDENCYPART_ARC
(32,6),-2.72101 # DEPENDENCYPART_ARC
(32,7),-1.47944 # DEPENDENCYPART_ARC
(32,8),-3.37678 # DEPENDENCYPART_ARC
(32,9),-3.53582 # DEPENDENCYPART_ARC
(32,10),-1.42681 # DEPENDENCYPART_ARC
(32,11),-3.99996 # DEPENDENCYPART_ARC
(32,12),-3.71866 # DEPENDENCYPART_ARC
(32,13),-0.819354 # DEPENDENCYPART_ARC
(32,14),-1.88436 # DEPENDENCYPART_ARC
(32,15),-2.34994 # DEPENDENCYPART_ARC
(32,16),-3.63456 # DEPENDENCYPART_ARC
(32,17),-1.13432 # DEPENDENCYPART_ARC
(32,18),-0.763088 # DEPENDENCYPART_ARC
(32,19),-0.759381 # DEPENDENCYPART_ARC
(32,20),-1.75384 # DEPENDENCYPART_ARC
(32,21),-3.66518 # DEPENDENCYPART_ARC
(32,22),-0.473995 # DEPENDENCYPART_ARC
(32,23),-0.609247 # DEPENDENCYPART_ARC
(32,24),-0.532045 # DEPENDENCYPART_ARC
(32,25),-1.95717 # DEPENDENCYPART_ARC
(32,26),-1.33716 # DEPENDENCYPART_ARC
(32,27),-1.15049 # DEPENDENCYPART_ARC
(32,28),0.00819029 # DEPENDENCYPART_ARC
(32,29),-0.681954 # DEPENDENCYPART_ARC
(32,30),-0.793515 # DEPENDENCYPART_ARC
(32,31),-0.203967 # DEPENDENCYPART_ARC
(32,33),0.402315 # DEPENDENCYPART_ARC
(32,34),-0.771684 # DEPENDENCYPART_ARC
(32,35),-0.712981 # DEPENDENCYPART_ARC
(32,36),-1.20958 # DEPENDENCYPART_ARC
(32,37),-1.64319 # DEPENDENCYPART_ARC
(32,38),-0.850519 # DEPENDENCYPART_ARC
(33,1),-1.70838 # DEPENDENCYPART_ARC
(33,2),-2.18704 # DEPENDENCYPART_ARC
(33,3),-0.961883 # DEPENDENCYPART_ARC
(33,4),-1.70768 # DEPENDENCYPART_ARC
(33,5),-1.07764 # DEPENDENCYPART_ARC
(33,6),-1.61242 # DEPENDENCYPART_ARC
(33,7),-1.13869 # DEPENDENCYPART_ARC
(33,8),-2.10334 # DEPENDENCYPART_ARC
(33,9),-1.95357 # DEPENDENCYPART_ARC
(33,10),-2.03214 # DEPENDENCYPART_ARC
(33,11),-1.46824 # DEPENDENCYPART_ARC
(33,12),-0.672674 # DEPENDENCYPART_ARC
(33,13),-0.653783 # DEPENDENCYPART_ARC
(33,14),-0.952304 # DEPENDENCYPART_ARC
(33,15),-0.690241 # DEPENDENCYPART_ARC
(33,16),-1.36128 # DEPENDENCYPART_ARC
(33,17),-1.52696 # DEPENDENCYPART_ARC
(33,18),-0.770548 # DEPENDENCYPART_ARC
(33,19),-0.692895 # DEPENDENCYPART_ARC
(33,20),-0.876101 # DEPENDENCYPART_ARC
(33,21),-0.923767 # DEPENDENCYPART_ARC
(33,22),-0.246858 # DEPENDENCYPART_ARC
(33,23),-0.596906 # DEPENDENCYPART_ARC
(33,24),-0.445337 # DEPENDENCYPART_ARC
(33,25),-0.748495 # DEPENDENCYPART_ARC
(33,26),-0.194184 # DEPENDENCYPART_ARC
(33,27),0.145824 # DEPENDENCYPART_ARC
(33,28),-0.401486 # DEPENDENCYPART_ARC
(33,29),-0.00101555 # DEPENDENCYPART_ARC
(33,30),0.294919 # DEPENDENCYPART_ARC
(33,31),0.0839228 # DEPENDENCYPART_ARC
(33,32),0.812087 # DEPENDENCYPART_ARC
(33,34),0.670477 # DEPENDENCYPART_ARC
(33,35),2.29453 # DEPENDENCYPART_ARC
(33,36),0.00870046 # DEPENDENCYPART_ARC
(33,37),0.453083 # DEPENDENCYPART_ARC
(33,38),0.386798 # DEPENDENCYPART_ARC
(34,1),-3.09524 # DEPENDENCYPART_ARC
(34,2),-3.21658 # DEPENDENCYPART_ARC
(34,3),-2.07204 # DEPENDENCYPART_ARC
(34,4),-4.24373 # DEPENDENCYPART_ARC
(34,5),-2.04498 # DEPENDENCYPART_ARC
(34,6),-4.24838 # DEPENDENCYPART_ARC
(34,7),-2.73617 # DEPENDENCYPART_ARC
(34,8),-4.07602 # DEPENDENCYPART_ARC
(34,9),-3.31135 # DEPENDENCYPART_ARC
(34,10),-1.87648 # DEPENDENCYPART_ARC
(34,11),-2.27309 # DEPENDENCYPART_ARC
(34,12),-1.89357 # DEPENDENCYPART_ARC
(34,13),-1.9368 # DEPENDENCYPART_ARC
(34,14),-3.66502 # DEPENDENCYPART_ARC
(34,15),-2.03675 # DEPENDENCYPART_ARC
(34,16),-3.20078 # DEPENDENCYPART_ARC
(34,17),-2.76509 # DEPENDENCYPART_ARC
(34,18),-1.33108 # DEPENDENCYPART_ARC
(34,19),-1.32944 # DEPENDENCYPART_ARC
(34,20),-2.11879 # DEPENDENCYPART_ARC
(34,21),-3.19161 # DEPENDENCYPART_ARC
(34,22),-2.26718 # DEPENDENCYPART_ARC
(34,23),-1.51313 # DEPENDENCYPART_ARC
(34,24),-1.33778 # DEPENDENCYPART_ARC
(34,25),-1.43907 # DEPENDENCYPART_ARC
(34,26),-2.32818 # DEPENDENCYPART_ARC
(34,27),-1.85185 # DEPENDENCYPART_ARC
(34,28),-1.48891 # DEPENDENCYPART_ARC
(34,29),-3.22967 # DEPENDENCYPART_ARC
(34,30),-1.49667 # DEPENDENCYPART_ARC
(34,31),-2.31886 # DEPENDENCYPART_ARC
(34,32),-1.64961 # DEPENDENCYPART_ARC
(34,33),0.0704408 # DEPENDENCYPART_ARC
(34,35),-0.354888 # DEPENDENCYPART_ARC
(34,36),-1.55057 # DEPENDENCYPART_ARC
(34,37),-1.17626 # DEPENDENCYPART_ARC
(34,38),-0.656136 # DEPENDENCYPART_ARC
(35,1),-2.55301 # DEPENDENCYPART_ARC
(35,2),-2.20868 # DEPENDENCYPART_ARC
(35,3),-1.43157 # DEPENDENCYPART_ARC
(35,4),-4.71346 # DEPENDENCYPART_ARC
(35,5),-2.02056 # DEPENDENCYPART_ARC
(35,6),-4.05658 # DEPENDENCYPART_ARC
(35,7),-1.93245 # DEPENDENCYPART_ARC
(35,8),-2.94228 # DEPENDENCYPART_ARC
(35,9),-4.49925 # DEPENDENCYPART_ARC
(35,10),-0.0544358 # DEPENDENCYPART_ARC
(35,11),-3.03562 # DEPENDENCYPART_ARC
(35,12),-1.98245 # DEPENDENCYPART_ARC
(35,13),-1.25896 # DEPENDENCYPART_ARC
(35,14),-5.14569 # DEPENDENCYPART_ARC
(35,15),-2.07265 # DEPENDENCYPART_ARC
(35,16),-2.80907 # DEPENDENCYPART_ARC
(35,17),-4.42906 # DEPENDENCYPART_ARC
(35,18),-0.984507 # DEPENDENCYPART_ARC
(35,19),-0.781414 # DEPENDENCYPART_ARC
(35,20),-1.51192 # DEPENDENCYPART_ARC
(35,21),-2.65862 # DEPENDENCYPART_ARC
(35,22),-4.98216 # DEPENDENCYPART_ARC
(35,23),-0.653968 # DEPENDENCYPART_ARC
(35,24),-0.558455 # DEPENDENCYPART_ARC
(35,25),-2.51957 # DEPENDENCYPART_ARC
(35,26),-1.47893 # DEPENDENCYPART_ARC
(35,27),0.657099 # DEPENDENCYPART_ARC
(35,28),-0.100227 # DEPENDENCYPART_ARC
(35,29),-3.29188 # DEPENDENCYPART_ARC
(35,30),-0.867503 # DEPENDENCYPART_ARC
(35,31),-1.49798 # DEPENDENCYPART_ARC
(35,32),-3.00261 # DEPENDENCYPART_ARC
(35,33),0.0978925 # DEPENDENCYPART_ARC
(35,34),1.12493 # DEPENDENCYPART_ARC
(35,36),0.0136114 # DEPENDENCYPART_ARC
(35,37),2.7176 # DEPENDENCYPART_ARC
(35,38),0.17152 # DEPENDENCYPART_ARC
(36,1),-1.83135 # DEPENDENCYPART_ARC
(36,2),-1.91228 # DEPENDENCYPART_ARC
(36,3),-1.18655 # DEPENDENCYPART_ARC
(36,4),-4.79508 # DEPENDENCYPART_ARC
(36,5),-1.10513 # DEPENDENCYPART_ARC
(36,6),-4.75056 # DEPENDENCYPART_ARC
(36,7),-0.831056 # DEPENDENCYPART_ARC
(36,8),-2.45465 # DEPENDENCYPART_ARC
(36,9),-2.48905 # DEPENDENCYPART_ARC
(36,10),-1.23514 # DEPENDENCYPART_ARC
(36,11),-1.88023 # DEPENDENCYPART_ARC
(36,12),-2.01819 # DEPENDENCYPART_ARC
(36,13),-1.05225 # DEPENDENCYPART_ARC
(36,14),-4.91643 # DEPENDENCYPART_ARC
(36,15),-1.84995 # DEPENDENCYPART_ARC
(36,16),-2.55198 # DEPENDENCYPART_ARC
(36,17),-2.1973 # DEPENDENCYPART_ARC
(36,18),-1.24409 # DEPENDENCYPART_ARC
(36,19),-1.08148 # DEPENDENCYPART_ARC
(36,20),-1.49821 # DEPENDENCYPART_ARC
(36,21),-2.43782 # DEPENDENCYPART_ARC
(36,22),-1.06545 # DEPENDENCYPART_ARC
(36,23),-0.899267 # DEPENDENCYPART_ARC
(36,24),-0.775344 # DEPENDENCYPART_ARC
(36,25),-0.884112 # DEPENDENCYPART_ARC
(36,26),-1.15409 # DEPENDENCYPART_ARC
(36,27),-1.09924 # DEPENDENCYPART_ARC
(36,28),-0.636674 # DEPENDENCYPART_ARC
(36,29),-4.39139 # DEPENDENCYPART_ARC
(36,30),-1.23932 # DEPENDENCYPART_ARC
(36,31),-1.7222 # DEPENDENCYPART_ARC
(36,32),-1.29973 # DEPENDENCYPART_ARC
(36,33),-0.107648 # DEPENDENCYPART_ARC
(36,34),0.33478 # DEPENDENCYPART_ARC
(36,35),-3.10903 # DEPENDENCYPART_ARC
(36,37),0.0583944 # DEPENDENCYPART_ARC
(36,38),-0.131849 # DEPENDENCYPART_ARC
(37,1),-4.94049 # DEPENDENCYPART_ARC
(37,2),-4.30977 # DEPENDENCYPART_ARC
(37,3),-1.08645 # DEPENDENCYPART_ARC
(37,4),-4.0058 # DEPENDENCYPART_ARC
(37,5),-1.03222 # DEPENDENCYPART_ARC
(37,6),-3.97131 # DEPENDENCYPART_ARC
(37,7),-1.00597 # DEPENDENCYPART_ARC
(37,8),-3.7196 # DEPENDENCYPART_ARC
(37,9),-3.93743 # DEPENDENCYPART_ARC
(37,10),-1.22794 # DEPENDENCYPART_ARC
(37,11),-2.94162 # DEPENDENCYPART_ARC
(37,12),-2.94945 # DEPENDENCYPART_ARC
(37,13),-0.989455 # DEPENDENCYPART_ARC
(37,14),-2.52487 # DEPENDENCYPART_ARC
(37,15),-0.650823 # DEPENDENCYPART_ARC
(37,16),-1.46143 # DEPENDENCYPART_ARC
(37,17),-2.98336 # DEPENDENCYPART_ARC
(37,18),-0.67316 # DEPENDENCYPART_ARC
(37,19),-0.735654 # DEPENDENCYPART_ARC
(37,20),-1.77327 # DEPENDENCYPART_ARC
(37,21),-1.31185 # DEPENDENCYPART_ARC
(37,22),-2.54146 # DEPENDENCYPART_ARC
(37,23),-0.694421 # DEPENDENCYPART_ARC
(37,24),-0.890191 # DEPENDENCYPART_ARC
(37,25),-1.13177 # DEPENDENCYPART_ARC
(37,26),-0.97909 # DEPENDENCYPART_ARC
(37,27),-1.67298 # DEPENDENCYPART_ARC
(37,28),-0.435098 # DEPENDENCYPART_ARC
(37,29),-2.03748 # DEPENDENCYPART_ARC
(37,30),-0.135278 # DEPENDENCYPART_ARC
(37,31),-0.227131 # DEPENDENCYPART_ARC
(37,32),-1.56155 # DEPENDENCYPART_ARC
(37,33),-0.358 # DEPENDENCYPART_ARC
(37,34),1.17337 # DEPENDENCYPART_ARC
(37,35),-0.824927 # DEPENDENCYPART_ARC
(37,36),3.5552 # DEPENDENCYPART_ARC
(37,38),0.365345 # DEPENDENCYPART_ARC
(38,1),-2.81357 # DEPENDENCYPART_ARC
(38,2),-4.0451 # DEPENDENCYPART_ARC
(38,3),-2.23621 # DEPENDENCYPART_ARC
(38,4),-3.06571 # DEPENDENCYPART_ARC
(38,5),-2.14757 # DEPENDENCYPART_ARC
(38,6),-3.10482 # DEPENDENCYPART_ARC
(38,7),-2.46483 # DEPENDENCYPART_ARC
(38,8),-2.64246 # DEPENDENCYPART_ARC
(38,9),-3.75646 # DEPENDENCYPART_ARC
(38,10),-3.11819 # DEPENDENCYPART_ARC
(38,11),-2.27862 # DEPENDENCYPART_ARC
(38,12),-2.11169 # DEPENDENCYPART_ARC
(38,13),-2.17519 # DEPENDENCYPART_ARC
(38,14),-2.96268 # DEPENDENCYPART_ARC
(38,15),-3.17423 # DEPENDENCYPART_ARC
(38,16),-3.07271 # DEPENDENCYPART_ARC
(38,17),-3.12813 # DEPENDENCYPART_ARC
(38,18),-2.03206 # DEPENDENCYPART_ARC
(38,19),-2.11571 # DEPENDENCYPART_ARC
(38,20),-2.53985 # DEPENDENCYPART_ARC
(38,21),-2.50494 # DEPENDENCYPART_ARC
(38,22),-2.03462 # DEPENDENCYPART_ARC
(38,23),-2.33642 # DEPENDENCYPART_ARC
(38,24),-2.3811 # DEPENDENCYPART_ARC
(38,25),-2.14288 # DEPENDENCYPART_ARC
(38,26),-2.00061 # DEPENDENCYPART_ARC
(38,27),-2.03642 # DEPENDENCYPART_ARC
(38,28),-1.85554 # DEPENDENCYPART_ARC
(38,29),-2.31891 # DEPENDENCYPART_ARC
(38,30),-2.17345 # DEPENDENCYPART_ARC
(38,31),-1.98535 # DEPENDENCYPART_ARC
(38,32),-2.05723 # DEPENDENCYPART_ARC
(38,33),-1.94353 # DEPENDENCYPART_ARC
(38,34),-1.93323 # DEPENDENCYPART_ARC
(38,35),-1.73793 # DEPENDENCYPART_ARC
(38,36),-1.44901 # DEPENDENCYPART_ARC
(38,37),-1.70318 # DEPENDENCYPART_ARC
