# _root_ Μιλώντας στην 46η επέτειο από την εξέγερση των κατοίκων του Θιβέτ , ο Δαλάι Λάμα είπε ότι η εικόνα της Κίνας δέχεται πλήγματα από αντιδημοκρατικές συμπεριφορές , καταπάτηση των ανθρωπίνων δικαιωμάτων και ανισότητες στον τρόπο μεταχείρισης των μειονοτήτων .
#goldHeads=16,1,4,2,4,7,5,9,7,11,9,16,15,15,16,0,16,19,22,21,19,17,22,23,26,32,32,32,31,31,28,24,32,33,34,35,38,36,0,
#predictedHeads=16,1,4,2,1,7,5,9,7,11,9,16,15,15,16,0,16,19,22,21,19,17,22,22,26,24,32,32,31,31,32,24,32,28,34,35,38,36,0,
(32,10),-1.14743 # DEPENDENCYPART_ARC
(32,11),-0.885801 # DEPENDENCYPART_ARC
(32,12),-0.281648 # DEPENDENCYPART_ARC
(32,13),-0.465029 # DEPENDENCYPART_ARC
(32,14),-0.385194 # DEPENDENCYPART_ARC
(32,15),0.334418 # DEPENDENCYPART_ARC
(32,16),-0.311072 # DEPENDENCYPART_ARC
(32,17),0.505621 # DEPENDENCYPART_ARC
(32,18),-0.137733 # DEPENDENCYPART_ARC
(32,19),-0.0265164 # DEPENDENCYPART_ARC
(32,20),-0.472989 # DEPENDENCYPART_ARC
(32,21),0.377866 # DEPENDENCYPART_ARC
(32,22),0.505041 # DEPENDENCYPART_ARC
(32,23),0.82088 # DEPENDENCYPART_ARC
(32,24),-0.183817 # DEPENDENCYPART_ARC
(32,25),0.35293 # DEPENDENCYPART_ARC
(32,26),1.43627 # DEPENDENCYPART_ARC
(32,27),1.14007 # DEPENDENCYPART_ARC
(32,28),1.29045 # DEPENDENCYPART_ARC
(32,29),0.880803 # DEPENDENCYPART_ARC
(32,30),1.02993 # DEPENDENCYPART_ARC
(32,31),3.20579 # DEPENDENCYPART_ARC
(32,33),2.82229 # DEPENDENCYPART_ARC
(32,34),0.377394 # DEPENDENCYPART_ARC
(32,35),0.714726 # DEPENDENCYPART_ARC
(32,36),0.223425 # DEPENDENCYPART_ARC
(32,37),-0.913149 # DEPENDENCYPART_ARC
(32,38),-0.348038 # DEPENDENCYPART_ARC
(32,39),0.0562807 # DEPENDENCYPART_ARC
(33,1),-3.279 # DEPENDENCYPART_ARC
(33,2),-2.43983 # DEPENDENCYPART_ARC
(33,3),-2.37673 # DEPENDENCYPART_ARC
(33,4),-4.86039 # DEPENDENCYPART_ARC
(33,5),-1.70945 # DEPENDENCYPART_ARC
(33,6),-6.1956 # DEPENDENCYPART_ARC
(33,7),-4.58559 # DEPENDENCYPART_ARC
(33,8),-5.16413 # DEPENDENCYPART_ARC
(33,9),-3.66395 # DEPENDENCYPART_ARC
(33,10),-7.22559 # DEPENDENCYPART_ARC
(33,11),-2.32614 # DEPENDENCYPART_ARC
(33,12),-1.78046 # DEPENDENCYPART_ARC
(33,13),-4.736 # DEPENDENCYPART_ARC
(33,14),-1.37715 # DEPENDENCYPART_ARC
(33,15),-3.92427 # DEPENDENCYPART_ARC
(33,16),-3.865 # DEPENDENCYPART_ARC
(33,17),-2.20952 # DEPENDENCYPART_ARC
(33,18),-3.11516 # DEPENDENCYPART_ARC
(33,19),-3.3513 # DEPENDENCYPART_ARC
(33,20),-3.19066 # DEPENDENCYPART_ARC
(33,21),-2.98148 # DEPENDENCYPART_ARC
(33,22),-2.8392 # DEPENDENCYPART_ARC
(33,23),-2.30848 # DEPENDENCYPART_ARC
(33,24),-1.22435 # DEPENDENCYPART_ARC
(33,25),-0.203242 # DEPENDENCYPART_ARC
(33,26),-1.79231 # DEPENDENCYPART_ARC
(33,27),-1.32927 # DEPENDENCYPART_ARC
(33,28),-1.96721 # DEPENDENCYPART_ARC
(33,29),0.369608 # DEPENDENCYPART_ARC
(33,30),-0.190239 # DEPENDENCYPART_ARC
(33,31),0.0288952 # DEPENDENCYPART_ARC
(33,32),0.383055 # DEPENDENCYPART_ARC
(33,34),1.3057 # DEPENDENCYPART_ARC
(33,35),-0.444245 # DEPENDENCYPART_ARC
(33,36),0.498678 # DEPENDENCYPART_ARC
(33,37),-1.30251 # DEPENDENCYPART_ARC
(33,38),-0.565062 # DEPENDENCYPART_ARC
(33,39),0.131556 # DEPENDENCYPART_ARC
(34,1),-2.5117 # DEPENDENCYPART_ARC
(34,3),-1.57787 # DEPENDENCYPART_ARC
(34,4),-2.82115 # DEPENDENCYPART_ARC
(34,5),-1.26344 # DEPENDENCYPART_ARC
(34,7),-2.78967 # DEPENDENCYPART_ARC
(34,9),-2.5471 # DEPENDENCYPART_ARC
(34,11),-1.83092 # DEPENDENCYPART_ARC
(34,12),-1.21698 # DEPENDENCYPART_ARC
(34,14),-1.10331 # DEPENDENCYPART_ARC
(34,15),-2.5004 # DEPENDENCYPART_ARC
(34,16),-2.30955 # DEPENDENCYPART_ARC
(34,17),-0.933098 # DEPENDENCYPART_ARC
(34,19),-2.44698 # DEPENDENCYPART_ARC
(34,21),-2.52707 # DEPENDENCYPART_ARC
(34,22),-1.95527 # DEPENDENCYPART_ARC
(34,23),-2.42179 # DEPENDENCYPART_ARC
(34,24),-0.705038 # DEPENDENCYPART_ARC
(34,25),-1.62414 # DEPENDENCYPART_ARC
(34,26),-2.44758 # DEPENDENCYPART_ARC
(34,27),-0.498565 # DEPENDENCYPART_ARC
(34,28),-2.06727 # DEPENDENCYPART_ARC
(34,30),-1.40471 # DEPENDENCYPART_ARC
(34,31),-1.74773 # DEPENDENCYPART_ARC
(34,32),0.0832573 # DEPENDENCYPART_ARC
(34,33),-1.28343 # DEPENDENCYPART_ARC
(34,35),2.71417 # DEPENDENCYPART_ARC
(34,36),0.467114 # DEPENDENCYPART_ARC
(34,38),-1.92874 # DEPENDENCYPART_ARC
(34,39),-0.28066 # DEPENDENCYPART_ARC
(35,1),-3.80977 # DEPENDENCYPART_ARC
(35,2),-3.07417 # DEPENDENCYPART_ARC
(35,3),-2.91834 # DEPENDENCYPART_ARC
(35,4),-5.00187 # DEPENDENCYPART_ARC
(35,5),-2.23281 # DEPENDENCYPART_ARC
(35,6),-6.49298 # DEPENDENCYPART_ARC
(35,7),-4.68962 # DEPENDENCYPART_ARC
(35,8),-6.57325 # DEPENDENCYPART_ARC
(35,9),-4.36507 # DEPENDENCYPART_ARC
(35,10),-6.40227 # DEPENDENCYPART_ARC
(35,11),-2.90553 # DEPENDENCYPART_ARC
(35,12),-2.34466 # DEPENDENCYPART_ARC
(35,13),-4.54208 # DEPENDENCYPART_ARC
(35,14),-2.12235 # DEPENDENCYPART_ARC
(35,15),-3.88842 # DEPENDENCYPART_ARC
(35,16),-4.18576 # DEPENDENCYPART_ARC
(35,17),-2.69014 # DEPENDENCYPART_ARC
(35,18),-4.19235 # DEPENDENCYPART_ARC
(35,19),-3.81523 # DEPENDENCYPART_ARC
(35,20),-3.72049 # DEPENDENCYPART_ARC
(35,21),-3.30416 # DEPENDENCYPART_ARC
(35,22),-3.10244 # DEPENDENCYPART_ARC
(35,23),-3.5936 # DEPENDENCYPART_ARC
(35,24),-1.98751 # DEPENDENCYPART_ARC
(35,25),-2.99684 # DEPENDENCYPART_ARC
(35,26),-3.66194 # DEPENDENCYPART_ARC
(35,27),-1.9553 # DEPENDENCYPART_ARC
(35,28),-2.37464 # DEPENDENCYPART_ARC
(35,29),-1.87829 # DEPENDENCYPART_ARC
(35,30),-2.21063 # DEPENDENCYPART_ARC
(35,31),-2.24373 # DEPENDENCYPART_ARC
(35,32),-1.00377 # DEPENDENCYPART_ARC
(35,33),-1.94336 # DEPENDENCYPART_ARC
(35,34),-0.496657 # DEPENDENCYPART_ARC
(35,36),2.63316 # DEPENDENCYPART_ARC
(35,37),-0.558784 # DEPENDENCYPART_ARC
(35,38),0.494141 # DEPENDENCYPART_ARC
(35,39),-0.118984 # DEPENDENCYPART_ARC
(36,1),-2.64563 # DEPENDENCYPART_ARC
(36,2),-1.63117 # DEPENDENCYPART_ARC
(36,3),-1.98495 # DEPENDENCYPART_ARC
(36,4),-4.86008 # DEPENDENCYPART_ARC
(36,5),-1.23702 # DEPENDENCYPART_ARC
(36,6),-6.55183 # DEPENDENCYPART_ARC
(36,7),-4.37522 # DEPENDENCYPART_ARC
(36,8),-5.58717 # DEPENDENCYPART_ARC
(36,9),-3.91706 # DEPENDENCYPART_ARC
(36,10),-5.77693 # DEPENDENCYPART_ARC
(36,11),-1.76524 # DEPENDENCYPART_ARC
(36,12),-1.35105 # DEPENDENCYPART_ARC
(36,13),-4.77145 # DEPENDENCYPART_ARC
(36,14),-1.1167 # DEPENDENCYPART_ARC
(36,15),-3.94602 # DEPENDENCYPART_ARC
(36,16),-3.00206 # DEPENDENCYPART_ARC
(36,17),-1.5937 # DEPENDENCYPART_ARC
(36,18),-3.48904 # DEPENDENCYPART_ARC
(36,19),-2.82826 # DEPENDENCYPART_ARC
(36,20),-2.17167 # DEPENDENCYPART_ARC
(36,21),-2.05854 # DEPENDENCYPART_ARC
(36,22),-1.78642 # DEPENDENCYPART_ARC
(36,23),-3.71805 # DEPENDENCYPART_ARC
(36,24),-0.889084 # DEPENDENCYPART_ARC
(36,25),-2.41931 # DEPENDENCYPART_ARC
(36,26),-3.58214 # DEPENDENCYPART_ARC
(36,27),-0.818957 # DEPENDENCYPART_ARC
(36,28),-2.23824 # DEPENDENCYPART_ARC
(36,29),-0.687487 # DEPENDENCYPART_ARC
(36,30),-1.37691 # DEPENDENCYPART_ARC
(36,31),-1.52072 # DEPENDENCYPART_ARC
(36,32),-0.252815 # DEPENDENCYPART_ARC
(36,33),-1.69481 # DEPENDENCYPART_ARC
(36,34),-0.287126 # DEPENDENCYPART_ARC
(36,35),0.717832 # DEPENDENCYPART_ARC
(36,37),0.995086 # DEPENDENCYPART_ARC
(36,38),2.54106 # DEPENDENCYPART_ARC
(36,39),0.52703 # DEPENDENCYPART_ARC
(37,4),-3.32701 # DEPENDENCYPART_ARC
(37,7),-3.22629 # DEPENDENCYPART_ARC
(37,9),-2.44893 # DEPENDENCYPART_ARC
(37,14),-2.03654 # DEPENDENCYPART_ARC
(37,15),-3.14209 # DEPENDENCYPART_ARC
(37,19),-2.84115 # DEPENDENCYPART_ARC
(37,23),-2.32699 # DEPENDENCYPART_ARC
(37,26),-2.15402 # DEPENDENCYPART_ARC
(37,28),-2.55341 # DEPENDENCYPART_ARC
(37,31),-1.48936 # DEPENDENCYPART_ARC
(37,32),-0.909978 # DEPENDENCYPART_ARC
(37,33),-1.5918 # DEPENDENCYPART_ARC
(37,35),-2.19811 # DEPENDENCYPART_ARC
(37,36),-0.798883 # DEPENDENCYPART_ARC
(37,38),0.263685 # DEPENDENCYPART_ARC
(38,1),-2.95177 # DEPENDENCYPART_ARC
(38,2),-2.78764 # DEPENDENCYPART_ARC
(38,3),-2.59861 # DEPENDENCYPART_ARC
(38,4),-6.25752 # DEPENDENCYPART_ARC
(38,5),-1.88176 # DEPENDENCYPART_ARC
(38,6),-8.27119 # DEPENDENCYPART_ARC
(38,7),-5.9192 # DEPENDENCYPART_ARC
(38,8),-5.28126 # DEPENDENCYPART_ARC
(38,9),-3.66952 # DEPENDENCYPART_ARC
(38,10),-7.45819 # DEPENDENCYPART_ARC
(38,11),-2.26645 # DEPENDENCYPART_ARC
(38,12),-1.79559 # DEPENDENCYPART_ARC
(38,13),-6.8747 # DEPENDENCYPART_ARC
(38,14),-1.7151 # DEPENDENCYPART_ARC
(38,15),-5.30392 # DEPENDENCYPART_ARC
(38,16),-3.51101 # DEPENDENCYPART_ARC
(38,17),-2.46106 # DEPENDENCYPART_ARC
(38,18),-5.41356 # DEPENDENCYPART_ARC
(38,19),-4.46899 # DEPENDENCYPART_ARC
(38,20),-3.76241 # DEPENDENCYPART_ARC
(38,21),-3.14582 # DEPENDENCYPART_ARC
(38,22),-2.20649 # DEPENDENCYPART_ARC
(38,23),-3.72758 # DEPENDENCYPART_ARC
(38,24),-1.48442 # DEPENDENCYPART_ARC
(38,25),-2.02029 # DEPENDENCYPART_ARC
(38,26),-3.47219 # DEPENDENCYPART_ARC
(38,27),-1.41906 # DEPENDENCYPART_ARC
(38,28),-3.76279 # DEPENDENCYPART_ARC
(38,29),-0.711076 # DEPENDENCYPART_ARC
(38,30),-1.72788 # DEPENDENCYPART_ARC
(38,31),-1.60822 # DEPENDENCYPART_ARC
(38,32),-1.39991 # DEPENDENCYPART_ARC
(38,33),-1.94629 # DEPENDENCYPART_ARC
(38,34),-2.47508 # DEPENDENCYPART_ARC
(38,35),-2.35239 # DEPENDENCYPART_ARC
(38,36),-0.171112 # DEPENDENCYPART_ARC
(38,37),3.64757 # DEPENDENCYPART_ARC
(38,39),0.171455 # DEPENDENCYPART_ARC
(39,1),-3.95282 # DEPENDENCYPART_ARC
(39,2),-5.14784 # DEPENDENCYPART_ARC
(39,3),-2.96451 # DEPENDENCYPART_ARC
(39,4),-3.9587 # DEPENDENCYPART_ARC
(39,5),-4.68062 # DEPENDENCYPART_ARC
(39,7),-3.79524 # DEPENDENCYPART_ARC
(39,9),-3.5729 # DEPENDENCYPART_ARC
(39,11),-3.01063 # DEPENDENCYPART_ARC
(39,12),-3.23418 # DEPENDENCYPART_ARC
(39,14),-2.55096 # DEPENDENCYPART_ARC
(39,15),-3.25995 # DEPENDENCYPART_ARC
(39,16),-3.37041 # DEPENDENCYPART_ARC
(39,17),-2.97366 # DEPENDENCYPART_ARC
(39,19),-2.79517 # DEPENDENCYPART_ARC
(39,21),-2.82153 # DEPENDENCYPART_ARC
(39,22),-2.86821 # DEPENDENCYPART_ARC
(39,23),-2.36919 # DEPENDENCYPART_ARC
(39,24),-2.76756 # DEPENDENCYPART_ARC
(39,25),-2.21186 # DEPENDENCYPART_ARC
(39,26),-2.56341 # DEPENDENCYPART_ARC
(39,27),-1.99559 # DEPENDENCYPART_ARC
(39,28),-2.27118 # DEPENDENCYPART_ARC
(39,30),-2.07975 # DEPENDENCYPART_ARC
(39,31),-2.20877 # DEPENDENCYPART_ARC
(39,32),-2.11379 # DEPENDENCYPART_ARC
(39,33),-2.04728 # DEPENDENCYPART_ARC
(39,34),-2.08174 # DEPENDENCYPART_ARC
(39,35),-1.87631 # DEPENDENCYPART_ARC
(39,36),-1.739 # DEPENDENCYPART_ARC
(39,38),-1.88856 # DEPENDENCYPART_ARC
