# _root_ Περίπου 4.000 άνθρωποι συγκεντρώθηκαν έξω από την αμερικανική πρεσβεία στις Βρυξέλλες , φωνάζοντας αντιαμερικανικά συνθήματα και πετώντας μπουκάλια και αυγά στο κτίριο , όπου λίγο αργότερα ο Αμερικανός πρόεδρος φιλοξένησε τον Ζακ Σιράκ .
#goldHeads=3,3,4,0,4,5,9,9,6,9,10,4,16,15,13,4,16,19,17,19,17,21,30,30,26,30,29,29,30,22,33,33,30,0,
#predictedHeads=4,3,4,16,4,4,9,9,6,9,10,13,16,15,13,0,16,19,17,19,20,21,30,30,26,17,29,29,30,25,33,33,30,0,
(30,16),0.172722 # DEPENDENCYPART_ARC
(30,17),2.1844 # DEPENDENCYPART_ARC
(30,18),-2.05457 # DEPENDENCYPART_ARC
(30,19),0.421017 # DEPENDENCYPART_ARC
(30,20),-1.33929 # DEPENDENCYPART_ARC
(30,21),-0.439436 # DEPENDENCYPART_ARC
(30,22),-1.03906 # DEPENDENCYPART_ARC
(30,23),1.18334 # DEPENDENCYPART_ARC
(30,24),1.35334 # DEPENDENCYPART_ARC
(30,25),1.08726 # DEPENDENCYPART_ARC
(30,26),0.753085 # DEPENDENCYPART_ARC
(30,27),-1.46654 # DEPENDENCYPART_ARC
(30,28),2.46197 # DEPENDENCYPART_ARC
(30,29),2.38529 # DEPENDENCYPART_ARC
(30,31),-0.280511 # DEPENDENCYPART_ARC
(30,32),1.2689 # DEPENDENCYPART_ARC
(30,33),0.822952 # DEPENDENCYPART_ARC
(30,34),1.08671 # DEPENDENCYPART_ARC
(31,1),-1.46735 # DEPENDENCYPART_ARC
(31,2),-1.54985 # DEPENDENCYPART_ARC
(31,3),-2.3826 # DEPENDENCYPART_ARC
(31,4),-3.75915 # DEPENDENCYPART_ARC
(31,5),-1.51164 # DEPENDENCYPART_ARC
(31,6),-1.59629 # DEPENDENCYPART_ARC
(31,7),-1.63942 # DEPENDENCYPART_ARC
(31,8),-2.48497 # DEPENDENCYPART_ARC
(31,9),-2.10749 # DEPENDENCYPART_ARC
(31,10),-2.15375 # DEPENDENCYPART_ARC
(31,11),-2.29711 # DEPENDENCYPART_ARC
(31,12),-1.45831 # DEPENDENCYPART_ARC
(31,13),-3.11961 # DEPENDENCYPART_ARC
(31,14),-2.76401 # DEPENDENCYPART_ARC
(31,15),-2.13792 # DEPENDENCYPART_ARC
(31,16),-1.23713 # DEPENDENCYPART_ARC
(31,17),-3.02713 # DEPENDENCYPART_ARC
(31,18),-2.0716 # DEPENDENCYPART_ARC
(31,19),-1.12307 # DEPENDENCYPART_ARC
(31,20),-1.99073 # DEPENDENCYPART_ARC
(31,21),-1.37745 # DEPENDENCYPART_ARC
(31,22),-1.51185 # DEPENDENCYPART_ARC
(31,23),-1.22271 # DEPENDENCYPART_ARC
(31,24),-1.0166 # DEPENDENCYPART_ARC
(31,25),-0.976879 # DEPENDENCYPART_ARC
(31,26),-0.963727 # DEPENDENCYPART_ARC
(31,27),-0.798123 # DEPENDENCYPART_ARC
(31,28),-1.09186 # DEPENDENCYPART_ARC
(31,29),-0.916107 # DEPENDENCYPART_ARC
(31,30),-1.93509 # DEPENDENCYPART_ARC
(31,32),0.0273132 # DEPENDENCYPART_ARC
(31,33),-0.317998 # DEPENDENCYPART_ARC
(31,34),-0.185251 # DEPENDENCYPART_ARC
(32,1),-1.31922 # DEPENDENCYPART_ARC
(32,2),-1.01676 # DEPENDENCYPART_ARC
(32,3),-1.35899 # DEPENDENCYPART_ARC
(32,4),-1.60862 # DEPENDENCYPART_ARC
(32,5),-1.31423 # DEPENDENCYPART_ARC
(32,6),-1.6614 # DEPENDENCYPART_ARC
(32,7),-1.81858 # DEPENDENCYPART_ARC
(32,8),-1.40736 # DEPENDENCYPART_ARC
(32,9),-1.3849 # DEPENDENCYPART_ARC
(32,10),-1.52533 # DEPENDENCYPART_ARC
(32,11),-1.2672 # DEPENDENCYPART_ARC
(32,12),-0.670513 # DEPENDENCYPART_ARC
(32,13),-1.2707 # DEPENDENCYPART_ARC
(32,14),-1.14424 # DEPENDENCYPART_ARC
(32,15),-1.23016 # DEPENDENCYPART_ARC
(32,16),-0.505293 # DEPENDENCYPART_ARC
(32,17),-1.17797 # DEPENDENCYPART_ARC
(32,18),-1.14353 # DEPENDENCYPART_ARC
(32,19),-0.517939 # DEPENDENCYPART_ARC
(32,20),-1.11487 # DEPENDENCYPART_ARC
(32,21),-1.03388 # DEPENDENCYPART_ARC
(32,22),-1.04928 # DEPENDENCYPART_ARC
(32,23),-0.660949 # DEPENDENCYPART_ARC
(32,24),-0.711722 # DEPENDENCYPART_ARC
(32,25),-0.612195 # DEPENDENCYPART_ARC
(32,26),-0.580721 # DEPENDENCYPART_ARC
(32,27),-0.00927853 # DEPENDENCYPART_ARC
(32,28),-0.600342 # DEPENDENCYPART_ARC
(32,29),-0.476676 # DEPENDENCYPART_ARC
(32,30),0.117892 # DEPENDENCYPART_ARC
(32,31),2.01661 # DEPENDENCYPART_ARC
(32,33),0.91844 # DEPENDENCYPART_ARC
(32,34),0.54156 # DEPENDENCYPART_ARC
(33,1),-0.996453 # DEPENDENCYPART_ARC
(33,2),-0.752679 # DEPENDENCYPART_ARC
(33,3),-1.02868 # DEPENDENCYPART_ARC
(33,4),-1.21823 # DEPENDENCYPART_ARC
(33,5),-0.972075 # DEPENDENCYPART_ARC
(33,6),-1.37528 # DEPENDENCYPART_ARC
(33,7),-1.25099 # DEPENDENCYPART_ARC
(33,8),-1.05048 # DEPENDENCYPART_ARC
(33,9),-1.111 # DEPENDENCYPART_ARC
(33,10),-1.21495 # DEPENDENCYPART_ARC
(33,11),-0.978031 # DEPENDENCYPART_ARC
(33,12),-0.59365 # DEPENDENCYPART_ARC
(33,13),-0.948371 # DEPENDENCYPART_ARC
(33,14),-0.784891 # DEPENDENCYPART_ARC
(33,15),-0.931271 # DEPENDENCYPART_ARC
(33,16),-0.261747 # DEPENDENCYPART_ARC
(33,17),-0.82828 # DEPENDENCYPART_ARC
(33,18),-0.786103 # DEPENDENCYPART_ARC
(33,19),-0.244443 # DEPENDENCYPART_ARC
(33,20),-0.845798 # DEPENDENCYPART_ARC
(33,21),-0.726705 # DEPENDENCYPART_ARC
(33,22),-0.7383 # DEPENDENCYPART_ARC
(33,23),-0.53006 # DEPENDENCYPART_ARC
(33,24),-0.332593 # DEPENDENCYPART_ARC
(33,25),-0.342913 # DEPENDENCYPART_ARC
(33,26),-0.276021 # DEPENDENCYPART_ARC
(33,27),0.426204 # DEPENDENCYPART_ARC
(33,28),-0.365663 # DEPENDENCYPART_ARC
(33,29),-0.376911 # DEPENDENCYPART_ARC
(33,30),-0.00902142 # DEPENDENCYPART_ARC
(33,31),2.2723 # DEPENDENCYPART_ARC
(33,32),2.11157 # DEPENDENCYPART_ARC
(33,34),0.664097 # DEPENDENCYPART_ARC
(34,1),-2.33418 # DEPENDENCYPART_ARC
(34,2),-2.73156 # DEPENDENCYPART_ARC
(34,3),-4.19294 # DEPENDENCYPART_ARC
(34,4),-3.05482 # DEPENDENCYPART_ARC
(34,5),-2.20114 # DEPENDENCYPART_ARC
(34,6),-3.51647 # DEPENDENCYPART_ARC
(34,7),-2.80459 # DEPENDENCYPART_ARC
(34,8),-2.81311 # DEPENDENCYPART_ARC
(34,9),-3.71219 # DEPENDENCYPART_ARC
(34,10),-3.43587 # DEPENDENCYPART_ARC
(34,11),-3.65616 # DEPENDENCYPART_ARC
(34,12),-2.97493 # DEPENDENCYPART_ARC
(34,13),-2.71876 # DEPENDENCYPART_ARC
(34,14),-2.50479 # DEPENDENCYPART_ARC
(34,15),-3.29761 # DEPENDENCYPART_ARC
(34,16),-2.57077 # DEPENDENCYPART_ARC
(34,17),-2.40385 # DEPENDENCYPART_ARC
(34,18),-3.12116 # DEPENDENCYPART_ARC
(34,19),-2.41692 # DEPENDENCYPART_ARC
(34,20),-3.0904 # DEPENDENCYPART_ARC
(34,21),-2.2694 # DEPENDENCYPART_ARC
(34,22),-3.03663 # DEPENDENCYPART_ARC
(34,23),-2.51333 # DEPENDENCYPART_ARC
(34,24),-1.8591 # DEPENDENCYPART_ARC
(34,25),-1.77222 # DEPENDENCYPART_ARC
(34,26),-1.77839 # DEPENDENCYPART_ARC
(34,27),-2.10332 # DEPENDENCYPART_ARC
(34,28),-2.31615 # DEPENDENCYPART_ARC
(34,29),-2.36299 # DEPENDENCYPART_ARC
(34,30),-1.89613 # DEPENDENCYPART_ARC
(34,31),-1.50713 # DEPENDENCYPART_ARC
(34,32),-1.74124 # DEPENDENCYPART_ARC
(34,33),-1.19658 # DEPENDENCYPART_ARC
