# _root_ Ακόμη και σε μια μικρή κοινότητα όπως η δική μου , που βρίσκεται σε μια χώρα όπου η οικοδόμηση έχει υψηλό κόστος για κλιματικούς λόγους , σήμερα η απλή κατασκευή ενός σχολικού κτιρίου βρίσκεται ήδη πάνω από την τιμή κατωφλίου .
#goldHeads=6,6,34,6,6,3,6,9,6,9,13,13,6,13,16,14,20,19,20,16,22,20,20,25,23,34,34,30,30,34,33,33,30,0,34,34,36,39,37,39,0,
#predictedHeads=2,20,2,6,6,3,6,9,6,9,13,13,6,13,16,14,16,19,20,0,22,20,22,25,23,27,25,30,30,34,33,33,30,27,36,34,36,39,37,39,0,
(30,29),3.76831 # DEPENDENCYPART_ARC
(30,31),-0.144452 # DEPENDENCYPART_ARC
(30,32),0.253116 # DEPENDENCYPART_ARC
(30,33),1.91646 # DEPENDENCYPART_ARC
(30,34),-0.561496 # DEPENDENCYPART_ARC
(30,35),-0.343959 # DEPENDENCYPART_ARC
(30,36),-0.245456 # DEPENDENCYPART_ARC
(30,37),-1.00311 # DEPENDENCYPART_ARC
(30,38),-1.68042 # DEPENDENCYPART_ARC
(30,39),-1.99214 # DEPENDENCYPART_ARC
(30,40),-0.949928 # DEPENDENCYPART_ARC
(30,41),-0.0889073 # DEPENDENCYPART_ARC
(31,1),-1.54873 # DEPENDENCYPART_ARC
(31,3),-1.20372 # DEPENDENCYPART_ARC
(31,7),-1.56724 # DEPENDENCYPART_ARC
(31,14),-0.861211 # DEPENDENCYPART_ARC
(31,17),-1.22246 # DEPENDENCYPART_ARC
(31,23),-0.479363 # DEPENDENCYPART_ARC
(31,27),-0.739861 # DEPENDENCYPART_ARC
(31,35),-0.708317 # DEPENDENCYPART_ARC
(31,36),-0.861214 # DEPENDENCYPART_ARC
(31,37),-0.980285 # DEPENDENCYPART_ARC
(32,1),-2.92551 # DEPENDENCYPART_ARC
(32,2),-2.19747 # DEPENDENCYPART_ARC
(32,3),-1.77795 # DEPENDENCYPART_ARC
(32,4),-3.4837 # DEPENDENCYPART_ARC
(32,5),-4.07586 # DEPENDENCYPART_ARC
(32,6),-3.97936 # DEPENDENCYPART_ARC
(32,7),-2.78092 # DEPENDENCYPART_ARC
(32,8),-2.97458 # DEPENDENCYPART_ARC
(32,9),-3.4779 # DEPENDENCYPART_ARC
(32,10),-2.78732 # DEPENDENCYPART_ARC
(32,11),-1.85365 # DEPENDENCYPART_ARC
(32,12),-1.84119 # DEPENDENCYPART_ARC
(32,13),-3.96184 # DEPENDENCYPART_ARC
(32,14),-1.52545 # DEPENDENCYPART_ARC
(32,15),-2.9974 # DEPENDENCYPART_ARC
(32,16),-3.36086 # DEPENDENCYPART_ARC
(32,17),-2.1246 # DEPENDENCYPART_ARC
(32,18),-2.44694 # DEPENDENCYPART_ARC
(32,19),-3.1378 # DEPENDENCYPART_ARC
(32,20),-3.85482 # DEPENDENCYPART_ARC
(32,21),-3.00765 # DEPENDENCYPART_ARC
(32,22),-1.99195 # DEPENDENCYPART_ARC
(32,23),-1.16686 # DEPENDENCYPART_ARC
(32,24),-2.49689 # DEPENDENCYPART_ARC
(32,25),-2.16189 # DEPENDENCYPART_ARC
(32,26),-1.2723 # DEPENDENCYPART_ARC
(32,27),-1.27181 # DEPENDENCYPART_ARC
(32,28),-1.12592 # DEPENDENCYPART_ARC
(32,29),-1.43085 # DEPENDENCYPART_ARC
(32,30),-1.563 # DEPENDENCYPART_ARC
(32,31),1.01227 # DEPENDENCYPART_ARC
(32,33),1.36442 # DEPENDENCYPART_ARC
(32,34),-0.836197 # DEPENDENCYPART_ARC
(32,35),-0.814164 # DEPENDENCYPART_ARC
(32,36),-1.01762 # DEPENDENCYPART_ARC
(32,37),-0.72485 # DEPENDENCYPART_ARC
(32,38),-2.0291 # DEPENDENCYPART_ARC
(32,39),-2.48852 # DEPENDENCYPART_ARC
(32,40),-1.82718 # DEPENDENCYPART_ARC
(32,41),-0.941968 # DEPENDENCYPART_ARC
(33,1),-1.44155 # DEPENDENCYPART_ARC
(33,2),-1.45135 # DEPENDENCYPART_ARC
(33,3),-1.3485 # DEPENDENCYPART_ARC
(33,4),-5.03848 # DEPENDENCYPART_ARC
(33,5),-3.52036 # DEPENDENCYPART_ARC
(33,6),-4.87834 # DEPENDENCYPART_ARC
(33,7),-1.65159 # DEPENDENCYPART_ARC
(33,8),-4.47842 # DEPENDENCYPART_ARC
(33,9),-3.30847 # DEPENDENCYPART_ARC
(33,10),-2.13799 # DEPENDENCYPART_ARC
(33,11),-0.980858 # DEPENDENCYPART_ARC
(33,12),-3.66455 # DEPENDENCYPART_ARC
(33,13),-2.12493 # DEPENDENCYPART_ARC
(33,14),-0.971895 # DEPENDENCYPART_ARC
(33,15),-3.83697 # DEPENDENCYPART_ARC
(33,16),-4.09037 # DEPENDENCYPART_ARC
(33,17),-1.20443 # DEPENDENCYPART_ARC
(33,18),-2.84287 # DEPENDENCYPART_ARC
(33,19),-3.24378 # DEPENDENCYPART_ARC
(33,20),-2.63302 # DEPENDENCYPART_ARC
(33,21),-1.56918 # DEPENDENCYPART_ARC
(33,22),-2.51438 # DEPENDENCYPART_ARC
(33,23),-0.823342 # DEPENDENCYPART_ARC
(33,24),-2.06779 # DEPENDENCYPART_ARC
(33,25),-3.10852 # DEPENDENCYPART_ARC
(33,26),-0.529506 # DEPENDENCYPART_ARC
(33,27),-0.762834 # DEPENDENCYPART_ARC
(33,28),-2.71776e-05 # DEPENDENCYPART_ARC
(33,29),-0.455294 # DEPENDENCYPART_ARC
(33,30),-1.45522 # DEPENDENCYPART_ARC
(33,31),3.13226 # DEPENDENCYPART_ARC
(33,32),3.38188 # DEPENDENCYPART_ARC
(33,34),-1.06065 # DEPENDENCYPART_ARC
(33,35),-0.834899 # DEPENDENCYPART_ARC
(33,36),-0.960102 # DEPENDENCYPART_ARC
(33,37),-1.73009 # DEPENDENCYPART_ARC
(33,38),-2.05491 # DEPENDENCYPART_ARC
(33,39),-2.15005 # DEPENDENCYPART_ARC
(33,40),-1.52944 # DEPENDENCYPART_ARC
(33,41),-1.00978 # DEPENDENCYPART_ARC
(34,1),-1.08356 # DEPENDENCYPART_ARC
(34,2),-0.81254 # DEPENDENCYPART_ARC
(34,3),-0.0305049 # DEPENDENCYPART_ARC
(34,4),-2.54756 # DEPENDENCYPART_ARC
(34,5),-2.22412 # DEPENDENCYPART_ARC
(34,6),-2.61991 # DEPENDENCYPART_ARC
(34,7),-1.39708 # DEPENDENCYPART_ARC
(34,8),-2.88343 # DEPENDENCYPART_ARC
(34,9),-1.86424 # DEPENDENCYPART_ARC
(34,10),-7.15649 # DEPENDENCYPART_ARC
(34,11),-0.803252 # DEPENDENCYPART_ARC
(34,12),-2.44764 # DEPENDENCYPART_ARC
(34,13),-3.89552 # DEPENDENCYPART_ARC
(34,14),0.0821363 # DEPENDENCYPART_ARC
(34,15),-2.24118 # DEPENDENCYPART_ARC
(34,16),-1.29649 # DEPENDENCYPART_ARC
(34,17),-0.0359306 # DEPENDENCYPART_ARC
(34,18),-2.46561 # DEPENDENCYPART_ARC
(34,19),0.201525 # DEPENDENCYPART_ARC
(34,20),-2.11422 # DEPENDENCYPART_ARC
(34,21),-1.4529 # DEPENDENCYPART_ARC
(34,22),-1.5199 # DEPENDENCYPART_ARC
(34,23),-0.222305 # DEPENDENCYPART_ARC
(34,24),-1.43806 # DEPENDENCYPART_ARC
(34,25),-2.31326 # DEPENDENCYPART_ARC
(34,26),0.239947 # DEPENDENCYPART_ARC
(34,27),0.0741726 # DEPENDENCYPART_ARC
(34,28),-1.79957 # DEPENDENCYPART_ARC
(34,29),-0.458923 # DEPENDENCYPART_ARC
(34,30),1.33625 # DEPENDENCYPART_ARC
(34,31),-0.884898 # DEPENDENCYPART_ARC
(34,32),-1.16434 # DEPENDENCYPART_ARC
(34,33),-1.01341 # DEPENDENCYPART_ARC
(34,35),1.31075 # DEPENDENCYPART_ARC
(34,36),1.24796 # DEPENDENCYPART_ARC
(34,37),0.109524 # DEPENDENCYPART_ARC
(34,38),-1.78169 # DEPENDENCYPART_ARC
(34,39),-0.51459 # DEPENDENCYPART_ARC
(34,40),-2.48352 # DEPENDENCYPART_ARC
(34,41),0.23038 # DEPENDENCYPART_ARC
(35,1),-1.54202 # DEPENDENCYPART_ARC
(35,2),-1.46232 # DEPENDENCYPART_ARC
(35,3),-1.5274 # DEPENDENCYPART_ARC
(35,5),-1.77889 # DEPENDENCYPART_ARC
(35,6),-1.90188 # DEPENDENCYPART_ARC
(35,7),-1.45566 # DEPENDENCYPART_ARC
(35,8),-1.83416 # DEPENDENCYPART_ARC
(35,9),-1.98939 # DEPENDENCYPART_ARC
(35,10),-1.67829 # DEPENDENCYPART_ARC
(35,11),-1.29422 # DEPENDENCYPART_ARC
(35,12),-1.50775 # DEPENDENCYPART_ARC
(35,13),-1.34463 # DEPENDENCYPART_ARC
(35,14),-1.04041 # DEPENDENCYPART_ARC
(35,16),-1.65091 # DEPENDENCYPART_ARC
(35,17),-1.03202 # DEPENDENCYPART_ARC
(35,18),-1.49011 # DEPENDENCYPART_ARC
(35,19),-1.54605 # DEPENDENCYPART_ARC
(35,20),-1.1181 # DEPENDENCYPART_ARC
(35,21),-1.25651 # DEPENDENCYPART_ARC
(35,22),-1.37389 # DEPENDENCYPART_ARC
(35,23),-0.772882 # DEPENDENCYPART_ARC
(35,24),-1.14196 # DEPENDENCYPART_ARC
(35,25),-1.26743 # DEPENDENCYPART_ARC
(35,26),-0.662094 # DEPENDENCYPART_ARC
(35,27),-0.790057 # DEPENDENCYPART_ARC
(35,28),-1.11187 # DEPENDENCYPART_ARC
(35,29),-1.26388 # DEPENDENCYPART_ARC
(35,30),-1.1882 # DEPENDENCYPART_ARC
(35,32),-0.505813 # DEPENDENCYPART_ARC
(35,33),-0.589782 # DEPENDENCYPART_ARC
(35,34),-0.00251077 # DEPENDENCYPART_ARC
(35,36),0.313867 # DEPENDENCYPART_ARC
(35,37),0.316256 # DEPENDENCYPART_ARC
(35,38),-0.957256 # DEPENDENCYPART_ARC
(35,39),-0.862988 # DEPENDENCYPART_ARC
(35,40),-0.146496 # DEPENDENCYPART_ARC
(35,41),-0.481649 # DEPENDENCYPART_ARC
(36,1),-1.11966 # DEPENDENCYPART_ARC
(36,2),-1.19968 # DEPENDENCYPART_ARC
(36,3),-1.18854 # DEPENDENCYPART_ARC
(36,5),-1.56556 # DEPENDENCYPART_ARC
(36,6),-1.61718 # DEPENDENCYPART_ARC
(36,7),-0.988547 # DEPENDENCYPART_ARC
(36,8),-1.47271 # DEPENDENCYPART_ARC
(36,9),-1.75253 # DEPENDENCYPART_ARC
(36,10),-1.31919 # DEPENDENCYPART_ARC
(36,11),-0.875871 # DEPENDENCYPART_ARC
(36,12),-1.17406 # DEPENDENCYPART_ARC
(36,13),-1.01195 # DEPENDENCYPART_ARC
(36,14),-0.609519 # DEPENDENCYPART_ARC
(36,16),-1.35366 # DEPENDENCYPART_ARC
(36,17),-0.549742 # DEPENDENCYPART_ARC
(36,18),-1.15943 # DEPENDENCYPART_ARC
(36,19),-1.2576 # DEPENDENCYPART_ARC
(36,20),-0.75636 # DEPENDENCYPART_ARC
(36,21),-0.954827 # DEPENDENCYPART_ARC
(36,22),-1.02389 # DEPENDENCYPART_ARC
(36,23),-0.482298 # DEPENDENCYPART_ARC
(36,24),-0.874157 # DEPENDENCYPART_ARC
(36,25),-0.995092 # DEPENDENCYPART_ARC
(36,26),-0.282139 # DEPENDENCYPART_ARC
(36,27),-0.340175 # DEPENDENCYPART_ARC
(36,28),-0.821286 # DEPENDENCYPART_ARC
(36,29),-1.02793 # DEPENDENCYPART_ARC
(36,30),-0.871706 # DEPENDENCYPART_ARC
(36,32),-0.438505 # DEPENDENCYPART_ARC
(36,33),-0.423211 # DEPENDENCYPART_ARC
(36,34),-0.179116 # DEPENDENCYPART_ARC
(36,35),1.86504 # DEPENDENCYPART_ARC
(36,37),1.87439 # DEPENDENCYPART_ARC
(36,38),-0.156497 # DEPENDENCYPART_ARC
(36,39),-0.145705 # DEPENDENCYPART_ARC
(36,40),0.414658 # DEPENDENCYPART_ARC
(36,41),0.0268785 # DEPENDENCYPART_ARC
(37,1),-1.96469 # DEPENDENCYPART_ARC
(37,2),-1.92612 # DEPENDENCYPART_ARC
(37,3),-1.96946 # DEPENDENCYPART_ARC
(37,4),-2.13263 # DEPENDENCYPART_ARC
(37,5),-2.49191 # DEPENDENCYPART_ARC
(37,6),-2.54213 # DEPENDENCYPART_ARC
(37,7),-1.83809 # DEPENDENCYPART_ARC
(37,8),-1.9864 # DEPENDENCYPART_ARC
(37,9),-2.44792 # DEPENDENCYPART_ARC
(37,10),-2.33454 # DEPENDENCYPART_ARC
(37,11),-1.5605 # DEPENDENCYPART_ARC
(37,12),-2.30086 # DEPENDENCYPART_ARC
(37,13),-2.09201 # DEPENDENCYPART_ARC
(37,14),-1.63763 # DEPENDENCYPART_ARC
(37,15),-1.85586 # DEPENDENCYPART_ARC
(37,16),-2.31398 # DEPENDENCYPART_ARC
(37,17),-1.44505 # DEPENDENCYPART_ARC
(37,18),-1.67854 # DEPENDENCYPART_ARC
(37,19),-2.24031 # DEPENDENCYPART_ARC
(37,20),-1.77111 # DEPENDENCYPART_ARC
(37,21),-2.05562 # DEPENDENCYPART_ARC
(37,22),-2.27571 # DEPENDENCYPART_ARC
(37,23),-1.47098 # DEPENDENCYPART_ARC
(37,24),-2.09041 # DEPENDENCYPART_ARC
(37,25),-2.15275 # DEPENDENCYPART_ARC
(37,26),-0.947505 # DEPENDENCYPART_ARC
(37,27),-1.34352 # DEPENDENCYPART_ARC
(37,28),-1.39611 # DEPENDENCYPART_ARC
(37,29),-1.89691 # DEPENDENCYPART_ARC
(37,30),-1.96752 # DEPENDENCYPART_ARC
(37,31),-1.34453 # DEPENDENCYPART_ARC
(37,32),-1.62777 # DEPENDENCYPART_ARC
(37,33),-1.72894 # DEPENDENCYPART_ARC
(37,34),-1.10767 # DEPENDENCYPART_ARC
(37,35),-0.46407 # DEPENDENCYPART_ARC
(37,36),0.012397 # DEPENDENCYPART_ARC
(37,38),0.290735 # DEPENDENCYPART_ARC
(37,39),2.3947 # DEPENDENCYPART_ARC
(37,40),1.13684 # DEPENDENCYPART_ARC
(37,41),-0.133875 # DEPENDENCYPART_ARC
(38,1),-2.74689 # DEPENDENCYPART_ARC
(38,2),-2.51322 # DEPENDENCYPART_ARC
(38,6),-3.22106 # DEPENDENCYPART_ARC
(38,7),-2.70417 # DEPENDENCYPART_ARC
(38,16),-3.03857 # DEPENDENCYPART_ARC
(38,17),-2.48717 # DEPENDENCYPART_ARC
(38,19),-3.10305 # DEPENDENCYPART_ARC
(38,22),-2.89631 # DEPENDENCYPART_ARC
(38,25),-3.40052 # DEPENDENCYPART_ARC
(38,27),-2.17141 # DEPENDENCYPART_ARC
(38,30),-2.88387 # DEPENDENCYPART_ARC
(38,33),-2.82793 # DEPENDENCYPART_ARC
(38,35),-1.49524 # DEPENDENCYPART_ARC
(38,36),-1.24516 # DEPENDENCYPART_ARC
(38,39),0.0531938 # DEPENDENCYPART_ARC
(38,40),0.0386233 # DEPENDENCYPART_ARC
(39,1),-2.28319 # DEPENDENCYPART_ARC
(39,2),-2.27045 # DEPENDENCYPART_ARC
(39,3),-2.23626 # DEPENDENCYPART_ARC
(39,4),-4.80787 # DEPENDENCYPART_ARC
(39,5),-3.66785 # DEPENDENCYPART_ARC
(39,6),-4.17133 # DEPENDENCYPART_ARC
(39,7),-2.58857 # DEPENDENCYPART_ARC
(39,8),-5.5261 # DEPENDENCYPART_ARC
(39,9),-4.12 # DEPENDENCYPART_ARC
(39,10),-4.53333 # DEPENDENCYPART_ARC
(39,11),-1.67451 # DEPENDENCYPART_ARC
(39,12),-4.1173 # DEPENDENCYPART_ARC
(39,13),-3.8404 # DEPENDENCYPART_ARC
(39,14),-2.02873 # DEPENDENCYPART_ARC
(39,15),-3.47881 # DEPENDENCYPART_ARC
(39,16),-3.44916 # DEPENDENCYPART_ARC
(39,17),-2.26147 # DEPENDENCYPART_ARC
(39,18),-3.70654 # DEPENDENCYPART_ARC
(39,19),-3.54729 # DEPENDENCYPART_ARC
(39,20),-4.27516 # DEPENDENCYPART_ARC
(39,21),-3.14147 # DEPENDENCYPART_ARC
(39,22),-3.20351 # DEPENDENCYPART_ARC
(39,23),-1.59396 # DEPENDENCYPART_ARC
(39,24),-3.45465 # DEPENDENCYPART_ARC
(39,25),-4.0869 # DEPENDENCYPART_ARC
(39,26),-1.61984 # DEPENDENCYPART_ARC
(39,27),-1.98936 # DEPENDENCYPART_ARC
(39,28),-2.21556 # DEPENDENCYPART_ARC
(39,29),-2.47853 # DEPENDENCYPART_ARC
(39,30),-2.7999 # DEPENDENCYPART_ARC
(39,31),-2.37897 # DEPENDENCYPART_ARC
(39,32),-2.48285 # DEPENDENCYPART_ARC
(39,33),-2.47796 # DEPENDENCYPART_ARC
(39,34),-2.49714 # DEPENDENCYPART_ARC
(39,35),-0.893952 # DEPENDENCYPART_ARC
(39,36),-0.559564 # DEPENDENCYPART_ARC
(39,37),-0.105391 # DEPENDENCYPART_ARC
(39,38),2.78817 # DEPENDENCYPART_ARC
(39,40),2.93403 # DEPENDENCYPART_ARC
(39,41),0.264852 # DEPENDENCYPART_ARC
(40,1),-1.65019 # DEPENDENCYPART_ARC
(40,2),-1.86788 # DEPENDENCYPART_ARC
(40,3),-1.60317 # DEPENDENCYPART_ARC
(40,4),-6.49784 # DEPENDENCYPART_ARC
(40,5),-4.82467 # DEPENDENCYPART_ARC
(40,6),-5.51491 # DEPENDENCYPART_ARC
(40,7),-2.01654 # DEPENDENCYPART_ARC
(40,8),-6.30902 # DEPENDENCYPART_ARC
(40,9),-4.45665 # DEPENDENCYPART_ARC
(40,10),-2.95183 # DEPENDENCYPART_ARC
(40,11),-0.96531 # DEPENDENCYPART_ARC
(40,12),-4.57873 # DEPENDENCYPART_ARC
(40,13),-2.48453 # DEPENDENCYPART_ARC
(40,14),-1.38378 # DEPENDENCYPART_ARC
(40,15),-5.32039 # DEPENDENCYPART_ARC
(40,16),-4.60399 # DEPENDENCYPART_ARC
(40,17),-1.65995 # DEPENDENCYPART_ARC
(40,18),-4.71242 # DEPENDENCYPART_ARC
(40,19),-3.7016 # DEPENDENCYPART_ARC
(40,20),-2.89576 # DEPENDENCYPART_ARC
(40,21),-3.05835 # DEPENDENCYPART_ARC
(40,22),-3.44232 # DEPENDENCYPART_ARC
(40,23),-1.018 # DEPENDENCYPART_ARC
(40,24),-3.64929 # DEPENDENCYPART_ARC
(40,25),-4.2199 # DEPENDENCYPART_ARC
(40,26),-0.992226 # DEPENDENCYPART_ARC
(40,27),-1.46555 # DEPENDENCYPART_ARC
(40,28),-3.0137 # DEPENDENCYPART_ARC
(40,29),-2.84539 # DEPENDENCYPART_ARC
(40,30),-3.16657 # DEPENDENCYPART_ARC
(40,31),-0.46339 # DEPENDENCYPART_ARC
(40,32),-0.998169 # DEPENDENCYPART_ARC
(40,33),-1.12694 # DEPENDENCYPART_ARC
(40,34),-1.4653 # DEPENDENCYPART_ARC
(40,35),-0.468645 # DEPENDENCYPART_ARC
(40,36),-0.176467 # DEPENDENCYPART_ARC
(40,37),-0.150677 # DEPENDENCYPART_ARC
(40,38),0.382477 # DEPENDENCYPART_ARC
(40,39),0.194731 # DEPENDENCYPART_ARC
(40,41),0.312485 # DEPENDENCYPART_ARC
(41,1),-2.72333 # DEPENDENCYPART_ARC
(41,2),-4.03963 # DEPENDENCYPART_ARC
(41,3),-4.61832 # DEPENDENCYPART_ARC
(41,4),-3.38902 # DEPENDENCYPART_ARC
(41,5),-3.07133 # DEPENDENCYPART_ARC
(41,6),-4.3731 # DEPENDENCYPART_ARC
(41,7),-2.59015 # DEPENDENCYPART_ARC
(41,9),-3.11214 # DEPENDENCYPART_ARC
(41,11),-3.69576 # DEPENDENCYPART_ARC
(41,12),-2.72204 # DEPENDENCYPART_ARC
(41,13),-2.96056 # DEPENDENCYPART_ARC
(41,14),-3.93055 # DEPENDENCYPART_ARC
(41,15),-3.08141 # DEPENDENCYPART_ARC
(41,16),-3.93325 # DEPENDENCYPART_ARC
(41,17),-2.46976 # DEPENDENCYPART_ARC
(41,19),-3.69605 # DEPENDENCYPART_ARC
(41,20),-3.21307 # DEPENDENCYPART_ARC
(41,21),-2.58137 # DEPENDENCYPART_ARC
(41,22),-3.20487 # DEPENDENCYPART_ARC
(41,23),-2.77012 # DEPENDENCYPART_ARC
(41,24),-2.60816 # DEPENDENCYPART_ARC
(41,25),-3.37614 # DEPENDENCYPART_ARC
(41,26),-2.77849 # DEPENDENCYPART_ARC
(41,27),-2.12103 # DEPENDENCYPART_ARC
(41,29),-2.65393 # DEPENDENCYPART_ARC
(41,30),-3.03519 # DEPENDENCYPART_ARC
(41,31),-2.33556 # DEPENDENCYPART_ARC
(41,32),-2.47073 # DEPENDENCYPART_ARC
(41,33),-2.90633 # DEPENDENCYPART_ARC
(41,34),-2.27128 # DEPENDENCYPART_ARC
(41,35),-1.8722 # DEPENDENCYPART_ARC
(41,36),-2.1225 # DEPENDENCYPART_ARC
(41,37),-2.15555 # DEPENDENCYPART_ARC
(41,39),-2.19259 # DEPENDENCYPART_ARC
(41,40),-1.78779 # DEPENDENCYPART_ARC
