# _root_ Η εταιρεία αυτή στη Black Country στο Ηνωμένο Βασίλειο απασχολεί 80 άτομα , δηλαδή 80 θέσεις εργασίες για τις οποίες υπάρχει μεγάλη ανάγκη , και συμμορφώνεται με όλες τις κοινωνικές προδιαγραφές της νομοθεσίας του Ηνωμένου Βασιλείου .
#goldHeads=2,10,2,2,6,4,6,9,7,25,12,14,14,10,16,14,16,21,20,18,16,23,21,25,0,25,26,31,31,31,27,33,31,36,36,33,0,
#predictedHeads=2,10,2,2,6,4,14,9,7,25,12,10,14,15,16,17,25,17,20,18,25,23,21,25,0,25,26,31,31,31,27,33,31,36,36,33,0,
(33,11),-1.83239 # DEPENDENCYPART_ARC
(33,12),-5.23858 # DEPENDENCYPART_ARC
(33,13),-1.35822 # DEPENDENCYPART_ARC
(33,14),-1.66226 # DEPENDENCYPART_ARC
(33,15),-1.59087 # DEPENDENCYPART_ARC
(33,16),-4.71264 # DEPENDENCYPART_ARC
(33,17),-4.97725 # DEPENDENCYPART_ARC
(33,18),-1.38467 # DEPENDENCYPART_ARC
(33,19),-3.51255 # DEPENDENCYPART_ARC
(33,20),-2.99355 # DEPENDENCYPART_ARC
(33,21),-3.15676 # DEPENDENCYPART_ARC
(33,22),-3.20022 # DEPENDENCYPART_ARC
(33,23),-3.17145 # DEPENDENCYPART_ARC
(33,24),-1.22178 # DEPENDENCYPART_ARC
(33,25),-0.589015 # DEPENDENCYPART_ARC
(33,26),-1.93364 # DEPENDENCYPART_ARC
(33,27),-1.12716 # DEPENDENCYPART_ARC
(33,28),-1.02039 # DEPENDENCYPART_ARC
(33,29),-0.971513 # DEPENDENCYPART_ARC
(33,30),-1.17094 # DEPENDENCYPART_ARC
(33,31),-2.06408 # DEPENDENCYPART_ARC
(33,32),3.38376 # DEPENDENCYPART_ARC
(33,34),0.451539 # DEPENDENCYPART_ARC
(33,35),0.975808 # DEPENDENCYPART_ARC
(33,36),2.14128 # DEPENDENCYPART_ARC
(33,37),0.335464 # DEPENDENCYPART_ARC
(34,2),-2.98391 # DEPENDENCYPART_ARC
(34,3),-2.15766 # DEPENDENCYPART_ARC
(34,9),-2.78694 # DEPENDENCYPART_ARC
(34,12),-3.00312 # DEPENDENCYPART_ARC
(34,14),-1.65583 # DEPENDENCYPART_ARC
(34,16),-3.3733 # DEPENDENCYPART_ARC
(34,17),-3.35089 # DEPENDENCYPART_ARC
(34,23),-2.52618 # DEPENDENCYPART_ARC
(34,25),-1.0699 # DEPENDENCYPART_ARC
(34,31),-2.45353 # DEPENDENCYPART_ARC
(34,33),-0.855411 # DEPENDENCYPART_ARC
(35,1),-3.81602 # DEPENDENCYPART_ARC
(35,2),-4.26287 # DEPENDENCYPART_ARC
(35,3),-2.61351 # DEPENDENCYPART_ARC
(35,4),-3.18433 # DEPENDENCYPART_ARC
(35,5),-2.55434 # DEPENDENCYPART_ARC
(35,6),-2.56522 # DEPENDENCYPART_ARC
(35,7),-2.78409 # DEPENDENCYPART_ARC
(35,8),-4.45639 # DEPENDENCYPART_ARC
(35,9),-3.36416 # DEPENDENCYPART_ARC
(35,10),-4.81629 # DEPENDENCYPART_ARC
(35,11),-2.01121 # DEPENDENCYPART_ARC
(35,12),-3.20538 # DEPENDENCYPART_ARC
(35,13),-2.32578 # DEPENDENCYPART_ARC
(35,14),-2.75396 # DEPENDENCYPART_ARC
(35,15),-1.79543 # DEPENDENCYPART_ARC
(35,16),-3.98486 # DEPENDENCYPART_ARC
(35,17),-4.01992 # DEPENDENCYPART_ARC
(35,18),-2.01463 # DEPENDENCYPART_ARC
(35,19),-2.85432 # DEPENDENCYPART_ARC
(35,20),-1.73868 # DEPENDENCYPART_ARC
(35,21),-4.47424 # DEPENDENCYPART_ARC
(35,22),-3.32868 # DEPENDENCYPART_ARC
(35,23),-3.60406 # DEPENDENCYPART_ARC
(35,24),-1.99956 # DEPENDENCYPART_ARC
(35,25),-1.94698 # DEPENDENCYPART_ARC
(35,26),-3.91894 # DEPENDENCYPART_ARC
(35,27),-1.50338 # DEPENDENCYPART_ARC
(35,28),-2.54764 # DEPENDENCYPART_ARC
(35,29),-1.77798 # DEPENDENCYPART_ARC
(35,30),-2.33894 # DEPENDENCYPART_ARC
(35,31),-2.87533 # DEPENDENCYPART_ARC
(35,32),-1.63697 # DEPENDENCYPART_ARC
(35,33),-2.26707 # DEPENDENCYPART_ARC
(35,34),0.68732 # DEPENDENCYPART_ARC
(35,36),0.852522 # DEPENDENCYPART_ARC
(35,37),-0.628401 # DEPENDENCYPART_ARC
(36,1),-4.11168 # DEPENDENCYPART_ARC
(36,2),-3.87522 # DEPENDENCYPART_ARC
(36,3),-4.34818 # DEPENDENCYPART_ARC
(36,4),-1.98711 # DEPENDENCYPART_ARC
(36,5),-1.22281 # DEPENDENCYPART_ARC
(36,6),-1.19576 # DEPENDENCYPART_ARC
(36,7),-1.31986 # DEPENDENCYPART_ARC
(36,8),-2.94497 # DEPENDENCYPART_ARC
(36,9),-3.36588 # DEPENDENCYPART_ARC
(36,10),-2.60748 # DEPENDENCYPART_ARC
(36,11),-1.00201 # DEPENDENCYPART_ARC
(36,12),-4.19092 # DEPENDENCYPART_ARC
(36,13),-0.554956 # DEPENDENCYPART_ARC
(36,14),-1.0081 # DEPENDENCYPART_ARC
(36,15),-0.808336 # DEPENDENCYPART_ARC
(36,16),-4.4112 # DEPENDENCYPART_ARC
(36,17),-4.88476 # DEPENDENCYPART_ARC
(36,18),-0.497584 # DEPENDENCYPART_ARC
(36,19),-3.55845 # DEPENDENCYPART_ARC
(36,20),-3.04196 # DEPENDENCYPART_ARC
(36,21),-2.19204 # DEPENDENCYPART_ARC
(36,22),-2.3812 # DEPENDENCYPART_ARC
(36,23),-2.9084 # DEPENDENCYPART_ARC
(36,24),-0.420994 # DEPENDENCYPART_ARC
(36,25),0.155071 # DEPENDENCYPART_ARC
(36,26),-1.17475 # DEPENDENCYPART_ARC
(36,27),-0.347823 # DEPENDENCYPART_ARC
(36,28),-1.03918 # DEPENDENCYPART_ARC
(36,29),-1.72103 # DEPENDENCYPART_ARC
(36,30),-1.45248 # DEPENDENCYPART_ARC
(36,31),-3.12403 # DEPENDENCYPART_ARC
(36,32),0.952298 # DEPENDENCYPART_ARC
(36,33),-0.0766731 # DEPENDENCYPART_ARC
(36,34),3.61606 # DEPENDENCYPART_ARC
(36,35),3.63073 # DEPENDENCYPART_ARC
(36,37),-0.494509 # DEPENDENCYPART_ARC
(37,2),-3.56147 # DEPENDENCYPART_ARC
(37,4),-4.42921 # DEPENDENCYPART_ARC
(37,5),-2.8641 # DEPENDENCYPART_ARC
(37,6),-2.87251 # DEPENDENCYPART_ARC
(37,7),-3.8192 # DEPENDENCYPART_ARC
(37,8),-2.63994 # DEPENDENCYPART_ARC
(37,9),-3.38076 # DEPENDENCYPART_ARC
(37,10),-3.25048 # DEPENDENCYPART_ARC
(37,11),-2.507 # DEPENDENCYPART_ARC
(37,12),-3.42614 # DEPENDENCYPART_ARC
(37,13),-2.82965 # DEPENDENCYPART_ARC
(37,14),-2.38344 # DEPENDENCYPART_ARC
(37,15),-2.56527 # DEPENDENCYPART_ARC
(37,16),-3.02404 # DEPENDENCYPART_ARC
(37,17),-2.67179 # DEPENDENCYPART_ARC
(37,18),-2.74604 # DEPENDENCYPART_ARC
(37,20),-2.26474 # DEPENDENCYPART_ARC
(37,21),-2.29784 # DEPENDENCYPART_ARC
(37,22),-2.34886 # DEPENDENCYPART_ARC
(37,23),-2.73115 # DEPENDENCYPART_ARC
(37,24),-2.26759 # DEPENDENCYPART_ARC
(37,25),-2.25038 # DEPENDENCYPART_ARC
(37,26),-2.29582 # DEPENDENCYPART_ARC
(37,27),-2.23 # DEPENDENCYPART_ARC
(37,28),-1.92863 # DEPENDENCYPART_ARC
(37,30),-1.9642 # DEPENDENCYPART_ARC
(37,31),-1.93998 # DEPENDENCYPART_ARC
(37,33),-1.95544 # DEPENDENCYPART_ARC
(37,35),-1.52389 # DEPENDENCYPART_ARC
(37,36),-1.59799 # DEPENDENCYPART_ARC
