# _root_ Αποτελεί πρόκληση για όλους εμάς - το Κοινοβούλιο , την Επιτροπή και το Συμβούλιο - να θεσπίσουμε αυτά τα εχέγγυα , διότι είναι δύσκολο να εξακολουθήσουμε να συμφωνούμε ώσπου να τα αποκτήσουμε .
#goldHeads=0,1,1,5,6,3,8,12,12,11,12,6,14,12,6,17,1,20,20,17,17,1,22,23,26,23,28,26,28,32,32,29,0,
#predictedHeads=0,1,2,3,3,8,8,12,12,11,12,3,14,12,12,17,12,17,20,18,22,17,22,23,26,23,28,26,28,32,32,29,0,
(31,17),-3.77898 # DEPENDENCYPART_ARC
(31,18),-2.69631 # DEPENDENCYPART_ARC
(31,19),-1.33767 # DEPENDENCYPART_ARC
(31,20),-1.20124 # DEPENDENCYPART_ARC
(31,21),-1.62459 # DEPENDENCYPART_ARC
(31,22),-1.39612 # DEPENDENCYPART_ARC
(31,23),-3.41283 # DEPENDENCYPART_ARC
(31,24),-0.976792 # DEPENDENCYPART_ARC
(31,25),-1.58899 # DEPENDENCYPART_ARC
(31,26),-3.4053 # DEPENDENCYPART_ARC
(31,27),-1.3257 # DEPENDENCYPART_ARC
(31,28),-2.91848 # DEPENDENCYPART_ARC
(31,29),-0.504952 # DEPENDENCYPART_ARC
(31,30),-0.0323543 # DEPENDENCYPART_ARC
(31,32),-0.712739 # DEPENDENCYPART_ARC
(31,33),-0.594054 # DEPENDENCYPART_ARC
(32,1),-3.24988 # DEPENDENCYPART_ARC
(32,2),-3.92743 # DEPENDENCYPART_ARC
(32,3),-0.696314 # DEPENDENCYPART_ARC
(32,4),-1.88362 # DEPENDENCYPART_ARC
(32,5),-2.14695 # DEPENDENCYPART_ARC
(32,6),-0.434809 # DEPENDENCYPART_ARC
(32,7),-0.943136 # DEPENDENCYPART_ARC
(32,8),-3.27184 # DEPENDENCYPART_ARC
(32,9),-0.579921 # DEPENDENCYPART_ARC
(32,10),-1.39612 # DEPENDENCYPART_ARC
(32,11),-3.34415 # DEPENDENCYPART_ARC
(32,12),-0.655059 # DEPENDENCYPART_ARC
(32,13),-0.488336 # DEPENDENCYPART_ARC
(32,14),-2.95213 # DEPENDENCYPART_ARC
(32,15),-0.22313 # DEPENDENCYPART_ARC
(32,16),-0.0607908 # DEPENDENCYPART_ARC
(32,17),-5.47394 # DEPENDENCYPART_ARC
(32,18),-0.153646 # DEPENDENCYPART_ARC
(32,19),-0.433223 # DEPENDENCYPART_ARC
(32,20),-2.04789 # DEPENDENCYPART_ARC
(32,21),-0.415406 # DEPENDENCYPART_ARC
(32,22),0.351425 # DEPENDENCYPART_ARC
(32,23),-3.4265 # DEPENDENCYPART_ARC
(32,24),-2.44337 # DEPENDENCYPART_ARC
(32,25),0.646766 # DEPENDENCYPART_ARC
(32,26),-4.78178 # DEPENDENCYPART_ARC
(32,27),1.24955 # DEPENDENCYPART_ARC
(32,28),-1.81022 # DEPENDENCYPART_ARC
(32,29),0.723637 # DEPENDENCYPART_ARC
(32,30),2.53568 # DEPENDENCYPART_ARC
(32,31),5.58044 # DEPENDENCYPART_ARC
(32,33),0.614855 # DEPENDENCYPART_ARC
(33,1),-2.95045 # DEPENDENCYPART_ARC
(33,2),-3.62866 # DEPENDENCYPART_ARC
(33,3),-2.9706 # DEPENDENCYPART_ARC
(33,4),-2.84521 # DEPENDENCYPART_ARC
(33,5),-2.22446 # DEPENDENCYPART_ARC
(33,6),-2.42364 # DEPENDENCYPART_ARC
(33,7),-2.7336 # DEPENDENCYPART_ARC
(33,8),-3.51107 # DEPENDENCYPART_ARC
(33,9),-2.7263 # DEPENDENCYPART_ARC
(33,10),-2.70148 # DEPENDENCYPART_ARC
(33,11),-3.29008 # DEPENDENCYPART_ARC
(33,12),-2.74998 # DEPENDENCYPART_ARC
(33,13),-2.44646 # DEPENDENCYPART_ARC
(33,14),-3.08352 # DEPENDENCYPART_ARC
(33,15),-1.84219 # DEPENDENCYPART_ARC
(33,16),-1.59624 # DEPENDENCYPART_ARC
(33,17),-2.34422 # DEPENDENCYPART_ARC
(33,18),-2.04372 # DEPENDENCYPART_ARC
(33,19),-2.36779 # DEPENDENCYPART_ARC
(33,20),-2.80828 # DEPENDENCYPART_ARC
(33,21),-2.15811 # DEPENDENCYPART_ARC
(33,22),-1.99701 # DEPENDENCYPART_ARC
(33,23),-2.06138 # DEPENDENCYPART_ARC
(33,24),-2.52229 # DEPENDENCYPART_ARC
(33,25),-1.64432 # DEPENDENCYPART_ARC
(33,26),-2.25497 # DEPENDENCYPART_ARC
(33,27),-1.57778 # DEPENDENCYPART_ARC
(33,28),-2.26434 # DEPENDENCYPART_ARC
(33,29),-1.84303 # DEPENDENCYPART_ARC
(33,30),-1.35426 # DEPENDENCYPART_ARC
(33,31),-1.74392 # DEPENDENCYPART_ARC
(33,32),-1.54592 # DEPENDENCYPART_ARC
