# _root_ Στο ένα κράτος μπορεί κανείς να οδηγεί με 90 χιλιόμετρα την ώρα , στο άλλο με 100 χιλιόμετρα την ώρα , ενώ στο επόμενο κράτος μέλος μόλις με 80 χιλιόμετρα την ώρα .
#goldHeads=4,3,1,22,4,7,4,7,10,8,12,10,22,22,14,22,18,16,20,18,22,0,22,25,23,25,28,22,30,28,32,30,0,
#predictedHeads=4,3,1,22,4,7,22,7,10,8,12,7,22,22,14,22,18,16,20,18,22,0,22,26,26,23,25,27,30,28,32,30,0,
(31,18),-1.89548 # DEPENDENCYPART_ARC
(31,19),-0.662572 # DEPENDENCYPART_ARC
(31,20),-1.47422 # DEPENDENCYPART_ARC
(31,21),-1.18254 # DEPENDENCYPART_ARC
(31,22),-0.908687 # DEPENDENCYPART_ARC
(31,23),-1.10407 # DEPENDENCYPART_ARC
(31,24),-1.81531 # DEPENDENCYPART_ARC
(31,25),-1.78288 # DEPENDENCYPART_ARC
(31,26),-1.3114 # DEPENDENCYPART_ARC
(31,27),-0.650984 # DEPENDENCYPART_ARC
(31,28),-0.525369 # DEPENDENCYPART_ARC
(31,29),-0.336621 # DEPENDENCYPART_ARC
(31,30),-0.520325 # DEPENDENCYPART_ARC
(31,32),-0.0127285 # DEPENDENCYPART_ARC
(31,33),-0.264104 # DEPENDENCYPART_ARC
(32,1),-2.23125 # DEPENDENCYPART_ARC
(32,2),-4.0953 # DEPENDENCYPART_ARC
(32,3),-3.66167 # DEPENDENCYPART_ARC
(32,4),-3.73167 # DEPENDENCYPART_ARC
(32,5),-4.214 # DEPENDENCYPART_ARC
(32,6),-1.32998 # DEPENDENCYPART_ARC
(32,7),-3.50303 # DEPENDENCYPART_ARC
(32,8),-1.32239 # DEPENDENCYPART_ARC
(32,9),-1.34714 # DEPENDENCYPART_ARC
(32,10),-3.69728 # DEPENDENCYPART_ARC
(32,11),-2.35458 # DEPENDENCYPART_ARC
(32,12),-2.52391 # DEPENDENCYPART_ARC
(32,13),-1.03003 # DEPENDENCYPART_ARC
(32,14),-1.53962 # DEPENDENCYPART_ARC
(32,15),-2.0305 # DEPENDENCYPART_ARC
(32,16),-1.06665 # DEPENDENCYPART_ARC
(32,17),-0.927532 # DEPENDENCYPART_ARC
(32,18),-2.98684 # DEPENDENCYPART_ARC
(32,19),-0.832827 # DEPENDENCYPART_ARC
(32,20),-1.91382 # DEPENDENCYPART_ARC
(32,21),-0.904584 # DEPENDENCYPART_ARC
(32,22),-1.00194 # DEPENDENCYPART_ARC
(32,23),-1.29338 # DEPENDENCYPART_ARC
(32,24),-0.749771 # DEPENDENCYPART_ARC
(32,25),-1.2275 # DEPENDENCYPART_ARC
(32,26),-1.45632 # DEPENDENCYPART_ARC
(32,27),-0.484709 # DEPENDENCYPART_ARC
(32,28),-0.336988 # DEPENDENCYPART_ARC
(32,29),0.246582 # DEPENDENCYPART_ARC
(32,30),-0.511255 # DEPENDENCYPART_ARC
(32,31),3.53783 # DEPENDENCYPART_ARC
(32,33),0.591865 # DEPENDENCYPART_ARC
(33,1),-4.26316 # DEPENDENCYPART_ARC
(33,2),-2.87115 # DEPENDENCYPART_ARC
(33,3),-3.7674 # DEPENDENCYPART_ARC
(33,4),-3.19876 # DEPENDENCYPART_ARC
(33,5),-2.28021 # DEPENDENCYPART_ARC
(33,6),-2.1563 # DEPENDENCYPART_ARC
(33,7),-3.07463 # DEPENDENCYPART_ARC
(33,8),-3.26009 # DEPENDENCYPART_ARC
(33,9),-2.22954 # DEPENDENCYPART_ARC
(33,10),-3.18595 # DEPENDENCYPART_ARC
(33,11),-2.45869 # DEPENDENCYPART_ARC
(33,12),-3.30112 # DEPENDENCYPART_ARC
(33,13),-2.30809 # DEPENDENCYPART_ARC
(33,14),-2.54349 # DEPENDENCYPART_ARC
(33,15),-2.05171 # DEPENDENCYPART_ARC
(33,16),-2.61279 # DEPENDENCYPART_ARC
(33,17),-1.92251 # DEPENDENCYPART_ARC
(33,18),-2.71063 # DEPENDENCYPART_ARC
(33,19),-2.22516 # DEPENDENCYPART_ARC
(33,20),-2.86309 # DEPENDENCYPART_ARC
(33,21),-1.94754 # DEPENDENCYPART_ARC
(33,22),-1.90242 # DEPENDENCYPART_ARC
(33,23),-2.07383 # DEPENDENCYPART_ARC
(33,24),-1.98116 # DEPENDENCYPART_ARC
(33,25),-2.02178 # DEPENDENCYPART_ARC
(33,26),-2.25974 # DEPENDENCYPART_ARC
(33,27),-1.70694 # DEPENDENCYPART_ARC
(33,28),-1.90667 # DEPENDENCYPART_ARC
(33,29),-1.63199 # DEPENDENCYPART_ARC
(33,30),-1.89637 # DEPENDENCYPART_ARC
(33,31),-1.49051 # DEPENDENCYPART_ARC
(33,32),-1.85551 # DEPENDENCYPART_ARC
