# _root_ Από την δεκαετία του '70 , η Κως έχει μετατραπεί σε σημαντικό τουριστικό προορισμό και έχει δει το τοπίο της να αλλάζει , με την ανέγερση πολυτελών ξενοδοχειακών θερέτρων πάνω στις κατάλευκες αμμουδιές της .
#goldHeads=10,3,1,5,3,15,8,15,10,15,10,14,14,11,0,17,15,19,22,19,22,17,24,22,26,24,29,29,26,26,30,33,31,33,0,
#predictedHeads=10,3,1,5,3,10,8,3,10,15,10,14,14,11,0,17,15,19,17,19,22,19,24,22,26,24,29,29,26,29,30,33,31,33,0,
(29,23),0.091842 # DEPENDENCYPART_ARC
(29,24),0.25096 # DEPENDENCYPART_ARC
(29,25),-0.465989 # DEPENDENCYPART_ARC
(29,26),-1.83541 # DEPENDENCYPART_ARC
(29,27),3.03573 # DEPENDENCYPART_ARC
(29,28),3.18845 # DEPENDENCYPART_ARC
(29,30),1.09862 # DEPENDENCYPART_ARC
(29,31),-0.306128 # DEPENDENCYPART_ARC
(29,32),0.35236 # DEPENDENCYPART_ARC
(29,33),-0.851936 # DEPENDENCYPART_ARC
(29,34),-0.0889974 # DEPENDENCYPART_ARC
(29,35),-0.0222637 # DEPENDENCYPART_ARC
(30,1),-1.31021 # DEPENDENCYPART_ARC
(30,2),-1.42169 # DEPENDENCYPART_ARC
(30,3),-1.52442 # DEPENDENCYPART_ARC
(30,4),-1.22004 # DEPENDENCYPART_ARC
(30,5),-1.09441 # DEPENDENCYPART_ARC
(30,6),-0.78459 # DEPENDENCYPART_ARC
(30,7),-1.36708 # DEPENDENCYPART_ARC
(30,8),-1.5483 # DEPENDENCYPART_ARC
(30,9),-0.969653 # DEPENDENCYPART_ARC
(30,10),-1.36744 # DEPENDENCYPART_ARC
(30,11),-0.500813 # DEPENDENCYPART_ARC
(30,12),-1.12022 # DEPENDENCYPART_ARC
(30,13),-1.10676 # DEPENDENCYPART_ARC
(30,14),-1.4909 # DEPENDENCYPART_ARC
(30,15),-0.75193 # DEPENDENCYPART_ARC
(30,16),-1.02395 # DEPENDENCYPART_ARC
(30,17),-1.36106 # DEPENDENCYPART_ARC
(30,18),-0.837571 # DEPENDENCYPART_ARC
(30,19),-1.09239 # DEPENDENCYPART_ARC
(30,20),-1.2678 # DEPENDENCYPART_ARC
(30,21),-0.292444 # DEPENDENCYPART_ARC
(30,22),-0.804933 # DEPENDENCYPART_ARC
(30,23),-0.194577 # DEPENDENCYPART_ARC
(30,24),-0.11154 # DEPENDENCYPART_ARC
(30,25),-0.424083 # DEPENDENCYPART_ARC
(30,26),-0.761774 # DEPENDENCYPART_ARC
(30,27),-0.203518 # DEPENDENCYPART_ARC
(30,28),0.222937 # DEPENDENCYPART_ARC
(30,29),0.245581 # DEPENDENCYPART_ARC
(30,31),2.38974 # DEPENDENCYPART_ARC
(30,32),0.425292 # DEPENDENCYPART_ARC
(30,33),0.235645 # DEPENDENCYPART_ARC
(30,34),0.0585795 # DEPENDENCYPART_ARC
(30,35),0.220263 # DEPENDENCYPART_ARC
(31,1),-1.08175 # DEPENDENCYPART_ARC
(31,2),-1.38115 # DEPENDENCYPART_ARC
(31,3),-2.4981 # DEPENDENCYPART_ARC
(31,4),-1.95195 # DEPENDENCYPART_ARC
(31,5),-1.44421 # DEPENDENCYPART_ARC
(31,6),-1.05132 # DEPENDENCYPART_ARC
(31,7),-1.68845 # DEPENDENCYPART_ARC
(31,8),-2.48828 # DEPENDENCYPART_ARC
(31,9),-2.23575 # DEPENDENCYPART_ARC
(31,10),-2.30642 # DEPENDENCYPART_ARC
(31,11),-0.965626 # DEPENDENCYPART_ARC
(31,12),-1.69543 # DEPENDENCYPART_ARC
(31,13),-1.7439 # DEPENDENCYPART_ARC
(31,14),-2.65461 # DEPENDENCYPART_ARC
(31,15),-0.901988 # DEPENDENCYPART_ARC
(31,16),-2.12022 # DEPENDENCYPART_ARC
(31,17),-2.14133 # DEPENDENCYPART_ARC
(31,18),-1.58574 # DEPENDENCYPART_ARC
(31,19),-2.39591 # DEPENDENCYPART_ARC
(31,20),-1.74988 # DEPENDENCYPART_ARC
(31,21),-0.931217 # DEPENDENCYPART_ARC
(31,22),-1.78699 # DEPENDENCYPART_ARC
(31,23),-0.318972 # DEPENDENCYPART_ARC
(31,24),-0.242014 # DEPENDENCYPART_ARC
(31,25),-0.627954 # DEPENDENCYPART_ARC
(31,26),-1.78717 # DEPENDENCYPART_ARC
(31,27),-0.601979 # DEPENDENCYPART_ARC
(31,28),-0.404133 # DEPENDENCYPART_ARC
(31,29),-0.942686 # DEPENDENCYPART_ARC
(31,30),0.607202 # DEPENDENCYPART_ARC
(31,32),1.78158 # DEPENDENCYPART_ARC
(31,33),3.07516 # DEPENDENCYPART_ARC
(31,34),0.0320982 # DEPENDENCYPART_ARC
(31,35),0.178803 # DEPENDENCYPART_ARC
(32,1),-2.24539 # DEPENDENCYPART_ARC
(32,2),-3.39884 # DEPENDENCYPART_ARC
(32,3),-3.7088 # DEPENDENCYPART_ARC
(32,4),-3.26042 # DEPENDENCYPART_ARC
(32,5),-2.27509 # DEPENDENCYPART_ARC
(32,6),-2.32852 # DEPENDENCYPART_ARC
(32,7),-3.14814 # DEPENDENCYPART_ARC
(32,8),-4.01803 # DEPENDENCYPART_ARC
(32,9),-5.71688 # DEPENDENCYPART_ARC
(32,10),-4.0494 # DEPENDENCYPART_ARC
(32,11),-2.22186 # DEPENDENCYPART_ARC
(32,12),-3.39147 # DEPENDENCYPART_ARC
(32,13),-3.37087 # DEPENDENCYPART_ARC
(32,14),-2.89875 # DEPENDENCYPART_ARC
(32,15),-1.86075 # DEPENDENCYPART_ARC
(32,16),-5.50584 # DEPENDENCYPART_ARC
(32,17),-4.16426 # DEPENDENCYPART_ARC
(32,18),-2.74005 # DEPENDENCYPART_ARC
(32,19),-2.44104 # DEPENDENCYPART_ARC
(32,20),-2.87722 # DEPENDENCYPART_ARC
(32,21),-1.68154 # DEPENDENCYPART_ARC
(32,22),-5.14928 # DEPENDENCYPART_ARC
(32,23),-1.55339 # DEPENDENCYPART_ARC
(32,24),-1.40065 # DEPENDENCYPART_ARC
(32,25),-1.89026 # DEPENDENCYPART_ARC
(32,26),-2.39 # DEPENDENCYPART_ARC
(32,27),-0.733989 # DEPENDENCYPART_ARC
(32,28),-0.677868 # DEPENDENCYPART_ARC
(32,29),-1.67055 # DEPENDENCYPART_ARC
(32,30),-0.480732 # DEPENDENCYPART_ARC
(32,31),-0.752879 # DEPENDENCYPART_ARC
(32,33),0.239365 # DEPENDENCYPART_ARC
(32,34),0.570546 # DEPENDENCYPART_ARC
(32,35),0.121901 # DEPENDENCYPART_ARC
(33,1),-1.63016 # DEPENDENCYPART_ARC
(33,2),-4.84218 # DEPENDENCYPART_ARC
(33,3),-3.55414 # DEPENDENCYPART_ARC
(33,4),-6.13876 # DEPENDENCYPART_ARC
(33,5),-1.67304 # DEPENDENCYPART_ARC
(33,6),-1.34176 # DEPENDENCYPART_ARC
(33,7),-3.98791 # DEPENDENCYPART_ARC
(33,8),-3.08536 # DEPENDENCYPART_ARC
(33,9),-3.7129 # DEPENDENCYPART_ARC
(33,10),-3.34603 # DEPENDENCYPART_ARC
(33,11),-1.62827 # DEPENDENCYPART_ARC
(33,12),-2.74585 # DEPENDENCYPART_ARC
(33,13),-3.04392 # DEPENDENCYPART_ARC
(33,14),-3.28907 # DEPENDENCYPART_ARC
(33,15),-1.52229 # DEPENDENCYPART_ARC
(33,16),-3.42857 # DEPENDENCYPART_ARC
(33,17),-3.59279 # DEPENDENCYPART_ARC
(33,18),-2.45977 # DEPENDENCYPART_ARC
(33,19),-2.67578 # DEPENDENCYPART_ARC
(33,20),-1.86913 # DEPENDENCYPART_ARC
(33,21),-0.977843 # DEPENDENCYPART_ARC
(33,22),-3.12445 # DEPENDENCYPART_ARC
(33,23),-0.621301 # DEPENDENCYPART_ARC
(33,24),-0.635657 # DEPENDENCYPART_ARC
(33,25),0.327545 # DEPENDENCYPART_ARC
(33,26),-1.06717 # DEPENDENCYPART_ARC
(33,27),-0.754808 # DEPENDENCYPART_ARC
(33,28),-0.720398 # DEPENDENCYPART_ARC
(33,29),-0.30747 # DEPENDENCYPART_ARC
(33,30),0.119225 # DEPENDENCYPART_ARC
(33,31),0.569112 # DEPENDENCYPART_ARC
(33,32),3.6741 # DEPENDENCYPART_ARC
(33,34),2.1819 # DEPENDENCYPART_ARC
(33,35),0.180017 # DEPENDENCYPART_ARC
(34,1),-1.88304 # DEPENDENCYPART_ARC
(34,2),-2.61898 # DEPENDENCYPART_ARC
(34,3),-3.51917 # DEPENDENCYPART_ARC
(34,4),-2.30294 # DEPENDENCYPART_ARC
(34,5),-1.65501 # DEPENDENCYPART_ARC
(34,6),-1.53373 # DEPENDENCYPART_ARC
(34,7),-1.98959 # DEPENDENCYPART_ARC
(34,8),-2.93351 # DEPENDENCYPART_ARC
(34,9),-2.93458 # DEPENDENCYPART_ARC
(34,10),-2.88527 # DEPENDENCYPART_ARC
(34,11),-1.67909 # DEPENDENCYPART_ARC
(34,12),-5.03712 # DEPENDENCYPART_ARC
(34,13),-4.9831 # DEPENDENCYPART_ARC
(34,14),-3.62011 # DEPENDENCYPART_ARC
(34,15),-1.1796 # DEPENDENCYPART_ARC
(34,16),-2.78472 # DEPENDENCYPART_ARC
(34,17),-2.62411 # DEPENDENCYPART_ARC
(34,18),-2.33424 # DEPENDENCYPART_ARC
(34,19),-3.54071 # DEPENDENCYPART_ARC
(34,20),-1.44469 # DEPENDENCYPART_ARC
(34,21),-1.36453 # DEPENDENCYPART_ARC
(34,22),-2.44851 # DEPENDENCYPART_ARC
(34,23),-0.9833 # DEPENDENCYPART_ARC
(34,24),-1.08322 # DEPENDENCYPART_ARC
(34,25),-0.960391 # DEPENDENCYPART_ARC
(34,26),-2.87258 # DEPENDENCYPART_ARC
(34,27),-3.10484 # DEPENDENCYPART_ARC
(34,28),-3.08754 # DEPENDENCYPART_ARC
(34,29),-2.00065 # DEPENDENCYPART_ARC
(34,30),-0.870696 # DEPENDENCYPART_ARC
(34,31),-0.68639 # DEPENDENCYPART_ARC
(34,32),-2.48565 # DEPENDENCYPART_ARC
(34,33),-1.12535 # DEPENDENCYPART_ARC
(34,35),0.137952 # DEPENDENCYPART_ARC
(35,1),-3.74718 # DEPENDENCYPART_ARC
(35,2),-2.628 # DEPENDENCYPART_ARC
(35,3),-3.58219 # DEPENDENCYPART_ARC
(35,4),-2.58121 # DEPENDENCYPART_ARC
(35,5),-2.27696 # DEPENDENCYPART_ARC
(35,6),-2.6208 # DEPENDENCYPART_ARC
(35,7),-2.4706 # DEPENDENCYPART_ARC
(35,8),-3.35406 # DEPENDENCYPART_ARC
(35,9),-2.52779 # DEPENDENCYPART_ARC
(35,10),-2.63881 # DEPENDENCYPART_ARC
(35,11),-3.15672 # DEPENDENCYPART_ARC
(35,12),-2.48565 # DEPENDENCYPART_ARC
(35,13),-2.47181 # DEPENDENCYPART_ARC
(35,14),-3.08295 # DEPENDENCYPART_ARC
(35,15),-2.4194 # DEPENDENCYPART_ARC
(35,16),-2.20267 # DEPENDENCYPART_ARC
(35,17),-2.18099 # DEPENDENCYPART_ARC
(35,18),-2.11598 # DEPENDENCYPART_ARC
(35,19),-2.41497 # DEPENDENCYPART_ARC
(35,20),-1.88058 # DEPENDENCYPART_ARC
(35,21),-1.56085 # DEPENDENCYPART_ARC
(35,22),-2.12338 # DEPENDENCYPART_ARC
(35,23),-1.75085 # DEPENDENCYPART_ARC
(35,24),-2.10346 # DEPENDENCYPART_ARC
(35,25),-1.83878 # DEPENDENCYPART_ARC
(35,26),-1.95031 # DEPENDENCYPART_ARC
(35,27),-1.82491 # DEPENDENCYPART_ARC
(35,28),-1.73369 # DEPENDENCYPART_ARC
(35,29),-1.83936 # DEPENDENCYPART_ARC
(35,30),-1.59856 # DEPENDENCYPART_ARC
(35,31),-1.56519 # DEPENDENCYPART_ARC
(35,32),-1.33755 # DEPENDENCYPART_ARC
(35,33),-1.61357 # DEPENDENCYPART_ARC
(35,34),-0.994161 # DEPENDENCYPART_ARC
