# _root_ Το χρονικό πλαίσιο είναι ήδη επαρκώς δομημένο διότι , μετά τη διαβούλευση , ο τελικός κανονισμός της Επιτροπής θα εγκριθεί πριν από το καλοκαίρι αυτού του έτους .
#goldHeads=3,3,4,0,4,7,4,4,10,20,12,10,10,16,16,20,18,16,20,8,20,21,24,22,24,27,25,0,
#predictedHeads=3,3,4,0,4,7,4,4,10,20,12,10,10,16,16,20,18,16,20,8,20,21,24,22,27,27,24,0,
(13,7),(13,16),0.0513395 # DEPENDENCYPART_SIBL
(13,7),(13,18),0.0558769 # DEPENDENCYPART_SIBL
(13,7),(13,20),0.261027 # DEPENDENCYPART_SIBL
(13,7),(13,21),0.17985 # DEPENDENCYPART_SIBL
(13,7),(13,22),0.10215 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.206183 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0150512 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.00200783 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.0570833 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.103844 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.109048 # DEPENDENCYPART_SIBL
(13,8),(13,20),0.0823 # DEPENDENCYPART_SIBL
(13,8),(13,21),0.145243 # DEPENDENCYPART_SIBL
(13,8),(13,22),0.0942823 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0203636 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.186641 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0615053 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.0246367 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.0238553 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.00128252 # DEPENDENCYPART_SIBL
(13,9),(13,21),0.0409329 # DEPENDENCYPART_SIBL
(13,9),(13,22),0.0158169 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0375412 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.0528914 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.129519 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.134271 # DEPENDENCYPART_SIBL
(13,10),(13,20),0.0704647 # DEPENDENCYPART_SIBL
(13,10),(13,21),0.124747 # DEPENDENCYPART_SIBL
(13,10),(13,22),0.321905 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0234952 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.212262 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.218409 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.0234187 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.078295 # DEPENDENCYPART_SIBL
(13,12),(13,22),0.0701304 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.00880939 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.00885269 # DEPENDENCYPART_SIBL
(13,15),(13,20),0.009358 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.00603992 # DEPENDENCYPART_SIBL
(13,15),(13,22),0.0542936 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0293222 # DEPENDENCYPART_SIBL
(13,16),(13,20),0.0544893 # DEPENDENCYPART_SIBL
(13,16),(13,21),0.0720205 # DEPENDENCYPART_SIBL
(13,16),(13,22),0.162501 # DEPENDENCYPART_SIBL
(13,18),(13,20),0.0576755 # DEPENDENCYPART_SIBL
(13,18),(13,21),0.078867 # DEPENDENCYPART_SIBL
(13,18),(13,22),0.172811 # DEPENDENCYPART_SIBL
(13,20),(13,21),0.0134655 # DEPENDENCYPART_SIBL
(13,20),(13,22),0.0315447 # DEPENDENCYPART_SIBL
(13,21),(13,22),-0.0171792 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0303319 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.0331132 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0742084 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0747488 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.00823693 # DEPENDENCYPART_SIBL
(15,12),(15,24),0.0747431 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.00582273 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.104111 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0975564 # DEPENDENCYPART_SIBL
(15,13),(15,22),0.0561263 # DEPENDENCYPART_SIBL
(15,13),(15,24),0.103061 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.103318 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.106422 # DEPENDENCYPART_SIBL
(15,14),(15,22),-0.0323249 # DEPENDENCYPART_SIBL
(15,14),(15,24),0.103312 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0942537 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.033088 # DEPENDENCYPART_SIBL
(15,16),(15,24),-0.110282 # DEPENDENCYPART_SIBL
(15,18),(15,22),0.0390668 # DEPENDENCYPART_SIBL
(15,18),(15,24),-0.108614 # DEPENDENCYPART_SIBL
(15,22),(15,24),0.0198994 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.160037 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.00155924 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.00563724 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.155653 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.00305711 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0356137 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.000949179 # DEPENDENCYPART_SIBL
(16,10),(16,20),-0.0175271 # DEPENDENCYPART_SIBL
(16,10),(16,21),-0.0322402 # DEPENDENCYPART_SIBL
(16,10),(16,22),-0.0229466 # DEPENDENCYPART_SIBL
(16,10),(16,24),-0.020663 # DEPENDENCYPART_SIBL
(16,10),(16,27),-0.0214451 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.0598729 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.0491638 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.399912 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.049151 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0557743 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.0849203 # DEPENDENCYPART_SIBL
(16,11),(16,20),0.0589083 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.0254842 # DEPENDENCYPART_SIBL
(16,11),(16,22),-0.0772654 # DEPENDENCYPART_SIBL
(16,11),(16,24),0.0551451 # DEPENDENCYPART_SIBL
(16,11),(16,27),0.0516946 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.00732083 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.13277 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0245056 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0152396 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.0252108 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.00189458 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.0141679 # DEPENDENCYPART_SIBL
(16,12),(16,22),-0.0634899 # DEPENDENCYPART_SIBL
(16,12),(16,24),0.00240232 # DEPENDENCYPART_SIBL
(16,12),(16,27),0.000324741 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.11791 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0171723 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.02645 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0116667 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.0146805 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.00193693 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.0202662 # DEPENDENCYPART_SIBL
(16,13),(16,24),-0.0277525 # DEPENDENCYPART_SIBL
(16,13),(16,27),-0.0282464 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.084997 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0213721 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0916698 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0347798 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.0108974 # DEPENDENCYPART_SIBL
(16,14),(16,22),-0.151488 # DEPENDENCYPART_SIBL
(16,14),(16,24),0.0613794 # DEPENDENCYPART_SIBL
(16,14),(16,27),0.0562726 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0455468 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0306776 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.00890344 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0118231 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.124773 # DEPENDENCYPART_SIBL
(16,15),(16,24),0.0093125 # DEPENDENCYPART_SIBL
(16,15),(16,27),0.0102317 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.0236699 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.00319092 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.0485362 # DEPENDENCYPART_SIBL
(16,17),(16,22),0.0141763 # DEPENDENCYPART_SIBL
(16,17),(16,24),0.013406 # DEPENDENCYPART_SIBL
(16,17),(16,27),0.0118504 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.0115983 # DEPENDENCYPART_SIBL
(16,18),(16,21),0.0570607 # DEPENDENCYPART_SIBL
(16,18),(16,22),0.0537622 # DEPENDENCYPART_SIBL
(16,18),(16,24),-0.114115 # DEPENDENCYPART_SIBL
(16,18),(16,27),-0.114257 # DEPENDENCYPART_SIBL
(16,20),(16,21),0.050237 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.00674474 # DEPENDENCYPART_SIBL
(16,20),(16,24),0.0178299 # DEPENDENCYPART_SIBL
(16,20),(16,27),0.0166708 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.0334684 # DEPENDENCYPART_SIBL
(16,21),(16,24),0.0350984 # DEPENDENCYPART_SIBL
(16,21),(16,27),0.0294859 # DEPENDENCYPART_SIBL
(16,22),(16,24),0.0333461 # DEPENDENCYPART_SIBL
(16,22),(16,27),0.02624 # DEPENDENCYPART_SIBL
(16,24),(16,27),-0.124154 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.405231 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.0474407 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.0574665 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.382099 # DEPENDENCYPART_SIBL
(18,11),(18,20),0.060719 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.0400506 # DEPENDENCYPART_SIBL
(18,11),(18,22),-0.112591 # DEPENDENCYPART_SIBL
(18,11),(18,24),0.0331456 # DEPENDENCYPART_SIBL
(18,11),(18,27),0.029695 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.0832866 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.0985157 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.34571 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.0400552 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0233655 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.184716 # DEPENDENCYPART_SIBL
(18,14),(18,24),0.0414783 # DEPENDENCYPART_SIBL
(18,14),(18,27),0.0363715 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0242098 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.0824946 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.0113979 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0184795 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.142167 # DEPENDENCYPART_SIBL
(18,15),(18,24),-0.00292759 # DEPENDENCYPART_SIBL
(18,15),(18,27),-0.00200836 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.103087 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.00538962 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0157622 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.0759879 # DEPENDENCYPART_SIBL
(18,16),(18,24),-0.00370947 # DEPENDENCYPART_SIBL
(18,16),(18,27),-0.00578705 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.0269563 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0287808 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.200175 # DEPENDENCYPART_SIBL
(18,17),(18,24),-0.00840607 # DEPENDENCYPART_SIBL
(18,17),(18,27),-0.0135123 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.049892 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.00733299 # DEPENDENCYPART_SIBL
(18,20),(18,24),0.0172117 # DEPENDENCYPART_SIBL
(18,20),(18,27),0.0160526 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0338093 # DEPENDENCYPART_SIBL
(18,21),(18,24),0.0347271 # DEPENDENCYPART_SIBL
(18,21),(18,27),0.0291146 # DEPENDENCYPART_SIBL
(18,22),(18,24),0.0329904 # DEPENDENCYPART_SIBL
(18,22),(18,27),0.0258843 # DEPENDENCYPART_SIBL
(18,24),(18,27),-0.127332 # DEPENDENCYPART_SIBL
(20,2),(20,3),-0.0562771 # DEPENDENCYPART_SIBL
(20,2),(20,4),-0.0452018 # DEPENDENCYPART_SIBL
(20,2),(20,5),-0.00154129 # DEPENDENCYPART_SIBL
(20,2),(20,6),-0.0314247 # DEPENDENCYPART_SIBL
(20,2),(20,7),-0.0374321 # DEPENDENCYPART_SIBL
(20,2),(20,8),-0.0263813 # DEPENDENCYPART_SIBL
(20,2),(20,9),-0.00243492 # DEPENDENCYPART_SIBL
(20,2),(20,10),-0.0163162 # DEPENDENCYPART_SIBL
(20,2),(20,12),-0.0556236 # DEPENDENCYPART_SIBL
(20,2),(20,13),-0.00243492 # DEPENDENCYPART_SIBL
(20,2),(20,15),-0.0269123 # DEPENDENCYPART_SIBL
(20,2),(20,16),-0.0556236 # DEPENDENCYPART_SIBL
(20,2),(20,17),-0.037436 # DEPENDENCYPART_SIBL
(20,2),(20,18),-0.0557864 # DEPENDENCYPART_SIBL
(20,2),(20,19),0.0318932 # DEPENDENCYPART_SIBL
(20,2),(20,21),0.0062616 # DEPENDENCYPART_SIBL
(20,2),(20,22),-0.0199103 # DEPENDENCYPART_SIBL
(20,2),(20,24),0.00503461 # DEPENDENCYPART_SIBL
(20,2),(20,27),0.000309405 # DEPENDENCYPART_SIBL
(20,2),(20,28),-0.0431826 # DEPENDENCYPART_SIBL
(20,3),(20,4),-0.0277176 # DEPENDENCYPART_SIBL
(20,3),(20,5),0.00815385 # DEPENDENCYPART_SIBL
(20,3),(20,6),-0.0163701 # DEPENDENCYPART_SIBL
(20,3),(20,7),-0.0262046 # DEPENDENCYPART_SIBL
(20,3),(20,8),-0.0403432 # DEPENDENCYPART_SIBL
(20,3),(20,9),-0.0455232 # DEPENDENCYPART_SIBL
(20,3),(20,10),-0.015478 # DEPENDENCYPART_SIBL
(20,3),(20,12),-0.185989 # DEPENDENCYPART_SIBL
(20,3),(20,13),-0.0455232 # DEPENDENCYPART_SIBL
(20,3),(20,15),-0.0619649 # DEPENDENCYPART_SIBL
(20,3),(20,16),-0.185564 # DEPENDENCYPART_SIBL
(20,3),(20,17),-0.0907367 # DEPENDENCYPART_SIBL
(20,3),(20,18),-0.187987 # DEPENDENCYPART_SIBL
(20,3),(20,19),0.0249259 # DEPENDENCYPART_SIBL
(20,3),(20,21),0.03435 # DEPENDENCYPART_SIBL
(20,3),(20,22),0.0308752 # DEPENDENCYPART_SIBL
(20,3),(20,24),-0.00536737 # DEPENDENCYPART_SIBL
(20,3),(20,27),-0.0180056 # DEPENDENCYPART_SIBL
(20,3),(20,28),-0.0220986 # DEPENDENCYPART_SIBL
(20,4),(20,5),0.0591925 # DEPENDENCYPART_SIBL
(20,4),(20,6),-0.00595008 # DEPENDENCYPART_SIBL
(20,4),(20,7),-0.127713 # DEPENDENCYPART_SIBL
(20,4),(20,8),-0.0335284 # DEPENDENCYPART_SIBL
(20,4),(20,9),-0.0197433 # DEPENDENCYPART_SIBL
(20,4),(20,10),-0.0125831 # DEPENDENCYPART_SIBL
(20,4),(20,12),-0.0760571 # DEPENDENCYPART_SIBL
(20,4),(20,13),-0.0197433 # DEPENDENCYPART_SIBL
(20,4),(20,15),-0.0653939 # DEPENDENCYPART_SIBL
(20,4),(20,16),-0.0760571 # DEPENDENCYPART_SIBL
(20,4),(20,17),-0.0610202 # DEPENDENCYPART_SIBL
(20,4),(20,18),-0.0760811 # DEPENDENCYPART_SIBL
(20,4),(20,19),-0.00113241 # DEPENDENCYPART_SIBL
(20,4),(20,21),0.0214659 # DEPENDENCYPART_SIBL
(20,4),(20,22),0.0277154 # DEPENDENCYPART_SIBL
(20,4),(20,24),-0.0128469 # DEPENDENCYPART_SIBL
(20,4),(20,27),-0.0164349 # DEPENDENCYPART_SIBL
(20,4),(20,28),-0.0217879 # DEPENDENCYPART_SIBL
(20,5),(20,6),-0.0253793 # DEPENDENCYPART_SIBL
(20,5),(20,7),-0.0163735 # DEPENDENCYPART_SIBL
(20,5),(20,8),0.00906544 # DEPENDENCYPART_SIBL
(20,5),(20,9),-0.00103637 # DEPENDENCYPART_SIBL
(20,5),(20,10),0.000469424 # DEPENDENCYPART_SIBL
(20,5),(20,12),0.00809993 # DEPENDENCYPART_SIBL
(20,5),(20,13),-0.00103637 # DEPENDENCYPART_SIBL
(20,5),(20,15),-0.026627 # DEPENDENCYPART_SIBL
(20,5),(20,16),0.00841987 # DEPENDENCYPART_SIBL
(20,5),(20,17),-0.0330618 # DEPENDENCYPART_SIBL
(20,5),(20,18),0.00817639 # DEPENDENCYPART_SIBL
(20,5),(20,19),0.105463 # DEPENDENCYPART_SIBL
(20,5),(20,21),0.0261251 # DEPENDENCYPART_SIBL
(20,5),(20,22),-0.014741 # DEPENDENCYPART_SIBL
(20,5),(20,24),-0.00397963 # DEPENDENCYPART_SIBL
(20,5),(20,27),-0.0111228 # DEPENDENCYPART_SIBL
(20,5),(20,28),-0.0379035 # DEPENDENCYPART_SIBL
(20,6),(20,7),-0.0135667 # DEPENDENCYPART_SIBL
(20,6),(20,8),0.0124129 # DEPENDENCYPART_SIBL
(20,6),(20,9),0.012279 # DEPENDENCYPART_SIBL
(20,6),(20,10),-0.00957214 # DEPENDENCYPART_SIBL
(20,6),(20,12),0.0153114 # DEPENDENCYPART_SIBL
(20,6),(20,13),0.012279 # DEPENDENCYPART_SIBL
(20,6),(20,15),-0.0205446 # DEPENDENCYPART_SIBL
(20,6),(20,16),0.0156314 # DEPENDENCYPART_SIBL
(20,6),(20,17),-0.0301441 # DEPENDENCYPART_SIBL
(20,6),(20,18),0.0153879 # DEPENDENCYPART_SIBL
(20,6),(20,19),0.115418 # DEPENDENCYPART_SIBL
(20,6),(20,21),0.0268261 # DEPENDENCYPART_SIBL
(20,6),(20,22),-0.0208802 # DEPENDENCYPART_SIBL
(20,6),(20,24),-0.00137968 # DEPENDENCYPART_SIBL
(20,6),(20,27),-0.00852285 # DEPENDENCYPART_SIBL
(20,6),(20,28),-0.0393832 # DEPENDENCYPART_SIBL
(20,7),(20,8),-0.0307543 # DEPENDENCYPART_SIBL
(20,7),(20,9),-0.00807161 # DEPENDENCYPART_SIBL
(20,7),(20,10),-0.0104536 # DEPENDENCYPART_SIBL
(20,7),(20,12),-0.0735976 # DEPENDENCYPART_SIBL
(20,7),(20,13),-0.00807161 # DEPENDENCYPART_SIBL
(20,7),(20,15),-0.0621642 # DEPENDENCYPART_SIBL
(20,7),(20,16),-0.0735976 # DEPENDENCYPART_SIBL
(20,7),(20,17),-0.0647332 # DEPENDENCYPART_SIBL
(20,7),(20,18),-0.0736216 # DEPENDENCYPART_SIBL
(20,7),(20,19),-0.017968 # DEPENDENCYPART_SIBL
(20,7),(20,21),0.0183412 # DEPENDENCYPART_SIBL
(20,7),(20,22),0.0180488 # DEPENDENCYPART_SIBL
(20,7),(20,24),-0.0102291 # DEPENDENCYPART_SIBL
(20,7),(20,27),-0.0138871 # DEPENDENCYPART_SIBL
(20,7),(20,28),-0.0396174 # DEPENDENCYPART_SIBL
(20,8),(20,9),0.0037844 # DEPENDENCYPART_SIBL
(20,8),(20,10),-0.0129223 # DEPENDENCYPART_SIBL
(20,8),(20,12),-0.0382043 # DEPENDENCYPART_SIBL
(20,8),(20,13),0.0037844 # DEPENDENCYPART_SIBL
(20,8),(20,15),-0.0338161 # DEPENDENCYPART_SIBL
(20,8),(20,16),-0.0379876 # DEPENDENCYPART_SIBL
(20,8),(20,17),-0.0123516 # DEPENDENCYPART_SIBL
(20,8),(20,18),-0.0380377 # DEPENDENCYPART_SIBL
(20,8),(20,19),0.0753038 # DEPENDENCYPART_SIBL
(20,8),(20,21),0.014563 # DEPENDENCYPART_SIBL
(20,8),(20,22),0.00616607 # DEPENDENCYPART_SIBL
(20,8),(20,24),-0.00582183 # DEPENDENCYPART_SIBL
(20,8),(20,27),-0.012301 # DEPENDENCYPART_SIBL
(20,8),(20,28),-0.0415482 # DEPENDENCYPART_SIBL
(20,9),(20,10),0.0407779 # DEPENDENCYPART_SIBL
(20,9),(20,12),0.00239772 # DEPENDENCYPART_SIBL
(20,9),(20,13),-0.0115809 # DEPENDENCYPART_SIBL
(20,9),(20,15),0.0042695 # DEPENDENCYPART_SIBL
(20,9),(20,16),0.00239772 # DEPENDENCYPART_SIBL
(20,9),(20,17),-0.0292911 # DEPENDENCYPART_SIBL
(20,9),(20,18),-0.00164013 # DEPENDENCYPART_SIBL
(20,9),(20,19),-0.0238162 # DEPENDENCYPART_SIBL
(20,9),(20,21),-0.0162496 # DEPENDENCYPART_SIBL
(20,9),(20,22),-0.00107715 # DEPENDENCYPART_SIBL
(20,9),(20,24),0.00143735 # DEPENDENCYPART_SIBL
(20,9),(20,27),-0.00246234 # DEPENDENCYPART_SIBL
(20,9),(20,28),-0.0712539 # DEPENDENCYPART_SIBL
(20,10),(20,12),-0.00582438 # DEPENDENCYPART_SIBL
(20,10),(20,13),0.0438615 # DEPENDENCYPART_SIBL
(20,10),(20,15),-0.00247816 # DEPENDENCYPART_SIBL
(20,10),(20,16),-0.00564866 # DEPENDENCYPART_SIBL
(20,10),(20,17),-0.0474908 # DEPENDENCYPART_SIBL
(20,10),(20,18),-0.00570285 # DEPENDENCYPART_SIBL
(20,10),(20,19),0.143133 # DEPENDENCYPART_SIBL
(20,10),(20,21),0.0453078 # DEPENDENCYPART_SIBL
(20,10),(20,22),0.0528874 # DEPENDENCYPART_SIBL
(20,10),(20,24),0.0743923 # DEPENDENCYPART_SIBL
(20,10),(20,27),0.0695307 # DEPENDENCYPART_SIBL
(20,10),(20,28),-0.00760081 # DEPENDENCYPART_SIBL
(20,12),(20,13),-0.0435159 # DEPENDENCYPART_SIBL
(20,12),(20,15),-0.0605185 # DEPENDENCYPART_SIBL
(20,12),(20,16),-0.184438 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.0894659 # DEPENDENCYPART_SIBL
(20,12),(20,18),-0.186861 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.0286078 # DEPENDENCYPART_SIBL
(20,12),(20,21),0.037101 # DEPENDENCYPART_SIBL
(20,12),(20,22),0.0364641 # DEPENDENCYPART_SIBL
(20,12),(20,24),-0.00177167 # DEPENDENCYPART_SIBL
(20,12),(20,27),-0.0144098 # DEPENDENCYPART_SIBL
(20,12),(20,28),-0.020073 # DEPENDENCYPART_SIBL
(20,13),(20,15),0.0042695 # DEPENDENCYPART_SIBL
(20,13),(20,16),0.00239772 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.0292911 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.00164013 # DEPENDENCYPART_SIBL
(20,13),(20,19),-0.0238162 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.0162496 # DEPENDENCYPART_SIBL
(20,13),(20,22),-0.00107715 # DEPENDENCYPART_SIBL
(20,13),(20,24),0.00143735 # DEPENDENCYPART_SIBL
(20,13),(20,27),-0.00246234 # DEPENDENCYPART_SIBL
(20,13),(20,28),-0.0712539 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.0556227 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.037436 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.0557855 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.0318932 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.00626173 # DEPENDENCYPART_SIBL
(20,15),(20,22),-0.0198391 # DEPENDENCYPART_SIBL
(20,15),(20,24),0.00630486 # DEPENDENCYPART_SIBL
(20,15),(20,27),0.00157965 # DEPENDENCYPART_SIBL
(20,15),(20,28),-0.0429461 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.0894662 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.185059 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.0286065 # DEPENDENCYPART_SIBL
(20,16),(20,21),0.03737 # DEPENDENCYPART_SIBL
(20,16),(20,22),0.0365667 # DEPENDENCYPART_SIBL
(20,16),(20,24),-0.000424834 # DEPENDENCYPART_SIBL
(20,16),(20,27),-0.0130629 # DEPENDENCYPART_SIBL
(20,16),(20,28),-0.0198333 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.00389022 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0694769 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0096001 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.0578731 # DEPENDENCYPART_SIBL
(20,17),(20,24),-0.0149169 # DEPENDENCYPART_SIBL
(20,17),(20,27),-0.0232516 # DEPENDENCYPART_SIBL
(20,17),(20,28),-0.0965757 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0286019 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0345377 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.0349596 # DEPENDENCYPART_SIBL
(20,18),(20,24),-0.00640267 # DEPENDENCYPART_SIBL
(20,18),(20,27),-0.0190408 # DEPENDENCYPART_SIBL
(20,18),(20,28),-0.0214812 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0906322 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.0145888 # DEPENDENCYPART_SIBL
(20,19),(20,24),0.0315014 # DEPENDENCYPART_SIBL
(20,19),(20,27),0.0250193 # DEPENDENCYPART_SIBL
(20,19),(20,28),-0.0292976 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0902266 # DEPENDENCYPART_SIBL
(20,21),(20,24),0.0247572 # DEPENDENCYPART_SIBL
(20,21),(20,27),-0.0108941 # DEPENDENCYPART_SIBL
(20,21),(20,28),-0.0437419 # DEPENDENCYPART_SIBL
(20,22),(20,24),0.00419328 # DEPENDENCYPART_SIBL
(20,22),(20,27),-0.0331121 # DEPENDENCYPART_SIBL
(20,22),(20,28),-0.146151 # DEPENDENCYPART_SIBL
(20,24),(20,27),-0.223085 # DEPENDENCYPART_SIBL
(20,24),(20,28),-0.0689573 # DEPENDENCYPART_SIBL
(20,27),(20,28),-0.0716535 # DEPENDENCYPART_SIBL
(21,4),(21,5),0.0390689 # DEPENDENCYPART_SIBL
(21,4),(21,6),0.0216279 # DEPENDENCYPART_SIBL
(21,4),(21,10),0.0284401 # DEPENDENCYPART_SIBL
(21,4),(21,12),-0.0141 # DEPENDENCYPART_SIBL
(21,4),(21,16),-0.0141 # DEPENDENCYPART_SIBL
(21,4),(21,18),-0.014102 # DEPENDENCYPART_SIBL
(21,4),(21,22),-0.00103323 # DEPENDENCYPART_SIBL
(21,4),(21,24),-0.0173102 # DEPENDENCYPART_SIBL
(21,4),(21,27),-0.015172 # DEPENDENCYPART_SIBL
