# _root_ Η πρόταση , κατά την άποψή μας , βελτιώνει και δεν υπονομεύει την ασφαλή και αξιόπιστη επισκευή των αυτοκινήτων .
#goldHeads=2,10,4,10,6,4,6,4,10,0,12,10,17,15,17,15,12,19,17,0,
#predictedHeads=2,10,4,9,6,4,6,4,10,0,12,10,17,15,17,15,12,19,17,0,
(15,12),(15,13),-0.11802 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.139716 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.00627389 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0556479 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0556479 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.00160291 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0308169 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0464346 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0326842 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0342926 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0424022 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.390768 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.00460542 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0045007 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.0177375 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0757749 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0757757 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.0796253 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.08665 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.029146 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.029146 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.167382 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.132682 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0667461 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0683545 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.0284294 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0485353 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.108595 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.10849 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0555269 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0594709 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0594709 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.00596471 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.108882 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0160805 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0160805 # DEPENDENCYPART_SIBL
(17,8),(17,10),0.0881228 # DEPENDENCYPART_SIBL
(17,8),(17,12),0.0574384 # DEPENDENCYPART_SIBL
(17,8),(17,13),-0.0834107 # DEPENDENCYPART_SIBL
(17,8),(17,14),0.0152891 # DEPENDENCYPART_SIBL
(17,8),(17,15),0.0881228 # DEPENDENCYPART_SIBL
(17,8),(17,16),0.0150472 # DEPENDENCYPART_SIBL
(17,8),(17,18),-0.0385381 # DEPENDENCYPART_SIBL
(17,8),(17,19),-0.02508 # DEPENDENCYPART_SIBL
(17,8),(17,20),0.122607 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.0190744 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.0112427 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.0299539 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.00879146 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.0300871 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.0112413 # DEPENDENCYPART_SIBL
(17,10),(17,19),0.0579117 # DEPENDENCYPART_SIBL
(17,10),(17,20),0.00625282 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.143781 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.0284152 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0497204 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.0286572 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0353779 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.00443513 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.0139227 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.0376043 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.146587 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0367427 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0204335 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.00255971 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.043362 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.0067481 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.00989268 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.053528 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.00696986 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0339815 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0300871 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0112413 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0579117 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.00625282 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0496904 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0108075 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0301439 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0071975 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0472812 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0574237 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.0370851 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.146068 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.0362234 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.0617177 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.412947 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0436074 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.0067481 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.00989268 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.0241559 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.0890529 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0339815 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.0300871 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.00665802 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0316414 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.00625282 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0237188 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.08949 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0301439 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.120883 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.00999215 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0355318 # DEPENDENCYPART_SIBL
(20,3),(20,9),0.133054 # DEPENDENCYPART_SIBL
(20,3),(20,12),0.133054 # DEPENDENCYPART_SIBL
(20,3),(20,16),0.0362093 # DEPENDENCYPART_SIBL
(20,3),(20,17),0.102723 # DEPENDENCYPART_SIBL
(20,3),(20,19),0.102723 # DEPENDENCYPART_SIBL
(20,9),(20,12),0.0311275 # DEPENDENCYPART_SIBL
(20,9),(20,16),-0.0206833 # DEPENDENCYPART_SIBL
(20,9),(20,17),-0.0264908 # DEPENDENCYPART_SIBL
(20,9),(20,19),-0.0264908 # DEPENDENCYPART_SIBL
(20,12),(20,16),-0.0206833 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.0264908 # DEPENDENCYPART_SIBL
(20,12),(20,19),-0.0264908 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.0141084 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.0141084 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0201415 # DEPENDENCYPART_SIBL
(0,2),(2,1),-0.329908 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.042886 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.15497 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.236232 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.00769021 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.310392 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.00876729 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.0380745 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.205098 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.163846 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.192499 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.0639309 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.377168 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.00110795 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),0.0287022 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),-0.269659 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),-0.351492 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.169667 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.11971 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.571981 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.187544 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.0562391 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.310713 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.0580545 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-0.192114 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),-0.17431 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),-0.323152 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.151971 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.0221181 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.0640975 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.527289 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.0750204 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.011488 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.318456 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.0139977 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.03001 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.148057 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.323121 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),-0.253967 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.205098 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.282898 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.0667934 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.175495 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.377168 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),0.00110795 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),0.0287022 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.269659 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.28646 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.22553 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.315123 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.434855 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.101797 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.190335 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.196139 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.190334 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.0630695 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),0.0620797 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.144468 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.0792989 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),-0.0118124 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),-0.0615261 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.231356 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.0208665 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),0.0486657 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.678203 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.162143 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.0143293 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.541268 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.234339 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),0.599869 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.147783 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),0.00900577 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.229616 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.290355 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),-0.222296 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),-0.0281544 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.28646 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.22553 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),0.315123 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.101797 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),0.190335 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),0.57188 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),0.173628 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.214552 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.593075 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.0630695 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),0.0620797 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.144468 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.0792989 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),-0.0118124 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),-0.0615261 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.21432 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.744134 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.08497 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.382946 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.339887 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.271831 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.231356 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),0.0208665 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),0.0486657 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.162143 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.0143293 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),0.541268 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),0.0270537 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),0.00629905 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),0.192802 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.898698 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.411328 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.229616 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.290355 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.222296 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.0281544 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.743701 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.335181 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.0862957 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.339629 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.271572 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.11791 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),-0.0573139 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),0.0825421 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),0.134153 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.747833 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.380471 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.0515173 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.462208 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.651987 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.253967 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.106726 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-0.748452 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.380472 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.0515174 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.462208 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.331546 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.648825 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.106726 # DEPENDENCYPART_GRANDPAR
(0,20),(20,3),0.0477142 # DEPENDENCYPART_GRANDPAR
(0,20),(20,9),0.357293 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),0.0088268 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),-0.54966 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.521991 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.45355 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.78758 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.053841 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.137767 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.150912 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),0.000742498 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.620977 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.221823 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.764167 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.21121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,2),-0.674742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.0970308 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.173086 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),0.116462 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.323798 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),0.0996958 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.363229 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.4756 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.587606 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.69782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.270943 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.878094 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.0449412 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),0.0757124 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.226176 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),0.130032 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),0.105455 # DEPENDENCYPART_GRANDPAR
(2,4),(4,20),-0.421473 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.727523 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.644346 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.355818 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.239635 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.701592 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.75208 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),0.104869 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.177592 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),0.131319 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.217022 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),0.106743 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.564576 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-0.515895 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.674742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),0.422465 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),0.232677 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.14827 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.323798 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),0.0996958 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.363229 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.4756 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.717834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),0.450583 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),0.264599 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),-0.752001 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.196738 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),0.263659 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),0.187334 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.13013 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.37322 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),0.162758 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.484358 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.27458 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-0.227186 # DEPENDENCYPART_GRANDPAR
(2,9),(9,20),-0.307329 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.594467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),0.43848 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),0.178984 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),-0.885062 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.0723402 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),0.251556 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),0.19368 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.366255 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.131772 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.222603 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),0.172989 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.334609 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.31085 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),-0.263265 # DEPENDENCYPART_GRANDPAR
(2,10),(10,20),-0.346946 # DEPENDENCYPART_GRANDPAR
(2,12),(12,2),-0.717834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,12),(12,3),0.450583 # DEPENDENCYPART_GRANDPAR
(2,12),(12,4),0.264599 # DEPENDENCYPART_GRANDPAR
(2,12),(12,6),-0.196738 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),0.263659 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),0.0504908 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),0.161083 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.292682 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.808135 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.37322 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),0.162758 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.484358 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),-0.27458 # DEPENDENCYPART_GRANDPAR
(2,12),(12,19),-0.227186 # DEPENDENCYPART_GRANDPAR
(2,12),(12,20),-0.307329 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.128649 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.08339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.193155 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.623399 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.593422 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.364322 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.434592 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.51861 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.395762 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.632559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.00866123 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.0631025 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.2278 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.00337473 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.0367489 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.115185 # DEPENDENCYPART_GRANDPAR
(3,4),(4,20),-0.260313 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.680264 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.433264 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.66619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.358878 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.0688957 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.0667576 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.228683 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),0.0644613 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.0281337 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.089827 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.10657 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.560953 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),-0.508643 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.426677 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.717534 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),0.171205 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.304534 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.170801 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.125637 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.325089 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.40222 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.396054 # DEPENDENCYPART_GRANDPAR
