# _root_ Επίσης , μέσα στο Κάστρο υπήρχαν οι απαραίτητες δεξαμενές για νερό , ενώ το Νεκροταφείο βρισκόταν έξω από την πόλη .
#goldHeads=13,13,6,3,4,13,9,9,6,9,10,13,0,15,16,13,16,17,20,18,0,
#predictedHeads=6,6,6,3,4,13,9,9,6,9,10,13,0,15,16,13,16,16,20,18,0,
(13,5),(13,16),-0.0190802 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0346267 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.0550749 # DEPENDENCYPART_SIBL
(13,5),(13,20),0.0123158 # DEPENDENCYPART_SIBL
(13,5),(13,21),-0.0212502 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.0364445 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.0714363 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.0581762 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.0189922 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.0639058 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.117305 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0287788 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.0670197 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.283638 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.00573647 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.0299983 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.0681772 # DEPENDENCYPART_SIBL
(13,6),(13,21),0.0156757 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.00448419 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.0453885 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.0133316 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.0396588 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.0268874 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0373627 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.037833 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.00371344 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.0311227 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.0432539 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.0385805 # DEPENDENCYPART_SIBL
(13,7),(13,21),-0.0297092 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.00686759 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0147619 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.00113801 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.0854127 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0325575 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0401753 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0314881 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0220725 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0681374 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.0401106 # DEPENDENCYPART_SIBL
(13,8),(13,21),-0.00893879 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0388631 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0076912 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0459857 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0498666 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.000605638 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0159798 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0347717 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0557085 # DEPENDENCYPART_SIBL
(13,9),(13,20),0.00108191 # DEPENDENCYPART_SIBL
(13,9),(13,21),-0.0217965 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0071251 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0408289 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0138407 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0879023 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0253943 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.025912 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.252278 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0905871 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.0241055 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0459857 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0499066 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.000485632 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0160198 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0348118 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0557485 # DEPENDENCYPART_SIBL
(13,11),(13,20),0.000961906 # DEPENDENCYPART_SIBL
(13,11),(13,21),-0.0218365 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0423388 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0286573 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0942798 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.00530585 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.031038 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.026599 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.0911691 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.00765604 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.105091 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0043269 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.00457713 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.00753794 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.0185849 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.11236 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.00169889 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.0335634 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.101758 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.0306847 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.0152015 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.00809576 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.0167968 # DEPENDENCYPART_SIBL
(13,16),(13,21),0.0964185 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0136386 # DEPENDENCYPART_SIBL
(13,17),(13,20),0.0384148 # DEPENDENCYPART_SIBL
(13,17),(13,21),0.0234476 # DEPENDENCYPART_SIBL
(13,18),(13,20),0.0310727 # DEPENDENCYPART_SIBL
(13,18),(13,21),-0.0552356 # DEPENDENCYPART_SIBL
(13,20),(13,21),-0.0318442 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.043407 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.0865965 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.0552215 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.0955472 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.447026 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.0522984 # DEPENDENCYPART_SIBL
(15,7),(15,17),0.0209153 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.0790961 # DEPENDENCYPART_SIBL
(15,7),(15,20),0.0364015 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.00190505 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.0315304 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.00411034 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.185934 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0285781 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0424633 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.0106941 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.056464 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.00940435 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0279137 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.167727 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.000152684 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0218131 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0633844 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.0042455 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0445735 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.170916 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0124776 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0093438 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0202662 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.0242274 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.115529 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.00373974 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0173866 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0528444 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.00676296 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.00136652 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0550626 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.215372 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0440738 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.0552042 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.00647767 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.0184515 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0171854 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.0397008 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.027741 # DEPENDENCYPART_SIBL
(16,1),(16,2),0.041414 # DEPENDENCYPART_SIBL
(16,1),(16,3),-0.00097993 # DEPENDENCYPART_SIBL
(16,1),(16,4),0.0405744 # DEPENDENCYPART_SIBL
(16,1),(16,5),0.0697066 # DEPENDENCYPART_SIBL
(16,1),(16,6),0.0114654 # DEPENDENCYPART_SIBL
(16,1),(16,8),0.00586865 # DEPENDENCYPART_SIBL
(16,1),(16,9),0.0553948 # DEPENDENCYPART_SIBL
(16,1),(16,10),0.028673 # DEPENDENCYPART_SIBL
(16,1),(16,11),0.0553948 # DEPENDENCYPART_SIBL
(16,1),(16,12),0.041414 # DEPENDENCYPART_SIBL
(16,1),(16,13),0.0333013 # DEPENDENCYPART_SIBL
(16,1),(16,14),0.0454733 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.0553948 # DEPENDENCYPART_SIBL
(16,1),(16,17),0.0396372 # DEPENDENCYPART_SIBL
(16,1),(16,18),-0.00888245 # DEPENDENCYPART_SIBL
(16,1),(16,20),0.0169153 # DEPENDENCYPART_SIBL
(16,1),(16,21),-0.0151406 # DEPENDENCYPART_SIBL
(16,2),(16,3),0.0314316 # DEPENDENCYPART_SIBL
(16,2),(16,4),0.025103 # DEPENDENCYPART_SIBL
(16,2),(16,5),0.0133267 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.00600555 # DEPENDENCYPART_SIBL
(16,2),(16,8),0.00468022 # DEPENDENCYPART_SIBL
(16,2),(16,9),0.00983552 # DEPENDENCYPART_SIBL
(16,2),(16,10),0.0244545 # DEPENDENCYPART_SIBL
(16,2),(16,11),0.00336588 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.0106972 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.011585 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.0504973 # DEPENDENCYPART_SIBL
(16,2),(16,15),0.00336588 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.0245555 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.00083905 # DEPENDENCYPART_SIBL
(16,2),(16,20),0.00957989 # DEPENDENCYPART_SIBL
(16,2),(16,21),-0.0668924 # DEPENDENCYPART_SIBL
(16,3),(16,4),-0.0123039 # DEPENDENCYPART_SIBL
(16,3),(16,5),0.0366637 # DEPENDENCYPART_SIBL
(16,3),(16,6),-0.0151743 # DEPENDENCYPART_SIBL
(16,3),(16,8),-0.0204543 # DEPENDENCYPART_SIBL
(16,3),(16,9),0.0223518 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.00976182 # DEPENDENCYPART_SIBL
(16,3),(16,11),0.0223518 # DEPENDENCYPART_SIBL
(16,3),(16,12),0.0120335 # DEPENDENCYPART_SIBL
(16,3),(16,13),0.0100944 # DEPENDENCYPART_SIBL
(16,3),(16,14),0.0210092 # DEPENDENCYPART_SIBL
(16,3),(16,15),0.0223518 # DEPENDENCYPART_SIBL
(16,3),(16,17),0.00242295 # DEPENDENCYPART_SIBL
(16,3),(16,18),-0.0261278 # DEPENDENCYPART_SIBL
(16,3),(16,20),-0.00420994 # DEPENDENCYPART_SIBL
(16,3),(16,21),-0.038719 # DEPENDENCYPART_SIBL
(16,4),(16,5),0.0157546 # DEPENDENCYPART_SIBL
(16,4),(16,6),-0.0040975 # DEPENDENCYPART_SIBL
(16,4),(16,8),-0.00435067 # DEPENDENCYPART_SIBL
(16,4),(16,9),0.00169666 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.0434814 # DEPENDENCYPART_SIBL
(16,4),(16,11),0.00176987 # DEPENDENCYPART_SIBL
(16,4),(16,12),0.0165881 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.0133603 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.0181928 # DEPENDENCYPART_SIBL
(16,4),(16,15),0.00176987 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.00621646 # DEPENDENCYPART_SIBL
(16,4),(16,18),-0.0255417 # DEPENDENCYPART_SIBL
(16,4),(16,20),0.0154037 # DEPENDENCYPART_SIBL
(16,4),(16,21),-0.0267513 # DEPENDENCYPART_SIBL
(16,5),(16,6),-0.022144 # DEPENDENCYPART_SIBL
(16,5),(16,8),-0.0570965 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.17515 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.0300692 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.17842 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.0379916 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.0384334 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.0540933 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.17842 # DEPENDENCYPART_SIBL
(16,5),(16,17),0.0047872 # DEPENDENCYPART_SIBL
(16,5),(16,18),0.0424462 # DEPENDENCYPART_SIBL
(16,5),(16,20),0.00411686 # DEPENDENCYPART_SIBL
(16,5),(16,21),-0.0130869 # DEPENDENCYPART_SIBL
(16,6),(16,8),-0.0648532 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.0766074 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.0277307 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.0766074 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.00388825 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.0373057 # DEPENDENCYPART_SIBL
(16,6),(16,14),-0.0497108 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.0766074 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.00855207 # DEPENDENCYPART_SIBL
(16,6),(16,18),0.0117591 # DEPENDENCYPART_SIBL
(16,6),(16,20),-0.0164158 # DEPENDENCYPART_SIBL
(16,6),(16,21),-0.0407053 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.0555158 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.0276538 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.0555158 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.00230779 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.0302445 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.0181014 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.0555158 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.0246647 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.0229406 # DEPENDENCYPART_SIBL
(16,8),(16,20),0.00271881 # DEPENDENCYPART_SIBL
(16,8),(16,21),-0.0429175 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.0335874 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.181366 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.0401423 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.0419485 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.0647448 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.181366 # DEPENDENCYPART_SIBL
(16,9),(16,17),0.00175592 # DEPENDENCYPART_SIBL
(16,9),(16,18),0.0391362 # DEPENDENCYPART_SIBL
(16,9),(16,20),-0.00594158 # DEPENDENCYPART_SIBL
(16,9),(16,21),-0.0163964 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.00740962 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.0326108 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.0114059 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.0206583 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.00740962 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0131111 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.0212551 # DEPENDENCYPART_SIBL
(16,10),(16,20),0.00912446 # DEPENDENCYPART_SIBL
(16,10),(16,21),-0.0316531 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.0401423 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0419485 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.0647448 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.181366 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.00175592 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.0391362 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.00598158 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.0163964 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.011585 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0504973 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.00336588 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0245555 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.00083905 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.00957989 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.0668924 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.00264515 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0298491 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.00625633 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.00268907 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.020095 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.0416896 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.00356618 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0490682 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0855026 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.00227283 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.0877672 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.00175592 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0391362 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.00598158 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0163964 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0533766 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.0098394 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.0359747 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.0332228 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.144012 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.0764045 # DEPENDENCYPART_SIBL
(17,1),(17,2),0.036716 # DEPENDENCYPART_SIBL
(17,1),(17,3),-0.00334312 # DEPENDENCYPART_SIBL
(17,1),(17,9),0.023413 # DEPENDENCYPART_SIBL
(17,1),(17,10),0.0289149 # DEPENDENCYPART_SIBL
(17,1),(17,11),0.023413 # DEPENDENCYPART_SIBL
(17,1),(17,12),0.036716 # DEPENDENCYPART_SIBL
(17,1),(17,14),0.0433614 # DEPENDENCYPART_SIBL
(17,1),(17,15),0.023413 # DEPENDENCYPART_SIBL
(17,1),(17,18),0.00820042 # DEPENDENCYPART_SIBL
(17,1),(17,20),-0.0437557 # DEPENDENCYPART_SIBL
(17,1),(17,21),-0.0185054 # DEPENDENCYPART_SIBL
(17,2),(17,3),0.0298378 # DEPENDENCYPART_SIBL
(17,2),(17,9),0.0396292 # DEPENDENCYPART_SIBL
(17,2),(17,10),0.0114611 # DEPENDENCYPART_SIBL
(17,2),(17,11),0.0331595 # DEPENDENCYPART_SIBL
(17,2),(17,12),0.0584244 # DEPENDENCYPART_SIBL
(17,2),(17,14),-0.00307587 # DEPENDENCYPART_SIBL
(17,2),(17,15),0.0331595 # DEPENDENCYPART_SIBL
(17,2),(17,18),0.0889301 # DEPENDENCYPART_SIBL
(17,2),(17,20),0.0140964 # DEPENDENCYPART_SIBL
(17,2),(17,21),0.152971 # DEPENDENCYPART_SIBL
(17,3),(17,9),0.0232709 # DEPENDENCYPART_SIBL
(17,3),(17,10),0.0253101 # DEPENDENCYPART_SIBL
(17,3),(17,11),0.0232709 # DEPENDENCYPART_SIBL
(17,3),(17,12),0.0506119 # DEPENDENCYPART_SIBL
(17,3),(17,14),0.0471428 # DEPENDENCYPART_SIBL
(17,3),(17,15),0.0232709 # DEPENDENCYPART_SIBL
(17,3),(17,18),0.0135452 # DEPENDENCYPART_SIBL
(17,3),(17,20),-0.043457 # DEPENDENCYPART_SIBL
(17,3),(17,21),-0.01871 # DEPENDENCYPART_SIBL
(17,9),(17,10),0.0279276 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.00663659 # DEPENDENCYPART_SIBL
(17,9),(17,12),0.166136 # DEPENDENCYPART_SIBL
(17,9),(17,14),0.0197864 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.00663659 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.014471 # DEPENDENCYPART_SIBL
(17,9),(17,20),0.0109669 # DEPENDENCYPART_SIBL
(17,9),(17,21),0.00619956 # DEPENDENCYPART_SIBL
(17,10),(17,11),0.0225242 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.126521 # DEPENDENCYPART_SIBL
(17,10),(17,14),0.0180651 # DEPENDENCYPART_SIBL
(17,10),(17,15),0.0225242 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.105428 # DEPENDENCYPART_SIBL
(17,10),(17,20),-0.0379574 # DEPENDENCYPART_SIBL
(17,10),(17,21),-0.0237476 # DEPENDENCYPART_SIBL
(17,11),(17,12),0.166136 # DEPENDENCYPART_SIBL
(17,11),(17,14),0.0197864 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.00663659 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.014471 # DEPENDENCYPART_SIBL
(17,11),(17,20),0.0109269 # DEPENDENCYPART_SIBL
(17,11),(17,21),0.00619956 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.00307587 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0331595 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.0889301 # DEPENDENCYPART_SIBL
(17,12),(17,20),0.0140964 # DEPENDENCYPART_SIBL
(17,12),(17,21),0.152971 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.00325403 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.101921 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0252576 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.0587971 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.014471 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.0109269 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.00619956 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.000159139 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.033714 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.0395877 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0196605 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0337977 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0726395 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.00379932 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0297772 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0550988 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.00158005 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.119185 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0404689 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.171611 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.0718925 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.0256598 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.492464 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.069076 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.0239777 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.109404 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0153455 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.163763 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.049963 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0619689 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.00259967 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.0279899 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.0133162 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.0828107 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.0720995 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.194042 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.137386 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.393786 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.194845 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.0499854 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.231879 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.205078 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.401272 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.447325 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.23274 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.182027 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.41395 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.154708 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.238936 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.392478 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.518218 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.249208 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),0.353533 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),0.200379 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),-0.407951 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.1815 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.0751752 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.287975 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.131503 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.312864 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.0671726 # DEPENDENCYPART_GRANDPAR
