# _root_ Από τότε , η Κέρκυρα έχει γεννήσει δύο Έλληνες πρωθυπουργούς και διάφορους άλλους πρωταγωνιστές της πολιτικής , κοινωνικής και πολιτιστικής ζωής της χώρας .
#goldHeads=7,1,7,5,7,7,0,10,10,11,7,14,14,11,16,19,19,19,21,19,14,23,21,0,
#predictedHeads=7,1,7,5,7,7,0,9,7,11,7,14,14,11,16,14,19,19,21,19,16,23,21,0,
(11,7),(11,17),-0.00940585 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.00100162 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.00654672 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.0627721 # DEPENDENCYPART_SIBL
(11,7),(11,24),-0.0039115 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0593206 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0593206 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0173288 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0024144 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.017068 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.0121341 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0651344 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.0278741 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.0164574 # DEPENDENCYPART_SIBL
(11,8),(11,21),0.010627 # DEPENDENCYPART_SIBL
(11,8),(11,24),-0.0616963 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0177933 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0032733 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.00432754 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0983107 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0933208 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0157499 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.00619634 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0196725 # DEPENDENCYPART_SIBL
(11,9),(11,21),0.0882013 # DEPENDENCYPART_SIBL
(11,9),(11,24),-0.0407137 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0032733 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.00432754 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0983107 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0933208 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0157499 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.00619634 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0196725 # DEPENDENCYPART_SIBL
(11,10),(11,21),0.0882013 # DEPENDENCYPART_SIBL
(11,10),(11,24),-0.0407137 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0239098 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0757749 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0761352 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0722558 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.101447 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.05223 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.0757761 # DEPENDENCYPART_SIBL
(11,12),(11,24),-0.0796253 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0738954 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0742557 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0489372 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0610741 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0149722 # DEPENDENCYPART_SIBL
(11,13),(11,21),-0.0738965 # DEPENDENCYPART_SIBL
(11,13),(11,24),-0.035675 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0867145 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.00299891 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0610471 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0585206 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.0863787 # DEPENDENCYPART_SIBL
(11,14),(11,24),-0.029146 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0053964 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0657285 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.0698196 # DEPENDENCYPART_SIBL
(11,16),(11,21),-0.0924046 # DEPENDENCYPART_SIBL
(11,16),(11,24),-0.0315435 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.0387638 # DEPENDENCYPART_SIBL
(11,17),(11,19),0.0601674 # DEPENDENCYPART_SIBL
(11,17),(11,21),0.000730581 # DEPENDENCYPART_SIBL
(11,17),(11,24),-0.0839002 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.0525838 # DEPENDENCYPART_SIBL
(11,18),(11,21),-0.0761827 # DEPENDENCYPART_SIBL
(11,18),(11,24),-0.0799791 # DEPENDENCYPART_SIBL
(11,19),(11,21),0.0470111 # DEPENDENCYPART_SIBL
(11,19),(11,24),0.0731364 # DEPENDENCYPART_SIBL
(11,21),(11,24),-0.0298873 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0145239 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0249459 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0755698 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0751229 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.00792475 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.00736473 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0594703 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0577658 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0241508 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0172442 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0172461 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.00731223 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.10849 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.104357 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.111276 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.126831 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.110713 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.117331 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.122784 # DEPENDENCYPART_SIBL
(14,2),(14,7),0.0187022 # DEPENDENCYPART_SIBL
(14,2),(14,9),0.0302957 # DEPENDENCYPART_SIBL
(14,2),(14,10),0.0302957 # DEPENDENCYPART_SIBL
(14,2),(14,11),0.140885 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.0060748 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.0497218 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.0033141 # DEPENDENCYPART_SIBL
(14,2),(14,16),0.0156876 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.0228636 # DEPENDENCYPART_SIBL
(14,2),(14,18),-0.0154384 # DEPENDENCYPART_SIBL
(14,2),(14,19),0.0108333 # DEPENDENCYPART_SIBL
(14,2),(14,20),-0.0154328 # DEPENDENCYPART_SIBL
(14,2),(14,21),0.00479646 # DEPENDENCYPART_SIBL
(14,2),(14,23),0.01969 # DEPENDENCYPART_SIBL
(14,2),(14,24),-0.0113052 # DEPENDENCYPART_SIBL
(14,4),(14,7),0.0888257 # DEPENDENCYPART_SIBL
(14,4),(14,9),0.074353 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.074353 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.152546 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.0920487 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.0981456 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.0372224 # DEPENDENCYPART_SIBL
(14,4),(14,16),0.0745279 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0847865 # DEPENDENCYPART_SIBL
(14,4),(14,18),0.0480191 # DEPENDENCYPART_SIBL
(14,4),(14,19),-0.0322641 # DEPENDENCYPART_SIBL
(14,4),(14,20),0.0482271 # DEPENDENCYPART_SIBL
(14,4),(14,21),0.0556389 # DEPENDENCYPART_SIBL
(14,4),(14,23),0.0784241 # DEPENDENCYPART_SIBL
(14,4),(14,24),-0.0321516 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.0256457 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.0256457 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.0497201 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.0286575 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.0024433 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0271747 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.00596703 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0268427 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.045564 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.0235568 # DEPENDENCYPART_SIBL
(14,7),(14,20),-0.0450454 # DEPENDENCYPART_SIBL
(14,7),(14,21),-0.00478587 # DEPENDENCYPART_SIBL
(14,7),(14,23),0.00865869 # DEPENDENCYPART_SIBL
(14,7),(14,24),-0.014214 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.0177609 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.0359192 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.0226892 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0257864 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0152396 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.015226 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.0120242 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.00777112 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.00602416 # DEPENDENCYPART_SIBL
(14,9),(14,20),-0.00740844 # DEPENDENCYPART_SIBL
(14,9),(14,21),0.00290128 # DEPENDENCYPART_SIBL
(14,9),(14,23),0.0195091 # DEPENDENCYPART_SIBL
(14,9),(14,24),0.0102354 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0359192 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0226892 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0257864 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0152396 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.015226 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.0120242 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.00777112 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.00602416 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.00740844 # DEPENDENCYPART_SIBL
(14,10),(14,21),0.00290128 # DEPENDENCYPART_SIBL
(14,10),(14,23),0.0195091 # DEPENDENCYPART_SIBL
(14,10),(14,24),0.0102354 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0300872 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.00928194 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.00906889 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.065804 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0202008 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0211826 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.0154134 # DEPENDENCYPART_SIBL
(14,11),(14,20),0.0212981 # DEPENDENCYPART_SIBL
(14,11),(14,21),0.056248 # DEPENDENCYPART_SIBL
(14,11),(14,23),0.0692857 # DEPENDENCYPART_SIBL
(14,11),(14,24),0.00625282 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0823999 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0522702 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0144454 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0246664 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.02276 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0165709 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.0195064 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.0047334 # DEPENDENCYPART_SIBL
(14,12),(14,23),0.0243832 # DEPENDENCYPART_SIBL
(14,12),(14,24),-0.0365086 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.00239477 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.00625203 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0124371 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.00821167 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.0281879 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.00820842 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.00653209 # DEPENDENCYPART_SIBL
(14,13),(14,23),0.00703857 # DEPENDENCYPART_SIBL
(14,13),(14,24),-0.0304106 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0132257 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0320963 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.00175625 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.05838 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.00175618 # DEPENDENCYPART_SIBL
(14,15),(14,21),0.0133915 # DEPENDENCYPART_SIBL
(14,15),(14,23),0.0146095 # DEPENDENCYPART_SIBL
(14,15),(14,24),-0.026587 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0291837 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0134823 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.181147 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.0134821 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.118815 # DEPENDENCYPART_SIBL
(14,16),(14,23),-0.114103 # DEPENDENCYPART_SIBL
(14,16),(14,24),-0.0460597 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.00507856 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.000719687 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.00507862 # DEPENDENCYPART_SIBL
(14,17),(14,21),0.0608745 # DEPENDENCYPART_SIBL
(14,17),(14,23),0.0620111 # DEPENDENCYPART_SIBL
(14,17),(14,24),-0.0742887 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.102049 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.0433523 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.0320872 # DEPENDENCYPART_SIBL
(14,18),(14,23),-0.0320505 # DEPENDENCYPART_SIBL
(14,18),(14,24),-0.064219 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.0134966 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.00474597 # DEPENDENCYPART_SIBL
(14,19),(14,23),-0.00343519 # DEPENDENCYPART_SIBL
(14,19),(14,24),0.0406113 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.0320696 # DEPENDENCYPART_SIBL
(14,20),(14,23),-0.0320329 # DEPENDENCYPART_SIBL
(14,20),(14,24),-0.064219 # DEPENDENCYPART_SIBL
(14,21),(14,23),-0.12988 # DEPENDENCYPART_SIBL
(14,21),(14,24),-0.0626349 # DEPENDENCYPART_SIBL
(14,23),(14,24),-0.0493088 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0804987 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.0392037 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.0723137 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.028978 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.0187966 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0205548 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.015543 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.00835353 # DEPENDENCYPART_SIBL
(16,12),(16,23),0.0207631 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0063228 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.00104739 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0133509 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.00877656 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0276025 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.00877331 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.00601171 # DEPENDENCYPART_SIBL
(16,13),(16,23),0.00755895 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0966211 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0116491 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.00779845 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.00597 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.00743578 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.00394832 # DEPENDENCYPART_SIBL
(16,14),(16,23),0.0205561 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0512187 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0103505 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.020463 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0105584 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.048038 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.0662968 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.00507783 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.000722072 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.00507789 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.060862 # DEPENDENCYPART_SIBL
(16,17),(16,23),0.0619986 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.102054 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.0433554 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.032102 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.0320654 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0135449 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.00482952 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.00351875 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.0320845 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.0320478 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.130016 # DEPENDENCYPART_SIBL
(17,3),(17,5),0.200967 # DEPENDENCYPART_SIBL
(17,3),(17,7),0.245627 # DEPENDENCYPART_SIBL
(17,3),(17,9),0.186654 # DEPENDENCYPART_SIBL
(17,3),(17,10),0.186654 # DEPENDENCYPART_SIBL
(17,3),(17,12),0.0678589 # DEPENDENCYPART_SIBL
(17,3),(17,13),0.111343 # DEPENDENCYPART_SIBL
(17,3),(17,14),0.186654 # DEPENDENCYPART_SIBL
(17,3),(17,16),0.181618 # DEPENDENCYPART_SIBL
(17,3),(17,18),-0.0548529 # DEPENDENCYPART_SIBL
(17,3),(17,19),0.0331941 # DEPENDENCYPART_SIBL
(17,3),(17,20),-0.0613692 # DEPENDENCYPART_SIBL
(17,3),(17,21),0.023315 # DEPENDENCYPART_SIBL
(17,3),(17,23),0.0310726 # DEPENDENCYPART_SIBL
(17,3),(17,24),-0.0652742 # DEPENDENCYPART_SIBL
(17,5),(17,7),0.0606874 # DEPENDENCYPART_SIBL
(17,5),(17,9),-0.00751657 # DEPENDENCYPART_SIBL
(17,5),(17,10),-0.00751657 # DEPENDENCYPART_SIBL
(17,5),(17,12),-0.0218569 # DEPENDENCYPART_SIBL
(17,5),(17,13),-0.017774 # DEPENDENCYPART_SIBL
(17,5),(17,14),-0.00751657 # DEPENDENCYPART_SIBL
(17,5),(17,16),-0.00764567 # DEPENDENCYPART_SIBL
(17,5),(17,18),0.0288144 # DEPENDENCYPART_SIBL
(17,5),(17,19),0.16299 # DEPENDENCYPART_SIBL
(17,5),(17,20),0.0291741 # DEPENDENCYPART_SIBL
(17,5),(17,21),0.233509 # DEPENDENCYPART_SIBL
(17,5),(17,23),0.259201 # DEPENDENCYPART_SIBL
(17,5),(17,24),0.0177296 # DEPENDENCYPART_SIBL
(17,7),(17,9),-0.0153298 # DEPENDENCYPART_SIBL
(17,7),(17,10),-0.0153298 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.018688 # DEPENDENCYPART_SIBL
(17,7),(17,13),-0.000418874 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.0153298 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.0153298 # DEPENDENCYPART_SIBL
(17,7),(17,18),0.0334672 # DEPENDENCYPART_SIBL
(17,7),(17,19),0.107201 # DEPENDENCYPART_SIBL
(17,7),(17,20),0.0339828 # DEPENDENCYPART_SIBL
(17,7),(17,21),0.0506864 # DEPENDENCYPART_SIBL
(17,7),(17,23),0.0612412 # DEPENDENCYPART_SIBL
(17,7),(17,24),0.0138104 # DEPENDENCYPART_SIBL
(17,9),(17,10),-0.00371864 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.0199174 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.0172486 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.00371864 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.00384773 # DEPENDENCYPART_SIBL
(17,9),(17,18),0.0246413 # DEPENDENCYPART_SIBL
(17,9),(17,19),0.152488 # DEPENDENCYPART_SIBL
(17,9),(17,20),0.025001 # DEPENDENCYPART_SIBL
(17,9),(17,21),0.214755 # DEPENDENCYPART_SIBL
(17,9),(17,23),0.240447 # DEPENDENCYPART_SIBL
(17,9),(17,24),0.00673526 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.0199174 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.0172486 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.00371864 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.00384773 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.0246413 # DEPENDENCYPART_SIBL
(17,10),(17,19),0.152488 # DEPENDENCYPART_SIBL
(17,10),(17,20),0.025001 # DEPENDENCYPART_SIBL
(17,10),(17,21),0.214755 # DEPENDENCYPART_SIBL
(17,10),(17,23),0.240447 # DEPENDENCYPART_SIBL
(17,10),(17,24),0.00673526 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.0183035 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.0269259 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.0263632 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.242234 # DEPENDENCYPART_SIBL
(17,12),(17,19),0.125068 # DEPENDENCYPART_SIBL
(17,12),(17,20),0.238977 # DEPENDENCYPART_SIBL
(17,12),(17,21),0.115968 # DEPENDENCYPART_SIBL
(17,12),(17,23),0.133991 # DEPENDENCYPART_SIBL
(17,12),(17,24),0.0295919 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.00946441 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.00946521 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0225335 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.0948479 # DEPENDENCYPART_SIBL
(17,13),(17,20),0.0225338 # DEPENDENCYPART_SIBL
(17,13),(17,21),0.0493414 # DEPENDENCYPART_SIBL
(17,13),(17,23),0.0600234 # DEPENDENCYPART_SIBL
(17,13),(17,24),-0.0386619 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.00384773 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0246413 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.152488 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.025001 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.214755 # DEPENDENCYPART_SIBL
(17,14),(17,23),0.240447 # DEPENDENCYPART_SIBL
(17,14),(17,24),0.00673526 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0281057 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.15215 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.0284654 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.214459 # DEPENDENCYPART_SIBL
(17,16),(17,23),0.240151 # DEPENDENCYPART_SIBL
(17,16),(17,24),0.00606191 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.023477 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.0316914 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.00861013 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.00995982 # DEPENDENCYPART_SIBL
(17,18),(17,24),-0.00265444 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.0219216 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.015589 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.0156412 # DEPENDENCYPART_SIBL
(17,19),(17,24),0.0825054 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.00859254 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.00994224 # DEPENDENCYPART_SIBL
(17,20),(17,24),-0.00265444 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.0461306 # DEPENDENCYPART_SIBL
(17,21),(17,24),0.103679 # DEPENDENCYPART_SIBL
(17,23),(17,24),0.130563 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.0144225 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.0368182 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.0145516 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.0324155 # DEPENDENCYPART_SIBL
(18,10),(18,20),0.0314188 # DEPENDENCYPART_SIBL
(18,10),(18,21),0.0729853 # DEPENDENCYPART_SIBL
(18,10),(18,23),0.0735202 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0368182 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0145516 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.0324155 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.0314188 # DEPENDENCYPART_SIBL
(18,14),(18,21),0.0729853 # DEPENDENCYPART_SIBL
(18,14),(18,23),0.0735202 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0921763 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0904902 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.018835 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.0520506 # DEPENDENCYPART_SIBL
(18,15),(18,23),0.0457344 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0323956 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.0352224 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.073192 # DEPENDENCYPART_SIBL
(18,16),(18,23),0.0737269 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.0252509 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.101867 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.0951491 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.00619902 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.0075044 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.111194 # DEPENDENCYPART_SIBL
(19,1),(19,2),-0.0182357 # DEPENDENCYPART_SIBL
(19,1),(19,3),0.00552543 # DEPENDENCYPART_SIBL
(19,1),(19,5),-0.0588088 # DEPENDENCYPART_SIBL
(19,1),(19,6),0.0107327 # DEPENDENCYPART_SIBL
(19,1),(19,7),-0.00224517 # DEPENDENCYPART_SIBL
(19,1),(19,9),-0.0562237 # DEPENDENCYPART_SIBL
(19,1),(19,10),-0.0562237 # DEPENDENCYPART_SIBL
(19,1),(19,11),-0.0224615 # DEPENDENCYPART_SIBL
(19,1),(19,12),-0.0576308 # DEPENDENCYPART_SIBL
(19,1),(19,13),-0.0826951 # DEPENDENCYPART_SIBL
