# _root_ Η Κέρκυρα περιήλθε σε Βρετανική κυριαρχία το 1815 , μετά το Βατερλώ , και από τότε άρχισε να διαμορφώνεται ο σημερινός χαρακτήρας του νησιού .
#goldHeads=2,3,14,3,6,4,8,3,3,3,12,10,3,0,17,15,14,19,17,22,22,19,24,22,0,
#predictedHeads=2,3,0,3,6,4,8,3,12,12,12,14,14,0,17,17,14,19,17,22,22,19,24,22,0,
(14,5),(14,13),0.173906 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0392503 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.00535909 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0245651 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.0218302 # DEPENDENCYPART_SIBL
(14,5),(14,21),0.390775 # DEPENDENCYPART_SIBL
(14,5),(14,22),0.00460353 # DEPENDENCYPART_SIBL
(14,5),(14,24),0.0100488 # DEPENDENCYPART_SIBL
(14,5),(14,25),-0.012332 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.0666266 # DEPENDENCYPART_SIBL
(14,6),(14,9),0.122271 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.0669623 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.0344044 # DEPENDENCYPART_SIBL
(14,6),(14,12),0.0630971 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.122271 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.0312624 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.00740863 # DEPENDENCYPART_SIBL
(14,6),(14,17),0.00224819 # DEPENDENCYPART_SIBL
(14,6),(14,19),0.00512559 # DEPENDENCYPART_SIBL
(14,6),(14,21),0.00476095 # DEPENDENCYPART_SIBL
(14,6),(14,22),0.105662 # DEPENDENCYPART_SIBL
(14,6),(14,24),0.0985569 # DEPENDENCYPART_SIBL
(14,6),(14,25),-0.0324966 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.0398544 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.00781561 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.0417913 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.0373365 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.0398544 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.0386889 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.056477 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.00245197 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.00041555 # DEPENDENCYPART_SIBL
(14,8),(14,21),0.0562107 # DEPENDENCYPART_SIBL
(14,8),(14,22),0.00523772 # DEPENDENCYPART_SIBL
(14,8),(14,24),0.00254898 # DEPENDENCYPART_SIBL
(14,8),(14,25),0.0406103 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0362611 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0615984 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.045004 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0449192 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0315951 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0212667 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.00368085 # DEPENDENCYPART_SIBL
(14,9),(14,19),-0.000279134 # DEPENDENCYPART_SIBL
(14,9),(14,21),0.00412271 # DEPENDENCYPART_SIBL
(14,9),(14,22),0.0233943 # DEPENDENCYPART_SIBL
(14,9),(14,24),0.0262215 # DEPENDENCYPART_SIBL
(14,9),(14,25),-0.0394682 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.02649 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0364062 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.020825 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.332313 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0108564 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0222349 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0191198 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.023517 # DEPENDENCYPART_SIBL
(14,10),(14,22),-0.0433055 # DEPENDENCYPART_SIBL
(14,10),(14,24),-0.0406266 # DEPENDENCYPART_SIBL
(14,10),(14,25),-0.0341439 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0979769 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0704777 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0580293 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0347247 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.0110048 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.0197488 # DEPENDENCYPART_SIBL
(14,11),(14,21),0.040036 # DEPENDENCYPART_SIBL
(14,11),(14,22),0.0415934 # DEPENDENCYPART_SIBL
(14,11),(14,24),0.050407 # DEPENDENCYPART_SIBL
(14,11),(14,25),-0.0547324 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.00488088 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.00718031 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0139276 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.454402 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.461392 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.00627389 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.0556479 # DEPENDENCYPART_SIBL
(14,12),(14,24),-0.0581209 # DEPENDENCYPART_SIBL
(14,12),(14,25),-0.00160291 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0315951 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0212667 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.00368085 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.000279134 # DEPENDENCYPART_SIBL
(14,13),(14,21),0.00412271 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.0233943 # DEPENDENCYPART_SIBL
(14,13),(14,24),0.0262215 # DEPENDENCYPART_SIBL
(14,13),(14,25),-0.0394682 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0180108 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0946739 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.0932613 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.0266091 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.0403023 # DEPENDENCYPART_SIBL
(14,15),(14,24),0.0400099 # DEPENDENCYPART_SIBL
(14,15),(14,25),-0.00899226 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.083588 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0821727 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.017286 # DEPENDENCYPART_SIBL
(14,16),(14,22),0.0408199 # DEPENDENCYPART_SIBL
(14,16),(14,24),0.0405973 # DEPENDENCYPART_SIBL
(14,16),(14,25),0.0406705 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.269815 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.0295842 # DEPENDENCYPART_SIBL
(14,17),(14,22),0.0222141 # DEPENDENCYPART_SIBL
(14,17),(14,24),0.0220691 # DEPENDENCYPART_SIBL
(14,17),(14,25),0.147988 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.0287524 # DEPENDENCYPART_SIBL
(14,19),(14,22),0.0242911 # DEPENDENCYPART_SIBL
(14,19),(14,24),0.0241461 # DEPENDENCYPART_SIBL
(14,19),(14,25),0.144088 # DEPENDENCYPART_SIBL
(14,21),(14,22),-0.0757749 # DEPENDENCYPART_SIBL
(14,21),(14,24),-0.0759381 # DEPENDENCYPART_SIBL
(14,21),(14,25),-0.0796253 # DEPENDENCYPART_SIBL
(14,22),(14,24),-0.0875908 # DEPENDENCYPART_SIBL
(14,22),(14,25),-0.029146 # DEPENDENCYPART_SIBL
(14,24),(14,25),-0.0319216 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0529433 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0423157 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.00433023 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0988054 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.100172 # DEPENDENCYPART_SIBL
(15,12),(15,22),-0.0645514 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0859362 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.026012 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0607447 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0612697 # DEPENDENCYPART_SIBL
(15,13),(15,22),0.0372516 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0148118 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0204544 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0204628 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.0462936 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0481679 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0481796 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.171751 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.157159 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.151162 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.150748 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.00934708 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.115876 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.117547 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.00112691 # DEPENDENCYPART_SIBL
(16,13),(16,24),0.00740373 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0286954 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0275632 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.0620609 # DEPENDENCYPART_SIBL
(16,15),(16,24),-0.0566966 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.11887 # DEPENDENCYPART_SIBL
(16,17),(16,22),0.000671819 # DEPENDENCYPART_SIBL
(16,17),(16,24),0.000664178 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.00108529 # DEPENDENCYPART_SIBL
(16,19),(16,24),0.00107765 # DEPENDENCYPART_SIBL
(16,22),(16,24),-0.147466 # DEPENDENCYPART_SIBL
(17,2),(17,3),-0.0268245 # DEPENDENCYPART_SIBL
(17,2),(17,4),-0.0264152 # DEPENDENCYPART_SIBL
(17,2),(17,5),-0.0656098 # DEPENDENCYPART_SIBL
(17,2),(17,6),-0.189849 # DEPENDENCYPART_SIBL
(17,2),(17,8),-0.0952047 # DEPENDENCYPART_SIBL
(17,2),(17,9),-0.0502599 # DEPENDENCYPART_SIBL
(17,2),(17,10),-0.0187651 # DEPENDENCYPART_SIBL
(17,2),(17,12),-0.0268245 # DEPENDENCYPART_SIBL
(17,2),(17,13),-0.0502599 # DEPENDENCYPART_SIBL
(17,2),(17,14),-0.0465172 # DEPENDENCYPART_SIBL
(17,2),(17,15),-0.0314694 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.0100743 # DEPENDENCYPART_SIBL
(17,2),(17,18),0.0323338 # DEPENDENCYPART_SIBL
(17,2),(17,19),-0.00987021 # DEPENDENCYPART_SIBL
(17,2),(17,21),0.0190307 # DEPENDENCYPART_SIBL
(17,2),(17,22),-0.0126876 # DEPENDENCYPART_SIBL
(17,2),(17,24),-0.0159504 # DEPENDENCYPART_SIBL
(17,2),(17,25),-0.00876274 # DEPENDENCYPART_SIBL
(17,3),(17,4),-0.0041032 # DEPENDENCYPART_SIBL
(17,3),(17,5),-0.062166 # DEPENDENCYPART_SIBL
(17,3),(17,6),-0.0737102 # DEPENDENCYPART_SIBL
(17,3),(17,8),-0.0627166 # DEPENDENCYPART_SIBL
(17,3),(17,9),-0.00862327 # DEPENDENCYPART_SIBL
(17,3),(17,10),-0.0104552 # DEPENDENCYPART_SIBL
(17,3),(17,12),-0.120157 # DEPENDENCYPART_SIBL
(17,3),(17,13),-0.00862327 # DEPENDENCYPART_SIBL
(17,3),(17,14),-0.0187793 # DEPENDENCYPART_SIBL
(17,3),(17,15),-0.0228635 # DEPENDENCYPART_SIBL
(17,3),(17,16),0.00201556 # DEPENDENCYPART_SIBL
(17,3),(17,18),0.0221572 # DEPENDENCYPART_SIBL
(17,3),(17,19),0.056069 # DEPENDENCYPART_SIBL
(17,3),(17,21),-0.0169398 # DEPENDENCYPART_SIBL
(17,3),(17,22),-0.0182017 # DEPENDENCYPART_SIBL
(17,3),(17,24),-0.0185431 # DEPENDENCYPART_SIBL
(17,3),(17,25),-0.0378666 # DEPENDENCYPART_SIBL
(17,4),(17,5),-0.0230362 # DEPENDENCYPART_SIBL
(17,4),(17,6),-0.0135862 # DEPENDENCYPART_SIBL
(17,4),(17,8),-0.0447012 # DEPENDENCYPART_SIBL
(17,4),(17,9),0.0370744 # DEPENDENCYPART_SIBL
(17,4),(17,10),-0.053309 # DEPENDENCYPART_SIBL
(17,4),(17,12),-0.00839478 # DEPENDENCYPART_SIBL
(17,4),(17,13),0.0370744 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.0109173 # DEPENDENCYPART_SIBL
(17,4),(17,15),-0.0748025 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.0321256 # DEPENDENCYPART_SIBL
(17,4),(17,18),-0.0112978 # DEPENDENCYPART_SIBL
(17,4),(17,19),-0.00697311 # DEPENDENCYPART_SIBL
(17,4),(17,21),-0.0109574 # DEPENDENCYPART_SIBL
(17,4),(17,22),-0.016683 # DEPENDENCYPART_SIBL
(17,4),(17,24),-0.0124017 # DEPENDENCYPART_SIBL
(17,4),(17,25),-0.0546428 # DEPENDENCYPART_SIBL
(17,5),(17,6),-0.0557378 # DEPENDENCYPART_SIBL
(17,5),(17,8),-0.0407938 # DEPENDENCYPART_SIBL
(17,5),(17,9),-0.00339968 # DEPENDENCYPART_SIBL
(17,5),(17,10),-0.0163165 # DEPENDENCYPART_SIBL
(17,5),(17,12),-0.0373444 # DEPENDENCYPART_SIBL
(17,5),(17,13),-0.00339968 # DEPENDENCYPART_SIBL
(17,5),(17,14),-0.0340778 # DEPENDENCYPART_SIBL
(17,5),(17,15),-0.032467 # DEPENDENCYPART_SIBL
(17,5),(17,16),-0.0217541 # DEPENDENCYPART_SIBL
(17,5),(17,18),-0.00578042 # DEPENDENCYPART_SIBL
(17,5),(17,19),-0.0192843 # DEPENDENCYPART_SIBL
(17,5),(17,21),0.0929287 # DEPENDENCYPART_SIBL
(17,5),(17,22),-0.00285474 # DEPENDENCYPART_SIBL
(17,5),(17,24),0.00472974 # DEPENDENCYPART_SIBL
(17,5),(17,25),-0.035663 # DEPENDENCYPART_SIBL
(17,6),(17,8),-0.0929952 # DEPENDENCYPART_SIBL
(17,6),(17,9),-0.0417142 # DEPENDENCYPART_SIBL
(17,6),(17,10),-0.0135142 # DEPENDENCYPART_SIBL
(17,6),(17,12),-0.0200001 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.0417142 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.0435741 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.0262185 # DEPENDENCYPART_SIBL
(17,6),(17,16),-0.0135104 # DEPENDENCYPART_SIBL
(17,6),(17,18),0.0262063 # DEPENDENCYPART_SIBL
(17,6),(17,19),-0.00936307 # DEPENDENCYPART_SIBL
(17,6),(17,21),0.019743 # DEPENDENCYPART_SIBL
(17,6),(17,22),-0.0212604 # DEPENDENCYPART_SIBL
(17,6),(17,24),-0.0241613 # DEPENDENCYPART_SIBL
(17,6),(17,25),-0.0208645 # DEPENDENCYPART_SIBL
(17,8),(17,9),0.0134451 # DEPENDENCYPART_SIBL
(17,8),(17,10),0.01439 # DEPENDENCYPART_SIBL
(17,8),(17,12),-0.0120948 # DEPENDENCYPART_SIBL
(17,8),(17,13),0.0134451 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.00476759 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.00502078 # DEPENDENCYPART_SIBL
(17,8),(17,16),0.0166451 # DEPENDENCYPART_SIBL
(17,8),(17,18),-0.0153613 # DEPENDENCYPART_SIBL
(17,8),(17,19),-0.0603956 # DEPENDENCYPART_SIBL
(17,8),(17,21),-0.0360503 # DEPENDENCYPART_SIBL
(17,8),(17,22),-0.0568328 # DEPENDENCYPART_SIBL
(17,8),(17,24),-0.0573823 # DEPENDENCYPART_SIBL
(17,8),(17,25),-0.0474299 # DEPENDENCYPART_SIBL
(17,9),(17,10),0.0406464 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.00434543 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.0128471 # DEPENDENCYPART_SIBL
(17,9),(17,14),0.016645 # DEPENDENCYPART_SIBL
(17,9),(17,15),0.00743617 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.0496207 # DEPENDENCYPART_SIBL
(17,9),(17,18),0.0101299 # DEPENDENCYPART_SIBL
(17,9),(17,19),-0.0125399 # DEPENDENCYPART_SIBL
(17,9),(17,21),-0.0274685 # DEPENDENCYPART_SIBL
(17,9),(17,22),-0.0097521 # DEPENDENCYPART_SIBL
(17,9),(17,24),-0.00416042 # DEPENDENCYPART_SIBL
(17,9),(17,25),-0.0695184 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.0229037 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.0415131 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.00678036 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.0639746 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.0182043 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.0291659 # DEPENDENCYPART_SIBL
(17,10),(17,19),0.0370746 # DEPENDENCYPART_SIBL
(17,10),(17,21),0.028599 # DEPENDENCYPART_SIBL
(17,10),(17,22),0.0655116 # DEPENDENCYPART_SIBL
(17,10),(17,24),0.0700558 # DEPENDENCYPART_SIBL
(17,10),(17,25),-0.00606365 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.00862327 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.0187793 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.0228635 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.00201556 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.0221572 # DEPENDENCYPART_SIBL
(17,12),(17,19),0.056069 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.0169398 # DEPENDENCYPART_SIBL
(17,12),(17,22),-0.0182017 # DEPENDENCYPART_SIBL
(17,12),(17,24),-0.0185431 # DEPENDENCYPART_SIBL
(17,12),(17,25),-0.0378666 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.016645 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.00743617 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0496207 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0101299 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0125399 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.0274685 # DEPENDENCYPART_SIBL
(17,13),(17,22),-0.0097521 # DEPENDENCYPART_SIBL
(17,13),(17,24),-0.00416042 # DEPENDENCYPART_SIBL
(17,13),(17,25),-0.0695184 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.0632302 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.00155885 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0254195 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.047185 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.020409 # DEPENDENCYPART_SIBL
(17,14),(17,22),-0.00425663 # DEPENDENCYPART_SIBL
(17,14),(17,24),0.000335341 # DEPENDENCYPART_SIBL
(17,14),(17,25),-0.0320676 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.00795236 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0134101 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0152589 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0137875 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.0428007 # DEPENDENCYPART_SIBL
(17,15),(17,24),-0.0382585 # DEPENDENCYPART_SIBL
(17,15),(17,25),-0.0363224 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0223719 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0274969 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.000606942 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.0188352 # DEPENDENCYPART_SIBL
(17,16),(17,24),0.0156408 # DEPENDENCYPART_SIBL
(17,16),(17,25),-0.0181267 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.00263297 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0792796 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.0655874 # DEPENDENCYPART_SIBL
(17,18),(17,24),-0.0656016 # DEPENDENCYPART_SIBL
(17,18),(17,25),-0.054079 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.106853 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.0625548 # DEPENDENCYPART_SIBL
(17,19),(17,24),-0.0625759 # DEPENDENCYPART_SIBL
(17,19),(17,25),0.018981 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.0326603 # DEPENDENCYPART_SIBL
(17,21),(17,24),-0.0327 # DEPENDENCYPART_SIBL
(17,21),(17,25),-0.0661376 # DEPENDENCYPART_SIBL
(17,22),(17,24),-0.219728 # DEPENDENCYPART_SIBL
(17,22),(17,25),-0.0678304 # DEPENDENCYPART_SIBL
(17,24),(17,25),-0.0706042 # DEPENDENCYPART_SIBL
(19,3),(19,4),-0.00410128 # DEPENDENCYPART_SIBL
(19,3),(19,5),-0.0621631 # DEPENDENCYPART_SIBL
(19,3),(19,6),-0.0740371 # DEPENDENCYPART_SIBL
(19,3),(19,8),-0.062714 # DEPENDENCYPART_SIBL
(19,3),(19,9),-0.00752377 # DEPENDENCYPART_SIBL
(19,3),(19,10),-0.0104527 # DEPENDENCYPART_SIBL
(19,3),(19,12),-0.120087 # DEPENDENCYPART_SIBL
(19,3),(19,13),-0.00752377 # DEPENDENCYPART_SIBL
(19,3),(19,15),-0.0228611 # DEPENDENCYPART_SIBL
(19,3),(19,16),0.0020181 # DEPENDENCYPART_SIBL
(19,3),(19,17),-0.120087 # DEPENDENCYPART_SIBL
(19,3),(19,18),-0.162135 # DEPENDENCYPART_SIBL
(19,3),(19,20),-0.00892693 # DEPENDENCYPART_SIBL
(19,3),(19,21),-0.0164693 # DEPENDENCYPART_SIBL
(19,3),(19,22),-0.0126689 # DEPENDENCYPART_SIBL
(19,3),(19,24),-0.0130104 # DEPENDENCYPART_SIBL
(19,3),(19,25),-0.041922 # DEPENDENCYPART_SIBL
(19,4),(19,5),-0.0229276 # DEPENDENCYPART_SIBL
(19,4),(19,6),-0.0141324 # DEPENDENCYPART_SIBL
(19,4),(19,8),-0.044593 # DEPENDENCYPART_SIBL
(19,4),(19,9),0.0391215 # DEPENDENCYPART_SIBL
(19,4),(19,10),-0.0532008 # DEPENDENCYPART_SIBL
(19,4),(19,12),-0.00815238 # DEPENDENCYPART_SIBL
(19,4),(19,13),0.0391215 # DEPENDENCYPART_SIBL
(19,4),(19,15),-0.0746944 # DEPENDENCYPART_SIBL
(19,4),(19,16),-0.0320174 # DEPENDENCYPART_SIBL
(19,4),(19,17),-0.00815238 # DEPENDENCYPART_SIBL
(19,4),(19,18),-0.0302798 # DEPENDENCYPART_SIBL
(19,4),(19,20),-0.00740194 # DEPENDENCYPART_SIBL
(19,4),(19,21),-0.0105966 # DEPENDENCYPART_SIBL
(19,4),(19,22),-0.0113047 # DEPENDENCYPART_SIBL
(19,4),(19,24),-0.00702346 # DEPENDENCYPART_SIBL
(19,4),(19,25),-0.0588088 # DEPENDENCYPART_SIBL
(19,5),(19,6),-0.0560672 # DEPENDENCYPART_SIBL
(19,5),(19,8),-0.0407938 # DEPENDENCYPART_SIBL
(19,5),(19,9),-0.00230779 # DEPENDENCYPART_SIBL
(19,5),(19,10),-0.0163167 # DEPENDENCYPART_SIBL
(19,5),(19,12),-0.0372767 # DEPENDENCYPART_SIBL
(19,5),(19,13),-0.00230779 # DEPENDENCYPART_SIBL
(19,5),(19,15),-0.0324671 # DEPENDENCYPART_SIBL
(19,5),(19,16),-0.0217541 # DEPENDENCYPART_SIBL
(19,5),(19,17),-0.0372767 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.0547176 # DEPENDENCYPART_SIBL
(19,5),(19,20),-0.00330262 # DEPENDENCYPART_SIBL
(19,5),(19,21),0.0931976 # DEPENDENCYPART_SIBL
(19,5),(19,22),0.00227484 # DEPENDENCYPART_SIBL
(19,5),(19,24),0.00985932 # DEPENDENCYPART_SIBL
(19,5),(19,25),-0.0399199 # DEPENDENCYPART_SIBL
(19,6),(19,8),-0.0937747 # DEPENDENCYPART_SIBL
(19,6),(19,9),-0.0414018 # DEPENDENCYPART_SIBL
(19,6),(19,10),-0.0142939 # DEPENDENCYPART_SIBL
(19,6),(19,12),-0.0207119 # DEPENDENCYPART_SIBL
(19,6),(19,13),-0.0414018 # DEPENDENCYPART_SIBL
(19,6),(19,15),-0.0269981 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.0142899 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.0207119 # DEPENDENCYPART_SIBL
(19,6),(19,18),-0.00141906 # DEPENDENCYPART_SIBL
(19,6),(19,20),0.0105326 # DEPENDENCYPART_SIBL
(19,6),(19,21),0.0167843 # DEPENDENCYPART_SIBL
(19,6),(19,22),-0.0199299 # DEPENDENCYPART_SIBL
(19,6),(19,24),-0.0228309 # DEPENDENCYPART_SIBL
(19,6),(19,25),-0.0289952 # DEPENDENCYPART_SIBL
(19,8),(19,9),0.014537 # DEPENDENCYPART_SIBL
(19,8),(19,10),0.0143899 # DEPENDENCYPART_SIBL
(19,8),(19,12),-0.0120271 # DEPENDENCYPART_SIBL
(19,8),(19,13),0.014537 # DEPENDENCYPART_SIBL
(19,8),(19,15),-0.0050209 # DEPENDENCYPART_SIBL
(19,8),(19,16),0.0166451 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.0120271 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.0185937 # DEPENDENCYPART_SIBL
(19,8),(19,20),-0.00947236 # DEPENDENCYPART_SIBL
(19,8),(19,21),-0.0357814 # DEPENDENCYPART_SIBL
(19,8),(19,22),-0.0517032 # DEPENDENCYPART_SIBL
(19,8),(19,24),-0.0522527 # DEPENDENCYPART_SIBL
(19,8),(19,25),-0.0516869 # DEPENDENCYPART_SIBL
(19,9),(19,10),0.0415295 # DEPENDENCYPART_SIBL
(19,9),(19,12),-0.00339296 # DEPENDENCYPART_SIBL
(19,9),(19,13),-0.0106972 # DEPENDENCYPART_SIBL
(19,9),(19,15),0.00831928 # DEPENDENCYPART_SIBL
(19,9),(19,16),0.0505031 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.00339296 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.121372 # DEPENDENCYPART_SIBL
(19,9),(19,20),-0.0236891 # DEPENDENCYPART_SIBL
(19,9),(19,21),-0.0238806 # DEPENDENCYPART_SIBL
(19,9),(19,22),0.00201529 # DEPENDENCYPART_SIBL
(19,9),(19,24),0.00760698 # DEPENDENCYPART_SIBL
(19,9),(19,25),-0.0704564 # DEPENDENCYPART_SIBL
(19,10),(19,12),0.0231504 # DEPENDENCYPART_SIBL
(19,10),(19,13),0.0435644 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.0638623 # DEPENDENCYPART_SIBL
