# _root_ Τα νέα στοιχεία υποδεικνύουν μάλιστα ότι οι ιζηματογενείς αποθέσεις των ωκεανών , οι οποίες καλύπτουν το 70% της επιφάνειας της Γης , περιέχουν περίπου τους μισούς μικροοργανισμούς του πλανήτη .
#goldHeads=3,3,4,0,4,4,9,9,23,11,9,15,14,15,9,17,15,19,17,21,19,15,6,26,27,27,23,29,27,0,
#predictedHeads=3,3,4,0,4,4,9,9,4,11,9,15,14,15,9,17,15,19,17,21,19,23,6,23,27,27,23,29,27,0,
(15,8),(15,14),-0.063342 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.00685828 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.022386 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.00154037 # DEPENDENCYPART_SIBL
(15,8),(15,21),-0.00135624 # DEPENDENCYPART_SIBL
(15,8),(15,22),0.00727249 # DEPENDENCYPART_SIBL
(15,8),(15,23),-0.022892 # DEPENDENCYPART_SIBL
(15,8),(15,24),-0.0380161 # DEPENDENCYPART_SIBL
(15,8),(15,27),-0.00135624 # DEPENDENCYPART_SIBL
(15,8),(15,29),-0.00136516 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.0780878 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.178524 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.037301 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.0864212 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.14478 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.018087 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0215109 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.010093 # DEPENDENCYPART_SIBL
(15,9),(15,21),-0.00991115 # DEPENDENCYPART_SIBL
(15,9),(15,22),-0.00144541 # DEPENDENCYPART_SIBL
(15,9),(15,23),-0.00635855 # DEPENDENCYPART_SIBL
(15,9),(15,24),-0.0281121 # DEPENDENCYPART_SIBL
(15,9),(15,27),-0.00991115 # DEPENDENCYPART_SIBL
(15,9),(15,29),-0.00996442 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.0326421 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.00808347 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.173662 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0232986 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0304709 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.0133231 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.0131493 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.0129674 # DEPENDENCYPART_SIBL
(15,10),(15,22),-0.069441 # DEPENDENCYPART_SIBL
(15,10),(15,23),-0.0199396 # DEPENDENCYPART_SIBL
(15,10),(15,24),-0.0757553 # DEPENDENCYPART_SIBL
(15,10),(15,27),-0.0129674 # DEPENDENCYPART_SIBL
(15,10),(15,29),-0.00830029 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0373059 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0864213 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.14478 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.0180757 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0215217 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.0109873 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.0108055 # DEPENDENCYPART_SIBL
(15,11),(15,22),-0.00147887 # DEPENDENCYPART_SIBL
(15,11),(15,23),-0.0064094 # DEPENDENCYPART_SIBL
(15,11),(15,24),-0.0281262 # DEPENDENCYPART_SIBL
(15,11),(15,27),-0.0108055 # DEPENDENCYPART_SIBL
(15,11),(15,29),-0.0108593 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.0334487 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0338618 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0320978 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0123523 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.00180056 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.0016177 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.0423738 # DEPENDENCYPART_SIBL
(15,12),(15,23),-0.0107026 # DEPENDENCYPART_SIBL
(15,12),(15,24),-0.052679 # DEPENDENCYPART_SIBL
(15,12),(15,27),-0.0016177 # DEPENDENCYPART_SIBL
(15,12),(15,29),-0.00161817 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0264878 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0292551 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.016317 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.024836 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.0246541 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.0605891 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.0350834 # DEPENDENCYPART_SIBL
(15,13),(15,24),-0.0537557 # DEPENDENCYPART_SIBL
(15,13),(15,27),-0.0246541 # DEPENDENCYPART_SIBL
(15,13),(15,29),-0.019987 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.012697 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0318493 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0201982 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.0200163 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.0289256 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.0696216 # DEPENDENCYPART_SIBL
(15,14),(15,24),0.00180775 # DEPENDENCYPART_SIBL
(15,14),(15,27),-0.0200163 # DEPENDENCYPART_SIBL
(15,14),(15,29),-0.0200163 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.006937 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0303539 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.0303539 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.0202324 # DEPENDENCYPART_SIBL
(15,16),(15,23),-0.013971 # DEPENDENCYPART_SIBL
(15,16),(15,24),-0.00665345 # DEPENDENCYPART_SIBL
(15,16),(15,27),-0.0303539 # DEPENDENCYPART_SIBL
(15,16),(15,29),-0.0303539 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0431264 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.0431264 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.0190694 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.0156848 # DEPENDENCYPART_SIBL
(15,17),(15,24),-0.0147582 # DEPENDENCYPART_SIBL
(15,17),(15,27),-0.0431264 # DEPENDENCYPART_SIBL
(15,17),(15,29),-0.0431264 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.230094 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.0113534 # DEPENDENCYPART_SIBL
(15,19),(15,23),-0.0418626 # DEPENDENCYPART_SIBL
(15,19),(15,24),0.00233906 # DEPENDENCYPART_SIBL
(15,19),(15,27),-0.230094 # DEPENDENCYPART_SIBL
(15,19),(15,29),-0.230094 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.0113534 # DEPENDENCYPART_SIBL
(15,21),(15,23),-0.0418626 # DEPENDENCYPART_SIBL
(15,21),(15,24),0.00233906 # DEPENDENCYPART_SIBL
(15,21),(15,27),-0.230094 # DEPENDENCYPART_SIBL
(15,21),(15,29),-0.230094 # DEPENDENCYPART_SIBL
(15,22),(15,23),-0.00658064 # DEPENDENCYPART_SIBL
(15,22),(15,24),-0.00323049 # DEPENDENCYPART_SIBL
(15,22),(15,27),0.00100821 # DEPENDENCYPART_SIBL
(15,22),(15,29),0.00100813 # DEPENDENCYPART_SIBL
(15,23),(15,24),-0.0216838 # DEPENDENCYPART_SIBL
(15,23),(15,27),-0.0638392 # DEPENDENCYPART_SIBL
(15,23),(15,29),-0.0638392 # DEPENDENCYPART_SIBL
(15,24),(15,27),0.0143688 # DEPENDENCYPART_SIBL
(15,24),(15,29),0.0143687 # DEPENDENCYPART_SIBL
(15,27),(15,29),-0.230094 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.03986 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.00643917 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.00643917 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0739656 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.0739656 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.12409 # DEPENDENCYPART_SIBL
(19,10),(19,13),-0.308286 # DEPENDENCYPART_SIBL
(19,10),(19,14),0.132001 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.411937 # DEPENDENCYPART_SIBL
(19,10),(19,17),0.136274 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.327027 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.00213979 # DEPENDENCYPART_SIBL
(19,10),(19,21),0.0340081 # DEPENDENCYPART_SIBL
(19,10),(19,22),-0.0366949 # DEPENDENCYPART_SIBL
(19,10),(19,23),0.0500435 # DEPENDENCYPART_SIBL
(19,10),(19,24),-0.060413 # DEPENDENCYPART_SIBL
(19,10),(19,27),0.0340081 # DEPENDENCYPART_SIBL
(19,10),(19,29),0.0533831 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.088545 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.447026 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.0702645 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.369951 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.0365842 # DEPENDENCYPART_SIBL
(19,13),(19,21),0.0367195 # DEPENDENCYPART_SIBL
(19,13),(19,22),0.00315234 # DEPENDENCYPART_SIBL
(19,13),(19,23),0.0390911 # DEPENDENCYPART_SIBL
(19,13),(19,24),0.00567596 # DEPENDENCYPART_SIBL
(19,13),(19,27),0.0367195 # DEPENDENCYPART_SIBL
(19,13),(19,29),0.0560945 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.0732001 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.011214 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.0157925 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0121685 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.016071 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.0134736 # DEPENDENCYPART_SIBL
(19,14),(19,23),-0.0154614 # DEPENDENCYPART_SIBL
(19,14),(19,24),0.00654724 # DEPENDENCYPART_SIBL
(19,14),(19,27),-0.016071 # DEPENDENCYPART_SIBL
(19,14),(19,29),-0.00603026 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.00816708 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.451126 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0187609 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.044392 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0757684 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.0118408 # DEPENDENCYPART_SIBL
(19,16),(19,24),-0.0708957 # DEPENDENCYPART_SIBL
(19,16),(19,27),0.044392 # DEPENDENCYPART_SIBL
(19,16),(19,29),0.063767 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.17978 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.00184056 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.00910994 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.0139823 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.0155295 # DEPENDENCYPART_SIBL
(19,17),(19,24),-0.0234663 # DEPENDENCYPART_SIBL
(19,17),(19,27),-0.00910994 # DEPENDENCYPART_SIBL
(19,17),(19,29),0.000930759 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0295065 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.0321943 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.057489 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.0273874 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.00247961 # DEPENDENCYPART_SIBL
(19,18),(19,27),0.0321943 # DEPENDENCYPART_SIBL
(19,18),(19,29),0.0515693 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.0134078 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0320963 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0015767 # DEPENDENCYPART_SIBL
(19,20),(19,24),0.0506195 # DEPENDENCYPART_SIBL
(19,20),(19,27),0.0134078 # DEPENDENCYPART_SIBL
(19,20),(19,29),0.0125589 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.0398964 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.00922377 # DEPENDENCYPART_SIBL
(19,21),(19,24),0.0520031 # DEPENDENCYPART_SIBL
(19,21),(19,27),-0.122205 # DEPENDENCYPART_SIBL
(19,21),(19,29),-0.123054 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.0106415 # DEPENDENCYPART_SIBL
(19,22),(19,24),0.0634895 # DEPENDENCYPART_SIBL
(19,22),(19,27),0.0608782 # DEPENDENCYPART_SIBL
(19,22),(19,29),0.0600292 # DEPENDENCYPART_SIBL
(19,23),(19,24),0.077415 # DEPENDENCYPART_SIBL
(19,23),(19,27),0.0425284 # DEPENDENCYPART_SIBL
(19,23),(19,29),0.0416795 # DEPENDENCYPART_SIBL
(19,24),(19,27),0.0455961 # DEPENDENCYPART_SIBL
(19,24),(19,29),0.0447471 # DEPENDENCYPART_SIBL
(19,27),(19,29),-0.123054 # DEPENDENCYPART_SIBL
(21,13),(21,14),0.088545 # DEPENDENCYPART_SIBL
(21,13),(21,16),-0.447026 # DEPENDENCYPART_SIBL
(21,13),(21,18),-0.369951 # DEPENDENCYPART_SIBL
(21,13),(21,19),0.0865967 # DEPENDENCYPART_SIBL
(21,13),(21,20),-0.369951 # DEPENDENCYPART_SIBL
(21,13),(21,22),0.00315234 # DEPENDENCYPART_SIBL
(21,13),(21,23),0.0390911 # DEPENDENCYPART_SIBL
(21,13),(21,24),0.00567596 # DEPENDENCYPART_SIBL
(21,13),(21,26),0.0132895 # DEPENDENCYPART_SIBL
(21,13),(21,27),0.0367195 # DEPENDENCYPART_SIBL
(21,13),(21,29),0.0560945 # DEPENDENCYPART_SIBL
(21,14),(21,16),-0.0732001 # DEPENDENCYPART_SIBL
(21,14),(21,18),-0.0157925 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.000854892 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.0157925 # DEPENDENCYPART_SIBL
(21,14),(21,22),-0.0134736 # DEPENDENCYPART_SIBL
(21,14),(21,23),-0.0154614 # DEPENDENCYPART_SIBL
(21,14),(21,24),0.00654724 # DEPENDENCYPART_SIBL
(21,14),(21,26),-0.0169515 # DEPENDENCYPART_SIBL
(21,14),(21,27),-0.016071 # DEPENDENCYPART_SIBL
(21,14),(21,29),-0.00603026 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.451126 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.0185274 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.451126 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.0757684 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.0118408 # DEPENDENCYPART_SIBL
(21,16),(21,24),-0.0708957 # DEPENDENCYPART_SIBL
(21,16),(21,26),0.00326583 # DEPENDENCYPART_SIBL
(21,16),(21,27),0.044392 # DEPENDENCYPART_SIBL
(21,16),(21,29),0.063767 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.0683806 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.35696 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.057489 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.0273874 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.00247961 # DEPENDENCYPART_SIBL
(21,18),(21,26),0.00323816 # DEPENDENCYPART_SIBL
(21,18),(21,27),0.0321943 # DEPENDENCYPART_SIBL
(21,18),(21,29),0.0515693 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0971456 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.0120242 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.00566975 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.0389554 # DEPENDENCYPART_SIBL
(21,19),(21,26),-0.00740845 # DEPENDENCYPART_SIBL
(21,19),(21,27),0.00306746 # DEPENDENCYPART_SIBL
(21,19),(21,29),0.0130065 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.057489 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.0273874 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.00247961 # DEPENDENCYPART_SIBL
(21,20),(21,26),0.00323816 # DEPENDENCYPART_SIBL
(21,20),(21,27),0.0321943 # DEPENDENCYPART_SIBL
(21,20),(21,29),0.0515693 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.0106415 # DEPENDENCYPART_SIBL
(21,22),(21,24),0.0634895 # DEPENDENCYPART_SIBL
(21,22),(21,26),0.00507862 # DEPENDENCYPART_SIBL
(21,22),(21,27),0.0608782 # DEPENDENCYPART_SIBL
(21,22),(21,29),0.0600292 # DEPENDENCYPART_SIBL
(21,23),(21,24),0.077415 # DEPENDENCYPART_SIBL
(21,23),(21,26),0.0106748 # DEPENDENCYPART_SIBL
(21,23),(21,27),0.0425284 # DEPENDENCYPART_SIBL
(21,23),(21,29),0.0416795 # DEPENDENCYPART_SIBL
(21,24),(21,26),-0.010308 # DEPENDENCYPART_SIBL
(21,24),(21,27),0.0455961 # DEPENDENCYPART_SIBL
(21,24),(21,29),0.0447471 # DEPENDENCYPART_SIBL
(21,26),(21,27),-0.0320659 # DEPENDENCYPART_SIBL
(21,26),(21,29),-0.0346073 # DEPENDENCYPART_SIBL
(21,27),(21,29),-0.123054 # DEPENDENCYPART_SIBL
(22,3),(22,4),0.0611967 # DEPENDENCYPART_SIBL
(22,3),(22,9),-0.00388991 # DEPENDENCYPART_SIBL
(22,3),(22,11),-0.00407837 # DEPENDENCYPART_SIBL
(22,3),(22,17),-0.0114684 # DEPENDENCYPART_SIBL
(22,3),(22,19),-0.00400662 # DEPENDENCYPART_SIBL
(22,3),(22,21),-0.00388991 # DEPENDENCYPART_SIBL
(22,3),(22,23),0.0243214 # DEPENDENCYPART_SIBL
(22,3),(22,24),0.0405753 # DEPENDENCYPART_SIBL
(22,3),(22,26),0.0249576 # DEPENDENCYPART_SIBL
(22,3),(22,27),0.216306 # DEPENDENCYPART_SIBL
(22,3),(22,29),0.216237 # DEPENDENCYPART_SIBL
(22,4),(22,9),-0.0153298 # DEPENDENCYPART_SIBL
(22,4),(22,11),-0.0155182 # DEPENDENCYPART_SIBL
(22,4),(22,17),0.025897 # DEPENDENCYPART_SIBL
(22,4),(22,19),-0.0154399 # DEPENDENCYPART_SIBL
(22,4),(22,21),-0.0153298 # DEPENDENCYPART_SIBL
(22,4),(22,23),0.261472 # DEPENDENCYPART_SIBL
(22,4),(22,24),0.162565 # DEPENDENCYPART_SIBL
(22,4),(22,26),0.0339828 # DEPENDENCYPART_SIBL
(22,4),(22,27),0.0507263 # DEPENDENCYPART_SIBL
(22,4),(22,29),0.0561486 # DEPENDENCYPART_SIBL
(22,9),(22,11),-0.0039071 # DEPENDENCYPART_SIBL
(22,9),(22,17),-0.0114684 # DEPENDENCYPART_SIBL
(22,9),(22,19),-0.00383535 # DEPENDENCYPART_SIBL
(22,9),(22,21),-0.00371864 # DEPENDENCYPART_SIBL
(22,9),(22,23),0.0249044 # DEPENDENCYPART_SIBL
(22,9),(22,24),0.0406505 # DEPENDENCYPART_SIBL
(22,9),(22,26),0.025001 # DEPENDENCYPART_SIBL
(22,9),(22,27),0.216411 # DEPENDENCYPART_SIBL
(22,9),(22,29),0.216343 # DEPENDENCYPART_SIBL
(22,11),(22,17),-0.01147 # DEPENDENCYPART_SIBL
(22,11),(22,19),-0.00383694 # DEPENDENCYPART_SIBL
(22,11),(22,21),-0.00372023 # DEPENDENCYPART_SIBL
(22,11),(22,23),0.022662 # DEPENDENCYPART_SIBL
(22,11),(22,24),0.0385266 # DEPENDENCYPART_SIBL
(22,11),(22,26),0.0228756 # DEPENDENCYPART_SIBL
(22,11),(22,27),0.211639 # DEPENDENCYPART_SIBL
(22,11),(22,29),0.21157 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.106086 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.106086 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.061431 # DEPENDENCYPART_SIBL
(22,17),(22,24),0.102347 # DEPENDENCYPART_SIBL
(22,17),(22,26),0.0596917 # DEPENDENCYPART_SIBL
(22,17),(22,27),0.0862751 # DEPENDENCYPART_SIBL
(22,17),(22,29),0.086267 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.00371864 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.0242352 # DEPENDENCYPART_SIBL
(22,19),(22,24),0.0406505 # DEPENDENCYPART_SIBL
(22,19),(22,26),0.025001 # DEPENDENCYPART_SIBL
(22,19),(22,27),0.216237 # DEPENDENCYPART_SIBL
(22,19),(22,29),0.216168 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0249044 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.0406505 # DEPENDENCYPART_SIBL
(22,21),(22,26),0.025001 # DEPENDENCYPART_SIBL
(22,21),(22,27),0.216411 # DEPENDENCYPART_SIBL
(22,21),(22,29),0.216343 # DEPENDENCYPART_SIBL
(22,23),(22,24),0.0188849 # DEPENDENCYPART_SIBL
(22,23),(22,26),0.0139112 # DEPENDENCYPART_SIBL
(22,23),(22,27),-0.00243465 # DEPENDENCYPART_SIBL
(22,23),(22,29),-0.00243465 # DEPENDENCYPART_SIBL
(22,24),(22,26),0.00010335 # DEPENDENCYPART_SIBL
(22,24),(22,27),0.0162878 # DEPENDENCYPART_SIBL
(22,24),(22,29),0.0162877 # DEPENDENCYPART_SIBL
(22,26),(22,27),-0.00859254 # DEPENDENCYPART_SIBL
(22,26),(22,29),-0.00943878 # DEPENDENCYPART_SIBL
(22,27),(22,29),-0.0437396 # DEPENDENCYPART_SIBL
(23,3),(23,4),-0.0241745 # DEPENDENCYPART_SIBL
(23,3),(23,5),-0.0148646 # DEPENDENCYPART_SIBL
(23,3),(23,6),-0.0508054 # DEPENDENCYPART_SIBL
(23,3),(23,8),-0.0595078 # DEPENDENCYPART_SIBL
(23,3),(23,9),-0.183128 # DEPENDENCYPART_SIBL
(23,3),(23,11),-0.183128 # DEPENDENCYPART_SIBL
(23,3),(23,12),-0.0410025 # DEPENDENCYPART_SIBL
(23,3),(23,14),-0.148496 # DEPENDENCYPART_SIBL
(23,3),(23,15),-0.0241776 # DEPENDENCYPART_SIBL
(23,3),(23,17),-0.0905894 # DEPENDENCYPART_SIBL
(23,3),(23,18),-0.0887619 # DEPENDENCYPART_SIBL
(23,3),(23,19),-0.183245 # DEPENDENCYPART_SIBL
(23,3),(23,20),-0.0887619 # DEPENDENCYPART_SIBL
(23,3),(23,21),-0.183128 # DEPENDENCYPART_SIBL
(23,3),(23,22),-0.0410025 # DEPENDENCYPART_SIBL
(23,3),(23,24),-0.0331582 # DEPENDENCYPART_SIBL
(23,3),(23,25),0.0100052 # DEPENDENCYPART_SIBL
(23,3),(23,26),0.025197 # DEPENDENCYPART_SIBL
(23,3),(23,27),-0.0144156 # DEPENDENCYPART_SIBL
(23,3),(23,29),-0.0144688 # DEPENDENCYPART_SIBL
(23,3),(23,30),-0.018686 # DEPENDENCYPART_SIBL
(23,4),(23,5),-0.00698935 # DEPENDENCYPART_SIBL
(23,4),(23,6),-0.0444561 # DEPENDENCYPART_SIBL
(23,4),(23,8),-0.0621632 # DEPENDENCYPART_SIBL
(23,4),(23,9),-0.0746194 # DEPENDENCYPART_SIBL
(23,4),(23,11),-0.0746194 # DEPENDENCYPART_SIBL
(23,4),(23,12),-0.00792498 # DEPENDENCYPART_SIBL
(23,4),(23,14),-0.122385 # DEPENDENCYPART_SIBL
(23,4),(23,15),-0.120239 # DEPENDENCYPART_SIBL
(23,4),(23,17),-0.0603293 # DEPENDENCYPART_SIBL
(23,4),(23,18),-0.0647319 # DEPENDENCYPART_SIBL
(23,4),(23,19),-0.0747295 # DEPENDENCYPART_SIBL
(23,4),(23,20),-0.0647319 # DEPENDENCYPART_SIBL
(23,4),(23,21),-0.0746194 # DEPENDENCYPART_SIBL
(23,4),(23,22),-0.00792498 # DEPENDENCYPART_SIBL
(23,4),(23,24),-0.0313656 # DEPENDENCYPART_SIBL
(23,4),(23,25),-0.0100924 # DEPENDENCYPART_SIBL
(23,4),(23,26),-0.0166854 # DEPENDENCYPART_SIBL
(23,4),(23,27),-0.0173861 # DEPENDENCYPART_SIBL
(23,4),(23,29),-0.0119552 # DEPENDENCYPART_SIBL
(23,4),(23,30),-0.0400904 # DEPENDENCYPART_SIBL
(23,5),(23,6),-0.00331919 # DEPENDENCYPART_SIBL
(23,5),(23,8),-0.0193841 # DEPENDENCYPART_SIBL
(23,5),(23,9),0.0141337 # DEPENDENCYPART_SIBL
(23,5),(23,11),0.0141337 # DEPENDENCYPART_SIBL
(23,5),(23,12),0.00848714 # DEPENDENCYPART_SIBL
(23,5),(23,14),-0.0543552 # DEPENDENCYPART_SIBL
(23,5),(23,15),-0.012543 # DEPENDENCYPART_SIBL
(23,5),(23,17),0.000945568 # DEPENDENCYPART_SIBL
(23,5),(23,18),-0.0291366 # DEPENDENCYPART_SIBL
(23,5),(23,19),0.0141336 # DEPENDENCYPART_SIBL
(23,5),(23,20),-0.0291366 # DEPENDENCYPART_SIBL
(23,5),(23,21),0.0141337 # DEPENDENCYPART_SIBL
(23,5),(23,22),0.00848714 # DEPENDENCYPART_SIBL
(23,5),(23,24),-0.00415425 # DEPENDENCYPART_SIBL
(23,5),(23,25),0.00309861 # DEPENDENCYPART_SIBL
(23,5),(23,26),-0.0185304 # DEPENDENCYPART_SIBL
(23,5),(23,27),-0.00706582 # DEPENDENCYPART_SIBL
(23,5),(23,29),-0.00706592 # DEPENDENCYPART_SIBL
(23,5),(23,30),-0.0403282 # DEPENDENCYPART_SIBL
(23,6),(23,8),-0.0604626 # DEPENDENCYPART_SIBL
(23,6),(23,9),-0.0688103 # DEPENDENCYPART_SIBL
(23,6),(23,11),-0.0688103 # DEPENDENCYPART_SIBL
(23,6),(23,12),-0.0386335 # DEPENDENCYPART_SIBL
(23,6),(23,14),-0.0696444 # DEPENDENCYPART_SIBL
(23,6),(23,15),-0.0541832 # DEPENDENCYPART_SIBL
(23,6),(23,17),-0.0524564 # DEPENDENCYPART_SIBL
(23,6),(23,18),-0.0404533 # DEPENDENCYPART_SIBL
(23,6),(23,19),-0.0688103 # DEPENDENCYPART_SIBL
(23,6),(23,20),-0.0404533 # DEPENDENCYPART_SIBL
(23,6),(23,21),-0.0688103 # DEPENDENCYPART_SIBL
(23,6),(23,22),-0.0386335 # DEPENDENCYPART_SIBL
(23,6),(23,24),-0.0739678 # DEPENDENCYPART_SIBL
(23,6),(23,25),-0.0372685 # DEPENDENCYPART_SIBL
(23,6),(23,26),-0.0617472 # DEPENDENCYPART_SIBL
(23,6),(23,27),-0.0888674 # DEPENDENCYPART_SIBL
(23,6),(23,29),-0.0888674 # DEPENDENCYPART_SIBL
(23,6),(23,30),-0.0936546 # DEPENDENCYPART_SIBL
(23,8),(23,9),-0.0566479 # DEPENDENCYPART_SIBL
(23,8),(23,11),-0.0567444 # DEPENDENCYPART_SIBL
